"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","yearIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","monthIdentified","typeStatus","dayIdentified","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","1028379","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J.Rogers & Appan","D. J. Rogers; S. G. Appan","H. S. Irwin","11862","1966","01","20","South America","Brazil","Goiás","Itaberaí","Lower slopes of Serra Dourada, ca. 30 km E of Goiás Velho.","-50","-14","650","650","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1180961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01028379","NY01028379_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-30 12:38:27-03","EAO","IAN","91568","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(PohlPohl) D.J.RogersD.J.Rogers & Appan. & Appan.",NA,"Pires, JM; Black, GA; Wurdack, JJ; Silva, NT da","6159","1956","12","12","Southern America","Brasil","Pará",NA,"Serra do Cachimbo.",NA,NA,NA,NA,NA,"Arbusto erecto de 1.5m.; flores esverdeadas.","IAN091568",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:38:27-03","EAO","IAN","90814","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(PohlPohl) D.J.RogersD.J.Rogers & Appan. & Appan.","Flora Neotrópica","Macêdo, A","4417","1956","02","24","Southern America","Brasil","Goiás","Niquelândia","Jacuba.","-48.4597015380859","-14.4738998413086",NA,NA,NA,"Arbusto campestre. Flores amarelas, folhas domorfas.","IAN090814",NA,"1973","74171","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-30 12:38:27-03","EAO","IAN","107540","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(PohlPohl) D.J.RogersD.J.Rogers & Appan. & Appan.","Flora Neotrópica","Magalhães, M","5009","1948","05","26","Southern America","Brasil","Minas Gerais","Ouro Preto","Capeira.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto 1-2,00m; flor enverdeada.","IAN107540",NA,"1973","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-30 12:38:27-03","EAO","IAN","107540","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(PohlPohl) D.J.RogersD.J.Rogers & Appan. & Appan.","Flora Neotrópica","Magalhães, M","5009","1948","05","26","Southern America","Brasil","Minas Gerais","Ouro Preto","Capeira.","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Arbusto 1-2,00m; flor enverdeada.","IAN107540",NA,"1973","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-30 12:38:30-03","EAO","IAN","56911","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Euphorbiaceae","Manihot","warmingii",NA,"Manihot warmingii","Müll.Arg.",NA,"Warming, JEB","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN056911",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-11-26 18:07:58-03","CPAN-UFMS","COR","179","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J.Rogers & Appan",NA,"Paula, J.E.; Conceição, C.A.","1660","1982","11","09",NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533012390137","-19.0091991424561",NA,NA,NA,NA,NA,NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-02-08 09:49:15-03","NBC","NL-BOTANY","L.2234737","PreservedSpecimen","Plantae",NA,"Malpighiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J.Rogers & Appan","Pedersen TM","Pedersen TM",NA,"1978","01","30","Southern America","Brazil","Goiás",NA,"Goias, Mun. Morrinhos, GO 54, c. 20 km E of Morrinhos",NA,NA,NA,NA,NA,"Scrub by roadside<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2234737 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2234737","NL-L2234737",NA,NA,NA,"Magnoliopsidae","L 0446068 | 996231169",NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-11-19 10:23:31-03","CPAP","CPAP","12418","PreserverdSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","pubescens",NA,"Jatropha pubescens","Pax.",NA,"Ratter, J. A.","3244","1976","07","01",NA,"Brasil","MG","Januaria","Aproximadamente 10km W de Januaria","-44.5","-15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"44°30' W","15°30' S",NA,NA,NA,NA,NA,NA
"20","2020-12-21 16:24:38-03","MBM","MBM","140502","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","Schinini, A.","Arbo, M.M.; et al.; et al.","3858","1990","02","08","Southern America","Brazil","Goiás","Caldas Novas","20km S de Caldas Novas","-48.625","-17.74169921875",NA,NA,NA,NA,"MBM140502","MBM140502",NA,"36612","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-12-21 16:24:38-03","MBM","MBM","127116","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","Pedersen, T.M.","Pedersen, T.M.","12125","1978","01","30","Southern America","Brazil","Goiás","Morrinhos","Morrinhos","-49.0993995666504","-17.7311000823975",NA,NA,NA,NA,"MBM127116","MBM127116",NA,"45214","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2015-09-25 13:02:08-03","MNHN","RECOLNAT_MNHN_P","P00624150","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Jatropha","froesii",NA,"Jatropha froesii","Croizat",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00624150' target='other'> <mi>dwc_moreinfo</mi></a>","P00624150","P00624150_01",NA,NA,NA,NA,NA,NA,NA,"14245",NA,NA,NA,NA,NA
"23","2015-09-25 20:15:54-03","MNHN","RECOLNAT_MNHN_P","P00624151","PreservedSpecimen",NA,NA,NA,"Euphorbiaceae","Jatropha","froesii",NA,"Jatropha froesii","Croizat",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Province de Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00624151' target='other'> <mi>dwc_moreinfo</mi></a>","P00624151","P00624151_01",NA,NA,NA,NA,NA,NA,NA,"14245",NA,NA,NA,NA,NA
"24","2020-10-01 14:22:20-03","JBB","HEPH","11806","S","Plantae","Dicotyledon","Malpighiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J.Rogers & Appan","Rodrigues, AS","Proença, CEB","1078","1994","02","03","Southern America","Brasil","Distrito Federal","Sobradinho","APA da Cafuringa","-48.1","-15.55",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,"-48.1","-15.55",NA,NA,NA,NA,NA,NA
"25","2016-08-29 14:32:00-03","MO","MOBOT","2950410","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Jatropha","pubescens",NA,"Jatropha pubescens","(Pohl) Steud.","A. Raddiffe-Smith","James A. Ratter","Ratter 2650","1972",NA,NA,"South America","Brazil","Minas Gerais",NA,"Approx 10 km W of Januária. In deciduous forest on limestone soil.","-44.5","-15.5",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"26","2018-06-19 11:06:00-03","MO","MOBOT","146649","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","G.L. Webster","H. van der Werff|Bruce K. Holst","van der Werff 7782","1985","11","5","South America","Venezuela","Bolívar","Cedeño","Km 103 road Caicara-Puerto Ayacucho. Serranía la Cerbatana.","-66.5","7","100.00000000","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"85-38","5",NA,NA,NA,NA
"27","2008-05-27 22:02:00-03","MO","MOBOT","1528668","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","Ronald Liesner (MO)","Michael H. Nee","Nee 40079","1990","11","30","South America","Bolivia","Santa Cruz","Nuflo de Chavez","1 km E of San Javier. Hilltop with rock outcrops of Precambrian shield, now pasture, with Acrocomia totai, Scheelea princeps, Orbignya phalerata.","-62.5","-16.275","525.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2008-05-27 22:02:00-03","MO","MOBOT","2952940","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","Ronald Liesner","* ROBERTO","ROBERTO 58","1990","3","4","South America","Bolivia","Santa Cruz","Ichilo","Parque Amboró. Rio Semayo, Nueva Palestina. A 35 Km al E de la Ciudad de Santa Cruz.","-63.53333","-17.75138","480.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2010-10-07 15:27:00-03","MO","MOBOT","2955904","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","D.J. Rogers & G. Appan","Howard S. Irwin|J.W. Grear, Jr.|R. Souza|R. Reis dos Santos","Irwin 14004","1966","3","16","South America","Brazil","Distrito Federal",NA,"Forested rocky slopes, Côrrego Landim, ca. 25 km. N. of Brasília, D.F.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2012-04-18 11:19:00-03","MO","MOBOT","2956144","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","T.M.P.","Troels M. Pedersen","Pedersen 12125","1978","3","1","South America","Brazil","Goiás",NA,"Mun. Morrinhos: GO 54, about 20 km E of Morrinhos. Scrub by the roadside.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"31","2008-05-27 22:02:00-03","MO","MOBOT","2956281","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","Ronald Liesner","Ezechias P. Heringer","Heringer 10874","1966",NA,NA,"South America","Brazil","Goiás",NA,"Serra Dourada.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2011-02-17 10:57:00-02","MO","MOBOT","2956601","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","D.J. Rogers & G. Appan","Howard S. Irwin|H. Maxwell|Dieter C. Wasshausen","Irwin 19200","1968","1","25","South America","Brazil","Goiás",NA,"Serra dos Pirineus. Gallery, partial shade. 75km N. of Corumbá de Goiás on road to Niquelândia, Goiás in valley of Rio Maranhão. Disturbed gallery forest.",NA,NA,"700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2009-07-17 14:12:00-03","MO","MOBOT","2956708","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","D.J. Rogers & G. Appan","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 11316","1965","12","15","South America","Brazil","Distrito Federal",NA,"Gallery shade. Gallery forest and creek margin, Córrego Landím, ca. 20 km. N. of Brasília.",NA,NA,"950.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2009-07-17 14:12:00-03","MO","MOBOT","2957010","PreservedSpecimen","Plantae",NA,NA,"Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens","(Pohl) D.J. Rogers & Appan","D.J. Rogers & G. Appan","Howard S. Irwin|R. Souza|R. Reis dos Santos","Irwin 11862","1966","1","20","South America","Brazil","Goiás",NA,"Serra Dourada. Shade of gallery forest, lower slopes of Serra Dourada, ca. 30 km. E. of Goiás Velho.",NA,NA,"650.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-12 05:00:02-03","US","US","2824864","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","11316","1965","12","15","South America - Neotropics","Brazil","Federal District",NA,"Corrego Landim, ca. 20 km. N. of Brasilia.",NA,NA,"950",NA,NA,"Transcribed by digital volunteers","US01304741","US01304741_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"36","2020-09-12 05:00:02-03","US","US","2824862","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","10344","1965","11","16","South America - Neotropics","Brazil","Goias",NA,"ca. 14 km. E. of Cabeceiras",NA,NA,"1000",NA,NA,"Transcribed by digital volunteers","US01304739","US01304739_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"37","2020-09-12 05:00:02-03","US","US","2249261","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"A. Macedo","4417","1956","2","24","South America - Neotropics","Brazil","Goiás",NA,"Jacuba, Niquelandia",NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01304738","US01304738_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"38","2020-09-12 05:00:02-03","US","US","2929097","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"B. A. S. Pereira","13","1980","12","25","South America - Neotropics","Brazil","Federal",NA,"Corrego Forquilha.",NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01304746","US01304746_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"39","2020-09-12 05:00:02-03","US","US","2951902","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"E. P. Heringer, T. S. Figueiras, R. C. Mendonça, B. A. S. Pereira, A. E. Heringer Salles & F. Chagas e Silva","5958","1981","1","13","South America - Neotropics","Brazil","District Federal",NA,"Bacia do Rio São Bartolomeu.",NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01304747","US01304747_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"40","2020-09-12 05:00:02-03","US","US","2824866","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","14004","1966","3","16","South America - Neotropics","Brazil","Federal District",NA,"Côrrego Landim, ca. 25 km N of Brasilia",NA,NA,"950",NA,NA,"Transcribed by digital volunteers","US01304743","US01304743_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"41","2020-09-12 05:00:02-03","US","US","2824863","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"H. S. Irwin, R. Souza & R. Reis dos Santos","11862","1966","1","20","South America - Neotropics","Brazil","Goiás",NA,"lower slopes of Serra Dourada, ca. 30 km. E of Goiás Velho","-50","-14","650",NA,NA,"Transcribed by digital volunteers","US01304742","US01304742_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"42","2020-09-12 05:00:02-03","US","US","289449","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"E. Warming","s.n.",NA,NA,NA,"South America","Brazil",NA,NA,"Lagoa Santa",NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01304748","US01304748_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"43","2020-09-12 05:00:02-03","US","US","2196571","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"A. Macedo","1409","1948","12","2","South America - Neotropics","Brazil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01304737","US01304737_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"44","2020-09-12 05:00:02-03","US","US","2824859","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","19430","1968","2","2","South America - Neotropics","Brazil","Federal District",NA,"Limestone outcrop (Companhia Fercal) near Corrego Landim, ca. 25km N.E. of Brasilia.",NA,NA,"1000",NA,NA,"Transcribed by digital volunteers","US01304745","US01304745_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"45","2020-09-12 05:00:02-03","US","US","2824858","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"H. S. Irwin, H. Maxwell & D. C. Wasshausen","19200","1968","1","25","South America - Neotropics","Brazil","Goias",NA,"75 km N. of Corumba de Goias on road to Niquelandia, Goias in valley of Rio Maranhao.",NA,NA,"700",NA,NA,"Transcribed by digital volunteers","US01304744","US01304744_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
"46","2020-09-12 05:00:02-03","US","US","1185374","PreservedSpecimen","Plantae",NA,"Euphorbiales","Euphorbiaceae","Manihot","anomala","pubescens","Manihot anomala pubescens",NA,NA,"A. Glaziou","22125","1895","2","2","South America - Neotropics","Brazil","Goiás",NA,"Formoza, Goyaz [Formosa, Goiás]",NA,NA,NA,NA,NA,"Transcribed by digital volunteers","US01304736","US01304736_01",NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA,NA,NA
