"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","eventTime","sex"
"294","2020-11-24 17:10:53-03","UTFPR","DVPR","5275","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hiemalis","Eugenia hiemalis","Cambess.","Estevan, DA","2018","09",NA,"França, LN; et al.","26","2017","08","30","Brasil","Paraná","São Jorge d' Oeste","RPPN Salto Chopim","-53.0445","-25.3611","-53.0445","-25.3611",NA,NA,"Árvore 6 m, frutos em rochas próximas ao rio.; Floresta Estacional Semidecidual","DVPR005275",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"295","2020-11-24 17:10:53-03","UTFPR","DVPR","5996","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hiemalis","Eugenia hiemalis","Cambess.","Silva, DR","2018","04","10","Rocha Filho, JA; Silva, DR; Piva, J; Machado, C","701","2018","03","21","Brasil","Paraná","Planalto","Barra das Flores, estrada rural paralela a direita do Córrego São Vicente.","-53.3708","-25.3935","-53.3708","-25.3935","289","289","Árvore 3 m de altura com botão floral. Ponto 912.; Capoeira em margem de estrada, ocorrendo junto a pastagem.","DVPR005996",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"296","2020-11-24 17:10:53-03","UTFPR","DVPR","946","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hiemalis","Eugenia hiemalis","Cambess.","Sobral, M","2000",NA,NA,"Pavão, OC; et al.","s.n.","1999","05","04","Brasil","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"Árvore 4m, pétalas e estames brancos e botões florais verdes.","DVPR000946","DVPR000946","20625","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"297","2020-11-24 17:10:53-03","UTFPR","DVPR","2671","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hiemalis","Eugenia hiemalis","Cambess.","Soares-Silva, LH","2001",NA,NA,"Chagas-Silva, F; et al.","1397","1991","06","06","Brasil","Paraná","Londrina","Ribeirão São Domingos","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore 4m, botão floral e flores brancas, frequente.","DVPR002671",NA,"63728","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"298","2020-11-24 17:10:53-03","UTFPR","DVPR","6167","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hiemalis","Eugenia hiemalis","Cambess.","Silva, DR","2018","04","21","Silva, DR; Piva, J; Machado, C","224","2018","03","21","Brasil","Paraná","Planalto","Barra das flores, estrada rural paralela a direita do Córrego São Vicente.","-53.7661018371582","-25.716100692749",NA,NA,"280","280","Árvore 3 m de altura. Folhas cartáceas, com botão floral. Ponto 912.; Capoeira em margem de estrada, ocorrendo junto a pastagem.","DVPR006167",NA,"20975","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"299","2020-11-24 17:10:53-03","UTFPR","DVPR","2715","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hiemalis","Eugenia hiemalis","Cambess.","Soares-Silva, LH","1998","09","22","Kinupp, VF; Medri, C; Francisco, EM","560","1997","05","24","Brasil","Paraná","Sapopema","Área de Sapopema","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Arvoreta 3m, botões arroxeados e flores cremes.","DVPR002715",NA,"21990","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"300","2020-11-24 17:10:53-03","UTFPR","DVPR","3930","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hiemalis","Eugenia hiemalis","Cambess.","Cordeiro, J","2014",NA,NA,"Caxambu, MG; et al.","4238","2012","09","05","Brasil","Paraná","Tuneiras do Oeste","Cerrado alterado","-52.45125","-23.54551","-52.45125","-23.54551","513","513","Arbusto heliófito, ca. 1 m. Fruto imaturos verdes, os maduros atro-vináceos. Rara.; Relevo: suave-ondulado - Vegetação: Savana (cerrado sensu strictu).","DVPR003930",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2020-11-24 17:10:54-03","UTFPR","DVPR","3928","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Cordeiro, J","2014",NA,NA,"Caxambu, MG; et al.","3515","2011","10","13","Brasil","Paraná","Balsa Nova","Ponte dos Arcos","-49.48279","-25.32581","-49.48279","-25.32581","834","834","Arvoreta ca. 4 m. Botões florais verdes.; Relevo: suave-ondulado - Vegetação: Floresta Ombrófila Mista Aluvial.","DVPR003928",NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"302","2020-11-24 17:10:54-03","UTFPR","DVPR","430","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Estevan, DA","2009",NA,NA,"Estevan, DA; et al.","1379","2006","04","03","Brasil","Paraná","Ibiporã","Parque Estadual","-51.0480995178223","-23.2691993713379",NA,NA,NA,NA,"Arvoreta 2,5 m, frutos verdes e flores.","DVPR000430","DVPR000430","20625","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2020-11-24 17:10:54-03","UTFPR","DVPR","2756","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Soares-Silva, LH","1998","09","22","Kinupp, VF; Dias, MC; Souza, LRM","530","1998","01","22","Brasil","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,NA,"Árvore 3,5m, frutos imaturos verdes e maduros escuros.","DVPR002756",NA,"21990","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2020-11-24 17:10:54-03","UTFPR","DVPR","2766","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Soares-Silva, LH","1998","09","22","Lemos, DC; et al.","18","1994","10","07","Brasil","Paraná","Tibagi","Margem direita do rio Tibagi, próximo à ponte","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"Arvoreta 3m, botões creme-esverdeados.; Beira de pequeno Capão.","DVPR002766",NA,"56988","auto",NA,NA,NA,NA,"Magnoliophyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2016-10-18 16:26:36-02","UNEMAT","TANG","2061","S","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Silva, LHS",NA,NA,NA,"Kinupp, VF","254","1997","02","10","Brasil","Paraná","Tibagi","Canyon Guartelá.&nf;Material vindo do Herbário FUEL.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,NA,"TANG000002061",NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2019-11-19 15:44:45-03","UNEB","HUNEB","11530","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora",NA,NA,NA,NA,NA,"Silva-Lima, Ciro Samuel","PA28183","2008","10","15","Brasil","Bahia","Alagoinhas","Povoado da Mangueira - Localizado à 20Km da cidade de Alagoinhas - Reserva do Araticum.","-38.4192008972168","-12.1356000900269",NA,NA,NA,NA,"Floresta em estágio secundário e avançado de desenvolvimento.","HUNEB0011530",NA,"24621","auto",NA,NA,NA,NA,"Angiospermae","Florideophycidae",NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"307","2021-03-30 12:45:50-03","EAO","IAN","27508","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","hiemalis","Eugenia hiemalis","Cambess.",NA,NA,NA,NA,"Saint-Hilaire","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN027508",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2021-03-30 12:45:52-03","EAO","IAN","26330","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","multiflora","Eugenia multiflora","Cambess.",NA,NA,NA,NA,"Saint-Hilaire","s.n.",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN026330",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2021-03-30 12:46:02-03","EAO","IAN","196305","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Equipe IFN-PA","2018","04","02","Melo, JJG","407","2014","11","25","Brasil","Pará","Goianésia do Pará","Conglomerado PA_1719. Subunidade 4. Subparcela 10. Árvore nº 21.","-49.6","-4.533333","-49.6","-4.533333",NA,NA,NA,"IAN196305",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2021-03-30 12:46:02-03","EAO","IAN","157377","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Cordeiro, MR","1998","08",NA,"Austin, DF; Nauman, CE","7285","1979","10","29","Brasil","Amapá",NA,"Ca. 5km. E de Porto Grande, Igarapé e arredores de Areal e Sop km. 105. No campo de areia branca.","-52.916667","-0.916667","-52.916667","-0.916667",NA,NA,"Arbusto de 3-4m. de altura, flores brancas.","IAN157377",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2021-03-30 12:46:02-03","EAO","IAN","106226","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Caldas, DKD","2020","03","06","Oliveira, E","634","1960","05","01","Brasil","Pará",NA,"Rod. Belém-Brasília, km. 135-175. Beira da estrada.",NA,NA,NA,NA,NA,NA,"Árvore de 10m. de altura, flores brancas.","IAN106226",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2021-03-30 12:46:02-03","EAO","IAN","134519","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Barroso, GM","1997",NA,NA,"Silva, NT da","2695","1969","08","14","Brasil","Pará",NA,"Margem do Rio Jarí. Mata de várzea.",NA,NA,NA,NA,NA,NA,"Árvore de 6m e 10cm de diâmetro. Flor branca.","IAN134519",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2021-03-30 12:46:02-03","EAO","IAN","139445","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Proença, C","2001",NA,NA,"Fonsêca, SG da; Onishi, E","1206","1968","10","07","Brasil","Mato Grosso",NA,"Arredores do Acampamento da Expedição Inglêsa.",NA,NA,NA,NA,NA,NA,"Arbusto, flores alvas.","IAN139445",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2021-03-30 12:46:02-03","EAO","IAN","140178","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","McVaugh, R","1977",NA,NA,"Pires, JM; Passos, BC dos","13195","1973","08","20","Brasil","Pará",NA,"Serra Norte.",NA,NA,NA,NA,NA,NA,"Arbusto de 2m. de altura.","IAN140178",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2021-03-30 12:46:02-03","EAO","IAN","141861","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Cordeiro, MR","1998","08",NA,"Silva, NT da; Ribeiro, BGS","3613","1972","08","26","Brasil","Pará",NA,"Serra dos Carajás.",NA,NA,NA,NA,NA,NA,"Arbusto de 3m. Flor branca.","IAN141861",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2021-03-30 12:46:02-03","EAO","IAN","145919","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Rosário, AS","2010","12","07","Rosa, NA","205","1974","09","01","Brasil","Mato Grosso",NA,"Ponto 5, proj. RADAM, região de Juruena.",NA,NA,NA,NA,NA,NA,"Árvore de 5m. x 40cm. Madeira dura, casca parecida de goiabeira bem lisa, flores já secas.","IAN145919",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2021-03-30 12:46:02-03","EAO","IAN","152886","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","McVaugh, R","1977",NA,NA,"Ribeiro, BGS","1331","1976","06","24","Brasil","Pará",NA,"Serra dos Carajás, margem da estrada 1-4.",NA,NA,NA,NA,NA,NA,"Arbusto sobre canga de ferro. Flor creme","IAN152886",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2021-03-30 12:46:02-03","EAO","IAN","161406","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Lima, L","2017","11","17","Daly, DC; Campbell, DG","268","1980","09","25","Brasil","Maranhão",NA,"Fazenda São Francisco, 11km. N. of km. 337 of BR-316. Forest with Orbignya palm.","-44.933333","-4","-44.933333","-4",NA,NA,"Tree 10m. Buds cream.","IAN161406",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"319","2021-03-30 12:46:02-03","EAO","IAN","161890","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Cordeiro, MR","1987","01",NA,"Daly, DC; Callejas, R","1739","1981","12","05","Brasil","Pará",NA,"Serra dos Carajás, 25-30km. NW of Serra Norte, mining camp.","-50.433333","-5.916667","-50.433333","-5.916667",NA,NA,"Shrub 2m.; fruit yellow.","IAN161890",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2021-03-30 12:46:02-03","EAO","IAN","163567","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.",NA,NA,NA,NA,"Saraiva, RS","460","1990","05","28","Brasil","Acre",NA,"Proc. RBO-AC Floresta Estadual do Antimari, colocação Limoeiro, Picada 1, Ponto 21, Quadrante 4.",NA,NA,NA,NA,NA,NA,"Liana.","IAN163567",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2021-03-30 12:46:02-03","EAO","IAN","176504","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Cordeiro, MR","2002",NA,NA,"Cordeiro, MR","MC-23-04100504","2002","02","12","Brasil","Pará","Concórdia do Pará","Terceira travessa da Colatina. Solo argiloso, mata primária de terra firme, luminosidade média, freqüência comum.","-48.115833","-2.431944","-48.115833","-2.431944","57","57","Árvore aprox. 18 m de altura por 94 cm de CAP. Frutos verdes. Casca lisa.","IAN176504",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2021-03-30 12:46:02-03","EAO","IAN","186365","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Cordeiro, MR","2011","12","02","Xavier-Júnior, SR; Oliveira, JCL de","89","2011","11","08","Brasil","Pará","Paragominas","Área atrás da EETEPA de Paragominas.","-47.405278","-2.991944","-47.405278","-2.991944",NA,NA,"Árvore de 9 m com 15 DAP. Frutos verdes imaturos.","IAN186365",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"323","2021-03-30 12:46:02-03","EAO","IAN","187375","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Lima, L","2017","11","17","Viana, PL; Marino, F; Giorni, VT; Silva, CR","4316","2009","10","02","Brasil","Pará","Canaã dos Carajás","S11-D. Floresta Ombrófila.","-50.3275","-6.408056","-50.3275","-6.408056",NA,NA,"Árvore","IAN187375",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"324","2021-03-30 12:46:02-03","EAO","IAN","188579","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.",NA,NA,NA,NA,"Staggemeier, VG; Staggemeier, VR","422","2011","11","25","Brasil","Mato Grosso","Nova Xavantina",NA,"-52.4125","-14.526667","-52.4125","-14.526667","373","373",NA,"IAN188579",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"325","2021-03-30 12:46:02-03","EAO","IAN","48787","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Sobral, M","2015",NA,NA,"Costa, M da","242","1932","01",NA,"Brasil",NA,NA,"Region Aramanahy, high land.",NA,NA,NA,NA,NA,NA,"Shrub.","IAN048787",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"326","2021-03-30 12:46:02-03","EAO","IAN","91829","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","McVaugh, R","1958",NA,NA,"Pires, JM; Black, GA","6424","1956","12","17","Brasil","Pará",NA,"Serra do Cachimbo. Próxima ao rio.",NA,NA,NA,NA,"425","425","Árvore pequena.","IAN091829",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"327","2021-04-08 17:43:06-03","EAO","IAN","XILO3132","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Rosário, AS","2010","12","07","Rosa, NA","205","1974","09","01","Brasil","Mato Grosso",NA,"Ponto 5, proj. RADAM, região de Juruena.",NA,NA,NA,NA,NA,NA,"Árvore de 5m. x 40cm. Madeira dura, casca parecida de goiabeira bem lisa, flores já secas.","IANXILO3132",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"328","2021-04-08 17:43:06-03","EAO","IAN","XILO3150","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Caldas, DKD","2020","03","06","Oliveira, E","634","1960","05","01","Brasil","Pará",NA,"Rod. Belém-Brasília, km. 135-175. Beira da estrada.",NA,NA,NA,NA,NA,NA,"Árvore de 10m. de altura, flores brancas.","IANXILO3150",NA,NA,NA,NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"329","2021-03-30 12:46:02-03","EAO","IAN","101622","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Lima, L","2017","11","17","Ducke, A","2619","1957","08","14","Brasil","Ceará","Fortaleza","Messejana, Carnaubal, na várzea do Coaçú.","-38.543098449707","-3.71722006797791",NA,NA,NA,NA,"Arbusto bastante grande, flor branca.","IAN101622",NA,"19924","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"330","2021-03-30 12:46:02-03","EAO","IAN","191245","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Caldas, DKD","2020","03","09","Pereira-Silva, G","16446","2012","11","07","Brasil","Goiás","Cavalcante","Cerrado sensu stricto. Neossolo Litólico, relevo acidentado, ocasional. Serra do Roncador, RPPN Natura.","-47.4583015441895","-13.7974996566772",NA,NA,NA,NA,"Subarbusto com cerca de 80cm de altura. Frutos imaturos verdes","IAN191245",NA,"92497","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"331","2021-03-30 12:46:02-03","EAO","IAN","187699","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Nascimento, EAP","2012","02","15","Martins, K","TB12","2011","10","22","Brasil","Maranhão","Barreirinhas","Tabocas","-42.8264007568359","-2.74693989753723",NA,NA,NA,NA,"Arbusto, flor de cor branca.","IAN187699",NA,"56843","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"332","2021-03-30 12:46:02-03","EAO","IAN","155866","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Rosa, NA",NA,NA,NA,"Rosa, NA; Cardoso, O","2559","1978","07","09","Brasil","Maranhão","Santa Elena","Próximo do Lugarejo Queimadas.","-45.2999992370605","-2.23111009597778",NA,NA,NA,NA,"Arbusto de 2m. de altura, flor branca.","IAN155866",NA,"83341","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"333","2021-03-30 12:46:02-03","EAO","IAN","186018","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Cordeiro, MR","2010","08","18","Veiga, RCS; Rosa, NA; Berenger, E","04","2010","07","10","Brasil","Pará","Belterra","Área do Projeto Sustentabilidade dos Usos da Terra na Amazônia. Flona do Tapajós , praia du cajutuba municipio de belterra. Solo arenoso.","-54.937198638916","-2.63638997077942",NA,NA,NA,NA,"Arbusto com frutos marrom.","IAN186018",NA,"74752","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"334","2021-03-30 12:46:02-03","EAO","IAN","174495","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.",NA,NA,NA,NA,"Rodrigues, IA","1467","1993","02","17","Brasil","Pará","Bragança","Bom Jardim","-46.7655982971191","-1.05360996723175",NA,NA,NA,NA,NA,"IAN174495",NA,"56429","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"335","2021-03-30 12:46:02-03","EAO","IAN","187282","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Costa, LV","2010","05",NA,"Costa, LV; Arruda, AJ; Santos, AO; Pivari, MO","1008","2010","08","04","Brasil","Pará","Canaã dos Carajás","S11-C; vegetação rupestre.","-49.8782997131348","-6.49694013595581",NA,NA,"700","700","Árvore; 2,5m.","IAN187282",NA,"80513","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"336","2021-03-30 12:46:02-03","EAO","IAN","174522","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.",NA,NA,NA,NA,"Rodrigues, IA; Izumi, H","1494","1993","02","18","Brasil","Pará","Capitão Poço",NA,"-47.059398651123","-1.74638998508453",NA,NA,NA,NA,NA,"IAN174522",NA,"97682","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"337","2021-03-30 12:46:02-03","EAO","IAN","141798","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","Cordeiro, MR","1983","11",NA,"Silva, NT da; Ribeiro, BGS","3549","1972","08","19","Brasil","Pará","Marabá","Serra dos Carajás. Acamp. 1.","-49.1178016662598","-5.36860990524292",NA,NA,NA,NA,NA,"IAN141798",NA,"262883","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"338","2021-03-30 12:46:02-03","EAO","IAN","196586","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.",NA,NA,NA,NA,"Boelter, CR","604","2017","09","20","Brasil","Pará","Maracanã","REVIS Padre Antônio Tonetto. Campo das Mangabas.","-47.581901550293","-0.595000028610229",NA,NA,NA,NA,NA,"IAN196586",NA,"48335","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"339","2021-03-30 12:46:02-03","EAO","IAN","172578","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.",NA,"2000","10",NA,"Ferreira, GC; Barbosa, AS","632","2000","09","25","Brasil","Pará","Marapanim","Praia do Crispim, Ecossistema de restinga. Solo arenoso.","-47.6996994018555","-0.717499971389771",NA,NA,NA,NA,"Arbusto de aproximadamente 1,20m de altura; casca esfoliante; inflorescência em panícula; flor em botão, brancos. MG 104972","IAN172578",NA,"39607","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"340","2021-03-30 12:46:02-03","EAO","IAN","80690","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.","McVaugh, R","1958",NA,NA,"Fróes, RL","30548","1953","09","08","Brasil","Pará","Monte Alegre","Arredores da cidade.","-54.0691986083984","-2.00778007507324",NA,NA,NA,NA,"Arbusto de 2 metros de altura, flor branca.","IAN080690",NA,"279177","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"341","2021-03-30 12:46:02-03","EAO","IAN","172161","PreservedSpecimen","Plantae","Myrtaceae","Myrcia","multiflora","Myrcia multiflora","(Lam.) DC.",NA,NA,NA,NA,"Grogan, J","336","1997","10","17","Brasil","Pará","Pau D'arco","Marajoara","-50.0443992614746","-7.83305978775024",NA,NA,NA,NA,"Habit: Treelet < 10m Obs: divisa-side Flowers: white Leaves: opp simple, similar to Myrt05, but with discernible double margin Stem: shrubby.","IAN172161",NA,"50942","auto",NA,"Southern America",NA,NA,"Dicotiledônea",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
