"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordNumber","continentOcean","country","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","locality","decimalLongitude","decimalLatitude","recordedBy","year","month","day","minimumElevationInMeters","identifiedBy","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"11","2020-11-13 09:20:35-03","UFRJ","RFA","38313","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"1035",NA,"Brasil",NA,"erva terrícola de 29 cm, cauloma cilíndrico, verde claro; folhas verdes, sésseis; inflorescência racemosa; sépalas verde claro; pétalas e labelo brancas e verdes na porção apical.","RFA38830",NA,"Rio de Janeiro","APA Palmares, Zona de Vida Silvestre, Estrada do Marão, pasto em frente ao Marão","-43.373056","-22.447778","M. S. Wängler; V. S. Ferreira","2012","01","26",NA,"M. S. Wängler; F. F. V. A. Barberena; M. O. Pellegrini",NA,"Paty do Alferes",NA,NA,"2012","03","30","43º22'23''W","22º26'52''S",NA,NA,NA,NA,NA
"12","2021-03-30 12:52:48-03","EAO","IAN","139196","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"10829","Southern America","Brasil",NA,"Bráctea roxa, flores verdes, estames brancos.","IAN139196",NA,"Distrito Federal",NA,NA,NA,"Heringer, EP","1966","12","27",NA,"Barros",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-30 12:52:48-03","EAO","IAN","63437","PreservedSpecimen","Plantae","Monocotiledônea",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"3227","Southern America","Brasil",NA,NA,"IAN063437","IAN063437 IAN063437_e IAN063437_e1","Minas Gerais",NA,"-42.8819007873535","-20.7539005279541","Pires, JM; Black, GA","1951","01","10",NA,"Pabst, GFJ",NA,"Viçosa","13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2019-10-09 11:28:42-03","UFBA","ALCB","85108","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"11","Southern America","Brasil",NA,"ca de 1m de altura. Folhas membranáceas discolores. Flores com sépalas verdes com grande apêndice.","ALCB007317","ALCB007317","Bahia","Litoral Norte, Núcleo Agroecológico de Nova Itapecirica","-37.979444","-12.374444","Prates, ARS; Guedes, ML","2008","08","19","68","Batista, JAN","68","Itanagra",NA,NA,"2014","05","09","-37.979444","-12.374444",NA,NA,NA,NA,NA
"15","2019-10-09 11:28:42-03","UFBA","ALCB","85519","PreservedSpecimen","Plantae","Monocotyledon",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"101","Southern America","Brasil",NA,"ca de1m de altura. Folhas concolores. Flores passadas.","ALCB007313","ALCB007313","Bahia","Litoral Norte, Núcleo Agroecológico de Nova Itapecirica","-37.979444","-12.374444","Prates, ARS","2008","09","20","68","Batista, JAN","68","Itanagra",NA,NA,"2014","05","09","-37.979444","-12.374444",NA,NA,NA,NA,NA
"16","2020-02-08 08:46:20-03","NBC","NL-BOTANY","U.1459651","PreservedSpecimen","Plantae",NA,"Asparagales","Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,NA,"Southern America","French Guiana",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1459651 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1459651","NL-U1459651",NA,"Piste de St. Elie.",NA,NA,"Veyret Y","1977","05","16",NA,"Renz J",NA,NA,NA,NA,"1989","05","01",NA,NA,"Magnoliopsidae","U 0205520",NA,NA,NA
"17","2020-11-04 12:17:31-03","ESALQ","ESA","131314","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"36517.0",NA,"Brasil",NA,"Erva.","ESA131314","ESA131314","São Paulo","Fragmento 39 (TAV). Floresta ciliar em área de contato Floresta Estacional Semidecidual / Floresta Ombrófila Densa.","-22.5776","-44.9195","Souza, V.C.; Caliari, C.P.; Coelho, R.L.G.; Colletta, G.D.; Barroso, R.M.; Martins, C.H.C.","2013","03","21","579","Forster, W.","579","Lavrinhas",NA,NA,"2013",NA,NA,"-22.5776","-44.9195",NA,NA,NA,NA,NA
"18","2021-03-31 13:41:04-03","MN","R","24863","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"10657",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"Brade, A.C.","1931","03","07",NA,"Hoehne, F.C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-31 13:41:04-03","MN","R","142117","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"6332",NA,"Brasil",NA,"Fundação Instituto Brasileiro de Geografia e Estatística/Herbário da Reserva Ecológica do IBGE",NA,NA,"Distrito Federal",NA,"-47.9296989440918","-15.7797002792358","Heringer, E.P.; Figueiras, T.S.; Mendonça, R.C. & Pereira, B.A.S.","1981","02","25",NA,"Batista, J.A.N.",NA,"Brasília","70570","auto","1998","11",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-31 13:41:04-03","MN","R","28954","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais",NA,"-43.801399230957","-20.2532997131348","Mello Mattos, A.M.","1902","06",NA,NA,"Hoehne, F.C.",NA,"Itabirito","20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-31 13:41:04-03","MN","R","28932","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,NA,NA,"Brasil",NA,NA,NA,NA,"Minas Gerais",NA,"-43.801399230957","-20.2532997131348","Mello Mattos, A.M.","1902","06",NA,NA,"Hoehne, F.C.",NA,"Itabirito","20553","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-31 13:41:04-03","MN","R","28922","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,NA,NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","Brade, A.C.","1929","02",NA,NA,"Hoehne, F.C.",NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-31 13:41:04-03","MN","R","35725","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"11367",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro",NA,"-43.2075004577637","-22.9027996063232","Brade, A.C.","1932","02","14",NA,"Pabst, G.F.J.",NA,"Rio de Janeiro","57442","auto","1958","11","19",NA,NA,NA,NA,NA,NA,NA
"24","2021-03-31 13:41:04-03","MN","R","40117","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"91",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","Milton, H.V.","1944","02","07",NA,"Batista, J.A.N.",NA,"Rio de Janeiro","57442","auto","2013","08","11",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-31 13:41:04-03","MN","R","39900","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"89",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","Milton, H.V.","1944","02","07",NA,"Batista, J.A.N.",NA,"Rio de Janeiro","57442","auto","2013","08","11",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-31 13:41:04-03","MN","R","28927","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"89",NA,"Brasil",NA,NA,NA,NA,"Rio de Janeiro","Tijuca","-43.2075004577637","-22.9027996063232","Vidal, J.","1926","03","09",NA,"Hoehne, F.C.",NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:40:45-03","UFJF","CESJ","48677","PreservedSpecimen","Plantae","Angiosperma",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"143","América do Sul","Brasil",NA,"Erva terrestre no campo, solo arenoso. Flores passadas.","CESJ048677",NA,"Minas Gerais","Serra Negra, Trilha para a Gruta do Funil.","-43.8278007507324","-22.0891990661621","N.L. Abreu; L. Menini Neto; E.A. Feliciano","2007","03","16",NA,"J.A.N.Batista",NA,"Rio Preto","20815","auto","2007","06","12",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:20:15-03","UNICAMP","UEC","206519","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"2013/21",NA,"Brazil",NA,"Erva terrícola.; Áreas úmidas em beira de estrada e borda de mata em área de Floresta Ombrófila Densa Sub-Montana.","UEC135926","UEC135926","São Paulo","Trilha do Ipiranga, Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","-45.133333","-23.316667","Nunes, CEP","2013","03","08","80","Carvalho, BM","1200","São Luiz do Paraitinga",NA,NA,"2018","06",NA,"-45.133333","-23.316667",NA,NA,NA,NA,NA
"29","2019-08-20 10:00:50-03","UNICAMP","UEC","140197","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"s.n.",NA,"Brazil",NA,"Data de floração: XI/1997.",NA,NA,"Minas Gerais",NA,NA,NA,"Vitta, FA; Belinello, R",NA,NA,NA,NA,"Singer, RB",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-08-20 10:00:50-03","UNICAMP","UEC","140197","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"s.n.",NA,"Brazil",NA,"Data de floração: XI/1997.","UEC034580","UEC034580","Minas Gerais",NA,NA,NA,"Vitta, FA; Belinello, R",NA,NA,NA,NA,"Singer, RB",NA,"Serra do Cipó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-08-20 10:00:50-03","UNICAMP","UEC","178598","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"7451",NA,"Brazil",NA,"Erva terrestre; flores esverdeadas.","UEC034578","UEC034578","Goiás","Mata ciliar (brejo).","-50.9281005859375","-17.7980995178223","Shepherd, GJ; Tamashiro, JY; Salgado, PR; Andrade, JB","1978","04","19","800","Batista, JAN","800","Rio Verde","96378","auto","2000","05","12",NA,NA,NA,NA,NA,NA,NA
"32","2019-08-20 10:00:50-03","UNICAMP","UEC","135336","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"456",NA,"Brazil",NA,"Terrestre, flores branco-esverdeadas, esporão de cerca de 2 cm.","UEC034573","UEC034573","Minas Gerais","Cachoeira da Fumaça, Em campo, próximo a riacho.","-44.6425018310547","-21.4874992370605","Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","1998","11","11",NA,"Singer, RB",NA,"Carrancas","21143","auto","2005","05","14",NA,NA,NA,NA,NA,NA,NA
"33","2019-08-20 10:00:50-03","UNICAMP","UEC","135333","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"662",NA,"Brazil",NA,"Terrestre, flores branco-esverdeadas, esporão longo, parcialmente oculto por uma bráctea, polinário único.","UEC034576","UEC034576","Minas Gerais","Estrada para Serra de Bicas, Campo em beira de estrada, próximo à Garganta do Eli.","-44.6425018310547","-21.4874992370605","Simões, AO; Belinello, R; Singer, RB","1998","12","04",NA,"Singer, RB",NA,"Carrancas","21143","auto","2005","05","14",NA,NA,NA,NA,NA,NA,NA
"34","2019-08-20 10:00:50-03","UNICAMP","UEC","135342","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"751",NA,"Brazil",NA,"Terrestre, 20 cm, flores branca, longo-pediceladas. Material em frutificação.","UEC034577","UEC034577","Minas Gerais","Serra de Bicas, Campo na subida da serra.","-44.6425018310547","-21.4874992370605","Simões, AO; Jannini, AW; Singer, RB","1999","03","14",NA,"Singer, RB",NA,"Carrancas","21143","auto","2005","05","14",NA,NA,NA,NA,NA,NA,NA
"35","2019-08-20 10:00:50-03","UNICAMP","UEC","135335","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"488",NA,"Brazil",NA,"Terrestre, flores branco-esverdeadas, esporão de cerca de 2 cm.","UEC034575","UEC034575","Minas Gerais","Serra de Bicas, Subida com afloramento no alto da serra. Em campo.","-44.6425018310547","-21.4874992370605","Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","1998","11","12","1400","Singer, RB","1400","Carrancas","21143","auto","2005","05","14",NA,NA,NA,NA,NA,NA,NA
"36","2019-08-20 10:00:50-03","UNICAMP","UEC","135334","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"397",NA,"Brazil",NA,"Terrestre, flores branco-esverdeadas, esporão de cerca de 2 cm de comprimento.","UEC034574","UEC034574","Minas Gerais","Serra de Carrancas, Afloramento na propriedade do Sr. João Galdêncio. Junto a córrego.","-44.6425018310547","-21.4874992370605","Simões, AO; Belinello, R; Matsumoto, K; Singer, RB","1998","11","10",NA,"Singer, RB",NA,"Carrancas","21143","auto","2005","05","14",NA,NA,NA,NA,NA,NA,NA
"37","2019-08-20 10:00:50-03","UNICAMP","UEC","139245","S","Plantae","Liliopsida",NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"97/195",NA,"Brazil",NA,NA,"UEC034572","UEC034572","São Paulo","Estreito","-47.4700012207031","-20.25","Singer, RB","1997","12","12",NA,"Singer, RB",NA,"Pedregulho","27552","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2019-11-06 09:56:52-03","UFOP","OUPR","1443","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"s.n.",NA,"Brasil",NA,"Campo. Erva. Flores brancas",NA,NA,"Minas Gerais","Parque Estadual do Itacolomi, Serra do Itacolomi","-43.5080986022949","-20.2875003814697","Roschel, M.B.; Dias, S.","1994","03","05",NA,"Barros, F.; Vinhos, F.; Rodrigues, VT (LEFB)",NA,"Ouro Preto","44599","auto","2012",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2019-12-06 19:30:04-03","UFES","VIES","44597","S","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"50",NA,"Brasil",NA,NA,"VIES044597",NA,"Espírito Santo","Valsugana Velha, Mata da Chave Inglesa.","-40.590556","-19.971667","Silva, H.L.; Lieven, L.J","2018","05","06",NA,"Silva, H.L.",NA,"Santa Teresa",NA,NA,"2018",NA,NA,"40º35'26''W","19º58'18''S",NA,NA,NA,NA,NA
"40","2020-12-21 16:38:33-03","MBM","MBM","49655","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"1211","Southern America","Brazil",NA,NA,"MBM049655","MBM049655","Paraná","Estrada Rio Taquari e Rio Divisa","-49.0633010864258","-25.4416999816895","Hatschbach, G.","1949","03","13",NA,"Batista, J.A.N.",NA,"Piraquara","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-21 16:38:33-03","MBM","MBM","22763","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"928","Southern America","Brazil",NA,NA,"MBM022763","MBM022763","Rio de Janeiro","Tijucas, Rio de Janeiro","-43.2075004577637","-22.9027996063232","Pabst, G.","1951","02","04",NA,"Pabst, G.",NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:38:33-03","MBM","MBM","49707","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"13451","Southern America","Brazil",NA,NA,"MBM049707","MBM049707","Paraná","Usina Elétrica Marumbi","-48.834400177002","-25.476900100708","Hatschbach, G.; Lindeman, J.; Haas, H.; Lindeman, J.; Haas, H.","1966","01","05",NA,"Pabst, G.",NA,"Morretes","30514","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:38:33-03","MBM","MBM","49706","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb. Rodr.",NA,"964","Southern America","Brazil",NA,NA,"MBM049706","MBM049706","Rio de Janeiro","Serra da Carioca, Distrito Federal","-43.2075004577637","-22.9027996063232","Pabst, G.","1951","02","25",NA,"Pabst, G.",NA,"Rio de Janeiro","57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-01 15:28:29-03","PUC-RIO","FCAB","2064","PreservedSpecimen","Plantae",NA,"Angiospermae","Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,"s.n.",NA,"Brasil",NA,NA,"002064",NA,"Rio de Janeiro",NA,"-42.5311012268066","-22.2819004058838","P. Capell S.J.","1952","11",NA,NA,"F.C. Pabst",NA,"Nova Friburgo","33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2015-09-15 20:59:26-03","MNHN","RECOLNAT_MNHN_P","P00386943","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,NA,NA,"Paraguay","hb","Reçu le 8 janvier 1903 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386943' target='other'> <mi>dwc_moreinfo</mi></a>","P00386943","P00386943_01",NA,NA,NA,NA,"Hassler, E.",NA,NA,NA,NA,"Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8015",NA,NA
"46","2015-09-04 11:58:16-03","MNHN","RECOLNAT_MNHN_P","P00386942","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,NA,NA,"Brésil","hb","Donné par Mme Simart , sa fille, en 1907 <a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386942' target='other'> <mi>dwc_moreinfo</mi></a>","P00386942","P00386942_01",NA,"Lagoa Formoza",NA,NA,"Glaziou, A.","1895","1","26",NA,"Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22157",NA,NA
"47","2015-09-04 11:58:16-03","MNHN","RECOLNAT_MNHN_P","P00386944","PreservedSpecimen",NA,NA,NA,"Orchidaceae","Habenaria","rodeiensis","Habenaria rodeiensis","Barb.Rodr.",NA,NA,NA,"Paraguay","hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00386944' target='other'> <mi>dwc_moreinfo</mi></a>","P00386944","P00386944_01",NA,NA,NA,NA,"Hassler, E.",NA,NA,NA,NA,"Batista",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"8015",NA,NA
