"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","scientificNameAuthorship","locality","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","typeStatus","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet"
"186","2020-12-21 16:18:23-03","MBM","MBM","56103","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hatschbach, G.","40135","1977","07","27","Southern America","Brazil",NA,NA,NA,"MBM056103",NA,NA,"Hatschbach, G.","Goiás","Piranhas","-51.8222007751465","-16.4269008636475","MBM056103","Mart.","Piranhas, 15km L",NA,NA,"38194","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2020-12-21 16:18:23-03","MBM","MBM","264992","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Resende; et al.; et al.","70","1999","09","14","Southern America","Brazil",NA,NA,NA,"MBM264992",NA,NA,"Moreira, M.M.M.","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561","MBM264992","Mart.","Mineração Corumbaense",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2020-12-21 16:18:23-03","MBM","MBM","264990","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Vaz, F.V.","17","1997","10","20","Southern America","Brazil",NA,NA,NA,"MBM264990",NA,NA,"Damasceno, G.A.","Mato Grosso do Sul","Corumbá","-57.6533012390137","-19.0091991424561","MBM264990","Mart.","Morro do Urucum",NA,NA,"295160","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-21 16:18:23-03","MBM","MBM","125210","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","52468","1988","10","21","Southern America","Brazil",NA,NA,NA,"MBM125210",NA,NA,"Hatschbach, G.","Mato Grosso do Sul","Miranda","-56.3782997131348","-20.2406005859375","MBM125210","Mart.","Rod. BR-262, próximo ao Rio Miranda",NA,NA,"92112","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-21 16:18:23-03","MBM","MBM","35334","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Macedo, A.","19","1943","10","16","Southern America","Brazil",NA,NA,NA,"MBM035334",NA,NA,"Toledo, J.F.","Minas Gerais","Ituiutaba","-49.4650001525879","-18.968900680542","MBM035334","Mart.","Serra de São Vicente",NA,NA,"50022","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-21 16:18:23-03","MBM","MBM","233189","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Cruz, J.M.; Cordeiro, J.; Carré, V.; Cordeiro, J.; Carré, V.","81","1999","02","03","Southern America","Brazil",NA,NA,NA,"MBM233189",NA,NA,"Hatschbach, G.","Paraná","Palmeira","-50.0064010620117","-25.4293994903564",NA,"Mart.","Recanto dos Papagaios",NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-21 16:18:23-03","MBM","MBM","285001","PreservedSpecimen","Plantae","Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Macedo, E.E.","33","1997","09",NA,"Southern America","Brazil",NA,NA,NA,"MBM285001",NA,NA,"Franco, G.A.D.C.","São Paulo","Pedregulho","-47.4700012207031","-20.25","MBM285001","Mart.","Parque Estadual das Furnas do Bom Jesus",NA,NA,"27552","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852949","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Bureau, E.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852949' target='other'> <mi>dwc_moreinfo</mi></a>","P02852949",NA,NA,NA,"Minas Gerais",NA,NA,NA,"P02852949_01","Mart.","Prov. Minas Gerais.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"531",NA,NA
"194","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852987","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Balansa, B.",NA,"1876","10","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852987' target='other'> <mi>dwc_moreinfo</mi></a>","P02852987",NA,NA,NA,NA,NA,NA,NA,"P02852987_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852931","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Andeer",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852931' target='other'> <mi>dwc_moreinfo</mi></a>","P02852931",NA,NA,NA,NA,NA,NA,NA,"P02852931_01","Mart.","Para paray Guazu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852932","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Andeer",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852932' target='other'> <mi>dwc_moreinfo</mi></a>","P02852932",NA,NA,NA,NA,NA,NA,NA,"P02852932_01","Mart.","Para paray Guazu.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852933","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Balansa, B.",NA,"1876","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852933' target='other'> <mi>dwc_moreinfo</mi></a>","P02852933",NA,NA,NA,NA,NA,NA,NA,"P02852933_01","Mart.","Mbocaiati; près de Villa-Rica, dans les forêts.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"511",NA,NA
"198","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852934","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Andeer",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852934' target='other'> <mi>dwc_moreinfo</mi></a>","P02852934",NA,NA,NA,NA,NA,NA,NA,"P02852934_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852935","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Andeer",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852935' target='other'> <mi>dwc_moreinfo</mi></a>","P02852935",NA,NA,NA,NA,NA,NA,NA,"P02852935_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852936","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Andeer",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852936' target='other'> <mi>dwc_moreinfo</mi></a>","P02852936",NA,NA,NA,NA,NA,NA,NA,"P02852936_01","Mart.","Para parayguaz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852937","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,"1885","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852937' target='other'> <mi>dwc_moreinfo</mi></a>","P02852937",NA,NA,NA,NA,NA,NA,NA,"P02852937_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1037",NA,NA
"202","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852938","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia",NA,NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852938' target='other'> <mi>dwc_moreinfo</mi></a>","P02852938",NA,NA,NA,NA,NA,NA,NA,"P02852938_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852939","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Riedel",NA,"1854","9","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852939' target='other'> <mi>dwc_moreinfo</mi></a>","P02852939",NA,NA,NA,NA,NA,NA,NA,"P02852939_01","Mart.","Campis Paracata et Alegro.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852940","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Warming, E.",NA,"1864","9","20",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852940' target='other'> <mi>dwc_moreinfo</mi></a>","P02852940",NA,NA,NA,"Minas Gerais",NA,NA,NA,"P02852940_01","Mart.","Lagoa Santa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2057 4",NA,NA
"205","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852941","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Warming, E.",NA,"1863","10","15",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852941' target='other'> <mi>dwc_moreinfo</mi></a>","P02852941",NA,NA,NA,"Minas Gerais",NA,NA,NA,"P02852941_01","Mart.","Lagoa Santa.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2057 2",NA,NA
"206","2015-09-04 08:27:45-03","MNHN","RECOLNAT_MNHN_P","P02852944","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Weddell, H.A.",NA,"1845","7","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852944' target='other'> <mi>dwc_moreinfo</mi></a>","P02852944",NA,NA,NA,NA,NA,NA,NA,"P02852944_01","Mart.","Brésil:entre Matto-Grosso es la frontière de la Bolivie.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3412",NA,NA
"207","2015-09-04 08:27:45-03","MNHN","RECOLNAT_MNHN_P","P02852945","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Weddell, H.A.",NA,"1845","7","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852945' target='other'> <mi>dwc_moreinfo</mi></a>","P02852945",NA,NA,NA,NA,NA,NA,NA,"P02852945_01","Mart.","Brésil: Province de Matto-Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3412",NA,NA
"208","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852946","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Regnell, A.F.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852946' target='other'> <mi>dwc_moreinfo</mi></a>","P02852946",NA,NA,NA,NA,NA,NA,NA,"P02852946_01","Mart.","Uberava prov.Minarum.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 57",NA,NA
"209","2015-09-04 08:30:16-03","MNHN","RECOLNAT_MNHN_P","P02852947","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Regnell, A.F.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852947' target='other'> <mi>dwc_moreinfo</mi></a>","P02852947",NA,NA,NA,"Minas Gerais",NA,NA,NA,"P02852947_01","Mart.","Prov. Minas Geraes.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 57",NA,NA
"210","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852951","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852951' target='other'> <mi>dwc_moreinfo</mi></a>","P02852951",NA,NA,NA,"Mato Grosso",NA,NA,NA,"P02852951_01","Mart.","Province de Mato-Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852952","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Gaudichaud, C.",NA,"1833","1","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852952' target='other'> <mi>dwc_moreinfo</mi></a>","P02852952",NA,NA,NA,NA,NA,NA,NA,"P02852952_01","Mart.","Province de Mato-Grosso.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"94",NA,NA
"212","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852953","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Bureau, E.",NA,NA,NA,NA,NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852953' target='other'> <mi>dwc_moreinfo</mi></a>","P02852953",NA,NA,NA,NA,NA,NA,NA,"P02852953_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"531",NA,NA
"213","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852954","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Regnell",NA,"1878","12","1",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852954' target='other'> <mi>dwc_moreinfo</mi></a>","P02852954",NA,NA,NA,NA,NA,NA,NA,"P02852954_01","Mart.","[Uberava pro. Minarum].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"III 57",NA,NA
"214","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852955","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Fournet, A.|Lepont, F.",NA,"1987","5","1",NA,"Bolívia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852955' target='other'> <mi>dwc_moreinfo</mi></a>","P02852955",NA,NA,NA,NA,NA,NA,NA,"P02852955_01","Mart.","Alto-Beni, Région de Palos-Blancos, Depr. La Paz.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852956","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Orbigny, A.D. d'",NA,NA,NA,NA,NA,"Bolívia","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852956' target='other'> <mi>dwc_moreinfo</mi></a>","P02852956",NA,NA,NA,NA,NA,NA,NA,"P02852956_01","Mart.","Prov. de Chiquitos, Santiago.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"863",NA,NA
"216","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852957","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hatschbach, G.",NA,"1977","7","27",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852957' target='other'> <mi>dwc_moreinfo</mi></a>","P02852957",NA,NA,NA,"Goiás",NA,NA,NA,"P02852957_01","Mart.","Piranhas, 15 km L.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"40135",NA,NA
"217","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852959","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Glaziou, A.",NA,"1870","11","5",NA,"Brasil","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852959' target='other'> <mi>dwc_moreinfo</mi></a>","P02852959",NA,NA,NA,"Rio de Janeiro",NA,NA,NA,"P02852959_01","Mart.","Passeio Publico.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4735",NA,NA
"218","2015-09-04 08:27:45-03","MNHN","RECOLNAT_MNHN_P","P02852975","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852975' target='other'> <mi>dwc_moreinfo</mi></a>","P02852975",NA,NA,NA,NA,NA,NA,NA,"P02852975_01","Mart.","Cordillera de Altos in [nemass].",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3347",NA,NA
"219","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852976","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,"1901","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852976' target='other'> <mi>dwc_moreinfo</mi></a>","P02852976",NA,NA,NA,NA,NA,NA,NA,"P02852976_01","Mart.","Iter ad Paraguariam Septentrionalem. Prope Conceocion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7191",NA,NA
"220","2015-09-04 08:27:45-03","MNHN","RECOLNAT_MNHN_P","P02852977","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,"1901","8","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852977' target='other'> <mi>dwc_moreinfo</mi></a>","P02852977",NA,NA,NA,NA,NA,NA,NA,"P02852977_01","Mart.","Prope Concepcion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7191",NA,NA
"221","2015-09-04 08:27:45-03","MNHN","RECOLNAT_MNHN_P","P02852978","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,"1901","9","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852978' target='other'> <mi>dwc_moreinfo</mi></a>","P02852978",NA,NA,NA,NA,NA,NA,NA,"P02852978_01","Mart.","Prope Concepcion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7412",NA,NA
"222","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852979","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,"1901","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852979' target='other'> <mi>dwc_moreinfo</mi></a>","P02852979",NA,NA,NA,NA,NA,NA,NA,"P02852979_01","Mart.","Iter as Paraguariam Septentrionalem. Prope Concepcion.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"7412",NA,NA
"223","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852980","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,"1885","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852980' target='other'> <mi>dwc_moreinfo</mi></a>","P02852980",NA,NA,NA,NA,NA,NA,NA,"P02852980_01","Mart.",".In nemoribus [por] Itacurubi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1037",NA,NA
"224","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852981","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,"1885","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852981' target='other'> <mi>dwc_moreinfo</mi></a>","P02852981",NA,NA,NA,NA,NA,NA,NA,"P02852981_01","Mart.","In nemoribus propr campo Itacurubi.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1037",NA,NA
"225","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852982","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852982' target='other'> <mi>dwc_moreinfo</mi></a>","P02852982",NA,NA,NA,NA,NA,NA,NA,"P02852982_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3083",NA,NA
"226","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852983","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852983' target='other'> <mi>dwc_moreinfo</mi></a>","P02852983",NA,NA,NA,NA,NA,NA,NA,"P02852983_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3083",NA,NA
"227","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852984","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Hassler, E.",NA,NA,NA,NA,NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852984' target='other'> <mi>dwc_moreinfo</mi></a>","P02852984",NA,NA,NA,NA,NA,NA,NA,"P02852984_01","Mart.","Cordillera de Altos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"3347",NA,NA
"228","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852985","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Balansa, B.",NA,"1875","10","25",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852985' target='other'> <mi>dwc_moreinfo</mi></a>","P02852985",NA,NA,NA,NA,NA,"-57.63535","-25.28832","P02852985_01","Mart.","L´Assomption.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"512",NA,NA
"229","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852986","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Balansa, B.",NA,"1874","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852986' target='other'> <mi>dwc_moreinfo</mi></a>","P02852986",NA,NA,NA,NA,NA,NA,NA,"P02852986_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"512",NA,NA
"230","2015-09-04 08:30:17-03","MNHN","RECOLNAT_MNHN_P","P02852988","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Balansa, B.",NA,"1878","1","1",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p02852988' target='other'> <mi>dwc_moreinfo</mi></a>","P02852988",NA,NA,NA,NA,NA,NA,NA,"P02852988_01","Mart.","Cerro Pelado, prés de Paraguari.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4479",NA,NA
"231","2015-09-04 11:56:21-03","MNHN","RECOLNAT_MNHN_P","P03442341","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia",NA,NA,"1978","12","20",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03442341' target='other'> <mi>dwc_moreinfo</mi></a>","P03442341",NA,NA,NA,NA,NA,NA,NA,"P03442341_01","Mart.","In agro ad pedem Cerro San José, haud procul a civitate Ybicuí, paraguarí.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18155",NA,NA
"232","2015-09-04 15:10:58-03","MNHN","RECOLNAT_MNHN_P","P03960937","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Balansa, B.",NA,"1875","10","25",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03960937' target='other'> <mi>dwc_moreinfo</mi></a>","P03960937",NA,NA,NA,NA,NA,"-57.6351","-25.2822","P03960937_01","Mart.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"512",NA,NA
"233","2015-09-04 15:10:58-03","MNHN","RECOLNAT_MNHN_P","P03960938","PreservedSpecimen",NA,"Bignoniaceae","Jacaranda","cuspidifolia","Jacaranda cuspidifolia","Balansa",NA,"1875","1","25",NA,"Paraguai","hb",NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03960938' target='other'> <mi>dwc_moreinfo</mi></a>","P03960938",NA,NA,NA,NA,NA,NA,NA,"P03960938_01","Mart.","Assumption.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"512",NA,NA
