"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","county","decimalLongitude","decimalLatitude","typeStatus","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","individualCount"
"24","2020-06-29 11:31:11-03","UFRJ","RFA","18595","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","P. Occhioni","8372","1978","04","02",NA,"Brasil","Rio de Janeiro","Cultivada",NA,"Árvore pequena; flor amarelo-pálido, ornamental","RFA44807",NA,NA,"Itaguaí","-43.7752990722656","-22.8521995544434",NA,"17747","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-11-24 17:10:47-03","UTFPR","DVPR","933","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Müller, C; et al.","s.n.","2000","02","25",NA,"Brasil","Paraná","R: Maestro Andrea Munzir no. 1502, Jd. Itatiaia",NA,"Na calçada como ornamental.","DVPR000933","DVPR000933","Almeida, RF","Londrina","-51.1627998352051","-23.3103008270264",NA,"63728","auto",NA,NA,NA,NA,"2013","06",NA,NA,NA,NA
"26","2019-12-05 09:22:06-03","UNEMAT","TANG","2077","S","Plantae",NA,NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Vieira, ACR","1","2011","04","07",NA,"Brasil","Mato Grosso","Av. Nauá, nº 263 S, jardim Europa,Tangará da Serra.",NA,"Frutos carnosos, bagaceos, filotaxia oposta, planta de porte arbóreo.","TANG000002077",NA,NA,"Tangara da Serra","-57.4858016967773","-14.6194000244141",NA,"175746","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-30 12:43:37-03","EAO","IAN","103784","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Victório","s.n.","1953","04","18","Southern America","Brasil","Rio de Janeiro","Jardim Botânico do Rio de Janeiro e originária da Amazônia.",NA,"Árvore de 3,5m de altura, flor amarela.","IAN103784",NA,"Anderson, WR",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1974",NA,NA,NA,NA,NA
"28","2021-03-30 12:43:37-03","EAO","IAN","168842","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Ferreira, GC; Monteiro, RS da","554","1998","03","05","Southern America","Brasil","Pará","Campus da FCAP/DCF. Terra firme.",NA,"Árvore de 6m de altura e 10cm de circunferencia; fuste reto; base do tronco reta; casca lisa, marrm escura; flores amarelas em inflorescencia em paniculas pendentes; frutos verdes; folha oposta, peninervea.","IAN168842",NA,NA,"Belém","-48.5043983459473","-1.4558299779892",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:43:37-03","EAO","IAN","174802","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Pinho, JCG","03","1995","11","30","Southern America","Brasil","Pará","Departamento de Fitotécnica-FCAP.",NA,"Árvore de medio porte, fuste ereto e de crescimento monopodial copa de formeto cônico, folhas simples, opostas-cruzadas, flores amarelas em longos cachos pendentes distribuídos por toda a copa, frutos em desenvolvimento.","IAN174802",NA,"Cordeiro, MR","Belém","-48.5043983459473","-1.4558299779892",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:43:37-03","EAO","IAN","193486","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Freitas, JC","370","2015","02",NA,"Southern America","Brasil","Pará","Embrapa Amazonia Oriental",NA,"Árvore de 15 m de altura. DAP= 10. Flor amarela.","IAN193486",NA,NA,"Belém","-48.5043983459473","-1.4558299779892",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:43:37-03","EAO","IAN","196457","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Costa, MF","4","2017","10","03","Southern America","Brasil","Pará","Mangal da Garças.",NA,"árboreo; altura: 10; ritidoma: cinza, casca viva verde; flores dispostas em ramos com cálice marrom e corola amarela,","IAN196457",NA,NA,"Belém","-48.5043983459473","-1.4558299779892",NA,"48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:43:37-03","EAO","IAN","186785","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Pinto, GS","s.n.","2011","04",NA,"Southern America","Brasil","Pará",NA,NA,NA,"IAN186785",NA,"Nascimento, EAP","Belterra","-54.937198638916","-2.63638997077942",NA,"74752","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:43:37-03","EAO","IAN","183585","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Oliveira, GJ","s.n.",NA,NA,NA,"Southern America","Brasil","Pará","FLONA do Tapajós, KM 67.",NA,NA,"IAN183585",NA,NA,"Belterra","-54.937198638916","-2.63638997077942",NA,"74752","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-12-04 15:25:21-03","PUCPR","HUCP","23719","S","Plantae","Eudicotiledonea",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke.","Dunaiski, A","2358","2004","04","18",NA,"Brasil","Distrito Federal",NA,NA,NA,"HUCP00013171","HUCP00013171","Dunaiski, A","Brasília","-47.9296989440918","-15.7797002792358",NA,"70570","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:19:05-03","UFBA","ALCB","136919","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Queiroz, EP","5277","2011","06","30","Southern America","Brasil","Bahia","Bairro de São Marcos, Jardim Botânico de Salvador - JBSSA.",NA,"15 m. Folhas cartáceas, glabras. Flores amarelas. Frutos verdes.","ALCB067112","ALCB067112","Queiroz, EP","Salvador","-38.427222","-12.927222",NA,NA,NA,NA,NA,"-38.427222","-12.927222","2011","06",NA,NA,NA,NA
"36","2020-05-19 10:30:17-03","UFBA","ALCB","138675","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Guedes, ML","31856","2019","12","19","Southern America","Brasil","Bahia","Campus Universitário de Ondina . Cultivada.W",NA,"lactescente. Folhas cartáceas, discolores. Inflorescências pêndulas com flores de pétalas amarelas, bastante ornamental.","ALCB066075",NA,"Guedes, ML","Salvador","-38.504444","-13.0575",NA,NA,NA,NA,NA,"-38.504444","-13.0575","2019","12",NA,NA,NA,NA
"37","2020-02-14 14:10:28-03","UFBA","ALCB","138780","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Guedes, ML","31832a","2019","12","04","Southern America","Brasil","Bahia","Campus de Ondina-UFBA, ao lado da Faculdade de Farmácia.",NA,"látex alvo. Folhas membranáceas. Flores amarelas; estigma alvo. Botões e frutos jovens.","ALCB070763",NA,"Guedes, ML","Salvador","-38.516667","-13",NA,NA,NA,NA,NA,"-38.516667","-13","2019","12",NA,NA,NA,NA
"38","2020-02-08 09:55:27-03","NBC","NL-BOTANY","U 0003825","PreservedSpecimen","Plantae",NA,"Malpighiales","Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Ducke A",NA,"1923","05","31","Southern America","Brazil","Pará","Bella Vista, Rio Tapajoz prope cataractam ultireum, civit. Pará",NA,"silva non inundata<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200003825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0003825","NL-U0003825","Ducke A",NA,NA,NA,"syntype",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","63408",NA,NA
"39","2020-11-04 11:12:42-03","ESALQ","ESA","76126","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Chaddad Jr., J. ; Tsuji, R.","2.0","2001","02","15",NA,"Brasil","São Paulo",NA,NA,NA,"ESA076126","ESA076126","Chaddad Jr., J.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:12:42-03","ESALQ","ESA","10768","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Barreto, K.D.; Fernandes, G.D.; Vitti, F.X.","201.0","1993","04","02",NA,"Brasil","São Paulo",NA,NA,NA,"ESA010768","ESA010768","Rodrigues, R.R.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:12:42-03","ESALQ","ESA","70865","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Bessa, M.M.A. ; Cortez, R.B.","2.0","1998","01","29",NA,"Brasil","São Paulo",NA,NA,NA,"ESA070865","ESA070865","Bessa, M.M.A.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:12:42-03","ESALQ","ESA","662","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Luz, H.F.",NA,"1982","06","25",NA,"Brasil","São Paulo",NA,NA,NA,"ESA000662","ESA000662",NA,"Piracicaba","-47.6399993896484","-22.7199993133545",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:12:42-03","ESALQ","ESA","6170","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Ivanauskas, N.M.","13.0","1990","04","06",NA,"Brasil","São Paulo",NA,NA,NA,"ESA006170","ESA006170","Ivanauskas, N.M.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 11:12:42-03","ESALQ","ESA","660","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Santiago, T.M.D.",NA,NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,"ESA000660","ESA000660","Santiago, M.T.D.","Campinas","-47.060001373291","-22.8999996185303",NA,"23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-11-04 11:12:42-03","ESALQ","ESA","663","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Silveira, I.",NA,"1980","05","30",NA,"Brasil","São Paulo",NA,NA,NA,"ESA000663","ESA000663",NA,"Piracicaba","-47.6399993896484","-22.7199993133545",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:12:42-03","ESALQ","ESA","5559","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Kampf, E.","168.0","1989","11","06",NA,"Brasil","São Paulo",NA,NA,NA,"ESA005559","ESA005559_1 ESA005559_2","Rozza, A.F.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:12:42-03","ESALQ","ESA","661","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Rodrigues, J.S.",NA,"1974","06","06",NA,"Brasil","São Paulo",NA,NA,NA,"ESA000661","ESA000661","Ivanauskas, N.M.","Piracicaba","-47.6399993896484","-22.7199993133545",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-11-04 11:12:42-03","ESALQ","ESA","8037","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","Sampaio, A.V.",NA,"1984","05","31",NA,"Brasil","São Paulo",NA,NA,NA,"ESA008037","ESA008037",NA,"Piracicaba","-47.6399993896484","-22.7199993133545",NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2021-04-02 11:40:37-03","UFPI","TEPB","29663","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Lophanthera","lactescens","Lophanthera lactescens","Ducke","J.S. Nery","42","2013","08","23",NA,"Brasil","Piauí","Colégio Técnico - Bom Jesus",NA,"ávore, flor amarela, substrato argiloso Ambiente: Antrópico <ll>dwc_commonname:</ll> Lanterneiro",NA,NA,"C. Carvalho","Bom Jesus","-44.3586006164551","-9.07444000244141",NA,"107707","auto",NA,NA,NA,NA,"2014","01",NA,NA,"01",NA
