"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","eventTime"
"11","2020-09-23 10:41:48-03","E","E","5898","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin F. & Page, Christopher N.","5023","1992","02","15","CL","Región IX [Araucania]","Prov. de Malleco","Parque Nacional Tolhuaca, Laguna Verde.","-71.833333","-38.333333","-71.833333","-38.333333","1150","1150","E00005898",NA,"<a href=http://data.rbge.org.uk/herb/E00005898 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:77029",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:41:48-03","E","E","182695","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin F. & Page, Christopher N.","5021","1992","02","15","CL","Región IX [Araucania]","Prov. de Malleco","Parque Nacional Tolhuaca, Laguna Verde.","-71.833333","-38.333333","-71.833333","-38.333333","1150","1150","E00182695",NA,"Shrub to 2.5 m with dark glossy green leaves above, paler below. Fruits orange.<a href=http://data.rbge.org.uk/herb/E00182695 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:200141",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:41:48-03","E","E","282628","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin Fraser & Knees, Sabina Georgina","8365","2008","12","25","CL","Región IX [Araucanía]","Provincia de Cautín","Salta el León","-71.763889","-39.417222","-71.763889","-39.417222","850","850","E00282628",NA,"<a href=http://data.rbge.org.uk/herb/E00282628 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:321708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:41:48-03","E","E","158697","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Darwin Chilean Initiative (2002 - 2005)","592","2003","02","08","CL","Región IX [Araucanía]","Provincia de Malleco","Parque Nacional Nahuelbuta","-73.016667","-37.807222","-73.016667","-37.807222","1232","1232","E00158697",NA,"<a href=http://data.rbge.org.uk/herb/E00158697 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:183703",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:41:48-03","E","E","78131","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Araucaria Expedition","87","1998","04","19","CL","Región VIII [Biobío]","Prov. de Biobío","Salta del Laja.","-72.366667","-37.016667","-72.366667","-37.016667",NA,NA,"E00078131",NA,"<a href=http://data.rbge.org.uk/herb/E00078131 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:83726",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:41:48-03","E","E","96526","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Araucaria Expedition","87","1998","04","19","CL","Región VIII [Biobío]","Prov. de Biobío","Salta del Laja.","-72.366667","-37.016667","-72.366667","-37.016667",NA,NA,"E00096526",NA,"<a href=http://data.rbge.org.uk/herb/E00096526 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:117556",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:41:48-03","E","E","22962","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, M.F.; Knees, S.G. & de Vore, M.L.","4408","1990","01","21","CL","Región VII [Maule]","Prov. de Talca","Vilches Alto.","-71.166667","-35.5","-71.166667","-35.500000","1500","1500","E00022962",NA,"<a href=http://data.rbge.org.uk/herb/E00022962 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:28842",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:41:48-03","E","E","43975","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Instituto de Investigaciónes Ecológicas Chiloé (IIECH) and Royal Botanic Garden Edinburgh","244","1996","02","20","CL","Región X [Los Lagos]","Chiloé","Road to Lago Tepuhueico from Lago Huillinco.","-73.896944","-42.708889","-73.896944","-42.708889",NA,NA,"E00043975",NA,"<a href=http://data.rbge.org.uk/herb/E00043975 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:28091",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:41:48-03","E","E","166177","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin F.","6464","2002","09","21","CL","Región X [Los Lagos]","Prov. de Valdivia","Parque Oncol","-73.316111","-39.7","-73.316111","-39.700000","500","500","E00166177",NA,"<a href=http://data.rbge.org.uk/herb/E00166177 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:170843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:41:48-03","E","E","96525","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Berberidopsis and Teaching Expedition to Southern Chile","17","1998","09","27","CL","Region X (Los Largos)","Prov. de Chiloé","Senda Darwin.","-73.716667","-41.916667","-73.716667","-41.916667","100","100","E00096525",NA,"<a href=http://data.rbge.org.uk/herb/E00096525 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:117555",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:41:48-03","E","E","5894","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Captain King, P.P.",NA,NA,NA,NA,"CL","Región X [Los Lagos]",NA,"Chiloe.",NA,NA,NA,NA,NA,NA,"E00005894",NA,"<a href=http://data.rbge.org.uk/herb/E00005894 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:77025",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:41:48-03","E","E","5895","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Brodie",NA,"1927","04","20","CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00005895",NA,"<a href=http://data.rbge.org.uk/herb/E00005895 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:77026",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:41:48-03","E","E","5899","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Comber, Harold F.","552","1926","02","22","CL","Región IX [Araucania]",NA,"Rengolil.",NA,NA,NA,NA,"914","914","E00005899",NA,"<a href=http://data.rbge.org.uk/herb/E00005899 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:77030",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:41:48-03","E","E","5900","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Comber, Harold F.","1107",NA,NA,NA,"CL",NA,NA,NA,NA,NA,NA,NA,NA,NA,"E00005900",NA,"<a href=http://data.rbge.org.uk/herb/E00005900 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:77031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:41:48-03","E","E","5892","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Cuming, Hugh","31",NA,NA,NA,"CL","Región X [Los Lagos]","Prov. de Chiloé","Chiloe.",NA,NA,NA,NA,NA,NA,"E00005892",NA,"NY Negative No. 10836<a href=http://data.rbge.org.uk/herb/E00005892 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"holotype","Temperate South America","herbarium specimen of unspecif","BGBASE:77023",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:41:48-03","E","E","78029","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Araucaria Expedition","29","1998","04","06","CL","Región IX [Araucania]","Prov. de Cautin","Parque Nacional Huerquehue, Lago El Toro","-71.713056","-39.142778","-71.713056","-39.142778","1040","1040","E00078029",NA,"<a href=http://data.rbge.org.uk/herb/E00078029 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:83710",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:41:48-03","E","E","22915","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin F. & Knees, Sabina G.","4219","1988","02","18","CL","Región IX [Araucania]","Prov. de Cautín","About 20km along CH119 towards Argentina: road to Termas Palguin.","-71.783333","-39.416667","-71.783333","-39.416667","700","700","E00022915",NA,"<a href=http://data.rbge.org.uk/herb/E00022915 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:29207",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:41:48-03","E","E","5896","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin F. & Page, Christopher N.","5020","1992","02","15","CL","Región IX [Araucania]","Prov. de Malleco","Parque Nacional Tolhuaca, Laguna Verde.","-71.833333","-38.333333","-71.833333","-38.333333","1150","1150","E00005896",NA,"<a href=http://data.rbge.org.uk/herb/E00005896 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:77027",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-23 10:41:48-03","E","E","158698","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Darwin Chilean Initiative (2002 - 2005)","595","2003","02","09","CL","Región IX [Araucanía]","Provincia de Malleco","Los Alpes (Property of Sr. Aravena)","-72.974167","-37.737222","-72.974167","-37.737222","1134","1134","E00158698",NA,"<a href=http://data.rbge.org.uk/herb/E00158698 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:183704",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-09-23 10:41:48-03","E","E","182253","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Darwin Chilean Initiative (2002 - 2005)","868","2004","01","23","CL","Región IX [Araucanía]","Provincia de Malleco","Parque Nacional Nahuelbuta","-73.031944","-37.806389","-73.031944","-37.806389","1200","1200","E00182253",NA,"<a href=http://data.rbge.org.uk/herb/E00182253 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:193075",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-09-23 10:41:48-03","E","E","182636","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin F. & Knees, Sabina G.","6888","2003","12","30","CL","Región IX [Araucanía]","Provincia de Malleco","Road from Victoria to Termas de Tolhuaca before Parque Nacional Tolhuaca near to Puente Tacadero","-71.753889","-38.222222","-71.753889","-38.222222","960","960","E00182636",NA,"<a href=http://data.rbge.org.uk/herb/E00182636 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:193859",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-09-23 10:41:48-03","E","E","43960","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Instituto de Investigaciónes Ecológicas Chiloé (IIECH) and Royal Botanic Garden Edinburgh","449","1996","02","27","CL","Región VIII [Biobío]","Prov. de Biobío","East of bridge near Pangue on road to Laguna de La Laja","-71.453889","-37.381944","-71.453889","-37.381944","1000","1000","E00043960",NA,"<a href=http://data.rbge.org.uk/herb/E00043960 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:28282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-09-23 10:41:48-03","E","E","43504","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Instituto de Investigaciónes Ecológicas Chiloé (IIECH) and Royal Botanic Garden Edinburgh","458","1996","02","27","CL","Región VIII [Biobío]","Prov. de Biobío","East of bridge near Pangue on road to Laguna de La Laja","-71.443056","-37.394167","-71.443056","-37.394167","1100","1100","E00043504",NA,"<a href=http://data.rbge.org.uk/herb/E00043504 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:29524",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-09-23 10:41:48-03","E","E","96111","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin F. & Knees, Sabina G.","6022","1996","11","28","CL","Región VIII [Biobío]","Prov. de Biobío","East of bridge near Pangue on road to Laguna de La Laja.","-71.453889","-37.381944","-71.453889","-37.381944","1000","1000","E00096111",NA,"<a href=http://data.rbge.org.uk/herb/E00096111 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:64293",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-09-23 10:41:48-03","E","E","43496","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Instituto de Investigaciónes Ecológicas Chiloé (IIECH) and Royal Botanic Garden Edinburgh","485","1996","02","27","CL","Región VIII [Biobío]","Prov. de Biobío","New logging road west of Parque Nacional Laguna de La Laja","-71.494167","-37.3975","-71.494167","-37.397500","1150","1150","E00043496",NA,"<a href=http://data.rbge.org.uk/herb/E00043496 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:28301",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-09-23 10:41:48-03","E","E","182696","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Araucaria Expedition","87","1998","04","19","CL","Región VIII [Biobío]","Prov. de Biobío","Salta del Laja.","-72.366667","-37.016667","-72.366667","-37.016667",NA,NA,"E00182696",NA,"<a href=http://data.rbge.org.uk/herb/E00182696 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:200139",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-09-23 10:41:48-03","E","E","132000","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Darwin Chilean Initiative (2002 - 2005)","23","2003","01","22","CL","Región VII [Maule]","Provincia de Curicó","Road from Los Niches to Upeo","-71.099167","-35.175278","-71.099167","-35.175278","495","495","E00132000",NA,"<a href=http://data.rbge.org.uk/herb/E00132000 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:181415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-09-23 10:41:48-03","E","E","163642","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin F.","6434","2002","09","17","CL","Región X [Los Lagos]","Prov. de Valdivia","San Pablo de Tregua UACH Research station","-72.1","-39.6","-72.100000","-39.600000","650","650","E00163642",NA,"<a href=http://data.rbge.org.uk/herb/E00163642 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:170758",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-09-23 10:41:48-03","E","E","96208","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Universidad de Chile, RBG Edinburgh Expedition to Southern Chile (UCEXC)","421","1998","03","04","CL","Región X [Los Lagos]","Prov. de Valdivia","Vicinity of Carabiñeros Refugio below Paso de Carirriñe","-71.706389","-39.783056","-71.706389","-39.783056","1000","1000","E00096208",NA,"<a href=http://data.rbge.org.uk/herb/E00096208 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:97864",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-09-23 10:41:48-03","E","E","166160","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata",NA,NA,"Gardner, Martin F.","6489","2002","09","21","CL","Región X [Los Lagos]","Provincia de Valdivia","Road from Valdivia to Oncol at KM 15","-73.351389","-39.737778","-73.351389","-39.737778","250","250","E00166160",NA,"<a href=http://data.rbge.org.uk/herb/E00166160 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"Temperate South America","herbarium specimen of unspecif","BGBASE:170877",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","615883","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata gracilis","(Burret) Landrum","L. R. Landrum","J. Mattos","12135","1964","11","12","Brazil","Santa Catarina","Urubici","Uribici, Mundo Novo","-49.5917","-28.015",NA,NA,"1500","1500","NY00615883","NY00615883_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754250' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","gracilis",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","615864","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata gracilis","(Burret) Landrum","L. R. Landrum","G. G. Hatschbach","23405","1970","01","23","Brazil","Paraná","Campina Grande do Sul","Serra Ibitiraquire, Abrigo, 1","-49.0553","-25.3058",NA,NA,"1700","1700","NY00615864","NY00615864_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754247' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","gracilis",NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","615858","PreservedSpecimen","Plantae","Myrtaceae","Myrceugenia","ovata","Myrceugenia ovata gracilis","(Burret) Landrum","L. R. Landrum","L. B. Smith","7361","1956","11","08","Brazil","Santa Catarina","Campo Alegre","Lower slopes of Morro Iquererim","-49.2656","-26.1925",NA,NA,"1000","1300","NY00615858","NY00615858_01","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=754258' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"South America","sheet",NA,"Magnoliophyta","Myrtales","gracilis",NA,NA,NA,NA,NA,NA,NA
