"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","individualCount","typeStatus","relatedCatalogItem"
"52","2020-11-04 10:56:02-03","ESALQ","ESA","133880","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","J.S. Silva; M.F. Silveira; R.T. Queiroz; A.J.C. Silva; L.C. Garcia","707.0","2009","04","22",NA,"Brasil",NA,NA,"Arbusto de 1,3m com fruto verde.","ESA133880",NA,NA,"Nied.",NA,"Paraná","Telêmaco Borba","Fazenda Monte Alegre. Campo atrás do centro de integração.","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,"35037","auto",NA,NA,NA,NA,NA,NA
"53","2020-11-04 11:12:34-03","ESALQ","ESA","106900","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Romão, G.O. ; Dantas, A.P.T.","1649.0","1905","06","28",NA,"Brasil",NA,NA,"Subarbusto até 20cm alt.; botões brancos.","ESA106900","Magnoliophyta",NA,NA,"Francener, A.","Paraná","Bocaiúva do Sul","Serra da Bocaina; acesso pela rodovia Governador José Richa (BR-476), Km 70-71 na entrada indicada pela placa para a Fazenda Turbay (25°04'34S 49°05'14,3W); a 9Km da BR em estrada de terra com acesso à Chácara Serra da Bocaina (25°03'10,4S 49°01'39,4W","-49.1150016784668","-25.2061004638672","ESA106900",NA,NA,"2013",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"54","2020-11-04 11:12:34-03","ESALQ","ESA","106901","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Romão, G.O. ; Dantas, A.P.T.","1650.0","1905","06","28",NA,"Brasil",NA,NA,"Arbusto 1,2m alt.; botões verdes.","ESA106901","Magnoliophyta",NA,NA,"Francener, A.","Paraná","Bocaiúva do Sul","Serra da Bocaina; acesso pela rodovia Governador José Richa (BR-476), Km 70-71 na entrada indicada pela placa para a Fazenda Turbay (25°04'34S 49°05'14,3W); a 9Km da BR em estrada de terra com acesso à Chácara Serra da Bocaina (25°03'10,4S 49°01'39,4W","-49.1150016784668","-25.2061004638672","ESA106901",NA,NA,"2013",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"55","2015-07-02 14:42:37-03","JBP","HPL","4203","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","H. Lorenzi","5300","2005","05","06",NA,"Brasil",NA,NA,NA,NA,NA,NA,"Nied.","V.C. Souza","SP","Itararé","Coletada na estrada para Bom Sucesso do Itararé, em campo limpo graminoso.","-49.266833","-24.262167",NA,NA,NA,"2012","07","03",NA,NA,"49° 16' 00,6 W","24° 15' 43,8 S",NA,NA,NA,NA
"56","2019-02-15 11:44:47-02","IPA","IPA","88549","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Aguiar, T.H.; Francisco, E.M.; Francisco, E.M.","117","2010","11","05","Southern America","Brasil",NA,NA,"Arbusto; flores com estames brancos.","IPA0088549","Plantae",NA,"Nied.","Francener, A.","Paraná","Jaguariaíva","Parque Estadual do Cerrado, Beira da trilha.","-49.7057991027832","-24.2511005401611",NA,NA,NA,"2013","06","06","44368","auto",NA,NA,NA,NA,NA,NA
"57","2020-12-20 21:18:12-03","UFV","VIC","041398","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","de Paula, C.C.; et al.","343","2002","09","23",NA,"Brasil",NA,NA,NA,"VIC041398",NA,NA,"Nied",NA,"Minas Gerais","Ouro Branco","Serra de Ouro Branco - Área 2","-43.6918983459473","-20.5207996368408","VIC041398",NA,NA,NA,NA,NA,"13809","auto",NA,NA,NA,NA,NA,NA
"58","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025957","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","R. Kummrow; J. Cordeiro","3235","1990","2","13",NA,"Brazil",NA,NA,"PMC-SMMA 004; Subarbusto xilopodifero de 50 cm, frutos imaturos rosados.",NA,"Magnoliophyta","Malpighiales","Nied.","G. Hatschbach","Parana",NA,"Buraco do Padre (mun. Ponta Grossa) Parana, Brazil","-50.15","-25.0833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0025958","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","J. Cordeiro; A. Manosso","262","1986","3","11",NA,"Brazil",NA,NA,"PMC - DPP 004; Xilopodifera. Petalas alvas, demum rosadas.",NA,"Magnoliophyta","Malpighiales","Nied.","G. Hatschbach","Parana",NA,"Rod. do Cafe. (mun. Palmeira) Parana, Brazil","-50.0033","-25.4261",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2021-04-07 11:45:32-03","UFMS","CGMS","49189","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","J.M. Silva; L.M. Abe","2609","1998","11","11",NA,"Brasil",NA,NA,"Flor alva. Ascendente. Demum amarelo. Habitat: Campo de altitude. Habito: 0,50m de altura.","CGMS1079130",NA,NA,"Nied.","Rolin","Paraná","Bocaiúva do Sul","Serra da Bocaina.","-49.1150016784668","-25.2061004638672",NA,NA,NA,"2003",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:33:22-03","UNICAMP","UEC","9660","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Shepherd, GJ; Andrade, JB","6147","1977","11","05",NA,"Brazil",NA,NA,"Sub-arbusto de 60cm. Pétalas brancas até rosas.; Em campo.","UEC173469","Magnoliopsida",NA,"Nied.","Elias, SI","Paraná",NA,"Estrada entre Ponta Grossa e Itararé, km 203",NA,NA,NA,"1100","1100","2001","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2021-03-01 16:33:22-03","UNICAMP","UEC","83287","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Carrião, D","60","1995","10","21",NA,"Brazil",NA,NA,"Arbusto com 50cm, flores cremes","UEC173475","Magnoliopsida",NA,"Nied.","Silva, SM","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.7057991027832","-24.2511005401611",NA,NA,NA,"1996","07",NA,"44368","auto",NA,NA,NA,NA,NA,NA
"63","2021-03-01 16:33:22-03","UNICAMP","UEC","9658","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Hatschbach, G","40242","1977","11","16",NA,"Brazil",NA,NA,"Buarbusto 50cam; flor alva demum rosada.; Campo limpo.","UEC173470","Magnoliopsida",NA,"Nied.","Hatschbach, G","Paraná","Palmeira","Rodovia do Café, Rio Tibagi.","-50.0064010620117","-25.4293994903564",NA,NA,NA,"1978","08",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:33:22-03","UNICAMP","UEC","9657","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Hatschbach, G","35412","1974","11","12",NA,"Brazil",NA,NA,"Subarbsuto 40 cm; flor alva, demum vermelho.; Campo junto a floramentos de arenito.","UEC173473","Magnoliopsida",NA,"Nied.","Anderson, WR","Paraná","Piraí do Sul","Passo dos Touros","-49.948600769043","-24.5261001586914",NA,NA,NA,NA,NA,NA,"37171","auto",NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:33:22-03","UNICAMP","UEC","9661","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Hatschbach, G","17627","1967","10","27",NA,"Brazil",NA,NA,"Subarbusto, flor alva demum róseo.; Campo pedregoso do topo de morro.","UEC173471","Magnoliopsida",NA,"Nied.","Anderson, WR","Paraná","Rio Branco do Sul","São Vicente","-49.3142013549805","-25.1900005340576",NA,NA,NA,"1975",NA,NA,"37352","auto",NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:33:22-03","UNICAMP","UEC","9656","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Hatschbach, G","38075","1976","02","11",NA,"Brazil",NA,NA,"Subarbusto ramoso formando toiceiras grandes. Flor de pétalas alvas, demum rosados.; Campo.","UEC173467","Magnoliopsida",NA,"Nied.","Anderson, WR","Paraná","Tibagi","Rodovia do Café, Rio Capivari.","-50.4136009216309","-24.5093994140625",NA,NA,NA,"1976",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:33:22-03","UNICAMP","UEC","77047","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Souza, VC; Souza, JP; Miyagi, PH; Nakagomi, MY","7172","1994","11","13",NA,"Brazil",NA,NA,"Arbusto até 40cm de altura, corola com 4 pétalas alvas e uma amarela, passando a vermelha.; Encosta rochosa.","UEC173468","Magnoliopsida",NA,"Nied.","Elias, SI","São Paulo","Bom Sucesso de Itararé","Fazenda São Nicolau","-49.1399993896484","-24.3099994659424",NA,NA,NA,"2001","09",NA,"14955","auto",NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:33:22-03","UNICAMP","UEC","77030","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Souza, VC; Miyagi, PH; Souza, JP; Nakagomi, MY","7404","1994","11","14",NA,"Brazil",NA,NA,"Arbusto, ca. 1,0m alt.; 4 pétalas alvas, 1 amarela passando a vermelha. Beira de mata.; Campo natural com banhado e mata ciliar adjacentes.","UEC173474","Magnoliopsida",NA,"Nied.","Elias, SI","São Paulo","Itararé","Fazenda Santa Maria do Espinho, Estrada Itararé-Bom sucesso","-49.3400001525879","-24.1100006103516",NA,NA,NA,"2001","06",NA,"27729","auto",NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:33:22-03","UNICAMP","UEC","9662","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Leitão Filho, HF; Semir, J; Shepherd, GJ; Andrade, JB","4735","1977","04","14",NA,"Brazil",NA,NA,"Subarbusto até 60 cam, flores brancas com pétala vexilar avermelhada.; Campo de altitude.","UEC173472","Magnoliopsida",NA,"Nied.","Elias, SI","São Paulo","Itararé","Rodovia Itararé a Apiaí","-49.3400001525879","-24.1100006103516",NA,NA,NA,"2001","06",NA,"27729","auto",NA,NA,NA,NA,NA,NA
"70","2020-10-14 10:02:34-03","FURB","FURB","3662","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Silva, J.M.; Abe, L.M.","2609","1998","11","11",NA,"Brasil",NA,NA,NA,"FURB28259",NA,NA,"Nied.","Rolim, SIE","Paraná","Bocaiúva do Sul","Serra da Bocaina.","-49.1150016784668","-25.2061004638672","FURB28259",NA,NA,"2003",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"71","2020-10-14 10:02:34-03","FURB","FURB","2567","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Silva, J.M.; Cervi, A.C.; Lucas, E. & Mazine, F.F.",NA,"2003","11","03",NA,"Brasil",NA,NA,NA,"FURB02100",NA,NA,"Nied.","Hatschbach, G","Paraná","Tibagi","Canion Guartelá.","-50.4136009216309","-24.5093994140625","FURB02100",NA,NA,"2003",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"72","2021-03-16 17:53:24-03","UCS","HUCS","7523","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Kummrow, R.","3235","1990","02","13",NA,"Brasil",NA,NA,"subarbusto xilopodífero 50cm, frutos imaturos rosados; campo com lageados de arenito",NA,"Angiospermae","Malpighiales","Nied.","Hatschbach, G.","Paraná","Ponta Grossa","Buraco do Padre","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"73","2021-03-16 17:53:24-03","UCS","HUCS","20130","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Silva, J.M.","3692","2002","10","22",NA,"Brasil",NA,NA,"subarbusto, xilopodífero, flor rosada; campo limpo de altitude",NA,"Angiospermae","Malpighiales","Nied.","Hatschbach, G.","Paraná","Campo Magro","Morro do Palha","-49.4514007568359","-25.3686008453369",NA,NA,NA,"2002",NA,NA,"24260","auto",NA,NA,NA,NA,NA,NA
"74","2021-03-16 17:53:24-03","UCS","HUCS","23652","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Silva, J.M.","2609","1998","11","11",NA,"Brasil",NA,NA,"ascendente, 50 cm, flor alva; campo de altitude",NA,"Angiospermae","Malpighiales","Nied.","Rolin, S.I.E.","Paraná","Bocaiuva do Sul","Serra da Bocaiúva","-49.1150016784668","-25.2061004638672",NA,NA,NA,"2003",NA,NA,"61623","auto",NA,NA,NA,NA,NA,NA
"75","2019-08-16 08:39:50-03","UTFPR","HCF","14536","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","E.L. Siqueira","1038","2014","05","18",NA,"Brasil",NA,NA,"subarbusto heliófito, ca. 0,30 m. Frutos imaturos verdes.",NA,NA,NA,"Nied.","M.G. Caxambu","PR","Tibagi","Sítio Sete Quedas","-50.254","-24.580528",NA,"1038","1038","2014","09","09",NA,NA,"50°15'14,4 W","24°34'49,9 S",NA,NA,NA,NA
"76","2019-08-16 08:39:50-03","UTFPR","HCF","9272","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","E.L. Siqueira","394","2010","11","04",NA,"Brasil",NA,NA,"arbusto heliófito. Flores alvas com estames amarelos.",NA,NA,NA,"Nied.","M.G. Caxambu","PR","Ponta Grossa","Cachoeira da Mariquinha","-49.9945","-25.203111",NA,"946","946","2010","11","25",NA,NA,"49°59'40,2 W","25°12'11,2 S",NA,NA,NA,NA
"77","2019-08-16 08:39:50-03","UTFPR","HCF","9295","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","E.L. Siqueira","417","2010","11","05",NA,"Brasil",NA,NA,"erva ereta, heliófita, ca. 0,40 m. Flores alvas e amarelas.",NA,NA,NA,"Nied.","A. Francener","PR","Tibagi","Guartelá - Sítio São Sebastião -","-50.239722","-24.595778",NA,"1152","1152","2013","06","10",NA,NA,"50°14'23 W","24°35'44,8 S",NA,NA,NA,NA
"78","2019-08-16 08:39:50-03","UTFPR","HCF","22478","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","A.L. Cordeiro","8","2016","10","13",NA,"Brasil",NA,NA,"árvore de aproximadamente 3,5 m de altura. Flores de pétalas amarelas.",NA,NA,NA,"Nied.",NA,"PR","Jaguariaíva","Parque Estadual do Cerrado","-49.65","-24.166667",NA,NA,NA,NA,NA,NA,NA,NA,"49°39'00 W","24°10'00 S",NA,NA,NA,NA
"79","2019-11-26 13:10:39-03","UTFPR","HCF","29782","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","R.R. Völtz","1855","2018","10","06",NA,"Brasil",NA,NA,"arvoreta 1,5 m alt. Flores amarelas e alaranjadas. Fisionomia herbáceo-arbustiva em solo arenoso com lajeados de pedra. Savana/ Estepe.",NA,NA,NA,"Nied.","R.R. Völtz","PR","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525",NA,"720","720","2018","10","12",NA,NA,"50°24'22 W","24°33'09 S",NA,NA,NA,NA
"80","2019-08-16 08:39:50-03","UTFPR","HCF","14511","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","E.L. Siqueira","1013","2014","05","18",NA,"Brasil",NA,NA,"arbusto ca. 0,40 m, heliófito. Flores alvas e rosadas, com estames amarelos.",NA,NA,NA,"Nied.","M.G. Caxambu","PR","Tibagi","Sítio Sete Quedas","-50.254139","-24.581194",NA,"1048","1048","2014","09","09",NA,NA,"50°15'14,9 W","24°34'52,3 S",NA,NA,NA,NA
"81","2019-08-16 08:39:50-03","UTFPR","HCF","6330","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","M.G. Caxambu","1857","2007","11","03",NA,"Brasil",NA,NA,"arbusto heliófito, rupícola ca. 0,7 m. Flores rosas.",NA,NA,NA,"Nied.","M.G. Caxambu","PR","Ponta Grossa","Buraco do Padre","-49.968444","-25.174444",NA,"917","917","2007","12","18",NA,NA,"49°58'06,4 W","25°10'28 S",NA,NA,NA,NA
"82","2019-08-16 08:39:50-03","UTFPR","HCF","26231","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","I. Langohr","37","1992","02","06",NA,"Brasil",NA,NA,"herbácea nativa. De campo.",NA,NA,NA,"Nied.","G. Hatschbach","PR","Balsa Nova",NA,"-49.6356010437012","-25.5839004516602",NA,NA,NA,NA,NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"83","2019-08-16 08:39:50-03","UTFPR","HCF","19962","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","M. Selusniaki","2648","2009","03","23",NA,"Brasil",NA,NA,"lores alvo-róseas. Campo rupestre.",NA,NA,NA,"Nied.","M. Selusniaki","PR","Balsa Nova","Serra São Luis do Purunã","-49.6356010437012","-25.5839004516602",NA,NA,NA,"2011",NA,NA,"27346","auto",NA,NA,NA,NA,NA,NA
"84","2019-08-16 08:39:50-03","UTFPR","HCF","1629","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","M.G. Caxambu","693","2004","11","07",NA,"Brasil",NA,NA,"arbusto lenhoso ramificado, com folhas opostas, glabras. Flores barncas com alaranjado. Em inflorescências terminais.",NA,NA,NA,"Nied.","J. Cordeiro & E. Barboza","PR","Palmeira","Rio dos Papagaios","-50.0064010620117","-25.4293994903564",NA,NA,NA,"2005","05",NA,"35166","auto",NA,NA,NA,NA,NA,NA
"85","2019-08-16 08:39:50-03","UTFPR","HCF","8734","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","J.M. Cruz","5434","2006","12","12",NA,"Brasil",NA,NA,"arbusto, 1 m, flor avermelhada. Campo limpo.",NA,NA,NA,"Nied.","G. Hatschbach","PR","Ponta Grossa","Cachoeira da Mariquinha","-50.1618995666504","-25.0949993133545",NA,NA,NA,"2006",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"86","2019-08-16 08:39:50-03","UTFPR","HCF","11980","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","E.D. Lozano","1163","2012","10","09",NA,"Brasil",NA,NA,"subarbusto, 50 cm, flores alvas, campo sujo.",NA,NA,NA,"Nied.","E.D. Lozano","PR","Ponta Grossa","Fazenda Capão das Almas","-50.1618995666504","-25.0949993133545",NA,NA,NA,"2012",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"87","2019-08-16 08:39:50-03","UTFPR","HCF","24217","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","M.B. Buim",NA,"1994","11","04",NA,"Brasil",NA,NA,"arbusto 1 m alt.; caule liso; flor branca.",NA,NA,NA,"Nied.","A. Francener","PR","Tibagi","Canyon Guartelá","-50.4136009216309","-24.5093994140625",NA,NA,NA,"2013","06","06","56988","auto",NA,NA,NA,NA,NA,NA
"88","2019-08-16 08:39:50-03","UTFPR","HCF","24222","S","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","K.C. Baratela",NA,"1995","10","27",NA,"Brasil",NA,NA,"arbusto 1,0 m alt.; botão floral branco-esverdeado; flor branca amarelada. Em capão.",NA,NA,NA,"Nied.","A. Francener","PR","Tibagi","Salto Santa Rosa","-50.4136009216309","-24.5093994140625",NA,NA,NA,"2013","06","06","56988","auto",NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:32:35-03","MBM","MBM","297863","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Dombrowski, L.T.; Scherer Neto, P.; Scherer Neto, P.","11158","1980","02","13","Southern America","Brazil",NA,NA,NA,"MBM297863",NA,NA,"Nied.","Hatschbach, G.","Paraná","Castro","Castro","-50.0119018554688","-24.7910995483398","MBM297863",NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:32:35-03","MBM","MBM","297189","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Dombrowski, L.T.; Scherer Neto, P.; Scherer Neto, P.","12090","1980","11","06","Southern America","Brazil",NA,NA,NA,"MBM297189",NA,NA,"Nied.","Hatschbach, G.","Paraná","Palmeira","Fazenda Santa Rita","-50.0064010620117","-25.4293994903564","MBM297189",NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:32:35-03","MBM","MBM","389030","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Motta, J.T.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.; Dombrowski, L.T.; Cordeiro, J.; Saridakis, D.P.","4171","2013","12","18","Southern America","Brazil",NA,NA,"Arbusto, 60cm; flores alvas.; Campo limpo seco.","MBM389030",NA,NA,"Nied.","Barboza, E.","Paraná","Palmeira","Recanto dos Papagaios","-49.768333","-25.465278","MBM389030","957","957","2014","05","12",NA,NA,"-49.768333","-25.465278",NA,NA,NA,NA
"92","2020-12-21 16:32:35-03","MBM","MBM","401861","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2655","2014","03","11","Southern America","Brazil",NA,NA,"Arbusto, 80 cm, flores alvas, campo sujo.; Campos Gerais.","MBM401861",NA,NA,"Nied.","Soares, E.L.C.","Paraná","Ponta Grossa","Fazenda Pinheirinhos, Capão da Onça","-50.025417","-25.102389","MBM401861",NA,NA,"2015",NA,NA,NA,NA,"-50.025417","-25.102389",NA,NA,NA,NA
"93","2020-12-21 16:32:35-03","MBM","MBM","401865","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1917","2013","11","27","Southern America","Brazil",NA,NA,"Arbusto, 30 cm, pétalas alvas, amarelas e laranja, campo sujo.; Campos Gerais.","MBM401865",NA,NA,"Nied.","Soares, E.L.C.","Paraná","Piraí do Sul","Pousada Pirahy da Serra, no entorno","-50.014667","-24.469944","MBM401865",NA,NA,"2015",NA,NA,NA,NA,"-50.014667","-24.469944",NA,NA,NA,NA
"94","2020-12-21 16:32:35-03","MBM","MBM","401866","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","1985","2013","11","28","Southern America","Brazil",NA,NA,"Arbusto 50 cm, petalas alvas, amarelass e laranja, borda de plantio de Pinnus.; Campos Gerais.","MBM401866",NA,NA,"Nied.","Soares, E.L.C.","Paraná","Piraí do Sul","Fazenda Esterco, Propriedade da Iguaçu Celulose","-50.008083","-24.426083","MBM401866",NA,NA,"2015",NA,NA,NA,NA,"-50.008083","-24.426083",NA,NA,NA,NA
"95","2020-12-21 16:32:35-03","MBM","MBM","401867","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Lozano, E.D.; Saridakis, D.P.; Saridakis, D.P.","2036","2013","11","29","Southern America","Brazil",NA,NA,"Arbusto, 1 m, petalas alvas, amarelas e laranja, campo sujo.; Cerrado.","MBM401867",NA,NA,"Nied.","Soares, E.L.C.","Paraná","Jaguariaíva","Parque Estadual do Cerrado","-49.652833","-24.162361","MBM401867",NA,NA,"2015",NA,NA,NA,NA,"-49.652833","-24.162361",NA,NA,NA,NA
"96","2020-12-21 16:32:35-03","MBM","MBM","401871","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Lozano, E.D.","2434","2013","12","18","Southern America","Brazil",NA,NA,"Arbusto, 70 cm, flores roseas, campo sujo.; Campos Gerais.","MBM401871",NA,NA,"Nied.","Soares, E.L.C.","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-49.991917","-25.247556","MBM401871",NA,NA,"2015",NA,NA,NA,NA,"-49.991917","-25.247556",NA,NA,NA,NA
"97","2020-12-21 16:32:35-03","MBM","MBM","402033","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Silva, J.M.; Motta, J.T.; Motta, J.T.","8795","2015","03","04","Southern America","Brazil",NA,NA,"Erva xilopodífera; flor alva com anteras amarelas.; Campo limpo.","MBM402033",NA,NA,"Nied.","Barboza, E.","Paraná","Palmeira","Recanto dos Papagaios","-49.768889","-25.464722","MBM402033","963","963","2015","11","17",NA,NA,"-49.768889","-25.464722",NA,NA,NA,NA
"98","2020-12-21 16:32:35-03","MBM","MBM","414395","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Silva, J.M.; Noguchi, G.; Sayden, D.; Noguchi, G.; Sayden, D.","9986","2017","12","01","Southern America","Brazil",NA,NA,"Subarbusto com 40 cm de altura; flor rosada.; Estepe Gramíneo-lenhosa (campo).","MBM414395",NA,NA,"Nied.","Antoniuk-Bonato, R.G.","Paraná","Castro","PCH Rio Iapó, Fazenda do Pulo","-50.142222","-24.716111","MBM414395","975","975","2018","06","20",NA,NA,"-50.142222","-24.716111",NA,NA,NA,NA
"99","2020-12-21 16:32:35-03","MBM","MBM","415033","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Völtz, R.R.; Brotto, M.L.; Brotto, M.L.","1855","2018","10","06","Southern America","Brazil",NA,NA,"Arvoreta 1,5 m alt.; flores amarelas e alaranjadas;.fisionomia herbáceo-arbustiva em solo arenoso com lajeados de pedra.; Savana/Estepe.","MBM415033",NA,NA,"Nied.","Völtz, R.R.","Paraná","Tibagi","Rio Tibagi, Cerrado Bowman","-50.406111","-24.5525","MBM415033","720","720","2018","10","12",NA,NA,"-50.406111","-24.5525",NA,NA,NA,NA
"100","2020-12-21 16:32:35-03","MBM","MBM","424060","PreservedSpecimen","Plantae","Malpighiaceae","Byrsonima","brachybotrya","Byrsonima brachybotrya","Roher, D.; Barcik, J.; Barcik, J.","554","2019","06","10","Southern America","Brazil",NA,NA,"Arbusto com 1,3 m de alt.; pétalas alvas e amarelas.; Ecótono entre Savana Gramíneo-lenhosa e Estepe Gramíneo-lenhosa.","MBM424060",NA,NA,"Nied.","Taufer, M.","Paraná","Tibagi","UHE Tibagi Montante, Margem esquerda","-50.402139","-24.547472",NA,"717","717","2019","09","30",NA,NA,"-50.402139","-24.547472",NA,NA,NA,NA
