"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","individualCount","occurrenceRemarks","geoFlag","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","barcode","imagecode","typeStatus","infraspecificEpithet","dayIdentified","fieldNumber","relatedCatalogItem"
"47","2020-12-20 21:15:10-03","UFV","VIC","5298","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Fontella, J.P.; et al.","1045","1978","05","23","Brasil","Minas Gerais","Viçosa","Perto de uma pequena represano caminho para Belvedere e Mata da Biologia, a 2,0 km do Inst. de Cinências Bioloógicas da Universidade de Viçosa.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Entre Araucarias plantadas, solo humoso. Subarbusto umbrófilo, 1-2, 50 de altitude. Flores vermelhas.","auto",NA,NA,NA,NA,"VIC005298","VIC005298",NA,NA,"02",NA,NA
"48","2020-12-20 21:15:10-03","UFV","VIC","23464","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Moraes, G.; et al.","01","1999","05","03","Brasil","Minas Gerais","Viçosa","Reserva Florestal Mata do Paraíso (RFMP), Mata do Paraíso.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Subarbusto com 1 - 3,0 metros de altura, pouco ramificado. Botões muito jovens cobertos pelo cálice. No final da estrada principal, à esquerda.","auto",NA,NA,NA,NA,"VIC023464","VIC023464",NA,NA,"02",NA,NA
"49","2020-12-20 21:15:10-03","UFV","VIC","22855","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Pessôa, C.S.","2008","09","Braz, D.M.; et al.","26","1998","03","11","Brasil","Minas Gerais","Viçosa","Reserva Florestal Mata do Paraíso (RFMP), Mata do Paraíso.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Subarbusto com 1-3,0 metros de altura, pouco ramificado. Botões muito jovens cobertos pelo cálice. No final da estrada principal à esquerda.","auto",NA,NA,NA,NA,"VIC022855","VIC022855",NA,NA,"02",NA,NA
"50","2020-12-20 21:15:10-03","UFV","VIC","7496","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","longiflora","Geissomeria longiflora paniculata","Nees","Ferreira, R.R.","1982","04","Ferreira, R.R.","133","1982","04","23","Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da Biologia. Bordo da mata.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Arbusto de 1,40 metros de altura. Folhas semi-membranáceas verde escuro. Flores de corola vermelho (coccinia) com bordos dos lacínios amarelos fortes. Cálice e brácteas verdes, vilosas. Muitas no local. Planta de sombra.","auto",NA,NA,NA,NA,"VIC007496","VIC007496",NA,"paniculata","23",NA,NA
"51","2021-03-24 17:08:26-03","UFES","SAMES","19","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Indriunas,A.","2014","07","Rossini,J.; Rossini,L.C.","664","2007","07","26","Brasil","Espírito Santo","Itarana","Limoeiro do Caravaggio. Estrada para Várzea Alegre (Santa Tereza), propriedade da Sr. Elza Reisen.","-40.875301361084","-19.8738994598389","-408130556.0","-199191667.0","23320",NA,"Subarbusto de 1m. Cálice verde, corola vermelha. Ao lado da estrada.","auto",NA,NA,NA,NA,"SAMES00019",NA,NA,NA,"28",NA,NA
"52","2019-11-21 14:29:49-03","UFJF","CESJ","40527","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Clênia Pessoa","2009","12","L.C.S. Assis; M.S. Magalhães; M.K. Ladeira","841","2003","06","20","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,NA,"7934",NA,"Erva com cerca de 50cm no interior da mata à beira do curso d'água. Folhas discolores, cálice vináceo, corola verelha com lacínios manchados de amarelo. No interior da mata.","auto","América do Sul",NA,NA,NA,"CESJ040527","CESJ040527",NA,NA,"14",NA,NA
"53","2019-11-21 14:29:49-03","UFJF","CESJ","50812","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Clênia Pessoa","2009","12","L. Menini Neto; E.A.C. Romanel","529","2008","06","22","Brasil","Minas Gerais","Juiz de Fora","Área de Proteção Ambiental do Krambeck","-43.3502998352051","-21.7642002105713",NA,NA,"36144",NA,"Arbusto, próximo ao curso d'água, no interior da mata, grande população, folhas discolores, flores vermelhas.","auto","América do Sul",NA,NA,NA,"CESJ050812","CESJ050812",NA,NA,"14",NA,NA
"54","2019-11-21 14:29:49-03","UFJF","CESJ","35899","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Clênia Pessoa","2009","12","R.C. Almeida-Lafetá","s.n.","1998","04","14","Brasil","Minas Gerais","Juiz de Fora","Reserva Biológica de Santa Cândida","-43.3502998352051","-21.7642002105713",NA,NA,"36144",NA,"Erva ereta, em trilha na floresta próximo a uma encosta úmida. Umbrófila. Flores alaranjadas quase vermelhas. Face interna do tubo amarelo.","auto","América do Sul",NA,NA,NA,"CESJ035899","CESJ035899",NA,NA,"14",NA,NA
"55","2019-11-21 14:29:49-03","UFJF","CESJ","16288","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Clênia Pessoa","2009","12","L. Krieger; M.C. Brügger","CESJ16288","1979","07","03","Brasil","Minas Gerais","Leopoldina",NA,"-42.6431007385254","-21.5319004058838",NA,NA,"26325",NA,"Arbusto 2-3 na mata, inflorescência terminal, flores vermelhas.","auto","América do Sul",NA,NA,NA,"CESJ016288","CESJ016288",NA,NA,"14",NA,NA
"56","2019-11-21 14:29:50-03","UFJF","CESJ","39852","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","J.A. Lombardi","2002","06","J.P. Boubli","103","2002","05","29","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Jaó","-42.1391983032227","-19.7896995544434",NA,NA,"49886",NA,"Herbáceo, flores vermelhas.","auto","América do Sul",NA,NA,NA,"CESJ039852","CESJ039852",NA,NA,NA,NA,NA
"57","2019-11-21 14:29:50-03","UFJF","CESJ","32911","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","R.C. Forzza","2004",NA,"R.M. Castro; P.H. Nobre; F.R.G. Salimena; V.R. Almeida; B.C. Campos","296","2001","04","21","Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"11991",NA,"Erva rupícula, no interior da mata, na borda do curso d'água. Na cachoeira próximo a caixa d'água. Folhas discolores. Flores com cálice verde e corola alaranjada. Botões florais verdes. Frequênte.","auto","América do Sul",NA,NA,NA,"CESJ032911","CESJ032911",NA,NA,NA,NA,NA
"58","2021-03-01 16:21:03-03","UNICAMP","UEC","25587","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999",NA,"Tamashiro, JY; Belinello, R; Rodrigues, RR; Galvão, JC; Ivanauskas, NM; Goldenberg, R","1270","1995","06","14","Brazil","São Paulo","Timburi","fazenda Domiciana","-49.6345","-23.231639","-49.6345","-23.231639",NA,NA,"Arbusto escandente, flores vermelhas.",NA,NA,NA,NA,NA,"UEC061196","UEC061196",NA,NA,NA,NA,NA
"59","2021-03-01 16:21:03-03","UNICAMP","UEC","30330","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999","06","Willis, E","2551","1976","04","23","Brazil","São Paulo","Anhembi","Faz. Barreiro Rico","-48.214333","-22.811667","-48.214333","-22.811667",NA,NA,"Arbusto até 1,5m.; flores vermelhas.",NA,NA,NA,NA,NA,"UEC022373","UEC022373",NA,NA,NA,NA,NA
"60","2021-03-01 16:21:03-03","UNICAMP","UEC","72018","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999",NA,"Tamashiro, JY; Belinello, R; Rodrigues, RR; Galvão, JC; Ivanauskas, NM; Goldenberg, R","1270","1995","06","14","Brazil","São Paulo","Timburi","fazenda Domiciana","-49.6345","-23.231639","-49.6345","-23.231639",NA,NA,"Arbusto escandente, flores vermelhas.",NA,NA,NA,NA,NA,"UEC022376","UEC022376",NA,NA,NA,NA,NA
"61","2021-03-01 16:21:03-03","UNICAMP","UEC","39123","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999","06","Weyland Vieira, MC","523","1982","05","27","Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,"49886",NA,"Arbusto. Flores vermelhas. Abundante na mata.","auto",NA,NA,NA,NA,"UEC022374","UEC022374",NA,NA,NA,NA,NA
"62","2021-03-01 16:21:03-03","UNICAMP","UEC","44550","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999","06","Weyland Vieira, MC","523","1982","05","27","Brazil","Minas Gerais","Caratinga","Fazenda Montes Claros","-42.1391983032227","-19.7896995544434",NA,NA,"49886",NA,"Arbusto. Flores vermelhas. Abundante na mata.","auto",NA,NA,NA,NA,"UEC022377","UEC022377",NA,NA,NA,NA,NA
"63","2021-03-01 16:21:03-03","UNICAMP","UEC","72180","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999",NA,"Kiyama, CY; Simão-Bianchini, R; Proença, SL; Wanderley, MDGL; Magenta, MAG","81","1995","04","18","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,"Subarbusto próximo ao rio no interior da mata. Corola vermelha.","auto",NA,NA,NA,NA,"UEC022375","UEC022375",NA,NA,NA,NA,NA
"64","2021-03-01 16:21:03-03","UNICAMP","UEC","61821","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999",NA,"Andrade, SCS","s.n.","1993","04","26","Brazil","São Paulo","Jundiaí","Serra do Japi, Região de Cachoeira.","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,"Trepadeira. Flor vermelha.","auto",NA,NA,NA,NA,"UEC022378","UEC022378",NA,NA,NA,NA,NA
"65","2021-03-01 16:21:03-03","UNICAMP","UEC","40679","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999","06","Brown Jr, KS","17134","1985","05","04","Brazil","São Paulo","Jundiaí","Serra do Japi, Região do açude do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,"Subarbusto ereto, crescendo em solo úmido. Planta de Pseudoscadaerruca.","auto",NA,NA,NA,NA,"UEC022381","UEC022381",NA,NA,NA,NA,NA
"66","2021-03-01 16:21:03-03","UNICAMP","UEC","76632","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999",NA,"Pirani, JR; Mello-Silva, R; et al.","s.n.","1995","07","18","Brazil","São Paulo","Jundiaí","Serra do Japi, Trilha do Mirante.","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,"Arbusto 1,8m alt., na orla da trilha dentro da mata mesófila, em área úmida. Corola vermelha, fruto verde.","auto",NA,"960","960",NA,"UEC022380","UEC022380",NA,NA,NA,NA,NA
"67","2021-03-01 16:21:03-03","UNICAMP","UEC","30371","S","Plantae","Magnoliopsida",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Kameyama, C","1999","06","Taroda, N; et al.","5610","1977","06","16","Brazil","São Paulo","Valinhos","Reserva Florestal de Valinhos","-46.9900016784668","-22.9699993133545",NA,NA,"12075",NA,"Subarbusto até 1,5m.; flores vermelhas. Em interior de mata.","auto",NA,NA,NA,NA,"UEC022379","UEC022379",NA,NA,NA,NA,NA
"68","2020-04-27 16:08:26-03","UFES","VIES","29872","S","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Indriunas, A.","2014","07","Rossine, J.; Rossine, L.C.","664","2007","07","26","Brasil","Espírito Santo","Itarana","Limoeiro do Caravaggio.","-40.875301361084","-19.8738994598389",NA,NA,"23320",NA,NA,"auto",NA,NA,NA,NA,"VIES029872",NA,NA,NA,"28",NA,NA
"69","2020-06-29 09:28:57-03","UFRRJ","RBR","33840","S","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees.",NA,NA,NA,"H.F. Baylão-Junior","s/n","2006","06","07","Brasil","Rio de Janeiro","Angra dos Reis","Ilha Grande.","-44.3180999755859","-23.0067005157471",NA,NA,"32988",NA,NA,"auto",NA,NA,NA,NA,"RBR00033840","RBR00033840",NA,NA,NA,NA,NA
"70","2020-06-29 09:28:57-03","UFRRJ","RBR","4787","S","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees.","G. Moraes","1999","05","G. Moraes",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Reserva Florestal do Paraíso. no final da estrada principal à esquerda.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,NA,"auto",NA,NA,NA,NA,"RBR00004787","RBR00004787_1 RBR00004787_2",NA,NA,"21",NA,NA
"71","2020-12-21 16:10:48-03","MBM","MBM","97772","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Wasshausen, D.C.","1984","11","Noblick, L.R.","1928","1980","07","31","Brazil","Bahia",NA,"Rio Paraguaçu, Represa de Bananeira",NA,NA,NA,NA,NA,NA,"Subarbusto 1,5m, caules fracos; flores vermelhas, vistosas.",NA,"Southern America",NA,NA,NA,"MBM097772","MBM097772",NA,NA,"23",NA,NA
"72","2020-12-21 16:10:48-03","MBM","MBM","144488","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Wasshausen, D.C.","1992",NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","55592","1991","06","17","Brazil","Espirito Santo","Afonso Claudio","Empossado","-41.1239013671875","-20.0741996765137",NA,NA,"25110",NA,"Arbusto 1,50m; flor vermelha.; Mata pluvial, encosta de morro. Alt.: 600m.","auto","Southern America",NA,NA,NA,"MBM144488","MBM144488",NA,NA,NA,NA,NA
"73","2020-12-21 16:10:48-03","MBM","MBM","36429","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Wasshausen, D.C.","1957",NA,"Hatschbach, G.","3897","1957","04","22","Brazil","Paraná","Bocaiúva do Sul","Descampado","-49.1150016784668","-25.2061004638672",NA,NA,"61623",NA,"Erva decumbente 1m; flor vermelha.; Mata.","auto","Southern America",NA,NA,NA,"MBM036429","MBM036429",NA,NA,NA,NA,NA
"74","2020-12-21 16:10:48-03","MBM","MBM","335889","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Kameyama, C.","2009","05","Silva, J.M.; Poliquesi, C.B.; Cordeiro, J.; Poliquesi, C.B.; Cordeiro, J.","5868","2007","08","28","Brazil","Paraná","Cerro Azul","Mato Preto","-49.261100769043","-24.823600769043",NA,NA,"32006",NA,"Ereta 80cm; flor avermelhada.; Beira da estrada.","auto","Southern America",NA,NA,NA,"MBM335889","MBM335889",NA,NA,"28",NA,NA
"75","2020-12-21 16:10:48-03","MBM","MBM","15612","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice",NA,NA,NA,"Hatschbach, G.","24502","1970","07","21","Brazil","Paraná","Cerro Azul","Rio do Turvo","-49.261100769043","-24.823600769043",NA,NA,"32006",NA,"Arbusto 1,25m; flor vermelha.; Mata pluvial; margens do rio.","auto","Southern America",NA,NA,NA,"MBM015612","MBM015612",NA,NA,NA,NA,NA
"76","2020-12-21 16:10:48-03","MBM","MBM","73490","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Wasshausen, D.C.","1983",NA,"Hatschbach, G.","43682","1981","03","27","Brazil","Paraná","Cerro Azul","Rio do Turvo","-49.261100769043","-24.823600769043",NA,NA,"32006",NA,"Arbusto 1,50m; flor vermelha, tubo interno amarelado.; Mata pluvial, junto à rochas.","auto","Southern America",NA,NA,NA,"MBM073490","MBM073490",NA,NA,NA,NA,NA
"77","2020-12-21 16:10:48-03","MBM","MBM","54344","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","(Nees) Profice","Profice, S.R.",NA,NA,"Ramos, M.E.M.","4798","1977","05","06","Brazil","São Paulo","Jundiaí","Serra do Japi, Alto da serra.","-46.8800010681152","-23.1800003051758",NA,NA,"17840",NA,"Subarbusto 1m; flores vermelhas.; Beira da mata.","auto","Southern America",NA,NA,NA,"MBM054344","MBM054344",NA,NA,NA,NA,NA
"78","2020-12-21 16:10:50-03","MBM","MBM","227905","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Lombardi, J.A.","1998","07","Temponi, L.G.","17","1998","06","04","Brazil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, próximo a Campolina","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Arbusto 3m; cálice verde, corola vermelha, folha herácea.","auto","Southern America",NA,NA,NA,"MBM227905","MBM227905",NA,NA,NA,NA,NA
"79","2020-12-21 16:10:50-03","MBM","MBM","376996","PreservedSpecimen","Plantae",NA,NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","R.; Cielo F.","2008","02","Baitello, J.B.; Aguiar, O.T.; Lima, C.R.; Aguiar, O.T.; Lima, C.R.","1900","2007","08","30","Brazil","São Paulo","Paranapanema","Estação Ecológica, Trilha 4.","-48.7200012207031","-23.3799991607666",NA,NA,"29740",NA,"Herbácea 2m; frutos verdes e maduros amarronzados.; Alt.: 630m.","auto","Southern America",NA,NA,NA,"MBM376996","MBM376996",NA,NA,"15",NA,NA
"80","2019-11-01 15:27:43-03","PUC-RIO","FCAB","3635","PreservedSpecimen","Plantae",NA,NA,"Angiospermae","Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees","Denise M. Braz","2002","04","J.C. Siqueira","2010","1985","04","04","Brasil","Rio de Janeiro","Nova Friburgo","Furnas do Catete","-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,"Basiônimo de Aphelandra schottiana (Nees) Profice&nf;Subarbusto, flores vermelhas bastante freqüente na área.","auto",NA,NA,NA,NA,"003635",NA,NA,NA,"18",NA,NA
"81","2020-12-11 11:31:06-03","UFMG","BHCB","197715","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,"2019","06","Ferreira, VL; Bragioni, TLS; Santos, GVA","329","2019","04","23","Brasil","Minas Gerais","Lagoa Santa","Gruta da Lapinha","-43.435556","-19.5875","-43.435556","-19.5875",NA,NA,"Afloramento de calcáreo.Fenda no maciço.",NA,"Southern America","631","631",NA,"BHCB197715",NA,NA,NA,"12",NA,NA
"82","2020-12-11 11:31:06-03","UFMG","BHCB","88947","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,"2010","04","França, GS; Raggi, F; Stehmann, JR; Sobral, M","582","2004","09","06","Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.543056","-19.805","-42.543056","-19.805",NA,NA,"Arbusto, 2m, flores vermelhas.; Floresta estacional semidecidual submontana, mumbaça.",NA,"Southern America","235","235",NA,"BHCB006707","BHCB006707",NA,NA,"14",NA,NA
"83","2020-12-11 11:31:06-03","UFMG","BHCB","104631","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,NA,NA,"Magalhães, M","4359","1945","07","14","Brasil","Minas Gerais","Viçosa","Escola Superior de Agricultura.","-42.8819007873535","-20.7539005279541",NA,NA,"13937",NA,"Arbusto 2m, flor vermelha.; Mata.","auto","Southern America",NA,NA,NA,"BHCB052812","BHCB052812",NA,NA,NA,NA,NA
"84","2020-12-11 11:31:06-03","UFMG","BHCB","10230","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,NA,NA,"Andrade, IR; Costa, LVC","159","1987","07","07","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"49886",NA,"Arbusto, até1,8m. Inflorescência em botão, corola vermelha, inflorescência acompanha cada folha.; Mata Atlântica.","auto","Southern America",NA,NA,NA,"BHCB052808","BHCB052808",NA,NA,NA,NA,NA
"85","2020-12-11 11:31:06-03","UFMG","BHCB","10266","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,"2003",NA,"Costa, LVC; Andrade, IR","35","1987","07","06","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga","-42.1391983032227","-19.7896995544434",NA,NA,"49886",NA,"Bastante indivíduos.; Sub-arbusto. Flor vermelha.; Mata Atlântica.","auto","Southern America",NA,NA,NA,"BHCB052815","BHCB052815",NA,NA,NA,NA,NA
"86","2020-12-11 11:31:06-03","UFMG","BHCB","10138","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,NA,NA,"Costa, LVC; Andrade, IR","104","1987","07","05","Brasil","Minas Gerais","Caratinga","Estação Biológica de Caratinga, Mata do Rafael.","-42.1391983032227","-19.7896995544434",NA,NA,"49886",NA,"Subarbusto. Corola laranja.; Mata Atlântica.","auto","Southern America",NA,NA,NA,"BHCB052811",NA,NA,NA,NA,NA,NA
"87","2020-12-11 11:31:06-03","UFMG","BHCB","17625","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,"2003",NA,"Werneck, MS","s.n.","1990","04","30","Brasil","Minas Gerais","Alvorada de Minas","Fazenda Sesmarias.","-43.3652992248535","-18.7360992431641",NA,NA,"18475",NA,"Arbustiva, gamopétala, presença de brácteas, folhas opostas.; Mata úmida.","auto","Southern America",NA,NA,NA,"BHCB052817","BHCB052817",NA,NA,NA,NA,NA
"88","2020-12-11 11:31:06-03","UFMG","BHCB","32802","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,NA,NA,"Lombardi, JA","1265","1996","07","15","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Arbusto, ca. 1,5m. Folhas herbáceas, cálice verde, corola vermelha.; Mata Atlântica.","auto","Southern America",NA,NA,NA,"BHCB052810","BHCB052810",NA,NA,NA,NA,NA
"89","2020-12-11 11:31:06-03","UFMG","BHCB","32802","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,NA,NA,NA,"s.n.",NA,NA,NA,"Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,NA,"auto","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2020-12-11 11:31:06-03","UFMG","BHCB","74347","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,"2009",NA,"Stehmann, JR; Spósito, TC; Andrade, EA","3082","2002","06","22","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Caminho para a Lagoa do Meio.","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Arbusto, flores com cálice verde, corola vermelha.; Clareiras no interior da mata.","auto","Southern America",NA,NA,NA,"BHCB052813","BHCB052813",NA,NA,NA,NA,NA
"91","2020-12-11 11:31:06-03","UFMG","BHCB","20882","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,NA,NA,"Stehmann, JR; Arantes, AA","1165","1992","10","30","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha do Vinhatico.","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Herbáceo. Flores alaranjadas.; Mata.","auto","Southern America",NA,NA,NA,"BHCB052809",NA,NA,NA,NA,NA,NA
"92","2020-12-11 11:31:06-03","UFMG","BHCB","109665","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,"2009",NA,"Gontijo, FD","3","2007","05","18","Brasil","Minas Gerais","Marliéria","Parque Estadual do Rio Doce, Trilha do Vinhático.","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,NA,"auto","Southern America",NA,NA,NA,"BHCB052814","BHCB052814",NA,NA,NA,NA,NA
"93","2020-12-11 11:31:06-03","UFMG","BHCB","4144","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Aphelandra","schottiana","Aphelandra schottiana","Nees Profice",NA,"2003",NA,"Carvalho, RCF de","1","1961","06","11","Brasil","Minas Gerais","Marliéria","Parque Florestal Estadual do Rio Doce, Mombaça.","-42.7322006225586","-19.7122001647949",NA,NA,"28215",NA,"Arbusto.; Orla de mata.","auto","Southern America",NA,NA,NA,"BHCB052861","BHCB052861",NA,NA,NA,NA,NA
"94","2020-12-11 11:31:07-03","UFMG","BHCB","146260","PreservedSpecimen","Plantae","Dicotyledon",NA,NA,"Acanthaceae","Geissomeria","schottiana","Geissomeria schottiana","Nees",NA,NA,NA,"Rezende, SG; Mendes, MS; Neves, GS","4094","2010","03","25","Brasil","Minas Gerais","Rio Acima","Rio do Peixe, Bacia do Córrego Fazenda Velha.","-43.826944","-20.156389","-43.826944","-20.156389",NA,NA,"Arbustivo.; Floresta Estacional Semidecidual Sub-Montana.",NA,"Southern America","825","1050",NA,"BHCB052878","BHCB052878",NA,NA,NA,NA,NA
