"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","yearIdentified","class","verbatimLongitude","verbatimLatitude","relatedCatalogItem","monthIdentified","dayIdentified","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","418825","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","R. A. Wasum","6355","1989","10","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418825","Magnoliophyta","Fabales","Benth.","T. D. Pennington","Rio Grande do Sul","Caxias do Sul","Santa Lucia do Piaí. Em beira de estrada","-51.1792","-29.1683","800","800","NY00418825_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","418822","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","G. G. Hatschbach","45502","1982","09","30","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323754' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418822","Magnoliophyta","Fabales","Benth.","G. G. Hatschbach","Paraná","Teixeira Soares","Rio da Areia","-50.4606","-25.3683",NA,NA,"NY00418822_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","418827","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","J. Cordeiro","919","1992","11","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418827","Magnoliophyta","Fabales","Benth.","T. D. Pennington","Santa Catarina","Campo Alegre","Serra do Iquererim","-49.2656","-26.1925",NA,NA,"NY00418827_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","778639","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","A. Kegler","1339","2002","02","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=796541' target='other'> <mi>dwc_moreinfo</mi></a>","NY00778639","Magnoliophyta","Fabales","Benth.","S. F. Smith","Rio Grande do Sul","Caxias do Sul","Fazenda Souza","-51.1792","-29.1683","780","780","NY00778639_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","418821","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","L. B. Smith","12790","1964","10","21","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323759' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418821","Magnoliophyta","Fabales","Benth.","R. S. Cowan","Santa Catarina","Sao Miguel do Oeste","Rio Reperi-guaçu, Peperi","-53.73","-26.53","300","400","NY00418821_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-11-01 13:42:00-02","NY","NYBG","418832","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","S. G. Tressens","5451","1995","09","21","South America","Argentina","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323753' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418832","Magnoliophyta","Fabales",NA,"S. G. Tressens","Misiones","Guaraní","Predio Guarani. Picada al ayo. Soberbio",NA,NA,NA,NA,"NY00418832_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","418815","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","G. F. J. Pabst","6239","1961","10","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323766' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418815","Magnoliophyta","Fabales","Benth.",NA,"Rio Grande do Sul","Bom Jesus","Passos do Socorro, margem do Rio Pelotas, na estrada S. Joaquim-Bom Jesus","-50.4167","-28.6681",NA,NA,"NY00418815_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","418829","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","J. M. Silva","1544","1995","09","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323750' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418829","Magnoliophyta","Fabales","Benth.","T. D. Pennington","Paraná","Ponta Grossa","Itaiacoca","-49.897532","-25.142903",NA,NA,"NY00418829_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","632388","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","G. G. Hatschbach","17403","1967","10","10","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323764' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632388","Magnoliophyta","Fabales","Benth.",NA,"Paraná","Ponta Grossa","Passo do Pupo","-49.96198","-25.145584",NA,NA,"NY00632388_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","418823","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","G. G. Hatschbach","18316","1968","01","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418823","Magnoliophyta","Fabales","Benth.","S. F. Smith; L. B. Smith","Paraná","Guarapuava","Guara","-51.4581","-25.3956",NA,NA,"NY00418823_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","418820","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","L. B. Smith","12738","1964","10","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323758' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418820","Magnoliophyta","Fabales","Benth.","R. S. Cowan","Santa Catarina","Itapiranga","Santo Antonio","-53.12","-27.12","200","250","NY00418820_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","418817","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","L. B. Smith","14166","1964","12","19","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323760' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418817","Magnoliophyta","Fabales","Benth.","J. W. Grimes","Santa Catarina","Sao Miguel do Oeste","Above Rio Peperiguaçu, Peperi","-53.73","-26.53","300","600","NY00418817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","418830","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","A. Sehnem","12985","1972","03",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323752' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418830","Magnoliophyta","Fabales","Benth.","A. Sehnem","Rio Grande do Sul","Morro Reuter","Morro Reuter, Dois Irmaos","-51.0806","-29.5383","700","700","NY00418830_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","418831","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","G. Jansson","947a","1914","09","16","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323761' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418831","Magnoliophyta","Fabales","Benth.","Harms","Paraná","Pinhais","Pinhaes in silvata","-49.157618","-25.419851","885","885","NY00418831_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","418816","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","L. B. Smith","7629","1956","11","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=323755' target='other'> <mi>dwc_moreinfo</mi></a>","NY00418816","Magnoliophyta","Fabales","Benth.","A. E. Burkart","Santa Catarina","Sao José","Angelina","-48.6272","-27.6156","500","500","NY00418816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-11-13 09:19:50-03","UFRJ","RFA","9721","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","G.G. Hatschbach","18316","1968","01","18",NA,"Brasil",NA,NA,"Árvore 8 m, fruto maduro amarelo","RFA28825",NA,NA,"Benth.","A. Burkart","Paraná","Guarapuava","Guará","-51.4580993652344","-25.395299911499",NA,NA,NA,"53832","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-11-24 17:10:42-03","UTFPR","DVPR","908","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","Dias, MC; Ronque, AW","s.n.","2002","06","13",NA,"Brasil",NA,NA,"Árvore 8 m, flores com corola verde claro, e estames brancos.; Borda da mata, 100 m do rio Tibagi.","DVPR000908","Magnoliophyta",NA,"Benth.","Craveiro, AG","Paraná","Ibiporã","Fazenda Doralice","-51.0480995178223","-23.2691993713379",NA,NA,"DVPR000908","20625","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-11-24 17:10:42-03","UTFPR","DVPR","2930","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","Medri, C; Kinupp, VF; Francisco, EM","707","1998","09","19",NA,"Brasil",NA,NA,"Árvore 7m, botões verdes e flores brancas.; Topo da encosta rochosa e borda da mata.","DVPR002930","Magnoliophyta",NA,"Benth.","Tamashiro, JY","Paraná","Sapopema","Salto das Orquídeas","-50.5802993774414","-23.9108009338379",NA,NA,NA,"21990","auto","1999",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2019-09-10 21:42:59-03","UNEMAT","TANG","3646","S","Plantae","Fabaceae","Inga","virescens","Inga virescens","Chagas, Silva, F","1467","1991","12","10",NA,"Brasil",NA,NA,NA,"TANG000003646",NA,NA,"Benth.","Dias, MC","Paraná","Londrina","Transecto 6","-51.1627998352051","-23.3103008270264",NA,NA,NA,"63728","auto","1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2019-12-04 15:25:12-03","PUCPR","HUCP","104","S","Plantae","Fabaceae","Inga","virescens","Inga virescens","Kummrow, R","s.n.","1982","11","04",NA,"Brasil",NA,NA,NA,"HUCP00014888","Eudicotiledonea",NA,"Benth.","Borneby, R","Paraná","Piraquara","Roça Nova","-49.0633010864258","-25.4416999816895",NA,NA,"HUCP00014888","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2019-12-04 15:25:12-03","PUCPR","HUCP","11048","S","Plantae","Fabaceae","Inga","virescens","Inga virescens",NA,"001","1972","10","15",NA,"Brasil",NA,NA,"Sedidas por Paulo Ernani.","HUCP00014940","Eudicotiledonea",NA,"Benth.","Garcia, FCP","Santa Catarina","Porto União",NA,"-51.0783004760742","-26.2381000518799",NA,NA,"HUCP00014940","41804","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2019-12-04 15:25:12-03","PUCPR","HUCP","23725","S","Plantae","Fabaceae","Inga","virescens","Inga virescens","Dunaiski, A","3279","2007","01","23",NA,"Brasil",NA,NA,NA,"HUCP00014789","Eudicotiledonea",NA,"Benth.","Posseto, RFS","Paraná","Curitiba","Cotolengo","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00014789","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-12-04 15:25:12-03","PUCPR","HUCP","7315","S","Plantae","Fabaceae","Inga","virescens","Inga virescens","Silva, JM","1401","1994","09","22",NA,"Brasil",NA,NA,NA,"HUCP00014874","Eudicotiledonea",NA,"Benth.","Hatschbach, GG","Paraná","Curitiba","Politécnico","-49.2731018066406","-25.4277992248535",NA,NA,"HUCP00014874","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2020-11-26 18:08:18-03","CPAN-UFMS","COR","7370","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","J.M.Silva;L.M.Abe","2627","1998","11","11",NA,"Brasil",NA,NA,"Com Flor: alva",NA,NA,NA,"Benth.","G. Hatschbach 1999","Paraná","Tunas do Paraná","Parque Estadual das Campinas. Mata secundária; ;.","-49.0858001708984","-24.9743995666504",NA,NA,NA,"41885","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-02-24 18:13:32-03","UFBA","ALCB","034528","PreservedSpecimen","Plantae","Fabaceae","Inga","virescens","Inga virescens","Silva, JM; Barbosa, E","1169","1992","11","06","Southern America","Brasil",NA,NA,"10,0 m. Flor alvescente.","ALCB023373","Dicotyledon",NA,"Benth.","Hatschbach, G","Paraná","Curitiba","Jardim Botnico","-49.2731018066406","-25.4277992248535",NA,NA,"ALCB023373 ALCB023373_1","25180","auto","1993",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:10:06-03","NBC","NL-BOTANY","L.1948420","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Hatschbach GG",NA,"1968","01","18","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1948420 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1948420",NA,"Fabales","Benth.",NA,NA,NA,"Est. Paraná. Mun. Guarapuava. Guara.",NA,NA,NA,NA,"NL-L1948420",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-02-08 09:10:06-03","NBC","NL-BOTANY","L 0573503","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200573503 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0573503",NA,"Fabales","Benth.",NA,"Santa Catarina",NA,NA,"-53.733333","-26.533333",NA,NA,NA,NA,NA,NA,"Magnoliopsidae","-53.733333","-26.533333",NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:10:06-03","NBC","NL-BOTANY","L.1062966","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062966 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062966",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1062966",NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw14528",NA,NA,NA,NA,NA
"39","2020-02-08 09:10:06-03","NBC","NL-BOTANY","L.1062967","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Smith LB; Reitz R; Klein RM",NA,"1956","09","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062967 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062967",NA,"Fabales","Benth.",NA,"Santa Catarina",NA,"Angelina, São José. Santa Catarina.",NA,NA,NA,NA,"NL-L1062967",NA,NA,NA,"Magnoliopsidae",NA,NA,"U 0054201 | Uw 18050",NA,NA,NA,NA,NA
"40","2020-02-08 09:10:06-03","NBC","NL-BOTANY","L.1062968","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062968 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062968",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,"NL-L1062968",NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw14528",NA,NA,NA,NA,NA
"41","2020-02-08 09:10:06-03","NBC","NL-BOTANY","L.1062969","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Smith LB; Reitz R; Klein RM",NA,"1956","09","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1062969 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1062969",NA,"Fabales","Benth.",NA,"Santa Catarina",NA,"Angelina, São José. Santa Catarina.",NA,NA,NA,NA,"NL-L1062969",NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw18050",NA,NA,NA,NA,NA
"42","2020-02-08 09:10:06-03","NBC","NL-BOTANY","L.1948419","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Hatschbach GG",NA,"1966","10","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1948419 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1948419",NA,"Fabales","Benth.",NA,NA,NA,"Est. Paraná. S.João de Triunfo.",NA,NA,NA,NA,"NL-L1948419",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:10:06-03","NBC","NL-BOTANY","L.1948421","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Smith LB; Reitz R; Klein RM",NA,"1956","09","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1948421 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1948421",NA,"Fabales","Benth.",NA,"Santa Catarina",NA,"Angelina, São José. Santa Catarina.",NA,NA,NA,NA,"NL-L1948421",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:10:06-03","NBC","NL-BOTANY","L.1948422","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Hatschbach GG",NA,"1956","10","26","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1948422 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1948422",NA,"Fabales","Benth.",NA,NA,NA,"Est. Parana. Mun. Lapa. Agua Amarela.",NA,NA,NA,NA,"NL-L1948422",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-02-08 09:10:06-03","NBC","NL-BOTANY","U 0054202","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Smith LB; Reitz R; Klein RM",NA,"1956","09","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200054202 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0054202",NA,"Fabales","Benth.",NA,"Santa Catarina",NA,"Angelina, São José. Santa Catarina.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw 18050",NA,NA,NA,NA,NA
"46","2020-02-08 09:10:06-03","NBC","NL-BOTANY","U 0270292","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Smith LB; Reitz R; Klein RM",NA,"1956","09","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270292 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270292",NA,"Fabales","Benth.",NA,"Santa Catarina",NA,"Angelina, São José. Santa Catarina.",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw18050",NA,NA,NA,NA,NA
"47","2020-02-08 09:10:06-03","NBC","NL-BOTANY","U 0270293","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Lindeman JC; Horreüs de Haas R",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200270293 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0270293",NA,"Fabales","Benth.",NA,"Paraná",NA,"Brandalize",NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw12829",NA,NA,NA,NA,NA
"48","2020-02-08 09:10:06-03","NBC","NL-BOTANY","U 0277979","PreservedSpecimen","Plantae","Leguminosae-Mim.","Inga","virescens","Inga virescens","Reitz R; Klein RM",NA,"1968","01","01","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200277979 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0277979",NA,"Fabales","Benth.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,"Uw14528",NA,NA,NA,NA,NA
