"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","minimumElevationInMeters","maximumElevationInMeters","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber"
"132","2019-08-20 10:02:50-03","UNICAMP","UEC","51605","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Zachia, RA","1993","07",NA,"RMB","1283","1988","05","27","Brazil","Paraná","Curitiba","Morr Bento Alves","-49.2731018066406","-25.4277992248535",NA,NA,"Árvore de 12m, CAP=64cm, casca finamente fendilhada, amarronzada, ramos ferrugíneos. Encosta.","UEC099723",NA,NA,"UEC099723",NA,NA,NA,NA,"Magnoliopsida",NA,"25180","auto",NA,NA,NA,NA,NA
"133","2019-08-20 10:02:50-03","UNICAMP","UEC","28668","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Dias, MC","1988","02",NA,"Hatschbach, G","41950","1979","01","24","Brazil","Paraná","Morretes","Rio Bromado.","-48.834400177002","-25.476900100708",NA,NA,"flor, árvore 12m, flor rosada, mata pluvial.","UEC099725",NA,NA,"UEC099725",NA,NA,NA,NA,"Magnoliopsida",NA,"30514","auto",NA,NA,NA,NA,NA
"134","2019-08-20 10:02:50-03","UNICAMP","UEC","112556","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Heaulea, C","1999","09",NA,"Dias, E","s.n.","1999","09","22","Brazil","Santa Catarina","Joinville","Pirabeiraba, Próximo à Fundação 25 de julho.","-48.8456001281738","-26.3043994903564",NA,NA,"fruto, NV: pindaiba. Frutos verdes.","UEC099731",NA,NA,"UEC099731",NA,NA,NA,NA,"Magnoliopsida",NA,"37150","auto",NA,NA,NA,NA,NA
"135","2019-08-20 10:02:50-03","UNICAMP","UEC","64730","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Bernacci, LC","25867","1990","08","01","Brazil","São Paulo","Campinas","Fazenda São Vicente","-47.060001373291","-22.8999996185303",NA,NA,"Mata mesófila semidecídua. Indivíduo jovem ca. 3m alt., caule descamante avermelhado (ritidoma). Material vegetativo. Interior de mata.","UEC099740",NA,NA,"UEC099740",NA,NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA
"136","2019-08-20 10:02:50-03","UNICAMP","UEC","66392","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Dias, MC","1988","02",NA,"Souza, HM","s.n.","1971","01","10","Brazil","São Paulo","Campinas","IAC","-47.060001373291","-22.8999996185303",NA,NA,"flor, Árvore, 5-6m, flores avermelhadas.","UEC099726",NA,NA,"UEC099726",NA,NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA
"137","2021-03-01 16:21:30-03","UNICAMP","UEC","60861","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Tamashiro, JY; Rodrigues, RR; Haddad, CFB","4203","1984",NA,NA,"Brazil","São Paulo","Campinas","Reserva Municipal de Santa Genebra - Campinas","-47.060001373291","-22.8999996185303",NA,NA,"Mata","UEC104489",NA,NA,"UEC104489",NA,NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA
"138","2021-03-01 16:21:30-03","UNICAMP","UEC","147956","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Santos, K",NA,NA,NA,"Santos, K","226","1997","04","11","Brazil","São Paulo","Campinas","Sud- Distrito de Sousas.","-47.060001373291","-22.8999996185303",NA,NA,"Árvore, 4m de altura, PAP: 12cm, Córtex avermelhado, papiráceo esfoliante. Indivíduo Jovem. Vegetativo.; Floresta Estacional Semidecidual. Interior da mata.","UEC099579",NA,NA,"UEC099579",NA,NA,NA,NA,"Magnoliopsida",NA,"23900","auto",NA,NA,NA,NA,NA
"139","2019-08-20 10:02:50-03","UNICAMP","UEC","73536","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Lobão, A","2004","08",NA,"Baitello, JB; Pastore, JFB","791","1995","07","28","Brazil","São Paulo","Ibiúna","Fazenda Tucano","-47.2200012207031","-23.6499996185303",NA,NA,"fruto, Na mata. Árvore 8m alt., frutos imaturos verdes.","UEC099736",NA,NA,"UEC099736",NA,NA,NA,NA,"Magnoliopsida",NA,"43112","auto",NA,NA,NA,NA,NA
"140","2019-08-20 10:02:50-03","UNICAMP","UEC","63701","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Goldenberg, R; Martins, E","27908","1992","11","23","Brazil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"flor, Árvore 7m alt., botões esverdeados, folhas aromáticas. Beira de estrada.","UEC099742",NA,NA,"UEC099742",NA,NA,NA,NA,"Magnoliopsida",NA,"22843","auto",NA,NA,NA,NA,NA
"141","2019-08-20 10:02:50-03","UNICAMP","UEC","63702","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Goldenberg, E; Martins, E","27908","1992","11","23","Brazil","São Paulo","Itirapina",NA,"-47.8199996948242","-22.25",NA,NA,"flor, Árvore 7m alt., botões esverdeados, folhas aromáticas. Beira da estrada.","UEC099739",NA,NA,"UEC099739",NA,NA,NA,NA,"Magnoliopsida",NA,"22843","auto",NA,NA,NA,NA,NA
"142","2019-08-20 10:02:50-03","UNICAMP","UEC","33459","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Dias, MC","1988","04",NA,"Hoehne, W","s.n.","1944","10","19","Brazil","São Paulo","São Paulo","Parque do Estado de São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"flor, NV: pindauvuna.","UEC099728",NA,NA,"UEC099728",NA,NA,NA,NA,"Magnoliopsida",NA,"53584","auto",NA,NA,NA,NA,NA
"143","2019-08-20 10:02:50-03","UNICAMP","UEC","82206","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Leitão Filho, HF",NA,NA,NA,"Leitão Filho, HF; Rodrigues, RR; Sanchez, M; Santin, DA; Nave, AG; Mansano, VF; Seoane, CE","34771","1996","02","02","Brazil","São Paulo","Ubatuba","Entrada para estrada de Camburi.","-45.0699996948242","-23.4300003051758",NA,NA,"flor, Encosta atlântica#?#, árvore com 12m alt., flor vermelha.","UEC099729",NA,NA,"UEC099729",NA,NA,NA,NA,"Magnoliopsida",NA,"34265","auto",NA,NA,NA,NA,NA
"144","2019-11-05 16:42:52-03","UFOP","OUPR","248","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Glaziou, A.F.M.",NA,NA,NA,"Glaziou, A.F.M.","s.n.","1893",NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"145","2019-11-05 16:42:52-03","UFOP","OUPR","1398","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Messias, M.C.T.B.; Roschel, M.B. & Dias, S.","s.n.","1994","04","30","Brasil","Minas Gerais","Mariana","Parque Estadual do Itacolomi, Vale do Belchior","-43.4160995483398","-20.377799987793",NA,NA,"Árvore 8,0 metros. Material estéril. Ramos com ritidoma avermelhado. Mata.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA
"146","2019-01-17 11:26:11-02","PUCRS","MPUC","9192","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","B.E. Irgang",NA,NA,NA,NA,NA,"1996","05","03","Brasil","SC","Florianópolis","Ponta das Canas","-48.5491981506348","-27.596700668335",NA,NA,NA,NA,NA,NA,NA,NA,"South America",NA,NA,NA,"Magnoliales","27000","auto",NA,"Magnoliopsida",NA,"1",NA
"147","2020-10-14 09:58:12-03","FURB","FURB","14843","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Matias, H.G.",NA,NA,NA,NA,"Brasil","Santa Catarina","São Francisco do Sul","Cepa - Vila da Glória.","-48.6627778","-26.2152778","-48.6627778","-26.2152778","Número de coletor Q18-03","FURB14623",NA,NA,"FURB14623",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"148","2020-10-14 09:58:12-03","FURB","FURB","28729","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Stival-Santos, A","2010","07","11","Stival-Santos, A.; Meyer, D. & Silveira, S.","3027","2010","07","11","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Guarda do Cubatão.","-48.69","-27.72","-48.6900000","-27.7200000","Florística IFFSC 287 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; entorno do fragmento, beira de estrada Habito: arbórea; Fruto verde;","FURB00484","108","108","FURB00484",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"149","2019-11-08 08:48:53-03","FURB","FURB","45401","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Oliveira, AA de","2015","01","11","Oliveira, A.A. de","914","2015","01","11","Brasil","Santa Catarina","Jacinto Machado","Tenente.","-49.86","-29.07","-49.8600000","-29.0700000","Fito IFFSC 10 /S/17","FURB14621","80","80","FURB14621",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-10-14 09:58:12-03","FURB","FURB","53417","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","L.A. Funez","2017","04","24","Funez, L.A.","6213","2017","04","24","Brasil","Santa Catarina","Rodeio","Rodeio 12.","-49.3255556","-26.8338889","-49.3255556","-26.8338889","Frutos imaturos Habitat: Borda da floresta Habito: Árvore","FURB53417","76","76","FURB53417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2020-10-14 09:58:12-03","FURB","FURB","56211","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Kassner-Filho, A.","2017","11","23","Kassner-Filho, A.","1549","2017","11","23","Brasil","Santa Catarina","Guaramirim","Jaqua-açu.","-49.0416666","-26.5336111","-49.0416666","-26.5336111","botão floral Habitat: interior do fragmento Habito: árvore","FURB56211",NA,NA,"FURB56211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"152","2019-11-08 08:48:53-03","FURB","FURB","58277","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Gebien, W.","2018","03","14","Gebien, W.","103","2017","10","07","Brasil","Santa Catarina","Blumenau","rua Antonio Zendrom. beira do caminho do fragmento.","-49.0872222","-26.9572222","-49.0872222","-26.9572222",NA,"FURB58277","100","100","FURB58277",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-12-09 14:46:32-03","FURB","FURB","66529","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Kassner-Filho, A.","2020","07","25","Kassner-Filho, A.","5721","2020","07","25","Brasil","Santa Catarina","Palhoça","Pagará - AID Linha de Transmissão.","-48.7366666","-27.6355555","-48.7366666","-27.6355555","fruto imaturo Habitat: borda do fragmento Habito: arbórea","FURB66529","257","257","FURB66529",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2020-12-09 14:46:32-03","FURB","FURB","66567","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Kassner-Filho, A.","2020","09","13","Kassner-Filho, A.","5792","2020","09","13","Brasil","Santa Catarina","São Pedro de Alcântara","Rua Ana Lohn Pering.","-48.7941666","-27.5727778","-48.7941666","-27.5727778","fruto imaturo Habitat: interior do fragmento Habito: arbórea","FURB66567","267","267","FURB66567",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-10-14 09:58:12-03","FURB","FURB","41705","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Reis, A","1982","04","14","Klein, R.M.","8130","1969","01","24","Brasil","Santa Catarina","Florianópolis","Saco Grande, Ilha de Santa Catarina.","-48.5491981506348","-27.596700668335",NA,NA,NA,"FURB14622","250","250","FURB14622",NA,NA,NA,NA,NA,NA,"27000","auto",NA,NA,NA,NA,NA
"156","2020-10-14 09:58:12-03","FURB","FURB","9854","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Aranha, C","1999","09","22","Dias, E.",NA,"1999","09","22","Brasil","Santa Catarina","Joinville","Próximo a Fundação 25 de Julho. Pirabeiraba.","-48.8456001281738","-26.3043994903564",NA,NA,NA,"FURB14624",NA,NA,"FURB14624",NA,NA,NA,NA,NA,NA,"37150","auto",NA,NA,NA,NA,NA
"157","2021-03-16 17:53:12-03","UCS","HUCS","39417","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Stival-Santos, A.","2010",NA,NA,"Stival-Santos, A.","3027","2010","07","11","Brasil","Santa Catarina","Santo Amaro da Imperatriz","Guarda do Cubatão","-49.15","-28.2","-49.15","-28.2","Herbário FURB 28729; Floresta Ombrófila Mista - entorno do fragmento -",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-16 17:53:12-03","UCS","HUCS","43801","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Barbosa, E.","2014","11","25","Silva, J.M.","8686","2014","11","08","Brasil","Paraná","Garuva","Rodovia Miguel jamur, Bairro Minas Velhas",NA,NA,NA,NA,"Árvore, 5 m, frutos imaturos.; Margens de rodovia",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"159","2021-03-16 17:53:12-03","UCS","HUCS","48191","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Kassner-Filho, A.","2017","11","23","Kassner-Filho, A.","1549","2017","11","23","Brasil","Santa Catarina","Guaramirim","Jagua-açu","-49.041667","-26.533611","-49.041667","-26.533611","FURB 56211; Interior do fragmento. Árvore, botão floral",NA,"553","553",NA,NA,NA,NA,NA,"Angiospermae","Magnoliales",NA,NA,NA,NA,NA,NA,NA
"160","2021-03-16 17:53:12-03","UCS","HUCS","29903","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Mello-Silva, R.","2000",NA,NA,"Silva, J.M.","3024","1999","09","01","Brasil","Paraná","Cruzeiro do Iguaçu","Rio Chopim-barra do rio Iguaçu","-53.127799987793","-25.6156005859375",NA,NA,"Herbário MBM; floresta",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Magnoliales","12520","auto",NA,NA,NA,NA,NA
"161","2021-03-16 17:53:12-03","UCS","HUCS","15835","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Mello-Silva, R.","2000",NA,NA,"Silva, J.M.","2925","1999","04","15","Brasil","Paraná","Cruzeiro do Iguaçu","Rio Iguaçu-próximo a barra do Rio Chopim","-53.127799987793","-25.6156005859375",NA,NA,"Herbário MBM; floresta das margens do rio",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Magnoliales","12520","auto",NA,NA,NA,NA,NA
"162","2021-03-16 17:53:12-03","UCS","HUCS","05388","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","Hatschbach, G.","1988",NA,NA,"Silva, J.M.","540","1988","08","28","Brasil","Santa Catarina","Garuva","Rod. Guaratuba-Itapoã- Fazenda Menegusso","-48.8549995422363","-26.0266990661621",NA,NA,"mata pluvial da planície",NA,NA,NA,NA,NA,NA,NA,NA,"Angiospermae","Magnoliales","22441","auto",NA,NA,NA,NA,NA
"163","2019-06-27 10:23:53-03","UFES","VIES","31146","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Curto, R.A.; Martins, L.T.; David, H.C. & Silva, A.E.","196","2010","09","06","Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496",NA,NA,NA,"VIES031146","650","650","VIES031146",NA,NA,NA,NA,NA,NA,"17884","auto",NA,NA,NA,NA,NA
"164","2019-06-27 10:23:53-03","UFES","VIES","30726","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"Lage, C.; Monteiro, J.M. & Silva, A.E.","30","2012","08",NA,"Brasil","Espírito Santo","Guaçuí","Floresta do Rosal.","-41.6794013977051","-20.7756004333496",NA,NA,NA,"VIES030726","650","650","VIES030726",NA,NA,NA,NA,NA,NA,"17884","auto",NA,NA,NA,NA,NA
"165","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","1489","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,"1997","07","14",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore Xy2M, coleta à 1,3m no caule, floresta estacional semidecidual, mata da Prefeitura de Botucatu, Hospital Psiquátrico, 22° S latitude e 48° W longitude, 782m altitude, média de precipitação anua","BOTUW001489",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","1486","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,"1996","07","27",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore Xy3M, coleta à 1,3m no caule, floresta estacional semidecidual, mata da Prefeitura de Botucatu, Hospital Psiquátrico, 22° S latitude e 48° W longitude, 782m altitude, média de precipitação anua","BOTUW001486",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","1488","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,"1996","12","18",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore Xy3M, coleta à 1,3m no caule, floresta estacional semidecidual, mata da Prefeitura de Botucatu, Hospital Psiquátrico, 22° S latitude e 48° W longitude, 782m altitude, média de precipitação anua","BOTUW001488",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","1490","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,"1997","07","14",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore Xy3M, coleta à 1,3m no caule, floresta estacional semidecidual, mata da Prefeitura de Botucatu, Hospital Psiquátrico, 22° S latitude e 48° W longitude, 782m altitude, média de precipitação anua","BOTUW001490",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","1487","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,"1996","12","18",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore Xy2M, coleta à 1,3m no caule, floresta estacional semidecidual, mata da Prefeitura de Botucatu, Hospital Psiquátrico, 22° S latitude e 48° W longitude, 782m altitude, média de precipitação anua","BOTUW001487",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","1491","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,"1997","12","15",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore Xy2M, coleta à 1,3m no caule, floresta estacional semidecidual, mata da Prefeitura de Botucatu, Hospital Psiquátrico, 22° S latitude e 48° W longitude, 782m altitude, média de precipitação anua","BOTUW001491",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","1485","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,"1996","07","27",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore Xy2M, coleta à 1,3m no caule, floresta estacional semidecidual, mata da Prefeitura de Botucatu, Hospital Psiquátrico, 22° S latitude e 48° W longitude, 782m altitude, média de precipitação anua","BOTUW001485",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-04-05 11:05:53-03","UNESP-IBB","BOTUW","1492","PreservedSpecimen","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,NA,NA,"1997","12","15",NA,NA,NA,NA,NA,NA,NA,NA,"Árvore Xy3M, coleta à 1,3m no caule, floresta estacional semidecidual, mata da Prefeitura de Botucatu, Hospital Psiquátrico, 22° S latitude e 48° W longitude, 782m altitude, média de precipitação anua","BOTUW001492",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2019-08-16 08:38:14-03","UTFPR","HCF","19368","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Sprengel","E. Barboza","2014","11","25","J.M. Silva","8686","2014","11","08","Brasil","PR","Garuva","Rodovia Miguel Jamur, Bairro Minas",NA,NA,NA,NA,"árvore, 5 m, frutos imaturos. Margens de rodovia.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2019-08-16 08:38:14-03","UTFPR","HCF","2842","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Sprengel","J. Cordeiro & B. Biancolini","2005","11",NA,"M.G. Caxambu","851","2005","10","08","Brasil","PR","Morretes","Comunidade do Candonga/ rio Sagrado","-48.834400177002","-25.476900100708",NA,NA,"árvore ca. 15m, com frutos imaturos de cor verde.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA
"175","2020-06-29 09:29:09-03","UFRRJ","RBR","2051","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"A. Puttemans","s.n.","1906","08",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,NA,"RBR00002051",NA,NA,"RBR00002051",NA,NA,NA,NA,NA,NA,"44778","auto",NA,NA,NA,NA,NA
"176","2020-06-29 09:29:09-03","UFRRJ","RBR","15302","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"C.S. Pardo","s.n.","2000","06","30","Brasil","Rio de Janeiro","Teresópolis","Cascata do Imbuí, Aprox. 900m de altitude.","-42.9655990600586","-22.4122009277344",NA,NA,NA,"RBR00015302",NA,NA,"RBR00015302",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA
"177","2020-06-29 09:29:09-03","UFRRJ","RBR","34287","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"R.S. Nunes","15","2006","12","19","Brasil","Rio de Janeiro","Mangaratiba","Ilha da Marambaia, Cota 100 m, parcela 07, planta 19; Vertente Baía de Sepetiba, morro à direita, após a Gruta(outro lado)","-44.040599822998","-22.9596996307373",NA,NA,NA,"RBR00034287",NA,NA,"RBR00034287",NA,NA,NA,NA,NA,NA,"17272","auto",NA,NA,NA,NA,NA
"178","2020-06-29 09:29:09-03","UFRRJ","RBR","43134","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","L.H. Soares",NA,NA,NA,"L.H. Soares",NA,"2015","06","12","Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F119/34.","-43.450556","-22.956667","43º27'2''W","22º57'24''S",NA,"RBR00043134",NA,NA,"RBR00043134",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2020-06-29 09:29:09-03","UFRRJ","RBR","43135","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","T.P.P. Alverga",NA,NA,NA,"T.P.P. Alverga",NA,"2015","06","10","Brasil","Rio de Janeiro","Rio de Janeiro","Inventário Carbono - Rio de Janeiro. Inventário complementar F110/25.","-43.45","-22.957778","43º27'W","22º57'28''S",NA,"RBR00043135",NA,NA,"RBR00043135",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2020-06-29 09:29:09-03","UFRRJ","RBR","4998","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.","B. Kurtz","2000","10","25","M.L.C.V. Spolidoro","221","2000","08","15","Brasil","Rio de Janeiro","Valença","'Barão de Juparanã, Fazenda Santa Mônica, alto do Baeta.Sub-parcela C4 indivíduo 5.22°21#?# S - 43°43#?# W'","-43.7002983093262","-22.2455997467041",NA,NA,NA,"RBR00004998",NA,NA,"RBR00004998",NA,NA,NA,NA,NA,NA,"47830","auto",NA,NA,NA,NA,NA
"181","2020-06-29 09:29:09-03","UFRRJ","RBR","2083","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"A. Gentry; E. Zardini","49203","1985","01","05","Brasil","São Paulo","Igaratá","'N from km 13 of Dom Pedro Highway, El Dash property and adjacent forest remnant, alt. ca. 800m. Interior foothills of Serra do Mar.43°20#?# S - 46°02#?# W'","-46.1500015258789","-23.2000007629395",NA,NA,NA,"RBR00002083",NA,NA,"RBR00002083",NA,NA,NA,NA,NA,NA,"24798","auto",NA,NA,NA,NA,NA
"182","2020-06-29 09:29:09-03","UFRRJ","RBR","2110","S","Plantae","Annonaceae","Xylopia","brasiliensis","Xylopia brasiliensis","Spreng.",NA,NA,NA,NA,"M.R. Barbosa","563","1988","10","07","Brasil","Rio de Janeiro","Piraí","Represa de Ribeirão das Lajes","-43.8981018066406","-22.6291999816895",NA,NA,NA,"RBR00002110",NA,NA,"RBR00002110",NA,NA,NA,NA,NA,NA,"20293","auto",NA,NA,NA,NA,NA
