"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","monthIdentified","class","typeStatus","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"1","2021-03-15 16:37:00-03","NY","NYBG","1017275","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","A. M. S. da F. Vaz","745","1990","09","02","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sitio Sofronites, caminho em direção ai Sitio do Sr. Breno.","-42.5308","-22.2819","1000","1000","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204111' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017275","NY01017275_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","1039342","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","M. V. Peron","945","1992","07","15","South America","Brazil","Rio de Janeiro","Guapimirim","Estação Ecológica Estadual de Paraíso. Parcela 20. Área 20A.","-42.883","-22.483",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1485570' target='other'> <mi>dwc_moreinfo</mi></a>","NY01039342","NY01039342_01","S. J. da Silva Neto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","1017274","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","G. Martinelli","12460","1988","04","26","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaéde Cima, Nascente do Rio das Flores. Parc. 1A, microp. 1b, ind. 80.","-42.05","-22","12","12","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204107' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017274","NY01017274_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","1017273","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","S. de V. A. Pessôa","393","1988","10","11","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaéde Cima, Nascente do Rio das Flores. Parc. 1B, microp. 6b, Ind. 3094.","-42.05","-22",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204101' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017273","NY01017273_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2017-01-12 10:50:00-02","NY","NYBG","557887","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea",NA,"G. J. Shepherd","10442","1979","10","06","South America","Brazil","São Paulo","Sao Sebastiao","Estr. Rio-Santos, à 15 km. da cidade no sentiado à Bertioga","-45.4097","-23.7603",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479561' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557887","NY00557887_01","F. F. Mazine",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2021-03-15 16:37:00-03","NY","NYBG","01081542","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","V. C. Souza","9225","1995","10","08","South America","Brazil","São Paulo","Itanhaém","Fazenda São Luis.","-46.7797","-24.1803",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1237772' target='other'> <mi>dwc_moreinfo</mi></a>","NY01081542","NY01081542_01","M. L. Kawasaki",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"7","2021-03-15 16:37:00-03","NY","NYBG","1017271","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","I. A. Araujo","95","1989","10","26","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaéde Cima, Estrada para o Sítio de João Luis.","-42.5311012268066","-22.2819004058838",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204093' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017271","NY01017271_01",NA,"33190","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"8","2021-03-15 16:37:00-03","NY","NYBG","1281789","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","H. C. de Lima","3425","1988","10","04","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima. Sítio Sophronites, nascente do rio das flores.","-43.5389","-22.4583",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1742446' target='other'> <mi>dwc_moreinfo</mi></a>","NY01281789","NY01281789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"9","2021-03-15 16:37:00-03","NY","NYBG","1017272","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","R. R. Guedes","2167","1988","11","07","South America","Brazil","Rio de Janeiro","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Nascente do Rio das Flores. Parc. 1B, microp. 7e, Ind. 3329.","-42.05","-22",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1204097' target='other'> <mi>dwc_moreinfo</mi></a>","NY01017272","NY01017272_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2021-03-15 16:37:00-03","NY","NYBG","1279925","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","expansa","Eugenia expansa","Spring ex Mart.","H. C. de Lima","2627","1985","11","23","South America","Brazil","Rio de Janeiro","Magé","Paraiso, Centro de Primatologia do Rio de Janeiro, próximo à represa.","-43.0406","-22.6531",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1514601' target='other'> <mi>dwc_moreinfo</mi></a>","NY01279925","NY01279925_01","G. M. Barroso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"11","2021-03-15 16:37:00-03","NY","NYBG","557917","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Eugenia","expansa","Eugenia expansa","Spring ex Mart.","J. R. Mattos","11622","1964","03","17","South America","Brazil","São Paulo","Jeriquara","Jeriquara, Fazenda Estiva. Margens do Rio Ponta Nova","-47.58","-20.31",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=479575' target='other'> <mi>dwc_moreinfo</mi></a>","NY00557917","NY00557917_01","M. Sobral",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-02-18 09:30:14-03","UNESP-IBB","BOTU","31268","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Silva, J.M.","2864","1999","01","15",NA,"Brasil","São Paulo","Barra do Turvo","Ribeirão do Meio",NA,NA,NA,NA,NA,NA,"BOTU031268",NA,"Sobral, M.",NA,NA,"1999","9999","9999",NA,NA,NA,NA,NA,NA,NA
"13","2021-02-08 11:09:33-03","UNESP-IBB","BOTU","27260","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O. Berg) Mattos","Staggemeier, V.G.","96","2006","11","19",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9","-25.05",NA,NA,NA,NA,"BOTU027260",NA,"Sobral, M.",NA,NA,"2007","47°54'w","25°03's","11",NA,NA,NA,NA,NA,NA
"14","2020-06-29 11:31:36-03","UFRJ","RFA","15704","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","P. Occhioni","6858","1975","01",NA,NA,"Brasil","Rio de Janeiro","Magé",NA,"-43.040599822998","-22.6527996063232",NA,NA,NA,"Arbusto; frutos imaturos","RFA46363",NA,"M. Sobral","20531","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-06-29 11:31:36-03","UFRJ","RFA","15557","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","P. Occhioni","6381","1974","10","20",NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, Dedo de Deus","-42.9655990600586","-22.4122009277344","900","900",NA,"Arbusto; fruto imaturo","RFA46375",NA,"M. Sobral","38539","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-06-29 11:31:36-03","UFRJ","RFA","39516","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Finotti R.; Caruzo J.","42",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Interior de fragmento florestal cujo o entorno é ocupado por várias pequenas propriedades, antigo assentamento do INCRA","-42.909444","-22.536944","50","50",NA,"Arvore com PAP de 51 cm.","RFA24474",NA,NA,NA,NA,NA,"42º54'34''W","22º32'13''S",NA,NA,NA,NA,NA,NA,NA
"17","2020-06-29 11:31:36-03","UFRJ","RFA","15800","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","P. Occhioni","6518","1974","12",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, Dedo de Deus","-42.9655990600586","-22.4122009277344","1000","1000",NA,"Arbusto de 4 - 5 m de altura; flores alvas","RFA46362",NA,"M. Sobral","38539","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-06-29 11:31:36-03","UFRJ","RFA","15788","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","P. Occhioni","6536","1974","12",NA,NA,"Brasil","Rio de Janeiro","Teresópolis","Serra dos Órgãos, próximo Dedo de Deus","-42.9655990600586","-22.4122009277344","1000","1000",NA,"Arbusto de ca. 3 m de altura; flores alvas","RFA46372",NA,"M. Sobral","38539","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-06-29 11:31:36-03","UFRJ","RFA","15906","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","P. Occhioni","6795","1975","01","20",NA,"Brasil","Rio de Janeiro","Guapimirim","Serra dos Órgãos, loc. Paraíso, próximo a Guapimirim","-42.9818992614746","-22.5372009277344",NA,NA,NA,"Arbusto; fruto","RFA46373",NA,"M. Sobral","21463","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:31:36-03","UFRJ","RFA","18623","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","P. Occhioni","8209","1977","05",NA,NA,"Brasil","Rio de Janeiro","Itatiaia","Parque Nacional do Itatiaia, Plnalto","-44.5633010864258","-22.4960994720459","1200","1200",NA,"Arbusto; flor creme-esverdeada","RFA46377",NA,"M. Sobral","19648","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:31:36-03","UFRJ","RFA","15868","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","P. Occhioni","6669","1974","12",NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, loc. Limoeiro","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arbusto de 3 m de altura; frutos maduros amarelos","RFA46364",NA,"M. Sobral","57442","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:31:36-03","UFRJ","RFA","18227","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","P. Occhioni","7971","1976","11","30",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Serra dos Órgãos, loco Garrafão","-43.2075004577637","-22.9027996063232",NA,NA,NA,"Arbusto. Flor creme","RFA46371",NA,"M. Sobral","57442","auto","2001",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:45:50-03","EAO","IAN","27503","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","Berg","Riedel, L","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,"IAN027503",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-02-08 10:06:08-03","NBC","NL-BOTANY","U 0005013","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","cuprea","Eugenia cuprea","Koord. & Valeton","Riedel L",NA,"1823","10","01","Southern America","Brazil",NA,NA,"Mandiocca",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U%20%200005013 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U0005013","NL-U0005013",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","isotype","165206 B",NA,NA,NA
"25","2020-02-08 10:06:13-03","NBC","NL-BOTANY","L.2508152","PreservedSpecimen","Plantae",NA,"Myrtales","Myrtaceae","Eugenia","expansa","Eugenia expansa","Spring ex Mart.","Martius CFP von",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"in Sierra d' Estrella.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2508152 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2508152","NL-L2508152",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"26","2020-11-04 11:14:29-03","ESALQ","ESA","128280","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea",NA,"Flores, T.B.","1847.0","2013","03","28",NA,"Brasil","São Paulo","Tapirai","Trilha da casa da pedra, UHE do Juquiá, Serraria, Floresta Ombrófila Densa.","-47.55755","-24.16651",NA,NA,NA,NA,"ESA128280",NA,NA,NA,NA,NA,"-47.55755","-24.16651",NA,NA,NA,NA,NA,NA,NA
"27","2020-11-04 11:14:29-03","ESALQ","ESA","111297","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea",NA,"Grupo 3",NA,"2008","09","21",NA,"Brasil","São Paulo","Cananéia",NA,"-47.9199981689453","-25.0100002288818",NA,NA,NA,NA,"ESA111297","ESA111297","Harissis, A.","37574","auto","2008",NA,NA,"11",NA,NA,NA,"01",NA,NA
"28","2020-11-04 11:14:29-03","ESALQ","ESA","62279","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Kozera, C. et al.","883.0","1999","01","13",NA,"Brasil","São Paulo","Iguape",NA,"-47.5499992370605","-24.7000007629395",NA,NA,NA,NA,"ESA062279","ESA062279","Mazine, F.F.","55628","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-04 11:14:29-03","ESALQ","ESA","29491","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Ivanauskas, N.M. ; Gomes, A.","1046.0","1995","12","27",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029491","ESA029491","Ivanauskas, N.M.","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-11-04 11:14:29-03","ESALQ","ESA","29416","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Ivanauskas, N.M. et al.","971.0",NA,NA,NA,NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA029416","ESA029416","Ivanauskas, N.M.","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-11-04 11:14:29-03","ESALQ","ESA","17725","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Ivanauskas, N.M. ; Maestro, A.L.","117.0","1995","04","18",NA,"Brasil","São Paulo","Pariquera-Açu",NA,"-47.8800010681152","-24.7099990844727",NA,NA,NA,NA,"ESA017725","ESA017725","Aguiar, O.T.","17990","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-11-04 11:14:29-03","ESALQ","ESA","9110","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Moraes, P.L.R.","811.0","1993","03","27",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA009110","ESA009110","Kawasaki, M.L.","27904","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-11-04 11:14:29-03","ESALQ","ESA","105476","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea",NA,"Aguiar, O.T.",NA,"2002","03","13",NA,"Brasil","São Paulo","São Miguel Arcanjo",NA,"-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,"ESA105476","ESA105476","Aguiar, O.T.","27904","auto","2002",NA,NA,"03",NA,NA,NA,"17",NA,NA
"34","2020-11-04 11:14:29-03","ESALQ","ESA","63026","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Myrtaceae","Eugenia","cuprea","Eugenia cuprea","(O.Berg) Nied.","Souza, V.C. et al.","21612.0","1998","12","17",NA,"Brasil","São Paulo","São Sebastião",NA,"-45.4099998474121","-23.7600002288818",NA,NA,NA,NA,"ESA063026","ESA063026","Sobral, M.","41977","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
