"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","class","typeStatus","relatedCatalogItem","infraspecificEpithet","fieldNumber","individualCount","previousCatalogNumber"
"48","2019-11-21 14:40:23-03","UFJF","CESJ","64018","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","K. Antunes","K. Antunes; G. Maradeia; M. Neves; V. Galano; E. Almeida","573","2014","01","26","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Trilha para Cachoeira da Água Amarela","-43.8278007507324","-22.0891990661621",NA,"(fitossociologia) Arvoreta 2,5 m alt. Escrube em solo quartzítico. Frutos quando maduros nigrescentes, população grande","CESJ064018",NA,NA,NA,NA,NA,"20815","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2019-11-21 14:40:23-03","UFJF","CESJ","63388","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","D.S. Santiago","L. Menini Neto; S.G. Furtado","1140","2013","02","12","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Floresta Ombrófila Mista, a ca. 1700 m.s.m.","-44.8899993896484","-21.9589004516602",NA,"Arvoreta, ca. 2,5m alt., na borda da floresta ombrófila mista. Frutos imaturos verdes, passando a vermelhos, maduros atrovináceos.","CESJ063388",NA,"1800","1800",NA,NA,"29865","auto","2013","09",NA,NA,NA,NA,NA,NA,NA,NA
"50","2019-11-21 14:40:23-03","UFJF","CESJ","60890","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","K. Antunes","D.S. Santiago; R.J.V.Alves; K. Antunes","168","2012","11","23","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, No campo.","-44.8899993896484","-21.9589004516602",NA,"Arbusto, ca. 2 m. Frutos róseos, roxos quando maduros. Folhas discolores na parte abaxial.","CESJ060890",NA,NA,NA,NA,NA,"29865","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2019-11-21 14:40:23-03","UFJF","CESJ","56878","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M.F. Santos","L. Menini Neto; F.R.G. Salimena; P.H. Nobre","935","2010","09","25","América do Sul","Brasil","Minas Gerais","Aiuruoca","Parque Estadual da Serra do Papagaio, Trilha para o Pico do Papagaio. UTM (23K), 0536092, 7564590. 1598 m.s.m.","-44.603099822998","-21.9755992889404",NA,"Árvore, ca. 4m alt., na borda da mata, em transição com o campo. Folhas discolores, flores alvas.","CESJ056878",NA,NA,NA,NA,NA,"27460","auto","2010","11","26",NA,NA,NA,NA,NA,NA,NA
"52","2019-11-21 14:40:23-03","UFJF","CESJ","38032","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Flora do Brasil","V.C. Souza; et al.","2360","2000","02","21","América do Sul","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, próximo a tronqueira, na trilha para o Terreirão","-41.8683013916016","-20.4333000183105",NA,NA,"CESJ038032","CESJ038032",NA,NA,NA,NA,"21645","auto","2015","03","24",NA,NA,NA,NA,NA,NA,NA
"53","2019-11-21 14:40:23-03","UFJF","CESJ","39315","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M. Sobral","L.C.S. Assis; M.S. Magalhães","616","2002","11","09","América do Sul","Brasil","Minas Gerais","Barroso","Mata do Baú","-43.9757995605469","-21.1868991851807",NA,"Arvoreta ca. 3 m, na borda da mata, folhas discolores, tronco sulcado e acinzentado, frutos em tons de amarelo à avermelhados.","CESJ039315",NA,NA,NA,NA,NA,"7934","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-21 14:40:23-03","UFJF","CESJ","24431","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M. Sobral","L. Krieger; M.C. Brügger; Orlando","CESJ24431","1988","10","10","América do Sul","Brasil","Minas Gerais","Bom Jardim de Minas",NA,"-44.1911010742188","-21.9472007751465",NA,"Arbusto no cerrado. Flores com cor castanho-amarelado.","CESJ024431",NA,NA,NA,NA,NA,"20996","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-21 14:40:23-03","UFJF","CESJ","52512","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M. Sobral","M.G. Rezende; R.C.L. Elias","255","2008","11","22","América do Sul","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Serra da Pedra Branca.","-46.386100769043","-21.9235992431641",NA,"Arbusto ca. 1,5m, campo de altitude, frutos vináceos.","CESJ052512",NA,NA,NA,NA,NA,"25710","auto","2009","12",NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-21 14:40:23-03","UFJF","CESJ","68351","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M. Sobral","K. Antunes; L. Menini Neto; C. Nardy; S.G. Furtado","654","2016","10","09","América do Sul","Brasil","Minas Gerais","Fervedouro","Parque Estadual da Serra do Brigadeiro, Trilha do Pico do Pato","-42.2789001464844","-20.7255992889404",NA,"Arbusto, 1,5m alt., arbustal nebular. Botões com sépalas marrom-escuro.","CESJ068351",NA,NA,NA,NA,NA,"20038","auto","2019","05",NA,NA,NA,NA,NA,NA,NA,NA
"57","2019-11-21 14:40:23-03","UFJF","CESJ","35639","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M.F. Santos","A.S.M. Valente; et al.","89","2001","12","17","América do Sul","Brasil","Minas Gerais","Lima Duarte","Ibitipoca","-43.793098449707","-21.8425006866455",NA,NA,"CESJ035639",NA,NA,NA,NA,NA,"30417","auto","2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-06-30 18:32:37-03","UFJF","CESJ","30800","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M.F. Santos","M.A. Manhães","69","1999","12",NA,"América do Sul","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Coletada na área de camping.","CESJ030800",NA,NA,NA,NA,NA,"30417","auto","2010","11",NA,NA,NA,NA,NA,NA,NA,NA
"59","2019-11-21 14:40:23-03","UFJF","CESJ","61903","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","K. Antunes","K. Antunes; J.H.C. Ribeiro; F.R.G. Salimena; M. Magalhaes","361","2012","12","01","América do Sul","Brasil","Minas Gerais","Olaria","Serra Negra, Degredo","-43.937198638916","-21.8607997894287",NA,"Arvoreta 2,5m alt. Campo quartizítico. Frutos passados","CESJ061903",NA,NA,NA,NA,NA,"15222","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 14:40:23-03","UFJF","CESJ","63562","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","K. Antunes","K. Antunes; V.V. Belan","518","2013","08","17","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, RPPN São Lourenço do Funil","-43.8278007507324","-22.0891990661621",NA,"(releves) Arbusto 1,0 m alt, campo quartzitico. Botoes muito jovens esverdeados","CESJ063562",NA,NA,NA,NA,NA,"20815","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-21 14:40:23-03","UFJF","CESJ","67308","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","K. Antunes","J.H.C. Ribeiro; L.D. Santana; N. Almeida","505","2015","07","23","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Chapadão","-44.8899993896484","-21.9589004516602",NA,"Arbusto, 3m, no campo de altitude a 1900 m.s.m. Botões florais vermelhos. Folhas novas vermelhas.","CESJ067308",NA,"1900","1900",NA,NA,"29865","auto","2019",NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2019-11-21 14:40:23-03","UFJF","CESJ","61080","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M. Sobral","D.S. Santiago; L. Menini Neto; S.G. Furtado","333","2012","12","07","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, Na borda da Mata de Araucária (Serra do Cambuí).","-44.8899993896484","-21.9589004516602",NA,"Árvore, ca. 3 m. Frutos com coloração laranja e vermelho.","CESJ061080",NA,NA,NA,NA,NA,"29865","auto","2013","06",NA,NA,NA,NA,NA,NA,NA,NA
"63","2019-11-21 14:40:23-03","UFJF","CESJ","60893","PreservedSpecimen","Plantae","Angiosperma",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","M. Sobral","D.S. Santiago; R.J.V.Alves; K. Antunes","171","2012","11","23","América do Sul","Brasil","MInas Gerais","Baependi","Parque Estadual da Serra do Papagaio, No campo.","-44.8899993896484","-21.9589004516602",NA,"Arbusto, ca. 2 m. Em botão. Cálices e pedicelos avermelhados.","CESJ060893",NA,NA,NA,NA,NA,"29865","auto","2013","06",NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-01 16:36:44-03","UNICAMP","UEC","138210","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Faria Júnior, JEQ","Verola, CF; Urbanetz, C","034","2003","09","18",NA,"Brazil","Minas Gerais","São Tomé das Letras","Afloramento à esquerda do cruzeiro.","-44.989667","-21.720583",NA,"Arvoreta, 1,3m, flores brancas.","UEC104372","UEC104372","1010","1010","-44.989667","-21.720583",NA,NA,"2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:36:44-03","UNICAMP","UEC","25422","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Lima, DF","Leitão Filho, HF; et al.","1176","1981","09","29",NA,"Brazil","Minas Gerais","Morro do Ferro",NA,"-46.564722","-21.838889",NA,"Arvoreta até 6m, flores creme.; Em mata.","UEC104379","UEC104379",NA,NA,"-46.564722","-21.838889",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:36:44-03","UNICAMP","UEC","168311","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Lima, DF","Meireles, LD; Nunes, JA; Neto, JOC","2540","2006","09","12",NA,"Brazil","Minas Gerais","Passa Quatro","Serra Fina, Capim Amarelo (Baixo).","-44.897111","-22.449556",NA,"Subarbusto com flores alvas; Campo Quartzítico","UEC035648","UEC035648","1575","2042","-44.897111","-22.449556",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:36:44-03","UNICAMP","UEC","178666","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Lima, DF","Cristina, I; Jorge; Miriam","s.n.","1993","11","11",NA,"Brazil",NA,NA,"Estrada para Fazenda do Manso.",NA,NA,NA,"Habitus: Arbusto; Habitat: Capoeira","UEC029444","UEC029444",NA,NA,NA,NA,NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:36:44-03","UNICAMP","UEC","189302","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Lima, DF","Lima, DF; Morokawa, R","459","2014","09","01",NA,"Brazil","Minas Gerais","São Roque de Minas","PARNA Serra da Canastra. Estrada São Roque-Sacramento.","-46.911944","-20.135",NA,"Arbusto 1,5 m. Botões verdes com pétalas alvas.; Campo sujo","UEC120094","UEC120094","1308","1308","-46.911944","-20.135",NA,NA,"2014","09",NA,NA,NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:36:44-03","UNICAMP","UEC","189372","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Lima, DF","Lima, DF; Trad, RJ","515","2014","11","12",NA,"Brazil","Minas Gerais","Ouro Preto","P.E. Itacolomi, em frente ao centro de visitantes.","-43.511111","-20.435278",NA,"Árvore 4 m. Frutos imaturos verdes.","UEC120059","UEC120059","1334","1334","-43.511111","-20.435278",NA,NA,"2014","11",NA,NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:36:44-03","UNICAMP","UEC","25764","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Lima, DF","Leitão Filho, HF; Gouvêa, LSK; Martins, FR; Tamashiro, JY; et al.","1434","1981","12","01",NA,"Brazil","Minas Gerais","Morro do Ferro","Próximo ao córrego.","-46.564722","-21.838889",NA,"Arbusto de 2m de alt. Frutos vermelhos. Próximo ao córrego.","UEC104376","UEC104376",NA,NA,"-46.564722","-21.838889",NA,NA,"2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:36:44-03","UNICAMP","UEC","189318","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Lima, DF","Lima, DF; Sobral, M","368","2013","10","23",NA,"Brazil","Minas Gerais","Ouro branco","Cristais. Área florestal na beira da estrada para Cristais.","-44.640278","-20.527222",NA,"Árvore 6 m. Frutos imaturos verdes e maduros vermelhos.; Campo rupestre.","UEC120138","UEC120138","1079","1079","-44.640278","-20.527222",NA,NA,"2014","01",NA,NA,NA,NA,NA,NA,NA,NA
"72","2021-03-01 16:36:44-03","UNICAMP","UEC","136078","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Faria Júnior, JEQ","Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","374","1998","11","10",NA,"Brazil","Minas Gerais","Carrancas","Cruz das Almas, caminho para a propriedade do Sr. João Galdêncio.","-44.6425018310547","-21.4874992370605",NA,"Arbusto, 2m, frutos vermelhos. Em afloramento.; Serra de Carrancas.","UEC108288","UEC108288",NA,NA,NA,NA,"21143","auto","2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:36:44-03","UNICAMP","UEC","102357","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Sobral, M","Kinoshita, LS; Hayashi, AH; Elias, SI","98583","1998","10","08",NA,"Brazil","Minas Gerais","Carrancas","Pedreira do Guilherme, afloramento no caminho para a Serra de Bicas.","-44.6425018310547","-21.4874992370605",NA,"Árvore, cerca de 3m, frutos avermelhados.","UEC108284","UEC108284",NA,NA,NA,NA,"21143","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:36:44-03","UNICAMP","UEC","136081","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Faria Júnior, JEQ","Simões, AO; Singer, RB; Belinello, R; Matsumoto, K","378","1998","11","10",NA,"Brazil","Minas Gerais","Carrancas","Serra das Carrancas, Cruz das Almas, caminho para a propriedade do Sr. João Galdêncio.","-44.6425018310547","-21.4874992370605",NA,"Arbusto, cerca de 50cm, botões brancos. Em afloramento.","UEC108290","UEC108290",NA,NA,NA,NA,"21143","auto","2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:36:44-03","UNICAMP","UEC","106150","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Rosa, PO","Simões, AO; Singer, RB; Lopes, CA","317","1998","09","22",NA,"Brazil","Minas Gerais","Carrancas","Serra de Bicas, afloramento no alto da serra.","-44.6425018310547","-21.4874992370605",NA,"Arbusto, 1,5m, flores brancas fragrantes.","UEC104373","UEC104373","1400","1400",NA,NA,"21143","auto","2008","03",NA,NA,NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:36:44-03","UNICAMP","UEC","139509","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Rosa, PO","Simões, AO; Singer, RB; Lopes, CA","317","1998","09","22",NA,"Brazil","Minas Gerais","Carrancas","Serra de Bicas, afloramento no alto da serra.","-44.6425018310547","-21.4874992370605",NA,"Arbusto, 1,5m, flores brancas fragrantes.","UEC008236","UEC008236","1400","1400",NA,NA,"21143","auto","2008","03",NA,NA,NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:36:44-03","UNICAMP","UEC","136097","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Faria Júnior, JEQ","Simões, AO; Singer, RB; Matsumoto, K; Belinello, R","549","1998","11","13",NA,"Brazil","Minas Gerais","Carrancas","Subida da Serra do Moleque.","-44.6425018310547","-21.4874992370605",NA,"Arbusto, 1,5m, frutos vermelhos.; Mata.","UEC108291","UEC108291",NA,NA,NA,NA,"21143","auto","2010","12",NA,NA,NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:36:44-03","UNICAMP","UEC","12129","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Lima, DF","Semir, J; Sazima, M","4690","1973","10","28",NA,"Brazil","Minas Gerais","Jaboticatubas","Km 126 ao longo da Rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7449989318848","-19.513599395752",NA,"Atlura 1,20 m.; Beira de mata Ciliar.","UEC105252","UEC105252",NA,NA,NA,NA,"31264","auto","2016","06",NA,NA,NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:36:44-03","UNICAMP","UEC","11817","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Rosa, PO","Stubblebine, MT; Stubblebine, WH; Tozzi, AMGA; Yamamoto, K","8919","1978","11","11",NA,"Brazil","Minas Gerais","Jacuí","Fazenda São José.","-46.7411003112793","-21.0167007446289",NA,"Arbusto de até 2 metros de altura; flor creme; com frutos.","UEC108286","UEC108286",NA,NA,NA,NA,"16705","auto","2008","10",NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:36:44-03","UNICAMP","UEC","65617","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Rosa, PO","Semir, J; Stehmann, JR; Dutilh, JHA","28808","1993","08","08",NA,"Brazil","Minas Gerais","Moeda","Serra da Moeda. Início da estrada ligando BR-040 para Moeda.","-44.0527992248535","-20.3330993652344",NA,"Arbusto, ca. 1,7 metros de altura; vegetação arbustiva sobre afloramento rochoso/ canga. Flores alvas, perfumadas.","UEC108287","UEC108287",NA,NA,NA,NA,"14750","auto","2008","06",NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:36:44-03","UNICAMP","UEC","65627","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Rosa, PO","Semir, J; Stehmann, JR; Dutilh, JHA","28808","1993","08","08",NA,"Brazil","Minas Gerais","Moeda","Serra da Moeda. Início da estrada ligando BR-040 para Moeda.","-44.0527992248535","-20.3330993652344",NA,"Arbusto, ca. 1,7 metros de altura; vegetação arbustiva sobre afloramento rochoso/ canga. Flores alvas, perfumadas.","UEC108289","UEC108289",NA,NA,NA,NA,"14750","auto","2008","06",NA,NA,NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:36:44-03","UNICAMP","UEC","125114","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Sobral, M","Yamamoto, K; Matsumoto, K","0046","2000","11","22",NA,"Brazil","Minas Gerais","Santana do Riacho","Estrada entre a Fazenda Palácio e Estátua do Juca.","-43.7144012451172","-19.1688995361328",NA,"Frutos amarelados.","UEC108285","UEC108285",NA,NA,NA,NA,"26557","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-01 16:36:44-03","UNICAMP","UEC","107070","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Sobral, M","Nakajima, JN; Moreira, JL","2522","1996","12","12",NA,"Brazil","Minas Gerais","São Roque de Minas","Cachoeira Casca D'Anta, parte de cima nas piscinas. Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688",NA,"Arvoreta ca. 3m. Frutos maduros e ráquis da inflorescência avermelhadas. (50k); Mata na beira do Rio São Francisco.","UEC108283","UEC108283",NA,NA,NA,NA,"57119","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:36:44-03","UNICAMP","UEC","89436","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Sobral, M","Rodrigues, RR; Soares, MT; Andrade, CA; Carneiro, PHM; Lagoa, A; et al.","369","1995","10","07",NA,"Brazil","São Paulo","São João da Boa Vista","Pico do Gavião.","-46.7900009155273","-21.9599990844727",NA,"Flores brancas com estames brancos, fruto jovem vermelho.","UEC108282","UEC108282",NA,NA,NA,NA,"17205","auto","2003",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2019-11-06 09:56:42-03","UFOP","OUPR","25755","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Cardoso, R.C.","Cardoso, R.C.; Da Silva, T.C.","34","2011","09","02",NA,"Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto, Campo rupestre quartzítico","-43.520556","-20.363889",NA,"Árvore, cerca de 3m de altura, flores brancas",NA,NA,NA,NA,"-43.520556","-20.363889",NA,NA,"2012","07","06",NA,NA,NA,NA,NA,NA,NA
"86","2019-12-18 15:50:53-03","UFOP","OUPR","26567","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.",NA,"Silva, T.C. da; Cardoso, R.C.","137","2012","04","06",NA,"Brasil","Minas Gerais","Ouro Preto","Serra da Brígida","-43.517","-20.365056",NA,"Arbusto, ca. 1,50cm, flores brancas. Campo rupestre, ferruginoso, de alta incidência de luz.",NA,NA,"1586","1586","-43.517","-20.365056",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Peron, M.V.","s.col.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1989","07","07",NA,NA,NA,NA,NA,NA,NA
"88","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.",NA,"Damazio, L.B.","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Barbacena","Estrada de Barbacena","-43.7736015319824","-21.2257995605469",NA,NA,NA,NA,NA,NA,NA,NA,"27982","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-06 09:56:42-03","UFOP","OUPR","8476","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Santos, M.F.","Ferreira, F.A.F.","41","1999","09","03",NA,"Brasil","Minas Gerais","Diamantina","Cerrado","-43.6002998352051","-18.2493991851807",NA,"Erva, flores verdes",NA,NA,NA,NA,NA,NA,"101169","auto","2010","11","11",NA,NA,NA,NA,NA,NA,NA
"90","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Sobral, M.","Magalhães-Gomes, F.M.","s.n.","1893","03",NA,NA,"Brasil","Minas Gerais","Itabira","Pico de Itabira","-43.2268981933594","-19.6191997528076",NA,"Flores brancas",NA,NA,NA,NA,NA,NA,"33779","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-06 09:56:42-03","UFOP","OUPR","19410","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Messias, M.C.T.B.","Ataíde, E.S.","49","2007","05","04",NA,"Brasil","Minas Gerais","Ouro Preto","Antônio Pereira, Samarco - Alegria 7","-43.5080986022949","-20.2875003814697",NA,"Arbusto. +/- 1,20m, abundante nas parcelas. Campo ferruginoso.",NA,NA,NA,NA,NA,NA,"44599","auto","2008","03","15",NA,NA,NA,NA,NA,NA,NA
"92","2019-11-06 09:56:42-03","UFOP","OUPR","9477","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Santos, M.F.","Nogueira, R.E.","74","1999","09","20",NA,"Brasil","Minas Gerais","Ouro Preto","APA Estadual Cachoeira das Andorinhas, Beira de estrada","-43.5080986022949","-20.2875003814697",NA,"Arbusto",NA,NA,NA,NA,NA,NA,"44599","auto","2010","11","11",NA,NA,NA,NA,NA,NA,NA
"93","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Sobral, M.","Messias, M.C.T.B.","833","2002","11","23",NA,"Brasil","Minas Gerais","Ouro Preto","Camarinhas, Campo rupestre, limbo luzídio","-43.5080986022949","-20.2875003814697",NA,"Arbusto com aprox. 2,5m, em frutos róseos, folhas discolares",NA,NA,NA,NA,NA,NA,"44599","auto","2014",NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2019-11-06 09:56:42-03","UFOP","OUPR",NA,"PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Myrcia","obovata","Myrcia obovata","(O.Berg) Nied.","Peron, M.V.","Magalhães-Gomes, C.T.","s.n.","1894","10","18",NA,"Brasil","Minas Gerais","Ouro Preto","Morro do Gambá","-43.5080986022949","-20.2875003814697",NA,"Frutos, cor alba",NA,NA,NA,NA,NA,NA,"44599","auto","1989","07","07",NA,NA,NA,NA,NA,NA,NA
