"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","recordNumber","locality","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","yearIdentified","monthIdentified","dayIdentified","phylum","order","typeStatus","continentOcean","preparationType","infraspecificEpithet","coordinatePrecision","geoFlag","class","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","01346694","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","I. F. Holton","1853","04","28","Colombia",NA,NA,NA,NA,NA,NA,"NY01346694",NA,"s.n.","La Paila",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663635' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"12","2016-09-27 19:48:00-03","NY","NYBG","443074","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica hispida","Brenan","R. C. Barneby","M. Aulestia","1994","10","13","Ecuador","Napo",NA,"-76.45","-0.68",NA,NA,"NY00443074",NA,"2877","Orellana. Parque Nacional Yasuní. Carretera y oleoducto de Maxus, km 44.","260","260","Faja #3 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=667161' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","hispida",NA,NA,NA,NA,NA,NA,NA
"13","2016-09-30 05:38:00-03","NY","NYBG","01346695","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.",NA,"J. J. Triana","1851",NA,NA,"Colombia",NA,NA,NA,NA,NA,NA,"NY01346695",NA,"4437","Valle de Magdalena","400","1000","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663637' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"14","2016-09-27 02:54:00-03","NY","NYBG","01346676","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica",NA,"J.-J. de Granville","J.-J. de Granville","2007","05","11","French Guiana",NA,NA,"-52.78","5.23",NA,NA,"NY01346676","NY01346676_01","17337","Site Ariane 4- Crique Karouabo, C. S. G. région littorale","8",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663594' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","01346769","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","A. P. Duarte","1962","09","26","Brazil","Rondônia",NA,"-63.8652474","-8.7588666",NA,NA,"NY01346769","NY01346769_01","27420","Porto Velho",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665093' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 19:29:00-03","NY","NYBG","01346796","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","Soeprata","1913","08","24","Suriname",NA,NA,NA,NA,NA,NA,"NY01346796",NA,"319","Plant. Guin. Kriendhkap",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665279' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01346772","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","E. P. Killip","1926","11","07","Colombia","Bolívar",NA,NA,NA,NA,NA,"NY01346772",NA,"14237","Torrecilla, near Turbaco","150","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665106' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"18","2016-09-27 19:56:00-03","NY","NYBG","01346808","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","A. L. Bernardi","1954","12","09","Venezuela","Barinas",NA,NA,NA,NA,NA,"NY01346808",NA,"1702","Orilla del Río Curbatico","200",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665302' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","533231","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica","L.","J. G. Jardim","M. B. Thomas","1998","09","17","Brazil","Bahia","Porto Seguro","-39.15","-16.85",NA,NA,"NY00533231","NY00533231_01","MT643","Pataxó Indígena Reserva. Footpath to house of adaltou Ananais Nascimento.","15","15","Planta medicinal para o projeto PhD Estudo de Plantas Medicinais dos Pataxó Communidade da Barra Velha, Bahia. <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=423512' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","443069","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica hispida","Brenan","R. C. Barneby","G. G. Hatschbach","1966","01","21","Brazil","Paraná","Antonina","-48.7117","-25.4286",NA,NA,"NY00443069","NY00443069_01","13604","Ponta da Pita","3","5","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=667158' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","hispida",NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","880020","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.",NA,"A. H. Gentry","1985","01","19","Brazil","Rio de Janeiro",NA,"-42.83","-22.75",NA,NA,"NY00880020","NY00880020_01","49736","Swampy area beside Niteroi-Silva Jardim road, near Itaborai","50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528511' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"22","2016-09-30 05:38:00-03","NY","NYBG","01346702","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","J. E. Ramos Pérez","1986","11","17","Colombia","Valle del Cauca","Yumbo",NA,NA,NA,NA,"NY01346702",NA,"676","Corregimiento de Mulaló, ca. 1.5 km de la carretera Panorama, cerca a la Calera","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663688' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"23","2016-09-27 19:29:00-03","NY","NYBG","01346778","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","O. Salazar de Benavides","1988","04","03","Colombia","Nariño","Barbacoas",NA,NA,NA,NA,"NY01346778",NA,"9468","Corregimiento de Junín","1300",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665193' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"24","2016-09-30 05:39:00-03","NY","NYBG","01346749","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.",NA,"C. D. K. Cook","1957","11","06","Guyana",NA,NA,NA,NA,NA,NA,"NY01346749",NA,"117","15 miles north Tronek mon. E. Kanuku mts.","107",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663913' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01346739","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","A. L. Bernardi","1956","11","20","Venezuela","Miranda",NA,NA,NA,NA,NA,"NY01346739",NA,"s.n.","Selvas pluviales del Gnatopo","400","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663888' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","880015","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.",NA,"L. R. Noblick","1985","08","14","Brazil","Bahia",NA,"-39.28","-12.33",NA,NA,"NY00880015","NY00880015_01","4280","Ipecaetá, Fazenda Riachao, Serra Orobozinho, ca. 1km da cidade",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528492' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","01346761","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","A. Lasseign","1974","07","26","Brazil","Amazonas",NA,"-59.986249","-3.097461",NA,NA,"NY01346761","NY01346761_01","P21180","Area just NE of INPA, Estrada do Aleixo, km 3, NE Manaus",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665086' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02144697","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica","L.",NA,"M. F. Simon","2012","04","14","Brazil","Rondônia","Porto Velho","-64.3489","-9.2442",NA,NA,"NY02144697","NY02144697_01","1480","Ao long da BR-364, 4 km W de Jaci Paraná. Ramal 500 m ao sul.","88",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2327018' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01346754","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","G. T. Prance","1967","02","21","Brazil","Roraima",NA,"-61.759655","3.756087",NA,NA,"NY01346754","NY01346754_01","4595","Lower southwestern slopes of Serra Tepequem.","600","600","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1315075' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","443068","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica hispida","Brenan","R. C. Barneby","G. G. Hatschbach","1985","03","06","Brazil","Paraná","Antonina","-48.72","-25.42",NA,NA,"NY00443068","NY00443068_01","48972","Res. Biol. de Sapitanduva",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=667144' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","hispida",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","01346787","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","P. J. Barbour","1980","05","22","Peru","Madre de Dios","Tambopata",NA,NA,NA,NA,"NY01346787",NA,"5395","Puerto Maldonado, along open, weedy roadsides between old airport and Puerto Maldonado (distance of ca. 5 km.)","256",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665251' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"32","2016-09-27 19:29:00-03","NY","NYBG","01346807","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","V. M. Badillo","1981","11","01","Venezuela","Aragua",NA,NA,NA,NA,NA,"NY01346807",NA,"7607","Alrededores de Tiara, serranía del interior","900",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665300' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"33","2016-09-30 05:39:00-03","NY","NYBG","01346717","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","M. Colella",NA,NA,NA,"Venezuela","Miranda",NA,"-66.8","10.45",NA,NA,"NY01346717",NA,"1027","Sabanas y pastizales cercanos a El Hatillo","1000",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663706' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","01346813","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","H. M. Curran","1948","01","19","Venezuela","Portuguesa",NA,NA,NA,NA,NA,"NY01346813",NA,"577M","Guanarito",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665311' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"35","2016-09-30 05:38:00-03","NY","NYBG","01346691","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","F. W. Pennell","1922","05","13","Colombia","Valle del Cauca",NA,NA,NA,NA,NA,"NY01346691","NY01346691_01","5613","Dagua. Dagua Valley","1200","1500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663629' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"36","2016-09-27 19:29:00-03","NY","NYBG","01346783","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","L. Arias","1983","09","25","Colombia","Chocó","Quibdó",NA,NA,NA,NA,"NY01346783",NA,"153","Quebrada de La Platina, carretera a Medellín",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665226' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"37","2016-09-30 05:39:00-03","NY","NYBG","01346745","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","A. Fendler","1877",NA,NA,"Trinidad and Tobago",NA,NA,NA,NA,NA,NA,"NY01346745",NA,"346",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663907' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01346735","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","B. Maguire","1951","02","23","Venezuela","Amazonas",NA,NA,NA,NA,NA,"NY01346735","NY01346735_01","32074","West from Santa Barbara about 5 km; junction of Rios Ventuari and Orinoco",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663878' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01346759","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.",NA,"F. A. Bisby","1973","10","02","Brazil","Amazonas","Manaus","-59.955906","-3.075656",NA,NA,"NY01346759","NY01346759_01","1266","Roadside, estrada do Aleixo, Dusty disturbed soil.","30","30","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1315061' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"40","2016-09-27 19:28:00-03","NY","NYBG","443078","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica unijuga","(Duchass. & Walp.) Griseb.","R. C. Barneby","L. B. Holm-Nielsen","1980","10","24","Ecuador","Guayas",NA,"-79.72","-2.1",NA,NA,"NY00443078","NY00443078_01","27743","Road Babahoyo-Guayaquil, near Yaguachi Nuevo.","50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=317645' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","unijuga",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","880024","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.",NA,"L. R. Noblick","1985","08","14","Brazil","Bahia",NA,"-39.28","-12.33",NA,NA,"NY00880024","NY00880024_01","4280","Ipecaetá, Fazenda Riachao, Serra Orobozinho, ca. 1km da cidade",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2528523' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","01346732","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","J. A. Steyermark","1973","08","18","Venezuela","Sucre","Sucre",NA,NA,NA,NA,"NY01346732",NA,"107734","Fila de Guayuta, entre La Medina y Los Altos","600","700","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663873' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"43","2016-09-30 05:39:00-03","NY","NYBG","01346748","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.",NA,"N. Y. Sandwith","1937","10","05","Trinidad and Tobago",NA,NA,NA,NA,NA,NA,"NY01346748",NA,"1613","Bacolet",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663912' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
"44","2016-09-30 05:39:00-03","NY","NYBG","01346741","PreservedSpecimen","Plantae","Fabaceae","Mimosa","pudica","Mimosa pudica tetrandra","(Willd.) DC.","R. C. Barneby","T. W. Henkel","1993","09","14","Guyana","Upper Takutu-Upper Essequibo",NA,"-59.15","2.23",NA,NA,"NY01346741",NA,"2942","Marudi Mt., ridge forest 0.5-1 km NE of mine compound","400","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1663895' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"Magnoliophyta","Fabales",NA,"South America","sheet","tetrandra",NA,NA,NA,NA,NA,NA,NA
