"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","individualCount"
"15","2021-03-15 16:37:00-03","NY","NYBG","01194372","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Bidens","cynapiifolia","Bidens cynapiifolia","Kunth","J. F. Pruski","W. W. Thomas","5024","1986","06","09","South America","Brazil","Rondônia","Porto Velho. Represa Samuel: road leading to quarry west of dike road before southern hills. Terra firme forest and disturbed vegetation on granite outcrops.","-63.23","-9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1339614' target='other'> <mi>dwc_moreinfo</mi></a>","NY01194372","NY01194372_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","01194397","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Bidens","cynapiifolia","Bidens cynapiifolia","Kunth","H. Robinson","G. T. Prance","4860","1968","05","22","South America","Brazil","Amazonas","Vicinity of Manaus. Ponta Negra. Banks of rio Negro. Low scrub white sand.","-60.0925514","-3.0718694","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1339480' target='other'> <mi>dwc_moreinfo</mi></a>","NY01194397","NY01194397_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","01194781","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Bidens","cynapiifolia","Bidens cynapiifolia","Kunth","G. M. Barroso","J. M. Pires","52231","1962","07","20","South America","Brazil","Amapá",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1427735' target='other'> <mi>dwc_moreinfo</mi></a>","NY01194781","NY01194781_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","01194782","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Bidens","cynapiifolia","Bidens cynapiifolia","Kunth","G. M. Barroso","J. M. Pires","50800","1961","09","09","South America","Brazil","Amapá",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1427742' target='other'> <mi>dwc_moreinfo</mi></a>","NY01194782","NY01194782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01194371","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Bidens","cynapiifolia","Bidens cynapiifolia","Kunth","G. M. Barroso","G. T. Prance","1274","1965","09","11","South America","Brazil","Pará","Vicinity of Portel","-50.8208","-1.9358","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1418636' target='other'> <mi>dwc_moreinfo</mi></a>","NY01194371","NY01194371_01",NA,NA,"Portel",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","00846034","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Bidens","cynapiifolia","Bidens cynapiifolia","Kunth","H. Robinson","W. R. Anderson","9646","1973","05","02","South America","Brazil","Goiás","Serra do Caiapó. Ca. 12 km (straight line) S of Caiapônia.","-51.8102989196777","-16.9566993713379","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=925697' target='other'> <mi>dwc_moreinfo</mi></a>","NY00846034","NY00846034_01","840","840","Caiapônia","77016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","01194396","PreservedSpecimen","Plantae","Magnoliophyta","Asterales","Asteraceae","Bidens","cynapiifolia","Bidens cynapiifolia","Kunth","J. F. Pruski","M. H. Nee","42737","1992","05","19","South America","Brazil","Amazonas","Ca. 90 km. N de Manaus, Distrito Agropecuário da SUFRAMA, Rodovia BR 174, km 64, depois 7 km leste na ZF3, Fazenda Porto Alegre. Acampamento Porto Alegre around Reserva No. 3209.","-59.9865854","-2.3900614","sheet","Projeto Dinâmica de Fragmentos Florestais <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=250278' target='other'> <mi>dwc_moreinfo</mi></a>","NY01194396","NY01194396_01","50","125","Manaus",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-30 12:34:34-03","EAO","IAN","80831","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","bipinnata","Bidens bipinnata","L.","Lima, RR de","Andrade-Lima, D de","1292","1953","05","04","Southern America","Brasil","Pará","C.A.N.P. Locais de mato baixo, próximo casas.","-54.0691986083984","-2.00778007507324",NA,"Erva; flor amarela.","IAN080831",NA,NA,NA,"Monte Alegre","279177","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:34:34-03","EAO","IAN","167904","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","bipinnata","Bidens bipinnata","L.",NA,"Nitta, A","17495","1996","08","09","Southern America","Brasil","Pará","INATAM.","-48.1521987915039","-2.41888999938965",NA,NA,"IAN167904",NA,NA,NA,"Tomé-Açu","97524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-30 12:34:34-03","EAO","IAN","189363","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth","Freitas, JC","Mansano, VF; Reis, IP; Lima, L","764","2011","05","18","Southern America","Brasil","Pará","Parque Nacional da Amazônica. Terra firme","-56.319722","-4.603611",NA,"Erva ereta, flores com brácteas involucrais verdes, pétalas amarelas, frutos castanhos","IAN189363",NA,NA,NA,"Itaituba",NA,NA,"2013","05","31","-56.319722","-4.603611",NA,NA,NA,NA,NA,NA
"25","2021-03-30 12:34:34-03","EAO","IAN","113489","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia portoricensis","Knuth","Barroso, GM","Pires, JM; Rodrigues, WA","50800","1961","09","09","Southern America","Brasil","Amapá","Along tin mine trail.","-51.966667","1.433333",NA,"Flowers yellow, 1½m high.","IAN113489",NA,NA,NA,NA,NA,NA,"1962",NA,NA,"-51.966667","1.433333","portoricensis",NA,NA,NA,NA,NA
"26","2021-03-30 12:34:34-03","EAO","IAN","49556","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia portoricensis","Knuth","Koster, JT","Lanjouw, J","641","1933","08","27","Southern America","Suriname",NA,"Shell bank.",NA,NA,NA,"Flowers yellow, fruit black-brown 1m high.","IAN049556",NA,NA,NA,NA,NA,NA,"1937",NA,NA,NA,NA,"portoricensis",NA,NA,NA,NA,NA
"27","2021-03-30 12:34:34-03","EAO","IAN","183898","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth","Cordeiro, MR","Rodrigues, JB","19","2008","09","14","Southern America","Brasil","Pará","Rio Quianduba, na casa da srª. Ezidia (região das Ilhas).","-48.8824996948242","-1.71806001663208",NA,"Planta herbácea ereta, ramificada, com folhas compostas pinadas, com folíolos com formato, tamanho e número variado. Apresentam flores pequenas em capítulo terminal. Uso Medicinal: indicado para ferimentos, inflamações, abscessos e fur","IAN183898",NA,NA,NA,"Abaetetuba","40029","auto","2017","03","16",NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-30 12:34:34-03","EAO","IAN","199581","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth",NA,"Vasconcelos, JC","19","2019","09","22","Southern America","Brasil","Pará","Sítio Tatajuba, Assentamento Benedito Alves Bandeira.","-48.1967010498047","-1.96082997322083",NA,"Erva flor amarela.","IAN199581",NA,NA,NA,"Acará","100976","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-30 12:34:34-03","EAO","IAN","124512","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth","Oliveira, E","Oliveira, E","4283","1968","04","22","Southern America","Brasil","Pará","Monte Dourado, Rio Jarí, em frente ao S-37, capoeira, terra firme.","-52.5816993713379","-1.52332997322083",NA,"Arbusto; flor verde claro.","IAN124512",NA,NA,NA,"Almeirim","564600","auto","1971","11",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-30 12:34:34-03","EAO","IAN","199600","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth",NA,"Santos, ICM; Cordeiro, MR","33","2019","10","09","Southern America","Brasil","Pará","Embrapa, atrás do pavilhão de pesqueisa.","-48.5043983459473","-1.4558299779892",NA,"Erva flor amarela.","IAN199600",NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:34:34-03","EAO","IAN","182459","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth",NA,"Nascimento, MP do","s.n.","1996","02","08","Southern America","Brasil","Pará","Embrapa, CPATU. Horto de Plantas Medicinais.","-48.5043983459473","-1.4558299779892",NA,"Erva de 70cm, com flores amarelas.","IAN182459",NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-30 12:34:34-03","EAO","IAN","182464","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth",NA,"Nascimento, MP do","s.n.","1997","08","20","Southern America","Brasil","Pará","Embrapa, CPATU. Horto de Plantas Medicinais.","-48.5043983459473","-1.4558299779892",NA,"Erva de 70cm","IAN182464",NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:34:34-03","EAO","IAN","192901","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth","Cordeiro, MR","Rodrigues, ST; Nascimento, MP do","561","2014","07","06","Southern America","Brasil","Pará","Horto de planta medicinais da Embrapa Amazônia Oriental.","-48.5043983459473","-1.4558299779892",NA,"subarbusto de 120 cm, flores amarelas.","IAN192901",NA,NA,NA,"Belém","48462","auto","2017","03","27",NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-30 12:34:34-03","EAO","IAN","174695","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth",NA,"Rodrigues, IA","1582","1994","08","12","Southern America","Brasil","Pará","Horto de plantas medicinais da EMBRAPA Amazônia Oriental.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN174695",NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-30 12:34:34-03","EAO","IAN","171778","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth",NA,"Nascimento, MP do","s.n.","1996","02","08","Southern America","Brasil","Pará","Horto de plantas medicinais,Embrapa Amazônia Oriental.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN171778",NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-30 12:34:34-03","EAO","IAN","85920","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth",NA,"Cavalcante, PB","21","1955","08","03","Southern America","Brasil","Pará","IAN.","-48.5043983459473","-1.4558299779892",NA,"Arbusto de 1m de altura; flor amarela.","IAN085920",NA,NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-30 12:34:34-03","EAO","IAN","11797","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth","Blake, SF","Archer, WA","8446","1943","12",NA,"Southern America","Brasil","Pará","IAN, weed in waste land.","-48.5043983459473","-1.4558299779892",NA,NA,"IAN011797","IAN011797 IAN011797_e",NA,NA,"Belém","48462","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-30 12:34:34-03","EAO","IAN","174746","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth",NA,"Rodrigues, IA","1630","1994","08","04","Southern America","Brasil","Pará","Projeto Seringueira.","-48.7689018249512","-1.88389003276825",NA,"Flor lilás.","IAN174746",NA,NA,NA,"Moju","186920","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-30 12:34:34-03","EAO","IAN","165520","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia","Knuth",NA,"Nitta, A","17628","1997","02","06","Southern America","Brasil","Pará","Jardim do Sr. Yokoyama.","-48.1521987915039","-2.41888999938965",NA,NA,"IAN165520",NA,NA,NA,"Tomé-Açu","97524","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-30 12:34:34-03","EAO","IAN","113489","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia portoricensis","Knuth","Barroso, GM","Pires, JM; Rodrigues, WA","50800","1961","09","09","Southern America","Brasil","Amapá","Along tin mine trail.","-51.966667","1.433333",NA,"Flowers yellow, 1½m high.","IAN113489",NA,NA,NA,NA,NA,NA,"1962",NA,NA,"-51.966667","1.433333","portoricensis",NA,NA,NA,NA,NA
"41","2021-03-30 12:34:34-03","EAO","IAN","49556","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Asteraceae","Bidens","cynapifolia","Bidens cynapifolia portoricensis","Knuth","Koster, JT","Lanjouw, J","641","1933","08","27","Southern America","Suriname",NA,"Shell bank.",NA,NA,NA,"Flowers yellow, fruit black-brown 1m high.","IAN049556",NA,NA,NA,NA,NA,NA,"1937",NA,NA,NA,NA,"portoricensis",NA,NA,NA,NA,NA
"42","2013-07-03 10:29:31-03","EBDA","BAH","291","S","Plantae",NA,NA,"Asteraceae","Bidens","bipinnata","Bidens bipinnata","L.","Inácio de Menezes","Inácio de Menezes",NA,"1951","10",NA,NA,"Brasil","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1951","09",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2013-07-03 10:29:31-03","EBDA","BAH","6101","S","Plantae",NA,NA,"Asteraceae","Bidens","bipinnatus","Bidens bipinnatus","L.","Edna Laureana P. G. de Oliveira","Bastos, B.C.","517","1984","07","17",NA,"Brasil","Bahia","Faz. Barriguda - Ipirá - Bahia. Coletada em pastagem.","-39.7372","-12.1583",NA,"Subarbusto, ereto, inflorescências terminais, em captulos longo pedunculados, flores amareladas. Séria infestante de lavoura, uma planta chega produzir 3000-6000 por semente. Freq.",NA,NA,NA,NA,"Ipirá","44834","auto","1985","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-27 21:09:00-03","PUCPR","HUCP","15991","S","Plantae","Eudicotiledonea",NA,"Asteraceae","Bidens","bipinnata","Bidens bipinnata","Bittencourt","Potrich, FB","Vidolin, D","017","1995","04","25",NA,"Brasil","Paraná","Bairro Alto","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,NA,NA,"Curitiba","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-02 16:28:35-03","CPAN-UFMS","COR","16855","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Bidens","cynapiifolia","Bidens cynapiifolia","Kunth","E. F. Guimarães; T. S. Mendes; D. Machado","Borges, R.; Pougy, N.; Serrano, T.","1011","2010","11","28",NA,"Brasil","MS.","Brasil, Mato Grosso do Sul, Corumbá. Povoado do Amolar. RPPN Eliezér Batista- estrada sede da fazenda.","-57.478611","-18.093333",NA,"Erva 0,5 m de altura; Capítulos verdes; Flores do raio vermelhas e flores do disco amarelas. Habito: Erva",NA,NA,NA,NA,"Corumbá",NA,NA,"2015","04","27","57º28'43''W","18º5'36''S",NA,NA,NA,NA,NA,NA
"46","2019-10-09 11:10:01-03","UFBA","ALCB","045797","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Bidens","bipinnata","Bidens bipinnata","L.","Guedes, ML; Santana, DL","Santana, DL; Carvalho, G; Mattos, PA","16","2000","01","18","Southern America","Brasil","Bahia","Recôncavo Sul, Comunidade de Campos","-38.75","-12.383333",NA,"0,70 m, caule facetado. Folhas membranáceas, discolores. Inflorescências terminais em capítulos, flores amarelas. Comum. Planta medicinal.; solo areno-argiloso.",NA,NA,NA,NA,"Amélia Rodrigues",NA,NA,"2000","02",NA,"-38.75","-12.383333",NA,NA,NA,NA,NA,NA
"47","2019-10-09 11:10:01-03","UFBA","ALCB","049682","PreservedSpecimen","Plantae","Dicotyledon",NA,"Asteraceae","Bidens","bipinnata","Bidens bipinnata","L.",NA,"Guedes, ML; Pacheco, LM; Cabral, L","7639","1997","11","06","Southern America","Brasil","Bahia","Extremo Sul, Projeto Cedro III, Faz. Havana, talhão 01, Plantio de mamão","-39.016667","-16.266667",NA,"de ca 1,20m de altura. Folhas membranáceas. Flores do raio e disco amarelas. Papus de aristas com pêlos retrorsos.",NA,NA,NA,NA,"Santa Cruz Cabrália",NA,NA,"2000","12",NA,"-39.016667","-16.266667",NA,NA,NA,NA,NA,NA
