"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","geoFlag","individualCount","continentOcean","preparationType","barcode","imagecode","class","typeStatus","fieldNumber","relatedCatalogItem"
"48","2019-11-21 14:37:24-03","UFJF","CESJ","71203","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","L.C. Pereira","2018","04","28","L.C. Pereira; L. Menini Neto; S.G. Furtado; R.M. Mello","76","2018","04","28","Brasil","São Paulo","São Bento do Sapucaí","Complexo Pedra do Baú, Coletada no topo da Pedra do Bauzinho.","-46.084528","-23.134556","-46.084528","-23.134556",NA,NA,NA,"Erva rupícola. Folhas verde-claro, com muitos tricomas. Flores passadas, vermelhas. Frutos imaturos.",NA,NA,"América do Sul",NA,"CESJ071203",NA,NA,NA,NA,NA
"49","2019-11-21 14:37:24-03","UFJF","CESJ","69316","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","G.B. Oliveira","2017","06",NA,"G.B. Oliveira; J.F. Oliveira","391","2017","03","21","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Nanofloresta Nebular, Gruta dos Fugitivos, 15-20m da entrada da gruta","-43.883056","-21.677778","-43.883056","-21.677778",NA,"1670","1670","Erva ca. 1 m, flores vermelhas, perto do curso d#?#água intermitente",NA,NA,"América do Sul",NA,"CESJ069316",NA,NA,NA,NA,NA
"50","2019-11-21 14:37:24-03","UFJF","CESJ","69908","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","L.C. Pereira","2017","04","23","L.C. Pereira; L. Menini Neto; S.G. Furtado","45","2017","04","23","Brasil","Minas Gerais",NA,"Parque Estadual da Serra do Brigadeiro, na subida da Pedra do Pato","-42.803639","-21.236139","-42.803639","-21.236139",NA,NA,NA,"Erva rupicola, ca. 40 cm de altura. Folhas opostas. Inflorescência em cimeira de 4-5 flores de cor vermelho vivo.",NA,NA,"América do Sul",NA,"CESJ069908",NA,NA,NA,NA,NA
"51","2019-11-21 14:37:24-03","UFJF","CESJ","69915","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","L.C. Pereira","2017","07","14","L.C. Pereira; L. Menini Neto; S.G. Furtado; R.M. Mello","52","2017","07","14","Brasil","Minas Gerais",NA,"Parque Estadual da Serra do Brigadeiro, na subida próximo ao Pico do Boné","-42.746278","-21.143056","-42.746278","-21.143056",NA,NA,NA,"Erva rupicola, ca. 15 cm de altura. Folhas opostas. Inflorescência em cimeira de 1-2 flores de cor vermelho vivo.",NA,NA,"América do Sul",NA,"CESJ069915",NA,NA,NA,NA,NA
"52","2019-11-21 14:37:24-03","UFJF","CESJ","72091","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","L.C. Pereira","2017","10","23","L.N. Gonçalves; P. Duffles","471","2017","10","19","Brasil","Minas Gerais","Marmelópolis","Pico dos Marins, 2º maciço","-45.128889","-22.496667","-45.128889","-22.496667",NA,"2100","2100","Folhas simples, opostas, cruzadas; inflorescência vistosa, flores com cálice vermelho;",NA,NA,"América do Sul",NA,"CESJ072091",NA,NA,NA,NA,NA
"53","2019-11-21 14:37:24-03","UFJF","CESJ","50464","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","A. Chautems","2008","11","25","L. Gimenes; M.G. Rezende; R.C.L. Elias; F.R.G. Salimena","02","2008","02","27","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,"25710",NA,NA,"Arbusto saxícola, campo de altitude. Flores vermelhas.","auto",NA,"América do Sul",NA,"CESJ050464",NA,NA,NA,NA,NA
"54","2019-11-21 14:37:24-03","UFJF","CESJ","54905","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","A. Chautems","2010","03",NA,"F.S. Souza; F.R.G. Salimena; A.P.G. de Faria","791","2009","11","01","Brasil","Minas Gerais","Descoberto","Serra do Relógio, RPPN Alto da Boa Vista","-42.9674987792969","-21.4596996307373",NA,NA,"11991",NA,NA,"Herbácea, afloramento rochoso. Folhas discolores. Cálice verde. Corola vermelho alaranjada. Botões laranja.","auto",NA,"América do Sul",NA,"CESJ054905",NA,NA,NA,NA,NA
"55","2019-11-21 14:37:24-03","UFJF","CESJ","72047","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","L.C. Pereira","2017","10","23","L.N. Gonçalves; P. Duffles","426","2017","10","19","Brasil","Minas Gerais","Passa-Quatro","Pico do Itaguaré, Antecume do Itaguaré","-45.081667","-22.484722","-45.081667","-22.484722",NA,"2209","2209","Folhas simples, opostas, cruzadas, aveludadas; anteume do Pico do Itaguaré; Fitossociologia: ind. 182, parcela 26, linha 2;",NA,NA,"América do Sul",NA,"CESJ072047",NA,NA,NA,NA,NA
"56","2019-11-21 14:37:24-03","UFJF","CESJ","71204","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","L.C. Pereira","2018","04","28","L.C. Pereira; L. Menini Neto; S.G. Furtado; R.M. Mello","77","2018","04","28","Brasil","São Paulo","São Bento do Sapucaí","Complexo Pedra do Baú, Coletada na trilha para pedra Ana Chata.","-46.084528","-23.134556","-46.084528","-23.134556",NA,NA,NA,"Erva epífitica acidental. Folhas verde-claro. Frutos passados, marrons.",NA,NA,"América do Sul",NA,"CESJ071204",NA,NA,NA,NA,NA
"57","2020-11-09 19:01:09-03","UFJF","CESJ","24790","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","A. Chautems","2000",NA,NA,"R.C. Oliveira; F.R.G. Salimena","s.n.","1991","04","27","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais, Conceição de Ibitipoca - Pq. Fl. Est. Ibitipoca. Proximo aos Tres Arcos.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,"Planta epífita sobre árvore, pendente, flores vermelhas.","auto",NA,"América do Sul",NA,"CESJ024790",NA,NA,NA,NA,NA
"58","2019-11-21 14:37:24-03","UFJF","CESJ","49840","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","L.C.Pereira","2012","03",NA,"M.G. Rezende; R.C.L. Elias; F.R.G. Salimena; P.H. Nobre; S.A. Roman; F.S. Souza","34","2008","03","28","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,"25710","1480","1480","Frutos imaturos vermelhos.","auto",NA,"América do Sul",NA,"CESJ049840",NA,NA,NA,NA,NA
"59","2019-11-21 14:37:24-03","UFJF","CESJ","50454","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","A. Chautems","2008","11","25","M.G. Rezende; R.C.L. Elias","12","2008","03","03","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedra Branca","-46.386100769043","-21.9235992431641",NA,NA,"25710",NA,NA,"Erva ca.70 cm, saxícola. Pétalas vermelhas.","auto",NA,"América do Sul",NA,"CESJ050454",NA,NA,NA,NA,NA
"60","2019-11-21 14:37:24-03","UFJF","CESJ","52676","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","M.G. Rezende","2009","01","23","M.G. Rezende; A.S.M. Valente; F.S. Souza; R.C.L. Elias; T.M. Machado","325","2009","01","23","Brasil","Minas Gerais","Caldas","Pocinhos do Rio Verde, Pedreira Califórnia Brown&nf;Fuso 23 K 0357748 E 7571631 N","-46.386100769043","-21.9235992431641",NA,NA,"25710",NA,NA,"Herbácea, presente em todos os afloramentos. Flores vermelhas.","auto",NA,"América do Sul",NA,"CESJ052676",NA,NA,NA,NA,NA
"61","2019-11-21 14:37:24-03","UFJF","CESJ","22412","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","S.M.S. Verardo","1990","06","12","L. Krieger; et alli.","CESJ87","1988","04","30","Brasil","Minas Gerais","Caparaó","Serra do Caparaó, Minas Gerais - Serra do Caparaó.","-41.9043998718262","-20.523099899292",NA,NA,"15056",NA,NA,"Sobre rochas, caule lenhoso, grosso, formando um nó do tamanho de um punho dou maior, inflorencencia alongada, flores vermelho-sangue,sindrome de Beija-Flor, flor e fruto, alt. 1200 m.","auto",NA,"América do Sul",NA,"CESJ022412","CESJ022412 CESJ022412_1",NA,NA,NA,NA
"62","2019-11-21 14:37:24-03","UFJF","CESJ","23462","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","A. Chautems","1999","05",NA,"B. Cosenza","s.n.","1989","02","25","Brasil","Minas Gerais","Carangola","Serra do Brigadeiro, Minas Gerais - Carangola - Serra do Brigadeiro.","-42.0293998718262","-20.7331008911133",NA,NA,"21913",NA,NA,"Rupicola, em meio a formação de musgos, flores avermelhadas.","auto",NA,"América do Sul",NA,"CESJ023462",NA,NA,NA,NA,NA
"63","2019-11-21 14:37:24-03","UFJF","CESJ","9756","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","A. Chautems","1991",NA,NA,"L. Krieger","CESJ9756","1970","12","19","Brasil","Minas Gerais","Itabirito","Itabirito - Minas Gerais.","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,"Saxicola sobre minério de ferro. Folhas verdes flores vermelho-vivo.","auto",NA,"América do Sul",NA,"CESJ009756",NA,NA,NA,NA,NA
"64","2019-11-21 14:37:24-03","UFJF","CESJ","10684","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","A. Chautems","1989","02",NA,"L. Krieger","CESJ10684","1971","06","10","Brasil","Minas Gerais","Itabirito","Minas Gerais - Itabirito.","-43.801399230957","-20.2532997131348",NA,NA,"20553",NA,NA,"Saxicola, flores vermelho vivo.","auto",NA,"América do Sul",NA,"CESJ010684",NA,NA,NA,NA,NA
"65","2020-11-09 19:01:09-03","UFJF","CESJ","27323","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter","A. Chautems","1999","05",NA,"R.C. Forzza; R. G. Silveira","s.n.","1994","03","12","Brasil","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Minas Gerais, Parque Florestal Estadual de Ibitipoca.","-43.793098449707","-21.8425006866455",NA,NA,"30417",NA,NA,"Planta epífita na mata Grande. Pendente. Flores vermelhas com entrada do tubo roxo.","auto",NA,"América do Sul",NA,"CESJ027323",NA,NA,NA,NA,NA
"66","2019-11-21 14:37:24-03","UFJF","CESJ","39427","PreservedSpecimen","Plantae","Angiosperma",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","Otto & A. Dieter",NA,NA,NA,NA,"A.S.M. Valente; F.R.G. Salimena; J. P. Braga; P. H. Nobre; G. G. Faria.","217","2002","06","01","Brasil","Minas Gerais","Pedralva","Serra da Pedra Branca, Minas Gerais, Pedralvra na Serra da Pedra Branca.","-45.4658012390137","-22.2427997589111",NA,NA,"10929",NA,NA,"Erva entre aforamento na subida para Pedra Grande, folhas descolores, pilosidade inflorescência avermalhada, corola vermelha. Erva cerca de 1,5 m no campo.","auto",NA,"América do Sul",NA,"CESJ039427",NA,NA,NA,NA,NA
"67","2021-03-01 16:31:42-03","UNICAMP","UEC","138093","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler",NA,NA,NA,NA,"Meireles, LD; Shepherd, GJ; Belinello, R","1501","2004","02","19","Brazil","Minas Gerais","Itamonte","Brasil - Minas Gerais - Itamonte - Serra Fina - Hotel Alpina.","-44.091694","-22.039639","-44.091694","-22.039639",NA,"2000","2000","Erva com flores vermelhas, com odor de alho.; Campo de altitude.",NA,NA,NA,NA,"UEC028556","UEC028556",NA,NA,NA,NA
"68","2021-02-17 13:39:53-03","UNICAMP","UEC","139050","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Rossini, J","2014","09","25","Singer, RB","2003/18","2003","10","02","Brazil","Minas Gerais","Extrema",NA,"-46.312639","-22.886333","-46.312639","-22.886333",NA,NA,NA,NA,NA,NA,NA,NA,"UEC125467","UEC125467",NA,NA,NA,NA
"69","2020-06-22 15:16:52-03","UNICAMP","UEC","144276","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","2020","05",NA,"Kinoshita, LS; Yamamoto, LF; Ferro, AFP; Carmo, BCR; Rosseto, V; Yaginuma, CT","113","2003","05","15","Brazil","Minas Gerais","Extrema","Serra do Lopo, Proximidades da Torre Embratel.","-46.307522","-22.880917","-46.307522","-22.880917",NA,"1510","1510",NA,NA,NA,NA,NA,"UEC096429","UEC096429",NA,NA,NA,NA
"70","2021-03-01 16:31:42-03","UNICAMP","UEC","164971","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler",NA,NA,NA,NA,"Meireles, LD; Nunes, JA; Neto, JOC","3066","2007","03","15","Brazil","Minas Gerais","Passa Quatro","Brasil: MInas Gerais, Passa Quatro, Serra Fina, Capim Amarelo.","-44.907833","-22.450917","-44.907833","-22.450917",NA,"1500","1500","Erva com flores vermelhas.; Floresta Montana.",NA,NA,NA,NA,"UEC028554","UEC028554",NA,NA,NA,NA
"71","2021-03-01 16:31:42-03","UNICAMP","UEC","67335","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Rossini, J","2014","09","25","Almeda, F; Martins, AB; Fritsch, PW; Aranha, JLM; Bush, C; Belinello, R","9676","2009","03","02","Brazil","Minas Gerais","Santo Antônio do Itambé","Parque Estadual do Pico do Itambé, from the Fazenda at 1367 m to the summit of Pico do Itambé at 2038 m, along the main trail.","-43.589333","-18.674111","-43.589333","-18.674111",NA,"1367","2038","Shrub 0,2 m to 1 m tall. Corolla red. Occasional.; Campo rupestre and campo limpo vegetation interspersed with wooded areas around rock outcrops and gallery forests.",NA,NA,NA,NA,"UEC010966","UEC010966",NA,NA,NA,NA
"72","2020-02-10 17:53:25-03","UNICAMP","UEC","70560","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","1996",NA,NA,"Tamashiro, JY; Belinello, R; Souza, JP; Fernandes, GD; Ivanauskas, NM; Miyagi, PH","847","1995","04","13","Brazil","São Paulo","São Bento Do Sapucaí","Pedra do Bauzinho","-45.6575","-22.69","-45.6575","-22.69",NA,NA,NA,"flor, Tuberoso, flores com cálice verde com indumento vermelho, corola vermelha com calosidade vinosa.",NA,NA,NA,NA,"UEC141471","UEC141471",NA,NA,NA,NA
"73","2020-02-10 17:53:25-03","UNICAMP","UEC","73765","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","1998","01",NA,"Koch, I; Kinoshita, LS","205","1995","04","06","Brazil","São Paulo","Lavrinhas","Vale do Ribeirão do Braço, A 12 km ao Norte de Lavrinhas.","-44.880833","-22.459444","-44.880833","-22.459444",NA,NA,NA,"flor, Entre Eucaliptus e mata. Erva decumbente; 1 m de altura; flores vermelho-vivo.",NA,NA,NA,NA,"UEC141473","UEC141473",NA,NA,NA,NA
"74","2021-03-01 16:31:42-03","UNICAMP","UEC","88822","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","2019",NA,NA,"Koch, I; Kinoshita, LS","205a","1995","04","06","Brazil","São Paulo","Lavrinhas","Brasil, SP, Lavrinhas, 12km ao Norte de Lavrinhas, vale do Ribeirão do Braço.","-44.881667","-22.462778","-44.881667","-22.462778",NA,NA,NA,"Erva decumbente; 1m de alt;flores vermelho vivas.; Entre Eucaliptus e mata.",NA,NA,NA,NA,"UEC162002","UEC162002",NA,NA,NA,NA
"75","2020-02-10 17:53:25-03","UNICAMP","UEC","114443","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","2004",NA,NA,"Fraga, CN; Gomes, JML; Pereira, OJ; Júnior, IW; Marcelli, MP","186","1995","05","30","Brazil","Espírito Santo","Domingos Martins","Pedra Azul, Próximo à base da pedra, na entrada que leva ao Hotel Pedra Azul, virando à esquerda.","-40.6591987609863","-20.3633003234863",NA,NA,"48150",NA,NA,"flor, Partes sombrias em mata e pedras (matacão) solta expostas ao sol. Folha verde, peluda, planta crescendo sobre rocha, escandente. Folhas vermelhas.","auto",NA,NA,NA,"UEC141468","UEC141468",NA,NA,NA,NA
"76","2021-03-01 16:31:42-03","UNICAMP","UEC","44499","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","2019",NA,NA,"Shepherd, GJ","444a","1984","06","16","Brazil","Minas Gerais","Belo Horizonte","Rod.Vitória-Belo Horizonte km 89.Sobre rocha direita, D. Martins E.S.","-43.937801361084","-19.9207992553711",NA,NA,"17082","1000","1000","Flor vermelha.Erva 40cm.; Sobre rocha.","auto",NA,NA,NA,"UEC162003","UEC162003",NA,NA,NA,NA
"77","2020-02-10 17:53:25-03","UNICAMP","UEC","120271","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","2002","01",NA,"Meireles, LD","12","2001","03","18","Brazil","Minas Gerais","Camanducaia","Monte Verde, Afloramento","-46.1446990966797","-22.7553005218506",NA,NA,"22140",NA,NA,"Erva, 30cm, flores vermelhas, anteras amarelas, presença de heterostilia.","auto",NA,NA,NA,"UEC087098","UEC087098",NA,NA,NA,NA
"78","2020-02-10 17:53:25-03","UNICAMP","UEC","125650","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","2002",NA,NA,"Meireles, LD","779","2001","12","11","Brazil","Minas Gerais","Camanducaia","Monte Verde, Pedra Redonda","-46.1446990966797","-22.7553005218506",NA,NA,"22140",NA,NA,"Erva bulbosa, flores vermelhas com manchas magenta na base da entrada do tubo.","auto",NA,NA,NA,"UEC087095","UEC087095",NA,NA,NA,NA
"79","2021-03-01 16:31:42-03","UNICAMP","UEC","180588","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Scatigna, AV","2013","12",NA,"Scatigna, AV; Carmo, JAM; Simões, AO","429","2013","12","19","Brazil","Minas Gerais","Camanducaia","Monte Verde. Platô. Afloramento rochoso.","-46.1446990966797","-22.7553005218506",NA,NA,"22140",NA,NA,"Subarbusto, ca. 50cm. Flores vermelhas.","auto",NA,NA,NA,"UEC086638","UEC086638",NA,NA,NA,NA
"80","2020-02-10 17:53:25-03","UNICAMP","UEC","66320","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","1997","01",NA,"Dutilh, JHA","31207","1994","01","19","Brazil","Minas Gerais","Camanducaia","Pico do Selado, Distrito de Monte Verde.","-46.1446990966797","-22.7553005218506",NA,NA,"22140",NA,NA,"flor, Sobre pedra, pleno sol, flor vermelho-vivo.","auto",NA,NA,NA,"UEC141470","UEC141470",NA,NA,NA,NA
"81","2021-03-01 16:31:42-03","UNICAMP","UEC","164972","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler",NA,NA,NA,NA,"Meireles, LD; Nunes, JA","2153","2006","03","21","Brazil","Minas Gerais","Passa Quatro","Brasil: Minas Gerais, Passa Quatro, Pico do Itaguaré, Afloramento Rochoso.","-44.9667015075684","-22.3903007507324",NA,NA,"17293",NA,NA,"Erva com flor vermelha.; Brasil: Minas Gerais, Passa Quatro, Pico do Itaguaré, Afloramento Rochoso.","auto",NA,NA,NA,"UEC028555","UEC028555",NA,NA,NA,NA
"82","2021-03-01 16:31:42-03","UNICAMP","UEC","60136","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","2019",NA,NA,"Vieira, AOS; Yamamoto, K","26269","1992","05","04","Brazil","Rio de Janeiro","Nova Friburgo","Estado do Rio de Janeiro Município Nova Friburgo, subida para Pico da Coledônia, próximo à entrada do DAE.","-42.5311012268066","-22.2819004058838",NA,NA,"33190",NA,NA,"Epífita sobre rocha, em local aberto à beira de trilha, formando tubérculo de superfície lisa e acastanhada.; Mata de encosta perturbada.","auto",NA,NA,NA,"UEC162000","UEC162000",NA,NA,NA,NA
"83","2020-02-10 17:53:25-03","UNICAMP","UEC","86591","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","1998",NA,NA,"Sazima, M; Sazima, I","35330","1996","02","16","Brazil","São Paulo","Campos do Jordão","Horto Florestal de Campos do Jordão","-45.5900001525879","-22.7299995422363",NA,NA,"21048",NA,NA,"flor, Epífita, flores vermelhas.","auto",NA,NA,NA,"UEC141472","UEC141472",NA,NA,NA,NA
"84","2021-03-12 12:52:37-03","UNICAMP","UEC","209209","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Campos-Rocha, A","2013","02","18","Campos-Rocha, A","1142","2013","02","18","Brazil","São Paulo","Nova Odessa","em cultivo no Jardim Botânico Plantarum","-47.2900009155273","-22.7700004577637",NA,NA,"8440",NA,NA,"Herbácea dotada de tubera, ca. 40 cm de altura, cálice verde-avermelhado, corola vermelha","auto",NA,NA,NA,"UEC179367","UEC179367_v01",NA,NA,NA,NA
"85","2020-02-10 17:53:25-03","UNICAMP","UEC","108757","S","Plantae","Magnoliopsida",NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & D.Dietr.) Wiehler","Chautems, A","2000","04",NA,"Freitas, L","638","1999","03","20","Brazil","São Paulo","São José do Barreiro","Fazenda Invernadinha, Estrada para o Bairro dos Macacos.","-44.5699996948242","-22.6399993896484",NA,NA,"30784",NA,NA,"flor, Erva de 15-50 cm de altura, flores de corola vermelho-alaranjada. Campo de altitude ao lado de afloramento rochoso.","auto",NA,NA,NA,"UEC141469","UEC141469",NA,NA,NA,NA
"86","2019-11-06 09:55:47-03","UFOP","OUPR","13301","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Araújo, A.O.","2003","05",NA,"Peron, M.V.","s.n.",NA,NA,NA,"Brasil","Minas Gerais",NA,"Alto do Itacolomi",NA,NA,NA,NA,NA,NA,NA,"Erva, flores rubras. Entre rochas de quartzito",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"87","2019-11-06 09:55:47-03","UFOP","OUPR","24702","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Tonaco, A.C.","2011","04","03","Tonaco, A.C.; et al.","27","2010","03","24","Brasil","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi, Lagoa Seca. Dolina 20m de profundidade","-43.488889","-20.431944","-43.488889","-20.431944",NA,"1600","1600","Erva, 1m. Flores com pétalas rubro-alaranjado e cálice verde",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2019-11-06 09:55:47-03","UFOP","OUPR","25435","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Freitas, G.P.P.; Scalon, V.R.; Cândido, E.S. & Martins, C.","145","2010","01","29","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, Campo sobre canga","-43.503475","-20.357758","-43.503475","-20.357758",NA,"1466","1466","Herbácea, 60cm de altura, flor ilabiada vemelho intenso. Flor pilosa, sinatera amarelada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"89","2019-11-06 09:55:47-03","UFOP","OUPR","25436","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Freitas, G.P.P.; Scalon, V.R.; Cândido, E.S. & Martins, C.","156","2010","01","29","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, Campo sobre canga","-43.503475","-20.357758","-43.503475","-20.357758",NA,"1466","1466","Herbácea, cerca de 20cm de altura. Tubérculo castanho. Planta em estado vegetativo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"90","2019-11-06 09:55:47-03","UFOP","OUPR","25437","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler",NA,NA,NA,NA,"Freitas, G.P.P.; Antônio-Silva, L.","171","2010","03","15","Brasil","Minas Gerais","Ouro Preto","Serra da Brígida, Campo sobre canga","-43.503475","-20.357758","-43.503475","-20.357758",NA,"1466","1466","Herbácea, 63cm de altura. Flora ilabiada vermelho claro. Flor pilosa, sinantera amarelada",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"91","2019-11-06 09:55:47-03","UFOP","OUPR","25824","PreservedSpecimen","Plantae",NA,NA,"Gesneriaceae","Sinningia","magnifica","Sinningia magnifica","(Otto & A.Dietr.) Wiehler","Cardoso, R.C.","2012","07","06","Cardoso, R.C.; Da Silva, T.C.","53","2012","02","08","Brasil","Minas Gerais","Ouro Preto","Serra de Ouro Preto, Campo rupestre quartzítico","-43.520556","-20.363889","-43.520556","-20.363889",NA,NA,NA,"Erva, flores vermelhas com 4 estames sinanteros. Cerca de 40cm de altura",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
