"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","occurrenceRemarks","phylum","order","recordNumber","continentOcean","preparationType","typeStatus","coordinatePrecision","geoFlag","class","previousCatalogNumber","relatedCatalogItem","fieldNumber","individualCount"
"12","2020-11-24 17:11:06-03","UTFPR","DVPR","2696","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Mentz, LA","1997",NA,NA,"Chagas-Silva, F; et al.","1989","12","04","Brasil","Paraná","Tibagi","Próximo a sede da Fazenda.","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"DVPR002696",NA,"Árvore 6m, flors brancas e meliferas.; Mata do rio Barrinha.","Magnoliophyta",NA,"s.n.",NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA
"13","2015-02-10 11:46:43-02","BM","SOLANACEAE_SOURCE_BR","27391","O","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Knapp, S.","2007","11",NA,"Dusén, P.","1903","12","12","Brazil","Paraná",NA,"Punta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,"ad marginem silvulae","Magnoliophyta","Solanales","3215","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"14","2015-02-10 11:46:43-02","BM","SOLANACEAE_SOURCE_BR","27392","O","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Knapp, S.","2007","11",NA,"Dusén, P.","1903","11","14","Brazil","Paraná",NA,"Punta Grossa app.",NA,NA,NA,NA,NA,NA,NA,NA,"ad marginem silvulae","Magnoliophyta","Solanales","15986","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"15","2015-02-10 11:46:43-02","BM","SOLANACEAE_SOURCE_BR","54636","O","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Knapp, S.","2011","03",NA,"Dusén, P.","1914","11","14","Brazil","Paraná",NA,"Punta Grossa",NA,NA,NA,NA,NA,NA,NA,NA,"ad marg. silvulae","Magnoliophyta","Solanales","15986","Southern America",NA,NA,NA,NA,"Dicotyledoneae","948226-227",NA,NA,NA
"16","2015-02-10 11:46:43-02","BM","SOLANACEAE_SOURCE_BR","26256","O","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Knapp, S.","1993","01","01","Ribas, O.S.; Silva, J.M.","1989","11","30","Brazil","Paraná","Lapa","Segundo Faxinal, trevo para Monte Alegre.","-49.7158","-25.7697",NA,NA,NA,NA,"BM000935572",NA,"Árvore 6 m. Flores alvas.; Orla da mata.","Magnoliophyta","Solanales","197","Southern America",NA,NA,"49965","auto","Dicotyledoneae",NA,NA,NA,NA
"17","2015-02-10 11:46:43-02","BM","SOLANACEAE_SOURCE_BR","18713","O","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Knapp, S.","2007","01",NA,"Reitz, P.R.","1956","12","30","Brazil","Santa Catarina",NA,"Alto Matador, Rio do Sul",NA,NA,NA,NA,"800","800",NA,NA,"arvore 8m, flor branca; mata, pinhal","Magnoliophyta","Solanales","4092","Southern America",NA,"isotype",NA,NA,"Dicotyledoneae","2323197",NA,NA,NA
"18","2015-02-10 11:46:43-02","BM","SOLANACEAE_SOURCE_BR","9430","O","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Knapp, S.","2005","01","14","Dusén, P.","1903","01","01","Brazil","Paraná",NA,"sin. loc.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliophyta","Solanales","3215","Southern America",NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA
"19","2020-02-08 10:36:29-03","NBC","NL-BOTANY","L 0003659","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","Sm. & Downs","Smith LB",NA,NA,NA,"Reitz R","1958","12","30","Brazil","Santa Catarina",NA,"Santa Catarina, BrasilAlto Matador, Rio do Sul",NA,NA,NA,NA,NA,NA,"NL-L0003659","NL-L0003659","Mata, pinhal,Arvore<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200003659 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales",NA,"Southern America",NA,"isotype",NA,NA,"Magnoliopsidae",NA,"137039",NA,NA
"20","2020-02-08 10:36:29-03","NBC","NL-BOTANY","L.2877020","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs",NA,NA,NA,NA,"Dusén PKH","1914","11","14","Brazil",NA,NA,"Parana: Ponta Grossa opp; ad marg silvulae. *.",NA,NA,NA,NA,NA,NA,"NL-L2877020","NL-L2877020","<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2877020 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"Solanales",NA,"Southern America",NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"21","2019-08-27 13:33:35-03","IAP","PACA-AGP","48460","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","Smith & Downs","L. A. Mentz","1996","12","11","Sehnem, A.","1945","10","24","Brasil","RS","Montenegro","Parecí","-51.4611015319824","-29.6886005401611",NA,NA,"50","50","PACA048460",NA,"Habitat: In silvula campestri. Arbustum in silva.","Magnoliophyta","Solanales","1639",NA,NA,NA,"21601","auto","Magnoliatae",NA,NA,NA,NA
"22","2019-08-27 13:33:35-03","IAP","PACA-AGP","44385","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","Smith & Downs","L. A. Mentz","1996","12","11","Rambo, B.","1949","11","14","Brasil","RS","São Leopoldo","Fião","-51.1472015380859","-29.7602996826172",NA,NA,NA,NA,"PACA044385",NA,"Habitat: In silvula campestri Fenofase: flor","Magnoliophyta","Solanales",NA,NA,NA,NA,"10287","auto","Magnoliatae",NA,NA,NA,NA
"23","2019-08-27 13:33:35-03","IAP","PACA-AGP","44268","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","Smith & Downs","L. A. Mentz","1996","12","11","Rambo, B.","1949","11","05","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"PACA044268",NA,"Habitat: In silvula campestri Fenofase: flor","Magnoliophyta","Solanales",NA,NA,NA,NA,"7291","auto","Magnoliatae",NA,NA,NA,NA
"24","2019-08-27 13:33:35-03","IAP","PACA-AGP","42059","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","Smith & Downs","L. A. Mentz","1996","12","11","Rambo, B.","1949","06","18","Brasil","RS","Sapucaia do Sul",NA,"-51.1483001708984","-29.8246994018555",NA,NA,NA,NA,"PACA042059",NA,"Habitat: In silvula campestri Fenofase: fruto maturo","Magnoliophyta","Solanales",NA,NA,NA,NA,"7291","auto","Magnoliatae",NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051269","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B. Sm. & Downs","L. A. Mentz",NA,NA,NA,"G. Hatschbach; L. Landrum, L. Kawasaki","1995","12","6","Brazil","Parana",NA,"Serra do Caete (Mun. Rio Branco do Sul).","-49.3","-25.1667",NA,NA,NA,NA,NA,NA,"Arbusto, 3 m, flores alvas, anteras amarelas.","Magnoliophyta","Solanales","60015",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0051268","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B. Sm. & Downs","L. A. Mentz",NA,NA,NA,"G. Hatschbach","1983","12","8","Brazil","Parana",NA,"Cabeceiras do Ribeirão do Tigre (Mun. Cerro Azul).","-49.27366","-24.79626",NA,NA,NA,NA,NA,NA,"Arvoreta, 5 m, flor alva.","Magnoliophyta","Solanales","47843",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2019-11-21 14:46:16-03","UFJF","CESJ","11204","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","J.R. Stehmann","1995","10","19","L. Krieger","1971","12","18","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha","-50.1618995666504","-25.0949993133545",NA,NA,NA,NA,"CESJ011204",NA,"Na beira da mata, árvore 4 m. Flores brancas.","Angiosperma",NA,"CESJ11204","América do Sul",NA,NA,"46557","auto",NA,NA,NA,NA,NA
"28","2020-10-14 10:06:46-03","FURB","FURB","10159","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Sobral, M","2008","04",NA,"Dreveck, S.; Verdi, M. & Godoy, M.B.","2007","11","21","Brasil","Santa Catarina","Papanduva","Carijós.","-50.22","-26.3702778","-50.2200000","-26.3702778","845","845","FURB03622","FURB03622","Florística IFFSC 982. Habitat: Floresta Ombrófila Mista; Habito: Fruto verde;",NA,NA,"184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-10-14 10:06:46-03","FURB","FURB","17954","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Stehmann, JR","2010","03","03","Korte, A.; Kniess, A.","2009","12","01","Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras.","-49.3211111","-27.6313889","-49.3211111","-27.6313889","942","942","FURB44492","FURB44492","Fito IFFSC 311 /L/50 Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: árvore; flor branca",NA,NA,"1282",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:06:46-03","FURB","FURB","29635","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Sobral, M","2010","08","15","Korte, A.; Kniess, A.","2010","01","28","Brasil","Santa Catarina","Taió","Barragem Oeste.","-50.0380555","-27.0922222","-50.0380555","-27.0922222","400","400","FURB44493","FURB44493","Fito IFFSC 568 /N/33 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;",NA,NA,"1595",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2020-10-14 10:06:46-03","FURB","FURB","46728","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Oliveira, AA de","2015","03","19","Oliveira, A.A. de","2015","03","19","Brasil","Santa Catarina","Rio do Campo","Rio da Prata.","-50.0375","-26.8186111","-50.0375000","-26.8186111","572","572","FURB44488","FURB44488","Fito IFFSC 739 /S/14 Habitat: Floresta Ombrófila Mista; Estágio Avançado Habito: arbórea;",NA,NA,"1360",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2020-10-14 10:06:46-03","FURB","FURB","61503","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Marinero, F.","2017","06","07","Bach Jr., R.","2016","12","13","Brasil","Paraná","Ponta Grossa",NA,"-49.815","-25.11","-49.8150000","-25.1100000",NA,NA,"FURB61503","FURB61503",NA,NA,NA,"677",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2020-10-14 10:06:46-03","FURB","FURB","8523","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Stehmann, JR","2016","04","20","Godoy, M.B.; Verdi, M. & Dreveck, S.","2007","11","06","Brasil","Santa Catarina","Mafra","Arroio do Irara.","-49.9508333","-26.0997222","-49.9508333","-26.0997222","879","879","FURB44490","FURB44490","IFFSC 1061/S/5. Habitat: Floresta Ombrófila Mista; Habito: flor botão verde",NA,NA,"15",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2019-11-08 08:56:38-03","FURB","FURB","3237","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Sobral, M","1999","07","01","Schaffer, V.","1999","07","01","Brasil","Santa Catarina","Atalanta","Alto Dona Luiza.","-49.7811012268066","-27.4200000762939",NA,NA,NA,NA,"FURB44491","FURB44491",NA,NA,NA,NA,NA,NA,NA,"10775","auto",NA,NA,NA,NA,NA
"35","2020-12-21 16:45:55-03","MBM","MBM","144592","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B. Sm. & Downs","Marinero, F.","2017","06","07","Bach Junior, R.","2016","12","13","Brazil","Paraná","Ponta Grossa","Conglomerado: 337-J; subunidade: 2; subparcela: 1; indivíduo: 4","-49.815","-25.11","-49.815","-25.11",NA,NA,"MBM144592","MBM144592","Árvore 9 m; flores brancas com amarelo.",NA,NA,"677","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-04 15:19:11-03","MNHN","RECOLNAT_MNHN_P","P00370197","PreservedSpecimen",NA,"Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs",NA,NA,NA,NA,"Reitz|Klein","1965","12","11","Brésil",NA,NA,"Pinhal, Santa Catarina",NA,NA,NA,NA,"750",NA,"P00370197","P00370197_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00370197' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"17424",NA
"37","2015-09-04 12:11:44-03","MNHN","RECOLNAT_MNHN_P","P00370198","PreservedSpecimen",NA,"Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Mentz",NA,NA,NA,"Rambo, BV.","1949","6","18","Brésil",NA,NA,"Rio Grande do sul, Sapucaia",NA,NA,NA,NA,NA,NA,"P00370198","P00370198_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00370198' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"42059",NA
"38","2016-09-05 17:49:47-03","MNHN","RECOLNAT_MNHN_P","P00370199","PreservedSpecimen",NA,"Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Mentz",NA,NA,NA,"Rambo, B.","1949","11","5","Brésil",NA,NA,"Vila Diehl prope S. Leopoldo, Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"P00370199","P00370199_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00370199' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"44268",NA
"39","2015-09-04 15:19:11-03","MNHN","RECOLNAT_MNHN_P","P00370200","PreservedSpecimen",NA,"Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Mentz",NA,NA,NA,"Rambo, B.","1949","6","18","Brésil",NA,NA,"Sapucaia, Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"P00370200","P00370200_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00370200' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"42059",NA
"40","2015-09-14 16:36:52-03","MNHN","RECOLNAT_MNHN_P","P00370201","PreservedSpecimen",NA,"Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Mentz",NA,NA,NA,"Rambo, B.","1949","11","5","Brésil",NA,NA,"Rio Grande do Sul, Vila Diehl près S. Leopoldo",NA,NA,NA,NA,NA,NA,"P00370201","P00370201_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00370201' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"44268",NA
"41","2000-04-10 22:28:40-03","MNHN","RECOLNAT_MNHN_P","P00578801","PreservedSpecimen",NA,"Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs","Knapp",NA,NA,NA,"Dusén, P.","1914","11","14","Brésil",NA,NA,"Parana: Panta Grossa app. ad marg. silvae 880 m.s.m.",NA,NA,NA,NA,NA,NA,"P00578801","P00578801_01","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00578801' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,"15986",NA
"42","2020-12-11 11:42:21-03","UFMG","BHCB","135650","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs",NA,"2013",NA,NA,"Korte, A; Kniess, A",NA,NA,NA,"Brasil","Santa Catarina","Alfredo Wagner","Rio das Demoras","-49.321111","-27.631389","-49.321111","-27.631389","942","942","BHCB018509",NA,"Florística IFFSC 311/L/50; Floresta Ombrófila Mista; Estádio Suces.:médio de regeneração; Altura 8m; Hábito: árvore; Cor/Flor: branca&nf;; Árvore, altura 8 m, Cor/Flor: branca; Floresta Ombrófila Mista; Estádio Suces: medio de regeneraç","Dicotyledon",NA,"1282","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-11 11:42:21-03","UFMG","BHCB","96558","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs",NA,"2013",NA,NA,"Stehmann, JR; Mentz, LA; Fregonezi, JN; Teles, AM","2005","11","22","Brasil","Paraná","Ponta Grossa","BR 378, Km193, em direção à Prudentópolis","-50.354861","-25.067194","-50.354861","-25.067194","866","866","BHCB002641","BHCB002641","Árvore, 6m de altura, na borda da Floresta Ombrófila; flores com corola branca, anteras amarelas&nf;MATERIAL PRESERVADO EM ÁLCOOL ANTES DA SECAGEM; Árvore, 6m de altura, flores com corola branca, anteras amarelas.; na borda da Floresta","Dicotyledon",NA,"4232","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-12-11 11:42:21-03","UFMG","BHCB","61670","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs",NA,"2013",NA,NA,"Hatschbach, G","1983","12","08","Brasil","Paraná","Cerro Azul","Cabeceiras do Ribeirão Tigre","-49.261100769043","-24.823600769043",NA,NA,NA,NA,"BHCB018508",NA,"Arvoreta, 5 m, flor alva; Mata secundária.","Dicotyledon",NA,"47843","Southern America",NA,NA,"32006","auto",NA,NA,NA,NA,NA
"45","2020-12-11 11:42:21-03","UFMG","BHCB","42418","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs",NA,"2013",NA,NA,"Chagas; Silva, F",NA,NA,NA,"Brasil","Paraná","Palmeira","Fazenda Capão Bonita","-50.0064010620117","-25.4293994903564",NA,NA,NA,NA,"BHCB018507",NA,"Àrvore 16 m alt, CAP 58 cm","Dicotyledon",NA,"s.n.","Southern America",NA,NA,"35166","auto",NA,NA,NA,NA,NA
"46","2020-12-11 11:42:21-03","UFMG","BHCB","50519","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B.Sm. & Downs",NA,"2013",NA,NA,"Chagas; Silva, F","1989","12","04","Brasil","Paraná","Tibagi","Proximo a sede da Fazenda","-50.4136009216309","-24.5093994140625",NA,NA,NA,NA,"BHCB018511",NA,"Àrvore 6 m; flores brancas e meliferas; Mata do Rio Barrinha","Dicotyledon",NA,"s.n.","Southern America",NA,NA,"56988","auto",NA,NA,NA,NA,NA
"47","2013-11-11 15:12:00-02","MO","MOBOT","2986731","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B. Sm. & Downs","S. Knapp",NA,NA,NA,"Per Dusén","1914","11","14","Brazil","Paraná","Ponta Grossa","Ponta Grossa, ad marg. silvulae","-50.1618995666504","-25.0949993133545",NA,NA,"880.00000000",NA,NA,NA,NA,NA,NA,"Dusén 15986","South America",NA,NA,"46557","auto",NA,NA,NA,NA,"1"
"48","2018-06-22 05:25:00-03","MO","MOBOT","2478511","PreservedSpecimen","Plantae","Solanaceae","Solanum","reitzii","Solanum reitzii","L.B. Sm. & Downs","Knapp, S.",NA,NA,NA,"Pe. Raulino Reitz","1958","12","30","Brazil","Santa Catarina",NA,"Alto Matador, Rio do Sul",NA,NA,NA,NA,"800.00000000",NA,NA,NA,NA,NA,NA,"Reitz 4092","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA
