"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"98","2019-08-16 08:38:53-03","UTFPR","HCF","17739","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","M.G. Caxambu","6795","2015","08","20",NA,"Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Trilha do Rio","-53.795694","-25.155222",NA,"erva ripária, epífita, ciófila. Flores com cálice verde e corola alva.",NA,NA,"502","502","2015","10","07","53°47'44,5 W","25°09'18,8 S",NA,NA,NA,NA,NA,NA,NA,NA
"99","2019-08-16 08:38:53-03","UTFPR","HCF","26547","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","L.R. Barbieri","L.R. Barbieri","43","2018","10","07",NA,"Brasil","PR","Goioerê","Parque Municipal Antônio Sestak","-53.019167","-24.17",NA,"erva epífita, semi-ciófila. Flores verdes com corola alvacenta.",NA,NA,"456","456","2018","10","07","53°01'09 W","24°10'12 S",NA,NA,NA,NA,NA,NA,NA,NA
"100","2019-08-16 08:38:53-03","UTFPR","HCF","26986","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","E.L. Siqueira","2853","2018","12","11",NA,"Brasil","PR","Campo Mourão","Vila Franciscana, próxima a Santa Casa","-52.404111","-24.017444",NA,"erva epífita, suculenta. Frutos imaturos verdes. Forófito árvore morta.",NA,NA,"630","630","2019","01","21","52°24'14,8 W","24°01'02,8 S",NA,NA,NA,NA,NA,NA,NA,NA
"101","2019-08-16 08:38:53-03","UTFPR","HCF","23575","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","E. Barboza","J.M. Silva","9415","2016","09","09",NA,"Brasil","PR","Pitanga","PCH Itaguaçu, rio Pitanga","-51.523056","-24.698333",NA,"erva epífita; flor alva. Floresta Estacional Semidecidual.",NA,NA,"550","550","2017","03","31","51°31'23 W","24°41'54 S",NA,NA,NA,NA,NA,NA,NA,NA
"102","2019-08-16 08:38:53-03","UTFPR","HCF","9925","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","E.L. Siqueira","491","2011","11","11",NA,"Brasil","PR","Luiziana","Estação Ecológica Luiziana","-52.433028","-24.531417",NA,"erva epífita, ripária, suculenta. Frutos imaturos verdes.",NA,NA,"652","652","2011","12","20","52°25'58,9 W","24°31'53,1 S",NA,NA,NA,NA,NA,NA,NA,NA
"103","2019-08-16 08:38:53-03","UTFPR","HCF","15011","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","E.L. Siqueira","1239","2014","09","18",NA,"Brasil","PR","Ortigueira","beira da estrada, cercanias do Morro","-50.792139","-23.986278",NA,"erva epífita, semi-ciófila. Flores alvas. Na figueira gigante no morro.",NA,NA,"648","648","2014","09","30","50°47'31,7 W","23°59'10,6 S",NA,NA,NA,NA,NA,NA,NA,NA
"104","2019-08-16 08:38:53-03","UTFPR","HCF","3607","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","H.C.L. Geraldino","H.C.L. Geraldino","278","2005","11","05",NA,"Brasil","PR","Campo Mourão","Capela do Calvário","-52.3830986022949","-24.0456008911133",NA,"aprox. 4m tronco do forófito, com presença de frutos terminais amarelos.",NA,NA,NA,NA,"2006","01","06",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"105","2019-08-16 08:38:53-03","UTFPR","HCF","1345","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","E.G. Paulino","32","2004","08","09",NA,"Brasil","PR","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,"planta herbácea, com caule cilíndrico, suculento. Epífita pendente. Com flores levemente amareladas no ápice dos ramos.",NA,NA,NA,NA,"2004","09","30",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"106","2019-08-16 08:38:53-03","UTFPR","HCF","1142","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","J. Cordeiro & O.S. Ribas","E.G. Paulino",NA,"2004","06","13",NA,"Brasil","PR","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,"planta herbácea, epífita, áfila, com frutos do tipo baga, de cor branca.",NA,NA,NA,NA,"2004","09",NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"107","2019-08-16 08:38:53-03","UTFPR","HCF","1353","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","J. Cordeiro & E. Barboza","E.G. Paulino","39","2004","08","19",NA,"Brasil","PR","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,"planta herbácea com caule cilíndrico suculento, epífita pendente. Com flores levemente amareladas no ápice dos ramos.",NA,NA,NA,NA,"2004","11",NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"108","2019-08-16 08:38:53-03","UTFPR","HCF","1180","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","E.G. Paulino","2","2004","06","13",NA,"Brasil","PR","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,"planta herbácea, epífita, pendente, com bagas de cor branca.",NA,NA,NA,NA,"2004","09","30",NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"109","2019-08-16 08:38:53-03","UTFPR","HCF","1343","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","J. Cordeiro & E. Barboza","E.G. Paulino","59","2004","08","27",NA,"Brasil","PR","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,"planta herbácea, epífita, suculenta, pendente, com flores brancas no ápice dos ramos.",NA,NA,NA,NA,"2004","11",NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"110","2019-08-16 08:38:53-03","UTFPR","HCF","10044","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","N.F.F.S. Cruz",NA,"2011","09","02",NA,"Brasil","PR","Cascavel","Zoológico Municipal de Cascavel","-53.4552993774414","-24.9557991027832",NA,"erva epífita, carnosa, semi-ciófila. Flores alvas. Frutos imaturos verdes.",NA,NA,NA,NA,"2012","02","15",NA,NA,"47841","auto",NA,NA,NA,NA,NA,NA
"111","2019-08-16 08:38:53-03","UTFPR","HCF","5929","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","E.M. Silva",NA,"2007","10","02",NA,"Brasil","PR","Goioerê","Parque Municipal de Goioerê","-53.0275001525879","-24.184700012207",NA,"erva suculenta, epífita, pendente. Com flores alvo-amareladas.",NA,NA,NA,NA,"2007","10","18",NA,NA,"22997","auto",NA,NA,NA,NA,NA,NA
"112","2019-08-16 08:38:53-03","UTFPR","HCF","9244","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","E.L. Siqueira","366","2010","10","20",NA,"Brasil","PR","Luiziana","Estação Ecológica Luiziana","-52.2757987976074","-24.2861003875732",NA,"erva epífita, heliófita. Frutos imaturos verdes.",NA,NA,NA,NA,"2010","11","24",NA,NA,"34664","auto",NA,NA,NA,NA,NA,NA
"113","2019-08-16 08:38:53-03","UTFPR","HCF","9195","S","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","(How) Volguin","M.G. Caxambu","M.G. Caxambu","3336","2010","10","15",NA,"Brasil","PR","Tuneiras do Oeste","Reserva Biológica das Perobas -Pinheiral","-52.8760986328125","-23.8705997467041",NA,"erva epífita, heliófita. Frutos carnosos de cor verde.",NA,NA,NA,NA,"2010","11","22",NA,NA,"24014","auto",NA,NA,NA,NA,NA,NA
"114","2020-12-21 16:19:48-03","MBM","MBM","202170","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.",NA,"Schinini, A.; et al.; et al.","31289","1995","09","12","Southern America","Argentina",NA,NA,NA,NA,NA,NA,NA,"MBM202170","MBM202170",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"115","2020-12-21 16:19:48-03","MBM","MBM","128381","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Hahn, W.","1655","1983","10","10","Southern America","Paraguay",NA,NA,NA,NA,NA,NA,NA,"MBM128381","MBM128381",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"116","2020-12-21 16:19:48-03","MBM","MBM","242793","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Kiesling, R.","Tressens, S.G.; et al.; et al.","6348","1999","08","31","Southern America","Argentina",NA,NA,"Misiones",NA,NA,NA,NA,"MBM242793","MBM242793",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"117","2020-12-21 16:19:48-03","MBM","MBM","370522","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Cardoso, W.C.","Kuniyoshi, Y.S.","2871","1971","09","01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"MBM370522","MBM370522",NA,NA,"2019","08","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"118","2020-12-21 16:19:48-03","MBM","MBM","389628","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Lozano, E.D.","Lozano, E.D.; Michelon, C.; Michelon, C.","1015","2012","08","19","Southern America","Brazil","Paraná","Ortigueira","UHE Mauá","-50.692675","-24.076281",NA,"Rupícola, touceira com 30cm.; Campo de altitude.","MBM389628","MBM389628","520","750","2012","08","19","-50.692675","-24.076281",NA,NA,NA,NA,NA,NA,NA,NA
"119","2020-12-21 16:19:48-03","MBM","MBM","390713","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Cardoso, W.C.","Brotto, M.L.; Völtz, R.R.; Völtz, R.R.","829","2012","09","06","Southern America","Brazil","Paraná","Tibagi","Rio Tibagi","-50.401631","-24.560844",NA,"Erva epífita; flores brancas.; Floresta Ombrófila Mista Aluvial.","MBM390713","MBM390713","730","730","2019","08","21","-50.401631","-24.560844",NA,NA,NA,NA,NA,NA,NA,NA
"120","2020-12-21 16:19:48-03","MBM","MBM","408428","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Barboza, E.","Silva, J.M.; Bayeri, I.; Noguchi, G.; Bayeri, I.; Noguchi, G.","9415","2016","09","09","Southern America","Brazil","Paraná","Pitanga","PCH Itaguaçu, rio Pitanga","-51.523056","-24.698333",NA,"Erva epífita; flor alva.; Floresta Estacional Semidecidual.","MBM408428",NA,"550","550","2017","03","31","-51.523056","-24.698333",NA,NA,NA,NA,NA,NA,NA,NA
"121","2020-12-21 16:19:48-03","MBM","MBM","370688","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Cardoso, W.C.","Motta, J.T.; Souza, W.S.; Britez, R.M.; Souza, W.S.; Britez, R.M.","949","1987","06","10","Southern America","Brazil","Paraná","Palmas","Solais","-51.9906005859375","-26.4841995239258",NA,"Rupícola.; Em parede rochosa a 15m de altura.","MBM370688","MBM370688",NA,NA,"2019","08","22",NA,NA,"46666","auto",NA,NA,NA,NA,NA,NA
"122","2020-12-21 16:19:48-03","MBM","MBM","149906","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.",NA,"Vicentini, A.","11","1991","09","20","Southern America","Brazil","Paraná","Pinhão","Rio Divisa","-51.6596984863281","-25.6956005096436",NA,"Relevo muito íngreme. Afloramento de rocha. Vegetação secundária alterada. Floresta Estacional Semidecidual. Terrestre.. Inferior. Flor creme. Fruto verde. Abundante mas não frequente /sob cobertura","MBM149906","MBM149906","560","560",NA,NA,NA,NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA
"123","2020-12-21 16:19:48-03","MBM","MBM","4071","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Frenzel, A.","661","1951","09",NA,"Southern America","Brazil","Paraná","Prudentópolis","Linha Esperança","-50.9777984619141","-25.2131004333496",NA,"Mata de Araucárias. Epífita. Flor branca. Flores. setembro","MBM004071","MBM004071",NA,NA,"1993","12","09",NA,NA,"61049","auto",NA,NA,NA,NA,NA,NA
"124","2020-12-21 16:19:48-03","MBM","MBM","172560","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.","61073","1994","09","16","Southern America","Brazil","Santa Catarina","Ipira","Ipira, arredores","-51.7731018066406","-27.403600692749",NA,NA,"MBM172560","MBM172560",NA,NA,NA,NA,NA,NA,NA,"13621","auto",NA,NA,NA,NA,NA,NA
"125","2020-12-21 16:19:48-03","MBM","MBM","298343","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Cordeiro, J.; Barboza, E.","Paulino, E.G.","39","2004","08","19","Southern America","Brazil","Paraná","Campo Mourão","Parque Municipal do Lago","-52.3830986022949","-24.0456008911133",NA,"Planta herbácea, com caule cilíndrico, suculenta, epíf. pendente. Com flores levemente amareladas no ápice de ramos.","MBM298343","MBM298343",NA,NA,"2004",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"126","2020-12-21 16:19:48-03","MBM","MBM","266782","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.","Hatschbach, G.; Ribas, O.S.; Barboza, E.; Ribas, O.S.; Barboza, E.","72337","2001","08","26","Southern America","Brazil","Paraná","Campo Mourão","Rod. PR 487, Rio Mourão","-52.3830986022949","-24.0456008911133",NA,"Epífita, flor alva. Mata de galeria","MBM266782","MBM266782",NA,NA,"2005",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"127","2020-12-21 16:19:48-03","MBM","MBM","54170","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Kummrow, R.; Golte, W.; Golte, W.","925","1975","08","27","Southern America","Brazil","Paraná","Coronel Vivida","Coronel Vivida","-52.567798614502","-25.979700088501",NA,"Flor alva, sobre tronco de pinheiro morto","MBM054170","MBM054170",NA,NA,"1993","12","10",NA,NA,"24833","auto",NA,NA,NA,NA,NA,NA
"128","2020-12-21 16:19:48-03","MBM","MBM","149457","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Cervi, A.C.; et al.; et al.","3403","1991","10","15","Southern America","Brazil","Paraná","Foz do Iguaçu","Cataratas do Iguaçu","-54.5881004333496","-25.5478000640869",NA,"Epífita","MBM149457","MBM149457",NA,NA,"1993","12","09",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA
"129","2020-12-21 16:19:48-03","MBM","MBM","237898","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.C.; et al.","Ziller, S.R.","1677","1998","08","21","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu","-54.5881004333496","-25.5478000640869",NA,"Epífita, flores alvas, anteras creme. Floresta Estacional Sub-montana","MBM237898","MBM237898",NA,NA,"2000",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA
"130","2020-12-21 16:19:48-03","MBM","MBM","102495","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","49796","1985","08","24","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Macuco","-54.5881004333496","-25.5478000640869",NA,"Epífita, pendente, flores alvas. Mata pluvial","MBM102495","MBM102495",NA,NA,"1993","12","10",NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA
"131","2020-12-21 16:19:48-03","MBM","MBM","111562","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.C.; Taylor, N.P.","Hatschbach, G.; Cervi, A.C.; Cervi, A.C.","50635","1986","10","12","Southern America","Brazil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Poço Preto","-54.5881004333496","-25.5478000640869",NA,"Epífita pendente, flor alva. Mata pluvial.","MBM111562","MBM111562",NA,NA,"1992",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA,NA,NA
"132","2020-12-21 16:19:48-03","MBM","MBM","368004","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Cardoso, W.C.","Carneiro, J.","1140","2003","08","03","Southern America","Brazil","Paraná","Jundiaí do Sul","Fazenda Monte Verde","-50.247501373291","-23.4367008209229",NA,"Epífita, flores alvas.; Mata.","MBM368004","MBM368004",NA,NA,"2019","08","21",NA,NA,"17300","auto",NA,NA,NA,NA,NA,NA
"133","2020-12-21 16:19:48-03","MBM","MBM","210110","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.","Chagas, F.; et al.; et al.","851","1985","08","10","Southern America","Brazil","Paraná","Londrina","Floresta dos Irmãos Godoy","-51.1627998352051","-23.3103008270264",NA,"Epífita; botão floral amarelo-esverdeado frequente","MBM210110","MBM210110",NA,NA,"2005","10",NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA
"134","2020-12-21 16:19:48-03","MBM","MBM","156950","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Kostin, A.J.; et al.; et al.","73","1992","01","15","Southern America","Brazil","Paraná","Pinhão","Rio Verde","-51.6596984863281","-25.6956005096436",NA,"Relevo inclinado. Afloramento de rocha. Subsere fase final alterada. Floresta Estacional Semidecidual.Epífita herbácea 4m alt. Frutos brancos. Poco frequente e muito abundante em exposição parcial à luz, coletado sobre tronco de figu","MBM156950","MBM156950","595","595","1993","12","09",NA,NA,"37408","auto",NA,NA,NA,NA,NA,NA
"135","2020-12-21 16:19:48-03","MBM","MBM","370680","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Cardoso, W.C.","Dombrowski, L.T.","7562","1978","04","13","Southern America","Brazil","Paraná","Ponta Grossa","Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,"Beira do rio Guabiroba.","MBM370680","MBM370680",NA,NA,"2019","08","22",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"136","2020-12-21 16:19:48-03","MBM","MBM","37891","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Ferreira, L.F.","66","1974","09","08","Southern America","Brazil","Paraná","Ponta Grossa","Parque Vila Velha, Lagoa Dourada","-50.1618995666504","-25.0949993133545",NA,"Sobre tronco de árvore. Flor alva. Capão","MBM037891","MBM037891",NA,NA,"1993","12","10",NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
"137","2020-12-21 16:19:48-03","MBM","MBM","266781","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.","Silva, J.M.; Ribas, O.S.; Barboza, E.; Ribas, O.S.; Barboza, E.","3412","2001","09","04","Southern America","Brazil","Paraná","Porto Amazonas","Antiga ponte do Rio Iguaçu","-49.8903007507324","-25.5447006225586",NA,"Epífita, flor alva. Mata de galeria","MBM266781","MBM266781",NA,NA,"2005",NA,NA,NA,NA,"14684","auto",NA,NA,NA,NA,NA,NA
"138","2020-12-21 16:19:48-03","MBM","MBM","14468","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Scheinvar, L.","Hatschbach, G.","22636","1969","10","24","Southern America","Brazil","Paraná","Santo Antônio do Sudoeste","Santa Cruz","-53.7252998352051","-26.073600769043",NA,"Epífita, flor alva, mata de Araucária e Aspidosperma polyneuron","MBM014468","MBM014468",NA,NA,"1983",NA,NA,NA,NA,"21285","auto",NA,NA,NA,NA,NA,NA
"139","2020-12-21 16:19:48-03","MBM","MBM","293792","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Ribas, O.S.","Ribas, O.S.; Straube, F.C.; Urben-Filho, A.; Straube, F.C.; Urben-Filho, A.","5656","2003","10","18","Southern America","Brazil","Paraná","São Pedro do Ivaí","Fazenda Barbacena","-51.8563995361328","-23.8652992248535",NA,"Epífita pendente, fruto creme-esverdeado. Floresta Estacional Semidecídua","MBM293792","MBM293792",NA,NA,"2004",NA,NA,NA,NA,"16604","auto",NA,NA,NA,NA,NA,NA
"140","2020-12-21 16:19:48-03","MBM","MBM","251268","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.","Ziller, S.R.","1882","1999","09","01","Southern America","Brazil","Paraná","Tibagi","Fazenda Cambiju, Lumber Moss, Rio Tibagi","-50.4136009216309","-24.5093994140625",NA,"Epífita, flores alvas, cálice avermelhado. Floresta Ombrófila Mista Aluvial","MBM251268","MBM251268",NA,NA,"2005",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"141","2020-12-21 16:19:48-03","MBM","MBM","136695","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Silva, J.M.; Hatschbach, G.; Hatschbach, G.","644","1989","09","01","Southern America","Brazil","Paraná","Tibagi","Rod. BR-376, próximo ao trevo para Tibagi","-50.4136009216309","-24.5093994140625",NA,"Rupícola, flores alvescentes. Em paredões rochosos","MBM136695","MBM136695",NA,NA,"1993","12","09",NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA
"142","2020-12-21 16:19:48-03","MBM","MBM","232170","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.C.; et al.","Hatschbach, G.; Silva, J.M.; Cruz, J.M.; Silva, J.M.; Cruz, J.M.","68291","1998","09","02","Southern America","Brazil","Paraná","Tomazina","Anhanguera","-49.9496994018555","-23.778299331665",NA,"Flor alva. Dos paredões rochosos","MBM232170","MBM232170",NA,NA,"2000",NA,NA,NA,NA,"29630","auto",NA,NA,NA,NA,NA,NA
"143","2020-12-21 16:19:48-03","MBM","MBM","241417","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Zappi, D.C.; et al.","Silva, J.M.; Soares, A.; Maschio, W.; Soares, A.; Maschio, W.","3046","1999","09","21","Southern America","Brazil","Paraná","Três Barras do Paraná","Área da Copel","-53.1808013916016","-25.4188995361328",NA,"Epífita, flor alva. Floresta","MBM241417","MBM241417",NA,NA,"2000",NA,NA,NA,NA,"20611","auto",NA,NA,NA,NA,NA,NA
"144","2020-12-21 16:19:48-03","MBM","MBM","54346","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Monteiro, R.; et al.; et al.","s.n.","1977","05","06","Southern America","Brazil","São Paulo","Jundiaí","Serra do Japi","-46.8800010681152","-23.1800003051758",NA,NA,"MBM054346","MBM054346",NA,NA,NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA,NA,NA
"145","2020-12-21 16:19:48-03","MBM","MBM","183265","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Taylor, N.P.","Souza, V.C.; et al.; et al.","3896","1993","12","07","Southern America","Brazil","São Paulo","Taquarivaí","Estrada para Itapeva","-48.689998626709","-23.9200000762939",NA,NA,"MBM183265","MBM183265",NA,NA,NA,NA,NA,NA,NA,"13875","auto",NA,NA,NA,NA,NA,NA
"146","2020-12-21 16:19:48-03","MBM","MBM","347396","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Cordeiro, J.","Caxambú, M.G.; et al.; et al.","2251","2008","08","12","Southern America","Brazil","Paraná","Campo Mourão","Parque estadual Lago Azul (PELA)","-52.3830986022949","-24.0456008911133",NA,"Epífita a cerca de 6m de altura, ciófila. Flores alvas. Forófito. Ocotea sp. relevo suave-ondulado","MBM347396","MBM347396","611","611","2008",NA,NA,NA,NA,"28572","auto",NA,NA,NA,NA,NA,NA
"147","2020-12-21 16:19:48-03","MBM","MBM","259034","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Petean, M.P.","Petean, M.P.; Borgo, M.; Borgo, M.","2","1998","08","24","Southern America","Brazil","Paraná","Fênix","Parque Vila Rica do Espírito Santo","-51.9791984558105","-23.9160995483398",NA,"Epífita, a 3m do solo, flores brancas, em floresta estacional semidecidual","MBM259034","MBM259034",NA,NA,"1999","04",NA,NA,NA,"16297","auto",NA,NA,NA,NA,NA,NA
"148","2020-12-21 16:19:48-03","MBM","MBM","3641","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Rhipsalis","cereuscula","Rhipsalis cereuscula","Haw.","Scheinvar, L.","Hatschbach, G.; et al.; et al.","14648","1966","09","05","Southern America","Brazil","Paraná","Ponta Grossa","Anfiteatro","-50.1618995666504","-25.0949993133545",NA,"Epífita, pendente, flor alva, do capão","MBM003641","MBM003641",NA,NA,"1982",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA,NA,NA
