"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","verbatimLongitude","verbatimLatitude","barcode","class","order","continentOcean","occurrenceRemarks","imagecode","dayIdentified","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","phylum","minimumElevationInMeters","maximumElevationInMeters","individualCount","fieldNumber","preparationType","relatedCatalogItem"
"56","2021-02-08 12:53:57-03","UFRGS","ICN","047518","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Pfadenhauer","99","1978","02",NA,"Brasil","RS",NA,"entre Tramandaí e Cidreira",NA,NA,NA,NA,NA,"América do Sul","estágio inicial de turfeira",NA,"29",NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA
"57","2021-02-08 12:53:57-03","UFRGS","ICN","047519","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Pfadenhauer","29","1978","02",NA,"Brasil","RS",NA,"entre Tramandaí e Cidreira",NA,NA,NA,NA,NA,"América do Sul","área úmida na planície úmida",NA,"29",NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA
"58","2021-02-08 12:53:57-03","UFRGS","ICN","050882","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Allem, A; Vieira, G","s.n.","1978","03","15","Brasil","RS","Herval do Sul","15 km E Herval do Sul",NA,NA,NA,NA,NA,"América do Sul","CEN 2044; Erva prostrada; frequente em campo sujo junto a capão, beira de estrada. Solo arenoso.",NA,"29",NA,NA,NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA
"59","2021-02-08 12:53:57-03","UFRGS","ICN","164008","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","P. J. S. Silva Filho, II Bo",NA,NA,"Silva Filho, PJS","307","2010","05","01","Brasil","RS","Viamão","Bairro Tarumã região de entorno do Lago Tarumã","-51.019167","-30.069722",NA,NA,NA,"América do Sul","Beira de estrada, à sombra. Solo úmido.",NA,NA,"-51.019167","-30.069722",NA,NA,"Monocotyledon","53","53",NA,NA,NA,NA
"60","2021-02-08 12:53:57-03","UFRGS","ICN","191416","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Macedo, CL",NA,NA,"Macedo, CCL; et al.","34","2009","01","28","Brasil","SP","Mairiporã","Represa Paiva Castro","-46.596667","-23.32",NA,NA,NA,"América do Sul","Doação ESA 116121",NA,NA,"-46.596667","-23.32",NA,NA,"Monocotyledon",NA,NA,NA,NA,NA,NA
"61","2021-02-08 12:53:57-03","UFRGS","ICN","121877","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Garcia, EN","2002","09","Garcia, EN","464","2001","09","29","Brasil","RS","Capivari do Sul","Fazenda dos Touros",NA,NA,NA,NA,NA,"América do Sul","Em canal de escoamento de água. Campo alterado, área de pousio de 4 anos da lavoura orizícola.",NA,"05","-50.5147018432617","-30.1450004577637","17105","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"62","2021-02-08 12:53:57-03","UFRGS","ICN","126217","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A",NA,NA,"Guglieri, A","192","2003","03","12","Brasil","RS","Eldorado do Sul","Estação Experimental da UFRGS",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,"-51.6161003112793","-30.0839004516602","33687","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"63","2021-02-08 12:53:57-03","UFRGS","ICN","118711","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A",NA,NA,"Guglieri, A","51","1999","02","06","Brasil","RS","Encruzilhada do Sul","a Santana da Boa Vista, 5 6 km após cidade de Encruzilhada",NA,NA,NA,NA,NA,"América do Sul","Estrada de chão batido, beira de estrada, solo arenoso, pedregoso e seco",NA,NA,"-52.521900177002","-30.5438995361328","62084","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"64","2021-02-08 12:53:57-03","UFRGS","ICN","053770","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Strehl, T","552","1983","02","07","Brasil","RS","Gravataí","Faz. 4 Irmãos, Banhado Grande",NA,NA,NA,NA,NA,"América do Sul","HAS 17828",NA,"29","-50.9919013977051","-29.9444007873535","25424","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"65","2021-02-08 12:53:57-03","UFRGS","ICN","053062","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Schwarzbold, A","54","1981","02","17","Brasil","RS","Mostardas","Lagoa Paurá",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"29","-50.9211006164551","-31.1068992614746","86098","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"66","2021-02-08 12:53:57-03","UFRGS","ICN","145246","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A",NA,NA,"Caporal, FJM","35","2003","01","18","Brasil","RS","Mostardas","Parque Nacional da Lagoa do Peixe",NA,NA,NA,NA,NA,"América do Sul","margem de lagoa",NA,NA,"-50.9211006164551","-31.1068992614746","86098","auto","Monocotyledon","20","20",NA,NA,NA,NA
"67","2021-02-08 12:53:57-03","UFRGS","ICN","083345","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Gaelzer, MB","s.n.","1979","05","18","Brasil","RS","Porto Alegre","próximo à reitoria da PUC",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"29","-51.2299995422363","-30.0331001281738","29946","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"68","2021-02-08 12:53:57-03","UFRGS","ICN","089425","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Jarenkow, JA; Leite, SLC","588","1986","12","16","Brasil","RS","Rio Grande","Estação Ecológica do Taim, margem nordeste da Lagoa Mirim",NA,NA,NA,NA,NA,"América do Sul","em campo baixo e úmido, próximo a banhado",NA,"29","-52.0985984802246","-32.0349998474121","82892","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"69","2021-02-08 12:53:57-03","UFRGS","ICN","175990","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Bonilha, CL","2012","03","Bonilha, CL","616","2011","12","05","Brasil","RS","São Lourenço do Sul","Fazenda Pedra Mole",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"12","-51.9782981872559","-31.3652992248535","48842","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"70","2021-02-08 12:53:57-03","UFRGS","ICN","053603","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Irgang, B","s.n.","1983","04","07","Brasil","RS","Tramandaí","Na margem da lagoa, ca. 150m do CECLIMAR, em direção a cidade",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"29","-50.1335983276367","-29.9846992492676","21077","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"71","2021-02-08 12:53:57-03","UFRGS","ICN","048150","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","08","Longhi, H; Irgang, B","s.n.","1970","07",NA,"Brasil","RS","Viamão","Fazenda B. Caldas - Águas Claras",NA,NA,NA,NA,NA,"América do Sul","Turfeiras",NA,"06","-51.0233001708984","-30.0811004638672","41667","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"72","2021-02-08 12:53:57-03","UFRGS","ICN","129260","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Gonçalves, VLC",NA,NA,"Peixoto, A; Giasson, M","s.n.","2001","02","15","Brasil","RS","Viamão","Itapuã Lag.do Palácio",NA,NA,NA,NA,NA,"América do Sul",NA,NA,NA,"-51.0233001708984","-30.0811004638672","41667","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"73","2021-02-08 12:53:57-03","UFRGS","ICN","133458","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Longhi-Wagner, HM","2015","03","Krieger, L; Rezende, W","23815","1988","01","20","Brasil","MG","Juiz de Fora",NA,NA,NA,NA,NA,NA,"América do Sul","doação UFJF.",NA,NA,"-43.3502998352051","-21.7642002105713","36144","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"74","2021-02-08 12:53:57-03","UFRGS","ICN","118717","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A",NA,NA,"Guglieri, A","57","1999","02","06","Brasil","RS","Caçapava do Sul","35 km de Bagé",NA,NA,NA,NA,NA,"América do Sul","Campo, próximo a açude",NA,NA,"-53.4914016723633","-30.5121994018555","50525","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"75","2021-02-08 12:53:57-03","UFRGS","ICN","053768","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Neves, M","219","1983","03","17","Brasil","RS","Gravataí","Faz. 4 Irmãos, Banhado Grande",NA,NA,NA,NA,NA,"América do Sul","HAS 18260; Planta cespitosa; Pouco numerosa e dispersa em campo limpo de solo úmido.",NA,"29","-50.9919013977051","-29.9444007873535","25424","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"76","2021-02-08 12:53:57-03","UFRGS","ICN","126211","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A",NA,NA,"Guglieri, A","186","2002","04","03","Brasil","RS","Morro Reuter",NA,NA,NA,NA,NA,NA,"América do Sul","Freqüente, beira de estrada",NA,NA,"-51.0807991027832","-29.5380992889404","12924","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"77","2021-02-08 12:53:57-03","UFRGS","ICN","088179","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2005","05","Pilz, A","327","1988","04","23","Brasil","RS","Pelotas","Br-116, km 484",NA,NA,NA,NA,NA,"América do Sul","Banhado, local úmido.",NA,NA,"-52.3424987792969","-31.771900177002","51462","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"78","2021-02-08 12:53:57-03","UFRGS","ICN","080258","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","12","Longhi-Wagner, H; Cavalheiro, E","1955","1989","01","05","Brasil","RS","Porto Alegre","Ilha das Flores",NA,NA,NA,NA,NA,"América do Sul","Raro; um campo macegoso à sombra de salseiro.",NA,"10","-51.2299995422363","-30.0331001281738","29946","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"79","2021-02-08 12:53:57-03","UFRGS","ICN","118705","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A",NA,NA,"Guglieri, A; Lerina, R","45","1999","02","03","Brasil","RS","Porto Alegre","Morro da Polícia",NA,NA,NA,NA,NA,"América do Sul","Campo; próximo a mato",NA,NA,"-51.2299995422363","-30.0331001281738","29946","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"80","2021-02-08 12:53:57-03","UFRGS","ICN","043793","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Waechter","1109","1978","12","28","Brasil","RS","São José do Norte","Margem da Lagoa Paurá",NA,NA,NA,NA,NA,"América do Sul","anteras amarelo-alaranjadas; estígmas purpúreos.; em solo encharcado",NA,"29","-52.0416984558105","-32.0147018432617","97770","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"81","2021-02-08 12:53:57-03","UFRGS","ICN","187354","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","07","Dutra, J","s.n.","1921","02","05","Brasil","RS","São Leopoldo","Rio dos Sinos",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"29","-51.1472015380859","-29.7602996826172","10287","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"82","2021-02-08 12:53:57-03","UFRGS","ICN","137388","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A",NA,NA,"Guglieri, A; Valls, JFM","198","2003","11","16","Brasil","RS","São Lourenço do Sul","Lagoa dos Patos",NA,NA,NA,NA,NA,"América do Sul","margem da lagoa",NA,NA,"-51.9782981872559","-31.3652992248535","48842","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"83","2021-02-08 12:53:57-03","UFRGS","ICN","160301","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Longhi-Wagner, HM","2015","02","Amaral, L","266","2005","01","20","Brasil","RS","Tapes","próximo ao clube Náutico",NA,NA,NA,NA,NA,"América do Sul",NA,NA,"05","-51.3958015441895","-30.6732997894287","25762","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"84","2021-02-08 12:53:57-03","UFRGS","ICN","118767","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A",NA,NA,"Guglieri, A","107","1999","11","18","Brasil","RS","Torres","entrada da Praia Paraíso",NA,NA,NA,NA,NA,"América do Sul","Campo úmido, próximo a açude",NA,NA,"-49.7268981933594","-29.3353004455566","20837","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"85","2021-02-08 12:53:57-03","UFRGS","ICN","027777","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","1998","08","Lindeman; Porto, ML","s.n.","1972","07","14","Brasil","RS","Torres","Parque de Torres, limite N de dentro",NA,NA,NA,NA,NA,"América do Sul","mato de banhado",NA,"06","-49.7268981933594","-29.3353004455566","20837","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"86","2021-02-08 12:53:57-03","UFRGS","ICN","041428","S","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","Guglieri, A","2005","05","Klein; Bresolin, A","11434","1976","01","09","Brasil","SC","Ermo","Turvo",NA,NA,NA,NA,NA,"América do Sul","Frequente",NA,NA,"-49.6436004638672","-28.9825000762939","7896","auto","Monocotyledon",NA,NA,NA,NA,NA,NA
"87","2021-04-08 09:32:12-03","FEPAGRO","BLA","5674","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.",NA,NA,NA,"R. León","609",NA,NA,NA,"Argentina","Buenos Aires","Saladillo",NA,NA,NA,"BLA005674",NA,NA,NA,"Data de Coleta: 01/1962. Ex BAA.",NA,NA,NA,NA,NA,NA,"Spermatophyta",NA,NA,NA,NA,NA,NA
"88","2021-04-08 09:32:12-03","FEPAGRO","BLA","5454","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. A. Araújo",NA,NA,"A. A. Araújo","556","1949","01","20","Brasil","Rio Grande do Sul","Arroio do Sal",NA,NA,NA,"BLA005454",NA,NA,NA,"Habitat: Cultivado",NA,NA,"-49.8889007568359","-29.551399230957","15157","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"89","2021-04-08 09:32:12-03","FEPAGRO","BLA","6342","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri","1988","12","J. F. M. Valls & Mundstock",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Carazinho",NA,NA,NA,"BLA006342",NA,NA,NA,"Data de Coleta: 02/1966.",NA,"14","-52.7863998413086","-28.283899307251","35233","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"90","2021-04-08 09:32:12-03","FEPAGRO","BLA","3226","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","I. L. Barreto",NA,NA,"V. Froner",NA,"1962","08","08","Brasil","Rio Grande do Sul","Carazinho","Estrada para Pinheiro Machado",NA,NA,"BLA003226",NA,NA,NA,"Habitat: Solo argiloso",NA,NA,"-52.7863998413086","-28.283899307251","35233","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"91","2021-04-08 09:32:12-03","FEPAGRO","BLA","10267","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","C. R. Dillenburg","1980","09","E. M. Cavalheiro & A. C. Cavalheiro","520","1977","02","16","Brasil","Rio Grande do Sul","Chuí",NA,NA,NA,"BLA010267",NA,NA,NA,"Habitat: Beira de estrada",NA,"01","-53.4566993713379","-33.6911010742188","15531","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"92","2021-03-22 16:23:38-03","FEPAGRO","BLA","16732","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","E. M. Cavalheiro","1990","01","P. N. Capparelli & C. Neto",NA,"1943","11","02","Brasil","Rio Grande do Sul","Gravataí","Est. Exp. De Arroz",NA,NA,"BLA016732",NA,NA,NA,"<ll>dwc_commonname:</ll> grama-de-ponta",NA,"01","-50.9919013977051","-29.9444007873535","25424","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"93","2021-04-08 09:32:12-03","FEPAGRO","BLA","6284","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","F. O. Zuloaga","1981","01","J. F. M. Valls & Mundstock",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Guaíba",NA,NA,NA,"BLA006284",NA,NA,NA,"Data de Coleta: 02/1966.Habitat: Cultivado",NA,"01","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"94","2021-04-08 09:32:12-03","FEPAGRO","BLA","4944","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Kappel",NA,NA,"M. Machado",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Guaíba",NA,NA,NA,"BLA004944",NA,NA,NA,"Data de Coleta: 01/1965.",NA,NA,"-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"95","2021-04-08 09:32:12-03","FEPAGRO","BLA","9019","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","E. M. Cavalheiro",NA,NA,"C. S. Severo",NA,"1968","01","02","Brasil","Rio Grande do Sul","Guaíba","Centro Agronômico - Faculdade de Agronomia e Veterinária",NA,NA,"BLA009019",NA,NA,NA,"Habitat: Cultivado",NA,NA,"-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"96","2021-04-08 09:32:12-03","FEPAGRO","BLA","4166","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri","1988","12","Flávio",NA,"1964","05","12","Brasil","Rio Grande do Sul","Guaíba","Fazenda Paraíso - Km 6",NA,NA,"BLA004166",NA,NA,NA,NA,NA,"14","-51.3250007629395","-30.113899230957","28343","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"97","2021-04-08 09:32:12-03","FEPAGRO","BLA","13033","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","H. Longhi-Wagner",NA,NA,"C. R. Dillenburg",NA,"1978","11","18","Brasil","Rio Grande do Sul","Imbé",NA,NA,NA,"BLA013033",NA,NA,NA,"Habitat: Em solo arenoso",NA,NA,"-50.128101348877","-29.9752998352051","11309","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"98","2021-04-08 09:32:12-03","FEPAGRO","BLA","5288","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","L. R. Parodi",NA,NA,"A. A. Araújo","201",NA,NA,NA,"Brasil","Rio Grande do Sul","Montenegro",NA,NA,NA,"BLA005288",NA,NA,NA,"Data de Coleta: 03/1930.Habitat: Cultivado",NA,NA,"-51.4611015319824","-29.6886005401611","21601","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"99","2021-04-08 09:32:12-03","FEPAGRO","BLA","5752","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","W. D. Clayton",NA,NA,"W. D. Clayton","4401","1965","01","28","Brasil","Rio Grande do Sul","Montenegro","Estação Experimental",NA,NA,"BLA005752",NA,NA,NA,"Ex Kew.Habitat: Cultivado",NA,NA,"-51.4611015319824","-29.6886005401611","21601","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"100","2021-04-08 09:32:12-03","FEPAGRO","BLA","3551","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","L. R. Parodi",NA,NA,"A. A. Araújo","53",NA,NA,NA,"Brasil","Rio Grande do Sul","Montenegro","Posto Zootécnico das Colônias",NA,NA,"BLA003551",NA,NA,NA,"Data de Coleta: 03/1932.Habitat: Em terrenos úmidos",NA,NA,"-51.4611015319824","-29.6886005401611","21601","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"101","2021-04-08 09:32:12-03","FEPAGRO","BLA","3057","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Kappel & V. Froner",NA,NA,"A. Kappel & V. Froner",NA,"1963","02","02","Brasil","Rio Grande do Sul","Osório","Lagoa Itapeva",NA,NA,"BLA003057",NA,NA,NA,"Habitat: Em areia",NA,NA,"-50.2696990966797","-29.8866996765137","27350","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"102","2021-04-08 09:32:12-03","FEPAGRO","BLA","14682","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","E. M. Cavalheiro",NA,NA,"A. C. Cavalheiro",NA,"1989","02","14","Brasil","Rio Grande do Sul","Pantano Grande","BR 290",NA,NA,"BLA014682",NA,NA,NA,"Habitat: Forma manchas densas",NA,NA,"-52.3736000061035","-30.1914005279541","34187","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"103","2021-04-08 09:32:12-03","FEPAGRO","BLA","3058","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","J. Mário",NA,NA,"J. Mário",NA,"1963","02","07","Brasil","Rio Grande do Sul","Porto Alegre","Menino Deus - Morro Santa Teresa",NA,NA,"BLA003058",NA,NA,NA,NA,NA,NA,"-51.2299995422363","-30.0331001281738","29946","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"104","2021-02-18 17:09:12-03","FEPAGRO","BLA","16735","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","E. M. Cavalheiro","1990","01","P. N. Capparelli",NA,"1954","01","22","Brasil","Rio Grande do Sul","Rio Grande","Ilha dos Marinheiros",NA,NA,"BLA016735",NA,NA,NA,NA,NA,"01","-52.0985984802246","-32.0349998474121","82892","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"105","2021-03-22 16:23:38-03","FEPAGRO","BLA","16734","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","L. R. Parodi",NA,NA,"P. N. Capparelli","714","1954","01","22","Brasil","Rio Grande do Sul","Rio Grande","Ilha dos Marinheiros",NA,NA,"BLA016734",NA,NA,NA,"Habitat: Io arepo seeo",NA,NA,"-52.0985984802246","-32.0349998474121","82892","auto","Spermatophyta","2","2",NA,NA,NA,NA
"106","2021-04-08 09:32:12-03","FEPAGRO","BLA","53","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","L. R. Parodi","1937","04","E. F. Xavier",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","Santa Vitória do Palmar",NA,NA,NA,"BLA000053",NA,NA,NA,"Data de Coleta: 01/1937.Habitat: Cultivado",NA,"01","-53.3680992126465","-33.5189018249512","130170","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"107","2021-04-08 09:32:12-03","FEPAGRO","BLA","2835","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","J. Mário",NA,NA,"I. L. Barreto & A. Kappel",NA,"1962","12","21","Brasil","Rio Grande do Sul","Santa Vitória do Palmar","Estância Ipiranga",NA,NA,"BLA002835",NA,NA,NA,"Habitat: Em campo baixo, solo fértil",NA,NA,"-53.3680992126465","-33.5189018249512","130170","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"108","2021-04-08 09:32:12-03","FEPAGRO","BLA","10243","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri","1998","12","E. M. Cavalheiro & A. C. Cavalheiro","496","1977","02","16","Brasil","Rio Grande do Sul","Santa Vitória do Palmar","Lagoa Mirim - Porto",NA,NA,"BLA010243",NA,NA,NA,"Habitat: Vegetando entre pedras",NA,"14","-53.3680992126465","-33.5189018249512","130170","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"109","2021-04-08 09:32:12-03","FEPAGRO","BLA","718","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Kappel",NA,NA,"I. L. Barreto",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","São Jerônimo","Fazenda do Leão",NA,NA,"BLA000718",NA,NA,NA,"Data de Coleta: 03/1954. Com Duplicata.Habitat: Em solos alagadiços",NA,NA,"-51.7221984863281","-29.9591999053955","78415","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"110","2021-04-08 09:32:12-03","FEPAGRO","BLA","1833","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Guglieri","1998","11","B. Rambo","46320","1950","03","17","Brasil","Rio Grande do Sul","São Leopoldo","Cristo Rei",NA,NA,"BLA001833",NA,NA,NA,NA,NA,"04","-51.1472015380859","-29.7602996826172","10287","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"111","2021-04-08 09:32:12-03","FEPAGRO","BLA","982","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","B. Rosengurtt",NA,NA,"I. L. Barreto",NA,NA,NA,NA,"Brasil","Rio Grande do Sul","São Lourenço do Sul",NA,NA,NA,"BLA000982",NA,NA,NA,"Data de Coleta: 01/1953. Com Duplicata.Habitat: Campo úmido",NA,NA,"-51.9782981872559","-31.3652992248535","48842","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"112","2021-04-08 09:32:12-03","FEPAGRO","BLA","12997","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.","A. Pott",NA,NA,"A. Pott",NA,"1970","07","18","Brasil","Rio Grande do Sul","Sarandi",NA,NA,NA,"BLA012997",NA,NA,NA,NA,NA,NA,"-52.9230995178223","-27.9438991546631","20705","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
"113","2021-04-08 09:32:12-03","FEPAGRO","BLA","17312","PreservedSpecimen","Plantae","Poaceae","Panicum","gouinii","Panicum gouinii","E.Fourn.",NA,NA,NA,NA,NA,"1970","03","22","Brasil","Rio Grande do Sul","Sarandi","Estância Anonni",NA,NA,"BLA017312",NA,NA,NA,"(d) = Planalto Médio.",NA,NA,"-52.9230995178223","-27.9438991546631","20705","auto","Spermatophyta",NA,NA,NA,NA,NA,NA
