"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"46","2019-10-09 11:12:04-03","UFBA","ALCB","136416","PreservedSpecimen","Plantae","Dicotyledon",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Guedes, ML","Guedes, ML; Alunos de Botânica Econômica","31713","2019","06","01","Southern America","Brasil","Bahia","Igrapiúna","Reserva Espinita..","-39.266944","-14.47",NA,"Folhas coriáceas, discolores. Frutos imaturos.","ALCB059509","ALCB059509",NA,NA,NA,NA,"-39.266944","-14.47","2010","08",NA,NA,NA,NA,NA,NA
"47","2020-02-08 08:52:48-03","NBC","NL-BOTANY","L.0969866","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Krukoff BA",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0969866 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0969866","NL-L0969866",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","Tw33965",NA,NA,NA
"48","2020-02-08 08:52:48-03","NBC","NL-BOTANY","L.0969867","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Krukoff BA",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.0969867 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0969867","NL-L0969867",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"49","2020-02-08 08:52:48-03","NBC","NL-BOTANY","L.2750668","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Hatschbach GG",NA,"1961","12","03","Southern America","Brazil",NA,NA,"Est. Parana, Mun. Campina Gde.do Sul, Rio Pardinho.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2750668 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2750668","NL-L2750668",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"50","2020-02-08 08:52:48-03","NBC","NL-BOTANY","U.1153576","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Harley RM; et al.",NA,"1974","03","24","Southern America","Brazil",NA,NA,"Estado De Bahia, Coastal zone, 24 km S.W. of Belmonte on road to Itapebi.","-39.05","-16",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1153576 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1153576","NL-U1153576",NA,NA,NA,NA,"-39.05","-16.0",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"51","2020-02-08 08:52:48-03","NBC","NL-BOTANY","U.1153577","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Harley RM; et al.",NA,"1974","03","19","Southern America","Brazil",NA,NA,"Estado De Bahia, Serra Do Curral Feio, Pau Brasil Biological Reserve, 17 km, West from Porto Seguro on road to Eunapolis.","-39.2","-16.416667",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1153577 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1153577","NL-U1153577",NA,NA,NA,NA,"-39.2","-16.416667",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"52","2020-02-08 08:52:48-03","NBC","NL-BOTANY","U.1153578","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Lindeman JC; Haas JH de",NA,"1966","08","08","Southern America","Brazil",NA,NA,"Est. Parana, Cerro Azul. forest in upper valley of Rio Pontagrossa towards hilltop.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1153578 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1153578","NL-U1153578",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"53","2020-02-08 08:52:48-03","NBC","NL-BOTANY","U.1153579","PreservedSpecimen","Plantae",NA,"Boraginales","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Mexia YEJ",NA,"1930","06","03","Southern America","Brazil",NA,NA,"State of Minas Geraes, Vicosa Agricultural College lands, upper Chacha Valley, near gate in out-over woods.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1153579 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1153579","NL-U1153579",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"54","2020-11-04 11:03:29-03","ESALQ","ESA","88215","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnolifolia","Cordia magnolifolia","Cham.",NA,"Viani, R.A.G. et al.","221.0","2002","06","29",NA,"Brasil","São Paulo","Elisiário",NA,"-49.1100006103516","-21.1599998474121",NA,NA,"ESA088215","ESA088215",NA,NA,"9181","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-11-04 11:03:29-03","ESALQ","ESA","114971","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia",NA,NA,"Morokawa, R.","343.0","2011","04","15",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114971",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-11-04 11:03:29-03","ESALQ","ESA","114951","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia",NA,NA,"Morokawa, R.","322.0","2011","04","15",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114951",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-11-04 11:03:29-03","ESALQ","ESA","115321","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia",NA,"Naves, R.P","Meirelles, J.","587.0","2011","04","18",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA115321","ESA115321",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-11-04 11:03:29-03","ESALQ","ESA","30626","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Rozza, A.F.","Rozza, A.F.","199.0","1996","01","08",NA,"Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,"ESA030626","ESA030626",NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-11-04 11:03:29-03","ESALQ","ESA","30628","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia",NA,"Taroda, N.","Rozza, A.F.","207.0","1996","02","02",NA,"Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,"ESA030628","ESA030628",NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-11-04 11:03:29-03","ESALQ","ESA","105112","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia",NA,"Lorenzo, L. et al.","Paciencia, M.B.","2347.0","2006","04","06",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA105112","ESA105112",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-11-04 11:03:29-03","ESALQ","ESA","114978","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia",NA,NA,"Morokawa, R.","351.0","2011","04","15",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA114978","ESA114978",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2020-11-04 11:03:29-03","ESALQ","ESA","104416","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia",NA,"Rando, J.G.","Rando, J.G.","239.0","2006","04","10",NA,"Brasil","Espírito Santo","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,"ESA104416","ESA104416",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2020-11-04 11:03:29-03","ESALQ","ESA","99170","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia",NA,"Aguirre, G.H. et al.","Aguirre, G.H.","610.0","2007","03","23",NA,"Brasil","São Paulo","Araras",NA,"-47.3800010681152","-22.3500003814697",NA,NA,"ESA099170","ESA099170",NA,NA,"22739","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2020-11-04 11:03:29-03","ESALQ","ESA","30627","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Taroda, N.","Rozza, A.F.","245.0","1996","03","15",NA,"Brasil","São Paulo","Matão",NA,"-48.3600006103516","-21.6000003814697",NA,NA,"ESA030627","ESA030627",NA,NA,"26922","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-11-04 11:03:29-03","ESALQ","ESA","36140","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Rodrigues, R.R.","Silva, I.C.",NA,"1996","04","29",NA,"Brasil","São Paulo","Piracicaba",NA,"-47.6399993896484","-22.7199993133545",NA,NA,"ESA036140","ESA036140",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2021-01-14 15:25:21-03","MN","R","12245","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Glaziou, A.F.M.","838","1864","07","18",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000012245","R000012245_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2021-04-07 17:00:39-03","MN","R","69323","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Ichaso, C. L. F.","Peckolt, M.",NA,"1934",NA,NA,NA,"Brasil","Rio de Janeiro","Ipiaba",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967","02","27",NA,NA,NA,NA,NA
"68","2021-01-14 15:25:21-03","MN","R","70023","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Guimarães, E. et al.","Brade, A.C.","11440","1932","03","06",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1967","03","22",NA,NA,NA,NA,NA
"69","2021-03-31 13:36:30-03","MN","R","12261","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Guimaraes, E.; Ichaso, C.L.","Glaziou, A.F.M.","7780 a","1873","01","25",NA,"Brasil","Rio de Janeiro","Itatiaia",NA,"-44.5633010864258","-22.4960994720459",NA,"Plantas do Brasil Central","R000012261","R000012261_001 R000012261_002",NA,NA,"19648","auto",NA,NA,"1967","03","03",NA,NA,NA,NA,NA
"70","2021-01-14 15:25:21-03","MN","R","67804","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Brade, A. C.","Escola polytecnica","6927","1883","01","07",NA,"Brasil","Rio de Janeiro","Teresopolis",NA,"-42.9655990600586","-22.4122009277344",NA,NA,NA,NA,NA,NA,"38539","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2015-07-02 14:01:15-03","JBP","HPL","2154","S","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliaefolia","Cordia magnoliaefolia","Cham","H. Lorenzi","H. Lorenzi","3658","2003","03","02",NA,"Brasil","SP","Limeira","Cultivada na Pierberger Agrícola para fins ornamentais.","-47.4","-22.56",NA,NA,NA,NA,NA,NA,"20999","auto",NA,NA,"2003","03","02",NA,NA,NA,NA,NA
"72","2015-07-02 14:01:15-03","JBP","HPL","2155","S","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliaefolia","Cordia magnoliaefolia","Cham","H. Lorenzi","H. Lorenzi","2591","2001","02","01",NA,"Brasil","MG","Itamoji","Na estrada variante que liga a cidade de Itamoji à rodovia Monte Santo à São Sebastião do Paraíso , a mais ou menos 1,0 km da rodovia.","-47.0483","-21.0781",NA,NA,NA,NA,NA,NA,"11256","auto",NA,NA,"2001","02","01",NA,NA,NA,NA,NA
"73","2015-07-02 14:01:15-03","JBP","HPL","2156","S","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliaefolia","Cordia magnoliaefolia","Cham","E.R. Salviani & H. Lorenzi","E.R. Salviani & H. Lorenzi","472","1999","08","21",NA,"Brasil","ES","S.G. da Palha","Fazenda Lorenzoni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1999","08","21",NA,NA,NA,NA,NA
"74","2015-07-02 14:01:15-03","JBP","HPL","11644","S","Plantae",NA,NA,"Boraginaceae","Cordia","magnolifolia","Cordia magnolifolia",NA,"H. Lorenzi","H. Lorenzi","6224","2007","02","07",NA,"Brasil","SP","Campinas","Coletado e cultivado no Instituto Agronômico de Campinas (IAC, Monjolinho).","-47.06","-22.9",NA,NA,NA,NA,NA,NA,"23900","auto",NA,NA,"2007","02","07",NA,NA,NA,NA,NA
"75","2016-02-02 14:37:50-02","BGBM","B","B 18 0003551","S","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,NA,NA,NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180003551 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180003551",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2016-02-02 14:37:50-02","BGBM","B","B 18 0003550","S","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"F. Sellow","1570",NA,NA,NA,"Middle and South America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B180003550 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B180003550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2019-08-27 13:30:09-03","IAP","PACA-AGP","50898","PreservedSpecimen","Plantae","Magnoliophyta","Lamiales","Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","E. Asplund","Hatschbach, G.","1806","1950","02","05",NA,"Brasil","PR","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,"Verificado por: M. N. S. Stapf, 02.2006. Habitat: In silva. Fenofase: flor","PACA050898",NA,NA,NA,"32006","auto",NA,NA,"1950",NA,NA,"Magnoliatae",NA,NA,NA,NA
"78","2020-12-20 21:16:20-03","UFV","VIC","31285","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Ignácio, M.; et al.","256","2006","03",NA,NA,"Brasil","Bahia","Prado","CAF Grupo Arcelor - Reserva Palhal, Floresta Ombrófila Densa de Terras Baixas. Altitude de 35 metros.","-39.495278","-17.261389",NA,"Árvore com 3,5 metros de altura; 13,2 CAP.","VIC031285","VIC031285",NA,NA,NA,NA,"-39.495278","-17.261389",NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-12-20 21:16:20-03","UFV","VIC","747","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Jonhston, I.M.","Mexia, Y.","4557","1930","10","28",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"VIC000747","VIC000747",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-20 21:16:20-03","UFV","VIC","3225","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Standley","Mexia, Y.","s.n.","1930","10","28",NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"VIC003225","VIC003225",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-20 21:16:20-03","UFV","VIC","2564","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Vidal, M.R.R.","Kuhlmann, J.G.","s.n.","1935",NA,NA,NA,"Brasil","Minas Gerais","Viçosa",NA,"-42.8819007873535","-20.7539005279541",NA,NA,"VIC002564","VIC002564",NA,NA,"13937","auto",NA,NA,"1978","10",NA,NA,NA,NA,NA,NA
"82","2020-12-20 21:16:20-03","UFV","VIC","12969","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Silva, A.F. da; Fontes, N.R.L.","1227",NA,NA,NA,NA,"Brasil","Minas Gerais","Viçosa","Campus da UFV, Mata da Biologia.","-42.8819007873535","-20.7539005279541",NA,NA,"VIC012969","VIC012969",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2021-03-24 17:08:47-03","UFES","SAMES","923","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Menezes,L.F.T.","Broggio,I.S.; Ribeiro,M.;Fanticelle,B.S.","112","2010","11","02",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Floresta alta de tabuleiro, estrada a esquerda da sede do parque que vai para córrego da água limpa.","-40.2132987976074","-18.3703002929688",NA,"Arbusto de 1,5m com frutos vermelhos e inflorescência com botões verdes.","SAMES00923",NA,NA,NA,"28525","auto",NA,NA,"2012","05","30",NA,NA,NA,NA,NA
"84","2021-03-24 17:08:47-03","UFES","SAMES","922","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Ribeiro,M.; Broggio,I.S.;Rocha,T.L.","185","2010","07","09",NA,"Brasil","Espírito Santo","Pinheiros","Reserva Biológica Córrego do Veado. Floresta alta de tabuleiro, trilha de acesso para a mata da água limpa.","-40.2132987976074","-18.3703002929688",NA,"Árvore de 3m, flores brancas, muito cheirosa.","SAMES00922",NA,NA,NA,"28525","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2021-03-24 17:08:47-03","UFES","SAMES","7584","PreservedSpecimen","Plantae",NA,NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Saporetti,A.M.J.","60","2017","04","20",NA,"Brasil","Espírito Santo","Jaguaré","Propriedade dp Sr Biancardi.","-40.076099395752","-18.9055995941162",NA,"Frutos imaturos verdes.","SAMES07584",NA,NA,NA,"43085","auto","-399966666.0","-189494444.0",NA,NA,NA,NA,NA,NA,NA,NA
"86","2019-11-21 14:32:36-03","UFJF","CESJ","9863","PreservedSpecimen","Plantae","Angiosperma",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","M.N.S.Stapf","L. Krieger; U.C. Câmara","CESJ9863","1971","01","23","América do Sul","Brasil","Minas Gerais","Santa Rita do Jacutinga",NA,NA,NA,NA,"Arbusto alto, flores brancas. No pasto.","CESJ009863",NA,NA,NA,NA,NA,NA,NA,"2004","07","16",NA,NA,NA,NA,NA
"87","2019-11-21 14:32:36-03","UFJF","CESJ","15145","PreservedSpecimen","Plantae","Angiosperma",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","M.N.S.Stapf","L. Roth","s.n.","1949",NA,NA,"América do Sul","Brasil","Minas Gerais","Juiz de Fora",NA,"-43.3502998352051","-21.7642002105713",NA,NA,"CESJ015145",NA,NA,NA,"36144","auto",NA,NA,"2004","07","16",NA,NA,NA,NA,NA
"88","2019-11-21 14:32:36-03","UFJF","CESJ","53387","PreservedSpecimen","Plantae","Angiosperma",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","A.P.G. de Faria","J.H.C. Ribeiro; F.R.G. Salimena; L. Menini Neto; P.H. Nobre","90","2009","04","19","América do Sul","Brasil","Minas Gerais","Lima Duarte","Serra Negra, Estrada para São Sebastião do Monte Verde.","-43.793098449707","-21.8425006866455",NA,"Arbusto, ca. 2m altura, na beira de estrada. Frutos maduros vermelhos e imaturos verdes.","CESJ053387",NA,NA,NA,"30417","auto",NA,NA,"2009","06","16",NA,NA,NA,NA,NA
"89","2019-11-21 14:32:36-03","UFJF","CESJ","38226","PreservedSpecimen","Plantae","Angiosperma",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","M.N.S.Stapf","F.R.G. Salimena; et al.","s.n.,","1996",NA,NA,"América do Sul","Brasil","Minas Gerais","Rio Preto","Ribeirão Santa. UHM","-43.8278007507324","-22.0891990661621",NA,NA,"CESJ038226",NA,NA,NA,"20815","auto",NA,NA,"2006","04",NA,NA,NA,NA,NA,NA
"90","2019-11-21 14:32:36-03","UFJF","CESJ","41829","PreservedSpecimen","Plantae","Angiosperma",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","F.R.G. Salimena","K. Antunes; A.S.M. Valente; C.N. Matozinhos; L.C.S. Assis; A.J. Fernandes Júnior; F.R.G. Sa","37","2004","02","23","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,"Árvore ca. 3m alt., borda de mata. Inflorescências brancas.","CESJ041829",NA,NA,NA,"20815","auto",NA,NA,"2004","02",NA,NA,NA,NA,NA,NA
"91","2019-11-21 14:32:36-03","UFJF","CESJ","42181","PreservedSpecimen","Plantae","Angiosperma",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","M.N.S.Stapf","K. Antunes; J.F.S. Pessôa; O.J. Bastos Neto; F.R.G. Salimena; P.H. Nobre","96","2004","04","24","América do Sul","Brasil","Minas Gerais","Rio Preto","Serra Negra, Serra da Caveira D'Anta, Fazenda da Tiririca.","-43.8278007507324","-22.0891990661621",NA,"Arbusto, ca. 2m alt., em área de pastagem. Frutos verdes imaturos e vermelhos quando maduros.","CESJ042181",NA,NA,NA,"20815","auto",NA,NA,"2004","07","16",NA,NA,NA,NA,NA
"92","2021-03-01 16:26:57-03","UNICAMP","UEC","172317","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Santos, K","Santos, K; Belinello, R","2389","2000","06","28",NA,"Brazil","São Paulo","Campinas","Mata da Fazenda Santa Helena (Fragmento P1); área total: 12,4ha.","-46.54","-22.54",NA,"Árvore perenifólia, zoocórica; altura total: 8m; altura do fuste: 4m. PAP: 34cm.; Floresta Estacional Semidecidual.","UEC016532","UEC016532","887","887",NA,NA,"-46.54","-22.54",NA,NA,NA,NA,NA,NA,NA,NA
"93","2021-03-01 16:26:57-03","UNICAMP","UEC","27277","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Stapf, MNS","Harley, RM","17350","1974","03","24",NA,"Brazil","Bahia","Belmonte","24km.&nf;S.W. of Belmonte on road to Itapebi.&nf;High evergreen restinga forest, low restinga and damp open areas on white sand.&nf;Alt.: ca. Sea leavel.&nf;Approx. 39º 03' W 16º 00' S.","-39.207222","-17.019444",NA,"Shrub to 2m. Leaves bright green, glossy above. Calyx pale green. Corolla white. Fruit dark green.","UEC086446","UEC086446",NA,NA,NA,NA,"-39.207222","-17.019444","2004","07",NA,NA,NA,NA,NA,NA
"94","2019-08-20 10:08:26-03","UNICAMP","UEC","149024","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.",NA,"Aguirre, GH; et al.","28","2005","08","24",NA,"Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,"UEC086449","UEC086449",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2021-03-01 16:26:57-03","UNICAMP","UEC","155178","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Urbanetz, C","Urbanetz, C","391","2004","05","26",NA,"Brazil","São Paulo","Cananéia","Fazenda Folha Larga, Km 31,5 da rodovia BR-226.","-47.9125","-24.905556",NA,"Tronco descamante de cor creme.; Floresta Ombrófila Densa Submontana. Solo do tipo podzólico.","UEC070745","UEC070745",NA,NA,NA,NA,"-47.9125","-24.905556","2005","11",NA,NA,NA,NA,NA,NA
"96","2021-03-01 16:26:57-03","UNICAMP","UEC","27294","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Stapf, MNS","Harley, RM","1974","1974","03","19",NA,"Brazil","Bahia","Porto Seguro","Pau Brasil Biological Reserve, 17km.&nf;West from Porto Seguro on road to Eunapolis.&nf;Coastal rain forest.&nf;Atl.: 0 -20m Approx.: 39º 12' W, 16º 25' S.","-39.010028","-16.366833",NA,"Shrub to 4m.&nf;Leaves very coriaceous, rather glossy above, bright green, paler beneath.&nf;Calyx whitish - green, corolla white.","UEC086456","UEC086456",NA,NA,NA,NA,"-39.010028","-16.366833","2004","07",NA,NA,NA,NA,NA,NA
"97","2021-03-01 16:26:57-03","UNICAMP","UEC","73929","S","Plantae","Magnoliopsida",NA,"Boraginaceae","Cordia","magnoliifolia","Cordia magnoliifolia","Cham.","Taroda, N","Shepherd, GJ; Kinoshita, LS","95-17","1995","04","05",NA,"Brazil","São Paulo","Cruzeiro","Estrada da Fazenda Boa Vista.","-45.033333","-22.483889",NA,"Árvore com 6m, frutos imaturos verdes, maduros vermelhos.; Floresta em grota.","UEC078695","UEC078695","950","950",NA,NA,"-45.033333","-22.483889","1999","04","14",NA,NA,NA,NA,NA
