"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","typeStatus","fieldNumber","individualCount"
"50","2021-02-25 10:12:51-03","CVRD","CVRD","8432","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","André M. Amorim","Folli, D.A.","4677","2003","11","26","América do Sul","BRASIL","ES","Linhares","Próximo a Gávea","-40.0722007751465","-19.3910999298096",NA,"<ll>dwc_commonname:</ll> Cipó ruela","CVRD008432","CVRD008432",NA,NA,"2004","48094","auto","10","18",NA,NA,"Magnoliopsida",NA,NA,NA
"51","2021-02-25 10:12:51-03","CVRD","CVRD","1946","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","André M. Amorim","Lima, H.C.","1702","1981","11","17","América do Sul","BRASIL","ES","Linhares","Trepadeira sobre árvore alta. Na mata alta, próximo ao nativo.","-40.0722007751465","-19.3910999298096",NA,"Frutos albo-esverdeados. <ll>dwc_commonname:</ll> Cipó ruela","CVRD001946",NA,NA,NA,"1999","48094","auto","08","12",NA,NA,"Magnoliopsida",NA,NA,NA
"52","2019-11-13 11:24:34-03","USP","SPF","63230","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","A.Juss.","Almeida, RF","Weinberg, B","894","1983","01","15",NA,"Brasil","Espírito Santo","Guarapari","Setiba-Guarapari.","-40.5110015869141","-20.6580009460449",NA,NA,"SPF00063230","SPF00063230",NA,NA,"2014","28401","auto",NA,NA,NA,NA,NA,NA,NA,NA
"53","2021-03-15 18:28:30-03","USP","SPF","109221","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","A.Juss.","Anderson, WR","Hatschbach, G","59786","1993","12","16",NA,"Brasil","Paraná","Guaraqueçaba","Batuva. orla da mata pluvial da planície litorânea.","-48.3288993835449","-25.3066997528076",NA,"Trepadeira lenhosa.","SPF00109221","SPF00109221","20","20","1995","37295","auto",NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-09-04 18:42:40-03","F","FMNH-SEEDPLANTS",NA,"PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Banisteria","macrophylla","Banisteria macrophylla",NA,NA,"P. C. D. Clausen","5",NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Type [status unknown]",NA,NA
"55","2019-01-23 11:37:59-02","F","FMNH-SEEDPLANTS","V0077444F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi",NA,"W. R. Anderson","F. P. L. Araujo","s.n.",NA,NA,NA,"South America","Brazil","Minas Gerais",NA,NA,"-44","-18",NA,NA,"V0077444F","V0077444F_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae","Isotype",NA,NA
"56","2020-07-23 12:11:37-03","CEPLAC","CEPEC","145108","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana",NA,"R.F.Almeida","H.C. de Lima","4987",NA,NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-07-23 12:11:41-03","CEPLAC","CEPEC","141340","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi",NA,"Sem Informação","Amorim, A. M.","8372","2013","06","17",NA,"Brasil","Bahia","SÃO JOSÉ DA VITÓRIA","PARNA Serra das Lontras. Trilha de acesso ao Javi com entrada pela Vila Família Unida. Coletas efetuadas pelo acesso ao pico indo pela cachoeira.","-39.3175","-15.148889",NA,"UNICATA.",NA,NA,"900","900",NA,NA,NA,NA,NA,"39W19'3","15S8'56",NA,NA,NA,NA
"58","2021-03-10 11:38:43-03","UNILA","EVB","2141","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","Almeida, R.F.","Caxambu, M.G.; et al.","4745","2013","08","16",NA,"Brasil","Minas Gerais","São José da Barra","Fazenda Nova.","-46.224722","-20.713611",NA,"Flores amarelas com inflorescencia ferrugineas.","EVB002141","EVB002141",NA,NA,NA,NA,NA,NA,NA,"46º13'29''W","20º42'49''S",NA,NA,NA,NA
"59","2017-09-11 17:10:31-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Malpighiaceae","Hiraea","wiedeana","Hiraea wiedeana","A.Juss.",NA,"Wied-Neuwied, MAP Prince","s.n.",NA,NA,NA,"Southern America","Brazil",NA,NA,"In prov. Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2019-11-21 10:08:58-03","IBt","SP","442447","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","Mamede, MCH","Villagra, BLP","304","2010","06",NA,NA,"Brasil","São Paulo","Santo André","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 28.","-46.1701","-23.4667",NA,NA,"SP008308",NA,NA,NA,"2015",NA,NA,"03",NA,"-46.1701","-23.4667",NA,NA,NA,NA
"61","2019-11-21 10:08:58-03","IBt","SP","442447a","Xilot","Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","Mamede, MCH","Villagra, BLP","304","2010","06",NA,NA,"Brasil","São Paulo","Santo André","Parque Natural Nascentes de Paranapiacaba, Água Fria. Parcela 28.","-46.1701","-23.4667",NA,NA,NA,NA,NA,NA,"2015",NA,NA,"03",NA,"-46.1701","-23.4667",NA,NA,NA,NA
"62","2019-11-21 10:08:58-03","IBt","SP","363622","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","Mamede, MCH","Thomas, WW; Jardim, J; Barbosa, MR; Rodal, MJN; Sant'Ana, SC","12200","2000","10","03",NA,"Brasil","Bahia","Jussari","RPPN Serra do Teimoso, Fazenda Serra do Teimoso","-39.3174","-15.0933",NA,NA,"SP019483",NA,"300","330","2005",NA,NA,NA,NA,"-39.3174","-15.0933",NA,NA,NA,NA
"63","2019-11-21 10:08:58-03","IBt","SP","311755","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","Mamede, MCH","Thomas, WW; Jardim, JG; Paixão, JL","11052","1996","03","16",NA,"Brasil","Bahia","Ilhéus","3 km N of Rodoviária, Mata da Esperança","-39.069167","-14.781944",NA,NA,"SP019484",NA,"50","50","2005",NA,NA,"10",NA,"-39.069167","-14.781944",NA,NA,NA,NA
"64","2019-11-21 10:08:58-03","IBt","SP","378995","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone","Mamede, MCH","Fiaschi, P; Paixão, JL; Gomes, LCJ; Rodrigues, AB","2766","2005","03","12",NA,"Brasil","Bahia","Almadina","Rodovia para Ibitupã, ca. 20 km, Faz. São Roque","-39.713056","-14.640833",NA,NA,"SP019469",NA,NA,NA,"2006",NA,NA,NA,NA,"-39.713056","-14.640833",NA,NA,NA,NA
"65","2019-11-21 10:08:58-03","IBt","SP","468546","S","Plantae",NA,NA,"Malpighiaceae","Hiraea","macrophylla","Hiraea macrophylla","(Colla) P.L.R.Moraes & Guglielmone",NA,"Paula, CHR","200","1999","10","24",NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Trilha para Pedra da Gávea, subida por São Conrado, altura da Praça da Bandeira","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA
"66","2019-11-21 10:09:02-03","IBt","SP","344920","S","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","Amorim, AM","Amorim, AM; Jardim, JG; Juchum, FS; Whitfield, E; Sant'Ana, SC","3226","2000","01","06",NA,"Brasil","Bahia","Itacaré","Loteamento da Marambaia, ca. 6 km de Itacaré","-38.9967002868652","-14.2775001525879",NA,NA,"SP020010","SP020010",NA,NA,"2000","41230","auto",NA,NA,NA,NA,NA,NA,NA,NA
"67","2019-11-21 10:09:02-03","IBt","SP","332140","S","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","Amorim, AM","Folli, DA","2082","1993","10","10",NA,"Brasil","Espírito Santo","Linhares","Reserva Florestal de Linhares, Estrada da Gávea, Km 6,8","-40.0722007751465","-19.3910999298096",NA,NA,"SP020009",NA,NA,NA,"1999","48094","auto",NA,NA,NA,NA,NA,NA,NA,NA
"68","2019-11-21 10:09:02-03","IBt","SP","445416A","S","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","Almeida, RF","Lima, HC","1702","1981","12","17",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce, Na mata alta próximo ao nativo","-40.0722007751465","-19.3910999298096",NA,NA,"SP048301","SP048301",NA,NA,"2012","48094","auto","09",NA,NA,NA,NA,NA,NA,NA
"69","2019-11-21 10:09:02-03","IBt","SP","445476A","S","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","Almeida, RF","Folli, DA","4677","2003","11","26",NA,"Brasil","Espírito Santo","Linhares","Reserva Natural da Vale do Rio Doce, Próximo à Gávea","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"2012","48094","auto","09",NA,NA,NA,NA,NA,NA,NA
"70","2019-11-21 10:09:02-03","IBt","SP","354773","S","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","Mamede, MCH","Forzza, RC; Almeida, VR; Assis, LCS; Fazza, LFA","1893","2001","10","14",NA,"Brasil","Minas Gerais","Descoberto","Reserva Biológica da Represa do Grama","-42.9674987792969","-21.4596996307373",NA,NA,"SP020011","SP020011",NA,NA,"2002","11991","auto",NA,NA,NA,NA,NA,NA,NA,NA
"71","2019-11-21 10:09:02-03","IBt","SP","161950","S","Plantae",NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Nied.","Mamede, MCH","Heringer, EP","16050","1976","10","23",NA,"Brasil","Minas Gerais","Dionísio","Parque Estadual do Rio Doce","-42.7766990661621","-19.8428001403809",NA,NA,"SP020012","SP020012",NA,NA,"2003","31394","auto","10","17",NA,NA,NA,NA,NA,NA
"72","1999-03-05 14:51:46-03","UM","RECOLNAT_UM_MPU","MPU020190","PreservedSpecimen",NA,NA,NA,"Malpighiaceae","Mezia","araujoi","Mezia araujoi","Schwacke ex Nied.",NA,"Glaziou, A.",NA,NA,NA,NA,NA,"Brésil",NA,NA,"s.l.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu020190' target='other'> <mi>dwc_moreinfo</mi></a>","MPU020190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"type",NA,NA
