"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","coordinatePrecision","occurrenceRemarks","geoFlag","class","order","barcode","imagecode","verbatimLongitude","verbatimLatitude","monthIdentified","dayIdentified","minimumElevationInMeters","maximumElevationInMeters","typeStatus","individualCount","fieldNumber","preparationType","relatedCatalogItem"
"98","2014-04-17 12:04:00-03","MO","MOBOT","504861","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C. Ezcurra",NA,"Elsa M. Zardini|P. Aquino","Zardini 33117","1992","8","21","South America","Paraguay","Central",NA,"Estero del Ypoá. South of Nueva Italia. Cerro Pé. Forest on rocky slopes.","-57.4333333","-25.6666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","769",NA,NA
"99","2008-05-27 22:02:00-03","MO","MOBOT","505046","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D. Wasshausen (US)",NA,"Carlos Reynel Rodríguez|E. Meneses","Reynel Rodríguez 5169","1990","8","15","South America","Peru","Madre de Dios","Tambopata","Zona reservada de Tambopata.","-69.3","-12.81666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"280.00000000",NA,NA,"4","6",NA,NA
"100","2008-05-27 22:02:00-03","MO","MOBOT","506086","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini","Zardini 12915","1989","6","11","South America","Paraguay","Paraguarí",NA,"Acahay Massif. Forest on western slopes of southeastern peak.","-57.15","-25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"400.00000000",NA,NA,"4","109",NA,NA
"101","2013-10-09 05:41:00-03","MO","MOBOT","506276","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 15088","1989","10","16","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. 8 kms S of route to Coronel Oviedo on the road to Cantera Jhú. Gallery forest along Chorro Creek.","-56.33333","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","157",NA,NA
"102","2013-10-09 05:41:00-03","MO","MOBOT","506292","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini|Ramón Velásquez","Zardini 8878","1988","12","17","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró, 1 km W of Destacamento Tororo. Forest along western slope.","-56.25","-25.91666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","88-136",NA,NA
"103","2014-07-31 12:44:00-03","MO","MOBOT","506332","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.C. Wasshausen (US)",NA,"Elsa M. Zardini","Zardini 10973","1989","2","17","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú. Cerro Peró 1 km W of Destacamento Tororo. On cave on western slope of mountain with small waterfalls.","-56.25","-25.9166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","55",NA,NA
"104","2008-05-27 22:02:00-03","MO","MOBOT","764871","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C. Ezcurra",NA,"Elsa M. Zardini","Zardini 6495","1988","8","21","South America","Paraguay","Paraguarí",NA,"Macizo Acahay. In gallery forest on Eastern peak.","-57.15","-25.9",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,"1","88-71",NA,NA
"105","2009-01-12 09:34:00-02","MO","MOBOT","807663","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C. Ezcurra",NA,"Elsa M. Zardini","Zardini 7749","1988","10","29","South America","Paraguay","Caazapá",NA,"Tavaí. Tall forest 1 km N of Hospital.","-55.45","-26.1666667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2","88-106",NA,NA
"106","2011-06-09 17:28:00-03","MO","MOBOT","808376","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C. Escurra (SI)",NA,"Elsa M. Zardini|Tulio Tillería","Zardini 32657","1992","7","10","South America","Paraguay","Guairá",NA,"Cordillera de Ybytyruzú Melgarejo-Cerro Acati. 8 km S of Melgarejo. Forest on slopes.","-56.26666","-25.8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","703",NA,NA
"107","2011-06-09 17:28:00-03","MO","MOBOT","809021","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","C. Escurra (SI)",NA,"Elsa M. Zardini|Tulio Tillería","Zardini 32725","1992","7","10","South America","Paraguay","Central",NA,"Estero de Ypoá Chaco-I. Cerrado forest.","-57.5","-25.66666",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","704",NA,NA
"108","2008-05-27 22:02:00-03","MO","MOBOT","884231","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.Wasshausen (US)",NA,"Elsa M. Zardini|Alberto Florentín","Zardini 40008","1994","7","21","South America","Paraguay","Alto Paraná",NA,"Monumento Científico Moisés Bertoni (Río Paraná). Tall forest.","-54.6","-25.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","921",NA,NA
"109","2008-05-27 22:02:00-03","MO","MOBOT","884740","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","D.Wasshausen (US)",NA,"Elsa M. Zardini|Leongino Guerrero","Zardini 40189","1994","7","28","South America","Paraguay","Paraguarí",NA,"Arroyo Mbopicua. Gallery forest.","-57.14583","-26.34222",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4","927",NA,NA
"110","2017-08-25 05:21:00-03","MO","MOBOT","2404226","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum","Peichoto, M. C.",NA,"H. A. Keller","Keller 63","1999","8","25","South America","Argentina","Misiones","Iguazú","Puerto Bossetti. Propiedad Pérez Companc. Rumbo Costa del Paraná. Bosque de tacuaruzú","-54.61666","-25.85",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"111","2018-12-03 15:35:23-02","UNIOESTE","UNOP","5651","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Cordeiro, J.; Barbosa, E.","2010","Temponi, L.G.; Poliquesi, C.B.; Fragoso, R.D.; Poliquesi, C.B.; Fragoso, R.D.","636","2009","10","11",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha do Poço Preto.","-54.446083","-25.62175",NA,"Arbusto, 1,20m., flor rosada, ao longo da trilha. Floresta estacional semidecidual.",NA,NA,NA,NA,NA,"-54.446083","-25.62175",NA,NA,NA,NA,NA,NA,NA,NA,NA
"112","2018-09-12 14:47:58-03","UNIOESTE","UNOP","3965","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Caxambu, M.G.","2016","Caxambu, M.G.","6488","2015","06","04",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, próximo as margens da Br 469","-54.437611","-25.65375",NA,"Subarbusto ca. 2 m, Semi-ciófilo. Flores Rosas. Formando touceira na orla da floresta - Relevo: Suave-ondulado - Vegetação: Floresta estacional Semidecidual Submontana",NA,NA,NA,NA,NA,"-54.437611","-25.65375","08","15","195","195",NA,NA,NA,NA,NA
"113","2018-12-03 15:35:23-02","UNIOESTE","UNOP","3962","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Hatschbach, G.","2006","Ribas, O.S.; Silva, J.M.; Andrade, C.C.A.; Silva, J.M.; Andrade, C.C.A.","7412","2006","10","03",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha do Poço Preto","-54.446083","-25.62175",NA,"Herbácea, 2,50 m, flor lilás-rosada. Margem do caminho. Floresta Eswtacional Semidecídua",NA,NA,NA,NA,NA,"-54.446083","-25.62175",NA,NA,NA,NA,NA,NA,NA,NA,NA
"114","2018-09-12 14:47:58-03","UNIOESTE","UNOP","3969","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Caxambu, M.G.","2016","Caxambu, M.G.; Siqueira, E.L.; Moraes, A.; Siqueira, E.L.; Moraes, A.","6807","2015","08","21",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu - Estrada de chão Céu Azul - Serranópolis do Iguaçu","-53.870139","-25.189083",NA,"Erva semi-ciófila, ca. 0,45 m, frequente. Flores com cálice verde e corola rosa. Relevo: Suave-ondulado",NA,NA,NA,NA,NA,"-53.870139","-25.189083","08","15","653","653",NA,NA,NA,NA,NA
"115","2018-09-12 14:47:58-03","UNIOESTE","UNOP","8645","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Hammes, J.K.","2016","Hammes, J.K.; Escher, A.; Conceição, L.H.S.M.; Escher, A.; Conceição, L.H.S.M.","143","2016","07","07",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha das Bananeiras","-54.433667","-25.656194",NA,"Arbusto, ereto, até ca. de 2,5 m alt. Corola lilás.",NA,NA,NA,NA,NA,"-54.433667","-25.656194","09","10",NA,NA,NA,NA,NA,NA,NA
"116","2018-09-12 14:47:58-03","UNIOESTE","UNOP","3968","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Caxambu, M.G.","2016","Siqueira E.L.; Chagas, M.P.; Huber, C.; Bocardo, B.; Chagas, M.P.; Huber, C.; Bocardo, B.","1595","2015","09","03",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Macuco Safari, Trilha da cachoeira","-54.443861","-25.648389",NA,"Arbusto ca. 2m, ripário, rupícola, semi-ciófila. Flores arroxeadas. Botões florais verdes arroxeados. - Relevo: Suave-ondulado. - Vegetação: Floresta Estacional Semidecidual Aluvial",NA,NA,NA,NA,NA,"-54.443861","-25.648389","08","15","172","172",NA,NA,NA,NA,NA
"117","2018-09-12 14:47:58-03","UNIOESTE","UNOP","7150","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Hammes, J.K.","2016","Boff, L.; Ferneda Rocha, L.C.; Martinez, M.T.; Temponi, L.G.; Ferneda Rocha, L.C.; Martinez, M.T.; Temponi, L.G.","12","2011","09","06",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu. Trilha da Cachoeira Jacutinga.","-53.82175","-25.239833",NA,"Subarbusto. Folha discolor. Flor lilás",NA,NA,NA,NA,NA,"-53.82175","-25.239833","06","07",NA,NA,NA,NA,NA,NA,NA
"118","2020-01-09 11:37:24-03","UNIOESTE","UNOP","9448","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Rauber, C.R.","2018","Rauber, C.R.; Hentz Junior, E.J.; Toscan M.A.G.; Lima, L.C.P.; Winter, F.; Hentz Junior, E.J.; Toscan M.A.G.; Lima, L.C.P.; Winter, F.","95","2018","07","04",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha das Bananeiras","-53.872","-25.183278",NA,"Arbusto 1,5m, caule castanho na base e verde no ápice, folha verde discolor membranácea, cálice verde , corola lilas",NA,NA,NA,NA,NA,"-53.872","-25.183278","07","09",NA,NA,NA,NA,NA,NA,NA
"119","2018-12-03 15:35:23-02","UNIOESTE","UNOP","6802","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Lautert, M.","2011","Lautert, M.; Temponi, L.C.; Ferneda Rocha, L.C.; Gris, D.; Martinez, M.T.; Temponi, L.C.; Ferneda Rocha, L.C.; Gris, D.; Martinez, M.T.","8","2011","03","30",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha Poço Preto.","-54.446083","-25.62175",NA,"Arbusto, 2,5m. Brácteas verdes. Flor rosada. Fruto imaturo verde.",NA,NA,NA,NA,NA,"-54.446083","-25.62175","04",NA,NA,NA,NA,NA,NA,NA,NA
"120","2018-09-12 14:47:58-03","UNIOESTE","UNOP","7874","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Toderke, M.L.","2013","Toderke, M.L.; Lautert, M.; Buturi, C.V.; Escher, A.R.; Temponi, L.G.; Lautert, M.; Buturi, C.V.; Escher, A.R.; Temponi, L.G.","52","2013","02","14",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha das Bananeiras.","-54.433667","-25.656194",NA,"Herbácea, cerca de 1,5 cm. Folha membranácea, verde discolor. Brácteas e cálice verde. Tubo da corola com base alva e ápice rosado. Fruto imaturo verde.",NA,NA,NA,NA,NA,"-54.433667","-25.656194","03",NA,NA,NA,NA,NA,NA,NA,NA
"121","2018-09-12 14:47:58-03","UNIOESTE","UNOP","5546","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Cordeiro, J.; Barbosa, E.","2010","Temponi, L.G.; Cordeiro, J Silva; J.M.; Cordeiro, J Silva; J.M.","671","2009","10","12",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Trilha das Bananeiras.","-54.433667","-25.656194",NA,"Arbusto, 1,60m., flores rosadas. Floresta Estacional Semidecidual.",NA,NA,NA,NA,NA,"-54.433667","-25.656194",NA,NA,NA,NA,NA,NA,NA,NA,NA
"122","2018-05-28 17:23:57-03","UNIOESTE","UNOP","8596","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Hammes, J.K.","2016","Hammes, J.K.; Escher, A.; Machado, T.; Escher, A.; Machado, T.","71","2015","10","01",NA,"Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, trilha Manoel Gomes.","-53.8485984802246","-25.1466999053955","51148","Arbusto, ereto, até ca. de 2,5 m alt. Corola lilás.","auto",NA,NA,NA,NA,NA,NA,"03","10",NA,NA,NA,NA,NA,NA,NA
"123","2018-05-28 17:23:57-03","UNIOESTE","UNOP","8597","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Hammes, J.K.","2016","Hammes, J.K.; Escher, A.; Bazzanella, A.P.; Escher, A.; Bazzanella, A.P.","154","2016","07","07",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha de visitação.","-54.5881004333496","-25.5478000640869","39570","Arbusto, ereto, até ca. de 2,5 m alt. Corola lilás.","auto",NA,NA,NA,NA,NA,NA,"08","10",NA,NA,NA,NA,NA,NA,NA
"124","2018-05-28 17:23:57-03","UNIOESTE","UNOP","8598","S","Plantae",NA,"Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Hammes, J.K.","2016","Hammes, J.K.; Escher, A.; Bazzanella, A.P.; Escher, A.; Bazzanella, A.P.","155","2016","07","07",NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, trilha de visitação.","-54.5881004333496","-25.5478000640869","39570","Arbusto, ereto, até ca. de 2,5 m alt. Corola lilás.","auto",NA,NA,NA,NA,NA,NA,"08","10",NA,NA,NA,NA,NA,NA,NA
"125","2021-01-10 20:44:20-03","INPA","INPA","172571","S","Plantae","Dicotyledon Asterids","Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A.Côrtes","Silva, FA","2020","Hatschbach, GG","49561","1985","08","22","Southern America","Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu. Mata pluvial.","-54.5881004333496","-25.5478000640869","39570",NA,"auto",NA,"Lamiales","INPA0172571","INPA0172571 INPA0172571_e",NA,NA,"03","14",NA,NA,NA,NA,NA,NA,NA
"126","2020-06-15 15:28:10-03","UNESP-RC","HRCB","56310","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Bowm","Azevedo, I.H.F.","2017","Lombardi",NA,NA,NA,NA,NA,"Brasil","Paraná","Foz do Iguaçu","Parque Nacional do Iguaçu, Trilha do Poço Preto","-54.5881004333496","-25.5478000640869","39570",NA,"auto",NA,NA,NA,NA,"54º23'20.2W","25º35'42.3S","05","18",NA,NA,NA,NA,NA,NA,NA
"127","2021-03-17 14:34:27-03","UTFPR-SL","SHPR","507","PreservedSpecimen","Plantae","Anthophyta","Acanthaceae","Pachystachys","dubiosa","Pachystachys dubiosa","(Lindau) A.L.A Portes","Hammes, J. (por foto)","2020","Biral, L. |A. M. Pedroso","1643","2019","06","25","América do Sul","Brasil","Paraná","Céu Azul","Parque Nacional do Iguaçu, PIC Céu Azul.","-53.844167","-25.155556",NA,"Sub-arbusto, folhas membranáceas, cálice verde, corola rósea, com a base e o ápice esbranquiçados.Habitat: Trilha Educação Ambiental. Floresta estacional semidecidual.",NA,NA,NA,"SHPR000507",NA,"53º50'39 W","25º09'20 S","08",NA,NA,NA,NA,NA,NA,"exsicata",NA
"128","2020-09-12 05:00:02-03","US","US","3504953","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"J. Schunke Vigo & J. Graham","16600","2004","10","11","South America - Neotropics","Peru","Ucayali",NA,"Dpto. Ucayali. Provincia de Padre Abad, distrito Padre Abad. Desembocadura de la quebrada de Huacamayo, norte de la Aguayita, cerca al Fundo Julio Cesar.","-75.5","-9.03",NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874352","US02874352_01",NA,NA,NA,NA,"250",NA,NA,"1",NA,NA,NA
"129","2020-09-12 05:00:02-03","US","US","3504975","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"J. Schunke Vigo & J. Graham","16023","2004","9","24","South America - Neotropics","Peru","Ucayali",NA,"Dpto. Ucayali. Provincia de Padre Abad, distrito Padre Abad. Rio Shambo, 30 km. de Pampa Yurac.","-75.63","-8.93",NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874353",NA,NA,NA,NA,NA,"200","300",NA,"1",NA,NA,NA
"130","2020-09-12 05:00:02-03","US","US","3443031","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"D. C. Wasshausen & J. R. I. Wood","2263","2000","8","3","South America - Neotropics","Bolivia","Santa Cruz",NA,"Dept. Depto. Santa Cruz. Prov. Prov. Nuflo de Chavez. 8 km E of San Javier on road to Concepcion.",NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874360",NA,NA,NA,NA,NA,"500",NA,NA,"1",NA,NA,NA
"131","2020-09-12 05:00:02-03","US","US","3420670","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"M. Nee","50188","1999","10","17","South America - Neotropics","Bolivia","Santa Cruz",NA,"Depto. Santa Cruz, Prov. Ichilo, Parque Nacional Amboró, 0.5-1.5 km N of Campamento Mataracú.","-63.87","-17.53",NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874363",NA,NA,NA,NA,NA,"375",NA,NA,"1",NA,NA,NA
"132","2020-09-12 05:00:02-03","US","US","3521130","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"A. Schmidt-Lebuhn","42","2000","8","30","South America - Neotropics","Bolivia","Beni",NA,"Depto. Beni, Prov. Gral. Ballivián, al sur de Rurrenabaque, camino al borde del Rio Beni. Bosque Humedo de Tierras Bajas.","-67.53","-14.43",NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874361",NA,NA,NA,NA,NA,"250",NA,NA,"1",NA,NA,NA
"133","2020-09-12 05:00:02-03","US","US","3563388","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"J. Graham & J. Schunke Vigo","4248","2007","7","19","South America - Neotropics","Peru","Ucayali",NA,"Dpto. Ucayali. Prov: Coronel Portillo, Distr: Iparia. Cuenca del Rio Iparia, afluente del Rio Ucayali. Cerca la Comunidad nativa Ashaninka de Miraflores.","-74.4806","-9.3531",NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874354","US02874354_01",NA,NA,NA,NA,"200",NA,NA,"1",NA,NA,NA
"134","2020-09-12 05:00:02-03","US","US","3627968","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"J. Graham & J. Schunke Vigo","1695","2002","7","11","South America - Neotropics","Peru","Ucayali",NA,"Dpto. de Ucayali, Prov. Purús, Dtto. Purús. Río Curanja, cerca la comunidad nativa Colombiana.","-71.1","-10.07",NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874355","US02874355_01",NA,NA,NA,NA,"300","350",NA,"1",NA,NA,NA
"135","2020-09-12 05:00:02-03","US","US","3382946","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"D. C. Wasshausen & J. R. I. Wood","2153","1998","7","27","South America - Neotropics","Bolivia","La Paz",NA,"Dept. La Paz. Prov. Caranavi. Road from Caranavi to Guanay, 2-3 km W of Caranavi.",NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874359",NA,NA,NA,NA,NA,"600",NA,NA,"1",NA,NA,NA
"136","2020-09-12 05:00:02-03","US","US","3433537","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"J. R. I. Wood","12544","1997","8","4","South America - Neotropics","Bolivia","Santa Cruz",NA,"Ñuflo de Chavez. 5 km E of San Javier on road to Concepción.",NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874362",NA,NA,NA,NA,NA,"500",NA,NA,"1",NA,NA,NA
"137","2020-09-12 05:00:02-03","US","US","3240016","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"R. Seidel & E. Vargas","2126","1987","10","19","South America - Neotropics","Bolivia","Beni",NA,"Depto. Beni, Provincia Ballevían, de Yucuma 57 Km hacia Rurrenabaque, Concesíon de El Ceiba.",NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874364",NA,NA,NA,NA,NA,"350",NA,NA,"1",NA,NA,NA
"138","2020-09-12 05:00:02-03","US","US","3504974","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"J. Schunke Vigo & J. Graham","16046","2004","9","25","South America - Neotropics","Peru","Ucayali",NA,"Dpto. de Ucayali. Provincia de Padre Abad, distrito Padre Abad. Rio Shambo, 30 km. de Pampa Yurac.","-75.63","-8.93",NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874356",NA,NA,NA,NA,NA,"200","300",NA,"1",NA,NA,NA
"139","2020-09-12 05:00:02-03","US","US","2441022","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"G. Hatschbach","11211","1964","4","17","South America","Brazil","Paraná",NA,"Est. Parana. Mun Fóz do Iguaçu. Parque Nacional.",NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874358","US02874358_01",NA,NA,NA,NA,"200",NA,NA,"1",NA,NA,NA
"140","2020-09-12 05:00:02-03","US","US","3627952","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"J. Graham & J. Schunke Vigo","1756","2002","7","16","South America - Neotropics","Peru","Ucayali",NA,"Dpto. Ucayali, Prov. Purús, Dtto. Purús. Río Curanja, cerca la communidad nativa Colombiana.","-71.1","-10.07",NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874351",NA,NA,NA,NA,NA,"300","350",NA,"1",NA,NA,NA
"141","2020-09-12 05:00:02-03","US","US","3177534","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"E. Zardini","7967","1988","11","12","South America","Paraguay","Guaira",NA,"Dept. Guaira: Cordillera de Ybytyruzú. Ladero W del Cerro Peró, 2 kms E del Destacamento Tororo.",NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874349","US02874349_01",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA
"142","2020-09-12 05:00:02-03","US","US","3367067","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"D. C. Wasshausen, R. Neumann, C. Ezcurra & C. Saravia T.","1956","1993","9","14","South America","Argentina","Salta",NA,"Dept. Salta. Oran. Finca Candadito, 23 km from camino de Agua Blanca to Finca Yakulica.",NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874350",NA,NA,NA,NA,NA,"450",NA,NA,"1",NA,NA,NA
"143","2020-09-12 05:00:02-03","US","US","1778151","PreservedSpecimen","Plantae",NA,"Acanthaceae","Streblacanthus","dubiosus","Streblacanthus dubiosus","(Lindau) V.M. Baum",NA,NA,"Krukoff","10234","1939","7","1","South America - Neotropics","Bolivia","La Paz",NA,"Dept. La Paz: Prov. S. Yungas: Basin of Rio Bopi, San Bartolome (near Calisaya).",NA,NA,NA,NA,NA,"Dicotyledonae","Scrophulariales","US02874365",NA,NA,NA,NA,NA,"750","900",NA,"1",NA,NA,NA
