"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","day","county","decimalLongitude","decimalLatitude","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","previousCatalogNumber","individualCount","sex"
"107","2021-03-31 13:35:48-03","MN","R","217930","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","172","2012","07",NA,"Brasil","Minas Gerais",NA,NA,NA,"R010015798,R010015799",NA,"20","Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.N.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"108","2021-03-31 13:35:48-03","MN","R","217929","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","370","2012","10",NA,"Brasil","Minas Gerais",NA,NA,NA,"R010015796,R010015797",NA,"29","Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.N.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"109","2021-03-31 13:35:48-03","MN","R","217928","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","338","2012","10",NA,"Brasil","Minas Gerais",NA,NA,NA,"R010015794,R010015795",NA,"15","Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.N.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"110","2021-03-31 13:35:48-03","MN","R","217927","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","72","2012","04",NA,"Brasil","Minas Gerais",NA,NA,NA,"R010015792,R010015793",NA,"26","Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.N.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"111","2021-03-31 13:35:48-03","MN","R","217926","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","141","2012","07",NA,"Brasil","Minas Gerais",NA,NA,NA,"R010015790,R010015791",NA,"08","Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.N.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"112","2021-03-31 13:35:48-03","MN","R","217925","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","281","2012","08",NA,"Brasil","Minas Gerais",NA,NA,NA,"R010015789",NA,"31","Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.N.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"113","2021-03-31 13:35:48-03","MN","R","45771","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Duarte, A.P.",NA,"1978","11",NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,"03","Rio de Janeiro","-43.2075004577637","-22.9027996063232","Pinto, C.G.P.",NA,NA,NA,NA,"2001","05","28","57442","auto",NA,NA,NA,NA,NA,NA
"114","2021-03-31 13:35:48-03","MN","R","22030","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Brade, A.C.","6977","1914","10",NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,"Barueri","-46.8699989318848","-23.5100002288818","Koch, I.",NA,NA,NA,NA,"1999","12",NA,"9134","auto",NA,NA,NA,NA,NA,NA
"115","2021-03-31 13:35:48-03","MN","R","26581","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Brade, A.C.","1247","1932","11",NA,"Brasil","Rio de Janeiro","Alto da Boa Vista",NA,NA,NA,NA,"04","Rio de Janeiro","-43.2075004577637","-22.9027996063232","Pinto, C.G.P.",NA,NA,NA,NA,"2007","06","29","57442","auto",NA,NA,NA,NA,NA,NA
"116","2021-03-22 17:44:31-03","UFPI","TEPB","16702","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Farias, R. R. S. S.","396","2001","11",NA,"Brasil","Piauí","Alto do Comandante",NA,"Planta fanerófita (arvoreta), flor branca, fruto seco, presença de látex, boa frequência, solo arenoso, estaca 96, indivíduo 382. Ambiente: Complexo de Campo Maior <ll>dwc_commonname:</ll> Burra-leiteira",NA,NA,"15","Campo Maior","-42.053639","-4.860833","I. Koch","120","120","42°3'13,1W","4°51'39S","2003","02","01",NA,NA,NA,NA,NA,NA,NA,NA
"117","2021-04-04 13:43:09-03","UFPI","TEPB","16710","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Farias, R. R. S. S.","446","2002","01",NA,"Brasil","Piauí","Fazenda Socorro, estrada da borracha",NA,"Planta fanerófita (arvoreta), flor branca, presença de látex, boa frequência, solo pedregoso. Ambiente: Complexo de Campo Maior <ll>dwc_commonname:</ll> Burra-leiteira",NA,NA,"13","Campo Maior","-41.8555","-4.996472","I. Koch",NA,NA,"41°51'19,8W","4°59'47,3S","2003","02","01",NA,NA,NA,NA,NA,NA,NA,NA
"118","2021-03-30 23:41:04-03","UFPI","TEPB","32146","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"ABREU, M. B.","8","2018","10",NA,"Brasil","Piauí","Mata",NA,"Ambiente: Ecótono (Caatinga/Cerrado) <ll>dwc_commonname:</ll> Mama cachorra",NA,NA,"19","Jatobá do Piauí","-41.817798614502","-4.77111005783081","Ruth Raquel",NA,NA,NA,NA,"2018","10","19","34271","auto",NA,NA,NA,NA,NA,NA
"119","2021-03-30 23:41:04-03","UFPI","TEPB","32135","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"ABREU, M. B.","27","2018","10",NA,"Brasil","Piauí","Sertão",NA,"Ambiente: Ecótono (Caatinga/Cerrado) <ll>dwc_commonname:</ll> Mama cachorra",NA,NA,"19","Jatobá do Piauí","-41.817798614502","-4.77111005783081","Ruth Raquel",NA,NA,NA,NA,"2018","10","19","34271","auto",NA,NA,NA,NA,NA,NA
"120","2020-12-20 21:15:29-03","UFV","VIC","28091","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Lopes, W.P. de; Scudeller, V.V.","205","1996","12",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Estrada do restaurante entre a portaria e o viveiro de mudas.",NA,"Árvore com cerca de 3,0 metros de altura; frutos imaturos verdes; intenso exsudato leitoso.","VIC028091","VIC028091","12","Marliéria","-42.7322006225586","-19.7122001647949","Lopes, W.P. de",NA,NA,NA,NA,"1997","04",NA,"28215","auto",NA,NA,NA,NA,NA,NA
"121","2020-12-20 21:15:29-03","UFV","VIC","40611","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","338",NA,NA,NA,"Brasil","Minas Gerais","Mata do Paraíso, Estação de Pesquisa, Treinamento e Educação Ambiental da Mata do Paraiso.",NA,"Árvore, 10 m sépalas muito curtas, corola branca , flor com odor muito adoçicado.; Floresta Estacional Semi- decidua","VIC040611","VIC040611",NA,"Viçosa","-42.8819007873535","-20.7539005279541","Simão, M.V.R.C.",NA,NA,NA,NA,"2013","06","13","13937","auto",NA,NA,NA,NA,NA,NA
"122","2020-12-20 21:15:29-03","UFV","VIC","42215","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Santos, M.L.","s.n.","2004","12",NA,"Brasil","Minas Gerais","Sitio bom Sucesso, Mata de Seu Nico",NA,"Árvore com látex branco.","VIC042215","VIC042215","01","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"123","2020-12-20 21:15:29-03","UFV","VIC","031608","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Coser, T.S.; et al.","145","2008","02",NA,"Brasil","Minas Gerais","Área de influência do Empreendimento AHE Simplíci, FURNAS- pasto ao lado de fragmento de Floresta Estacional semidecidual.",NA,"Árvore de ca de 9 m, folhas verdes, látex branco, frutos verdes.","VIC031608","VIC031608","21","Além Paraíba","-42.7043991088867","-21.8878002166748",NA,NA,NA,NA,NA,NA,NA,NA,"24865","auto",NA,NA,NA,NA,NA,NA
"124","2020-12-20 21:15:29-03","UFV","VIC","28146","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Lopes, W.P. de","165","1996","12",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD), Estrada que leva ao Centro de Manutenção.",NA,"Árvore com cerca de 7,0 metros de altura, corola esverdeada com lóbulos brancos, cálice verde; flores perfumadas; intenso exsudato leitoso.","VIC028146","VIC028146","12","Marliéria","-42.7322006225586","-19.7122001647949","Lopes, W.P. de",NA,NA,NA,NA,"1997","03",NA,"28215","auto",NA,NA,NA,NA,NA,NA
"125","2020-12-20 21:15:29-03","UFV","VIC","40518","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","172",NA,NA,NA,"Brasil","Minas Gerais","Mata do Paraíso, Estação de Pesquisa, Treinamento e Educação Ambiental da Mata do Paraiso.",NA,"Árvore, 9 m.; Floresta Estacional Semi- decidua","VIC040518","VIC040518 VIC040518_2",NA,"Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"126","2020-12-20 21:15:29-03","UFV","VIC","40517","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","141",NA,NA,NA,"Brasil","Minas Gerais","Mata do Paraíso, Estação de Pesquisa, Treinamento e Educação Ambiental da Mata do Paraiso.",NA,"Árvore 9m, fruto1 a 2 cm,imaturo verde, frutos, folhas e ramos com latéx branco abundante quando feridos.; Floresta Estacional Semi- decidua","VIC040517","VIC040517",NA,"Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"127","2020-12-20 21:15:29-03","UFV","VIC","40516","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","281",NA,NA,NA,"Brasil","Minas Gerais","Mata do Paraíso, Estação de Pesquisa, Treinamento e Educação Ambiental da Mata do Paraiso.",NA,"Árvore11m, fruto 1 a 2 cm,imaturo verde, frutos, folhas e ramos com latéx branco abundante quando feridos.; Floresta Estacional Semi- decidua","VIC040516","VIC040516",NA,"Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"128","2020-12-20 21:15:29-03","UFV","VIC","40576","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","368",NA,NA,NA,"Brasil","Minas Gerais","Mata do Paraíso, Estação de Pesquisa, Treinamento e Educação Ambiental da Mata do Paraiso.",NA,"Árvore, 9 m, botão floral com base verde e ápice verde amarelado, flor com tubo da corola verde amarelado e pétalas brancas.; Floresta Estacional Semi- decidua","VIC040576","VIC040576",NA,"Viçosa","-42.8819007873535","-20.7539005279541","Simão, M.V.R.C.",NA,NA,NA,NA,"2013","06","13","13937","auto",NA,NA,NA,NA,NA,NA
"129","2020-12-20 21:15:29-03","UFV","VIC","40520","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","117",NA,NA,NA,"Brasil","Minas Gerais","Mata do Paraíso, Estação de Pesquisa, Treinamento e Educação Ambiental da Mata do Paraiso.",NA,"Árvore, 7 m, pétalas brancas, com com odor levemente adoçicado,fruto marrom com semente aladas beges.; Floresta Estacional Semi- decidua","VIC040520","VIC040520",NA,"Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"130","2020-12-20 21:15:29-03","UFV","VIC","12640","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Meira Neto, J.A.A.","s.n.","1990","04",NA,"Brasil","São Paulo","Estado Ecológico de Santa Bárbara, Cerrado.",NA,"Árvore com 7,0 metros de altura, frutos imaturos verdes, maduros deiscentes amarelados, sementes com arilo vermelho vivo. Na transição mata ciliar e cerrado.","VIC012640","VIC012640","25","Águas de Santa Bárbara","-49.238899230957","-22.8805999755859","Meira Neto, J.A.A.",NA,NA,NA,NA,"1990",NA,NA,"18363","auto",NA,NA,NA,NA,NA,NA
"131","2020-12-20 21:15:29-03","UFV","VIC","10923","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Silva, A.F. da","1278","1985","10",NA,"Brasil","São Paulo","Reserva Florestal Prof. Augusto Ruschi, Estrada Turvo Km 1 e 2.",NA,"Árvore com 8,0 metros de altura, latescente, flores de cálice verde-escuro, corola verde-clara no tubo e branca nos lobos, aromáticas.","VIC010923","VIC010923","10","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"132","2020-12-20 21:15:29-03","UFV","VIC","10958","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Silva, A.F. da","1315","1985","10",NA,"Brasil","São Paulo","Reserva Florestal Prof. Augusto Ruschi, Mata do Horto.",NA,"Árvore com 7,0 metros de altura, com seiva leitosa, cálice verde na base, lacínios brancos.","VIC010958","VIC010958","24","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"133","2020-12-20 21:15:29-03","UFV","VIC","11202","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Silva, A.F. da; Silva, S.M.","1581","1987","08",NA,"Brasil","São Paulo","Reserva Florestal Prof. Augusto Ruschi",NA,"Árvore com cerca de 10 metros de altura, seiva leitosa abundante no tronco, flores de pétalas brancas, cálice verde.","VIC011202","VIC011202","29","São José dos Campos","-45.8800010681152","-23.1700000762939",NA,NA,NA,NA,NA,NA,NA,NA,"39297","auto",NA,NA,NA,NA,NA,NA
"134","2020-12-20 21:15:29-03","UFV","VIC","12959","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Heringer, E.P.","124","1940","10",NA,"Brasil","Minas Gerais","Est. Exp. de Café",NA,"Planta arbustiva, folhagem e aspectos da planta muito ornamental; floração intensa, branca; de solo seco, sem utilidade conhecida.","VIC012959","VIC012959","02","Coronel Pacheco","-43.2655982971191","-21.5877990722656","Gehert, A.",NA,NA,NA,NA,NA,NA,NA,"10350","auto",NA,NA,NA,NA,NA,NA
"135","2020-12-20 21:15:29-03","UFV","VIC","6797","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Ferreira, R.R.","39","1980","11",NA,"Brasil","Minas Gerais","Campus da UFV, Bosque ao lado da Reitoria.",NA,"Árvore de folhas sub-coreáceas verde escuro, lanceoladas e brevipediceladas. Flores de corola branca retorcidas e tubo amarelo creme. Ovário bilocular pluriovulado. Cálice 5-partido com glândulas na base, internamente. Latescente. Orna","VIC006797","VIC006797","06","Viçosa","-42.8819007873535","-20.7539005279541","Morales, J.F.",NA,NA,NA,NA,"2000","11",NA,"13937","auto",NA,NA,NA,NA,NA,NA
"136","2020-12-20 21:15:29-03","UFV","VIC","17158","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Lopes, W.P. de; et al.","s.n.","1994","08",NA,"Brasil","Minas Gerais","Campus da UFV, Jardim Botânico da UFV; Projeto JBII.",NA,"Árvore com c.a. de 13 metros de altura, exsudato branco, leitoso, intenso; casca morta com pequenas gretas, casca viva amarela. Ind. nº 1180.","VIC017158","VIC017158","03","Viçosa","-42.8819007873535","-20.7539005279541",NA,NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"137","2020-12-20 21:15:29-03","UFV","VIC","40519","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","370",NA,NA,NA,"Brasil","Minas Gerais","Chácara do Ipê",NA,"Floresta Estacional Semi- decidua","VIC040519","VIC040519",NA,"Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"138","2020-12-20 21:15:29-03","UFV","VIC","29712","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Lopes, M.M.M.; Arato, H.D.","44","2001","11",NA,"Brasil","Minas Gerais","Córrego São Francisco, Propriedade de Juca Fialho, em torno da nascente da mata.",NA,"Árvore com 8,0 metros de altura, exsudato leitoso, folha verde brilhosa, corola bege.","VIC029712","VIC029712","29","Viçosa","-42.8819007873535","-20.7539005279541","Lopes, M.M.M.",NA,NA,NA,NA,"2003","05","04","13937","auto",NA,NA,NA,NA,NA,NA
"139","2020-12-20 21:15:29-03","UFV","VIC","27987","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Garcia, F.C.P.; Corrêa, I.M.","901","2001","11",NA,"Brasil","Minas Gerais","Reserva Florestal Mata do Paraíso (RFMP), Mata do Paraíso. Coletada no início da trilha principal.",NA,NA,"VIC027987","VIC027987","20","Viçosa","-42.8819007873535","-20.7539005279541","Morokawa, R.",NA,NA,NA,NA,"2008","02","01","13937","auto",NA,NA,NA,NA,NA,NA
"140","2020-12-20 21:15:29-03","UFV","VIC","18267","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Silva, A.F. da","1600","1989","09",NA,"Brasil","Minas Gerais","Parque Estadual do Rio Doce (PERD)",NA,"Árvore com cerca de 4,0 metros de altura, latescente, flores brancas, aromáticas comum na beira do caminho.","VIC018267","VIC018267","22",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"141","2020-12-20 21:15:29-03","UFV","VIC","930","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud",NA,"Mexia, Y.","s.n.","1930","10",NA,"Brasil","Minas Gerais",NA,NA,NA,"VIC000930","VIC000930","28","Viçosa","-42.8819007873535","-20.7539005279541","Standley",NA,NA,NA,NA,NA,NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA
"142","2020-12-20 21:15:29-03","UFV","VIC","40515","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","337",NA,NA,NA,"Brasil","Minas Gerais","Mata do Paraíso, Estação de Pesquisa, Treinamento e Educação Ambiental da Mata do Paraiso.",NA,"Floresta Estacional Semi- decidua","VIC040515","VIC040515",NA,"Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"143","2020-12-20 21:15:29-03","UFV","VIC","40521","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Simão, M.V.R.C.","72",NA,NA,NA,"Brasil","Minas Gerais","Mata do Paraíso, Estação de Pesquisa, Treinamento e Educação Ambiental da Mata do Paraiso.",NA,"Floresta Estacional Semi- decidua","VIC040521","VIC040521",NA,"Viçosa","-42.8819007873535","-20.7539005279541","Matozinhos, C.",NA,NA,NA,NA,"2013","10","01","13937","auto",NA,NA,NA,NA,NA,NA
"144","2021-03-24 17:08:35-03","UFES","SAMES","8736","PreservedSpecimen","Plantae",NA,NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"Pereira, O.J.; Penha, J.S.; Lemes, B.X.","8255","2018","10",NA,"Brasil","Espírito Santo","Praia de Cacimbas. Restinga holocênica.",NA,"Planta com 2 metros de altura, flor alba, latescentes. Habitat: Formação arbustiva não inundável","SAMES08736",NA,"17","Linhares","-40.0722007751465","-19.3910999298096","Bordan,N.",NA,NA,"-397372222.0","-194816667.0","2018","12","18","48094","auto",NA,NA,NA,NA,NA,NA
"145","2020-06-25 18:29:04-03","UFJF","CESJ","50115","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"L.B.V. Matta; L. Menini Neto","113","2008","04","América do Sul","Brasil","Minas Gerais","Área Verde",NA,"Arvoreta ca. 3m. Látex alvo. Fruto imaturo verde.","CESJ050115","CESJ050115","18","Matias Barbosa","-43.3194007873535","-21.8691997528076",NA,NA,NA,NA,NA,NA,NA,NA,"10884","auto",NA,NA,NA,NA,NA,NA
"146","2020-06-25 18:29:04-03","UFJF","CESJ","35772","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"R.M. Castro; R.C. Forzza; L. Menini Neto; V.R. Almeida","766","2002","01","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,"arvoreta no subosque, latescente, Flores alaranjadas com odor adocicado.","CESJ035772","CESJ035772","12","Descoberto","-42.9674987792969","-21.4596996307373","C.N. Matozinhos",NA,NA,NA,NA,"2007","03",NA,"11991","auto",NA,NA,NA,NA,NA,NA
"147","2020-06-25 18:29:04-03","UFJF","CESJ","31567","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"R.C. Forzza; L.D. Meireles","1732","2000","11","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,"Liana, flores com cálice verde e corola creme","CESJ031567","CESJ031567","26","Descoberto","-42.9674987792969","-21.4596996307373","C.N. Matozinhos",NA,NA,NA,NA,"2007","03",NA,"11991","auto",NA,NA,NA,NA,NA,NA
"148","2020-06-25 18:29:04-03","UFJF","CESJ","35351","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"R.M. Castro; D.S. Pifano","690","2001","11","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,"arbusto latescecnte, flores com odor adocicado e alvas","CESJ035351","CESJ035351","30","Descoberto","-42.9674987792969","-21.4596996307373","C.N. Matozinhos",NA,NA,NA,NA,NA,NA,NA,"11991","auto",NA,NA,NA,NA,NA,NA
"149","2020-06-25 18:29:04-03","UFJF","CESJ","35714","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"D.S. Pifano; R.M. Castro","210","2001","12","América do Sul","Brasil","Minas Gerais","Reserva Biológica da Represa do Grama",NA,"arbusto escandente, em local de meia luz, flores de cálice verde e corola laranja","CESJ035714","CESJ035714","01","Descoberto","-42.9674987792969","-21.4596996307373","C.N. Matozinhos",NA,NA,NA,NA,"2007","03",NA,"11991","auto",NA,NA,NA,NA,NA,NA
"150","2020-06-25 18:29:04-03","UFJF","CESJ","55580","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"F.M.F. Viana","100","2005","05","América do Sul","Brasil","Minas Gerais","Parque Municipal da Lajinha",NA,"Árvore com ca. de 8 m de altura. Flores amarelas e alaranjadas com frutos imaturos verdes.","CESJ055580","CESJ055580","18","Juiz de Fora","-43.3502998352051","-21.7642002105713",NA,NA,NA,NA,NA,NA,NA,NA,"36144","auto",NA,NA,NA,NA,NA,NA
"151","2020-06-25 18:29:04-03","UFJF","CESJ","9984","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"L. Krieger; Marilene","CESJ9984","1971","02","América do Sul","Brasil","Minas Gerais",NA,NA,"Arbusto, beira da mata, fruto em maturação","CESJ009984","CESJ009984","07","Laranjal","-42.4768981933594","-21.3743991851807",NA,NA,NA,NA,NA,NA,NA,NA,"14056","auto",NA,NA,NA,NA,NA,NA
"152","2020-06-25 18:29:04-03","UFJF","CESJ","18295","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"M.C. Brügger","s.n.",NA,NA,NA,"?",NA,NA,NA,"Fruto: folículo aos pares, apocárpico, semente negra, com arilo vermelho. Nome vulgar: leiteira, esperta. Material exclusivo da carpoteca.","CESJ018295",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"153","2020-06-25 18:29:04-03","UFJF","CESJ","9034","PreservedSpecimen","Plantae","Angiosperma",NA,"Apocynaceae","Tabernaemontana","hystrix","Tabernaemontana hystrix","Steud.",NA,"L. Krieger","CESJ9034","1970","07","América do Sul","Brasil","Minas Gerais",NA,NA,"Arbustos com frutos novos","CESJ009034","CESJ009034","29","Santa Rita do Jacutinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
