"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","infraspecificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","occurrenceRemarks","geoFlag","continentOcean","preparationType","previousCatalogNumber","phylum","order","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","eventTime","sex"
"11","2020-09-23 10:43:19-03","E","E","277583","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Morong, Thomas","701","1905","03","02","PY","Central",NA,NA,NA,NA,NA,NA,"E00277583",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00277583 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:326390",NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-09-23 10:43:19-03","E","E","46761","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Heringer, E.P.; Figueiras, T.S.; Mendoça, R.C.; Pereira, A.S.; Heringer Salles, A.E. & Chagas Silva, F.","5875","1980","12","19","BR","Distrito Federál",NA,"Bacia de Rio São Bartolomeau",NA,NA,NA,NA,"E00046761",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00046761 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:54311",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-09-23 10:43:19-03","E","E","277581","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Rambo, B.","41547","1949","05","14","BR","Rio Grande Do Sul",NA,"P. Alegre, Villa Manresa",NA,NA,NA,NA,"E00277581",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00277581 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:326399",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2020-09-23 10:43:19-03","E","E","277582","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Tamashiro, J. Y. & Rorigues, R. R.","13248","1982","01","13","BR","Sao Paulo",NA,"Barão Geraldo, Campinas, S. P.; Cid. Univ. Lago de cima.",NA,NA,NA,NA,"E00277582",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00277582 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:326400",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2020-09-23 10:43:19-03","E","E","277572","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Morong, Thomas","841",NA,NA,NA,"PY",NA,NA,"Centeral Paraguay",NA,NA,NA,NA,"E00277572",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00277572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:326392",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2020-09-23 10:43:19-03","E","E","164047","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Pott, A., Hernandez, Filho, P. & Florenzano, T.G.","6582","1993","10","16","BR",NA,NA,NA,NA,NA,NA,NA,"E00164047",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00164047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:171613",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2020-09-23 10:43:19-03","E","E","315994","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Brooks, R.R.","269","1988","04","30","BR",NA,NA,NA,NA,NA,NA,NA,"E00315994",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00315994 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:321143",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2020-09-23 10:43:19-03","E","E","190490","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Stannard, B.; Ganev, W.; Queiroz, R.F.",NA,"1992","02","25","BR","Bahia",NA,"Bahia. Mun. Abaíra: Mendonça de Daniel Abreu. Carrasco à margem do Riacho do Ribeirão.","-41.816667","13.266667","-41.816667","13.266667","E00190490",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00190490 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:211791",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2020-09-23 10:43:19-03","E","E","277568","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,NA,NA,"1987","11","17","BR","Mato Grosso Do Sul",NA,"Santa Cruz, Serra de Urucum, rn Corumba.","-57.55","-19.133333","-57.550000","-19.133333","E00277568",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00277568 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:326388",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-09-23 10:43:19-03","E","E","46738","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Heringer, E.P.; Figueiras, T.S.; Mendoça, R.C.; Pereira, A.S.; Heringer Salles, A.E. & Chagas Silva, F.","5999","1981","01","19","BR","Distrito Federál",NA,"Bacia do Rio São Bartolomeu [Basin of São Bartolomeu River]",NA,NA,NA,NA,"E00046738",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00046738 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:54314",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-09-23 10:43:19-03","E","E","277580","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Rojas, T.","14303","1950","04","21","PY","Cordillera",NA,"San Bernardino",NA,NA,NA,NA,"E00277580",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00277580 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:326398",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-09-23 10:43:19-03","E","E","46773","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Heringer, E.P.; Figueiras, T.S.; Mendoça, R.C.; Pereira, A.S.; Heringer Salles, A.E. & Chagas Silva, F.","5995","1981","01","19","BR","Distrito Federál",NA,"Bacia do Rio São Bartolomeu [Basin of São Bartolomeu River]",NA,NA,NA,NA,"E00046773",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00046773 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:54304",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2020-09-23 10:43:19-03","E","E","83572","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Poliquesi, C.B. & Barbosa, E.","274","1995","06","21","BR",NA,NA,NA,NA,NA,NA,NA,"E00083572",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00083572 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:92490",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2020-09-23 10:43:19-03","E","E","46764","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Heringer, E.P.; Figueiras, T.S.; Mendoça, R.C.; Pereira, A.S.; Heringer Salles, A.E. & Chagas Silva, F.","5875","1980","12","19","BR","Distrito Federál",NA,"Bacia do Rio São Bartolomeu. [Basin of São Bartolomeu River]",NA,NA,NA,NA,"E00046764",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00046764 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:54309",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2020-09-23 10:43:19-03","E","E","277585","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Ratter, J.A., Cardoso, E., Fonsêca Filho, J., de Lima, Valdir, de Oliveira, Newton, Paixao, J. Ferreira, Silva, Marco & Walter, Bruno",NA,"1994","06","14","BR","Goias",NA,"18km from Alto Paraíso de Goiás on the road to Nova Roma","-47.333333","-14.116667","-47.333333","-14.116667","E00277585",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00277585 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:326402",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2020-09-23 10:43:19-03","E","E","164053","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Pott, A.;","7186","1995","09","03","BR",NA,NA,NA,NA,NA,NA,NA,"E00164053",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00164053 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:171601",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-09-23 10:43:19-03","E","E","104930","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Gottsberger, G. & Morawetz, W.","8","1975","11","16","BR",NA,NA,NA,NA,NA,NA,NA,"E00104930",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00104930 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:114665",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2020-09-23 10:43:19-03","E","E","277586","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"M. L. Gavilanes et Al.",NA,NA,NA,NA,"BR","Mato Grosso",NA,"Prox. da Pomte do Fulin - Perdões/MG.",NA,NA,NA,NA,"E00277586",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00277586 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:326403",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-09-23 10:43:19-03","E","E","35748","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum",NA,NA,"Ratter, J.A.; Bridgewater, S.; Filho, J. Fonsêca; Garcia, Alicia Ibañez & Dos Santos, Gilmar B.",NA,"1996","11","10","BR","Mato Grosso Do Sul",NA,"Approx. 2km S of the Autoposto de Piqui, 42km from Maracaju on the road to Sidrolãndia","-55.05","-21.266667","-55.050000","-21.266667","E00035748",NA,NA,NA,NA,NA,NA,NA,"<a href=http://data.rbge.org.uk/herb/E00035748 target=other class=eLink> <mi>dwc_moreinfo</mi></a>",NA,"E. Tropical South America","herbarium specimen of unspecif","BGBASE:46200",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","374896","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","L. B. Smith","R. Reitz","1929","1945","08","19","Brazil","Santa Catarina","Sombrio","Sombrio, Capao do campo","-49.6167","-29.1142",NA,NA,"NY00374896","NY00374896_01","10","10",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=292865' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","00859609","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum","tomentosum","Chrysophyllum marginatum tomentosum","(Miq.) T.D.Penn.","T. D. Pennington","L. Riedel","8842","1934","11",NA,"Brazil","Minas Gerais",NA,"St. Luzia.",NA,NA,NA,NA,"NY00859609","NY00859609_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959918' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00859617","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum","marginatum","Chrysophyllum marginatum marginatum","(Hook. & Arn.) Radlk.","T. D. Pennington","H. S. Irwin","6333","1964","09","26","Brazil","Mato Grosso",NA,"Ca. 2 km. N. of Xavantina.","-52.35","-14.63",NA,NA,"NY00859617","NY00859617_01","300","400",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=959988' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00859636","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum","marginatum","Chrysophyllum marginatum marginatum","(Hook. & Arn.) Radlk.","T. D. Pennington","L. Riedel","s.n.","1824",NA,NA,"Brazil",NA,NA,"Iter Brasiliense",NA,NA,NA,NA,"NY00859636","NY00859636_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960145' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","374899","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","S. J. Smith","G. G. Hatschbach","15748","1967","01","19","Brazil","Paraná","Umuarama","Serra Dourada","-53.325","-23.7664",NA,NA,"NY00374899","NY00374899_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=292856' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","374917","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","R. Reitz","R. M. Klein","5180","1964","03","02","Brazil","Santa Catarina","Itapiranga","Linha Coqueiro, Itapiranga","-53.7119","-27.1694",NA,NA,"NY00374917","NY00374917_01","400","400",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=292860' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","00374932","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum","tomentosum","Chrysophyllum marginatum tomentosum","(Miq.) T.D.Penn.",NA,"G. T. Prance","59377","1964","10","11","Brazil","Mato Grosso","Água Boa","Serra do Roncador, 46 km north of Chavantina, Rio Vau.","-52.1583","-14.0503",NA,NA,"NY00374932","NY00374932_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=732513' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","374912","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","T. D. Pennington","P. K. H. Dusén","13211","1911","10","13","Brazil","Paraná","Jaguariaíva","Faguariahyva, in silvula","-49.7056","-24.2511",NA,NA,"NY00374912","NY00374912_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=292858' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00859631","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum","marginatum","Chrysophyllum marginatum marginatum","(Hook. & Arn.) Radlk.",NA,"C. E. O. Kuntze","s.n.","1892","07",NA,"Brazil","Mato Grosso","Cáceres","Villa Maria.","-57.6789","-16.0708",NA,NA,"NY00859631","NY00859631_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960131' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","02447104","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","G. B. Santos","H. S. Irwin","26506","1970","02","22","Brazil","Distrito Federal","Brasília","Gallery at Capão Onça, ca. 35 km S. of Planaltina, DF-13","-47.606","-15.92655",NA,NA,"NY02447104","NY02447104_01","1000","1000",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2242615' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","00859642","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum","marginatum","Chrysophyllum marginatum marginatum","(Hook. & Arn.) Radlk.","T. D. Pennington","L. O. Williams","6098","1945","03","08","Brazil","Minas Gerais","Belo Horizonte","Near Lagoa Pampulha.","-43.9378","-19.9208",NA,NA,"NY00859642","NY00859642_01","1000","1000",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960173' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00859634","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum","marginatum","Chrysophyllum marginatum marginatum","(Hook. & Arn.) Radlk.","T. D. Pennington","P. Clausen","150","1841",NA,NA,"Brazil","Minas Gerais",NA,"Brésil (Minas Geraes)",NA,NA,NA,NA,"NY00859634","NY00859634_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=960138' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","374908","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","marginatum",NA,"Chrysophyllum marginatum","(Hook. & Arn.) Radlk.","T. D. Pennington","P. K. H. Dusén","13115","1911","10","02","Brazil","Paraná","Jaguariaíva","Jaquariahyua, in silvula","-49.7056","-24.2511",NA,NA,"NY00374908","NY00374908_01",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=292857' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"South America","sheet",NA,"Magnoliophyta","Ericales",NA,NA,NA,NA,NA,NA,NA
