"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","continentOcean","locality","preparationType","occurrenceRemarks","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","class","relatedCatalogItem","individualCount","minimumDepthInMeters","maximumDepthInMeters","fieldNumber","typeStatus","infraspecificEpithet","previousCatalogNumber","sex"
"187","2020-01-24 17:51:17-03","PUCRS","MPUC","21584","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","O.M. Chaves",NA,NA,NA,NA,"2012","11","10","Brasil","RS","Porto Alegre","-51.1105555556","-30.1777777778","-51.1105555556","-30.1777777778",NA,NA,NA,"Myrtales",NA,"South America","Morro São Pedro, Lami",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1","12","12",NA,NA,NA,NA,NA
"188","2019-01-17 11:26:39-02","PUCRS","MPUC","18010","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","C.A. Mondin","2013","01","01",NA,"1983","09","09","Brasil","RS","Uruguaiana","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,"Myrtales",NA,"South America","Imbaá",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"189","2019-01-17 11:26:39-02","PUCRS","MPUC","14420","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M. Grings","2010","01","01","M. Grings","2010","10","31","Brasil","RS","Quaraí","-56.4513888889","-30.3877777778","-56.4513888889","-30.3877777778",NA,NA,NA,"Myrtales",NA,"South America","RS 160",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,"959",NA,NA,NA,NA
"190","2019-01-17 11:26:39-02","PUCRS","MPUC","18011","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","C.A. Mondin","2013","01","01",NA,"1983","09","20","Brasil","RS","Uruguaiana","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,"Myrtales",NA,"South America","Toro Passo",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"191","2019-04-04 10:57:34-03","PUCRS","MPUC","20826","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","C.L. Ribeiro","2019","03","28","Ingrid","2014","09","27","Brasil","RS","Arambaré","-51.4932583","-31.008","-51.4932583000","-31.0080000000",NA,NA,NA,"Myrtales",NA,"South America","Margem com orientação oeste da Lagoa dos Patos",NA,"Floresta de Restinga",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"192","2019-01-17 11:26:39-02","PUCRS","MPUC","18007","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","C.A. Mondin","2013","01","01",NA,"1983","10","30","Brasil","RS","Uruguaiana","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,"Myrtales",NA,"South America",".",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"193","2019-01-17 11:26:39-02","PUCRS","MPUC","17998","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","C.A. Mondin","2013","01","01",NA,"1992","10","05","Brasil","RS","Itaqui","-56.5527778","-29.1255556","-56.5527778000","-29.1255556000",NA,NA,NA,"Myrtales",NA,"South America",".",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"194","2019-04-04 10:57:34-03","PUCRS","MPUC","20825","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","C.L. Ribeiro","2019","03","28","Ingrid","2014","09","27","Brasil","RS","Arambaré","-51.4932583","-31.008","-51.4932583000","-31.0080000000",NA,NA,NA,"Myrtales",NA,"South America","Margem com orientação oeste da Lagoa dos Patos",NA,"Campo úmido. Planta sem glândula, pilosa e sericea",NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"195","2019-01-17 11:26:39-02","PUCRS","MPUC","18006","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","C.A. Mondin","2013","01","01",NA,"1983","09","02","Brasil","RS","Uruguaiana","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,"Myrtales",NA,"South America","Rua Venâncio Aires e Antonio Monteiro",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"196","2019-01-17 11:26:39-02","PUCRS","MPUC","17997","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","C.A. Mondin","2013","01","01",NA,"1983","10","16","Brasil","RS","Uruguaiana","-57.0880556","-29.755","-57.0880556000","-29.7550000000",NA,NA,NA,"Myrtales",NA,"South America","Rua XV de Novembro",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"197","2019-04-04 10:57:34-03","PUCRS","MPUC","21590","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","C.L. Ribeiro","2019","03","28",NA,"2011","01","01","Brasil","RS","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,NA,NA,NA,"Myrtales",NA,"South America","Praia das Pombas, Itapuã",NA,NA,"41667","auto",NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"198","2019-01-17 11:26:40-02","PUCRS","MPUC","15401","S","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O. Berg) Kausel & D. Legrand","N.I. Matzenbacher",NA,NA,NA,NA,"1982","11","20","Brasil","RS","Guaíba","-51.3280556","-30.1011667","-51.3280556000","-30.1011667000",NA,NA,NA,"Myrtales",NA,"South America","BR 116, km 32",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"199","2019-01-17 11:26:40-02","PUCRS","MPUC","14092","S","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O. Berg) Kausel & D. Legrand",NA,NA,NA,NA,NA,"1984","11","16","Brasil","RS","São Lourenço do Sul","-51.9782981872559","-31.3652992248535",NA,NA,NA,NA,NA,"Myrtales",NA,"South America",".",NA,NA,"48842","auto",NA,NA,"Magnoliopsida",NA,"1",NA,NA,NA,NA,NA,NA,NA
"200","2020-12-09 14:47:01-03","FURB","FURB","61959","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Marinero, F.","2015","09","17","Oliveira, A.A. de","2015","07","10","Brasil","Paraná","Cianorte","-52.56","-23.76","-52.5600000","-23.7600000","FURB61959","FURB61959",NA,NA,"2348",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2019-11-08 08:53:48-03","FURB","FURB","62906","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Conzatti, F.","2015","06","23","Valduga, E.","2010","11","06","Brasil","Rio Grande do Sul","Mostardas","-50.9211006164551","-31.1068992614746",NA,NA,"FURB62906","FURB62906",NA,NA,"41",NA,NA,NA,NA,"86098","auto","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2019-11-08 08:53:48-03","FURB","FURB","38699","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Gonzatti, F; Valduga, E; Gri, M","2012","06","28","Sartori, M.","2007","11","16","Brasil","Rio Grande do Sul","Mostardas","-50.9211006164551","-31.1068992614746",NA,NA,"FURB32283","FURB32283",NA,NA,"279",NA,"Praia do Bacopari.",NA,NA,"86098","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2020-10-14 10:03:22-03","FURB","FURB","2242","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Sobral, M",NA,NA,NA,"Pereira, M.R.; et al.","1995","08","07","Brasil","São Paulo","Guaraçaí","-51.2000007629395","-21.0200004577637",NA,NA,"FURB02456","FURB02456",NA,NA,"1479",NA,"Fazenda Arroial.",NA,"Cerrado com bastante Machaerium e ipê amarelo, projeto financiado pela FAPESP. Habitat: Cerrado; Habito: arbórea; flor branca","36638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-10-14 10:03:22-03","FURB","FURB","3172","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Gasper, AL de","2007","07","19","Tamashiro, J.Y.","1994","09","26","Brasil","São Paulo","São Paulo","-46.6300010681152","-23.5400009155273",NA,NA,"FURB32284","FURB32284",NA,NA,NA,NA,"Itatinga.",NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2021-03-16 17:53:53-03","UCS","HUCS","32187","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Sobral, M.","2008","01","02","Sartori, M.","2007","11","16","Brasil","Rio Grande do Sul","Mostardas","-50.426389","-30.540833","-50.426389","-30.540833",NA,NA,"Angiospermae","Myrtales","281",NA,"Bacopari",NA,"na mata de restinga",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2021-03-16 17:53:53-03","UCS","HUCS","38022","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Grizzon, M.; Gonzatti, F.","2012",NA,NA,"Valduga, E.","2011","10","22","Brasil","Rio Grande do Sul","Palmares do Sul","-50.479167","-30.258611","-50.479167","-30.258611",NA,NA,"Angiospermae","Myrtales","131",NA,NA,NA,"com flores perfumadas; na borda da mata de restinga",NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-16 17:53:53-03","UCS","HUCS","38061","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Grizzon, M.; Gonzatti, F.","2012","02",NA,"Gonzatti, F.","2011","10","22","Brasil","Rio Grande do Sul","Palmares do Sul","-50.479167","-30.258611","-50.479167","-30.258611",NA,NA,"Angiospermae","Myrtales","s.n.",NA,NA,NA,"no interior da mata de restinga",NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-16 17:53:53-03","UCS","HUCS","38305","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Gonzatti, F.","2012","03",NA,"Valduga, E.","2011","11","27","Brasil","Rio Grande do Sul","Palmares do Sul","-50.345833","-30.368611","-50.345833","-30.368611",NA,NA,"Angiospermae","Myrtales","187",NA,"Lagoa da Porteira",NA,"nas margens da lagoa - em borda da mata de restinga",NA,NA,"10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-16 17:53:53-03","UCS","HUCS","46116","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Grings, M.","2017","06","02","Caxambu, G.M.","2016","08","25","Brasil","Paraná","Céu Azul","-53.65275","-25.064639","-53.65275","-25.064639",NA,NA,"Angiospermae","Myrtales","7469",NA,"Parque Nacional do Iguaçu, cercanias da BR-277",NA,"árvore ca. 6m, em final de floração. Flores com cálice verde e corola alva. Frutos imaturos verdes, Doação HCF 20575; Orla da floresta.Vegetação: Floresta ombrófila Mista Montana. Relevo: suave-ondulado.",NA,NA,"734","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-16 17:53:53-03","UCS","HUCS","37057","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Gonzatti, F.","2015","06","23","Valduga, E.","2010","11","06","Brasil","Rio Grande do Sul","Mostardas","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"Angiospermae","Myrtales","41",NA,NA,NA,"na restinga","86098","auto","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-16 17:53:53-03","UCS","HUCS","32284","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Grizzon, M.; Valduga, Gonzatti","2012","06","28","Sartori, M.","2007","11","16","Brasil","Rio Grande do Sul","Mostardas","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,"Angiospermae","Myrtales","279",NA,"Praia do Bacopari",NA,"mata de restinga","86098","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-16 17:53:57-03","UCS","HUCS","35395","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O. Berg) Kausel & Legrand",NA,NA,NA,NA,"Cordeiro, J.","2008","07","23","Brasil","Paraná","Curitiba","-49.2731018066406","-25.4277992248535",NA,NA,NA,NA,"Angiospermae","Myrtales","2963",NA,"Bacacheri",NA,"arbusto 2,50m - flor alva; araucarieto","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2021-03-16 17:53:57-03","UCS","HUCS","2790","PreservedSpecimen","Plantae","Myrtaceae","Hexachlamys","edulis","Hexachlamys edulis","(O. Berg) Kausel & Legrand","Mattos, J.","1973",NA,NA,"Sehnem, A.","1963","01","25","Brasil","Rio Grande do Sul","Porto Alegre","-51.2299995422363","-30.0331001281738",NA,NA,NA,NA,"Angiospermae","Myrtales","s.n.",NA,"Itapoã",NA,"ASSL - 8162; arbor parva as fl. Guaiba","29946","auto","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-04-27 16:10:45-03","UFES","VIES","28919","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Gonzatti, F.","2015","06","23","Valduga, E.","2010","11","06","Brasil","Rio Grande do Sul","Mostardas","-50.9211006164551","-31.1068992614746",NA,NA,"VIES028919","VIES028919",NA,NA,"41",NA,NA,NA,NA,"86098","auto","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"215","2019-08-16 08:40:15-03","UTFPR","HCF","7281","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2013","07","03","E.S. Sekine","2008","10","27","Brasil","PR","Ubiratã","-53.092167","-24.53025","53°05'31,8 W","24°31'48,9 S",NA,NA,NA,NA,"40",NA,"Propriedade do Sr. Osmar Manhi",NA,"arbusto heliófito. Flores alvas.",NA,NA,"413","413",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"216","2019-08-16 08:40:15-03","UTFPR","HCF","7270","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2013","07","03","E.S. Sekine","2008","10","27","Brasil","PR","Ubiratã","-53.016306","-24.612139","53°00'58,7 W","24°36'43,7 S",NA,NA,NA,NA,"29",NA,"Sítio Invicta - Propriedade do Sr. Pedro",NA,"arvoreta ca. 3 m. Flores alvas.",NA,NA,"398","398",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2019-08-16 08:40:15-03","UTFPR","HCF","15721","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.L. Brotto","2014","07","28","J.M. Silva","2014","07","01","Brasil","PR","Curitiba","-49.239444","-25.442222","49°14'22 W","25°26'32 S",NA,NA,NA,NA,"8586",NA,"Jardim Botânico Municipal",NA,"árvore de 4 m; flores alvas. Cultivada.",NA,NA,"920","920",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"218","2019-08-16 08:40:15-03","UTFPR","HCF","26573","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2018","11","19","I.A. Vieira Lino","2018","09","02","Brasil","PR","Campo Mourão","-52.404917","-24.017694","52°24'17,7 W","24°01'03,7 S",NA,NA,NA,NA,NA,NA,"Vila Franciscana, próxima a Santa Casa",NA,"árvore ca. 15 m, heliófita. Flores com cálice verde e corola alva.",NA,NA,"563","563",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"219","2019-08-16 08:40:15-03","UTFPR","HCF","16221","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2015","03","13","N.P. Stier","2014","10","28","Brasil","PR","Ivaiporã","-51.684722","-24.247778","51°41'05 W","24°14'52 S",NA,NA,NA,NA,NA,NA,"Chácara Dileta",NA,"árvore ca. 10 m, heliófita. Frutos maduros amarelos.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2019-08-16 08:40:15-03","UTFPR","HCF","20575","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2016","09","02","M.G. Caxambu","2016","08","25","Brasil","PR","Céu Azul","-53.65275","-25.064639","53°39'09,9 W","25°03'52,7 S",NA,NA,NA,NA,"7469",NA,"Parque Nacional do Iguaçu, cercanias da",NA,"árvore ca. 6 m, em final de floração. Flores com cálice verde e corola alva. Frutos imaturos verdes. Orla da floresta.",NA,NA,"734","734",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-08-16 08:40:15-03","UTFPR","HCF","19793","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","J. Cordeiro","2014","05","20","G. Felitto","2013","09","26","Brasil","SP","Mirandópolis","-51.111667","-20.98","51°06'42 W","20°58'48 S",NA,NA,NA,NA,"720",NA,"Fazenda do Luiz Tanaka, Primeira Aliança",NA,"árvore, 7 m; fruto maduro verde-escuro. Borda de Floresta Estacional Semidecidual.",NA,NA,"408","408",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-08-16 08:40:15-03","UTFPR","HCF","16271","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2015","03","17","E.L. Siqueira","2015","01","28","Brasil","PR","Entre Rios do Oeste","-54.255917","-24.680833","54°15'21,3 W","24°40'51 S",NA,NA,NA,NA,"1356",NA,"Linha da Esperança",NA,"árvore ca. 6 m, heliófita. Flores alvas. Botões florais alvos.",NA,NA,"230","230",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-11-15 20:23:39-03","UTFPR","HCF","29702","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2019","11","15","E.L. Siqueira","2019","11","01","Brasil","PR","Foz do Iguaçu","-54.431833","-25.613639","54°25'54,6 W","25°36'49,1 S",NA,NA,NA,NA,"3363",NA,"Parque Nacional do Iguaçu, trilha do",NA,"árvore caída. Flores brancas.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-08-16 08:40:15-03","UTFPR","HCF","18397","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2015","12","17","E.L. Siqueira","2015","10","13","Brasil","PR","Matelândia","-53.876444","-25.335278","53°52'35,2 W","25°20'07 S",NA,NA,NA,NA,"1824",NA,"Parque Nacional do Iguaçu - Estrada de",NA,"árvore ca. 6 m, heliófita. Botões florais alvos. Frutos imaturos verdes e maduros alaranjados.",NA,NA,"331","331",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2019-08-16 08:40:15-03","UTFPR","HCF","22159","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2016","12","13","E.L. Siqueira","2016","12","06","Brasil","PR","Tuneiras do Oeste","-52.751667","-23.921944","52°45'06 W","23°55'19 S",NA,NA,NA,NA,"2066",NA,"cerrado alterado",NA,"arbusto ca. 1,6 m de altura. Fruto maduro amarelo-alaranjado.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2019-08-16 08:40:15-03","UTFPR","HCF","102","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2013","07","03","M.G. Caxambu","2002","08","23","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"20",NA,NA,NA,"flores brancas. Árvore ca. 8 m de altura.","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2019-08-16 08:40:15-03","UTFPR","HCF","1333","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2013","07","03","C. Lima","2004","08","18","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"49",NA,"Country Club",NA,"arvoreta ca. 4 m de altura. Presença de flores amareladas. Folhas pilosas.","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2019-08-16 08:40:15-03","UTFPR","HCF","1434","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2013","07","03","E.A. Maieski","2004","09","25","Brasil","PR","Campo Mourão","-52.3830986022949","-24.0456008911133",NA,NA,NA,NA,NA,NA,"49",NA,"Estação Ecológica do Cerrado",NA,"planta lenhosa com folhas levemente pilosas. Presença de flores brancas.","28572","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2019-08-16 08:40:15-03","UTFPR","HCF","4444","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2013","07","03","M.J. Fassina","2006","08","13","Brasil","PR","Cascavel","-53.4552993774414","-24.9557991027832",NA,NA,NA,NA,NA,NA,NA,NA,"saída para Toledo",NA,"arvoreta heliófita; flores amarelas, folhas simples, opostas, com pêlos na face abaxial.","47841","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-08-16 08:40:15-03","UTFPR","HCF","21196","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2016","10","02","S. Machado de Morais","2015","10","07","Brasil","PR","Goioerê","-53.0275001525879","-24.184700012207",NA,NA,NA,NA,NA,NA,NA,NA,"Parque Ecológico Danilo Marques Moura",NA,"árvore ca. 5 m, heliófita. Flores com cálice verde e corola alva.","22997","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-08-16 08:40:15-03","UTFPR","HCF","12856","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","E. Barboza","2014",NA,NA,"B. Paula Silva","2011","11","20","Brasil","PR","Pitanga","-51.7613983154297","-24.7572002410889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"árvore ca. 6 m. Frutos maduros amarelados.","37178","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"232","2019-08-16 08:40:15-03","UTFPR","HCF","10067","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2012","02","16","T.L. Grzegozeski","2011","10","13","Brasil","PR","Santa Helena","-54.3328018188477","-24.8603000640869",NA,NA,NA,NA,NA,NA,NA,NA,"Sítio Schneider, São Clemente",NA,"árvore ca. 6 m. Flores alvas.","23937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"233","2019-08-16 08:40:15-03","UTFPR","HCF","3092","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","M.G. Caxambu","2013","07","03","N.R. Gregorio","2005","09","09","Brasil","PR","Telêmaco Borba","-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"árvore de médio porte, com flores amarelas.","35037","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"234","2019-08-16 08:40:15-03","UTFPR","HCF","28610","S","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","F. Gonzatti","2015","06","23","E. Valduga","2010","11","06","Brasil","RS","Mostardas","-50.9211006164551","-31.1068992614746",NA,NA,NA,NA,NA,NA,"41",NA,NA,NA,"na restinga.","86098","auto","10","10",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2021-03-21 19:37:33-03","UFC","EAC","25345","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.",NA,"2011","06","07","Haussen, V.F.; Nunes, V.F.","1990","10","21","Brasil","Rio Grande do Sul","Viamão","-51.0233001708984","-30.0811004638672",NA,NA,"EAC0025345","EAC0025345","Dicotyledon",NA,"s.n.","Southern America","Próximo à Lagoa dos Patos",NA,"Arbusto(arvoreta), frequente nas dunas, com flores, pétalas brancas.","41667","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2019-11-25 12:12:18-03","UFSM","SMDB","561","S","Plantae","Myrtaceae","Eugenia","montevidensis","Eugenia montevidensis","(Cambess.) Mattos","Mattos, J","2004","01",NA,"Rau, G","1949","09","05","Brasil","Rio Grande do Sul","Santa Maria","-53.8069000244141","-29.6842002868652",NA,NA,"SMDB000561",NA,NA,NA,"s.n.",NA,"Chácara da Prefeitura",NA,NA,"37819","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2020-12-21 16:36:34-03","MBM","MBM","296489","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","montevidensis","Eugenia montevidensis","Mattos","Martins, J.",NA,NA,NA,"Martins, J.","2002","10","23","Brazil","Rio Grande do Sul","Palmares do Sul","-50.5097007751465","-30.2577991485596",NA,NA,"MBM296489","MBM296489",NA,NA,"s.n.","Southern America","Lagoa da Porteira",NA,NA,"31350","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"238","2020-12-21 16:36:36-03","MBM","MBM","392948","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Romagnolo, M.B.","2001","08",NA,"Romagnolo, M.B.","2001","08","23","Brazil","Mato Grosso do Sul","Batayporã","-53.2710990905762","-22.2952995300293",NA,NA,"MBM392948","MBM392948",NA,NA,"503","Southern America","Rio Baía, Mata da Fazenda Unida",NA,"Arbórea, ca. 10m de altura; botões de coloração creme esverdeado, flores de coloração creme.","52218","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-12-21 16:36:36-03","MBM","MBM","391528","PreservedSpecimen","Plantae","Myrtaceae","Eugenia","myrcianthes","Eugenia myrcianthes","Nied.","Barboza, E.","2014",NA,NA,"Paula Silva, B.","2011","11","20","Brazil","Paraná","Pitanga","-51.7613983154297","-24.7572002410889",NA,NA,"MBM391528","MBM391528",NA,NA,"s.n.","Southern America",NA,NA,"Árvore ca. 6m. Frutos maduros amarelados.; Relevo: plano. Vegetação: Floresta Ombrófila Mista Montana.","37178","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
