"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","typeStatus","imagecode","identifiedBy","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","class","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","relatedCatalogItem","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","469074","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Grupo Pedra do Cavalo","652","1990","08",NA,"South America","Brazil","Bahia","Cachoeira Bahia - Vale dos Rios. Paraguaçu e Jaguipe","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=730572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00469074","Magnoliophyta","Ericales","(A.DC.) Radlk.",NA,"NY00469074_01","A. Alves-Araújo","-39.08","-12.65",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","375462","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","R. Vásquez Martínez","193","1980","05","15","South America","Peru","Loreto","Santo Tomas. Rio Nanay above Iquitos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397369' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375462","Magnoliophyta","Ericales","(A.DC.) Radlk.",NA,NA,"J. M. Pires","-73.33","-3.67","120","120","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00859746","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","G. T. Prance","59300","1964","10","08","South America","Brazil","Mato Grosso","50 km north of Chavantina, Rio Vau. Serra do Roncador","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=961680' target='other'> <mi>dwc_moreinfo</mi></a>","NY00859746","Magnoliophyta","Ericales","(A.DC.) Radlk.",NA,"NY00859746_01",NA,"-52.1583","-14.0503",NA,NA,"Água Boa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","375395","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","R. de Lemos Fróes","1024","1942","10","17","South America","Brazil","Bahia","Itaité, basin of Rio Paraguassu, Chapada","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397371' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375395","Magnoliophyta","Ericales","(A.DC.) Radlk.",NA,"NY00375395_01 NY00375395_02","T. D. Pennington","-40.9722","-12.9867",NA,NA,"Itaeté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1019350","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","J. Evangelista de Oliveira","235","1940","10","16","South America","Brazil","Minas Gerais","Margem do rio São Miguel. Calciolandia.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1280681' target='other'> <mi>dwc_moreinfo</mi></a>","NY01019350","Magnoliophyta","Ericales","(A.DC.) Radlk.",NA,"NY01019350_01",NA,"-45.5392","-20.2819",NA,NA,"Arcos",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","375394","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","R. de Lemos Fróes","1026","1942","10","17","South America","Brazil","Bahia","Itaité, basin of Rio Paraguassu, Chapada","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397370' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375394","Magnoliophyta","Ericales","(A.DC.) Radlk.",NA,"NY00375394_01 NY00375394_02","T. D. Pennington","-40.9722","-12.9867",NA,NA,"Itaeté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-09-29 12:21:00-03","NY","NYBG","375463","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","H. H. van der Werff","7802","1985","11","05","South America","Venezuela","Bolívar","Distr. Cedeno. Km 103 road Caicara-Pto. Ayacucho. Serrania la Cerbatana","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397373' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375463",NA,"Ericales",NA,NA,NA,NA,"-66.5","7","100","250",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","375391","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","S. A. Mori","11251","1978","11","20","South America","Brazil","Bahia","Estrada que liga Manoel Vitorino a Catingal, 1-5km a W da 1a. Folha SD-24 (14-40c)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397364' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375391","Magnoliophyta","Ericales","(A.DC.) Radlk.",NA,"NY00375391_01","T. D. Pennington","-40.2425","-14.1456",NA,NA,"Manoel Vitorino",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","375465","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","A. H. Gentry","51859","1985","10","01","South America","Paraguay","Paraguarí","Ybycui National Park, Arroyo Minas, forest along creek near administration building","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=397361' target='other'> <mi>dwc_moreinfo</mi></a>","NY00375465","Magnoliophyta","Ericales","(A.DC.) Radlk.",NA,NA,"A. Schinini","-56.83","-26","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1738213","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","A. P. do N. Prata","2616","2011","08","09","South America","Brazil","Sergipe","RPPN Mata do Crasto.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1967208' target='other'> <mi>dwc_moreinfo</mi></a>","NY01738213","Magnoliophyta","Ericales","(A.DC.) Radlk.",NA,"NY01738213_01","L.A. Gomes","-37.4286","-11.3994",NA,NA,"Santa Luzia do Itanhy",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-11-19 15:45:06-03","UNEB","HUNEB","6548","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","França, F.",NA,"1996","09","29",NA,"Brasil","Bahia","Morro do Agenor",NA,NA,NA,"HUNEB0006548","Angiospermae","Florideophycidae","(A.DC.) Radlk.",NA,NA,NA,"-39.766667","-12.7","270","270","Itatim","Dicotyledoneae","39W46'0''","12S42'0''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-11-19 15:45:06-03","UNEB","HUNEB","7196","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","França, F.",NA,"1995","10","14",NA,"Brasil","Bahia","Morro do Agenor",NA,NA,NA,"HUNEB0007196","Angiospermae","Florideophycidae","(A.DC.) Radlk.",NA,NA,NA,"-39.766667","-12.7","356","356","Itatim","Dicotyledoneae","39W46'0''","12S42'0''",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-30 12:49:30-03","EAO","IAN","15414","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Fróes, RL","19990","1942","12","19","Southern America","Brasil","Bahia","Queimadas, Rio Paraguassú.",NA,NA,"Árvore.","IAN015414","Dicotiledônea",NA,"(A.DC.) Radlk.",NA,"IAN015414 IAN015414_e IAN015414_e1","Pennington, TD",NA,NA,NA,NA,NA,NA,NA,NA,"1994","06",NA,NA,NA,NA,NA,NA,NA
"24","2013-11-22 14:37:48-02","EBDA","BAH","3363","S","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Gº Pedra do Cavalo","1126","1980","02",NA,NA,"Brasil","Bahia","Trecho superior do Rio Jacuípe.",NA,NA,"Árvore com cerca de 6,0m de altura; folhas coriáceas concolor; flores em botões caulinares e esverdeados; frutos esverdeados com cálice persistente e piloso.",NA,NA,NA,"(A. DC.) Radlk.",NA,NA,"E. Gouvea","-38.9558","-12.6183",NA,NA,"Cachoeira",NA,NA,NA,"1990","03","26884","auto",NA,NA,NA,NA,NA
"25","2019-10-09 11:24:58-03","UFBA","ALCB","7919","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Grupo Pedra do Cavalo","1126","1981","02",NA,"Southern America","Brasil","Bahia","Recôncavo Sul, Trecho superior do Rio Jacuípe",NA,NA,"ca. 6,0 m alt. Folhas coriáceas, concolores. Flores em botões caulinares e esverdeados. Frutos esverdeados com cálice persistente e piloso,",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Alves-Araújo, A","-39.083333","-12.533333","40","40","Cachoeira",NA,"-39.083333","-12.533333","2009","03",NA,NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:24:58-03","UFBA","ALCB","21599","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Gouveia, EP de","02","1988","08","26","Southern America","Brasil","Bahia","Serra Geral, Sítio Barreiras",NA,NA,"frutos piriformes.",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Alves-Araújo, A","-41.283333","-13.8",NA,NA,"Ituaçu",NA,"-41.283333","-13.8","2009","03",NA,NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:24:58-03","UFBA","ALCB","21332","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Bautista, HP","720","1983","02","26","Southern America","Brasil","Bahia","Paraguaçu, Fazenda Casa Nova. Coletado na beira do rio Paraguaçu",NA,NA,"5 m alt.. Botões e flores branco-esverdeados.; Estepe arbórea. Solo argilo-humoso.",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Alves-Araújo, A","-39.985278","-12.55",NA,NA,"Iaçu",NA,"-39.985278","-12.55","2009","03",NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:24:58-03","UFBA","ALCB","21614","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Gouveia, EP de","s/n","1989","09","08","Southern America","Brasil","Bahia","Serra Geral, Sítio Água Preta e Sítio Barreiras",NA,NA,"ca. 4-5 m alt. Folhas alternas. Flores brancas. Fruto esférico com 1 só semente ou 2 , simetricamente dispostas.",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Alves-Araújo, A","-41.283333","-13.8",NA,NA,"Ituaçu",NA,"-41.283333","-13.8","2009","03",NA,NA,NA,NA,NA,NA,NA
"29","2019-10-09 11:24:58-03","UFBA","ALCB","21615","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Gouveia, EP de","s/n","1989","09","08","Southern America","Brasil","Bahia","Serra Geral",NA,NA,"ca. 5m alt. Flores brancas. Frutos esféricos, com 1 semente arredondada ou 2 sementes achatadas.",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Alves-Araújo, A","-41.283333","-13.8",NA,NA,"Ituaçu",NA,"-41.283333","-13.8","2009","03",NA,NA,NA,NA,NA,NA,NA
"30","2019-10-09 11:24:58-03","UFBA","ALCB","21625","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Gouveia, EP de","09","1988","08","26","Southern America","Brasil","Bahia","Serra Geral, Sítio Água Preta",NA,NA,"fruto esférico, com 2 sementes..",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Alves-Araújo, A","-41.283333","-13.8",NA,NA,"Ituaçu",NA,"-41.283333","-13.8","2009","03",NA,NA,NA,NA,NA,NA,NA
"31","2019-10-09 11:24:58-03","UFBA","ALCB","21783","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Gouveia, EP de","s/n","1989","11","30","Southern America","Brasil","Bahia","Serra Geral, Morro das Araras",NA,NA,"ca. 6-7 m alt. Inflorescências brancas. Fruto esférico.",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Alves-Araújo, A","-41.283333","-13.8",NA,NA,"Ituaçu",NA,"-41.283333","-13.8","2009","03",NA,NA,NA,NA,NA,NA,NA
"32","2019-10-09 11:24:58-03","UFBA","ALCB","63835","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Melo, E; França, F; Correia, C; Oliveira, PP de","2108","1997","02","23","Southern America","Brasil","Bahia","Paraguaçu, Morro da garrafa",NA,NA,"com ramos estendidos até próximo ao solo, a 6 m alt. Frutos imaturos verdes.",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Alves-Araújo, A","-39.85","-12.755","280","280","Iaçu",NA,"-39.85","-12.755","2009","03",NA,NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:24:58-03","UFBA","ALCB","90826","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Guedes, ML; Gomes, FS; Melo, E; Silva, BM da","16129","2009","10","25","Southern America","Brasil","Bahia","Irecê, Barra do Mendes divisa com Ipupiara., Morrão",NA,NA,"de ca 8 m de altura, látex alvo. Folhas cartáceas, discolores, tomentos ferrugíneos nos ramos, pecíolos e frutos. Frutos imaturos.",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Guedes, ML","-42.234722","-11.8075","738","738","Barra do Mendes",NA,"-42.234722","-11.8075","2009","12",NA,NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:24:58-03","UFBA","ALCB",NA,"PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Arbo, MM; Schinini, A; Maruñak, V; Yfran, MM","8139","1998","12","02","Southern America","Argentina","Corrientes","Macrosistema Iber . Estancia Rincón del Diablo, alrededores del casco",NA,NA,"3,0 m. Flores color crema.; En monte.",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Tressens, SG","-58.033333","-28.733333",NA,NA,"Dep. Mercedes",NA,"-58.033333","-28.733333","1999",NA,NA,NA,NA,NA,NA,NA,NA
"35","2020-08-11 00:16:44-03","UFBA","ALCB","07610","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Grupo Pedra do Cavalo","652","1980","08",NA,"Southern America","Brasil","Bahia","Vale dos Rios Paraguaçu e Jacuipe. Est. Pedra do Cavalo.",NA,NA,"Inflorescências caulifloras e agrupadas com flores delicadas.",NA,"Dicotyledon",NA,"(DC.) Radlk.",NA,NA,"Guedes, ML","-39.083333","-12.533333",NA,NA,"Cachoeira",NA,"-39.083333","-12.533333","2020","08",NA,NA,"04",NA,NA,NA,NA
"36","2020-02-08 09:04:10-03","NBC","NL-BOTANY","L 0006165","PreservedSpecimen","Plantae","Sapotaceae","Lucuma","gardneriana","Lucuma gardneriana","Gardner G",NA,"1839","01","01","Southern America","Brazil","Piauí","Brazil; Piauhy.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200006165 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0006165",NA,"Ericales","DC.","isotype",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,"403230",NA,NA,NA
"37","2020-02-08 09:04:34-03","NBC","NL-BOTANY","U.1731047","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Bernardi L",NA,"1978","10","17","Southern America","Paraguay",NA,"Sat frequens in nemore circa La Rosada, Ybicui, Paraguari.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1731047 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1731047",NA,"Ericales","(A.DC.) Radlk.",NA,"NL-U1731047",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:04:34-03","NBC","NL-BOTANY","U.1731048","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Harley RM; et al.",NA,"1974","02","16","Southern America","Brazil",NA,"Estado De Bahia, Serra de Itiuba about 6 km E. of Itiuba, on granitic hillside.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1731048 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1731048",NA,"Ericales","(A.DC.) Radlk.",NA,"NL-U1731048",NA,"-39.8","-10.683333",NA,NA,NA,"Magnoliopsidae","-39.8","-10.683333",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-02-08 09:04:34-03","NBC","NL-BOTANY","L.2654522","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Gentry AH; Pérez de Molas LF; Brunner D",NA,"1985","10","01","Southern America","Paraguay","Paraguarí",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2654522 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2654522",NA,"Ericales","(A.DC.) Radlk.",NA,"NL-L2654522","Schinini A",NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,"L 0393575",NA,NA,NA
"40","2020-02-08 09:04:34-03","NBC","NL-BOTANY","L.2654523","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Pedersen TM",NA,"1971","09","25","Southern America","Argentina",NA,"Argentinae. Carambola. Dep. Concepcion. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2654523 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2654523",NA,"Ericales","(A.DC.) Radlk.",NA,"NL-L2654523",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-02-08 09:04:34-03","NBC","NL-BOTANY","L.2654524","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Lorentz PG",NA,"1878","11","01","Southern America","Uruguay",NA,"Entreriana.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2654524 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2654524",NA,"Ericales","(A.DC.) Radlk.",NA,"NL-L2654524",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-02-08 09:04:34-03","NBC","NL-BOTANY","U.1592823","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Kramer KU; Eskuche U; Dubs B",NA,"1989","10","20","Southern America","Argentina",NA,"Prov. Chaco; Antequera, Rio Tragadero, ca. 10 km W. of Corrientes. Disturbed riparian woods, grazed, near Rio Parana.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1592823 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1592823",NA,"Ericales","(A.DC.) Radlk.",NA,"NL-U1592823",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-02-08 09:04:34-03","NBC","NL-BOTANY","U.1592824","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Tressens SG; Ferrucci MS; Radovancich A",NA,"1991","02","12","Southern America","Argentina",NA,"Corrientes, dep. Ituzaingo. Ruta 38 y rio Aguapey.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1592824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1592824",NA,"Ericales","(A.DC.) Radlk.",NA,"NL-U1592824",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-02-08 09:04:34-03","NBC","NL-BOTANY","U.1592825","PreservedSpecimen","Plantae","Sapotaceae","Pouteria","gardneriana","Pouteria gardneriana","Pedersen TM",NA,"1949","10","22","Southern America","Argentina",NA,"Estancia 'Santa Teresa'Dep. Mburucuya. Prov. Corrientes.",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1592825 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1592825",NA,"Ericales","(A.DC.) Radlk.",NA,"NL-U1592825",NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
