"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","stateProvince","yearIdentified","monthIdentified","dayIdentified","occurrenceRemarks","phylum","order","typeStatus","continentOcean","preparationType","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","individualCount","previousCatalogNumber","infraspecificEpithet","sex"
"11","2021-04-05 14:25:20-03","UNESC","CRI","638","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","Vanilde Citadini- Zanette","Vanilde Citadini-Zanette; Aurélio José de Aguiar","988","1990","11","14","Brasil","Orleans","Rio Novo.","-49.298889","-28.285278","49º17'56''W","28º17'7''S","300","300","CRI003117","CRI003117","Santa Catarina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","684839","PreservedSpecimen","Plantae","Fabaceae","Zollernia","houlletiana","Zollernia houlletiana","Tul.",NA,"J. B. A. Guillemin","106","1839",NA,NA,"Brazil",NA,"Route to Tijuca",NA,NA,NA,NA,NA,NA,"NY00684839","NY00684839_01 NY00684839_02",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881560' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales","probable isotype","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","625304","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","A. P. Duarte","A. P. Duarte","3346","1950","12","08","Brazil","Florianópolis","Ilha de Santa Catarina.","-48.4934807","-27.5942613",NA,NA,NA,NA,"NY00625304","NY00625304_01","Santa Catarina",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118271' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","623597","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","G. G. Hatschbach","17172","1967","09","12","Brazil","Antonina","Ponta da Pita.","-48.7117","-25.4286",NA,NA,NA,NA,"NY00623597","NY00623597_01","Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118282' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","623601","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel",NA,"G. G. Hatschbach","53540","1989","10","19","Brazil","Morretes","Estr. da Graciosa, próx. a Ferradura.","-48.8342","-25.4769",NA,NA,"300","500","NY00623601","NY00623601_01","Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118281' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","623596","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","R. C. Barneby","M. C. Tschá","444","1995","12","27","Brazil","Bezerros","Parque ecológico de Serra Negra. Estrada próxima a reserva.","-35.8167","-8.2",NA,NA,"471","471","NY00623596","NY00623596_01","Pernambuco",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118284' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","623605","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","G. G. Hatschbach","G. G. Hatschbach","19614","1968","08","14","Brazil","Morretes","Col. Floresta.","-48.8342","-25.4769",NA,NA,"20","50","NY00623605","NY00623605_01","Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118273' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","625308","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","A. E. Burkart","R. M. Klein","85","1949","10","20","Brazil","Brusque","Mata do Hoffmann.","-48.9","-27.1",NA,NA,"50","50","NY00625308","NY00625308_01","Santa Catarina",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118277' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","01045928","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","E. P. Heringer","5732","1957","09","13","Brazil",NA,"Fazenda do Rasgão",NA,NA,NA,NA,NA,NA,"NY01045928","NY01045928_01","Minas Gerais",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1190918' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","623599","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","L. B. Smith; S. F. Smith","G. G. Hatschbach","16700","1967","07","06","Brazil","Antonina","Rio Cepiuva.","-48.7117","-25.4286",NA,NA,"50","100","NY00623599","NY00623599_01","Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118268' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","625306","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","A. E. Burkart","R. Reitz","3678","1950","10","30","Brazil","Sao Francisco do Sul",NA,"-48.6381","-26.2433",NA,NA,"150","150","NY00625306","NY00625306_01","Santa Catarina",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118278' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","623551","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","E. A. Lopes","D. A. de Grande","159","1978","10","29","Brazil","Cananéia","Ilha de Casca","-47.9197","-25.0103",NA,NA,NA,NA,"NY00623551","NY00623551_01","São Paulo",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118272' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","623600","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel",NA,"G. G. Hatschbach","11738","1964","10","18","Brazil","Guaratuba","Serra de Araraquara, Morro do Cauvi.","-48.5744","-25.8831",NA,NA,"200","200","NY00623600","NY00623600_01","Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118286' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","625307","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","A. E. Burkart","R. M. Klein","73","1949","12","30","Brazil","Brusque","Mata da Azambuja.","-48.910147","-27.126635",NA,NA,"50","50","NY00625307","NY00625307_01","Santa Catarina",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118276' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","684840","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","L. Sonkin","334","1984","10","30","Brazil","Magé","Paraiso, floresta em volta do Centro de Primatologia. Quadrat I, Arvore No. 202","-43.0406","-22.6531",NA,NA,NA,NA,"NY00684840","NY00684840_01","Rio de Janeiro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881561' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","684836","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel",NA,"A. F. M. Glaziou","14616","1883","08","25","Brazil",NA,"Rio Piabanha, près de Petrópolis.",NA,NA,NA,NA,NA,NA,"NY00684836","NY00684836_01","Rio de Janeiro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881557' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","684823","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","A. F. M. Glaziou","18205","1890","08","20","Brazil",NA,"Alto Macahé","-42.05","-22",NA,NA,NA,NA,"NY00684823","NY00684823_01","Rio de Janeiro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881427' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","684837","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","F. C. Hoehne","31163","1933","10","29","Brazil",NA,"Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00684837","NY00684837_01","São Paulo",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881558' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","684838","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","F. C. Hoehne","31163","1933","10","29","Brazil",NA,"Jardim Botanico","-46.618358","-23.646109",NA,NA,NA,NA,"NY00684838","NY00684838_01","São Paulo",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881559' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","625309","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","A. E. Burkart","R. Reitz","3á684","1956","09","20","Brazil","Ibirama","Hôrto Florestal I.N.P.","-49.5178","-27.0569",NA,NA,"250","250","NY00625309","NY00625309_01","Santa Catarina",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118279' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","684835","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","W. D. Barros","s.n.","1946",NA,NA,"Brazil",NA,"Parque Nacional de Itatiaia","-44.637876","-22.374281",NA,NA,NA,NA,"NY00684835","NY00684835_01","Rio de Janeiro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881556' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","684822","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","M. V. Peron","885","1989","09","25","Brazil","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, estrada p/ sitio Sophronites.","-42.05","-22",NA,NA,"1000","1000","NY00684822","NY00684822_01","Rio de Janeiro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881424' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","684825","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","H. C. de Lima","3700","1989","09","13","Brazil","Nova Friburgo","Reserva Ecológica Municipal de Macaé de Cima, Sítio Fazenda Velha","-42.05","-22",NA,NA,"1100","1100","NY00684825","NY00684825_01","Rio de Janeiro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881430' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","623595","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","R. C. Barneby","M. C. Tschá","444","1995","12","27","Brazil","Bezerros","Parque ecológico de Serra Negra. Estrada próxima a reserva.","-35.8167","-8.2",NA,NA,"471","471","NY00623595","NY00623595_01","Pernambuco",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118283' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","684824","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","V. de F. Mansano","J. B. A. Guillemin","106","1839",NA,NA,"Brazil",NA,"Route de Tijuco",NA,NA,NA,NA,NA,NA,"NY00684824","NY00684824_01","Rio de Janeiro",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881428' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","625305","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","R. Reitz","R. Reitz","3.805","1956","09","28","Brazil","Palhoça","Piloes.","-48.6678","-27.6456",NA,NA,"20","20","NY00625305","NY00625305_01","Santa Catarina",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118269' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","623603","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","G. G. Hatschbach","G. G. Hatschbach","30555","1972","10","25","Brazil","Antonina","Pinheirinho.","-48.7117","-25.4286",NA,NA,NA,NA,"NY00623603","NY00623603_01","Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118274' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","625310","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","G. P. Lewis","S. A. Mori","11197","1978","11","19","Brazil","Jequié","Ca 3km a W de Jequié.","-40.0833","-13.8578",NA,NA,NA,NA,"NY00625310","NY00625310_01","Bahia",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118280' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","623598","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","G. G. Hatschbach","G. G. Hatschbach","34893","1975","07","30","Brazil","Morretes","Ilha do Turco","-48.8342","-25.4769",NA,NA,NA,NA,"NY00623598","NY00623598_01","Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118275' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","625303","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel",NA,"A. Sehnem","71040","1967","10","06","Brazil",NA,"Ilha de Santa Catarina - Morro das Pedras.",NA,NA,NA,NA,NA,NA,"NY00625303","NY00625303_01","Santa Catarina",NA,NA,NA,"[Illegible collector's number.] <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118285' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","623602","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","S. M. Silva","W. S. Souza","1039","1987","08","29","Brazil","Paranaguá","Ilha do Mel, Morro do Meio.","-48.5092","-25.5203",NA,NA,NA,NA,"NY00623602","NY00623602_01","Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118270' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","623604","PreservedSpecimen","Plantae","Fabaceae","Zollernia","ilicifolia","Zollernia ilicifolia","(Brongn.) Vogel","R. S. Cowan","G. G. Hatschbach","34407","1964","10","18","Brazil","Guaratuba","Serra de Araraquara, Morro do Cauvi.","-48.5744","-25.8831",NA,NA,"200","200","NY00623604","NY00623604_01","Paraná",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=118267' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","625311","PreservedSpecimen","Plantae","Fabaceae","Zollernia","latifolia","Zollernia latifolia","Benth.","V. de F. Mansano","R. S. Pinheiro","1644","1971","10","13","Brazil","Ilhéus","CEPEC, Plantaçao de cacau Q.D.","-39.22095","-14.7739696",NA,NA,NA,NA,"NY00625311","NY00625311_01","Bahia",NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=216953' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","625312","PreservedSpecimen","Plantae","Fabaceae","Zollernia","latifolia","Zollernia latifolia","Benth.","A. M. V. de Carvalho","W. W. Thomas","8741","1991","07","01","Brazil","Uruçuca","7.3 km N of Serra Grande on rd to Itacaré. Fazenda Lagoa do Conjunto Fazenda Santa Cruz.","-39.0617","-14.4231",NA,NA,NA,NA,"NY00625312","NY00625312_01","Bahia",NA,NA,NA,"Site: SG <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=216952' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Fabales",NA,"South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA
