"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","coordinatePrecision","geoFlag","class","relatedCatalogItem","infraspecificEpithet","relationshipType","individualCount","eventTime","fieldNumber","sex"
"3263","2019-11-21 09:58:25-03","IBt","SP","286620","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Mello-Silva, R; Lopes, JC","2012",NA,NA,"Souza, VC; Souza, JP; et al.","9289","1995","10","09","Brasil","São Paulo","Peruíbe","Arredores da foz do Rio Guaraú (margem esquerda)","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"SP008271","SP008271",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3264","2019-11-21 09:58:24-03","IBt","SP","286618","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Mello-Silva, R; Lopes, JC","2012",NA,NA,"Souza, VC; Souza, JP; et al.","9292","1995","10","09","Brasil","São Paulo","Peruíbe","Arredores da foz do Rio Guaraú (margem esquerda)","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,NA,"SP008275","SP008275",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3265","2019-11-21 09:58:25-03","IBt","SP","319339","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Cordeiro, I","1649","1997","09","11","Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Guarauzinho, mata ombrófila densa de encosta junto ao alojamento da Secretaria do Meio Ambiente","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Arvoreta do interior da mata ca. 4 m alt, frutos imaturos verdes","SP008053","SP008053",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3266","2019-11-21 09:58:25-03","IBt","SP","340018","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Cordeiro, I","1979","1999","11","09","Brasil","São Paulo","Peruíbe","Estação Ecológica Juréia-Itatins, Núcleo Guarau, mata ombrófila densa de planicie","-46.9900016784668","-24.3199996948242",NA,NA,NA,NA,"Arvoreta do inteior da mata, frutos avermelhados","SP008072","SP008072",NA,NA,NA,NA,NA,NA,"21922","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3267","2019-11-21 09:58:25-03","IBt","SP","29355","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Hoehne, FC","s.n.","1932","03","21","Brasil","São Paulo","Praia Grande",NA,"-46.4000015258789","-24",NA,NA,NA,NA,NA,"SP008285","SP008285",NA,NA,NA,NA,NA,NA,"22363","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3268","2019-11-21 09:58:25-03","IBt","SP","340761","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Nicolau, SA",NA,NA,NA,"Nicolau, SA; Mana de Deus, JR; Kusakabe, NK","2227","1997","09","02","Brasil","São Paulo","Salesópolis","Arredores das Nascentes do Tietê - beira de estrada.","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3269","2019-11-21 09:58:25-03","IBt","SP","64699","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Mattos, J","9099","1961","09","12","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"SP008265","SP008265",NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3270","2019-11-21 09:58:24-03","IBt","SP","276086","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Mello-Silva, R; Lopes, JC","2012",NA,NA,"Simão Bianchini, R; Shirasuna, RT; Rossi, L; Kiyama, CY","517","1994","09","05","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Estrada para a barragem da SABESP no Rio Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"SP008268","SP008268",NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3271","2019-11-21 09:58:24-03","IBt","SP","247450","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Kirizawa, M","2411","1991","03","21","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Estrada para turbina da SABESP, no Rio Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"SP008253","SP008253",NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3272","2019-11-21 09:58:24-03","IBt","SP","247456","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Kirizawa, M","2405","1991","03","21","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Estrada para turbina da SABESP, no Rio Guaratuba","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"SP008254","SP008254",NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3273","2019-11-21 09:58:24-03","IBt","SP","157909","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Franco, GADC","1988","04","12","Mattos, J; Mattos, N","14271","1967","11","29","Brasil","São Paulo","Salesópolis","Estação Biológica de Boracéia, Perto do Rio Coruja","-45.8400001525879","-23.5300006866455",NA,NA,NA,NA,NA,"SP008034","SP008034",NA,NA,NA,NA,NA,NA,"18032","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3274","2019-11-21 09:58:25-03","IBt","SP","36278","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Kuhlmann, M","s.n.","1936","08","26","Brasil","São Paulo","Santa Isabel",NA,"-46.2200012207031","-23.3099994659424",NA,NA,NA,NA,NA,"SP008065","SP008065",NA,NA,NA,NA,NA,NA,"15272","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3275","2019-11-21 09:58:25-03","IBt","SP","291835","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lobão, A","2004","08",NA,"Sugiyama, M; Kiyama, CY; Mariano Neto, E","1398","1996","01","31","Brasil","São Paulo","Santo André","Trilha construída pela CESP, estrada da Torre, caminho para o Vale do Quilombo, p#?#roximo à Vila de Paranapiacaba","-46.5299987792969","-23.6599998474121",NA,NA,NA,NA,NA,"SP010185","SP010185",NA,NA,NA,NA,NA,NA,"27258","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3276","2019-11-21 09:58:25-03","IBt","SP","405932","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Pastore, M; Lima, NB","2011","06","08","Shirasuna, RT; Cachenco, MV","907","2008","02","01","Brasil","São Paulo","São Bernardo do Campo","Lote 2 Rodoanel Mário Covas, Trecho Sul","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3277","2019-11-21 09:58:24-03","IBt","SP","271019","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Meletto, GCS","1994","10",NA,"Godoi, JV; Marzola, ELC","617","1994","10","18","Brasil","São Paulo","São Bernardo do Campo","Parque Caminhos do Mar, Calçada do Lorena","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3278","2019-11-21 09:58:24-03","IBt","SP","256719","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Godoi, JV","1994","06",NA,"Sugiyama, M; Chiea, SAC","1087","1992","11","12","Brasil","São Paulo","São Bernardo do Campo","Parque Caminhos do Mar, Calçada do Lorena, Setor A","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3279","2019-11-21 09:58:24-03","IBt","SP","256704","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Godoi, JV","1994","06",NA,"Dorta, RO; Chiea, SAC","8","1992","11","12","Brasil","São Paulo","São Bernardo do Campo","Parque Caminhos do Mar, Caminho para Calçada do Lorena","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3280","2019-11-21 09:58:24-03","IBt","SP","269448","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Meletto, GCS","1994","09",NA,"Guerra, TP; Godoi, JV","189","1994","07","26","Brasil","São Paulo","São Bernardo do Campo","Parque Caminhos do Mar, Estrada do Mirante, Portão 40","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3281","2019-11-21 09:58:24-03","IBt","SP","271213","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Meletto, GCS","1994","11",NA,"Marzola, ELC; Godoi, JV","114","1994","10","24","Brasil","São Paulo","São Bernardo do Campo","Parque Caminhos do Mar, Estrada do Mirante, Portão 40","-46.560001373291","-23.6900005340576",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"31119","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3282","2019-11-21 09:58:25-03","IBt","SP","411846","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Medeiros, MCMP","12","2008","06","13","Brasil","São Paulo","São Luís do Paraitinga","Parque Estadual da Serra do Mar, Núcleo Santa Virginia. Microbacia do Córrego Casa de Pedra","-45.310001373291","-23.2199993133545",NA,NA,NA,NA,NA,"SP008066","SP008066",NA,NA,NA,NA,NA,NA,"27362","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3283","2019-11-21 09:58:24-03","IBt","SP","254920","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Sugiyama, M","1992","10","16","Sugiyama, M; Corrêa, JA","1043","1992","09","24","Brasil","São Paulo","São Miguel Arcanjo","Parque Estadual, Perto do Ribeirão Grande, trilha do mirante","-47.9900016784668","-23.8700008392334",NA,NA,NA,NA,NA,"SP008009","SP008009",NA,NA,NA,NA,NA,NA,"27904","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3284","2019-11-21 09:58:24-03","IBt","SP","236622","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Gorgatti, L","6","1977","12","20","Brasil","São Paulo","São Paulo",NA,"-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008010","SP008010",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3285","2019-11-21 09:58:24-03","IBt","SP","1472","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Hoehne, FC","s.n.","1918","02","09","Brasil","São Paulo","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008060","SP008060",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3286","2019-11-21 09:58:25-03","IBt","SP","3002","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Hoehne, FC","s.n.","1919","02","19","Brasil","São Paulo","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008266","SP008266",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3287","2019-11-21 09:58:24-03","IBt","SP","1145","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2012",NA,NA,"Hoehne, FC","s.n.","1917","12","21","Brasil","São Paulo","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP009032","SP009032",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3288","2019-11-21 09:58:25-03","IBt","SP","5725","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lobão, A","2007","06",NA,"Hoehne, FC","s.n.","1921","08","10","Brasil","São Paulo","São Paulo","Butantan","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP007934","SP007934",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3289","2019-11-21 09:58:24-03","IBt","SP","1518","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Hoehne, FC","s.n.","1918","02","23","Brasil","São Paulo","São Paulo","Butantan, Rio Pequeno","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008002","SP008002",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3290","2019-11-21 09:58:25-03","IBt","SP","8823","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Mamede, MCH","2012","03",NA,"Edwall, G","CGG3990","1898","07",NA,"Brasil","São Paulo","São Paulo","Em cultivo, rua Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP022389","SP022389",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3291","2019-11-21 09:58:24-03","IBt","SP","268301","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Equipe da Seção Botânica","s.n.","1973",NA,NA,"Brasil","São Paulo","São Paulo","Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008251","SP008251",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3292","2019-11-21 09:58:24-03","IBt","SP","266984","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Cordeiro, I",NA,NA,NA,"Cordeiro, I","1264","1993","09","15","Brasil","São Paulo","São Paulo","Interlagos, SESC Interlagos","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP007982","SP007982",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3293","2019-11-21 09:58:25-03","IBt","SP","50441","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Handro, O","s.n.","1944","02","24","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP007979","SP007979",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3294","2019-11-21 09:58:24-03","IBt","SP","118353","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Valões, J","s.n.","1965","10","22","Brasil","São Paulo","São Paulo","Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP007981","SP007981",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3295","2019-11-21 09:58:25-03","IBt","SP","405935","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Pastore, M; Lima, NB","2011","06","08","Shirasuna, RT; Queiroz, RT","251","2011","06","30","Brasil","São Paulo","São Paulo","Lote 4, Parelheiros, Bororé Rodoanel Mário Covas, Trecho Sul","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3296","2019-11-21 09:58:25-03","IBt","SP","405933","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Pastore, M","2011","06","08","Shirasuna, RT; Yano, O","655","2007","11","13","Brasil","São Paulo","São Paulo","Lote 4, Parelheiros, DME Ferrovia Rodoanel Mário Covas, Trecho Sul","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3297","2019-11-21 09:58:24-03","IBt","SP","236624","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Gorgatti, L","4","1977","09","20","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP007971","SP007971",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3298","2019-11-21 09:58:24-03","IBt","SP","236623","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Gorgatti, L","5","1979","01","04","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP007972","SP007972",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3299","2019-11-21 09:58:24-03","IBt","SP","236615","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Gorgatti, L","2","1977","08","24","Brasil","São Paulo","São Paulo","Parque do Estado","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP007980","SP007980",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3300","2019-11-21 09:58:24-03","IBt","SP","106042","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Skvortzov, B","s.n.","1968","01","24","Brasil","São Paulo","São Paulo","Parque do Estado, 10 km ao sul do Centro da cidade de São Paulo, nos campos do Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008017","SP008017",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3301","2019-11-21 09:58:25-03","IBt","SP","28806","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Hoehne, FC","s.n.","1932","02","12","Brasil","São Paulo","São Paulo","Parque do Estado, Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008006","SP008006",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3302","2019-11-21 09:58:24-03","IBt","SP","26558","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Hoehne, FC","s.n.","1930","12","15","Brasil","São Paulo","São Paulo","Parque do Estado, Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008005","SP008005",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3303","2019-11-21 09:58:24-03","IBt","SP","120578","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Silva, JS","2","1972","01","12","Brasil","São Paulo","São Paulo","Parque do Estado, Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008019","SP008019",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3304","2019-11-21 09:58:24-03","IBt","SP","247061","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2012",NA,NA,"Cruz, AMR; Câmara, MC","s.n.",NA,NA,NA,"Brasil","São Paulo","São Paulo","Parque do Morumbi","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP009028","SP009028",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3305","2019-11-21 09:58:24-03","IBt","SP","247069","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Cruz, AMR; Câmara, MC","s.n.","1976","08","31","Brasil","São Paulo","São Paulo","Parque do Morumbi","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008071","SP008071",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3306","2019-11-21 09:58:24-03","IBt","SP","247081","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Cruz, AMR; Câmara, MC","s.n.","1976","08","23","Brasil","São Paulo","São Paulo","Parque do Morumbi","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008070","SP008070",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3307","2019-11-21 09:58:25-03","IBt","SP","290696","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Mello-Silva, R; Lopes, JC","2012",NA,NA,"Ferreira, GMP; Palaria, C; Neves, LF","28","1996","01","18","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Distrito de Marsilac, Núcleo Curucutu. Trilha do mirandi","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008269","SP008269",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3308","2019-11-21 09:58:25-03","IBt","SP","290694","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Mello-Silva, R; Lopes, JC","2012",NA,NA,"Simão Bianchini, R; Garcia, RJF; Godoy, SAP; Sordi, SJ","924","1996","01","18","Brasil","São Paulo","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008270","SP008270",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3309","2019-11-21 09:58:25-03","IBt","SP","490589","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Aragaki, S; Petri, L","2016","12","19","Petri, L; Biasoli, SM","1041","2016","07","22","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3310","2019-11-21 09:58:24-03","IBt","SP","180183","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Kirizawa, M","866","1982","10","05","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Árvore, perto da pérgula","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008007","SP008007",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3311","2019-11-21 09:58:25-03","IBt","SP","396097","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Villagra, BLP","2007","06",NA,"Villagra, BLP","54","2004","12","07","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008051","SP008051",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3312","2019-11-21 09:58:24-03","IBt","SP","204293","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Goes, M; Kirizawa, M; Noffs, LB; Wanderley, MGL","142A","1977","12","15","Brasil","São Paulo","São Paulo","Parque Estadual das Fontes do Ipiranga, Jardim Botânico. Área 6","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008038","SP008038",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3313","2019-11-21 09:58:25-03","IBt","SP","7544","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Hoehne, FC; Gehrt, A","s.n.","1924","01","24","Brasil","São Paulo","São Paulo","Parque Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008259","SP008259",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3314","2019-11-21 09:58:24-03","IBt","SP","17873","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Hoehne, FC","s.n.","1926","02","02","Brasil","São Paulo","São Paulo","Parque Jabaquara","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008061","SP008061",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3315","2019-11-21 09:58:24-03","IBt","SP","178511","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Kinoshita, LS; Dias, MC","1992","03",NA,"Rosa, NA; Pires, JM","3710","1980","11","14","Brasil","São Paulo","São Paulo","Reserva do Instituto de Botânica","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008032","SP008032",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3316","2019-11-21 09:58:25-03","IBt","SP","40584","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2010","04",NA,"Barbiellini, A","s.n.","1945","03","23","Brasil","São Paulo","São Paulo","Vila Ema","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,NA,"SP008257","SP008257",NA,NA,NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA,NA
"3317","2019-11-21 09:58:25-03","IBt","SP","35285","S","Plantae","Annonaceae","Guatteria","australis","Guatteria australis","A.St.-Hil.","Lopes, JC","2012",NA,NA,"Gehrt, A","s.n.","1936","04","26","Brasil","São Paulo","São Vicente","Morro de São Bento","-46.3899993896484","-23.9599990844727",NA,NA,NA,NA,NA,"SP009034","SP009034",NA,NA,NA,NA,NA,NA,"25482","auto",NA,NA,NA,NA,NA,NA,NA,NA
