"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","infraspecificEpithet","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","sex"
"1470","2020-08-31 09:05:20-03","INPA","INPA","52512","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Mota, CDA da","45","1975","09","04","Southern America","Brasil",NA,NA,NA,"INPA0052512","Dicotyledon Com-Clade","Malvales","Aubl.","Setser, HJ","Rondônia","Porto Velho","Campus UFAC, Estrada Belmonte","-67.865076","-9.9559","INPA0052512 INPA0052512_e INPA0052512_e1",NA,NA,NA,NA,NA,NA,"-67.865076","-9.9559","1980","09",NA,NA,NA,NA,NA,NA
"1471","2020-08-31 09:05:20-03","INPA","INPA","88716","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Vieira, MGG","391","1979","10","10","Southern America","Brasil",NA,NA,NA,"INPA0088716","Dicotyledon Com-Clade","Malvales","Aubl.","Coêlho, DF; Vieira, MGG","Rondônia","Porto Velho","Mineração Taboca, Mineraçao Campo Novo BR-421 a 2 km a Peste da Mineraçao Campo Novo a 120 km de Ariquenes WSW.","-63.616667","-10.583333","INPA0088716 INPA0088716_e INPA0088716_e1",NA,NA,NA,NA,NA,NA,"-63.616667","-10.583333","1981",NA,NA,NA,NA,NA,NA,NA
"1472","2021-01-10 20:46:23-03","INPA","INPA","90177","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Zarucchi, JL","2707","1979","10","15","Southern America","Brasil",NA,NA,NA,"INPA0090177","Dicotyledon Com-Clade","Malvales","Aubl.","Coêlho, DF","Rondônia",NA,"Mineraçao campo novo (ca. 100 km SW of Ariquemes).","-63.616667","-10.566667","INPA0090177 INPA0090177_e INPA0090177_e1",NA,NA,NA,NA,NA,NA,"-63.616667","-10.566667","1987","04",NA,NA,NA,NA,NA,NA
"1473","2020-08-31 09:05:20-03","INPA","INPA","98019","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Ferreira, CAC","2819","1980","10","11","Southern America","Brasil",NA,NA,NA,"INPA0098019","Dicotyledon Com-Clade","Malvales","Aubl.","Coêlho, DF","Acre","Senador Guiomard","BR 317, km 23, BR 317, Km 23.","-68.233333","-10.133333","INPA0098019 INPA0098019_e INPA0098019_e1",NA,NA,NA,NA,NA,NA,"-68.233333","-10.133333","1987","04",NA,NA,NA,NA,NA,NA
"1474","2020-08-31 09:05:20-03","INPA","INPA","53391","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Monteiro, OP","INPA53391","1975","10","19","Southern America","Brasil",NA,NA,NA,"INPA0053391","Dicotyledon Com-Clade","Malvales","Aubl.","Setser, HJ","Amazonas","Boca do Acre","Rio Purus","-67.3977966308594","-8.75222015380859","INPA0053391 INPA0053391_e",NA,NA,"220472","auto",NA,NA,NA,NA,"1980","09",NA,NA,NA,NA,NA,NA
"1475","2020-08-31 09:05:20-03","INPA","INPA","7920","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Rodrigues, WA","1557","1960","03","21","Southern America","Brasil",NA,NA,NA,"INPA0007920","Dicotyledon Com-Clade","Malvales","Aubl.",NA,"Amazonas","Borba","Rio Acarí, Fazenda Piquiá, Rio Acarí, afluente do Sucundirá, fazenda Piquiá.","-59.5938987731934","-4.38778018951416","INPA0007920 INPA0007920_e",NA,NA,"270195","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1476","2020-08-31 09:05:20-03","INPA","INPA","22564","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Prance, GT","5807","1968","07","10","Southern America","Bolivia",NA,NA,NA,"INPA0022564","Dicotyledon Com-Clade","Malvales","Aubl.","Setser, HJ","Pando",NA,"W bank of Rio Madeira opposite Abunã, W bank of rio Madeira opposite Abuna.","-65.28329","-9.769012","INPA0022564 INPA0022564_e INPA0022564_e1",NA,NA,NA,NA,NA,NA,"-65.28329","-9.769012","1980","09",NA,NA,NA,NA,NA,NA
"1477","2020-08-31 09:05:20-03","INPA","INPA","272205","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Rocha, GPE da","240","2013","05","09","Southern America","Brasil",NA,NA,NA,"INPA0272205","Dicotyledon Com-Clade","Malvales","Aubl.","Santos, JMB dos","Rondônia","Porto Velho","Área de Preservação Permanente do reservatório da UHE Jirau, margem direita do Rio Madeira","-54.975278","-9.661667",NA,"100","100",NA,NA,NA,NA,"-54.975278","-9.661667","2013","05",NA,NA,NA,NA,NA,NA
"1478","2020-08-31 09:05:20-03","INPA","INPA","236650","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Junqueira, AB","212","2007","03","30","Southern America","Brasil",NA,NA,NA,"INPA0236650","Dicotyledon Com-Clade","Malvales","Aubl.","Ramos, JF","Rondônia","Manicoré","Margem esquerda do Rio Madeira, Comunidade Água Azul.","-61.558528","-5.82825","INPA0236650 INPA0236650_e","52","52",NA,NA,NA,NA,"-61.558528","-5.82825","2008","03","15",NA,NA,NA,NA,NA
"1479","2020-08-31 09:05:20-03","INPA","INPA","195824","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Silva, ES da","696","1986","08","04","Southern America","Brasil",NA,NA,NA,"INPA0195824","Dicotyledon Com-Clade","Malvales","Aubl.",NA,"Roraima","Boa Vista","Estrada para Serra Grande","-60.333333","-2.666667","INPA0195824 INPA0195824_e",NA,NA,NA,NA,NA,NA,"-60.333333","-2.666667",NA,NA,NA,NA,NA,NA,NA,NA
"1480","2020-08-31 09:05:20-03","INPA","INPA","158652","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Silva, NT da","5374","1984","06","13","Southern America","Brasil",NA,NA,NA,"INPA0158652","Dicotyledon Com-Clade","Malvales","Aubl.",NA,"Pará","Almeirim","Area dos gatos, Area dos gatos","-52.2","-0.8","INPA0158652 INPA0158652_e",NA,NA,NA,NA,NA,NA,"-52.2","-0.8",NA,NA,NA,NA,NA,NA,NA,NA
"1481","2020-08-31 09:05:20-03","INPA","INPA","164728","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Jansen-Jacobs, MJ","728","1987","11","05","Southern America","Guyana",NA,NA,NA,"INPA0164728","Dicotyledon Com-Clade","Malvales","Aubl.","Jansen-Jacobs, MJ","Kanuku Mts",NA,"Nappi-head, NE slop of Dias Mts","-59.566667","3.35","INPA0164728 INPA0164728_e","140","140",NA,NA,NA,NA,"-59.566667","3.35","1988",NA,NA,NA,NA,NA,NA,NA
"1482","2020-08-31 09:05:20-03","INPA","INPA","104358","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Teixeira, LOA","621","1982","05","20","Southern America","Brasil",NA,NA,NA,"INPA0104358","Dicotyledon Com-Clade","Malvales","Aubl.","Coêlho, LF","Rondônia","Ariquemes","Mineraçao Mibrasa, Setor Alto Candeias, km 128 SW de Ariquemes, beirando igarape Agua Verde.","-63.583333","-10.583333","INPA0104358 INPA0104358_e",NA,NA,NA,NA,NA,NA,"-63.583333","-10.583333","1987","04",NA,NA,NA,NA,NA,NA
"1483","2021-01-10 20:46:23-03","INPA","INPA","138067","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Ferreira, CAC","6432","1985","10","13","Southern America","Brasil",NA,NA,NA,"INPA0138067","Dicotyledon Com-Clade","Malvales","Aubl.","Meijer, W","Mato Grosso","Santa Terezinha","BR158 Rod. para Vila Rica, a 21 km S da Cidade., BR 158, Rodoviaria para Vila Rica, a 21 km sul da Cidade de Santa Teresinha, Serra da Cobrinha.","-50.85","-10.183333","INPA0138067 INPA0138067_1 INPA0138067_e INPA0138067_nd",NA,NA,NA,NA,NA,NA,"-50.85","-10.183333","1988",NA,NA,NA,NA,NA,NA,NA
"1484","2021-01-10 20:46:23-03","INPA","INPA","138067","Carpo","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Ferreira, CAC","6432","1985","10","13","Southern America","Brasil",NA,NA,NA,"INPA0138067","Dicotyledon Com-Clade","Malvales","Aubl.","Meijer, W","Mato Grosso","Santa Terezinha","BR158 Rod. para Vila Rica, a 21 km S da Cidade., BR 158, Rodoviaria para Vila Rica, a 21 km sul da Cidade de Santa Teresinha, Serra da Cobrinha.","-50.85","-10.183333","INPA0138067 INPA0138067_1 INPA0138067_e INPA0138067_nd",NA,NA,NA,NA,NA,NA,"-50.85","-10.183333","1988",NA,NA,NA,NA,NA,NA,NA
"1485","2020-08-31 09:05:20-03","INPA","INPA","21922","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Prance, GT","5162","1968","06","24","Southern America","Brasil",NA,NA,NA,"INPA0021922","Dicotyledon Com-Clade","Malvales","Aubl.","Setser, HJ","Rondônia",NA,"Jaci-Paraná, Vicinity of Jaciparana, on road WNW of village.","-64.4","-9.25","INPA0021922 INPA0021922_e INPA0021922_e1",NA,NA,NA,NA,NA,NA,"-64.4","-9.25","1980","09",NA,NA,NA,NA,NA,NA
"1486","2020-08-31 09:05:20-03","INPA","INPA","104449","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Teixeira, LOA","712","1982","05","24","Southern America","Brasil",NA,NA,NA,"INPA0104449","Dicotyledon Com-Clade","Malvales","Aubl.","Coêlho, LF","Rondônia","Santa Bárbara","Rodovia BR 364, km 120","-63.116667","-9.166667","INPA0104449 INPA0104449_e INPA0104449_e1",NA,NA,NA,NA,NA,NA,"-63.116667","-9.166667","1987","04",NA,NA,NA,NA,NA,NA
"1487","2020-08-31 09:05:20-03","INPA","INPA","160245","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","França, JT","423","1989","12","08","Southern America","Brasil",NA,NA,NA,"INPA0160245","Dicotyledon Com-Clade","Malvales","Aubl.",NA,"Rondônia","Porto Velho","FLONA do Jamarí, Floresta Nacional do Jamari","-62.4","-9.05","INPA0160245 INPA0160245_e",NA,NA,NA,NA,NA,NA,"-62.4","-9.05",NA,NA,NA,NA,NA,NA,NA,NA
"1488","2020-08-31 09:05:20-03","INPA","INPA","120515","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Renner, SS","512","1981","10","22","Southern America","Brasil",NA,NA,NA,"INPA0120515","Dicotyledon Com-Clade","Malvales","Aubl.",NA,"Amazonas","Humaitá","Humaitá, Humaitá.","-63.833333","-8","INPA0120515 INPA0120515_e",NA,NA,NA,NA,NA,NA,"-63.833333","-8",NA,NA,NA,NA,NA,NA,NA,NA
"1489","2020-08-31 09:05:20-03","INPA","INPA","128312","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Hill, SR","12860","1983","06","27","Southern America","Brasil",NA,NA,NA,"INPA0128312","Dicotyledon Com-Clade","Malvales","Aubl.","Hill, SR","Amazonas","Borba","Canumã across from Canumã, W side of rio Canuma (vlack water) across from Canuma.","-60","-4.033333","INPA0128312 INPA0128312_e",NA,NA,NA,NA,NA,NA,"-60","-4.033333","1983",NA,NA,NA,NA,NA,NA,NA
"1490","2020-08-31 09:05:20-03","INPA","INPA","118327","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Daly, DC","1606","1981","11","28","Southern America","Brasil",NA,NA,NA,"INPA0118327","Dicotyledon Com-Clade","Malvales","Aubl.",NA,"Pará","Itupiranga","Rio Tocantins near Igarape Cajazeirinhga, approx. 30 km N of Itupiranga.","-49.35","-4.016667","INPA0118327 INPA0118327_e",NA,NA,NA,NA,NA,NA,"-49.35","-4.016667",NA,NA,NA,NA,NA,NA,NA,NA
"1491","2020-08-31 09:05:20-03","INPA","INPA","141933","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Soares, E","76","1986","01","10","Southern America","Brasil",NA,NA,NA,"INPA0141933","Dicotyledon Com-Clade","Malvales","Aubl.",NA,"Pará","Porto Trombetas","Porto Trombetas, Viveiro, estrada que vai para o experimento de Eucaliptos, lado direito, antigo deposito de liixo.","-56.3","-1.4","INPA0141933 INPA0141933_e",NA,NA,NA,NA,NA,NA,"-56.3","-1.4",NA,NA,NA,NA,NA,NA,NA,NA
"1492","2020-08-31 09:05:20-03","INPA","INPA","13846","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Rodrigues, WA","5180","1963","04","11","Southern America","Brasil",NA,NA,NA,"INPA0013846","Dicotyledon Com-Clade","Malvales","Aubl.","Setser, HJ","Pará","Santarém","Quatipurú., Quatipuru, caminho para o Campo do Bentivi","-47","-0.8","INPA0013846 INPA0013846_e INPA0013846_e1",NA,NA,NA,NA,NA,NA,"-47","-0.8","1980","09",NA,NA,NA,NA,NA,NA
"1493","2020-08-31 09:05:20-03","INPA","INPA","5492","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Fróes, RL","27431","1951","07","15","Southern America","Brasil",NA,NA,NA,"INPA0005492","Dicotyledon Com-Clade","Malvales","Aubl.","Setser, HJ","Amapá","Macapá","Marco zero, Linha do Equador","-51.8082","-0.45845","INPA0005492 INPA0005492_e INPA0005492_e1",NA,NA,NA,NA,NA,NA,"-51.8082","-0.45845","1980","09",NA,NA,NA,NA,NA,NA
"1494","2020-08-31 09:05:20-03","INPA","INPA","80349","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Souza, JL de","291","1978","11","21","Southern America","Brasil",NA,NA,NA,"INPA0080349","Dicotyledon Com-Clade","Malvales","Aubl.","Coêlho, LF; Rodrigues, WA","Roraima","Boa Vista","Ilha de Maracá, Estaçao Ecologica de Maraca.","-61.7","3.4","INPA0080349 INPA0080349_1 INPA0080349_1e INPA0080349_e",NA,NA,NA,NA,NA,NA,"-61.7","3.4","1979",NA,NA,NA,NA,NA,NA,NA
"1495","2020-08-31 09:05:20-03","INPA","INPA","20006","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Prance, GT","4371","1967","02","13","Southern America","Brasil",NA,NA,NA,"INPA0020006","Dicotyledon Com-Clade","Malvales","Aubl.","Silva, MF da","Roraima","Alto Alegre","Serra de Tapequém.","-61.740743","3.752074",NA,NA,NA,NA,NA,NA,NA,"-61.740743","3.752074","1969",NA,NA,NA,NA,NA,NA,NA
"1496","2020-07-10 09:47:11-03","MBML","MBML-HERBARIO","43799",NA,"Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","M. Melito; J.L. Paixão & M.H. Cardozo","93","2012","03","25",NA,"Brasil",NA,NA,"Arbórea, ca 15m. Ramos pilosos, tricomas mais densos a partir da inserção das folhas. Pilosidades ocre-amareladas. Folhas rugosas e discolores. Ramos de coloração ocre a partir da inserção das folhas. Nervura primária da face adaxial o","MBML043799",NA,NA,"Aubl.",NA,"Bahia","Una","REBIO de Una. Trilha da Roda d'Água. Mata Higrófila Sul Bahiana","-39.054722","-15.159722",NA,NA,NA,NA,NA,NA,NA,"39W3'17","15S9'35",NA,NA,NA,NA,NA,NA,NA,NA
"1497","2021-01-04 11:29:52-03","UEMA","SLUI","4966","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Saraiva, R. V. C.",NA,"2017","04","07",NA,"Brasil",NA,NA,NA,"SLUI004966","Angiospermae",NA,"Aubl.",NA,"Maranhão","Carolina","Parque Nacional da Chapada das Mesas","-47.266083","-7.266083",NA,NA,NA,NA,NA,NA,NA,"47°15'57.9W","07°15'57.9S",NA,NA,NA,NA,NA,NA,NA,NA
"1498","2021-01-04 11:29:52-03","UEMA","SLUI","265","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","A. Fernandes","74","1988","04",NA,NA,"Brasil",NA,NA,NA,"SLUI000265","Angiospermae",NA,"Aubl.",NA,"Maranhão","São Luís","Praia do Araçagi","-44.187186","-2.464622",NA,NA,NA,NA,NA,NA,NA,"44°11'13.87W","2°27'52.64S",NA,NA,NA,NA,NA,NA,NA,NA
"1499","2021-03-04 11:05:41-03","UFRB","HURB","21074","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Duarte, E.F.","122","2016","01","27",NA,"Brasil",NA,NA,"UFG 61108.","HURB000021074",NA,NA,"Aubl.","H.D.Ferreira","Goiás","Goiânia","Campus Samambaia / UFG;","-49.2538986206055","-16.6786003112793",NA,"794","794","25250","auto",NA,NA,NA,NA,"2016","01","27",NA,NA,NA,NA,NA
"1500","2021-03-04 11:05:41-03","UFRB","HURB","8053","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Cardoso, D.S.; E. Santos","05","2011","07","15",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> pau-de-jangada","HURB000008053",NA,NA,"Aubl.",NA,"Sergipe","Aracaju","APA Morro do Urubu/Parque da Cidade;","-37.0717010498047","-10.9111003875732",NA,NA,NA,"28193","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1501","2021-03-25 17:53:39-03","UFMA","BMA","2330","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","D.S. Amorim 38, J.M. Sousa & R.C.C. Lopes",NA,"2020","02","13",NA,"Brasil",NA,NA,"Mata de transição Amazônia - Cerrado. Árvore, encontrada em clareira. Folha de consistência membranácea, indumento nos ramos, folhas e cálice. Cálice de cor marrom na face abaxial e amarelo na face adaxial. Corola de cor amarela.",NA,NA,"Malvales","Aubl.",NA,"MA","Bacabal","BR 316, Km 384, próximo ao povoado Urucuzal, zona rural","-44.575861","-4.215444",NA,NA,NA,NA,NA,NA,NA,"44°34'33.1W","4°12'55.6S",NA,NA,NA,NA,NA,NA,NA,NA
"1502","2021-04-07 18:38:16-03","UFMA","BMA","2090","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Milena Salazar, Elidio Guarçoni, Jeferson Douglas as S. Sousa & Ana Cristina dos S. Ferreira",NA,"2019","02","08",NA,"Brasil",NA,NA,"Cerrado - Mata de Galeria. Solo arenoso. Árvore na beira de córrego.",NA,NA,"Malvales","Aubl.",NA,"MA","Mirador","PE do Mirador, comunidade Caatinga","-45.429444","-6.4625",NA,"311","311",NA,NA,NA,NA,"45°25'46''W","06°27'45''S",NA,NA,NA,NA,NA,NA,NA,NA
"1503","2021-03-19 17:45:02-03","UFMA","BMA","210","PreservedSpecimen","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Odenilson dos Santos Carvalho",NA,"2013","06","20",NA,"Brasil",NA,NA,"Área antropizada. Arbusto terrestre.",NA,NA,"Malvales","Aubl.",NA,"MA","Bacabal","BR 316, em frente ao posto Santa Luzia.","-44.825","-4.230833",NA,NA,NA,NA,NA,NA,NA,"44º49'30W","04º13'51S",NA,NA,NA,NA,NA,NA,NA,NA
"1504","2017-11-24 14:11:22-02","UFLA","ESAL","15635","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Pinto, JRR","165",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; 5,5; ;; floresta",NA,NA,NA,"Aubl.","Ary T. Oliveira Filho","Mato Grosso",NA,"Parque Nacional da Chapada dos Guimarães",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1505","2019-05-23 11:08:16-03","UFLA","ESAL","27806","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Carvalho, DA; et al.","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,"árvore; ; ;",NA,NA,NA,"Aubl.",NA,"Minas Gerais","Conquista","Mata dos Dourados","-47.5416984558105","-19.9372005462646",NA,NA,NA,"30156","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1506","2019-12-19 11:20:32-03","UFG","UFG","15504","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Kirkbride, J.H.; Kirkbride, J.H.","3429","1980","02","12",NA,"Brasil",NA,NA,"Árvore até 10m, botões castanhos, pétalas a estames amarelos.","UFG0015504",NA,NA,"Aubl.","Dorr, L.J.","Goiás","Goiás","À margem de mata decídua e capoeira. Na Fazenda das Esmeraldas, perto do córrego Paciência e GO-164, ca. 6km NE de Goiás Velho.","-50.116667","-15.9",NA,"600","600",NA,NA,NA,NA,"-50.116667","-15.9","1992",NA,NA,NA,NA,NA,NA,NA
"1507","2019-12-19 11:20:34-03","UFG","UFG","23680","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Walter, B.M.T.; Pereira, J.B.","3896","1997","10","14",NA,"Brasil",NA,NA,"Árvore de copa larga de 8m de altura, flor amarela, fruto castanho-escuro, botões marrons-esverdeados. Ocasional a frequente.","UFG0023680",NA,NA,"Aubl.","Walter, B.M.T.","Goiás","Niquelândia","Serra da Mesa, Estrada de terra saindo da GO-Niquelândia/Uruaçu em direção às colinas e lago de Serra da Mesa (região da fazenda Ilha Bela). Área antropizada com pastagem. Originalmente Mata Seca Semidecídua. Latossolo vermelho-amarelo, areno-argilos","-48.773333","-14.323056",NA,NA,NA,NA,NA,NA,NA,"-48.773333","-14.323056","1997","10","14",NA,NA,NA,NA,NA
"1508","2019-12-19 11:20:34-03","UFG","UFG","23867","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Mecenas, V.V.; Carvalho, J.A.","17","1991","10","31",NA,"Brasil",NA,NA,"Árvore de 8,7m de altura, diâmetro de 6cm.material fértil. Projeto Levantamento fitossociológico de florestas sobre solos derivados de calcário.","UFG0023867",NA,NA,"Aubl.","Pereira, B.A.","Goiás","Brasília","Área de Proteção Ambiental de Cafuringa","-48.15","-15.5",NA,NA,NA,NA,NA,NA,NA,"-48.15","-15.5","1992",NA,NA,NA,NA,NA,NA,NA
"1509","2019-12-19 11:19:33-03","UFG","UFG","60458","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","Santos, F.M.","706","2016","11","23",NA,"Brasil",NA,NA,"Árvore, frutos maduros marrons, secos, com projeções agudas.","UFG0060458",NA,NA,"Aubl.","Santos, F.M.","Distrito Federal","Brasília",NA,"-60.685425","-21.016731",NA,NA,NA,NA,NA,NA,NA,"-60.685425","-21.016731","2016","11","23",NA,NA,NA,NA,NA
"1510","2019-12-19 11:20:34-03","UFG","UFG","29087","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Cavalcanti, T.B.; Alves, A.F.; Silva, G.P.; Silva, M.C. & Freire, S.Y.","2599","2000","10","03",NA,"Brasil",NA,NA,"Árvore com 2m de altura, fruto marrom, tricomas ferruineos. Fruto na carpoteca.","UFG0029087",NA,NA,"Aubl.","Freire, S.Y.","Goiás","Campinaçu","AHE Cana Brava, 8km do estádio de futebol de Minaçu, na estrada par o canteiro de obras da AHE Cana Brava. Mata de galeria. Solo arenoso. Área de influência da AHE Cana Brava, influência direta.","-48.214722","-13.455",NA,"460","460",NA,NA,NA,NA,"-48.214722","-13.455","2000","10","03",NA,NA,NA,NA,NA
"1511","2019-12-19 11:20:34-03","UFG","UFG","26182","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Bucci, F.","990","1999","11","16",NA,"Brasil",NA,NA,"Árvore de 8m, cálice ferruginoso piloso externamente, amarelo claro internamente, corola amarelo-ouro, frutos marrons coletados no chão.","UFG0026182",NA,NA,"Aubl.",NA,"Goiás","Cavalcante","Sítio Capitão do Cerrado. Margem direita do rio Tocantins. Declive suave. Mata de galeria degradada com feições de cerradão. Areia quartzosa com matéria orgânica.","-48.134444","-13.5225",NA,"320","320",NA,NA,NA,NA,"-48.134444","-13.5225",NA,NA,NA,NA,NA,NA,NA,NA
"1512","2019-12-19 11:20:34-03","UFG","UFG","27579","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Ferreira, H.D.; Hashimoto, M.Y. & Cunha, N.R.","12382","2004","10","22",NA,"Brasil",NA,NA,"Árvore de 8m de altura, corola amarela, pelos ferrugíneos, sépalas ferruginosas externamente.","UFG0027579",NA,NA,"Aubl.","Hashimoto","Goiás","Catalão","Área da Copebrás. Floresta de galeria, localizada no córrego Taquara II.","-47.916667","-18.152936",NA,NA,NA,NA,NA,NA,NA,"-47.916667","-18.152936","2004","11","03",NA,NA,NA,NA,NA
"1513","2019-12-19 11:20:34-03","UFG","UFG","28538","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.; Ferreira, H.D.; Hashimoto, M.Y. & Cunha, N.R.","13313","2005","07","22",NA,"Brasil",NA,NA,"Árvore de 5m de altura, com frutos.","UFG0028538",NA,NA,"Aubl.","Hashimoto, M.Y.","Goiás","Catalão","São Marcos. Floresta de encosta.","-47.702528","-18.041611",NA,NA,NA,NA,NA,NA,NA,"-47.702528","-18.041611","2005","07","27",NA,NA,NA,NA,NA
"1514","2019-12-19 11:19:33-03","UFG","UFG","40117","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J.R. Paula","91","2006","11","15",NA,"Brasil",NA,NA,"Obs: Arbórea, flores amarelas.","UFG0040117",NA,NA,"Aubl.","P.J.R. Paula","Goiás","Mossâmedes","Parque Estadual da Serra Dourada","-50.184861","-16.095417",NA,"971","971",NA,NA,NA,NA,"-50.184861","-16.095417","2008","06","09",NA,NA,NA,NA,NA
"1515","2019-12-19 11:19:33-03","UFG","UFG","40119","S","Plantae","Malvaceae","Apeiba","tibourbou","Apeiba tibourbou","J.R. Paula","93","2008","06","06",NA,"Brasil",NA,NA,"Obs: Arbórea, flores amarelas. Cultivada.","UFG0040119",NA,NA,"Aubl.","P.J.R. Paula","Goiás","Goiânia",NA,"-49.215361","-16.734194",NA,"759","759",NA,NA,NA,NA,"-49.215361","-16.734194","2008","06","10",NA,NA,NA,NA,NA
"1516","2019-12-19 11:20:34-03","UFG","UFG","7454","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Rizzo, J.A.","7365","1972","01","03",NA,"Brasil",NA,NA,"Árvore de 3m, corola amarela.","UFG0007454",NA,NA,"Aubl.",NA,"Goiás","Taguatinga","A 8km de Campos Belos, para Taguatinga. Mata secundária e cerradão.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1517","2019-12-19 11:20:34-03","UFG","UFG","42906","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","Paiva, V.F.","556","2009","02","17",NA,"Brasil",NA,NA,NA,"UFG0042906",NA,NA,"Aubl.","Paiva, V.F.; Oliveira, M.","Distrito Federal","Brasília",NA,"-47.9296989440918","-15.7797002792358","UFG0042906",NA,NA,"70570","auto",NA,NA,NA,NA,"2009","02",NA,NA,NA,NA,NA,NA
"1518","2020-05-14 12:37:11-03","UFG","UFG","10539","S","Plantae","Tiliaceae","Apeiba","tibourbou","Apeiba tibourbou","J.A. Rizzo","7279","1971","12","01",NA,"Brasil",NA,NA,NA,"UFG0010539",NA,NA,"Aubl.",NA,"Goiás","Campos Belos",NA,"-46.7717018127441","-13.0367002487183",NA,NA,NA,"70364","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
