"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","barcode","imagecode","phylum","order","recordNumber","coordinatePrecision","minimumElevationInMeters","maximumElevationInMeters","individualCount","occurrenceRemarks","geoFlag","typeStatus","continentOcean","preparationType","infraspecificEpithet","class","relatedCatalogItem","relationshipType","fieldNumber","eventTime","sex"
"503","2020-12-21 16:29:10-03","MBM","MBM","20492","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Leeuwenberg, A.J.M.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Piraquara","Banhado","-49.0633010864258","-25.4416999816895",NA,NA,"MBM020492","MBM020492",NA,NA,"28509","12577",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"504","2020-12-21 16:29:10-03","MBM","MBM","18222","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Piraquara","Colônia São Roque","-49.0633010864258","-25.4416999816895",NA,NA,"MBM018222","MBM018222",NA,NA,"26287","12577",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"505","2020-12-21 16:29:10-03","MBM","MBM","196919","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"MBM196919",NA,NA,NA,"10137","12577",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"506","2020-12-21 16:29:10-03","MBM","MBM","196918","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Piraquara","Piraquara","-49.0633010864258","-25.4416999816895",NA,NA,"MBM196918",NA,NA,NA,"10015","12577",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"507","2020-12-21 16:29:10-03","MBM","MBM","385946","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Lozano, E.D.","2013",NA,NA,"Lozano, E.D.; Bochorny, T.; Luz, P.M.; Bochorny, T.; Luz, P.M.","2013","08","20","Brazil","Paraná","Tibagi","Salto Santa Rosa","-50.4136009216309","-24.5093994140625",NA,NA,"MBM385946","MBM385946",NA,NA,"1446","56988",NA,NA,NA,"Terrícola, 40 cm, flores laranja.; Campo rupestre.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"508","2020-12-21 16:29:10-03","MBM","MBM","24649","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Tijucas do Sul","Rincão","-49.1988983154297","-25.9281005859375",NA,NA,"MBM024649","MBM024649",NA,NA,"30995","25228",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"509","2020-12-21 16:29:10-03","MBM","MBM","290732","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","2003","10","23","Brazil","Mato Grosso do Sul","Ponta Porã","Rodovia Ponta Porã a Bela Vista, Fazenda Itamarati","-55.7256011962891","-22.5361003875732",NA,NA,"MBM290732","MBM290732",NA,NA,"76690","102608",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"510","2020-12-21 16:29:10-03","MBM","MBM","22126","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Pereira, E.",NA,NA,NA,"Brazil","Minas Gerais","Caeté","Caeté","-43.6697006225586","-19.8799991607666",NA,NA,"MBM022126","MBM022126",NA,NA,"2498","22051",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"511","2020-12-21 16:29:10-03","MBM","MBM","407075","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Barboza, E.","2016","11","16","Deconto, L.R.","2012","02","02","Brazil","Paraná","Candói","Fazenda Rodeio Velho 1, Monitoramento UHE Fundão - Santa Clara","-52.0558013916016","-25.5722007751465",NA,NA,"MBM407075",NA,NA,NA,"s.n.","42664",NA,NA,NA,"Campo sujo úmido.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"512","2020-12-21 16:29:10-03","MBM","MBM","7063","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Contenda","Rodovia do Xisto","-49.5346984863281","-25.6756000518799",NA,NA,"MBM007063","MBM007063",NA,NA,"18227","22732",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"513","2020-12-21 16:29:10-03","MBM","MBM","196921","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"MBM196921",NA,NA,NA,"6262","25180",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"514","2020-12-21 16:29:10-03","MBM","MBM","196923","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Dombrowski, L.T.",NA,NA,NA,"Brazil","Paraná","Curitiba","Capão da Imbuia","-49.2731018066406","-25.4277992248535",NA,NA,"MBM196923",NA,NA,NA,"5605","25180",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"515","2020-12-21 16:29:10-03","MBM","MBM","4735","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Tessmann, G.; Bomskev, H.; Bomskev, H.",NA,NA,NA,"Brazil","Paraná","Curitiba","Estrada Federal a Rio Negro, km 12","-49.2731018066406","-25.4277992248535",NA,NA,"MBM004735","MBM004735",NA,NA,"727","25180",NA,NA,NA,"=75191","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"516","2020-12-21 16:29:10-03","MBM","MBM","132246","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Hatschbach, G.",NA,NA,NA,"Budziak, C.; Cordeiro, J.; Cordeiro, J.",NA,NA,NA,"Brazil","Paraná","Curitiba","Recanto das Araucárias","-49.2731018066406","-25.4277992248535",NA,NA,"MBM132246","MBM132246",NA,NA,"34","25180",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"517","2020-12-21 16:29:10-03","MBM","MBM","196925","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Dombrowski, L.T.; et al.; et al.",NA,NA,NA,"Brazil","Paraná","Curitiba","Umbará","-49.2731018066406","-25.4277992248535",NA,NA,"MBM196925",NA,NA,NA,"11057","25180",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"518","2020-12-21 16:29:10-03","MBM","MBM","40087","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Lange, R.",NA,NA,NA,"Brazil","Paraná","Curitiba","Xaxim","-49.2731018066406","-25.4277992248535",NA,NA,"MBM040087","MBM040087",NA,NA,"1108","25180",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"519","2020-12-21 16:29:10-03","MBM","MBM","395931","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Barboza, E.","2015","02","12","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2013","12","11","Brazil","Paraná","Guarapuava","perto do posto da polícia rodoviária","-51.4580993652344","-25.395299911499",NA,NA,"MBM395931","MBM395931",NA,NA,"2099","53832",NA,NA,NA,"Caule e folhas verdes. Flores alaranjadas.; Floresta Ombrófila Mista. Em campo banhado.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"520","2020-12-21 16:29:10-03","MBM","MBM","395946","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Barboza, E.","2015","02","12","Engels, M.E.; Lozano, E.D.; Lozano, E.D.","2013","12","11","Brazil","Paraná","Guarapuava","Rodovia BR 277, próximo a Valtra tratores","-51.4580993652344","-25.395299911499",NA,NA,"MBM395946","MBM395946",NA,NA,"2115","53832",NA,NA,NA,"Caule e folhas verdes. Folhas discolores. Flores alaranjadas.; Floresta Ombrófila Mista. Em campo.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"521","2020-12-21 16:29:10-03","MBM","MBM","67971","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Oliveira, P.I.",NA,NA,NA,"Brazil","Paraná","Lapa","Volta Grande","-49.7158012390137","-25.7696990966797",NA,NA,"MBM067971","MBM067971",NA,NA,"194","49965",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"522","2020-12-21 16:29:10-03","MBM","MBM","18212","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","Piraquara","Banhado","-49.0633010864258","-25.4416999816895",NA,NA,"MBM018212","MBM018212",NA,NA,"26194","12577",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"523","2020-12-21 16:29:10-03","MBM","MBM","321129","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Tessmann, G.","1949","01","03","Brazil","Paraná","Piraquara","Ca. 22 km ao leste de Curitiba","-49.0633010864258","-25.4416999816895",NA,NA,"MBM321129","MBM321129",NA,NA,"s.n.","12577",NA,NA,NA,"Erva. Cálice verde. Tubo e corola carmim. Interior do tubo alaranjado. Pistilo carmim. Anterans e estigma amarelos.; Campo limpo. em lugares arenosos de quando em quando.","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"524","2020-12-21 16:29:10-03","MBM","MBM","356637","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Andrade, B.O.",NA,NA,NA,"Andrade, B.O.","2008","12","06","Brazil","Paraná","Ponta Grossa","Nascente do rio Tibagi","-50.1618995666504","-25.0949993133545",NA,NA,"MBM356637","MBM356637",NA,NA,"160","46557","1096","1096",NA,"Espécie arbustiva de flores vermelhas, Campos hidrófilos sobre Organossolo","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"525","2020-12-21 16:29:10-03","MBM","MBM","67975","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Hatschbach, G.",NA,NA,NA,"Brazil","Paraná","São José dos Pinhais","Colônia Muricy","-49.2064018249512","-25.5347003936768",NA,NA,"MBM067975","MBM067975",NA,NA,"41882","45291",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"526","2020-12-21 16:29:10-03","MBM","MBM","46670","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","Chautems, A.",NA,NA,NA,"Hatschbach, G.; Kummrow, R.; Kummrow, R.",NA,NA,NA,"Brazil","São Paulo","Barbosa","Rod. SP-425","-49.939998626709","-21.2600002288818",NA,NA,"MBM046670","MBM046670",NA,NA,"37122","14239",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"527","2020-12-21 16:29:12-03","MBM","MBM","169416","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chautems, A.",NA,NA,NA,"Hatschbach, G.; Silva, J.M.; Silva, J.M.",NA,NA,NA,"Brazil","Espírito Santo","Alfredo Chaves","São Bento de Urânia","-40.749698638916","-20.6350002288818",NA,NA,"MBM169416","MBM169416",NA,NA,"61154","32447",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"528","2020-12-21 16:29:12-03","MBM","MBM","167740","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chautems, A.",NA,NA,NA,"Hatschbach, G.; Cervi, A.C.; Silva, J.M.; Cervi, A.C.; Silva, J.M.",NA,NA,NA,"Brazil","Espírito Santo","São Mateus","Ligação da Rod. BR-101 - Ponta do Ipiranga","-39.8588981628418","-18.716100692749",NA,NA,"MBM167740","MBM167740",NA,NA,"58089","56510",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"529","2020-12-21 16:29:12-03","MBM","MBM","347382","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Cordeiro, J.","2008",NA,NA,"Silva, A.R.","2007","12","23","Brazil","Minas Gerais","Boa Esperança","Fazenda Caxambu (Estrada Boa esperança-Coqueiral, Km 15)","-45.5657997131348","-21.0900001525879",NA,NA,"MBM347382","MBM347382",NA,NA,"623","37175",NA,NA,NA,"Erva ereta à protrada, ca. 1m. Flores alaranjadas. heloófita em área alagada","auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"530","2020-12-21 16:29:12-03","MBM","MBM","392910","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler",NA,NA,NA,NA,"Fraga, C.N.; Forzza, R.C.; Fontana, A.P.; Goldenberg, R.; Kollmann, L.; Amorim,; Forzza, R.C.; Fontana, A.P.; Goldenberg, R.; Kollmann, L.; Amorim, A.M.","2009","04","07","Brazil","Espírito Santo","Castelo","Parque Estadual do Forno Grande, Trilha para o mirante","-41.0875","-20.519444","-41.0875","-20.519444","MBM392910","MBM392910",NA,NA,"2450",NA,"1100","1400",NA,"Erva ereta. Folhas verdes discolores. Flores com sépalas verdes e pétalas laranjas na face externa, amareladas internamente, estames brancos.; Floresta Ombrófila Densa Altomontana com inselbergues.",NA,NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"531","2020-12-21 16:29:12-03","MBM","MBM","285636","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chautems, A.",NA,NA,NA,"Hatschbach, G.; et al.; et al.","2003","06","12","Brazil","Bahia","Santa Luzia","Santa Luzia, arredores","-39.3342018127441","-15.4294004440308",NA,NA,"MBM285636","MBM285636",NA,NA,"75254","33804",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"532","2020-12-21 16:29:12-03","MBM","MBM","290733","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chautems, A.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","2003","10","13","Brazil","Mato Grosso do Sul","Miranda","Fazenda 23 de Março","-56.3782997131348","-20.2406005859375",NA,NA,"MBM290733","MBM290733",NA,NA,"76303","92112",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"533","2020-12-21 16:29:12-03","MBM","MBM","22104","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chautems, A.",NA,NA,NA,"Pereira, E.; et al.; et al.",NA,NA,NA,"Brazil","Minas Gerais","Santos Dumont","8km de Santos Dumont, rumo a Barbacena","-43.5525016784668","-21.4566993713379",NA,NA,"MBM022104","MBM022104",NA,NA,"2333","25699",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"534","2020-12-21 16:29:12-03","MBM","MBM","236336","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","Chautems, A.",NA,NA,NA,"Hatschbach, G.; Hatschbach, M.; Silva, J.M.; Hatschbach, M.; Silva, J.M.",NA,NA,NA,"Brazil","Espírito Santo","Alfredo Chaves","Estrada São Bento de Urânia a Alfredo Chaves","-40.749698638916","-20.6350002288818",NA,NA,"MBM236336","MBM236336",NA,NA,"69100","32447",NA,NA,NA,NA,"auto",NA,"Southern America",NA,NA,NA,NA,NA,NA,NA,NA
"535","2019-11-01 15:28:19-03","PUC-RIO","FCAB","1328","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","sceptrum","Sinningia sceptrum","(Mart.) Wiehler","A. Chautems","1990",NA,NA,"P.E. Leite S.J.","1948","04",NA,"Brasil","Rio de Janeiro","Nova Friburgo",NA,"-42.5311012268066","-22.2819004058838",NA,NA,"001328",NA,NA,"Angiospermae","s.n.","33190",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"536","2019-11-12 14:47:00-03","IFGoiano","IFRV","1115","PreservedSpecimen","Plantae","Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems","DR. ALAIN CHAUTENS",NA,NA,NA,"ANTONIO CARLOS PEREIRA DE MENEZES FILHO","2019","04","14","Brasil","Goiás","Rio Verde","ÁREA DE MATA DE GALERIA (BREJO)","-50.9281005859375","-17.7980995178223","-508855555.0","-177186111.0","IFRV00001012",NA,NA,NA,NA,"96378",NA,NA,NA,NA,"auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"537","2009-02-13 11:11:27-02","MNHN","RECOLNAT_MNHN_P","P00670570","PreservedSpecimen",NA,"Gesneriaceae","Gesneria","elatior","Gesneria elatior","Kunth","Kunth",NA,NA,NA,"Bonpland, A.J.A.|von Humboldt, F.W.H.A.",NA,NA,NA,"[Venezuela]",NA,NA,"Tumiriquiri, Cocollar [Nov. gen. sp. : Crescit locis umbrosis, temperatis montis Tumiriquiri (Nova Andalusia)]",NA,NA,NA,NA,"P00670570","P00670570_01",NA,NA,NA,NA,"600",NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00670570' target='other'> <mi>dwc_moreinfo</mi></a>",NA,"holotype",NA,"hb",NA,NA,NA,NA,"191",NA,NA
"538","2015-09-04 12:13:03-03","MNHN","RECOLNAT_MNHN_P","P03511921","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Balansa, B.","1876","3","1","Paraguay","Caaguazú",NA,"Caaguazu, dans les marais","-56.01791","-25.46311",NA,NA,"P03511921","P03511921_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511921' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"539","2015-09-04 12:13:03-03","MNHN","RECOLNAT_MNHN_P","P03511924","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Lleras, E.","1977","3","2","Brasil",NA,NA,"Mato Grosso. 6 km N of Fazienda Santa Catarina which is on the road S of Serra do Aguapei.",NA,NA,NA,NA,"P03511924","P03511924_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511924' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"3014",NA,NA
"540","2015-09-04 12:13:03-03","MNHN","RECOLNAT_MNHN_P","P03511928","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Ferreira",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,"P03511928","P03511928_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511928' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"541","2015-09-04 12:13:03-03","MNHN","RECOLNAT_MNHN_P","P03511929","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Ratter, J.A.|Ferreira, A.|Santos, R.R.|Fonseca, J.|Souza, R.","1968","5","7","Brasil","Mato Grosso",NA,"Córrego de Porco, 240 km N of Xavantina on Xavantina-São Felix Road.",NA,NA,NA,NA,"P03511929","P03511929_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511929' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"1334",NA,NA
"542","2015-09-04 12:13:03-03","MNHN","RECOLNAT_MNHN_P","P03511933","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Saint-Hilaire","1816","1","1","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P03511933","P03511933_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511933' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"2419",NA,NA
"543","2015-09-04 12:13:03-03","MNHN","RECOLNAT_MNHN_P","P03511936","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Poeppig",NA,NA,NA,"Peru",NA,NA,NA,NA,NA,NA,NA,"P03511936","P03511936_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03511936' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"1771",NA,NA
"544","2015-09-04 12:10:08-03","MNHN","RECOLNAT_MNHN_P","P03555627","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Glaziou, A.",NA,NA,NA,"Brasil","Rio de Janeiro",NA,NA,NA,NA,NA,NA,"P03555627","P03555627_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03555627' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"16223",NA,NA
"545","2015-09-04 12:10:08-03","MNHN","RECOLNAT_MNHN_P","P03555629","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Glaziou","1884","3","3","Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P03555629","P03555629_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03555629' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,NA,NA,NA
"546","2015-09-04 12:10:08-03","MNHN","RECOLNAT_MNHN_P","P03555630","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Glaziou, A.","1895","1","8","Brasil","Goiás",NA,"Serra dos Veadeiros, Cabeceiras do Rio Sta. Anna.",NA,NA,NA,NA,"P03555630","P03555630_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03555630' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"21834",NA,NA
"547","2015-09-04 12:10:08-03","MNHN","RECOLNAT_MNHN_P","P03555632","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Gaudichaud",NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,"P03555632","P03555632_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03555632' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"454",NA,NA
"548","2015-09-04 12:10:08-03","MNHN","RECOLNAT_MNHN_P","P03555634","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Gaudichaud, C.","1833","1","1","Brasil","Mato Grosso",NA,NA,NA,NA,NA,NA,"P03555634","P03555634_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03555634' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"38",NA,NA
"549","2015-09-04 12:10:08-03","MNHN","RECOLNAT_MNHN_P","P03555636","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Claussen",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P03555636","P03555636_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03555636' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"421",NA,NA
"550","2015-09-04 12:10:08-03","MNHN","RECOLNAT_MNHN_P","P03555637","PreservedSpecimen",NA,"Gesneriaceae","Sinningia","elatior","Sinningia elatior","(Kunth) Chautems",NA,NA,NA,NA,"Claussen",NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,"P03555637","P03555637_01",NA,NA,NA,NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p03555637' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,"hb",NA,NA,NA,NA,"426",NA,NA
