"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","year","month","day","country","stateProvince","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","barcode","imagecode","recordNumber","continentOcean","locality","preparationType","previousCatalogNumber","occurrenceRemarks","phylum","order","infraspecificEpithet","typeStatus","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","00864138","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"J. R. Swallen","1934","04","30","Brazil","Ceará",NA,NA,NA,NA,NA,NA,NA,"NY00864138","NY00864138_01","4416","South America","Baturité to Guaramirango","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954633' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1166597","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"R. Spruce","1949","11",NA,"Brazil","Pará",NA,"-54.740486","-2.449614",NA,NA,NA,NA,"NY01166597","NY01166597_01","s.n.","South America","In vicinibus Santarem","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400479' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1166602","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"S. Anumpção",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"NY01166602","NY01166602_01 NY01166602_02","31","South America",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400465' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1166593","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"T. C. Plowman","1980","03","17","Brazil","Pará","Tucuruí","-49.733333","-3.916667",NA,NA,"90","90","NY01166593","NY01166593_01","9697","South America","Breu Branco, km.40 south of Represa Tucuruí along highway BR 422.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400321' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","652694","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","L. B. Smith","R. A. Wasum","1989","03","04","Brazil","Rio Grande do Sul",NA,NA,NA,NA,NA,"700","700","NY00652694","NY00652694_01","s.n.","South America","Caxias do Sul - Conceiçao","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769013' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","652690","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","G. Davidse","G. Davidse","1976","03","11","Brazil","Santa Catarina",NA,NA,NA,NA,NA,"960","960","NY00652690","NY00652690_01","11132","South America","19 km SW of lages along Highway BR-116 to Pôrto Alegre","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768998' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1166592","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"G. Davidse","1980","04","05","Brazil","Pará","Marapanim","-47.65","-0.93",NA,NA,"50","50","NY01166592","NY01166592_01","17897","South America","Campo de Matapiquara, ca. 1 km east of Matipaquara, 73 km NNE of Castanhal by road","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400322' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","00864715","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"J. E. B. Warming",NA,NA,NA,"Brazil","Minas Gerais","Lagoa Santa","-43.8894","-19.6272",NA,NA,NA,NA,"NY00864715","NY00864715_01","s.n.","South America","Ad Lagoa Santa","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=957455' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","652681","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","E. L. Ekman","P. K. H. Dusén","1909","02","02","Brazil","Paraná",NA,"-49.769797","-25.530491",NA,NA,NA,NA,"NY00652681","NY00652681_01","7688","South America","Tamanduá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769009' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","652695","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","T. J. Killeen","T. J. Killeen","1986","01","27","Bolivia","Santa Cruz","José Miguel de Velasco","-61.5","-15.67",NA,NA,"390","390","NY00652695",NA,"1675","South America","5km E of Santa Rosa de la Roca","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769012' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","652686","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","J. R. Swallen","L. B. Smith","1957","02","08","Brazil","Santa Catarina","Caçador","-51.0147","-26.7756",NA,NA,"700","900","NY00652686","NY00652686_01","11034","South America","Mun. Caçador-Curitibanos. 17 km southeast of Caçador on the road to Lebon Regis (47 km)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769000' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1166600","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","P. L. Viana","E. L. S. da Silva","1986","08","01","Brazil","Roraima","Bonfim","-60.583333","-2.833333",NA,NA,NA,NA,"NY01166600","NY01166600_01","608","South America","Margem da estrada para o Cantá","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1401772' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","652678","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"W. D. Clayton","1965","02","04","Brazil","São Paulo","Angatuba","-48.28","-23.55",NA,NA,"700","700","NY00652678","NY00652678_01","4518","South America","Itapetininga to Angatuba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769018' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","00864740","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"L. Riedel",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,NA,"NY00864740","NY00864740_01","s.n.","South America","Brasilia","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=957457' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","652675","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"W. D. Clayton","1965","02","06","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY00652675","NY00652675_01","4538","South America","Estaçao Florestal de Paraguaçu Paulista. 6 km. N. of city","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769015' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","652679","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"W. D. Clayton","1965","02","08","Brazil","São Paulo",NA,"-50.6","-22.43",NA,NA,"480","480","NY00652679","NY00652679_01","4593","South America","4 km SW of Paraguaçu Paulista","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769019' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","652696","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","T. de S. Filgueiras","W. W. Thomas","1984","04","26","Venezuela","Amazonas","Mun. Río Negro","-66.13","0.83",NA,NA,"160","160","NY00652696",NA,"3278","South America","Along Río Marawinuma, 2-6 km E of Base Camp. Between base camp and Puerto Chimo camp","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768999' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","652684","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","G. Davidse","G. Davidse","1976","03","14","Brazil","Paraná",NA,NA,NA,NA,NA,"670","670","NY00652684","NY00652684_01","11261","South America","2 km E of Cascavel along Highway BR-277 to Curitiba","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768996' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","652683","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","S. A. Renvoize","R. Kummrow","1974","01","31","Brazil","Paraná","Matinhos","-48.5428","-25.8175",NA,NA,NA,NA,"NY00652683","NY00652683_01","254","South America","Caioba, Morro do Boi","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769008' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","00864114","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","F. O. Zuloaga","K. Mizoguchi","1978","03","11","Brazil","Mato Grosso do Sul","Dourados","-54.8056","-22.2211",NA,NA,"650","700","NY00864114","NY00864114_01","572","South America","Fazenda De Caranba, Estrada Maracaju 35 km. N from Dourados","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954639' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1166596","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"R. Spruce","1949","11",NA,"Brazil","Pará",NA,"-54.740486","-2.449614",NA,NA,NA,NA,"NY01166596","NY01166596_01","s.n.","South America","In vicinibus Santarem","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400318' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","652674","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"M. A. Chase","1924","11","18","Brazil","Pernambuco",NA,"-34.950715","-8.007784",NA,NA,"10","20","NY00652674","NY00652674_01","7729","South America","Dois Irmaos. Vicinity of Pernambuco (Recife)","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769014' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00864141","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","E. J. Judziewicz","N. A. Rosa","1978","12","15","Brazil","Maranhão","Olho d'Água das Cunhãs","-45.1197","-4.1392",NA,NA,NA,NA,"NY00864141","NY00864141_01","2991","South America","Margem do Rio Grajao,, km 285 da Rod. BR-316","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954647' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","652693","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","J. R. Swallen","L. B. Smith","1957","02","19","Brazil","Santa Catarina","Xanxerê","-52.4042","-26.8769",NA,NA,"500","600","NY00652693","NY00652693_01","11467","South America","8 km north of Abelardo Luz","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769006' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2016-09-29 18:42:00-03","NY","NYBG","652697","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana",NA,"F. O. Zuloaga","F. O. Zuloaga","1996","04","21","Argentina","Misiones","San Ignacio","-55.55","-27.27",NA,NA,"200","200","NY00652697",NA,"5687","South America","Parque Provincial Teyucuaré","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769011' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","652689","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","J. R. Swallen","L. B. Smith","1957","02","03","Brazil","Santa Catarina","Porto Uniao","-51.0781","-26.2383",NA,NA,"750","750","NY00652689","NY00652689_01","10712","South America","East of Valoes (Irineópolis) on the road to Canoinhas","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769003' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1166591","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"H. H. Rusby","1886","10",NA,"Brazil","Rondônia",NA,"-65.3465375","-10.7798649",NA,NA,NA,NA,"NY01166591","NY01166591_01","233","South America","Falls of Madeira","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400954' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","00864140","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","A. S. Hitchcock; M. A. Chase","W. J. Burchell","1827","02","03","Brazil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"NY00864140","NY00864140_01","4146","South America","About 1m. NW by N from the Tanque de Zunica as far as the Caveira Santa, in the level dry shrubby campos","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954642' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1166594","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"E. A. Goeldi",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"NY01166594","NY01166594_01","295","South America",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400320' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1166595","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"R. Spruce","1949","11",NA,"Brazil","Pará",NA,"-54.740486","-2.449614",NA,NA,NA,NA,"NY01166595","NY01166595_01","s.n.","South America","In vicinibus Santarem","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400319' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","00864112","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"M. A. Chase","1925","03","20","Brazil","Minas Gerais",NA,NA,NA,NA,NA,"900","1000","NY00864112",NA,"8943","South America","Acaba Mundo. Serra do Curral, Southeast of Bello Horizonte","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=954629' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1166598","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"G. A. Black",NA,NA,NA,"Brazil","Pará",NA,NA,NA,NA,NA,NA,NA,"NY01166598","NY01166598_01","47-1883","South America",NA,"sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400496' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","652685","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","G. Davidse","G. Davidse","1976","03","09","Brazil","Paraná",NA,NA,NA,NA,NA,"820","820","NY00652685","NY00652685_01","11020","South America","8 km NE of the Paraná-Santa Catarina border at the Rio Negro","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=768997' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-15 16:37:00-03","NY","NYBG","652691","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.","J. R. Swallen","L. B. Smith","1957","02","20","Brazil","Santa Catarina","Chapecó","-53.18","-26.37",NA,NA,"900","1000","NY00652691","NY00652691_01","11608","South America","Fazenda Campo Sao Vicente 24 west of Campo Erê. East of road fork","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=769004' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-15 16:37:00-03","NY","NYBG","1166601","PreservedSpecimen","Plantae","Poaceae","Panicum","millegrana","Panicum millegrana","Poir.",NA,"G. A. Black",NA,NA,NA,"Brazil","Rondônia",NA,NA,NA,NA,NA,NA,NA,"NY01166601","NY01166601_01","52-14754","South America","Territorio de Guaporé. Rio Guaporé, em direcao a Serra Conceicas, mata com seringueiras nativas.","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1400957' target='other'> <mi>dwc_moreinfo</mi></a>","Magnoliophyta","Poales",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
