"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","class","relatedCatalogItem","typeStatus","fieldNumber","individualCount"
"11","2021-03-15 16:37:00-03","NY","NYBG","684801","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","J. P. Lanna Sobrinho","834","1965","03","01","South America","Brazil","Rio de Janeiro","Rio Claro",NA,"-44.1356","-22.7233","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881112' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684801","NY00684801_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","684786","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","H. C. de Lima","H. C. de Lima","2645","1986","01","04","South America","Brazil","Rio de Janeiro","Mangaratiba","Estrada Rio Santos, entrada de Muriqui","-44.0406","-22.9597","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875210' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684786","NY00684786_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","684797","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","L. Riedel",NA,"1831","12",NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","Numbered [Coll. no.] 116 in USNH det. R. S. Cowan, 1959 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=879962' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684797","NY00684797_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","623363","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","H. C. de Lima","P. Clausen","5",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656061' target='other'> <mi>dwc_moreinfo</mi></a>","NY00623363","NY00623363_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","684792","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi",NA,"G. F. J. Pabst","7229","1964","12","25","South America","Brazil","Rio de Janeiro",NA,"Próximo Cachoeira da Macacú",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878195' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684792","NY00684792_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","623364","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","Schott","5898",NA,NA,NA,"South America","Brazil",NA,NA,"Brasilia",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656059' target='other'> <mi>dwc_moreinfo</mi></a>","NY00623364","NY00623364_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","684803","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","J. B. A. Guillemin","201","1839","12",NA,"South America","Brazil","Rio de Janeiro",NA,"Brasil Meridional. Jardim Bot.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881116' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684803","NY00684803_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","684805","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","H. C. de Lima","H. C. de Lima","1758","1982","05","30","South America","Brazil","Rio de Janeiro","Silva Jardim","Reserva Biológica de Poço das Antas, margens do Rio São João","-42.28333","-22.525","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881120' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684805","NY00684805_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","684788","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","L. Riedel","23","1823","01",NA,"South America","Brazil","Rio de Janeiro",NA,"In sylv. Mandiocca",NA,NA,"sheet","Dupl. 23 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=876978' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684788","NY00684788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","684787","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","H. E. Strang","477","1963","01","15","South America","Brazil","Rio de Janeiro",NA,"Guanabara, Gávea","-43.250118","-22.98261","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=875854' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684787","NY00684787_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1844049","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","M. C. Vianna","M. C. Vianna","1614","1983","07","01","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Lagoa, no final da Ladeira do Sacopã","-43.2075","-22.9031","separate fruit","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2135003' target='other'> <mi>dwc_moreinfo</mi></a>","NY01844049",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","02684731","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","B. M. Torke","R. D. Ribeiro","931","2007","07","18","South America","Brazil","Rio de Janeiro","Barra do Piraí","Fazenda Ponte Sita. Fragmento de Floresta Circuridado por pasto","-43.8255996704102","-22.4699993133545","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2951036' target='other'> <mi>dwc_moreinfo</mi></a>","NY02684731","NY02684731_01","27638","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","684791","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","P. Clausen","240","1842",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878191' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684791","NY00684791_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","684789","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","G. Edwall","1382","1918","12",NA,"South America","Brazil","São Paulo","Cubatao",NA,"-46.4197","-23.89","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=877362' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684789","NY00684789_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","684807","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","M. C. Vianna","M. C. Vianna","1614","1983","07","01","South America","Brazil","Rio de Janeiro","Rio de Janeiro","Lagoa, no final da Ladeira do Sacopã","-43.2075","-22.9031","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=881135' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684807","NY00684807_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","684793","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","P. Clausen","5","1842",NA,NA,"South America","Brazil","Rio de Janeiro",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878203' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684793","NY00684793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","625668","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","E. P. Heringer","10063","1964","12","22","South America","Brazil","Distrito Federal","Brasília","Coletado em Campo da Universidade de Brasília.","-47.9294","-15.7797","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=656060' target='other'> <mi>dwc_moreinfo</mi></a>","NY00625668","NY00625668_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","684795","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","R. S. Cowan","B. Maguire","44566","1959","12","09","South America","Brazil","São Paulo",NA,"11 miles from Caraguatatuba, Serra do Mar",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=878253' target='other'> <mi>dwc_moreinfo</mi></a>","NY00684795","NY00684795_01",NA,NA,"1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2020-11-13 09:19:57-03","UFRJ","RFA","26167","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","H. C. de Lima & L. F. G. da Silva","A. Quinet","28/64","2001","01","14",NA,"Brasil","Rio de Janeiro","Magé","Distrito Piabetá, Estrada do matão","-43.121667","-22.568889",NA,"Árvore, 10 m de altura, 22 cm de DAP, folha com folíolos discolor verde, flor com cálice e corola alvos, comum no local.","RFA40656",NA,NA,NA,"280","280","2001","05","30","43º7'18''W","22º34'8''S",NA,NA,NA,NA,NA
"30","2020-11-13 09:19:57-03","UFRJ","RFA","26934","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","H. C. de Lima & L. F. G. da Silva","A. Quinet","24/26","2000","08","01",NA,"Brasil","Rio de Janeiro","Nova Friburgo","5º distrito, Santa Luzia","-42.2925","-22.391667",NA,"Árvore, 7m de altura, 135cm de DAP, folha discolor verde, fruto verde, comum no local","RFA40651",NA,NA,NA,"540","540",NA,NA,NA,"42º17'33''W","22º23'30''S",NA,NA,NA,NA,NA
"31","2020-11-13 09:19:57-03","UFRJ","RFA","29540","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","H. C. de Lima & L. F. G. da Silva","F. B. Pereira","24/128","2001","11","18",NA,"Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice, Sítio de Mineiro, Fazenda dos Torres","-44.200833","-22.8575",NA,"Arbórea, 28 m de altura, 46 cm de DAP, fruto e folhas verdes, semente amarela, rara no local","RFA40655",NA,NA,NA,"564","564","2001","12","17","44º12'3''W","22º51'27''S",NA,NA,NA,NA,NA
"32","2020-11-13 09:19:57-03","UFRJ","RFA","29876","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","H. C. de Lima & L. F. G. da Silva","A. Quinet","35/138'","2001","12","29",NA,"Brasil","Rio de Janeiro","Magé","Distrito de Piabetá","-43.133889","-22.596111",NA,"Árvore, 9 m de altura, 15 cm de DAP, folha discolor verde, cálice e corola brancos, abundante na região","RFA40653",NA,NA,NA,"50","50","2002","04","08","43º8'2''W","22º35'46''S",NA,NA,NA,NA,NA
"33","2020-11-13 09:19:57-03","UFRJ","RFA","29961","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","H. C. de Lima & L. F. G. da Silva","F. B. Pereira","64/139","2002","01","09",NA,"Brasil","Rio de Janeiro","Rio Claro","Distrito de Lídice","-44.183056","-22.855556",NA,"Árborea, 18 m de altura, 58 cm de DAP, fruto branco, flor branca, rara no local","RFA40654",NA,NA,NA,"677","677","2002","04","08","44º10'59''W","22º51'20''S",NA,NA,NA,NA,NA
"34","2020-11-13 09:19:57-03","UFRJ","RFA","30172","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","H. C. de Lima & L. F. G. da Silva","Flavio Britto","65/141","2002","01","19",NA,"Brasil","Rio de Janeiro","Rio Claro","Distrito de Lidice","-44.2225","-22.8625",NA,"Arbórea, 16 m de altura, 70cm de DAP, raiz branca, fruto amarelo, comum no local","RFA40652",NA,NA,NA,"658","658","2002","04","08","44º13'21''W","22º51'45''S",NA,NA,NA,NA,NA
"35","2020-06-29 11:30:45-03","UFRJ","RFA","10427","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi",NA,"P. Occhioni","4505",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","Matas do Horto Florestal","-43.2075004577637","-22.9027996063232",NA,"Mata árvore de mais ou menos 20m, flores alvas","RFA10278",NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-04-08 17:42:06-03","EAO","IAN","139078","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Leguminosae-Pap.","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","Mansano, VF","Heringer, EP","10063","1964","12","22","Southern America","Brasil","Goiás",NA,"Coletado em Campo da Universidade de Brasília DF.",NA,NA,NA,NA,"IAN139078",NA,NA,NA,NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-01-20 14:40:30-03","UPM","MACK","2774","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Swartzia","langsdorfii","Swartzia langsdorfii","Raddi","A. G. Aguirre","M. G. J. Teixeira","6E","2011","08","18",NA,"Brasil","SP","Ilhabela","Cachoeira dos três tombos","-45.3499984741211","-23.7700004577637",NA,NA,NA,NA,"23719","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-02-08 09:14:54-03","NBC","NL-BOTANY","L.2027149","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi",NA,"Clausen J",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2027149 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2027149","NL-L2027149",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"39","2020-02-08 09:14:54-03","NBC","NL-BOTANY","L.2027150","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi",NA,"Claussen P",NA,"1840","08","01","Southern America","Brazil",NA,NA,"Minas geraes. Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2027150 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2027150","NL-L2027150",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"40","2020-02-08 09:14:54-03","NBC","NL-BOTANY","L.2027151","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi",NA,"Claussen P",NA,"1840","08","01","Southern America","Brazil",NA,NA,"Minas geraes. Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2027151 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2027151","NL-L2027151",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"41","2020-02-08 09:14:54-03","NBC","NL-BOTANY","U.1319705","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi",NA,"Unknown",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasil. Clanssen.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1319705 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1319705","NL-U1319705",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"42","2020-02-08 09:14:54-03","NBC","NL-BOTANY","WAG.1044824","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi",NA,"Souza Gorgonio A de",NA,"1988","01","01","Southern America","Brazil",NA,NA,"Bertioga, São Paulo.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1044824 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1044824","NL-WAG1044824",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"43","2020-02-08 09:14:54-03","NBC","NL-BOTANY","L.1064553","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi",NA,"Filho",NA,NA,NA,NA,"Southern America","Brazil","Rio de Janeiro",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.1064553 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L1064553","NL-L1064553",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae","RBw6262",NA,NA,NA
"44","2020-02-08 09:14:54-03","NBC","NL-BOTANY","L 0019326","PreservedSpecimen","Plantae",NA,"Fabales","Leguminosae-Pap.","Swartzia","langsdorffii","Swartzia langsdorffii","Raddi","Veerkamp FA","Sello F",NA,NA,NA,NA,"Southern America","Brazil",NA,NA,"Brasilia.",NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L%20%200019326 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L0019326","NL-L0019326",NA,NA,NA,NA,"1969","10","01",NA,NA,"Magnoliopsidae","908122383","isotype",NA,NA
"45","2020-11-04 11:10:58-03","ESALQ","ESA","104739","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Swartzia","langsdorffi","Swartzia langsdorffi",NA,NA,"Lima, R.A.F.","605.0","2008","03","11",NA,"Brasil","São Paulo","Bertioga",NA,"-46.138599395752","-23.8544006347656",NA,NA,"ESA104739","ESA104739","37616","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-11-04 11:10:58-03","ESALQ","ESA","1331","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Swartzia","langsdorfii","Swartzia langsdorfii","Raddi",NA,"Leitão Filho, H.F.",NA,"1968","01","05",NA,"Brasil","São Paulo","Campinas",NA,"-47.060001373291","-22.8999996185303",NA,NA,"ESA001331","ESA001331","23900","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-11-04 11:10:58-03","ESALQ","ESA","75374","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Fabaceae","Swartzia","langsdorfii","Swartzia langsdorfii","Raddi",NA,"Farah, F.T.","2324.0","2001","04","17",NA,"Brasil","São Paulo","Itanhaém",NA,"-46.7799987792969","-24.1800003051758",NA,NA,"ESA075374","ESA075374","26998","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
