"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","fieldNumber","individualCount","typeStatus","sex"
"190","2021-01-26 13:53:01-03","IMA","MAC","41656","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Chagas-Mota; J.W.A.Silva; K.E.D.Farias","3782","2009","05","23",NA,"Brasil","Usina Serra D'Água.",NA,"Epífita. Flor creme.; Mata Atlântica.","MAC0041656","MAC0041656","M.V.Meiado","Alagoas","Matriz do Camaragibe","-35.524631","-10.536969",NA,NA,"2018","05","14",NA,NA,NA,NA,"-35.524631","-10.536969",NA,NA,NA,NA
"191","2021-01-26 13:53:01-03","IMA","MAC","42376","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","J.W.A.Silva; D.S.Correia; N.Ramos","652","2009","08","01",NA,"Brasil","Serra D'água, Brejinho.",NA,"Rupícula. Estéril.; Mata Atlântica.","MAC0042376","MAC0042376","M.V.Meiado","Alagoas","Matriz do Camaragibe","-35.524631","-10.536969",NA,NA,"2018","05","14",NA,NA,NA,NA,"-35.524631","-10.536969",NA,NA,NA,NA
"192","2021-01-26 13:53:01-03","IMA","MAC","45985","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Chagas-Mota","7489","2010","01","31",NA,"Brasil","Serra do Gugi.",NA,"Epífita. Flores cremes.; Caatinga.","MAC0045985","MAC0045985 MAC0045985_1","M.J.Silva","Alagoas","Santana do Ipanema","-37.247433","-9.369956",NA,NA,"2012","06","01",NA,NA,NA,NA,"-37.247433","-9.369956",NA,NA,NA,NA
"193","2021-01-26 13:53:01-03","IMA","MAC","5461","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","R.F.Rocha","340","1981","09","30",NA,"Brasil",NA,NA,"Arbusto ca. 1 m de altura. Estéril.; Restinga.","MAC0005461","MAC0005461","M.V.Meiado","Alagoas","Piaçabuçu.","-36.436539","-10.406411",NA,NA,"2010","11","11",NA,NA,NA,NA,"-36.436539","-10.406411",NA,NA,NA,NA
"194","2020-11-18 11:39:57-03","UERJ","HRJ","11791","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","?","s.n.",NA,NA,NA,NA,"Brasil",NA,NA,NA,"HRJ00011741",NA,NA,"Rio de Janeiro","Campos do Goyta",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-02-09 10:12:24-03","UENF","HUENF","12097","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","D.R. Couto; H. Viana & Y. Maia","4726","2019","09","23",NA,"Brasil","Mata do Bom Jesus. Fragmento de Floresta Estacional Semidecidual.",NA,"Epífita no fuste, semi-heliófila. Cladódios verdes; flores verdes (externamente) e alvas internamente. Frequente.","HUENF00012920",NA,"D.R. Couto","Rio de Janeiro","Campos dos Goytacazes","-41.264722","-21.716389","18","18","2019","09","23",NA,NA,NA,NA,"41º15'53''W","21º42'59''S",NA,NA,NA,NA
"196","2021-02-25 10:11:43-03","CVRD","CVRD","15128","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Siqueira, G.S.","1012","2014","10","27","América do Sul","BRASIL",NA,NA,"perto do Herbario em cima dos pés de oiti, é com muitos coleoptero nas flores da espécies, Cyclocephala melanocephala (Fabricius, 1775) Det. J. S. Simplicios <ll>dwc_commonname:</ll> Cacto trepador","CVRD015128","CVRD015128","Geovane S. Siqueira","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2014","10","11","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"197","2021-02-25 10:11:43-03","CVRD","CVRD","4661","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Folli, D.A.","2050","1993","10","22","América do Sul","BRASIL","Erva semi epífita, próximo ao aceiro.",NA,"<ll>dwc_commonname:</ll> Cacto trepador","CVRD004661",NA,"Cardoso, W.C.","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2012","06","27","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"198","2021-02-25 10:11:43-03","CVRD","CVRD","6375","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Freitas, M.F.","274","1999","11","04","América do Sul","BRASIL","Final estrada",NA,"FLOR- seca, persistente no fruto <ll>dwc_commonname:</ll> Cacto trepador","CVRD006375","CVRD006375","Cardoso, W.C.","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2012","06","27","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"199","2021-02-25 10:11:43-03","CVRD","CVRD","5509","PreservedSpecimen","Plantae","Magnoliophyta","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Folli, D.A.","2813","1996","10","10","América do Sul","BRASIL","Próximo nativo jueirama",NA,"<ll>dwc_commonname:</ll> Cacto trepador","CVRD005509",NA,"Cardoso, W.C.","ES","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"2012","06","27","48094","auto","Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"200","2021-03-01 11:53:29-03","UFPE","UFP",NA,"PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Rocha, EA; Bezerra, E; Demétrio, KM","1536","2006","10","21",NA,"Brasil",NA,NA,"Epífita cerca de 2-3m de comprimento, 3 costelas, bastante ramificada. Material vegetativo. Rara no local.; Epífita cerca de 2-3m de comprimento, 3 costelas, bastante ramificada. Material vegetativo. Rara no local.",NA,NA,"Rocha, EA","Pernambuco","Caruaru","-37.250556","-8.537222","886","886","2006","10","26",NA,NA,NA,NA,"-37.250556","-8.537222",NA,NA,NA,NA
"201","2021-03-01 11:53:29-03","UFPE","UFP","45366","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Rocha, EA; Bezerra, E; Demétrio, KM","1536","2006","10","21",NA,"Brasil",NA,NA,"Epífita cerca de 2-3m de comprimento, 3 costelas, bastante ramificada. Material vegetativo. Rara no local.; Epífita cerca de 2-3m de comprimento, 3 costelas, bastante ramificada. Material vegetativo. Rara no local.","UFP045366",NA,"Rocha, EA","Pernambuco","Caruaru","-37.250556","-8.537222","886","886","2006","10","26",NA,NA,NA,NA,"-37.250556","-8.537222",NA,NA,NA,NA
"202","2021-03-01 11:53:29-03","UFPE","UFP","25072","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Baracho, GS; Siqueira-Filho, JA","844","1999","06","14",NA,"Brasil",NA,NA,"Indivíduo saxícola, decumbente, em pequena população, armado. Em frutificação. Frutos globososou subglobosos vermelhos na maturação, cobertos por espinhos. Polpa esbranquiçada, sementes diminutas e enegrecidas.; Indivíduo saxícola, dec","UFP025072",NA,"Meiado, MV","Pernambuco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-01 11:53:29-03","UFPE","UFP","61560","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Yoshida-Arns, K; Alves, M; Pinheiro, K; Cavalcanti, D; Jesus, B; Ribeiro, M","602","2010","03","16",NA,"Brasil",NA,NA,"Arbusto decumbente, flores brancas.; Arbusto decumbente, flores brancas.","UFP061560",NA,"Meiado, MV","Bahia","Santa Maria da Vitória","-44.268056","-13.262444",NA,NA,NA,NA,NA,NA,NA,NA,NA,"-44.268056","-13.262444",NA,NA,NA,NA
"204","2021-03-01 11:53:29-03","UFPE","UFP","82601","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) Ralf Bauer","Sobral-Leite, M","1371","2013","12","24",NA,"Brasil",NA,NA,"Fanerófito rupestre; formador de ilhas de vegetação com Clusia nemorosa (Clusiaceae) e Philodendron acutatum (Araceae) na face a barlavento do afloramento. Indivíduos em início de frutificação; frutos espinescentes verdes; maduros rubr","UFP082601",NA,"Sobral, LM","Pernambuco","Cabo de Santo Agostinho","-34.985556","-8.205833","51","51","2017","03","24",NA,NA,NA,NA,"-34.985556","-8.205833",NA,NA,NA,NA
"205","2020-09-12 05:00:02-03","US","US","764832","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(DC.) Werderm.","J. A. Shafer","135","1917","3","17","South America","Paraguay",NA,NA,NA,NA,NA,"Taylor, N. P.; Zappi, D. C.","Itapúa",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"206","2020-09-12 05:00:02-03","US","US","1199203","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(DC.) Werderm.","Collector unknown","s.n.","1924","11",NA,"South America - Neotropics","Bolivia",NA,NA,NA,NA,NA,"Taylor, N. P.; Zappi, D. C.","Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"207","2020-09-12 05:00:02-03","US","US","603245","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(DC.) Werderm.","C. L. Spegazzini","s.n.","1905",NA,NA,"South America","Argentina",NA,NA,NA,NA,NA,"Taylor, N. P.; Zappi, D. C.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"208","2020-09-12 05:00:02-03","US","US","762498","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(DC.) Werderm.","J. N. Rose & P. G. Russell","20272","1915","7","17","South America - Neotropics","Brazil",NA,NA,NA,"US00176563","US00176563_01","Taylor, N. P.; Zappi, D. C.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"209","2020-09-12 05:00:02-03","US","US","762535","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(DC.) Werderm.","J. N. Rose & P. G. Russell","20331","1915","7","20","South America - Neotropics","Brazil",NA,NA,NA,"US00365024","US00365024_01",NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"210","2020-09-12 05:00:02-03","US","US","762558","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(DC.) Werderm.","J. N. Rose & P. G. Russell","20377","1915","7","22","South America - Neotropics","Brazil",NA,NA,NA,"US00176561","US00176561_01","Taylor, N. P.; Zappi, D. C.","Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"211","2020-09-12 05:00:02-03","US","US","762171","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(DC.) Werderm.","J. N. Rose & P. G. Russell","19813","1915","6","8","South America - Neotropics","Brazil",NA,NA,NA,"US00176565","US00176565_01","Taylor, N. P.; Zappi, D. C.","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"212","2020-09-12 05:00:02-03","US","US","1069635","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(DC.) Werderm.","O. E. White","1477","1921","11","3","South America - Neotropics","Bolivia",NA,NA,NA,"US00176566",NA,"Taylor, N. P.; Zappi, D. C.",NA,NA,NA,NA,"275","275",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"213","2020-09-12 05:00:02-03","US","US","3045739","PreservedSpecimen","Plantae",NA,"Caryophyllales","Cactaceae","Selenicereus","setaceus","Selenicereus setaceus","(DC.) Werderm.","J. N. Rose & P. G. Russell","19984","1915","6","22","South America - Neotropics","Brazil",NA,NA,NA,"US00176619","US00176619_01","Taylor, N. P.","Bahia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,"1",NA,NA
"214","2020-09-02 16:22:36-03","Cenargen","CEN","93686","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Francisco Ferreira de Miranda Santos","543","2015","12","09",NA,"Brasil","Fazenda Guariba. Lat. 15.074.663 S e Long. 47.910.473 W","Exsicatas","Erva epífita ou rupícola. Substrato pedra, ou na matéria orgânica entre frondes de palmeiras. Doação Flora da Área de Influência Direta da Futura PCH Cocal (Água Fria - GO)","CEN00093686","CEN00093686","F. F. M. Santos","GO","AGUA FRIA DE GOIAS","-47.7841987609863","-14.9856004714966","703","703","2015","12",NA,"38359","auto",NA,NA,NA,NA,NA,"1",NA,NA
"215","2019-11-13 11:17:20-03","USP","SPF","111408","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Pirani, JR","3803","1996","04","04",NA,"Brasil",NA,NA,NA,"SPF00111408",NA,"Pirani, JR","Minas Gerais","Monjolos","-44.183333","-18.283333","550","550","2004",NA,NA,NA,NA,NA,NA,"-44.183333","-18.283333",NA,NA,NA,NA
"216","2019-11-13 11:17:20-03","USP","SPF","80894","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Harley, RM","25189","1988","10","19",NA,"Brasil",NA,NA,NA,"SPF00080894",NA,"Zappi, DC","Minas Gerais","Pedra Azul","-41.2","-16.133333","725","725","2009",NA,NA,NA,NA,NA,NA,"-41.2","-16.133333",NA,NA,NA,NA
"217","2019-11-13 11:17:20-03","USP","SPF","193507","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Calvente, AM","302","2007","02","01",NA,"Brasil","Reserva Biológica do Córrego do Veado",NA,NA,"SPF00193507",NA,"Calvente, AM","Espírito Santo","Pinheiros","-40.142194","-18.370833","113","113","2008",NA,NA,NA,NA,NA,NA,"-40.142194","-18.370833",NA,NA,NA,NA
"218","2019-11-13 11:17:20-03","USP","SPF","80895","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Harley, RM","25511","1988","11","06",NA,"Brasil",NA,NA,NA,"SPF00080895",NA,"Zappi, DC","Minas Gerais","Montes Claros","-43.916667","-16.633333","700","700","2009",NA,NA,NA,NA,NA,NA,"-43.916667","-16.633333",NA,NA,NA,NA
"219","2019-11-13 11:17:20-03","USP","SPF","80896","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Harley, RM","25548","1988","11","25",NA,"Brasil",NA,NA,NA,"SPF00080896",NA,"Zappi, DC","Bahia","Rio de Contas","-41.683333","-13.583333","620","620","2009",NA,NA,NA,NA,NA,NA,"-41.683333","-13.583333",NA,NA,NA,NA
"220","2019-11-13 11:17:20-03","USP","SPF","81021","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Zappi, DC","101","1989","05","25",NA,"Paraguai","8 Km N de la Cidade.",NA,NA,"SPF00081021",NA,"Zappi, DC",NA,NA,NA,NA,NA,NA,"2009",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2019-11-13 11:17:20-03","USP","SPF","187415","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Hatschbach, G","71506","2000","10","22",NA,"Brasil","Alto Caxixe.",NA,NA,"SPF00187415",NA,"Zappi, DC","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"2005",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"222","2019-11-13 11:17:20-03","USP","SPF","190297","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Hatschbach, G","71506","2000","10","22",NA,"Brasil","Alto Caxixe.",NA,NA,"SPF00190297",NA,"Zappi, DC","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"2005",NA,NA,"23588","auto",NA,NA,NA,NA,NA,NA,NA,NA
"223","2019-11-13 11:17:20-03","USP","SPF","168324","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck ex DC.) Ralf Bauer","Rollo, MAL","s.n.","1991","01","23",NA,"Brasil",NA,NA,NA,"SPF00168324",NA,"Zappi, DC","Minas Gerais","Pains","-45.6613998413086","-20.3705997467041",NA,NA,"2005",NA,NA,"18263","auto",NA,NA,NA,NA,NA,NA,NA,NA
"224","2019-10-07 09:18:39-03","UEFS","HUEFS","135098","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Silva-Lima, C.S.","102","2006","11","25",NA,"Brasil","Moriquito",NA,"Floresta Ombrófila","HUEFS0135098","HUEFS0135098 HUEFS0135098_01","M.Machado","Bahia","Pojuca","-38.3278007507324","-12.4306001663208",NA,NA,"2010","11",NA,"27760","auto","Caryophyllanae",NA,NA,NA,NA,NA,NA,NA
"225","2019-10-07 09:18:39-03","UEFS","HUEFS","107384","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Machado, M.","794","2006","02","25",NA,"Brasil","ca. 6.3km ao norte de Vitória da Conquista na BR-116 contados a partir do entroncamento com o anel viário (viaduto) na saída da cidade, daí 2.8km em estrada de terra em direção a oeste",NA,NA,"HUEFS0107384","HUEFS0107384",NA,"Bahia","Vitória da Conquista","-40.793889","-14.788889","900","900",NA,NA,NA,NA,NA,"Caryophyllanae",NA,"40W47'38''","14S47'20''",NA,NA,NA,NA
"226","2019-10-07 09:18:39-03","UEFS","HUEFS","120212","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Melo, E.","4651","2007","03","24",NA,"Brasil","Fazenda Chapada - propriedade José Morais",NA,NA,"HUEFS0120212","HUEFS0120212",NA,"Bahia","Feira de Santana","-39.083056","-12.255278","179","179",NA,NA,NA,NA,NA,"Caryophyllanae",NA,"39W4'59''","12S15'19''",NA,NA,NA,NA
"227","2019-10-07 09:18:39-03","UEFS","HUEFS","120317","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Melo, E.","4756","2007","05","05",NA,"Brasil","Fazenda Chapada",NA,"Floresta Estacional / Caatinga.","HUEFS0120317","HUEFS0120317",NA,"Bahia","Feira de Santana","-39.082778","-12.856111","179","179",NA,NA,NA,NA,NA,"Caryophyllanae",NA,"39W4'58''","12S51'22''",NA,NA,NA,NA
"228","2019-10-07 09:18:39-03","UEFS","HUEFS","179971","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Melo, E.","10782","2011","12","09",NA,"Brasil","Brejo Paraibano.",NA,NA,"HUEFS0179971","HUEFS0179971","M.Machado","Paraíba","Areia","-35.750556","-6.965556","645","645","2012",NA,NA,NA,NA,"Caryophyllanae",NA,"35W45'2''","6S57'56''",NA,NA,NA,NA
"229","2019-10-07 09:18:39-03","UEFS","HUEFS","250030","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","França, F.","6191","2017","11","18",NA,"Brasil","Fazenda Chapada, prox. BA-052, estrada do feijão.",NA,"Caatinga degradada.","HUEFS0250030",NA,NA,"Bahia","Feira de Santana","-39.096389","-12.258889","305","305",NA,NA,NA,NA,NA,"Caryophyllanae",NA,"39W5'47''","12S15'32''",NA,NA,NA,NA
"230","2019-10-07 09:18:39-03","UEFS","HUEFS","69714","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","van den Berg, C.","870","2001","11","25",NA,"Brasil","Maria Quitéria Maria Quitéria, Serra de São José",NA,"Mata de cipó da encosta da Serra.","HUEFS0069714","HUEFS0069714","M.V.Meiado","Bahia","Feira de Santana","-38.966667","-12.25",NA,NA,"2010","11",NA,NA,NA,"Caryophyllanae",NA,"38W58'","12S15'",NA,NA,NA,NA
"231","2019-10-07 09:18:39-03","UEFS","HUEFS","16607","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Neves, M.A.S.das","90","1994","01","18",NA,"Brasil",NA,NA,NA,"HUEFS0016607","HUEFS0016607","M.V.Meiado","Bahia","Candeal","-39.1192016601562","-11.8080997467041",NA,NA,"2010","11",NA,"27563","auto","Caryophyllanae",NA,NA,NA,NA,NA,NA,NA
"232","2019-10-07 09:18:39-03","UEFS","HUEFS","16779","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Queiroz, L.P.de","3865","1994","04","27",NA,"Brasil",NA,NA,NA,"HUEFS0016779","HUEFS0016779","M.V.Meiado","Bahia","Iaçu","-40.2117004394531","-12.7672004699707",NA,NA,"2010","11",NA,"50006","auto","Caryophyllanae",NA,NA,NA,NA,NA,NA,NA
"233","2019-10-07 09:18:39-03","UEFS","HUEFS","133124","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Hatschbach, G.","71506","2000","10","22",NA,"Brasil","Alto Caxixe.",NA,NA,"HUEFS0133124","HUEFS0133124 HUEFS0133124_01","D.Zappi","Espírito Santo","Castelo","-41.184700012207","-20.6035995483398",NA,NA,"2005",NA,NA,"23588","auto","Caryophyllanae",NA,NA,NA,NA,NA,NA,NA
"234","2019-10-07 09:18:39-03","UEFS","HUEFS","145230","PreservedSpecimen","Plantae","Angiospermae","Caryophyllales","Cactaceae","Hylocereus","setaceus","Hylocereus setaceus","(Salm-Dyck) R.Bauer","Silva-Lima, C.S.","102","2006","11","25",NA,"Brasil","Moriquito.",NA,"Floresta Ombrófila.","HUEFS0145230",NA,"M.Machado","Bahia","Pojuca","-38.3278007507324","-12.4306001663208",NA,NA,"2010","11",NA,"27760","auto","Caryophyllanae",NA,NA,NA,NA,NA,NA,NA
"235","2020-07-23 12:01:19-03","CEPLAC","CEPEC","48755","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus",NA,"U. Eggli","1194","1988","08","18",NA,"Brasil","2Km a W Ituacu, acima da gruta.",NA,NA,NA,NA,"M. V. Meiado","Bahia","ITUAÇÚ","-41.2966995239258","-13.8133001327515",NA,NA,NA,NA,NA,"36625","auto",NA,"28/02/1991",NA,NA,NA,NA,NA,NA
"236","2020-07-23 12:01:19-03","CEPLAC","CEPEC","46068","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus",NA,"R. M. Harley","25548","1988","11","25",NA,"Brasil","16Km da cidade Rio de Contas, na Rod. Para Jussiape.",NA,NA,NA,NA,"M. V. Meiado","Bahia","RIO DE CONTAS","-41.683333","-13.583333",NA,NA,NA,NA,NA,NA,NA,NA,"30/12/1989","41W41'","13S35'",NA,NA,"Isoneotipo",NA
"237","2020-07-23 12:01:19-03","CEPLAC","CEPEC","91063","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus",NA,"W. W. Thomas","12564","2001","10","23",NA,"Brasil","Serra do castanhão, 14.5Km ao S de Jequié BR-116 Rod. para (Churrascaria Corujão), depois 7.2Km a W.",NA,"<ll>dwc_commonname:</ll>",NA,NA,"M. V. Meiado","Bahia","JEQUIÉ","-40.183333","-13.933333",NA,NA,NA,NA,NA,NA,NA,NA,NA,"40W11'","13S56'",NA,NA,NA,NA
"238","2020-07-23 12:01:19-03","CEPLAC","CEPEC","96746","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus",NA,"P. Fiaschi","1647","2003","10","11",NA,"Brasil","Ca. 7,5Km da estrada Jussari/Palmira, ramal a esquerda. Acesso para a sede da Faz. Teimoso. RPPN Serra do Teimoso.",NA,NA,NA,NA,"M. V. Meiado","Bahia","JUSSARÍ","-39.528611","-15.158056",NA,NA,NA,NA,NA,NA,NA,NA,NA,"39W31'43","15S9'29",NA,NA,NA,NA
"239","2020-07-23 12:01:19-03","CEPLAC","CEPEC","50990","PreservedSpecimen","Plantae",NA,NA,"Cactaceae","Hylocereus","setaceus","Hylocereus setaceus",NA,"N. P. Taylor","1548","1996","01","05",NA,"Brasil","32Km de Contendas do Sincorá, estrada p/ Maracás.",NA,NA,NA,NA,"M. V. Meiado","Bahia","iramaia","-40.951099395752","-13.2855997085571",NA,NA,NA,NA,NA,"68663","auto",NA,"30/12/1991",NA,NA,NA,NA,NA,NA
