"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","class","relatedCatalogItem","dayIdentified","fieldNumber","individualCount","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","642175","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","W. Ganev","1419","1992","11","13","South America","Brazil","Bahia","Estrada Catolés-Abaíra, ca. 4 km de Catolés, entrada velha do engenho","-41.83","-13.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694731' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642175","NY00642175_01","K. Yamamoto","1000","1000","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","02796271","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","A. M. Amorim","914","1992","12","14","South America","Brazil","Bahia","Estrada Itacaré-taboquinhas, ca. de 6 km de Itacaré. Loteamento da marambaia","-39.026455","-14.310972","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=96948' target='other'> <mi>dwc_moreinfo</mi></a>","NY02796271",NA,"F. O. Silva",NA,NA,"Itacaré",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1128178","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","J. A. Ratter","R.139","1967","07","21","South America","Brazil","Mato Grosso","c. 1 km. E. of Xavantina","-52.33","-14.73","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128178","NY01128178_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","00972563","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","J. P. Lanna Sobrinho","1956","1971","10","29","South America","Brazil","Minas Gerais","Serra da Piedade","-43.675674","-19.822323","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1102990' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972563","NY00972563_01","K. Yamamoto",NA,NA,"Caeté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00972565","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","H. L. de M. Barreto","22834","1936","08","17","South America","Brazil","Minas Gerais","Serra do Cipó, km 143 estrada do Pilar.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972565","NY00972565_01",NA,NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","642171","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","A. C. Cervi","6146","1996","08","17","South America","Brazil","Paraná","Parque Estadual do Cerrado","-49.68","-24.23","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694726' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642171","NY00642171_01","E. P. dos Santos",NA,NA,"Jaguariaíva",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1128144","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","R. M. Harley","10578","1968","10","10","South America","Brazil","Mato Grosso","c. 6 km. due S. of base camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275624' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128144","NY01128144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1128010","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","L. O. Williams","7411","1945","08","10","South America","Brazil","Minas Gerais","Serra do Curral, south of Belo Horizonte",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274339' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128010","NY01128010_01","K. Yamamoto","1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1128185","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","J. A. Ratter","R.2152","1968","07","11","South America","Brazil","Mato Grosso","2 km E. of the Base Camp of the Expedition. (c. 270 km N. of Xavantina)","-51.87","-12.9","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275963' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128185","NY01128185_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1127979","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","A. B. Joly","4610","1973","10","20","South America","Brazil","Minas Gerais","Km 129 ao longo da rodovia Lagoa Santa - Conceição do Mato Dentro - Diamantina.","-43.7447","-19.5136","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1272476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01127979","NY01127979_01","K. Yamamoto",NA,NA,"Jaboticatubas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","642174","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","W. Ganev","2402","1993","11","03","South America","Brazil","Bahia","Mata do criminoso. Capao da mata, solo arenoso","-41.8","-13.33","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694730' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642174","NY00642174_01","K. Yamamoto","1000","1000","Abaíra",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1128146","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","R. M. Harley","10382","1968","10","01","South America","Brazil","Mato Grosso","R 3, c. 2 km S.E. of base camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275626' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128146","NY01128146_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1128024","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","P. Claussen","12","1841",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274355' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128024","NY01128024_01","K. Yamamoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1128142","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","G. C. G. Argent","6812","1968","08","31","South America","Brazil","Mato Grosso","Path to Camp 2, c 3 km E of Base Camp.","-51.77","-12.82","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275622' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128142","NY01128142_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","642170","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","R. M. Harley","25871","1988","11","03","South America","Brazil","Bahia","Pico das Almas. Vertente leste. Campo do Queiroz","-41.95","-13.53","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694727' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642170","NY00642170_01","C. H. L. Sastre","1500","1500","Rio de Contas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1128023","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","P. Claussen","64","1841",NA,NA,"South America","Brazil","Minas Gerais",NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1274354' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128023","NY01128023_01","K. Yamamoto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1181405","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","R. C. Forzza","4262","2006","09","20","South America","Brazil","Minas Gerais","Parque Estadual da Serra do Ibitipoca.","-43.7931","-21.8428","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1369935' target='other'> <mi>dwc_moreinfo</mi></a>","NY01181405","NY01181405_01","R. A. X. Borges","1100","1700","Lima Duarte",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","642173","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","W. Ganev","908","1992","08","18","South America","Brazil","Bahia","Abaixo da Serrs do Ray","-41.9","-13.3","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=694725' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642173","NY00642173_01","D. C. Zappi; E. Lucas","1600","1600","Piata",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","642172","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","J. S. Blanchet","3400","1841",NA,NA,"South America","Brazil","Bahia","Igreja Velha",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=29487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642172","NY00642172_01",NA,NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1128206","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","O. Handro","s.n.","1931","10","30","South America","Brazil","São Paulo","São Paulo, nativa no Parque do Estado e Jardim Botânico","-46.621883","-23.654505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276060' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128206","NY01128206_01","F. C. Hoehne",NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1128205","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","F. C. Hoehne","28383","1931","10","19","South America","Brazil","São Paulo","Jardim Botanico","-46.618358","-23.646109","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276053' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128205","NY01128205_01","F. C. Hoehne",NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","00972564","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","H. L. de M. Barreto","19252","1934","05","06","South America","Brazil","Minas Gerais","Serra da Piedade.","-43.675674","-19.822323","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103011' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972564","NY00972564_01",NA,NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1128173","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","C. F. P. von Martius","990",NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1275853' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128173","NY01128173_01",NA,NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00972565","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","H. L. de M. Barreto","22834","1936","08","17","South America","Brazil","Minas Gerais","Serra do Cipó, km 143 estrada do Pilar.",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1103025' target='other'> <mi>dwc_moreinfo</mi></a>","NY00972565","NY00972565_01",NA,NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","642172","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","J. S. Blanchet","3400","1841",NA,NA,"South America","Brazil","Bahia","Igreja Velha",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=29487' target='other'> <mi>dwc_moreinfo</mi></a>","NY00642172","NY00642172_01",NA,NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1128206","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","O. Handro","s.n.","1931","10","30","South America","Brazil","São Paulo","São Paulo, nativa no Parque do Estado e Jardim Botânico","-46.621883","-23.654505","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276060' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128206","NY01128206_01","F. C. Hoehne",NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1128205","PreservedSpecimen","Plantae","Magnoliophyta","Malpighiales","Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(A.St.-Hil.) Engl.","F. C. Hoehne","28383","1931","10","19","South America","Brazil","São Paulo","Jardim Botanico","-46.618358","-23.646109","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1276053' target='other'> <mi>dwc_moreinfo</mi></a>","NY01128205","NY01128205_01","F. C. Hoehne",NA,NA,NA,"persistens",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-01-28 13:11:27-03","MCN-PUC-MINAS","HPUC-MG","ANG109","S","Plantae",NA,NA,"Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata",NA,"Afonso, CG; Colombini, MAG; Gomes, JAS; Pereira, CE; Resende, LGM.; Henriques, LF.; Starling, MFV.",NA,"2008","07","01",NA,"Brasil","Minas Gerais","Mata PUC Minas","-43.937801361084","-19.9207992553711",NA,"Nº G15",NA,NA,"Martins, JC; Santos, RM.",NA,NA,"Belo Horizonte",NA,"17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-01-06 11:42:39-03","UFPI-MRV","HDELTA","4009","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","Carvalho, E.G.A.","28",NA,NA,NA,NA,"Brasil","Piauí","EMBRAPA","-41.7766990661621","-2.90472006797791",NA,NA,"HDELTA004009",NA,NA,NA,NA,"Parnaíba",NA,"25571","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-15 11:14:52-03","FUNED","FUNED-POL","4136","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata",NA,"Sandra Matoso",NA,NA,NA,NA,NA,"Brasil","MG","Brasilandia de Minas","-46.009444","-17.009722",NA,NA,"POL004136",NA,NA,NA,NA,NA,NA,NA,NA,"46W 00' 34","17S 00' 35",NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-15 11:14:52-03","FUNED","FUNED-POL","4137","PreservedSpecimen","Plantae",NA,NA,"Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata",NA,"Sandra Matoso",NA,NA,NA,NA,NA,"Brasil","MG","Brasilandia de Minas","-46.009444","-17.009722",NA,NA,"POL004137",NA,NA,NA,NA,NA,NA,NA,NA,"46W 00' 34","17S 00' 35",NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-30 12:46:16-03","EAO","IAN","145297","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","Argent, GCG; Richards, PW","6668","1968","08","17","Southern America","Brasil","Mato Grosso","R. 3. First interfluve c. 4 km N of Base Camp. In high cerrado.",NA,NA,NA,"Flowers rich yellow, strongly scented. Shrub c. 1m high.","IAN145297",NA,NA,NA,NA,"Xavantina",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-30 12:46:16-03","EAO","IAN","31246","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","Saint-Hilaire","s.n.",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN031246",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2021-03-30 12:46:16-03","EAO","IAN","41162","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata","(Mart. & Nees) Engl.","Glaziou, AFM","3920",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,NA,NA,NA,"IAN041162",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-03-30 12:46:16-03","EAO","IAN","14101","PreservedSpecimen","Plantae","Dicotiledônea",NA,"Ochnaceae","Ouratea","semiserrata","Ouratea semiserrata persistens","(Engler)","Magalhães, MG","3250","1942","08","02","Southern America","Brasil","Minas Gerais","Cerrado, Serra do Taguaril.","-43.937801361084","-19.9207992553711",NA,"Arbusto de 0,50m de altura; flores amarelas; pouco frequente. Pouco frequente.","IAN014101","IAN014101 IAN014101_e","Barreto, M",NA,NA,"Belo Horizonte","persistens","17082","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
