"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","phylum","order","continentOcean","preparationType","imagecode","coordinatePrecision","geoFlag","typeStatus","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","individualCount","class"
"1","2021-04-05 14:25:04-03","UNESC","CRI","14121","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez","Alexandre Medeiros","2018","08","30","Alexandre Medeiros","1056","2018","08","30","Brasil","Santa Catarina","Balneário Camboriú","Laranjeiras","-48.586111","-26.996389","48º35'10''W","26º59'47''S","Habitat: Terrestre","CRI012771",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","376565","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez","L. B. Smith",NA,NA,NA,"G. G. Hatschbach","24853","1970","09","29","Brazil","Paraná","Londrina","Leroville, Campo das Pedras","-51.1628","-23.3106",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213785' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376565","Magnoliophyta","Poales","South America","sheet","NY00376565_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","02448579","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez",NA,NA,NA,NA,"P. C. Hutchison",NA,"1983","07",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2635327' target='other'> <mi>dwc_moreinfo</mi></a>","NY02448579","Magnoliophyta","Poales","South America","sheet","NY02448579_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","02448578","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez",NA,NA,NA,NA,"P. C. Hutchison",NA,"1983","07",NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2635324' target='other'> <mi>dwc_moreinfo</mi></a>","NY02448578","Magnoliophyta","Poales","South America","sheet","NY02448578_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","376566","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez","L. B. Smith",NA,NA,NA,"G. G. Hatschbach","24853","1970","09","29","Brazil","Paraná","Londrina","Leroville, Campo das Pedras","-51.1628","-23.3106",NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=213786' target='other'> <mi>dwc_moreinfo</mi></a>","NY00376566","Magnoliophyta","Poales","South America","sheet","NY00376566_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2020-11-13 09:19:15-03","UFRJ","RFA","10840","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez","L.B. Smith","1971",NA,NA,"G.G. Hatschbach","24853","1970","09","29","Brasil","Paraná","Londrina","Lerroville, Campo das Pedras","-51.1627998352051","-23.3103008270264",NA,NA,"Flor amarela, formação compacta","RFA52147",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA,NA,NA,NA,NA
"7","2019-12-04 15:26:25-03","PUCPR","HUCP","21411","S","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez","Cordeiro, J",NA,NA,NA,"Xavier, C","002","2009","10","24","Brasil","Paraná","Paranaguá","Ilha do Mel","-48.5092010498047","-25.5200004577637",NA,NA,NA,NA,"Monocotiledonea",NA,NA,NA,NA,"24916","auto",NA,NA,NA,NA,NA,NA,NA
"8","2019-12-04 15:26:25-03","PUCPR","HUCP","21054","S","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez","Kersten, RA",NA,NA,NA,"Selusniaki, M","2885","2009","10","30","Brasil","Paraná","Piraquara","Morro do Canal","-49.0633010864258","-25.4416999816895",NA,NA,NA,"HUCP00004938","Monocotiledonea",NA,NA,NA,"HUCP00004938","12577","auto",NA,NA,NA,NA,NA,NA,NA
"9","2021-01-14 15:25:52-03","MN","R","46479","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez","Smith, L.B.","1951","09",NA,"Sellow, F.",NA,NA,NA,NA,"Brasil","Rio Grande do Sul",NA,NA,NA,NA,NA,NA,NA,"R010005693",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"10","2016-02-02 14:37:51-02","BGBM","B","B 10 0186500","S","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","Mez in C.DC.",NA,NA,NA,NA,"C. Gaudichaud","130",NA,NA,NA,"Brazil",NA,NA,NA,NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100186500 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100186500",NA,NA,"Middle and South America",NA,"B100186500",NA,NA,"isotype",NA,NA,NA,NA,NA,NA
"11","2016-02-02 14:37:51-02","BGBM","B","B 10 0186501","S","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","Mez in C.DC.",NA,NA,NA,NA,"C. Gaudichaud","130",NA,NA,NA,"Brazil",NA,NA,"Isla St. Catharina.",NA,NA,NA,NA,"Gaudichaud misit 1835 <a href=http://herbarium.bgbm.org/object/B100186501 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100186501",NA,NA,"Middle and South America",NA,"B100186501",NA,NA,"isotype",NA,NA,NA,NA,NA,NA
"12","2016-02-02 14:37:51-02","BGBM","B","B 10 0248907","S","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides var. rubra","Wittm.",NA,NA,NA,NA,"Schenck","619",NA,NA,NA,"Brazil",NA,NA,"Staat St. Catharina, bei Desterro.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100248907 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248907",NA,NA,"Middle and South America",NA,"B100248907",NA,NA,"isotype","var. rubra",NA,NA,NA,NA,NA
"13","2016-02-02 14:37:51-02","BGBM","B","B 10 0248907","S","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides var. rubra","Wittm.",NA,NA,NA,NA,"Schenck","619",NA,NA,NA,"Brazil",NA,NA,"Staat St. Catharina, bei Desterro.",NA,NA,NA,NA,"<a href=http://herbarium.bgbm.org/object/B100248907 target=other class=eLink> <mi>dwc_moreinfo</mi> </a>","B100248907",NA,NA,"Middle and South America",NA,"B100248907",NA,NA,"isotype","var. rubra",NA,NA,NA,NA,NA
"14","2021-04-07 11:41:58-03","UFMS","CGMS","65332","PreservedSpecimen","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez","A. Pott","2017","10","26","R.C. Oliveira; A. Pott; L.K. Reis; P.T.A. Ojeda; D.M. Pineda","22","2017","10","26","Brasil","Mato Grosso do Sul","Alcinópolis","Parque Estadual das Nascentes do Rio Taquari. Municipio de Costa Rica, fazenda 13 pontos.","-53.2130556","-17.9847222","-53,2130556","-17,9847222","Flor alaranjada. Habitat: Cerrado stricto sensu antropizado. Habito: Bromélia. 20 cm de altura.","CGMS1098293",NA,NA,NA,NA,NA,NA,NA,NA,NA,"853","853",NA,NA,NA
"15","2019-08-20 09:59:13-03","UNICAMP","UEC","60913","S","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez",NA,NA,NA,NA,"Britez, RM","24550","1986","11","02","Brazil","Paraná","Paranaguá","Ilha do Mel, Encantadas","-48.5092010498047","-25.5200004577637",NA,NA,"flor, Terrestre à beira da praia, próximo a rochas. Flores amarelas","UEC005099","Liliopsida",NA,NA,NA,"UEC005099","24916","auto",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-20 09:59:13-03","UNICAMP","UEC","138518","S","Plantae","Bromeliaceae","Dyckia","encholirioides","Dyckia encholirioides","(Gaudich.) Mez","Wanderley, MDGL","2003","04",NA,"Breier, TB; Breier, ACB","729","2002","12","07","Brazil","São Paulo","Cananéia","Parque Estadual da Ilha do Cardoso, próxima ao marco do tratado de tordesilhas, PEIC","-47.9199981689453","-25.0100002288818",NA,NA,"Vegetando no solo","UEC005104","Liliopsida",NA,NA,NA,"UEC005104","37574","auto",NA,NA,NA,NA,NA,NA,NA
