"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","decimalLongitude","decimalLatitude","imagecode","locality","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","fieldNumber","infraspecificEpithet","individualCount","sex"
"170","2021-04-07 11:45:15-03","UFMS","CGMS","47189","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","B.H.S. Ferreira; C.H. Simão;F. Macedo Alves; K.C.R. Arruda; N.F. Silva; T.F.C. Viana","17","2014","11","24",NA,"Brasil",NA,NA,"Flor ausente. Fruto em baga verde. Habitat: Floresta estacional. Solo com silte. Habito: Árvore. 22,00 m de altura.","CGMS1077155",NA,NA,"Nees","F. Macedo Alves","Mato Grosso do Sul","Aquidauana","-55.4997222","-20.4552778",NA,"Acampamento Batista. Distrito de Piraputanga.Floresta estacional atras do alojamento.","246","246",NA,"-55,4997222","-20,4552778","2014","11","24",NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-04-07 11:45:15-03","UFMS","CGMS","33799","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","G.A. Damasceno-Junior; I.H. Ishii; P.V. Gonçalves; M.S. Lima; W.R. Gonçalves Lima","2038","2000","11","03",NA,"Brasil",NA,NA,"Fruto verde com pedúnculo vermelho. Habitat: Mata decídua. Solo argiloso. Relevo plano. Morro. Habito: Árvore.10,00m de altura.","CGMS1063196",NA,NA,"Nees",NA,"Mato Grosso do Sul","Ladário","-57.5666667","-19.1875",NA,"Rancho do Sr. Buguinho e arredores, Fazenda São Marcelo.",NA,NA,NA,"-57,5666667","-19,1875",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-04-07 11:45:15-03","UFMS","CGMS","24343","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","A. Pott; V.J. Pott","13103","2006","08","20",NA,"Brasil",NA,NA,"Flor branca com centro amarelado. Habitat: Vegetação ripária em área de cerrado. Solo arenoso com afloramento de arenito. Vale em ondulado. Habito: Arbóreo, copa larga, 1,00 m de altura. Freqüente.","CGMS1053763",NA,NA,"Nees",NA,"Mato Grosso do Sul","Corguinho","-55.2641667","-22.8313889",NA,"Faz. Salto do Taboco, Cachoeira do rio Taboco, distrito de Taboco.","245","245",NA,"-55,2641667","-22,8313889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-04-07 11:45:15-03","UFMS","CGMS","6468","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","A. Amaral-Júnior; J.O. Mendonça; O. Dias","232","1998","10","15",NA,"Brasil",NA,NA,"Frutos verdes Pedúnculos avermelhados. Tronco de 0,80 a 1,00m de diâmetro. Habitat: Solo encharcado. Habito: Árvore. Cerca de 12,00m de altura.","CGMS1016583",NA,NA,"Nees",NA,"Mato Grosso do Sul","Anaurilândia","-52.6008333","-22.2052778",NA,"12Km de Anaurilândia.",NA,NA,NA,"-52,6008333","-22,2052778",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-04-07 11:45:15-03","UFMS","CGMS","17021","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","W.S. Fava; et al.","11","2006","08","05",NA,"Brasil",NA,NA,"Flor branca. Habitat: Mata ciliar. Habito: Árvore.","CGMS1046317",NA,NA,"Nees","F.Macedo-Alves","Mato Grosso do Sul","Aquidauana","-55.4883333","-20.4658333",NA,"Distrito de Piraputanga. Rio Aquidauana.",NA,NA,NA,"-55,4883333","-20,4658333","2009","07","09",NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-04-07 11:45:15-03","UFMS","CGMS","66307","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","F. Macedo Alves; Damasceno-Júnior, G.A., Spielmann, A.A., A. Pott e alunos do Curso de Botânica de Campo 2013","605","2013","10","05",NA,"Brasil",NA,NA,"Flores brancas a creme. Habitat: Mata Ciliar. Habito: Árvore cerca de 6m de altura.","CGMS1099268",NA,NA,"Nees","F. Macedo Alves","Mato Grosso do Sul","Corguinho","-55.0358333","-19.7963889",NA,"Estrada Taboco - Corguinho.","325","325",NA,"-55,0358333","-19,7963889","2013","10","05",NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-04-07 11:45:15-03","UFMS","CGMS","58042","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","L.M. Bergamo; B.B. Brandão; A.H.A. Souza","24","2015","11","11",NA,"Brasil",NA,NA,"Fruto com cápsula. Habitat: Floresta Estacional. Habito: Árvore.","CGMS1087980",NA,NA,"Nees","A.H.A. Souza; B.B. Brandão; L.M. Bergamo","Mato Grosso do Sul","Jateí","-53.7466666","-22.9008333",NA,"Parque Estadual das Várzeas do Rio Ivinhema.","238","238",NA,"-53,7466666","-22,9008333","2015","11","11",NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-04-07 11:45:15-03","UFMS","CGMS","46592","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","A. Pott","14492","2007","09","18",NA,"Brasil",NA,NA,"Flor branca. Habitat: Floresta ripária. Habito: Árvore. 6,00-12,00 m de altura.","CGMS1076561",NA,NA,"Nees","F. Macedo-Alves","Mato Grosso do Sul","Dois Irmãos do Buriti","-55.2","-20.65",NA,"Córrego Buriti.","200","200",NA,"-55,2","-20,65","2009","07","10",NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-04-07 11:45:15-03","UFMS","CGMS","40397","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","C.C.C. Encina; T.R.F. Sinani; G.A. Damasceno-Júnior","80","2013","10","03",NA,"Brasil",NA,NA,NA,"CGMS1070381",NA,NA,"Nees","D.O. Domingos","Mato Grosso do Sul","Rio Negro","-55.2202778","-19.2311111",NA,NA,"155","155",NA,"-55,2202778","-19,2311111","2016","05","19",NA,NA,NA,NA,NA,NA,NA,NA
"179","2021-04-07 11:45:15-03","UFMS","CGMS","14582","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","A. Pott; V.J. Pott; A.C.M. Cristaldo; O.A. Corsino Jr.","12338","2004","11","15",NA,"Brasil",NA,NA,"Flor ausente. Habitat: Vegetação secundária junto à pequeno curso d#?#água, em cerrado. Solo arenoso. Relevo vale em ondulado. Habito: Árvore. 5,00 m de altura. Esparsa.","CGMS1044064",NA,NA,"Nees","F. Macedo Alves","Goiás","Itajá","-51.5443992614746","-19.0674991607666",NA,"Córrego Enterrado, rodovia BR-483, 5 Km N da divisa MS/GO.",NA,NA,NA,NA,NA,"2007","03","25","85586","auto",NA,NA,NA,NA,NA,NA
"180","2021-04-07 11:45:15-03","UFMS","CGMS","49718","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","G. Hatschbach; A. Pott; V.J. Pott; E. Barbosa","63836","1995","10","14",NA,"Brasil",NA,NA,"Flor alva. Habitat: Orla da mata de galeria. Habito: Árvore. 8,00m de altura.","CGMS1079649",NA,NA,"Nees","H. van der Werff","Mato Grosso","Porto Estrela","-57.2275009155273","-15.3243999481201",NA,"Estação Ecológica Serra das Araras.",NA,NA,NA,NA,NA,"1996",NA,NA,"59745","auto",NA,NA,NA,NA,NA,NA
"181","2021-04-07 11:45:15-03","UFMS","CGMS","1932","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","M. do Carmo","8","1987","09","11",NA,"Brasil",NA,NA,"Flor alva. Habitat: Terrestre. Habito: Arbóreo.","CGMS1016584",NA,NA,"Nees","J.B. Baitello","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156",NA,"Distrito de Piraputanga.",NA,NA,NA,NA,NA,"1997","12","15","212961","auto",NA,NA,NA,NA,NA,NA
"182","2021-04-07 11:45:15-03","UFMS","CGMS","17448","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","V.R.B. Maria","683","2006","10","25",NA,"Brasil",NA,NA,NA,"CGMS1046746",NA,NA,"Nees","Flávio","Mato Grosso do Sul","Rio Negro","-54.9869003295898","-19.4493999481201",NA,"Microbacia do Córrego Café.",NA,NA,NA,NA,NA,NA,NA,NA,"35127","auto",NA,NA,NA,NA,NA,NA
"183","2021-04-07 11:45:15-03","UFMS","CGMS","17447","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","V.R.B. Maria","673","2006","10","24",NA,"Brasil",NA,NA,NA,"CGMS1046745",NA,NA,"Nees","Flávio","Mato Grosso do Sul","Rio Negro","-54.9869003295898","-19.4493999481201",NA,"Microbacia do Córrego Café.",NA,NA,NA,NA,NA,NA,NA,NA,"35127","auto",NA,NA,NA,NA,NA,NA
"184","2021-04-07 11:45:15-03","UFMS","CGMS","17449","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","V.R.B. Maria","704","2006","10","26",NA,"Brasil",NA,NA,NA,"CGMS1046747",NA,NA,"Nees","Flávio","Mato Grosso do Sul","Rio Negro","-54.9869003295898","-19.4493999481201",NA,"Microbacia do Córrego Café.",NA,NA,NA,NA,NA,NA,NA,NA,"35127","auto",NA,NA,NA,NA,NA,NA
"185","2021-04-07 11:45:15-03","UFMS","CGMS","7521","PreservedSpecimen","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","G.A. Damasceno-Junior; J. Nakajima; U.M. Resende; Equipe do Projeto da Aquarap","1547","1998","08","28",NA,"Brasil",NA,NA,"Flor creme. Habitat: Mata de galeria. Habito: Árvore. 5,00m de altura.","CGMS1016581",NA,NA,"Nees","F.M. Alves","Mato Grosso do Sul","Rochedo","-54.8925018310547","-19.9531002044678",NA,"Córrego a 7km de Rochedo e adjacências.",NA,NA,NA,NA,NA,"2005","07","18","51925","auto",NA,NA,NA,NA,NA,NA
"186","2021-03-01 16:32:27-03","UNICAMP","UEC","143976","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Fonseca, ML; Mendonça, RC; Oliveira, FCA; Pequeno, SA","5849","2005","08","31",NA,"Brazil",NA,NA,"Árvore heliófita, ca. 7,0 m altura e 0,12 m DAP. Folhas cartáceas; inflorescência amarelada; fruto imaturo cor verde; pedúnculo vermelho. Ocasional.; Solo areno/quartzoso. Relevo inclinado. &nf;Cerrado alto alterado/cerradão.","UEC095061","Magnoliopsida",NA,"Ness","Fonseca, ML","Goiás","Minaçu","-48.047306","-13.524861","UEC095061","Local da travessia da balsa.",NA,NA,NA,"-48.047306","-13.524861","2005","10",NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-01 16:32:27-03","UNICAMP","UEC","123027","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Ivanauskas, NM","4315","2000","06","03",NA,"Brazil",NA,NA,"Árvore de 12 m. Frutos imaturos verdes.; Floresta Ombrófila Aberta.","UEC095116","Magnoliopsida",NA,"Ness","Ivanauskas, NM","Mato Grosso","Gaúcha do Norte","-53.45","-13.166667","UEC095116","Propriedade de Alfredo Zingler.",NA,NA,NA,"-53.45","-13.166667","2000","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2021-03-01 16:32:27-03","UNICAMP","UEC","161056","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Stefani, EJF; Belinello, R; Galvão, JC","80","2010","05","29",NA,"Brazil",NA,NA,"Árvore com 7 m.; Mata atlântica.","UEC095077","Magnoliopsida",NA,"Ness","Barbosa, TDM","São Paulo","Caraguatatuba","-45.503889","-23.625833","UEC095077","Parque Estadual da Serra do Mar.","90","90",NA,"-45.503889","-23.625833","2010","12",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-01 16:32:27-03","UNICAMP","UEC","174308","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Damasceno Junior, GA; Velásquez, JS","2487","2002","02","17",NA,"Brazil",NA,NA,"Árvore. 10m de altura.; Bancada lateríca. Solo litólico. Relevo Plano.","UEC026082","Magnoliopsida",NA,"Ness",NA,"Mato Grosso do Sul","Ladário","-57.600083","-19.197472",NA,"Nascente do córrego da sede, Fazenda Paraíso, Morro Santa Cruz.","800","800",NA,"-57.600083","-19.197472",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-01 16:32:27-03","UNICAMP","UEC","181547","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Damasceno Junior, GA; Ishii, IH; Gonçalves, PV; Lima, MIS; Gonçalves, WR","2038","2000","11","03",NA,"Brazil",NA,NA,"Árvore 10m de alt. Fruto verde com pedúnculo vermelho; Mata decídua. Solo argiloso. Relevo plano. morro.","UEC026116","Magnoliopsida",NA,"Ness",NA,"Mato Grosso do Sul","Ladário","-57.581411","-19.187542",NA,"Rancho do Sr. Buguinho e arredores, Fazenda São Marcelo.",NA,NA,NA,"-57.581411","-19.187542",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-01 16:32:27-03","UNICAMP","UEC","28527","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Ratter, JA","R.3552","1976","09","05",NA,"Brazil",NA,NA,"Tree, 13 m tall, 35 cm in diam. at breast hight.&nf;Perianth cream.&nf;; In remnants of semideciduous fores in the valley of a stream.","UEC095124","Magnoliopsida",NA,"Ness","Moraes, PLR","Goiás",NA,NA,NA,"UEC095124","Near Goiás Velho.",NA,NA,NA,NA,NA,"2004","09","22",NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-01 16:32:27-03","UNICAMP","UEC","52942","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Sperber, CF","23276","1989","08","25",NA,"Brazil",NA,NA,"Mata.","UEC095084","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","São José do Rio Preto","-49.380556","-20.81","UEC095084","Jardim S. Deocleciano.",NA,NA,NA,"-49.380556","-20.81","1997","02","13",NA,NA,NA,NA,NA,NA,NA,NA
"193","2021-03-01 16:32:27-03","UNICAMP","UEC","52948","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Sperber, CF","23282","1989","10","03",NA,"Brazil",NA,NA,"Com frutos.; Mata semicaducifolia.","UEC095083","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","São José do Rio Preto","-49.380556","-20.81","UEC095083","Jd. S. Deocleciano.",NA,NA,NA,"-49.380556","-20.81","1997","02","13",NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-01 16:32:27-03","UNICAMP","UEC","65183","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Assis, MA","25312","1988","07","29",NA,"Brazil",NA,NA,"Árvore de 13,0 m, inflorescência verde claro.","UEC095092","Magnoliopsida",NA,"Ness","Baitello, JB","Mato Grosso do Sul",NA,NA,NA,"UEC095092","Rio Ivinhima, Fazenda Lagoa Encantada.",NA,NA,NA,NA,NA,"1997","05","13",NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-03-01 16:32:27-03","UNICAMP","UEC","74903","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Maestro, AL; Silveira, AM","02","1994","10","10",NA,"Brazil",NA,NA,"Árvore, 10 m alt.; pedúnculo e pecíolo vermelho, frutos verdes.; Mata ciliar perturbada.","UEC095130","Magnoliopsida",NA,"Ness","Nicolau, SA","São Paulo","Riolândia","-49.770556","-19.988056","UEC095130","5 km de Riolândia em direção a Cardoso.",NA,NA,NA,"-49.770556","-19.988056","1996","05","16",NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-01 16:32:27-03","UNICAMP","UEC","74904","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Maestro, AL; Silveira, AM","52","1994","10","10",NA,"Brazil",NA,NA,"Árvore, 16 m alt.; pedúnculo avermelhado; frutos imaturos verdes.; Mata mesófila semidecídua.","UEC095120","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","Paulo de Faria","-49.516667","-19.966667","UEC095120","Estação Ecológica de Paulo de Faria.",NA,NA,NA,"-49.516667","-19.966667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-01 16:32:27-03","UNICAMP","UEC","26403","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Heringer, EP; et al.","4764","1980","05","14",NA,"Brazil",NA,NA,"Árvore ca 12m, flores e botões florais amarelo esverdeado.; Cerradão","UEC138537","Magnoliopsida",NA,"Ness","Baitello, JB","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","UEC138537","área de inundação e de influência da Barragem do Rio São Bartolomeu",NA,NA,NA,NA,NA,"1989","02","18","70570","auto",NA,NA,NA,NA,NA,NA
"198","2021-03-01 16:32:27-03","UNICAMP","UEC","36311","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Heringer, EP; et al.","2185","1979","10","02",NA,"Brazil",NA,NA,"Árvore com 8m de altura; folhas coriácea e glabra; frutos de cor verde com cálice de cor vinho.","UEC138575","Magnoliopsida",NA,"Ness","Baitello, JB","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","UEC138575","Bacia do Rio Bartolomeu.",NA,NA,NA,NA,NA,"2006","01","13","70570","auto",NA,NA,NA,NA,NA,NA
"199","2021-03-01 16:32:27-03","UNICAMP","UEC","132225","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Heringer, EP","8288/482","1961","04","25",NA,"Brazil",NA,NA,"Brejo.","UEC095091","Magnoliopsida",NA,"Ness","Moraes, PLR","Distrito Federal","Brasília","-47.9296989440918","-15.7797002792358","UEC095091","Horto do Guará.",NA,NA,NA,NA,NA,"2004","09","22","70570","auto",NA,NA,NA,NA,NA,NA
"200","2021-03-01 16:32:27-03","UNICAMP","UEC","84905","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Rodrigues, RR; Ivanauskas, NM; Malamud, R","34","1994","07","20",NA,"Brazil",NA,NA,"Árvore ca, 8 m alt., flores brancas.; Mata mesófila semidecídua.","UEC095087","Magnoliopsida",NA,"Ness","Baitello, JB","Mato Grosso","Novo Horizonte do Norte","-57.3518981933594","-11.4132995605469","UEC095087","Mata Serrinha. Fazenda Rio Morto.",NA,NA,NA,NA,NA,"1997","05","13","36606","auto",NA,NA,NA,NA,NA,NA
"201","2021-03-01 16:32:27-03","UNICAMP","UEC","156636","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Árbocz, GF","816","1994","09","29",NA,"Brazil",NA,NA,"Árvore 15m altura, flores brancas.&nf;Floresce da agosto a novembro.","UEC008944","Magnoliopsida",NA,"Ness","Baitello, JB","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156","UEC008944","Distrito de Piraputanga, estrada para Comissão.",NA,NA,NA,NA,NA,"1995","03","03","212961","auto",NA,NA,NA,NA,NA,NA
"202","2021-03-01 16:32:27-03","UNICAMP","UEC","41824","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Hatschbach, G; Guimarães, O","24568","1970","08","11",NA,"Brazil",NA,NA,"Árvore 15 m, tronco 40 cm, flor creme.; Mata de galeria.","UEC095082","Magnoliopsida",NA,"Ness","Werff, H van der","Mato Grosso do Sul","Aquidauana","-55.7872009277344","-20.4710998535156","UEC095082","Piraputanga.",NA,NA,NA,NA,NA,"1985",NA,NA,"212961","auto",NA,NA,NA,NA,NA,NA
"203","2021-03-01 16:32:27-03","UNICAMP","UEC","82383","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Martins, FR","189","1985","11","05",NA,"Brazil",NA,NA,"Frutos verdes com cálice verde vinoso e eixos vinosos.; Cerrado Alto.","UEC095056","Magnoliopsida",NA,"Ness","Baitello, JB","Mato Grosso do Sul","Selvíria","-51.4188995361328","-20.3672008514404","UEC095056","Faz. do Sr. Cacildo Arantes.",NA,NA,NA,NA,NA,"1997","05","25","74358","auto",NA,NA,NA,NA,NA,NA
"204","2021-03-01 16:32:27-03","UNICAMP","UEC","48655","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Martins, FR","189","1985","11","05",NA,"Brazil",NA,NA,"Frutos verdes com cálice verde vinoso e eixos vinosos.; Cerrado Alto.","UEC095081","Magnoliopsida",NA,"Ness","Baitello, JB","Mato Grosso do Sul","Selvíria","-51.4188995361328","-20.3672008514404","UEC095081","Faz. do Sr. Cacildo Arantes.",NA,NA,NA,NA,NA,"1997","05","25","74358","auto",NA,NA,NA,NA,NA,NA
"205","2021-03-01 16:32:27-03","UNICAMP","UEC","59533","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Schiavini, I","172","1989","09","19",NA,"Brazil",NA,NA,"Árvore, c.c. 12,0 m altura, 65 cm circunferência. Flores creme.; Mata de Galeria.","UEC095132","Magnoliopsida",NA,"Ness","Moraes, PLR","Minas Gerais","Uberlândia","-48.2771987915039","-18.9186000823975","UEC095132","Mata de Galeria do Rio Panga.",NA,NA,NA,NA,NA,"2003","02","03","58223","auto",NA,NA,NA,NA,NA,NA
"206","2021-03-01 16:32:27-03","UNICAMP","UEC","25329","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Leitão Filho, HF","12945","1981","09","09",NA,"Brazil",NA,NA,"Árvore até 20 m, flores brancas, comum na área. &nf;Nativo em mata próximo à cidade.","UEC095085","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","Araçatuba","-50.4300003051758","-21.2000007629395","UEC095085",NA,NA,NA,NA,NA,NA,"1986","09","23","59490","auto",NA,NA,NA,NA,NA,NA
"207","2021-03-01 16:32:27-03","UNICAMP","UEC","72442","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Bernacci, LC; Belinello, R; Andrade, PRP; Camargo, O","894","1994","12","01",NA,"Brazil",NA,NA,"Árvore ca. 15 m alt.; caule acinzentado liso, frutos em maturação esverdeados pintalgados, cúpula avermelhadas.; Mata mesófila semidecídua, atingida por fogo.","UEC095122","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","Cardoso","-49.9099998474121","-20.0799999237061","UEC095122","Próximo à rodovia vicinal p/ Vila Alves, Fazenda São Paulo.",NA,NA,NA,NA,NA,NA,NA,NA,"22486","auto",NA,NA,NA,NA,NA,NA
"208","2021-03-01 16:32:27-03","UNICAMP","UEC","6014","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Leitão Filho, HF; Shepherd, GJ; Yamamoto, K","8168","1978","07","06",NA,"Brazil",NA,NA,"Árvore até 12 metros; flores brancas; frutos verdes com cúpula vermelha.&nf;Nativo em mata à beira da estrada.","UEC095126","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","Catanduva","-48.9700012207031","-21.1299991607666","UEC095126","Rodovia Washington Luis, km 397.",NA,NA,NA,NA,NA,"1986","09","23","18549","auto",NA,NA,NA,NA,NA,NA
"209","2021-03-01 16:32:27-03","UNICAMP","UEC","87870","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Pereira-Noronha, MR","1257","1995","08","03",NA,"Brazil",NA,NA,"Árvore ca. de 12 m alt.; flores brancas, pedúnculos vermelhos.; Mata alta, bem preservada.","UEC095075","Magnoliopsida",NA,"Ness","Alves, FM","São Paulo","Ilha Solteira","-51.3400001525879","-20.4300003051758","UEC095075","Fazenda Santa Izabel, antiga fazenda Lagoinha.",NA,NA,NA,NA,NA,"2009","08","06","31913","auto",NA,NA,NA,NA,NA,NA
"210","2021-03-01 16:32:27-03","UNICAMP","UEC","106729","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Hoehne, W","3696","1952","05","19",NA,"Brazil",NA,NA,"Árvore a beira do córrego. Frutos verdes pendentes com pedúnculo e cálice vermelhos.","UEC095118","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","Jales","-50.5400009155273","-20.2600002288818","UEC095118","Estação Ecológica de Paulo de Faria.",NA,NA,NA,NA,NA,"2000","02","18","16486","auto",NA,NA,NA,NA,NA,NA
"211","2021-03-01 16:32:27-03","UNICAMP","UEC","53119","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Debuccas","846","1985","09","22",NA,"Brazil",NA,NA,"Árvore nº 619 com flores.","UEC095057","Magnoliopsida",NA,"Ness","Moraes, PLR","São Paulo","José Bonifácio","-49.6800003051758","-21.0499992370605","UEC095057","Fazenda Santa Vitória.","500","500",NA,NA,NA,"2003","02","05","36198","auto",NA,NA,NA,NA,NA,NA
"212","2021-03-01 16:32:27-03","UNICAMP","UEC","82546","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Stranghetti, V","401","1994","10","11",NA,"Brazil",NA,NA,"Árvore, ca. 10 m, fruto imaturo, cálice avermelhado.","UEC095079","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","Paulo de Faria","-49.3800010681152","-20.0300006866455","UEC095079","Beira da mata, lado direito (Estação de coleta 1)",NA,NA,NA,NA,NA,"1997","05","13","29574","auto",NA,NA,NA,NA,NA,NA
"213","2021-03-01 16:32:27-03","UNICAMP","UEC","82547","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Stranghetti, V","209","1993","10","21",NA,"Brazil",NA,NA,"Árvore, ca. 10 m, fruto.","UEC095089","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","Paulo de Faria","-49.3800010681152","-20.0300006866455","UEC095089","Beira do córrego Paulo Alegre (Estação de coleta 1).",NA,NA,NA,NA,NA,"1997","05","13","29574","auto",NA,NA,NA,NA,NA,NA
"214","2021-03-01 16:32:27-03","UNICAMP","UEC","82502","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Stranghetti, V","381","1994","09","13",NA,"Brazil",NA,NA,"Árvore, ca. 10 m, flor branca.","UEC095078","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","Paulo de Faria","-49.3800010681152","-20.0300006866455","UEC095078","Beira do córrego Paulo Alegre (Estação de coleta 1).",NA,NA,NA,NA,NA,"1997","05","13","29574","auto",NA,NA,NA,NA,NA,NA
"215","2021-03-01 16:32:27-03","UNICAMP","UEC","82500","S","Plantae","Lauraceae","Nectandra","cissiflora","Nectandra cissiflora","Stranghetti, V","245","1993","11","23",NA,"Brazil",NA,NA,"Árvore, ca. 10 m, fruto.","UEC095128","Magnoliopsida",NA,"Ness","Baitello, JB","São Paulo","Paulo de Faria","-49.3800010681152","-20.0300006866455","UEC095128","Estação Ecológica Paulo de Faria.&nf;Beira da mata, lado direito.",NA,NA,NA,NA,NA,"1997","05","13","29574","auto",NA,NA,NA,NA,NA,NA
