"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","infraspecificEpithet","continentOcean","preparationType","coordinatePrecision","geoFlag","class","typeStatus","relatedCatalogItem","individualCount","fieldNumber","eventTime"
"1104","2020-10-14 10:05:40-03","FURB","FURB","13984","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","2010",NA,NA,"Verdi, M.; Klemz, G. & Torres, J.F.","2540","2009","08","10","Brasil","Santa Catarina","Lauro Muller","Rio Oratório/Cabo Aéreo.","-49.5","-28.3558333","-49.5000000","-28.3558333","341","341","Coleta Extra IFFSC (Arbórea) Habitat: Floresta Ombrófila Densa; Habito: árvore;","FURB40184","FURB40184",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1105","2020-10-14 10:05:40-03","FURB","FURB","13985","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Korte, A","2009","08","12","Korte, A.; Kruger, A.","28","2009","08","12","Brasil","Santa Catarina","Vidal Ramos",NA,"-49.32","-27.45","-49.3200000","-27.4500000","500","500","Florística IFFSC 383(Arbórea) Habitat: Floresta Ombrófila Densa; Habito: árvore; flor esverdeada","FURB40189","FURB40189",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1106","2020-10-14 10:05:40-03","FURB","FURB","14085","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Korte, A","2009","09","14","Korte, A.; Kruger, A.","68","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","-49.3200000","-27.4500000","761","761","Florística IFFSC 383 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore;","FURB40176","FURB40176",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1107","2020-10-14 10:05:40-03","FURB","FURB","14478","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Gasper, AL de","2009","09","16","Gasper, A.L. de; Cadorin, T.J. & Schmitt, J.","2374","2009","09","16","Brasil","Santa Catarina","Porto Belo",NA,"-48.6019444","-27.1494444","-48.6019444","-27.1494444","3","3","Florística IFFSC e8002a (Arbórea) Habitat: Floresta Ombrófila Densa de Terras Baixas; Estágio médio de regeneração Habito: árvore; Fruto verde;","FURB40209","FURB40209",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1108","2019-11-08 08:55:37-03","FURB","FURB","1477","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Sevegnani, L","2002","08","23","Pozzobon, M.",NA,"2001","11","17","Brasil","Santa Catarina","Blumenau","Parque Natural Municipal Nascentes do Garcia.","-49.0877777","-27.0566667","-49.0877777","-27.0566667","8","8",NA,"FURB40211","FURB40211",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1109","2020-10-14 10:05:40-03","FURB","FURB","15316","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Gasper, AL de","2009","11","01","Schmitt, J.L.; Cristofolini, C. & Caglioni, E.","424","2009","10","27","Brasil","Santa Catarina","Presidente Nereu","Braço do Salão - Fazenda Sabiá.","-49.2313889","-27.1813889","-49.2313889","-27.1813889","533","533","Florística IFFSC e518a (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; beira da estrada Habito: arbórea;","FURB40181","FURB40181",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1110","2020-10-14 10:05:40-03","FURB","FURB","15357","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","2010",NA,NA,"Verdi, M.; Klettenberg, D.H. & Klemz, G.","1451","2009","10","13","Brasil","Santa Catarina","Jacinto Machado","Morro São Cristovão.","-49.86","-28.89","-49.8600000","-28.8900000","380","380","Florística IFFSC 21 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore;","FURB40177","FURB40177",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1111","2020-10-14 10:05:40-03","FURB","FURB","15361","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Korte, A","2009","10","21","Korte, A.; Kniess, A.","617","2009","10","21","Brasil","Santa Catarina","Vidal Ramos","Águas Frias.","-49.4105556","-27.3605556","-49.4105556","-27.3605556","895","895","Florística IFFSC 422 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore;","FURB40178","FURB40178",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1112","2020-10-14 10:05:40-03","FURB","FURB","16154","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Korte, A","2009","11","05","Korte, A.; Kniess, A.","734","2009","11","05","Brasil","Santa Catarina","Leoberto Leal","Rio Feijão.","-49.2305556","-27.4502778","-49.2305556","-27.4502778","850","850","Florística IFFSC 384 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbórea;","FURB40179","FURB40179",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1113","2020-10-14 10:05:40-03","FURB","FURB","17855","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Korte, A","2009","11","25","Korte, A.; Kniess, A.","178","2009","11","25","Brasil","Santa Catarina","Alfredo Wagner","Alto Limeirinha.","-49.5005556","-27.6302778","-49.5005556","-27.6302778","642","642","Florística IFFSC 309 (Arbusto) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: arbustiva;","FURB40175","FURB40175",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1114","2020-10-14 10:05:40-03","FURB","FURB","17985","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","2011","02","24","Korte, A.; Kniess, A.","269","2009","09","22","Brasil","Santa Catarina","Vidal Ramos","Mina Bugre.","-49.32","-27.3597222","-49.3200000","-27.3597222","598","598","Florística IFFSC 423 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio a avançado; interior do fragmento Habito: arbórea;","FURB40192","FURB40192",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1115","2020-10-14 10:05:40-03","FURB","FURB","17986","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Sobral, M","2010","01","25","Verdi, M.; Klettenberg, D.H. & Klemz, G.","2092","2009","10","13","Brasil","Santa Catarina","Jacinto Machado","Morro São Cristovão.","-49.86","-28.89","-49.8600000","-28.8900000","380","380","Regeneração IFFSC 21 /O/22 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB40200","FURB40200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1116","2020-10-14 10:05:40-03","FURB","FURB","18929","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Oliveira, AA de","2010","01","25","Verdi, M.; Klettenberg, D.H. & Klemz, G.","3169","2009","11","23","Brasil","Santa Catarina","Morro Grande","Três Barras.","-49.77","-28.71","-49.7700000","-28.7100000","311","311","Florística IFFSC 37 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arvoreta;","FURB40185","FURB40185",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1117","2020-10-14 10:05:40-03","FURB","FURB","19001","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Verdi, M","2009","09","26","Verdi, M.; Tomazi, A.L. & Klemz, G.","2728","2009","09","26","Brasil","Santa Catarina","Jacinto Machado","Cará.","-49.8591667","-28.9794445","-49.8591667","-28.9794445","311","311","Fito IFFSC 15 /S/43 Habitat: Floresta Ombrófila Densa; Estágio Avançado Habito: árvore;","FURB40201","FURB40201",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1118","2020-10-14 10:05:40-03","FURB","FURB","19106","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Gasper, AL de","2010","01","25","Korte, A.; Kruger, A.","140","2009","09","14","Brasil","Santa Catarina","Vidal Ramos","Mulungu.","-49.32","-27.45","-49.3200000","-27.4500000","761","761","Fito IFFSC 383 /L/5 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB40199","FURB40199",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1119","2020-10-14 10:05:40-03","FURB","FURB","19968","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"Korte, A.; Kniess, A.","1658","2010","02","03","Brasil","Santa Catarina","Itaiópolis","Arroio das Pombas.","-49.9475","-26.5497222","-49.9475000","-26.5497222","747","747","Florística IFFSC 899 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arbórea;","FURB40169","FURB40169",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1120","2020-10-14 10:05:40-03","FURB","FURB","20137","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Stival-Santos, A","2010","01","27","Stival-Santos, A.; Legal, E. & Silveira, S.","1526","2010","01","27","Brasil","Santa Catarina","Angelina","Coqueiral.","-49.0497222","-27.54","-49.0497222","-27.5400000","835","835","Florística IFFSC 348 (Arvoreta) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Avançado; interior do fragmento Habito: arvoreta; Fruto roxo;","FURB40173","FURB40173",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1121","2020-10-14 10:05:40-03","FURB","FURB","20717","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Korte, A","2010","02","22","Korte, A.; Kniess, A.","1911","2010","02","22","Brasil","Santa Catarina","Rio do Campo","Anta Branca (Antigo Alto Rio do Oeste).","-50.2202778","-26.91","-50.2202778","-26.9100000","786","786","Florística IFFSC 681 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arvoreta; Fruto negro;","FURB40182","FURB40182",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1122","2020-10-14 10:05:40-03","FURB","FURB","21688","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.",NA,NA,NA,NA,"Verdi, M.; Klettenberg, D.H. & Klemz, G.","3677","2010","02","19","Brasil","Santa Catarina","Lauro Muller","Rio Oratório/Cabo Aereo.","-49.4997222","-28.35","-49.4997222","-28.3500000","449","449","Florística IFFSC 95 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore; Fruto preto;","FURB40183","FURB40183",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1123","2020-10-14 10:05:40-03","FURB","FURB","21931","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","2011","02","24","Schmitt, J.L.; Caglioni, E.; Andrade, S. & Cristofolini, C.","1554","2010","02","24","Brasil","Santa Catarina","Taió","Fazenda Tarumã.","-50.1294445","-27.0002778","-50.1294445","-27.0002778","812","812","Florística IFFSC e625b (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; entorno do fragmento Habito: arbórea; Fruto preto;","FURB40193","FURB40193",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1124","2020-10-14 10:05:40-03","FURB","FURB","24697","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Gasper, AL de","2010","05","10","Esemann-Quadros, K.",NA,"2010","05","04","Brasil","Santa Catarina","São Bento do Sul","Pátio da Tuper.","-49.345","-26.2275","-49.3450000","-26.2275000",NA,NA,NA,"FURB40187","FURB40187",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1125","2020-10-14 10:05:40-03","FURB","FURB","27209","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","2011","09","09","Korte, A.; Kniess, A.","3773","2010","06","23","Brasil","Santa Catarina","José Boiteux","Morro da Cruz.","-49.6783334","-26.9086111","-49.6783334","-26.9086111","652","652","Florística IFFSC 687 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Médio; interior do fragmento Habito: arbórea; flor botão floral","FURB40155","FURB40155",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1126","2020-10-14 10:05:40-03","FURB","FURB","27226","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Korte, A","2010","06","24","Korte, A.; Kniess, A.","3843","2010","06","24","Brasil","Santa Catarina","Vitor Meireles","Jacú-Paca.","-49.77","-26.8216667","-49.7700000","-26.8216667","701","701","Florística IFFSC 742 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta; flor botão floral","FURB40186","FURB40186",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1127","2020-10-14 10:05:40-03","FURB","FURB","27315","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","2012","11","29","Verdi, M.; Burkhardt, B. & Klemz, G.","5180","2010","07","06","Brasil","Santa Catarina","Anitápolis","Rio da Prata.","-49.14","-27.81","-49.1400000","-27.8100000","720","720","Florística IFFSC 251 (Arbórea) Habitat: Ecótono Floresta O. Densa e F.O. Mista; Estágio Médio; interior do fragmento Habito: arbórea; flor botão floral creme","FURB40154","FURB40154",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1128","2020-10-14 10:05:40-03","FURB","FURB","28240","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","2011","02","24","Dreveck, S.","2326","2010","07","13","Brasil","Santa Catarina","Rio dos Cedros","Rio Mergulhão.","-49.41","-26.55","-49.4100000","-26.5500000","914","914","Florística IFFSC 905 (Arbórea) Habitat: Floresta Ombrófila Densa Alto Montana; Estágio médio de regeneração; interior do fragmento Habito: arbórea; flor verde clara","FURB40198","FURB40198",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1129","2020-10-14 10:05:40-03","FURB","FURB","28640","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Verdi, M","2010","06","19","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5073","2010","06","17","Brasil","Santa Catarina","Alfredo Wagner","Alto Rio Lessa.","-49.2291667","-27.7211111","-49.2291667","-27.7211111","803","803","Florística IFFSC 281 (Arvoreta) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração; interior do fragmento Habito: arvoreta;","FURB40190","FURB40190",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1130","2020-10-14 10:05:40-03","FURB","FURB","30631","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","2011","01","19","Verdi, M.; Martins, E.M. & Veiga, O.N.","5566","2010","08","27","Brasil","Paraná","Guaratuba","Morro dos Perdidos / APA Estadual de Guaratuba.","-48.9666667","-25.8688889","-48.9666667","-25.8688889","954","954",NA,"FURB40197","FURB40197",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1131","2020-10-14 10:05:40-03","FURB","FURB","30699","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","2011","01","19","Verdi, M.; Caglioni, E. & Martins, E.M.","5321","2010","08","14","Brasil","Santa Catarina","Taió","Fazenda Tarumã I.","-50.1294445","-26.9994444","-50.1294445","-26.9994444","808","808",NA,"FURB40194","FURB40194",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1132","2020-10-14 10:05:40-03","FURB","FURB","30719","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Oliveira, AA de","2011","01","21","Verdi, M.; Martins, E.M. & Veiga, O.N.","5601","2010","08","31","Brasil","Paraná","Ponta Grossa","Arenitos / Parque Estadual de Vila Velha.","-50.0052778","-25.2536111","-50.0052778","-25.2536111","896","896",NA,"FURB40196","FURB40196",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1133","2020-10-14 10:05:40-03","FURB","FURB","30722","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Korte, A","2010","10","15","Korte, A.; Kniess, A.","4302","2010","09","15","Brasil","Santa Catarina","Taió","Gramado.","-50.2205556","-27.0002778","-50.2205556","-27.0002778","893","893","Florística IFFSC 624 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; Fruto com fruto;","FURB40191","FURB40191",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1134","2020-10-14 10:05:40-03","FURB","FURB","32850","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Oliveira, AA de","2011","03","11","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","4830","2010","05","30","Brasil","Santa Catarina","São Bonifácio","Rio Sete.","-49.0488889","-27.9891666","-49.0488889","-27.9891666","821","821","Fito IFFSC 196 /S/63 Habitat: Floresta Ombrófila Densa; Estágio Avançado; interior do fragmento Habito: arbórea; flor verde","FURB40180","FURB40180",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1135","2020-10-14 10:05:40-03","FURB","FURB","32866","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Verdi, M","2010","06","15","Verdi, M.; Souza, N.L. de; Klemz, G. & Klettenberg, D.H.","5004","2010","06","15","Brasil","Santa Catarina","São Martinho","Hoepers/Vargem do Cedro/Parque Estadual da Serra do Tabuleiro.","-48.87","-28.08","-48.8700000","-28.0800000","517","517","Fito IFFSC 173 /O/14 Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: árvore;","FURB40195","FURB40195",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1136","2019-11-08 08:55:37-03","FURB","FURB","3302","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Uhlmann, A","2005","05","18","Godoy, M.B.",NA,"2005","04","11","Brasil","Santa Catarina","Santa Terezinha","Craveiros.","-50.0383333","-26.6144444","-50.0383333","-26.6144444",NA,NA,"IFFSC / UA 43/L 04.","FURB40171","FURB40171",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1137","2020-10-14 10:05:40-03","FURB","FURB","36676","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Klemz, G","2011","10","24","Klemz, G.; Doerner, W.","43","2011","10","24","Brasil","Santa Catarina","Jaraguá do Sul","Ribeirão Manso.","-49.1508333","-26.3044444","-49.1508333","-26.3044444","640","640",NA,"FURB40159","FURB40159",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1138","2020-10-14 10:05:40-03","FURB","FURB","39947","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Cordeiro, J; Lozano, ED","2009",NA,NA,"Caxambu, M.G.","1525","2007","06","29","Brasil","Paraná","Campo Mourão","Parque Estadual Lago Azul.","-52.3252778","-24.1061111","-52.3252778","-24.1061111","605","605",NA,"FURB40153","FURB40153",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1139","2019-11-08 08:55:39-03","FURB","FURB","4011","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Uhlmann, A","2005","08","12","Pozzobon, M.",NA,"2004","06","01","Brasil","Santa Catarina","Indaial","PCH.","-49.2036111","-26.8833333","-49.2036111","-26.8833333","59","59",NA,"FURB40161","FURB40161",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1140","2020-10-14 10:05:40-03","FURB","FURB","42725","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Ramos, AE","2010","09",NA,"Ramos, A.E.; Reis, G.C. & Silva, M.R. da","2276","2010","09","15","Brasil","Distrito Federal","Brasília","Núcleo Rural Fazenda Larga. FL 76. Planaltina.","-47.4505556","-15.5361111","-47.4505556","-15.5361111","977","977","em mata perturbada pelo desvio de córrego do leito natural Habitat: mata de galeria seca Habito: árvore; Fruto verde;","FURB40150","FURB40150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1141","2020-10-14 10:05:40-03","FURB","FURB","4367","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Freitas, MF","1998",NA,NA,"Silva, J.M.; Rauscher, I.","884","1990","08","15","Brasil","Paraná","Ponta Grossa","Parque Estadual de Vila Velha.","-50.0011111","-25.2536111","-50.0011111","-25.2536111",NA,NA,NA,"FURB40205","FURB40205",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1142","2020-10-14 10:05:40-03","FURB","FURB","45330","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Pastório, FF","2014","10",NA,"Mayer, M.","494","2014","09","11","Brasil","Santa Catarina","Gaspar","Gasparinho - aos fundos da capela Santo Antonio.","-48.9602778","-26.9994444","-48.9602778","-26.9994444","92","92","Regeneração IFFSC 638 /S/227","FURB40149","FURB40149",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1143","2020-10-14 10:05:40-03","FURB","FURB","45455","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Oliveira, AA de","2015","01","14","Oliveira, A.A. de; Gasper, A.L. de & Pastório, F.F.","860","2015","01","14","Brasil","Santa Catarina","Timbé do Sul","Vila Belmiro.","-49.86","-28.8","-49.8600000","-28.8000000","360","360","Regeneração IFFSC 28 /O/130","FURB40148","FURB40148",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1144","2020-10-14 10:05:40-03","FURB","FURB","46176","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Funez, L.A.","2014","11","12","Funez, L.A.","3639","2014","11","12","Brasil","Santa Catarina","Araranguá","Lagoa azul.","-49.4233334","-28.9525","-49.4233334","-28.9525000","5","5",NA,"FURB40167","FURB40167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1145","2020-10-14 10:05:40-03","FURB","FURB","46679","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Seubert, RC","2014","08","21","Seubert, R.C.; Sampaio, D.K.; Hofschneider, E.; Rezini, J.A. & Gebien, W.","27","2014","08","21","Brasil","Santa Catarina","Indaial","Faxinal do Bepe - Parque Nacional da Serra do Itajaí.","-49.1936111","-27.1133333","-49.1936111","-27.1133333","747","747","Projeto Restaurar Habitat: Floresta Ombrófila Densa Montana; encosta Habito: arbórea;","FURB40164","FURB40164",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1146","2020-10-14 10:05:40-03","FURB","FURB","47076","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Funez, L.A.","2015","03","21","Funez, L.A.","4144","2015","03","21","Brasil","Santa Catarina","Palhoça","Guarda do Embaú.","-48.5880555","-27.9036111","-48.5880555","-27.9036111","36","36",NA,"FURB40165","FURB40165",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1147","2020-10-14 10:05:40-03","FURB","FURB","47878","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Selusniaki, M",NA,NA,NA,"Adenesky-Filho, E.","157","2011","12",NA,"Brasil","Paraná","Telêmaco Borba",NA,"-50.7069444","-24.1005556","-50.7069444","-24.1005556","520","520","Resgate de flora da UHE Mauá","FURB47878","FURB47878",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1148","2019-11-08 08:55:39-03","FURB","FURB","4944","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Souza, NL de","2006","11","29","Souza, N.L. de","157","2006","11","01","Brasil","Santa Catarina","Laurentino",NA,"-49.7388889","-27.1577778","-49.7388889","-27.1577778","556","556",NA,"FURB40204","FURB40204",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1149","2019-11-08 08:55:39-03","FURB","FURB","5852","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Grippa, CR","2006","06","15","Kalk, J.M.",NA,"2006","05","27","Brasil","Santa Catarina","Blumenau","FURB - Campus I.","-49.0791667","-26.9055556","-49.0791667","-26.9055556",NA,NA,NA,"FURB40210","FURB40210",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1150","2020-10-14 10:05:40-03","FURB","FURB","60415","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Farias, D.M.","2018","09","24","Kassner-Filho, A.; Santos, D.; Bollmann, G.; Althoff, L.F.","3145","2018","07","19","Brasil","Santa Catarina","São José",NA,"-48.6894444","-27.5402777","-48.6894444","-27.5402777",NA,NA,"flor castanho Habitat: interior da unidade amostral Habito: árvore","FURB60415","FURB60415",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1151","2020-10-14 10:05:40-03","FURB","FURB","63243","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Sobral, M.",NA,NA,NA,"Citadini-Zanette, V.","1482","1992","07","30","Brasil","Santa Catarina","Itapoá",NA,"-48.6025","-26.1175","-48.6025000","-26.1175000",NA,NA,NA,"FURB63243","FURB63243",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"1152","2019-11-08 08:55:39-03","FURB","FURB","7470","PreservedSpecimen","Plantae","Primulaceae","Myrsine","umbellata","Myrsine umbellata","Mart.","Gasper, AL de","2008","07","10","Zimmer, E.; Korte, A. & Silva, D.",NA,"2008","06","25","Brasil","Santa Catarina","Penha","Praia Vermelha.","-48.5947222","-26.8038889","-48.5947222","-26.8038889",NA,NA,NA,"FURB40206","FURB40206",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
