"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","coordinatePrecision","geoFlag","fieldNumber","individualCount","relatedCatalogItem"
"204","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","6659",NA,"Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"J. A. de Jesus; et al",NA,"Brasil",NA,NA,"Árvore de 15m X 40cm de diâmetro, flores amarelo claro, anteras quase pretas.","MBML006659","387","Bahia","Saída de Itiruçu",NA,NA,"(Nees) Rohwer","Pedro Moraes/22-05-2005","1969","05","19","Maracás","-40.4308013916016","-13.4411001205444",NA,NA,"MBML006659",NA,NA,NA,NA,NA,NA,NA,"50558","auto",NA,NA,NA
"205","2020-07-10 09:46:42-03","MBML","MBML-HERBARIO","43867",NA,"Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"A. M. V. de Carvalho; W. W. Thomas",NA,"Brasil",NA,NA,"Arbusto com ca 3m alt., flores cremes","MBML043867","3037","Bahia","Ca 8km na estrada Andarai/Mucuge. Mata semidecidual",NA,NA,"(Nees) Rohwer","P. Moraes/2010","1990","04","14","Andaraí","-41.3314018249512","-12.8072004318237",NA,NA,"MBML043867",NA,NA,NA,NA,NA,NA,NA,"58558","auto",NA,NA,NA
"206","2020-06-15 15:31:00-03","UNESP-RC","HRCB","60812","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Leitão Filho, H.F.",NA,"Brasil",NA,NA,"Árvore; 7-8 mtrs; flores amareladas; floresce em Set-Out. Flores andróginas com ovário glabro. Nativa.",NA,"931","São Paulo",NA,NA,NA,"(Nees) Rohwer","Moraes, P.","1969","09","10","Araraquara","-48.1699981689453","-21.7900009155273",NA,NA,NA,NA,NA,NA,"2013","08",NA,NA,"29178","auto",NA,NA,NA
"207","2020-06-15 15:31:00-03","UNESP-RC","HRCB","9045","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Torres de Assumpção",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Fazenda Barreiro Rico",NA,NA,"(Nees) Rohwer","Baitello, J.B.",NA,NA,NA,"Anhembi","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25656","auto",NA,NA,NA
"208","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57733","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Folli, D.A.",NA,"Brasil",NA,NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 12m, fuste 4m, cap fuste 28cm, diâmetro copa 5m. Botão branco, flor branca, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela fogo",NA,"6347","Espírito Santo","Propriedade Bitti",NA,NA,"(Nees) Rohwer","Folli, D.A.","2009","05","08","Montanha","-40.3633003234863","-18.1268997192383",NA,NA,NA,NA,"358460/ W","7991144/ S","2009","05","08",NA,"28642","auto",NA,NA,NA
"209","2020-06-15 15:30:59-03","UNESP-RC","HRCB","20118","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Pirani",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Ca. 2km N do trevo do acesso à cidade com a Rod. Marília - São José do Rio Preto (BR-153)",NA,NA,"(Mart. ex Nees) Rohwer","Baitello, J.B.",NA,NA,NA,"Promissão","-49.8499984741211","-21.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30472","auto",NA,NA,NA
"210","2020-06-15 15:30:59-03","UNESP-RC","HRCB","2430","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Cesar, O.",NA,"Brasil",NA,NA,"Árvore 12m de altura. DAP=7cm. Flores amareladas.",NA,"s/nº","São Paulo","Fazenda Barreiro Rico",NA,NA,"(Nees) Rohwer","Moraes, P.L.R.","1982","05","14","Anhembi","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,NA,NA,"1994","09","23",NA,"25656","auto",NA,NA,NA
"211","2020-06-15 15:30:59-03","UNESP-RC","HRCB","2465","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Cavassan",NA,"Brasil",NA,NA,NA,NA,"s/n","São Paulo","Reserva Florestal de Bauru",NA,NA,"(Mart. ex Nees) Rohwer","Moraes, P.L.R.",NA,NA,NA,"Bauru","-49.060001373291","-22.3099994659424",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29186","auto",NA,NA,NA
"212","2020-06-15 15:30:59-03","UNESP-RC","HRCB","20207","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Tamashiro",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Gruta das águas virtuosas",NA,NA,"(Nees) Rohwer","Baitello, J.B.",NA,NA,NA,"Taquaras","-49.377806","-23.390889",NA,NA,NA,NA,"49º22'40.1W","23º23'27.2S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-06-15 15:30:59-03","UNESP-RC","HRCB","18503","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Souza",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Fazenda Rocha",NA,NA,"(Mart. ex Nees) Rohwer",NA,NA,NA,NA,"Pindorama","-48.8925","-21.213889",NA,NA,NA,NA,"48º53'33W","21º12'50S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"214","2020-06-15 15:30:59-03","UNESP-RC","HRCB","54475","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Moraes, P.L.R. de",NA,"Brasil",NA,NA,"Árvore 4m. Flores brancas.",NA,"2639","Bahia",NA,NA,NA,"(Nees) Rohwer","Moraes, P.","2009","07","09","Morro do Chapéu","-40.861389","-11.670833","966","966",NA,NA,"40º51'41W","11º40'15S","2009","07",NA,NA,NA,NA,NA,NA,NA
"215","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55024","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Moraes, P.L.R. de",NA,"Brasil",NA,NA,"Árvore 3,5m. Flores brancas.",NA,"2669","Bahia","Fedegosos. Estrada para Miguel Calmon",NA,NA,"(Nees) Rohwer","Moraes, P.","2009","07","13","Morro do Chapéu","-41.155556","-11.545","869","869",NA,NA,"41º09'20W","11º32'42S","2009","07",NA,NA,NA,NA,NA,NA,NA
"216","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55025","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Moraes, P.L.R. de",NA,"Brasil",NA,NA,"Árvore 6m. Flores brancas.",NA,"2640","Bahia",NA,NA,NA,"(Nees) Rohwer","Moraes, P.","2009","07","09","Morro do Chapéu","-40.861389","-11.670833","966","966",NA,NA,"40º51'41W","11º40'15S","2009","07",NA,NA,NA,NA,NA,NA,NA
"217","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55026","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Moraes, P.L.R. de",NA,"Brasil",NA,NA,"Árvore 2,5m. Flores brancas.",NA,"2638","Bahia",NA,NA,NA,"(Nees) Rohwer","Moraes, P.","2009","07","09","Morro do Chapéu","-40.861389","-11.670833","966","966",NA,NA,"40º51'41W","11º40'15S","2009","07",NA,NA,NA,NA,NA,NA,NA
"218","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55027","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Moraes, P.L.R. de",NA,"Brasil",NA,NA,"Árvore 3m. Flores brancas.",NA,"2637","Bahia",NA,NA,NA,"(Nees) Rohwer","Moraes, P.","2009","07","09","Morro do Chapéu","-40.861667","-11.670833","965","965",NA,NA,"40º51'42W","11º40'15S","2009","07",NA,NA,NA,NA,NA,NA,NA
"219","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55028","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Moraes, P.L.R. de",NA,"Brasil",NA,NA,"Árvore 3m. Flores brancas.",NA,"2656","Bahia","Estrada para Bonito",NA,NA,"(Nees) Rohwer","Moraes, P.","2009","07","11","Morro do Chapéu","-41.194722","-11.808889",NA,NA,NA,NA,"41º11'41W","11º48'32S","2009","07",NA,NA,NA,NA,NA,NA,NA
"220","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55029","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Moraes, P.L.R. de",NA,"Brasil",NA,NA,"Árvore 3m. Flores brancas.",NA,"2677","Bahia","Fedegosos. Estrada para Miguel Calmon",NA,NA,"(Nees) Rohwer","Moraes, P.","2009","07","13","Morro do Chapéu","-40.851389","-11.463056",NA,NA,NA,NA,"40º51'05W","11º27'47S","2009","07",NA,NA,NA,NA,NA,NA,NA
"221","2020-06-15 15:31:00-03","UNESP-RC","HRCB","55023","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Moraes, P.L.R. de",NA,"Brasil",NA,NA,"Árvore 2,5m. Flores brancas.",NA,"2672","Bahia","Fedegosos. Estrada para Miguel Calmon",NA,NA,"(Nees) Rohwer","Moraes, P.","2009","07","13","Morro do Chapéu","-40.808889","-11.370833","901","901",NA,NA,"40º48'32W","11º22'15S","2009","07",NA,NA,NA,NA,NA,NA,NA
"222","2020-06-15 15:31:00-03","UNESP-RC","HRCB","71803","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Sabino",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Parque Estadual de Porto Ferreira",NA,NA,"(Nees) Rohwer","Moraes, P.",NA,NA,NA,"Porto Ferreira","-47.416667","-21.816667",NA,NA,NA,NA,"47°25'0.0006W","21°49'0.0006S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2020-06-15 15:31:00-03","UNESP-RC","HRCB","9041","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Magalhães",NA,"Brasil",NA,NA,"<ll>dwc_commonname:</ll> Canelão",NA,NA,"São Paulo","Fazenda Barreiro Rico",NA,NA,"(Nees) Rohwer","Baitello, J.B.",NA,NA,NA,"Anhembi","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25656","auto",NA,NA,NA
"224","2020-06-15 15:30:59-03","UNESP-RC","HRCB","2429","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Cesar",NA,"Brasil",NA,NA,NA,NA,"s/n","São Paulo","Fazenda Barreiro Rico",NA,NA,"(Nees) Rohwer","Baitello, J.B.",NA,NA,NA,"Anhembi","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25656","auto",NA,NA,NA
"225","2020-06-15 15:30:59-03","UNESP-RC","HRCB","2319","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Cesar",NA,"Brasil",NA,NA,NA,NA,"s/n","São Paulo","Fazenda Barreiro Rico",NA,NA,"(Mart. ex Nees) Rohwer","Baitello, J.B.",NA,NA,NA,"Anhembi","-48.1199989318848","-22.7800006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"25656","auto",NA,NA,NA
"226","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57737","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Folli, D.A.",NA,"Brasil",NA,NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 10m, fuste 5m, cap fuste 61cm, diâmetro copa 4m. Botão branco, flor branca, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela fogo",NA,"4815","Espírito Santo","Reserva Natural Vale",NA,NA,"(Nees) Rohwer","Folli, D.A.","2004","04","06","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"2004","04","06",NA,"48094","auto",NA,NA,NA
"227","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57736","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Siqueira, G.S.",NA,"Brasil",NA,NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 13m, fuste 6m, cap fuste 68cm, diâmetro copa 6m. Fruto imaturo verde, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela fogo",NA,"105","Espírito Santo","Reserva Natural Vale",NA,NA,"(Nees) Rohwer","Folli, D.A.","2004","09","20","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"2004","09","20",NA,"48094","auto",NA,NA,NA
"228","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57735","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Flores, T.B.",NA,"Brasil",NA,NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 12m. Fruto imaturo verde, seiva incolor, descamação ausente. <ll>dwc_commonname:</ll> canela fogo",NA,"225","Espírito Santo","Reserva Natural Vale",NA,NA,"(Nees) Rohwer","Folli, D.A.","2009","08","27","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"2009","08","27",NA,"48094","auto",NA,NA,NA
"229","2020-06-15 15:31:00-03","UNESP-RC","HRCB","57734","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Spada, J.",NA,"Brasil",NA,NA,"Arbóreo, terrestre, fuste cilíndrico, casca áspera, altura total 15m, fuste 10m, cap fuste 24cm, diâmetro copa 5m, nº seq. Matriz 1. Botão verde claro, flor branca, seiva rosa, descamação ausente. <ll>dwc_commonname:</ll> canela fogo",NA,"73","Espírito Santo","Reserva Natural Vale",NA,NA,"(Nees) Rohwer","van der Werff, H.","1978","03","28","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"1990","11","13",NA,"48094","auto",NA,NA,NA
"230","2020-06-15 15:30:59-03","UNESP-RC","HRCB","20117","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Pirani",NA,"Brasil",NA,NA,NA,NA,NA,"São Paulo","Reserva Florestal Aroeira",NA,NA,"(Nees) Rohwer",NA,NA,NA,NA,"Promissão","-49.8499984741211","-21.5300006866455",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"30472","auto",NA,NA,NA
"231","2017-11-24 14:11:12-02","UFLA","ESAL","19305","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Machado, ELM",NA,"Brasil",NA,NA,"árvore; ; ;; floresta",NA,"s.n.","Minas Gerais","Distrito de Macaia, Mata dos Botelhos",NA,NA,"(Nees) Rohwer","Ary Teixeira de Oliveira - Filho",NA,NA,NA,"Bom Sucesso","-44.7580986022949","-21.0331001281738",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22016","auto",NA,NA,NA
"232","2017-11-24 14:11:12-02","UFLA","ESAL","16537","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Rodrigues, LA; et al.",NA,"Brasil",NA,NA,"árvore; 10m; ;; floresta",NA,"348","Minas Gerais","Mata do Galego",NA,NA,"(Nees) Rohwer",NA,NA,NA,NA,"Luminárias","-44.9033012390137","-21.511100769043",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19291","auto",NA,NA,NA
"233","2017-11-24 14:11:12-02","UFLA","ESAL","25104","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Augusto Gabriel",NA,"Brasil",NA,NA,"; ; ;; floresta",NA,"s.n.","São Paulo","Bosque Rangel Pietraróia",NA,NA,"(Nees) Rohwer",NA,NA,NA,NA,"Marília","-49.939998626709","-22.2099990844727",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"38865","auto",NA,NA,NA
"234","2018-10-09 16:31:36-03","UFLA","ESAL","18272","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Castro, GC",NA,"Brasil",NA,NA,"árvore; ; ;; floresta",NA,"52","Minas Gerais","Sistema corredor/fragmento",NA,NA,"(Nees) Rohwer","Van den Berg, E; Oliveira- Filho, A T",NA,NA,NA,"Lavras","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"235","2018-10-09 16:31:36-03","UFLA","ESAL","18273","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Castro, GC",NA,"Brasil",NA,NA,"árvore; ; ;; floresta",NA,"53","Minas Gerais","Sistema corredor/fragmento",NA,NA,"(Nees) Rohwer","Ary T.O.Filho",NA,NA,NA,"Lavras","-44.999444","-21.245278",NA,NA,NA,NA,"-44.999444","-21.245278",NA,NA,NA,NA,NA,NA,NA,NA,NA
"236","2017-11-24 14:11:12-02","UFLA","ESAL","20357","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Loures, L",NA,"Brasil",NA,NA,"; 13 , m; roxa;",NA,"s.n.","Minas Gerais","Pião",NA,NA,"(Nees) Rohwer",NA,NA,NA,NA,"Sta. Rita de Ca",NA,NA,"1","1",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"237","2017-11-24 14:11:12-02","UFLA","ESAL","15045","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Villela, EA; et al.",NA,"Brasil",NA,NA,"árvore; 7,0; ;; floresta",NA,"s.n.","Minas Gerais","Mata Camarinha",NA,NA,"(Nees) Rohwer",NA,NA,NA,NA,"Itambé do Mato Dentro","-43.3210983276367","-19.414400100708",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"22479","auto",NA,NA,NA
"238","2017-11-24 14:11:12-02","UFLA","ESAL","20517","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Silva, AC da",NA,"Brasil",NA,NA,"arvoreta; ; ;; floresta",NA,"s.n.","Minas Gerais",NA,NA,NA,"(Nees) Rohwer","Ary T. O . Filho",NA,NA,NA,"São Sebastião da Bela Vista","-45.7541999816895","-22.159200668335",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13705","auto",NA,NA,NA
"239","2017-11-24 14:11:12-02","UFLA","ESAL","17011","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Silva, VF",NA,"Brasil",NA,NA,"árvore; 18m; ;; floresta",NA,"s.n.","Minas Gerais","Faz. Coqueiro",NA,NA,"(Nees) Rohwer","Oliveira Filho, AT",NA,NA,NA,"Ibituruna","-44.7477989196777","-21.1525001525879",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"13047","auto",NA,NA,NA
"240","2014-09-09 14:08:41-03","UNIVILLE","JOIW","135","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"G.C.T.Ceccantini",NA,"Brasil",NA,NA,"Árvore, 5m alt., flores em botão cor creme, folhas não aromáticas. Madeira de galho coletada",NA,"2816","MG","Fazenda Cauaia, arredores do sítio arqueológico Lapa do Santo, borda de mata semi-decídua sobre calcário",NA,NA,"(Nees) Rohwer",NA,"2006","04","28","Matozinhos","-44.015167","-19.477194","702","702",NA,NA,"44º00'54,6'' W","19º28'37,9'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"241","2014-09-09 14:08:41-03","UNIVILLE","JOIW","855","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"G.Q.Freire",NA,"Brasil",NA,NA,"Árvore, DAP=45cm., h=7m. Frutos jovens. Madeira de galho coletada",NA,"327","MG","Fazenda Cauaia. Pasto a caminho da Lapa do Santo",NA,NA,"(Nees) Rohwer","J.R.Pirani","2007","06","22","Matozinhos","-44.011611","-19.476972","680","680",NA,NA,"44º00'41,8'' W","19º28'37,1'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"242","2014-09-09 14:08:41-03","UNIVILLE","JOIW","146","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"G.C.T.Ceccantini",NA,"Brasil",NA,NA,"Árvore isolada em pastagem, 8m alt., DAP 70cm, flores creme. Madeira de galho coletada a 2 m alt.",NA,"2830","MG","Fazenda Cauaia, mata seca sobre calcário do sítio arqueológico Lapa do Santo",NA,NA,"(Nees) Rohwer",NA,"2006","04","28","Matozinhos","-44.015167","-19.477194","725","725",NA,NA,"44º00'54,6'' W","19º28'37,9'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"243","2014-09-09 14:08:41-03","UNIVILLE","JOIW","35","S","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"G.C.T.Ceccantini",NA,"Brasil",NA,NA,"Árvore 8m alt., CAP 96cm, flores de cor creme. Madeira de galho coletada",NA,"2674","MG",NA,NA,NA,"(Nees) Rohwer",NA,"2006","03","28",NA,"-44.015167","-19.477194","702","702",NA,NA,"44º00'54,6'' W","19º28'37,9'' S",NA,NA,NA,NA,NA,NA,NA,NA,NA
"244","2021-02-04 10:27:48-03","UFRPE","HST","4020","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"F.B.Ramalho",NA,"Brasil",NA,NA,"Árvore ca. 8 m alt.; flores esverdeadas, sem perfume.","HST004020","136","Bahia","Fazenda Bendó",NA,NA,"(Nees) Rohwer","P.L.R.de Moraes","1972","09","04","Jaguararí","-40.19580078125","-10.2638998031616",NA,NA,NA,NA,NA,NA,"2014","02","11",NA,"60045","auto",NA,NA,NA
"245","2021-02-04 10:27:48-03","UFRPE","HST","4112","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"F.B.Ramalho",NA,"Brasil",NA,NA,"Arvore mais ou menos 8m alt. Flores em botões, de cor verde sem perfume.","HST004112","196","Bahia","Fazenda Tabuleirinho",NA,NA,"(Nees) Rohwer","P.L.R.de Moraes","1973","05","11","Morro do Chapéu","-41.1561012268066","-11.5500001907349",NA,NA,NA,NA,NA,NA,"2014","02","11",NA,"98143","auto",NA,NA,NA
"246","2021-02-25 10:12:39-03","CVRD","CVRD","8767","PreservedSpecimen","Plantae","Lauraceae","Ocotea","cf. velutina","Ocotea cf. velutina",NA,"Luz, A.A. da","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Canela mirante","CVRD008767","201","MG",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","Henk van der Werff","2004","06","14","Aimorés","-41.0638999938965","-19.4958000183105",NA,NA,NA,NA,NA,NA,"2009","12","04","Magnoliopsida","54161","auto",NA,NA,NA
"247","2021-02-25 10:12:42-03","CVRD","CVRD","14921","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Siqueira, G.S.","América do Sul","BRASIL",NA,NA,"Flores masculina <ll>dwc_commonname:</ll> Canela fogo","CVRD014921","959","ES",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","Pedro L.R. de Moraes","2014","05","15","Linhares","-40.064639","-19.147667","53","53","CVRD014921",NA,"40°03'52,7W","19°08'51,6S","2019","03","15","Magnoliopsida",NA,NA,NA,NA,NA
"248","2021-02-25 10:12:41-03","CVRD","CVRD","12171","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Folli, D.A.","América do Sul","BRASIL",NA,NA,"Propriedade Bitti <ll>dwc_commonname:</ll> Canela fogo","CVRD012171","6347","ES",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","Domingos A. Folli","2009","05","08","Montanha","-40.33816","-18.164096","170","170",NA,NA,"-40,33816","-18,164096","2009","05","08","Magnoliopsida",NA,NA,NA,NA,NA
"249","2021-02-25 10:12:42-03","CVRD","CVRD","190","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Spada, J.","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Canela fogo","CVRD000190","73","ES",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","Henk van der Werff","1978","03","28","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"1990","11","13","Magnoliopsida","48094","auto",NA,NA,NA
"250","2021-02-25 10:12:42-03","CVRD","CVRD","8674","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Folli, D.A.","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Canela fogo","CVRD008674","4815","ES",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","Domingos A. Folli","2004","04","06","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD008674",NA,NA,NA,"2004","04","06","Magnoliopsida","48094","auto",NA,NA,NA
"251","2021-02-25 10:12:41-03","CVRD","CVRD","12518","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Flores, T.B.","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Canela fogo","CVRD012518","225","ES",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","Domingos A. Folli","2009","08","27","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,NA,NA,NA,NA,"2009","08","27","Magnoliopsida","48094","auto",NA,NA,NA
"252","2021-02-25 10:12:42-03","CVRD","CVRD","14931","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Folli, D.A.","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Canela fogo","CVRD014931","7213","ES",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","Pedro L.R. de Moraes","2014","05","20","Linhares","-40.0722007751465","-19.3910999298096","60","60",NA,NA,NA,NA,"2019","03","15","Magnoliopsida","48094","auto",NA,NA,NA
"253","2021-02-25 10:12:41-03","CVRD","CVRD","13647","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Siqueira, G.S.","América do Sul","BRASIL",NA,NA,"Na Pesquisa do Sequestro de Carbono <ll>dwc_commonname:</ll> Canela fogo","CVRD013647","698","ES",NA,"Magnoliophyta","Laurales","(Nees) Rohwer","Pedro L.R. de Moraes","2011","12","29","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD013647",NA,NA,NA,"2019","03","15","Magnoliopsida","48094","auto",NA,NA,NA
"254","2021-02-25 10:12:42-03","CVRD","CVRD","8885","PreservedSpecimen","Plantae","Lauraceae","Ocotea","velutina","Ocotea velutina",NA,"Siqueira, G.S.","América do Sul","BRASIL",NA,NA,"<ll>dwc_commonname:</ll> Canela fogo","CVRD008885","105","ES","Próximo a antiga carvoeira na repreza","Magnoliophyta","Laurales","(Nees) Rohwer","Domingos A. Folli","2004","09","20","Linhares","-40.0722007751465","-19.3910999298096",NA,NA,"CVRD008885",NA,NA,NA,"2004","09","20","Magnoliopsida","48094","auto",NA,NA,NA
