"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","class","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","eventTime","fieldNumber","individualCount","previousCatalogNumber","infraspecificEpithet"
"11","2020-02-08 10:35:43-03","NBC","NL-BOTANY","L.2881169","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Hatschbach GG",NA,"1967","02","03","Southern America","Brazil",NA,NA,"Rio Iguacu (Mun. Curitiba) Parana.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2881169 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2881169","NL-L2881169","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2020-02-08 10:35:43-03","NBC","NL-BOTANY","L.2881170","PreservedSpecimen","Plantae",NA,"Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Hatschbach GG",NA,"1963","02","17","Southern America","Brazil",NA,NA,"Est Parana (Brasil), Mun. Foz do Iguacu. Foz do Iguacu.",NA,NA,NA,NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/L.2881170 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-L2881170","NL-L2881170","Magnoliopsidae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2020-11-04 11:20:00-03","ESALQ","ESA","93879","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora",NA,"Souza, V.C.","Souza, V.C.; Camargo, P.C.C.E.; Caliari, C.P.; Garcia, P.B.C.","31925.0","2005","12","09",NA,"Brasil","São Paulo","Itararé","Estrada Itararé - Itapeva, próximo à ponte do Rio Verde. Campo natural na beira do Rio Verde.","-49.3400001525879","-24.1100006103516",NA,NA,NA,"Erva, ca. 30 cm alt.; flores roxo-escuras. Beira de córrego.","ESA093879","ESA093879",NA,"27729","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-01-14 15:33:40-03","MN","R","11972","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Carvalho, L. Freire","Glaziou, A.F.M.","15306 a","1884","02","06",NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"Plantas do Brasil Central","R000011972","R000011972_001",NA,NA,NA,"1977","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-01-14 15:33:40-03","MN","R","11974","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Carvalho, L. Freire","Glaziou, A.F.M.","11128 a","1877","07","24",NA,"Brasil","Rio de Janeiro","Cabo Frio",NA,"-42.0186004638672","-22.8794002532959",NA,NA,NA,"Plantas do Brasil Central","R000011974","R000011974_001",NA,"40069","auto","1977","01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:33:27-03","IAP","PACA-AGP","36917","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Emrich-Rambo","Hatschbach, G.","860","1947","12","21",NA,"Brasil","PR","Curitiba","Inabirutuba","-49.2731018066406","-25.4277992248535",NA,NA,NA,"Habitat: In humidis graminosis Fenofase: flor","PACA036917",NA,"Magnoliatae","25180","auto","1954","09","20",NA,NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:33:27-03","IAP","PACA-AGP","39525","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Emrich-Rambo","Rambo, B.",NA,"1949","01","07",NA,"Brasil","RS","Cachoeirinha",NA,"-51.0938987731934","-29.951099395752",NA,NA,NA,"Habitat: in humidis dumetosis Fenofase: flor e fruto","PACA039525",NA,"Magnoliatae","9806","auto","1954","09","20",NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-08-27 13:33:27-03","IAP","PACA-AGP","45237","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Emrich-Rambo","Rambo, B.",NA,"1950","01","04",NA,"Brasil","RS","Osório","Faz. do Arroio","-50.2696990966797","-29.8866996765137",NA,NA,NA,"Habitat: In arenosis dumetosis Fenofase: flor e fruto","PACA045237",NA,"Magnoliatae","27350","auto","1954","09","20",NA,NA,NA,NA,NA,NA,NA,NA
"19","2019-08-27 13:33:27-03","IAP","PACA-AGP","2147","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Emrich-Rambo","Rambo, B.",NA,"1935","11","27",NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Habitat: In humidis dumetosis Fenofase: flor","PACA002147",NA,"Magnoliatae","10287","auto","1954","09","20",NA,NA,NA,NA,NA,NA,NA,NA
"20","2019-08-27 13:33:27-03","IAP","PACA-AGP","33845","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Emrich-Rambo","Rambo, B.",NA,"1934",NA,NA,NA,"Brasil","RS","São Leopoldo",NA,"-51.1472015380859","-29.7602996826172",NA,NA,NA,"Sem material. Habitat: In humidis dumetosis Fenofase: flor","PACA033845",NA,"Magnoliatae","10287","auto","1954","09","20",NA,NA,NA,NA,NA,NA,NA,NA
"21","2019-08-27 13:33:27-03","IAP","PACA-AGP","31753","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Emrich-Rambo","Rambo, B.",NA,"1946","02","07",NA,"Brasil","SC","Araranguá",NA,"-49.4858016967773","-28.934700012207",NA,NA,NA,"Habitat: In humidis arenosis Fenofase: flor","PACA031753",NA,"Magnoliatae","19353","auto","1954","09","20",NA,NA,NA,NA,NA,NA,NA,NA
"22","2019-08-27 13:33:27-03","IAP","PACA-AGP","58333","PreservedSpecimen","Plantae","Magnoliophyta","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","L. B. Smith","Hatschbach, G.","7229","1952","12","19",NA,"Brasil","SC","Palhoça","Campo do Massiambu","-48.6678009033203","-27.645299911499",NA,NA,NA,"HBR 7229 Habitat: In humidis Fenofase: flor","PACA058333",NA,"Magnoliatae","31105","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-27 13:53:02-03","UFS","ASE","40229","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Gonzatti, F","Gonzatti, F","1051","2014","03","16","Southern America","Brasil","Rio Grande do Sul","Santa Vitoria do Palmar","Hermenegildo","-53.368099","-33.518901",NA,NA,NA,"Erva ereta, flores violáceas; Em campo umido","ASE0041746",NA,NA,NA,NA,"2014","03",NA,"-53.368099","-33.518901",NA,NA,NA,NA,NA,NA
"24","2019-08-20 10:26:34-03","UNICAMP","UEC","117345","S","Plantae","Magnoliopsida",NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Anderson, LO; Mendonça, TG; Faria, AD; Pansarin, ER","L17","2001","01","04",NA,"Brazil","São Paulo","Angatuba","Estrada de terra Angatuba - Itatinga","-48.683333","-23.45",NA,NA,NA,NA,"UEC049549","UEC049549",NA,NA,NA,NA,NA,NA,"-48.683333","-23.45",NA,NA,NA,NA,NA,NA
"25","2019-08-20 10:26:34-03","UNICAMP","UEC","181358","S","Plantae","Magnoliopsida",NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Pansarin, ER; Faria, AD; Mendonça, NG; Belinello, R","235","1997","12","23",NA,"Brazil","São Paulo","Angatuba","Estrada sentido Angatuba - Itatinga Km 30","-48.416667","-23.45",NA,NA,NA,NA,"UEC049550","UEC049550",NA,NA,NA,NA,NA,NA,"-48.416667","-23.45",NA,NA,NA,NA,NA,NA
"26","2021-03-01 16:41:35-03","UNICAMP","UEC","110831","S","Plantae","Magnoliopsida",NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Anderson, LO","Amaral, MCE; Bittrich, V; Mendonça, TG; Belinello, R","2000/15","2000","02","04",NA,"Brazil","São Paulo","Itirapina","Margem da represa do Broa","-47.8199996948242","-22.25",NA,NA,NA,"Erva até 90cm, flores esverdeadas-amareladas.; Solo arenoso, ancharcado.","UEC049548","UEC049548",NA,"22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2020-10-14 10:06:41-03","FURB","FURB","49240","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Demeda, C","Demeda, C.","12","2014","11","28",NA,"Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras.","-50.1869444","-29.8688889","6","6",NA,NA,"FURB49240","FURB49240",NA,NA,NA,"2014","12","15","-50.1869444","-29.8688889",NA,NA,NA,NA,NA,NA
"28","2021-03-16 17:55:10-03","UCS","HUCS","49907","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Gonzatti, F.; Dani, J.G.","Abreu, F.P.","88","2018","12","04",NA,"Brasil","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa - Desvio Rizzo","-51.401197","-29.313939","740","740",NA,"área alagável, borda da lagoa vegetação densa",NA,NA,NA,NA,NA,"2019","05","07","-51.401197","-29.313939",NA,NA,NA,NA,NA,NA
"29","2021-03-16 17:55:10-03","UCS","HUCS","38223","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Gonzatti, F.","Valduga, E.","297","2012","01","11",NA,"Brasil","Rio Grande do Sul","Palmares do Sul","Fazenda Martin, no banhado.","-50.494167","-30.268889",NA,NA,NA,NA,NA,NA,NA,NA,NA,"2012","03",NA,"-50.494167","-30.268889",NA,NA,NA,NA,NA,NA
"30","2021-03-16 17:55:10-03","UCS","HUCS","42242","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Demeda, C.","Demeda, C.","12","2014","11","28",NA,"Brasil","Rio Grande do Sul","Osório","Lagoa das Traíras","-50.187056","-29.868806","6","6",NA,"Erva; margem da lagoa",NA,NA,NA,NA,NA,"2014","12","15","-50.187056","-29.868806",NA,NA,NA,NA,NA,NA
"31","2021-03-16 17:55:10-03","UCS","HUCS","41137","PreservedSpecimen","Plantae","Angiospermae","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Gonzatti, F.","Gonzatti, F.","1051","2014","03","16",NA,"Brasil","Rio Grande do Sul","Santa Vitória do Palmar","Hermenegildo","-53.3680992126465","-33.5189018249512",NA,NA,NA,"Erva ereta em campo úmido, flores violáceas.",NA,NA,NA,"130170","auto","2014","04",NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2014-10-14 15:57:08-03","BS","M","M-0172163","S","Plantae","Magnoliophyta","Solanales","Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Martius, C.F.P. von",NA,"1818","03","31",NA,"Brasil",NA,NA,"In campis ad villa de Campanha prov. Minarum",NA,NA,NA,NA,NA,NA,"M0172163",NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,"NOTATYPE","21:00",NA,NA,NA,NA
"33","2020-12-21 16:45:36-03","MBM","MBM","403360","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Motta, J.T.","Motta, J.T.; Brotto, M.L.; Cordeiro, J.; Brotto, M.L.; Cordeiro, J.","4707","2015","11","26","Southern America","Brazil","Paraná","Curitiba","Alto Boqueirão","-49.233333","-25.543889","900","900",NA,"Subarbusto; flores amarelas com interior do tubo vinoso.; Em banhado.","MBM403360","MBM403360",NA,NA,NA,"2016","05","05","-49.233333","-25.543889",NA,NA,NA,NA,NA,NA
"34","2020-12-21 16:45:36-03","MBM","MBM","430080","PreservedSpecimen","Plantae",NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Gonzatti, F.; Dani, J.G.","Abreu, F.P.; Gonzatti, F.; Dani, J.G.; Gonzatti, F.; Dani, J.G.","88","2018","12","04","Southern America","Brazil","Rio Grande do Sul","Caxias do Sul","Parque Jardim da Lagoa, Desvio Rizzo","-51.401111","-29.313889","740","740",NA,"Área alagável, borda da logoa. Vegetação densa.","MBM430080",NA,NA,NA,NA,"2019","05","07","-51.401111","-29.313889",NA,NA,NA,NA,NA,NA
"35","2017-11-29 12:09:33-02","MNHN","RECOLNAT_MNHN_P","P00478952","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","de Carvalho","Lund",NA,NA,NA,NA,NA,"Brésil",NA,NA,"prov. Sao Paulo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478952' target='other'> <mi>dwc_moreinfo</mi></a>","P00478952","P00478952_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1028",NA,NA,NA
"36","2017-11-29 12:09:33-02","MNHN","RECOLNAT_MNHN_P","P00478953","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Mosen",NA,"1876","1","20",NA,"Brésil",NA,NA,"Prov. Minas Geraes, Caldas",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478953' target='other'> <mi>dwc_moreinfo</mi></a>","P00478953","P00478953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4345",NA,NA,NA
"37","2017-11-29 12:09:33-02","MNHN","RECOLNAT_MNHN_P","P00478954","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"Prov. Saint Paul",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478954' target='other'> <mi>dwc_moreinfo</mi></a>","P00478954","P00478954_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1524",NA,NA,NA
"38","2018-03-06 17:50:09-03","MNHN","RECOLNAT_MNHN_P","P00478955","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Saint-Hilaire, A. de",NA,NA,NA,NA,NA,"Brésil",NA,NA,"prov. Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478955' target='other'> <mi>dwc_moreinfo</mi></a>","P00478955","P00478955_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"2405",NA,NA,NA
"39","2017-11-29 12:09:33-02","MNHN","RECOLNAT_MNHN_P","P00478956","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Sellow",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478956' target='other'> <mi>dwc_moreinfo</mi></a>","P00478956","P00478956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2018-03-06 17:32:12-03","MNHN","RECOLNAT_MNHN_P","P00478957","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Glaziou, A.",NA,"1877","7","24",NA,"Brésil",NA,NA,"Cabo frio (Rio)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478957' target='other'> <mi>dwc_moreinfo</mi></a>","P00478957","P00478957_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"11128 a",NA,NA,NA
"41","2017-11-29 12:09:33-02","MNHN","RECOLNAT_MNHN_P","P00478958","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Glaziou, A.",NA,"1884","2","6",NA,"Brésil",NA,NA,"entre Carandahy et Ouro Preto (Minas)",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478958' target='other'> <mi>dwc_moreinfo</mi></a>","P00478958","P00478958_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15306 a",NA,NA,NA
"42","2018-03-06 17:50:06-03","MNHN","RECOLNAT_MNHN_P","P00478959","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","de Carvalho","Weddell, H.A.",NA,"1844",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478959' target='other'> <mi>dwc_moreinfo</mi></a>","P00478959","P00478959_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1510",NA,NA,NA
"43","2017-11-29 12:09:33-02","MNHN","RECOLNAT_MNHN_P","P00478960","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","de Carvalho","Widgren",NA,"1845",NA,NA,NA,"Brésil",NA,NA,"Minas Geraes",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478960' target='other'> <mi>dwc_moreinfo</mi></a>","P00478960","P00478960_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2017-11-29 12:09:33-02","MNHN","RECOLNAT_MNHN_P","P00478961","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","de Carvalho","Gaudichaud, C.",NA,"1833",NA,NA,NA,"Brésil",NA,NA,"prov. San Paolo",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478961' target='other'> <mi>dwc_moreinfo</mi></a>","P00478961","P00478961_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"319",NA,NA,NA
"45","2018-03-06 17:44:16-03","MNHN","RECOLNAT_MNHN_P","P00478962","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Smith","Smith, H.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478962' target='other'> <mi>dwc_moreinfo</mi></a>","P00478962","P00478962_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2015-09-04 12:10:58-03","MNHN","RECOLNAT_MNHN_P","P00478963","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.","Smith","Müller, F.",NA,NA,NA,NA,NA,"Brésil",NA,NA,NA,NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478963' target='other'> <mi>dwc_moreinfo</mi></a>","P00478963","P00478963_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"254",NA,NA,NA
"47","2015-09-04 12:10:57-03","MNHN","RECOLNAT_MNHN_P","P00478964","PreservedSpecimen",NA,NA,NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Hatschbach, G.",NA,"1967","2","3",NA,"Brésil",NA,NA,"Rio Iguaçu (mun. Curitiba), Parana",NA,NA,NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00478964' target='other'> <mi>dwc_moreinfo</mi></a>","P00478964","P00478964_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"15963",NA,NA,NA
"48","2020-12-11 11:41:58-03","UFMG","BHCB","169302","PreservedSpecimen","Plantae","Dicotyledon",NA,"Solanaceae","Schwenckia","curviflora","Schwenckia curviflora","Benth.",NA,"Sobral, M","14616","2011","12","30","Southern America","Brasil","Minas Gerais","São Vicente de Minas","Córrego Monjolinho.","-44.422778","-21.655556","951","951",NA,"Erva; flores com corola creme, ocasionalmente com tons arroxeados.; Em brejo.","BHCB013391",NA,NA,NA,NA,"2015","01","02","-44.422778","-21.655556",NA,NA,NA,NA,NA,NA
