"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","dayIdentified","verbatimLongitude","verbatimLatitude","typeStatus","eventTime","fieldNumber","individualCount","infraspecificEpithet"
"50","2015-09-04 16:08:24-03","MNHN","RECOLNAT_MNHN_P","P04533092","PreservedSpecimen",NA,NA,NA,"Primulaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","Blanchet",NA,NA,NA,NA,NA,"Brasil","Bahia","Jacobina",NA,"-40.5182991027832","-11.1806001663208",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04533092' target='other'> <mi>dwc_moreinfo</mi></a>","P04533092","P04533092_01",NA,NA,NA,"62396","auto",NA,NA,NA,NA,NA,NA,"3564",NA,NA
"51","2015-09-04 16:08:24-03","MNHN","RECOLNAT_MNHN_P","P04533088","PreservedSpecimen",NA,NA,NA,"Primulaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez",NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Rio de Janeiro","2 irmãos.","-43.2075004577637","-22.9027996063232",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04533088' target='other'> <mi>dwc_moreinfo</mi></a>","P04533088","P04533088_01",NA,NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-09-04 16:08:24-03","MNHN","RECOLNAT_MNHN_P","P04533089","PreservedSpecimen",NA,NA,NA,"Primulaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","Glaziou, A.",NA,"1867","7","20",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Serra do Alto Macahé.","-42.5311012268066","-22.2819004058838",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04533089' target='other'> <mi>dwc_moreinfo</mi></a>","P04533089","P04533089_01",NA,NA,NA,"33190","auto",NA,NA,NA,NA,NA,NA,"1298",NA,NA
"53","2020-10-01 14:16:28-03","JBB","HEPH","27052","S","Plantae","Dicotyledon","Ericales","Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Ramos, AE; Reis, GC; Silva, MR da","2276","2010","09","15","Southern America","Brasil","Distrito Federal","Planaltina","Núcleo Rural Fazenda Larga. FL 76.","-47.5625","-15.4375","977","977",NA,"em mata perturbada pelo desvio de córrego do leito natural",NA,NA,"Freitas, MF","2018","05",NA,NA,NA,"14","-47.5625","-15.4375",NA,NA,NA,NA,NA
"54","2020-10-01 14:16:28-03","JBB","HEPH","7739","S","Plantae","Dicotyledon","Ericales","Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Oliveira, PEAM de","1741","1991","12","07","Southern America","Brasil","Distrito Federal","Riacho Fundo","Dentro do Jardim Zoológico",NA,NA,NA,NA,NA,NA,NA,NA,"Freitas, MF","2019","11",NA,NA,NA,"28",NA,NA,NA,NA,NA,NA,NA
"55","2020-10-01 14:16:28-03","JBB","HEPH","16848","S","Plantae","Dicotyledon","Ericales","Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Jesus, FPR de; Bulhões, B","118","2001","10","11","Southern America","Brasil","Distrito Federal","Brasília","Condomínio Mansões Park Brasília - DF","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Rara",NA,NA,"Freitas, MF","2018","05","70570","auto",NA,"14",NA,NA,NA,NA,NA,NA,NA
"56","2020-12-11 11:40:30-03","UFMG","BHCB","118804","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Kamino, LHY","425","2007","06","17","Southern America","Brasil","Minas Gerais","Lagoa Santa","Condomínio Parque Residencial Vivendas. Mirante.","-41.9109","-19.6404","800","800",NA,"Árvore 2m altura. Frutos imaturos verdes; Cerrado.","BHCB020916",NA,NA,"2015","01",NA,NA,NA,"06","-41.9109","-19.6404",NA,NA,NA,NA,NA
"57","2020-12-11 11:40:30-03","UFMG","BHCB","118802","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Kamino, LHY","423","2007","06","17","Southern America","Brasil","Minas Gerais","Lagoa Santa","Condomínio Parque Residencial Vivendas., Condomínio Parque Residencial Vivendas. Mirante.","-41.9109","-19.6404","800","800",NA,"Árvore 2m altura. Sépalas verdes, corola branca; Cerrado.","BHCB020917",NA,NA,"2015","01",NA,NA,NA,NA,"-41.9109","-19.6404",NA,NA,NA,NA,NA
"58","2020-12-11 11:40:30-03","UFMG","BHCB","118801","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Kamino, LHY","422","2007","06","17","Southern America","Brasil","Minas Gerais","Lagoa Santa","Condomínio Parque Residencial Vivendas. Mirante","-41.9109","-19.6404","800","800",NA,"Árvore, 2m altura. Frutos imaturos verdes; Cerrado.","BHCB020918",NA,NA,"2015","01",NA,NA,NA,"06","-41.9109","-19.6404",NA,NA,NA,NA,NA
"59","2020-12-11 11:40:30-03","UFMG","BHCB","15466","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Torres, GE; MIR","27","1987","08","18","Southern America","Brasil","Minas Gerais",NA,"ST. 7 Rib. Furnas.","-48.9875","-18.984722",NA,NA,NA,"Arbóreo.; Mata ciliar.","BHCB007999",NA,NA,"2010","03",NA,NA,NA,"17","-48.9875","-18.984722",NA,NA,NA,NA,NA
"60","2020-12-11 11:40:30-03","UFMG","BHCB","2082","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Grandi, TSM; Fiedler, LR","339","1980","08","12","Southern America","Brasil","Distrito Federal","Brasília","Riacho Fundo. Est. aeroporto.","-47.933333","-15.85","1005","1005",NA,"Árvore 3m, flores alvas insignificantes com estrias vermelhas e carpelos brancos.; Mata ciliar, solo drenado.","BHCB007998",NA,NA,"2010","03",NA,NA,NA,"17","-47.933333","-15.85",NA,NA,NA,NA,NA
"61","2020-12-11 11:40:30-03","UFMG","BHCB","18283","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Torres, GE","27","1987","08","18","Southern America","Brasil","Minas Gerais","Indianópolis","UHE Miranda., ST. 7 - Ribeirão Furnas.","-48.9875","-18.984722",NA,NA,NA,"Arbóreo.; Ciliar.","BHCB008000",NA,NA,"2010","03",NA,NA,NA,"17","-48.9875","-18.984722",NA,NA,NA,NA,NA
"62","2020-12-11 11:40:30-03","UFMG","BHCB","39042","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Lombardi, JA","2039","1997","10","24","Southern America","Brasil","Minas Gerais","Januária","Distrito de Fabião., Na estrada junto de vereda.","-44.486667","-14.962778",NA,NA,NA,"Arbusto, ca. 2 m. Folhas carnosas, frutos imaturos verdes.; Vereda.","BHCB007923",NA,NA,"2010","03",NA,NA,NA,"17","-44.486667","-14.962778",NA,NA,NA,NA,NA
"63","2020-12-11 11:40:30-03","UFMG","BHCB","39051","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Lombardi, JA","2048","1997","10","24","Southern America","Brasil","Minas Gerais","Januária","Distrito de Fabião., Junto à córrego.","-44.486667","-14.962778",NA,NA,NA,"Arbusto, folhas carnosas, frutos imaturos verdes.; Vereda.","BHCB007992",NA,NA,"2010","03",NA,NA,NA,"17","-44.486667","-14.962778",NA,NA,NA,NA,NA
"64","2020-12-11 11:40:30-03","UFMG","BHCB","47922","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Lombardi, JA","3064","1999","07","01","Southern America","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG","-43.966667","-19.866667",NA,NA,NA,"Visitadas por grande número de abelhas.; Árvore, ca. 10m. Folhas coriáceas, flores creme-esverdeadas.; Cultivada.","BHCB008211",NA,NA,"2010","03",NA,NA,NA,"17","-43.966667","-19.866667",NA,NA,NA,NA,NA
"65","2020-12-11 11:40:30-03","UFMG","BHCB","81222","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Lombardi, JA; Viana, PL; Sobral, M","5234","2003","04","05","Southern America","Brasil","Minas Gerais","São Gonçalo do Rio Preto","Parque Estadual do Rio Preto, Do alojamento por trilha até a cachoeira no córrego das Éguas e depois até o camping.","-43.342917","-18.12",NA,NA,NA,"Arvoreta, ca. 4m, folhas carnosas, flores creme.; Mata semidecídua alterada.","BHCB055775",NA,NA,"2009","03",NA,NA,NA,NA,"-43.342917","-18.12",NA,NA,NA,NA,NA
"66","2020-12-11 11:40:30-03","UFMG","BHCB","33540","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Tameirão Neto, E","2064","1996","06","26","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Arbóreo.; Floresta semidecidual.","BHCB007993",NA,NA,"2010","03","47316","auto",NA,"17",NA,NA,NA,NA,NA,NA,NA
"67","2020-12-11 11:40:30-03","UFMG","BHCB","15077","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Stehmann, JR","s.n.","1986","11","23","Southern America","Brasil","Minas Gerais","Nova Ponte",NA,"-47.6747016906738","-19.1525001525879",NA,NA,NA,"Arbusto.","BHCB007997",NA,NA,"2010","03","47316","auto",NA,"17",NA,NA,NA,NA,NA,NA,NA
"68","2020-12-11 11:40:30-03","UFMG","BHCB","3098","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Gontijo, TA","s.n.","1989","08","11","Southern America","Brasil","Minas Gerais","Paraopeba",NA,"-44.4042015075684","-19.2744007110596",NA,NA,NA,"Arbusto.; Cerrado.","BHCB007994",NA,NA,"2010","03","26090","auto",NA,"17",NA,NA,NA,NA,NA,NA,NA
"69","2020-12-11 11:40:30-03","UFMG","BHCB","28242","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Macedo, JF","s.n.","1993","08","03","Southern America","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,"Arbusto, 3 m.","BHCB007934",NA,NA,"2010","03","17082","auto",NA,"17",NA,NA,NA,NA,NA,NA,NA
"70","2020-12-11 11:40:30-03","UFMG","BHCB","2245","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Oliveira, JA de","s.n.","1980","09","08","Southern America","Brasil","Minas Gerais","Belo Horizonte","Campus da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,"nº542; Arbustivo. Terrestre.; Terrestre","BHCB007922",NA,NA,"2010","03","17082","auto",NA,"17",NA,NA,NA,NA,NA,NA,NA
"71","2020-12-11 11:40:30-03","UFMG","BHCB","23181","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Santos, EM; Tameirão Neto, E","83","1990","07","04","Southern America","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG","-43.937801361084","-19.9207992553711",NA,NA,NA,"Segunda estação de coleta. Em frutificação.; Arbóreo. Planta com fruto imaturo.; Cerrado.","BHCB007935",NA,NA,"2010","03","17082","auto",NA,"17",NA,NA,NA,NA,NA,NA,NA
"72","2020-12-11 11:40:30-03","UFMG","BHCB","23180","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Santos, EM; Tameirão Neto, E; Bacariça, EM","26","1990","05","23","Southern America","Brasil","Minas Gerais","Belo Horizonte","Estação Ecológica da UFMG, 2ª estação de coleta, trilha F.","-43.937801361084","-19.9207992553711",NA,NA,NA,"Arbóreo.; Cerrado.","BHCB007921",NA,NA,"2010","03","17082","auto",NA,"17",NA,NA,NA,NA,NA,NA,NA
"73","2020-12-11 11:40:30-03","UFMG","BHCB","22509","PreservedSpecimen","Plantae","Dicotyledon",NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Costa, LVC","s.n.","1991","04",NA,"Southern America","Brasil","Minas Gerais","Januária","Mina Peruaçu.","-44.3616981506348","-15.4881000518799",NA,NA,NA,"Arbóreo.; Mata ciliar.","BHCB007995",NA,NA,"2010","03","148972","auto",NA,"17",NA,NA,NA,NA,NA,NA,NA
"74","2019-02-19 04:30:00-03","MO","MOBOT","100771703","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","C.F.P. Martius","Martius 1621","1818","9",NA,"South America","Brazil",NA,NA,"Crescit in Brasiliae prov. Minarum in Capoés ad rivulum Sucuriuh prope vicum Contendas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA
"75","2020-08-31 08:51:03-03","INPA","INPA","151196","S","Plantae","Dicotyledon","Ericales","Myrsinaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Thomas, WW","4677","1985","10","30","Southern America","Brasil","Mato Grosso","Cáceres","45 km SE of Pontes e Lacerda to Caceres BR174., 45 km SE of Pontes e Lacerda on road to Cáceres (BR174). semi-deciduous forest.","-59.033333","-15.466667",NA,NA,NA,NA,"INPA0151196","INPA0151196 INPA0151196_e INPA0151196_e1","Freitas, MF de","2010","09",NA,NA,NA,NA,"-59.033333","-15.466667",NA,NA,NA,NA,NA
"76","2020-08-31 08:51:03-03","INPA","INPA","211588","S","Plantae","Dicotyledon","Ericales","Myrsinaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Amorim Neto, L","2288","1991","09","23","Southern America","Brasil","Mato Grosso","Pontes e Lacerda","Fazenda Serra Azul, Fazenda Serra Azul.","-59.4","-15.8",NA,NA,NA,NA,"INPA0211588","INPA0211588 INPA0211588_e","Freitas, MF de","2014","03",NA,NA,NA,"17","-59.4","-15.8",NA,NA,NA,NA,NA
"77","2020-08-31 08:51:03-03","INPA","INPA","151009","S","Plantae","Dicotyledon","Ericales","Myrsinaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Thomas, WW","4476","1985","10","17","Southern America","Brasil","Mato Grosso","Luciara","1-5 km W BR158, 43 km S of Porto Alegre do Norte., 1-5 km W of BR158, 43 km S of Porto Alegre do Norte. Savanna.","-51.75","-11.283333",NA,NA,NA,NA,"INPA0151009","INPA0151009 INPA0151009_e INPA0151009_e1 INPA0151009_e2","Freitas, MF de","2010","09",NA,NA,NA,NA,"-51.75","-11.283333",NA,NA,NA,NA,NA
"78","2020-08-31 08:51:03-03","INPA","INPA","205882","S","Plantae","Dicotyledon","Ericales","Myrsinaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Proença, CEB","1012","1993","11","12","Southern America","Brasil","Goiás","Caiapônia","Estrada para Doverlândia. Fazenda Maracanã do Sr. Marcos","-51.8102989196777","-16.9566993713379",NA,NA,NA,NA,"INPA0205882","INPA0205882 INPA0205882_e INPA0205882_e1","Freitas, MF de","2010","09","77016","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-10 09:47:46-03","MBML","MBML-HERBARIO","48708",NA,"Plantae",NA,NA,"Myrsinaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","T.T. Carrijo","2096","2014","05","08",NA,"Brasil","Espírito Santo","Linhares","Reserva da Vale","-40.0722007751465","-19.3910999298096",NA,NA,NA,"Flor masculina. Arvoreta ca 1m altura. Flores amarelas e perfumadas, em beira de rio","MBML048708","MBML048708","T.T. Carijo/2015",NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"80","2021-03-04 11:05:50-03","UFRB","HURB","3162","PreservedSpecimen","Plantae",NA,NA,"Myrsinaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Hatschbach, G.; Hatschbach, M.; Nicolack, V.","54221","1990","06","12",NA,"Brasil","Minas Gerais","Grão Mogol","morro da TELEMIG, mata de encosta do morro;","-42.8897018432617","-16.5594005584717","950","950",NA,NA,"HURB000003162",NA,"M.F. Freitas","2000",NA,"67219","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2017-11-24 14:12:14-02","UFLA","ESAL","20386","S","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Loures, L","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Sta. Rita de Ca","Pião",NA,NA,NA,NA,NA,"; 13 , m; ;; palustre",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"82","2017-11-24 14:12:14-02","UFLA","ESAL","18961","S","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Rocha, C","s.n.",NA,NA,NA,NA,"Brasil","Minas Gerais","Coqueiral",NA,"-45.440601348877","-21.1893997192383",NA,NA,NA,"; 6,0 m; ;; floresta",NA,NA,"Ary T.O.Filho",NA,NA,"16658","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"83","2019-06-10 10:11:30-03","FZB-BH","BHZB","7145","S","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura",NA,"Rezende, S.G et al.","2215","2007","09","07",NA,"Brasil","MG","Ribeirão das Neves","Área do Estado próximo a penitenciária José Maria Alkimim","-44.098944","-19.753231","841","841",NA,"Doação Sete Soluções Consultoria em Novembro de 2008. BHCB 122033. Outros coletores: Mendes, M.S. Pena, F.S.R. Neves, G.S. Lat: 19º 45' 11,63 S, Long: 44º 5' 56,2 W; Alt: 841 m.",NA,NA,"M.F.Freitas","2012","12",NA,NA,NA,"07","44W 5' 56.2","19S 45' 11.63",NA,NA,NA,NA,NA
"84","2021-02-25 10:11:50-03","CVRD","CVRD","14578","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","cf. leuconeura","Myrsine cf. leuconeura","Mart.","Tuler, A.C.","458","2013","10","16","América do Sul","BRASIL","ES","Linhares",NA,"-39.911111","-19.104583",NA,NA,NA,"pau atravessado <ll>dwc_commonname:</ll> Capororoca amarela","CVRD014578",NA,"Carrijo,T.T.","2013","10",NA,NA,"Magnoliopsida","16","39°54'40,0W","19°06'16,5S",NA,NA,NA,NA,NA
"85","2021-02-25 10:11:50-03","CVRD","CVRD","14919","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","cf. leuconeura","Myrsine cf. leuconeura","Mart.","Carrijo,T.T.","2013","2014","05","09","América do Sul","BRASIL","ES","Linhares",NA,"-39.911111","-19.104583","22","22",NA,"Arbusto cespitoso; Inflorescência amareladas e perfumadas. <ll>dwc_commonname:</ll> Capororoca amarela","CVRD014919",NA,"Carrijo,T.T.","2014","05",NA,NA,"Magnoliopsida","09","39°54'40,0W","19°06'16,5S",NA,NA,NA,NA,NA
"86","2021-02-25 10:11:50-03","CVRD","CVRD","13492","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","cf. leuconeura","Myrsine cf. leuconeura","Mart.","Lopes, J.C.","314","2011","10","05","América do Sul","BRASIL","ES","Linhares","Gávea, próximo ao córrego.","-39.911111","-19.104583","22","22",NA,"Árvore ca. 5 m alt. Frutos verdes a vináceos. <ll>dwc_commonname:</ll> Capororoca amarela","CVRD013492",NA,"Carrijo,T.T.","2013","10",NA,NA,"Magnoliopsida","16","39°54'40,0W","19°06'16,5S",NA,NA,NA,NA,NA
"87","2021-02-25 10:11:50-03","CVRD","CVRD","10302","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","cf. leuconeura","Myrsine cf. leuconeura","Mart.","Morim, M.P.","499","2007","06","07","América do Sul","BRASIL","ES","Linhares",NA,"-39.918194","-19.157167","12","12",NA,"Córrego Pau atravessado <ll>dwc_commonname:</ll> Capororoca amarela","CVRD010302",NA,"Carrijo,T.T.","2013","10",NA,NA,"Magnoliopsida","16","39°55'05,5W","19°09'25,8S",NA,NA,NA,NA,NA
"88","2021-02-25 10:11:50-03","CVRD","CVRD","10277","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","cf. leuconeura","Myrsine cf. leuconeura","Mart.","Folli, D.A.","5617","2007","06","13","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Capororoca amarela","CVRD010277",NA,"Carrijo,T.T.","2013","10","48094","auto","Magnoliopsida","16",NA,NA,NA,NA,NA,NA,NA
"89","2021-02-25 10:11:50-03","CVRD","CVRD","7415","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","cf. leuconeura","Myrsine cf. leuconeura","Mart.","Folli, D.A.","4304","2002","08","01","América do Sul","BRASIL","ES","Linhares",NA,"-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Capororoca amarela","CVRD007415",NA,"Carrijo,T.T.","2014","05","48094","auto","Magnoliopsida","06",NA,NA,NA,NA,NA,NA,NA
"90","2021-02-25 10:11:50-03","CVRD","CVRD","5756","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","cf. leuconeura","Myrsine cf. leuconeura","Mart.","Folli, D.A.","3064","1997","09","23","América do Sul","BRASIL","ES","Linhares","Aterro córrego João","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Capororoca amarela","CVRD005756","CVRD005756","Carrijo,T.T.","2013","10","48094","auto","Magnoliopsida","16",NA,NA,NA,NA,NA,NA,NA
"91","2021-02-25 10:11:50-03","CVRD","CVRD","6557","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Primulaceae","Myrsine","cf. leuconeura","Myrsine cf. leuconeura","Mart.","Folli, D.A.","3645","2000","07","07","América do Sul","BRASIL","ES","Linhares","Cóprrego Pau Atravessado","-40.0722007751465","-19.3910999298096",NA,NA,NA,"<ll>dwc_commonname:</ll> Capororoca amarela","CVRD006557",NA,"Carrijo,T.T.","2014","05","48094","auto","Magnoliopsida","06",NA,NA,NA,NA,NA,NA,NA
"92","2020-09-12 05:00:02-03","US","US","2195919","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","A. Macedo","420","1944","7","21","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasil. Municipio Ituiutaba. Estado Minas.",NA,NA,NA,NA,NA,NA,"US03118334","US03118334_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"93","2020-09-12 05:00:02-03","US","US","2436395","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","-. Mendes-Magalhaes","166","1940","6","4","South America - Neotropics","Venezuela",NA,NA,"Quintino. Município Monte Carmelo.",NA,NA,NA,NA,NA,NA,"US03118335",NA,NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"94","2020-09-12 05:00:02-03","US","US","2709038","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","H. S. Irwin, J. W. Grear, R. Souza & R. Reis dos Santos","18323","1966","7","22","South America - Neotropics","Brazil","Distrito Federal",NA,"Distrito Federal. Gallery forest, Planaltina, D. F.",NA,NA,"1000",NA,NA,NA,"US03118336","US03118336_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"95","2020-09-12 05:00:02-03","US","US","1543725","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","Ll. Williams","5461","1929","12",NA,"South America - Neotropics","Peru","San Martin",NA,"Tarapoto. Dept. San Martin.",NA,NA,"750",NA,NA,NA,"US03118333","US03118333_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"96","2020-09-12 05:00:02-03","US","US","204179","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","A. Regnell","I.52","1848","2","1","South America - Neotropics","Brazil","Minas Gerais",NA,"Brasilia, prov. Minas Geraës, cidade de Uberana.",NA,NA,NA,NA,NA,NA,"US03118331","US03118331_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"97","2020-09-12 05:00:02-03","US","US","483730","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","A. F. M. Glaziou","16236",NA,NA,NA,"South America - Neotropics","Brazil","Rio de Janeiro",NA,"Province de Rio Janeiro Brésil.",NA,NA,NA,NA,NA,NA,"US03118330","US03118330_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"98","2020-09-12 05:00:02-03","US","US","2124330","PreservedSpecimen","Plantae",NA,"Primulales","Myrsinaceae","Rapanea","leuconeura","Rapanea leuconeura","(Mart.) Mez","-. Mendes-Magalhaes","3167","1942","7","26","South America - Neotropics","Brazil","Minas Gerais",NA,"Brejo - Engenho Nogueira - municipio de Belo Horizonte - muito frequente.",NA,NA,NA,NA,NA,NA,"US03118332","US03118332_01",NA,NA,NA,NA,NA,"Dicotyledonae",NA,NA,NA,NA,NA,NA,"1",NA
"99","2020-09-02 16:38:31-03","Cenargen","CEN","109292","PreservedSpecimen","Plantae",NA,NA,"Primulaceae","Myrsine","leuconeura","Myrsine leuconeura","Mart.","Lutero Lerner - IFN","99","2018","03","09",NA,"Brasil","GO","ITAUCU","Conglomerado: GO-450. Subunidade 02, subparcela 04, indivíduo 14.","-49.68","-16.2",NA,NA,"Exsicatas","Projeto Inventário Florestal Nacional (IFN). Árvore com 16,5 cm de DAP. Exsudato tipo resina, vermelho, pouco abundante e pegajoso. Fruto maduro, 0,3 cm de dimensão, forma redonda, cor interna roxo, consistência externa carnosa, possui polpa. Casca externa cinza, fina, lenticelada, casca interna vermelho, desprendimento escamoso. Próximo a vala com escoamento de água durante as chuvas.","CEN00109292","CEN00109292","M. F. Freitas","2018","05",NA,NA,NA,NA,"-49.68","-16.2",NA,NA,NA,"5",NA
