"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","imagecode","county","decimalLongitude","decimalLatitude","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus"
"11","2021-03-15 16:37:00-03","NY","NYBG","477026","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum","G. G. Hatschbach","254","1946","03","04","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210182' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477026","Magnoliophyta","Malpighiales","A.St.-Hil.","C. Vogel Ely","Paraná","Capao Alegrete","NY00477026_01","Palmeira","-50.0064","-25.4294",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","476941","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","R. M. Klein","479","1953","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476941","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","Anitápolis, Palhoça","NY00476941_01","Palhoça","-49.128424","-27.903779","sellowianum","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","476939","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","R. Reitz","10577","1960","12","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476939","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","Serra da Boa Vista, Sao José","NY00476939_01","Sao José","-48.6272","-27.6156","sellowianum","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","476944","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","L. B. Smith","14346","1965","01","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476944","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","13 km southwest of Sao Joaquim","NY00476944_01","Sao Joaquim","-49.95","-28.37","sellowianum","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","476942","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","R. Reitz","3400","1950","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476942","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","Fachinal, S. Joaquim","NY00476942_01",NA,NA,NA,"sellowianum","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","476933","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum","E. P. dos Santos","292","1996","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277525' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476933","Magnoliophyta","Malpighiales","A.St.-Hil.","E. P. dos Santos","Paraná","Serra de Araçatuba","NY00476933_01","Guaratuba","-48.58","-25.88",NA,"1400","1400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","477008","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum","G. G. Hatschbach","638","1947","03","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=210141' target='other'> <mi>dwc_moreinfo</mi></a>","NY00477008","Magnoliophyta","Malpighiales","A.St.-Hil.","C. Vogel Ely","Paraná","Barro Preto","NY00477008_01","Sao José dos Pinhais","-49.2064","-25.5347",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","476947","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum","A. C. Brade","20775","1951","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277528' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476947","Magnoliophyta","Malpighiales","A.St.-Hil.","N. K. B. Robson","São Paulo","Serra da Bocaina","NY00476947_01","Sao José do Barreiro","-44.678829","-22.840477",NA,"1650","1650",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","476940","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","F. Segadas-Vianna","3084","1950","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476940","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","São Paulo","Barreiro Co., Serra da Bocaina","NY00476940_01","Sao José do Barreiro","-44.684548","-23.029725","sellowianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","476935","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum","C. Kozera","406","1996","11","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=277526' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476935","Magnoliophyta","Malpighiales","A.St.-Hil.","C. Kozera; S. M. Silva","Paraná","Parque Barigui","NY00476935_01","Curitiba","-49.22","-25.37",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","476934","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum rigidum","G. G. Hatschbach","34336","1974","04","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=123096' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476934","Magnoliophyta","Malpighiales","A.St.-Hil.","N. K. B. Robson","Paraná","Rincao","NY00476934_01","Tijucas do Sul","-49.13368","-25.799321","rigidum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","476943","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","R. Reitz","3400","1950","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476943","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","Cambajuva - Sao Joaquim","NY00476943_01",NA,NA,NA,"sellowianum","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00476948","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","A. Barbosa","144","1948","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476948","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Minas Gerais","Passa Quatro; Faz. Sertao dos Martins; Margem do Rio Lourenço Velho","NY00476948_01",NA,NA,NA,"sellowianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","476946","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","F. Segadas-Vianna","2952","1951","03",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476946","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","São Paulo","Barreiro Co., Serra da Bocaina; Lageado Farm","NY00476946_01","Sao José do Barreiro","-44.622423","-22.796043","sellowianum","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","476938","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum meridionale","A. Mattos","s.n.","1940","02","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=696640' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476938","Magnoliophyta","Malpighiales","L.B.Sm.","N. K. B. Robson","São Paulo","Três Barras","NY00476938_01","Barretos","-48.56","-20.55","meridionale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","476937","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum meridionale","A. Mattos","s.n.","1951","04","18","South America","Brazil","sheet",NA,"Remessa 17; Número 9 <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=696639' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476937","Magnoliophyta","Malpighiales","L.B.Sm.","N. K. B. Robson","Paraná","Lapa Pr. Br","NY00476937_01","Lapa","-49.7156","-25.7697","meridionale",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","476945","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","L. B. Smith","11002","1957","02","07","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76745' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476945","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","Pinheiral, northeast of Caçador, from turn off 17 km","NY00476945_01","Caçador","-51.0147","-26.7756","sellowianum","1100","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","476941","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","R. M. Klein","479","1953","04","05","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76741' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476941","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","Anitápolis, Palhoça","NY00476941_01","Palhoça","-49.128424","-27.903779","sellowianum","700","700",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","476939","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","R. Reitz","10577","1960","12","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76744' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476939","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","Serra da Boa Vista, Sao José","NY00476939_01","Sao José","-48.6272","-27.6156","sellowianum","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","476944","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","L. B. Smith","14346","1965","01","06","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76740' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476944","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","13 km southwest of Sao Joaquim","NY00476944_01","Sao Joaquim","-49.95","-28.37","sellowianum","1200","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","476942","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","R. Reitz","3400","1950","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76742' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476942","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","Fachinal, S. Joaquim","NY00476942_01",NA,NA,NA,"sellowianum","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","476940","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","F. Segadas-Vianna","3084","1950","11","24","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76747' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476940","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","São Paulo","Barreiro Co., Serra da Bocaina","NY00476940_01","Sao José do Barreiro","-44.684548","-23.029725","sellowianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","476943","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","R. Reitz","3400","1950","01","29","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76743' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476943","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Santa Catarina","Cambajuva - Sao Joaquim","NY00476943_01",NA,NA,NA,"sellowianum","1000","1000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00476948","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","A. Barbosa","144","1948","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76746' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476948","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","Minas Gerais","Passa Quatro; Faz. Sertao dos Martins; Margem do Rio Lourenço Velho","NY00476948_01",NA,NA,NA,"sellowianum",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","476946","PreservedSpecimen","Plantae","Hypericaceae","Hypericum","rigidum","Hypericum rigidum sellowianum","F. Segadas-Vianna","2952","1951","03",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=76748' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476946","Magnoliophyta","Malpighiales","(R.Keller) N.Robson","N. K. B. Robson","São Paulo","Barreiro Co., Serra da Bocaina; Lageado Farm","NY00476946_01","Sao José do Barreiro","-44.622423","-22.796043","sellowianum","1600","1600",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","01417274","PreservedSpecimen","Plantae","Hypericaceae","Vismia","cayennensis","Vismia cayennensis sessilifolia","A. S. L. da Silva","3058","1994","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1657647' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417274","Magnoliophyta","Malpighiales","(Aubl.) M.E.Berg","C. da S. Rosário","Pará","Estação Científica Ferreira Penna, entre os rios Curuá e Puraquequara, caminho da torre. Mata de terra firme. Solo areno-argiloso.","NY01417274_01","Melgaço","-51.455","-1.7369","sessilifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","01417615","PreservedSpecimen","Plantae","Hypericaceae","Vismia","cayennensis","Vismia cayennensis sessilifolia","M. G. da Silva","3737","1978","11","14","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1658577' target='other'> <mi>dwc_moreinfo</mi></a>","NY01417615","Magnoliophyta","Malpighiales","(Aubl.) M.E.Berg",NA,"Pará","Km 85 da estrada Itaituba, Jacarecanga, Parque Nacional do Tapajós (I.B.D.F.); Reserva Biológica, ramal do Pau Rosa. Mata de terra firme, solo argiloso.","NY01417615_01","Itaituba","-55.059354","-3.3969062","sessilifolia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","01418056","PreservedSpecimen","Plantae","Hypericaceae","Vismia","sessilifolia","Vismia sessilifolia","C. Farney","1989","1987","11","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665867' target='other'> <mi>dwc_moreinfo</mi></a>","NY01418056","Magnoliophyta","Malpighiales","(Aubl.) Choisy",NA,"Pará","Rio Trombetas, mata de terra firme entre a foz do Rio Cachorro e Cach. do Travá","NY01418056_01","Oriximiná","-57.0324326","-0.9826274",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","01418055","PreservedSpecimen","Plantae","Hypericaceae","Vismia","sessilifolia","Vismia sessilifolia","B. V. Rabelo","3703","1987","11","02","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665864' target='other'> <mi>dwc_moreinfo</mi></a>","NY01418055","Magnoliophyta","Malpighiales","(Aubl.) Choisy",NA,"Pará","Rio Anajás. Ilha do Marajó","NY01418055_01",NA,"-49.92","-0.98",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1801435","PreservedSpecimen","Plantae","Hypericaceae","Vismia","sessilifolia","Vismia sessilifolia","R. de Lemos Fróes","25746","1950","01","31","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2028075' target='other'> <mi>dwc_moreinfo</mi></a>","NY01801435","Magnoliophyta","Malpighiales","(Aubl.) Choisy","N. K. B. Robson","Amapá","Beira do baixo Rio Oiapoque.","NY01801435_01",NA,"-52.349596","3.1316459",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","01418057","PreservedSpecimen","Plantae","Hypericaceae","Vismia","sessilifolia","Vismia sessilifolia","W. C. Steward","P20360","1974","02","18","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665876' target='other'> <mi>dwc_moreinfo</mi></a>","NY01418057","Magnoliophyta","Malpighiales","(Aubl.) Choisy","N. K. B. Robson","Amazonas","Manaus-Caracarai Highway. Forest at Km. 147","NY01418057_01",NA,"-60.1518095","-1.7408827",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2016-09-30 05:40:00-03","NY","NYBG","01418054","PreservedSpecimen","Plantae","Hypericaceae","Vismia","sessilifolia","Vismia sessilifolia","P. B. Cavalcante","2576","1970","03","01","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1665858' target='other'> <mi>dwc_moreinfo</mi></a>","NY01418054","Magnoliophyta","Malpighiales",NA,"N. K. B. Robson","Pará","Parque Indigena do Tumucumaque, Rio Parú de Oeste, Missao Tiriyo. Arredores da Missao.","NY01418054_01",NA,"-55.75","2.33",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
