"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","dayIdentified","locality","decimalLongitude","decimalLatitude","phylum","continentOcean","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","class","order","preparationType","fieldNumber","individualCount","relatedCatalogItem"
"49","2021-03-01 16:29:22-03","UNICAMP","UEC","4422","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Plowman, T","1981",NA,"Leitão Filho, HF; Shepherd, GJ; Stubblebine, WH; et al.","9755","1978","12","14","Brazil","Minas Gerais","Santa Bárbara",NA,NA,"Subarbusto de 2m, flores brancas. Nativo em matas e campos rupestres.","UEC059438",NA,"Serra do Caraça","-43.4152984619141","-19.959400177002","Magnoliopsida",NA,NA,NA,"UEC059438","33136","auto",NA,NA,NA,NA,NA,NA
"50","2021-03-01 16:29:22-03","UNICAMP","UEC","4418","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Mendonça, JO; Amaral Jr, A","1996","12","Leitão Filho, HF; Gibbs, PE; Shepherd, GJ; Semir, J; Martins, FR","1598","1976","01","21","Brazil","São Paulo","Jundiaí",NA,NA,"Árvore 2-3m, nativa em mata de altitude. Frutos axilares isolados.","UEC059441","18","Serra do Japi","-46.8800010681152","-23.1800003051758","Magnoliopsida",NA,NA,NA,"UEC059441","17840","auto",NA,NA,NA,NA,NA,NA
"51","2019-11-06 09:55:13-03","UFOP","OUPR","25415","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Freitas, G.P.P.","2011","05","Freitas, G.P.P.; Silva, J.L.","62","2009","10","09","Brasil","Minas Gerais","Ouro Preto","-43.503475","-20.357758","Arbusto com 1,6m de altura, pétalas alvas esverdeadas, anteras ferruginosas, estigmas amarelados, presença de ramentas. Campo sobre canga",NA,"13","Serra da Brígida","-43.503475","-20.357758",NA,NA,"1466","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2019-11-06 09:55:13-03","UFOP","OUPR","25416","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Freitas, G.P.P.","2011","05","Freitas, G.P.P.; Angelis, C.F.","107","2009","12","04","Brasil","Minas Gerais","Ouro Preto","-43.503475","-20.357758","Arbusto com 2m de altura, flor com pétalas alvas, sépalas esverdeadas, anteras alvas, estigmas esverdeados. Campo sobre canga",NA,"13","Serra da Brígida","-43.503475","-20.357758",NA,NA,"1466","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2019-11-06 09:55:13-03","UFOP","OUPR","25417","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Freitas, G.P.P.","2011","05","Freitas, G.P.P.; Martins, C.","166","2010","02","26","Brasil","Minas Gerais","Ouro Preto","-43.503475","-20.357758","Arbusto com 1m de altura, fruto imaturo alaranjado e maduro, rubro. Botões florais amarelados. Campo sobre canga",NA,"13","Serra da Brígida","-43.503475","-20.357758",NA,NA,"1466","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA
"54","2019-11-06 09:55:13-03","UFOP","OUPR","25418","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Freitas, G.P.P.","2011","05","Scalon, V.R.; Martins, C.","s.n.","2010","02","10","Brasil","Minas Gerais","Ouro Preto","-43.503475","-20.357758","Arbusto com 1,8m de altura, frutos maduros vermelho intenso. Campo sobre canga",NA,"13","Serra da Brígida","-43.503475","-20.357758",NA,NA,"1466","1466",NA,NA,NA,NA,NA,NA,NA,NA,NA
"55","2019-11-06 09:55:13-03","UFOP","OUPR","27190","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Cardoso, R.C.","2013",NA,"Cardoso, R.C.; Da Silva, T.C.","147","2013","02","22","Brasil","Minas Gerais","Ouro Preto","-43.520556","-20.363889","Arbusto, cerca de 1,5m de altura. Flores brancas",NA,NA,"Serra de Ouro Preto, Campo rupestre quartzítico","-43.520556","-20.363889",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"56","2019-11-06 10:17:16-03","UFOP","OUPR","30459","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Echternacht, L.; Badia, C.C.V.","2018","01","Badia, C.C.V.; Soares, D.A. & Alves, R.E.","106","2018","01","13","Brasil","Minas Gerais","Ouro Preto","-43.506414","-20.382417","Fanerófita, saxícola. Aprox. 2m. Folhas com ápice subcordado.; Observada na lateral de afloramento quartzítico e na trilha.",NA,NA,"Serra das Camarinhas, Trilha que se inicia na pedreira desativada e termina no Bairro São Sebastião, próximo à estação de esgoto desativada.","-43.506414","-20.382417",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:01:17-03","FURB","FURB","17691","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Loiola, MIB","2014","01","Maçaneiro, J.P.","17","2010","01","20","Brasil","Santa Catarina","Nova Trento","-49.0263889","-27.2630556",NA,"FURB01526","08","RPPN Prima Luna - Monte Barão.","-49.0263889","-27.2630556",NA,NA,NA,NA,"FURB01526",NA,NA,NA,NA,NA,NA,NA,NA
"58","2019-11-08 08:51:51-03","FURB","FURB","43754","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Costa-Lima, JL","2014","01","Funez, L.A.; Zermiani, A.E.","2513","2013","12","28","Brasil","Santa Catarina","Benedito Novo","-49.4788889","-26.8955555",NA,"FURB23860","03","Campo do Zinco.","-49.4788889","-26.8955555",NA,NA,"755","755","FURB23860",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:01:17-03","FURB","FURB","48458","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz",NA,"2015","03","Schwirkowski, P.","1084","2015","03","07","Brasil","Santa Catarina","São Bento do Sul","-49.2166667","-26.2927777",NA,"FURB48458","07",NA,"-49.2166667","-26.2927777",NA,NA,"948","948","FURB48458",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:01:17-03","FURB","FURB","57586","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz",NA,NA,NA,"Caxambu, M.G.","5661","2014","10","24","Brasil","Paraná","Tibagi","-50.2538889","-24.5800000","Ripário. Flores comn cálice verde e corola alva, diminutas. Relevo ondulado Habitat: Vegetação: estepe Habito: arbusto heliófito","FURB57586",NA,"Sitio Sete Quedas.","-50.2538889","-24.58",NA,NA,"1028","1028","FURB57586",NA,NA,NA,NA,NA,NA,NA,NA
"61","2019-11-08 08:51:51-03","FURB","FURB","6079","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Ribas, OS","2005","02","Vieira, F.C.S.","702","2004","12","25","Brasil","Santa Catarina","Joinville",NA,NA,NA,"FURB23861","25","Castelo dos Bugres.","-48.8456001281738","-26.3043994903564",NA,NA,"900","900","FURB23861","37150","auto",NA,NA,NA,NA,NA,NA
"62","2021-04-08 08:19:03-03","UTFPR","HCF","15238","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","E. Barboza","2016",NA,"M.G. Caxambu","5661","2014","10","24","Brasil","PR","Tibagi","50°15'14,4 W","24°34'48,3 S","arbusto heliófito, ca. 1,60 m, ripário. Flores com cálice verde e corola alva, diminutas.",NA,NA,"Sítio Sete Quedas","-50.254","-24.580083",NA,NA,"1028","1028",NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2021-04-08 08:19:03-03","UTFPR","HCF","30175","S","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","F. Marinero","2019","09","F. Marinero","1131","2019","06","27","Brasil","PR","Morretes","48°55'09 W","25°34'48 S","arvoreta 2,5 m. Frutos vermelhos. Beira de rio.",NA,"03","Parque Estadual do Pau Oco, arredores","-48.919167","-25.58",NA,NA,"776","776",NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2021-03-21 19:34:04-03","UFC","EAC","54925","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","O.E.Schulz","Loiola, M.I.B.","2014","01","Maçaneiro, J.P.","17","2010","01","20","Brasil","Santa Catarina","Nova Trento","-49.026389","-27.263056","Arbusto, 7m.; Floresta ombrófila densa montana.","EAC0054925","09","RPPN Prima Luna - Monte Barão, estágio sucessional primário, local úmido, perto de turfeiras e campos.","-49.026389","-27.263056","Dicotyledon","Southern America",NA,NA,"EAC0054925",NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-21 19:34:04-03","UFC","EAC","45037","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","O.E.Schulz","Loiola, M.I.B.","2009","08","Messias, M.C.T.B.; Silva, J.L.; et al.","1652","2007","07","05","Brasil","Minas Gerais","Ouro Preto",NA,NA,"Arbusto, 2m, fruto verde; Campo rupestre","EAC0045037","26","Serra Antº Pereira, Samarco, Alegria 3","-43.5080986022949","-20.2875003814697","Dicotyledon","Southern America",NA,NA,"EAC0045037","44599","auto",NA,NA,NA,NA,NA,NA
"66","2021-03-21 19:34:04-03","UFC","EAC","45035","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","O.E.Schulz","Loiola, M.I.B.","2009","08","Messias, M.C.T.B.; Silva, J.L.; et al.","1735","2007","07","09","Brasil","Minas Gerais","Ouro Preto",NA,NA,"Arbusto, 2m, flor amarelo-clara; Campo rupestre","EAC0045035","26","Serra Antº Pereira, Samarco, Alegria 7","-43.5080986022949","-20.2875003814697","Dicotyledon","Southern America",NA,NA,"EAC0045035","44599","auto",NA,NA,NA,NA,NA,NA
"67","2021-03-21 19:34:04-03","UFC","EAC","14008","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","O.E.Schulz","Loiola, M.I.B.","1999","03","Fernandes, A.","EAC14008","1986","01","26","Brasil","Minas Gerais","Santa Bárbara",NA,NA,"Arvoreta","EAC0014008","01","Sa. do Caraça","-43.4152984619141","-19.959400177002","Dicotyledon","Southern America",NA,NA,"EAC0014008","33136","auto",NA,NA,NA,NA,NA,NA
"68","2020-12-21 16:23:50-03","MBM","MBM","188015","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","A.; Amaral Jr.",NA,NA,"Andrade, P.A.; et al.; et al.","925","1987","04","08","Brazil","Minas Gerais","Lima Duarte",NA,NA,NA,"MBM188015",NA,"Parque Estadual Ibitipoca","-43.793098449707","-21.8425006866455",NA,"Southern America",NA,NA,"MBM188015","30417","auto",NA,NA,NA,NA,NA,NA
"69","2020-12-21 16:23:50-03","MBM","MBM","326460","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Smith, S.F.","2006","10","Wasum, R.; et al.; et al.","3460","2006","01","18","Brazil","Paraná","Lapa",NA,NA,"Em orla da mata, junto aos rochedos","MBM326460",NA,"Pedra da Gruta do Monge","-49.7158012390137","-25.7696990966797",NA,"Southern America","850","850","MBM326460","49965","auto",NA,NA,NA,NA,NA,NA
"70","2020-12-21 16:23:50-03","MBM","MBM","266287","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Lombardi, J.A.",NA,NA,"Lombardi, J.A.","4628","2002","03","06","Brazil","Minas Gerais","Caeté",NA,NA,NA,"MBM266287",NA,"Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,"Southern America",NA,NA,"MBM266287","22051","auto",NA,NA,NA,NA,NA,NA
"71","2020-12-21 16:23:50-03","MBM","MBM","85008","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Plowman, T.",NA,NA,"Landrum, L.R.","4264","1982","02","02","Brazil","Minas Gerais","Caeté",NA,NA,NA,"MBM085008",NA,"Serra da Piedade","-43.6697006225586","-19.8799991607666",NA,"Southern America",NA,NA,"MBM085008","22051","auto",NA,NA,NA,NA,NA,NA
"72","2020-12-21 16:23:50-03","MBM","MBM","20374","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Plowman, T.",NA,NA,"Hatschbach, G.; et al.; et al.","28813","1972","01","25","Brazil","Minas Gerais","Jaboticatubas",NA,NA,NA,"MBM020374",NA,"Serra do Cipó, 25 Km ao N","-43.7449989318848","-19.513599395752",NA,"Southern America",NA,NA,"MBM020374","31264","auto",NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:23:50-03","MBM","MBM","217905","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","A.; Amaral Jr.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67466","1997","11","24","Brazil","Minas Gerais","Serro",NA,NA,NA,"MBM217905",NA,"Fazenda Bocaina","-43.3793983459473","-18.604700088501",NA,"Southern America",NA,NA,"MBM217905","37754","auto",NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:23:50-03","MBM","MBM","232777","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Santos, E.P.",NA,NA,"Fernandes, H.M.; et al.; et al.","60","1997","12","05","Brazil","Paraná","Guaratuba",NA,NA,NA,"MBM232777",NA,"Serra do Araçatuba, Morro dos Perdidos","-48.5746994018555","-25.8827991485596",NA,"Southern America",NA,NA,"MBM232777","41937","auto",NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:23:50-03","MBM","MBM","301158","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Scheer, M.",NA,NA,"Scheer, M.; et al.; et al.","397","2002","10","11","Brazil","Paraná","Morretes",NA,NA,NA,"MBM301158",NA,"Morro dos Padres","-48.834400177002","-25.476900100708",NA,"Southern America",NA,NA,"MBM301158","30514","auto",NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:23:50-03","MBM","MBM","78109","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Plowman, T.",NA,NA,"Oliveira, P.I.","714","1982","12","10","Brazil","Paraná","Morretes",NA,NA,NA,"MBM078109",NA,"Rio dos Padres","-48.834400177002","-25.476900100708",NA,"Southern America",NA,NA,"MBM078109","30514","auto",NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:23:50-03","MBM","MBM","111597","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Plowman, T.",NA,NA,"Cordeiro, J.; Hatschbach, G.; Hatschbach, G.","384","1986","12","11","Brazil","Paraná","São José dos Pinhais",NA,NA,NA,"MBM111597",NA,"Colônia Santos Andrade","-49.2064018249512","-25.5347003936768",NA,"Southern America",NA,NA,"MBM111597","45291","auto",NA,NA,NA,NA,NA,NA
"78","2020-12-21 16:23:50-03","MBM","MBM","139300","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Hensold, N.",NA,NA,"Silva, J.M.; Hatschbach, G.; Hatschbach, G.","843","1990","03","27","Brazil","Paraná","Tijucas do Sul",NA,NA,NA,"MBM139300",NA,"Ambrósios","-49.1988983154297","-25.9281005859375",NA,"Southern America",NA,NA,"MBM139300","25228","auto",NA,NA,NA,NA,NA,NA
"79","2020-12-21 16:23:50-03","MBM","MBM","188014","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","A.; Amaral Jr.",NA,NA,"Grandi, T.S.M.; et al.; et al.","1633","1985","04","15","Brazil","Minas Gerais",NA,NA,NA,NA,"MBM188014",NA,"Serra da Piedade",NA,NA,NA,"Southern America",NA,NA,"MBM188014",NA,NA,NA,NA,NA,NA,NA,NA
"80","2020-12-21 16:23:50-03","MBM","MBM","275506","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz",NA,NA,NA,"Brügger, M.C.; et al.; et al.","s.n.","1991","11","30","Brazil","Minas Gerais",NA,NA,NA,NA,"MBM275506",NA,"Parque Estadual de Ibitipoca",NA,NA,NA,"Southern America",NA,NA,"MBM275506",NA,NA,NA,NA,NA,NA,NA,NA
"81","2020-12-21 16:23:50-03","MBM","MBM","275508","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Verrado, S.M.S.",NA,NA,"Salimena, F.R.; et al.; et al.","s.n.",NA,NA,NA,"Brazil","Minas Gerais","Conceição do Ibitipoca",NA,NA,NA,"MBM275508",NA,"Parque Estadual",NA,NA,NA,"Southern America",NA,NA,"MBM275508",NA,NA,NA,NA,NA,NA,NA,NA
"82","2020-12-21 16:23:50-03","MBM","MBM","275509","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","A.; Amaral Jr.",NA,NA,"Krieger, L.","13231","1973","11","03","Brazil","Minas Gerais",NA,NA,NA,NA,"MBM275509",NA,"Serra de Ibitipoca",NA,NA,NA,"Southern America",NA,NA,"MBM275509",NA,NA,NA,NA,NA,NA,NA,NA
"83","2020-12-21 16:23:50-03","MBM","MBM","394372","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Bohrer, P.","2013","04","Bohrer, P.; Picoli, A.C.; Picoli, A.C.","228","2012","12","09","Brazil","Paraná","Quatro Barras","-49.003889","-25.330556","Arvoreta de 2m de altura; flor branca.; Floresta Ombrófila Mista.","MBM394372","12","Palmitalzinho","-49.003889","-25.330556",NA,"Southern America","925","925","MBM394372",NA,NA,NA,NA,NA,NA,NA,NA
"84","2020-12-21 16:23:50-03","MBM","MBM","415313","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Roher, D.","2018","12","Roher, D.; Dutra, M.; Dutra, M.","385","2018","11","09","Brazil","Paraná","Tibagi","-50.387222","-24.584444","Árvore com 2,5 m de altura, botões florais.; Zona ripária do Rio Tibagi - Ecotone - Floresta Estacional Semidescidual, Cerrado, Floresta Ombrofila Mista.","MBM415313","07","UHE Tibagi Montante, margem esquerda","-50.387222","-24.584444",NA,"Southern America","715","715",NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2020-12-21 16:23:50-03","MBM","MBM","138365","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Hensold, N.",NA,NA,"Carvalho, A.M. de; et al.; et al.","2138","1986","01","26","Brazil","Minas Gerais","Barão de Cocais",NA,NA,NA,"MBM138365",NA,"Serra do Caraça","-43.4872016906738","-19.94580078125",NA,"Southern America",NA,NA,"MBM138365","21378","auto",NA,NA,NA,NA,NA,NA
"86","2020-12-21 16:23:50-03","MBM","MBM","262977","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Parrocínio, M.C.B.",NA,NA,"Menezes, N.L.; et al.; et al.","9580","1986","01","27","Brazil","Minas Gerais","Santana do Riacho",NA,NA,NA,"MBM262977",NA,"Rodovia Belo Horizonte - Conceição do Mato Dentro, km 138","-43.7144012451172","-19.1688995361328",NA,"Southern America",NA,NA,"MBM262977","26557","auto",NA,NA,NA,NA,NA,NA
"87","2020-12-21 16:23:50-03","MBM","MBM","262978","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Pirani, J.R.",NA,NA,"Groppo Jr, M.; et al.; et al.","644","2001","03","02","Brazil","Minas Gerais","Santana do Riacho",NA,NA,NA,"MBM262978",NA,"Serra do Cipó","-43.7144012451172","-19.1688995361328",NA,"Southern America",NA,NA,"MBM262978","26557","auto",NA,NA,NA,NA,NA,NA
"88","2020-12-21 16:23:50-03","MBM","MBM","242388","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Loiola, M.I.B.",NA,NA,"Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67466","1997","11","24","Brazil","Minas Gerais","Serro",NA,NA,NA,"MBM242388",NA,"Fazenda Bocaina","-43.3793983459473","-18.604700088501",NA,"Southern America",NA,NA,"MBM242388","37754","auto",NA,NA,NA,NA,NA,NA
"89","2020-12-21 16:23:50-03","MBM","MBM","9490","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Plowman, T.",NA,NA,"Hatschbach, G.","20288","1968","11","12","Brazil","Paraná","Campina Grande do Sul",NA,NA,NA,"MBM009490",NA,"Serra Virgem Maria","-49.0553016662598","-25.3055992126465",NA,"Southern America",NA,NA,"MBM009490","55154","auto",NA,NA,NA,NA,NA,NA
"90","2020-12-21 16:23:50-03","MBM","MBM","27106","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Plowman, T.",NA,NA,"Hatschbach, G.","5328","1958","11","30","Brazil","Paraná","Guaratuba",NA,NA,NA,"MBM027106",NA,"Rio Itararé","-48.5746994018555","-25.8827991485596",NA,"Southern America",NA,NA,"MBM027106","41937","auto",NA,NA,NA,NA,NA,NA
"91","2020-12-21 16:23:50-03","MBM","MBM","252054","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz",NA,NA,NA,"Dusén, P.","14371","1914","01","15","Brazil","Paraná","Morretes",NA,NA,NA,"MBM252054",NA,"Ipiranga","-48.834400177002","-25.476900100708",NA,"Southern America",NA,NA,NA,"30514","auto",NA,NA,NA,NA,NA,NA
"92","2020-12-21 16:23:50-03","MBM","MBM","9492","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Plowman, T.",NA,NA,"Hatschbach, G.","17150","1967","09","12","Brazil","Paraná","Quatro Barras",NA,NA,NA,"MBM009492",NA,"Rio Taquari","-49.0769004821777","-25.3656005859375",NA,"Southern America",NA,NA,"MBM009492","17116","auto",NA,NA,NA,NA,NA,NA
"93","2020-12-21 16:23:50-03","MBM","MBM","7791","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Ribas, O.S.","2009","08","Hatschbach, G.","17150","1967","09","12","Brazil","Paraná","Quatro Barras",NA,NA,"Arvoreta 4m, fruto maduro vermelho. Mata pluvial, margens de rio","MBM007791","25","Rio Taquari","-49.0769004821777","-25.3656005859375",NA,"Southern America","850","850","MBM007791","17116","auto",NA,NA,NA,NA,NA,NA
"94","2020-12-21 16:23:50-03","MBM","MBM","28562","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Plowman, T.",NA,NA,"Hatschbach, G.","31067","1972","12","28","Brazil","Paraná","São José dos Pinhais",NA,NA,NA,"MBM028562",NA,"Rod. BR-277, Rio Iguatemi","-49.2064018249512","-25.5347003936768",NA,"Southern America",NA,NA,"MBM028562","45291","auto",NA,NA,NA,NA,NA,NA
"95","2020-12-21 16:23:50-03","MBM","MBM","27107","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Mendonça, J.O.",NA,NA,"Hatschbach, G.","8544","1961","11","15","Brazil","Paraná","São José dos Pinhais",NA,NA,NA,"MBM027107",NA,"Rodovia Governador Lupion, Rio Pequeno","-49.2064018249512","-25.5347003936768",NA,"Southern America",NA,NA,"MBM027107","45291","auto",NA,NA,NA,NA,NA,NA
"96","2020-12-21 16:23:50-03","MBM","MBM","223034","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","A.; Amaral Jr.",NA,NA,"Ribas, O.S.; Barboza, E.; Pereira, L.B.S.; Barboza, E.; Pereira, L.B.S.","2139","1997","12","15","Brazil","Paraná","Tijucas do Sul",NA,NA,NA,"MBM223034",NA,"Serra de Papanduva","-49.1988983154297","-25.9281005859375",NA,"Southern America",NA,NA,"MBM223034","25228","auto",NA,NA,NA,NA,NA,NA
"97","2020-12-21 16:23:50-03","MBM","MBM","287302","PreservedSpecimen","Plantae","Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E. Schulz","Plowman, T.",NA,NA,"Farney, C.; et al.; et al.","585","1985","02","07","Brazil","Rio de Janeiro","Macaé",NA,NA,NA,"MBM287302",NA,"Pico do Frade de Macaé","-41.7868995666504","-22.3708000183105",NA,"Southern America",NA,NA,"MBM287302","47209","auto",NA,NA,NA,NA,NA,NA
"98","2015-11-06 21:43:37-02","MNHN","RECOLNAT_MNHN_P","P00723859","PreservedSpecimen",NA,"Erythroxylaceae","Erythroxylum","gonocladum","Erythroxylum gonocladum","(Mart.) O.E.Schulz","Plowman",NA,NA,"Saint-Hilaire, A. de",NA,"1816",NA,NA,"Brésil",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00723859' target='other'> <mi>dwc_moreinfo</mi></a>","P00723859",NA,"Province de Minas Geraes",NA,NA,NA,NA,NA,NA,"P00723859_01",NA,NA,NA,NA,"hb",NA,NA,NA
