"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","locality","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","stateProvince","phylum","scientificNameAuthorship","identifiedBy","recordNumber","year","month","day","imagecode","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","county","infraspecificEpithet","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","dayIdentified","class","order","individualCount","fieldNumber","relatedCatalogItem"
"11","2021-03-15 16:37:00-03","NY","NYBG","1673054","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"R. S. Williams","South America","Bolivia","Ipurima","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1960009' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673054",NA,"Marchantiophyta","(Sw.) Nees",NA,"2205","1902","02","09","NY01673054_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","1672938","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"R. M. Schuster","South America","Brazil","Collected along the Rio Negro between Manaus and São Gabriel, Serra Curicuriari, from Igarapé Arabú on Rio Curicuriari to summit","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959100' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672938","Amazonas","Marchantiophyta","(Sw.) Nees","B. M. Thiers","79-15-647","1979","07","09","NY01672938_01","-66.83","-0.33","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","1673021","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"M. H. Nee","South America","Bolivia","Depto. Santa Cruz, Prov. Ichilo, Parque Nacional Amboro. Undisturbed tropical evergreen forest on steep slopes of Rio Saguayo at Quebrada Ancha, some trees to 2 m. in diameter, with Iriartea deltoidea abundant in lower canopy, occasional Socratea, Astroca","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959976' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673021",NA,"Marchantiophyta","(Sw.) Nees",NA,"36010","1988","01","20","NY01673021_01","-63.733333","-17.675",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","1673035","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"W. C. Steere","South America","Ecuador","PROV. ESMERALDAS: East of San Mateo, road to small mountain with army short-wave relay tower; in rain forest along road","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959990' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673035",NA,"Marchantiophyta","(Sw.) Nees",NA,"25629","1982","09","17","NY01673035_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","1673028","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"W. R. Buck","South America","Brazil","Along the Rio Negro between Manaus and São Gabriel, slopes and summit of Serra Curicuriari, from Igarapé Arabú of the Rio Curicuriari to the summit","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959983' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673028","Amazonas","Marchantiophyta","(Sw.) Nees",NA,"2473","1979","07","09","NY01673028_01","-66.83","-0.33","450","450",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","1673006","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"B. Løjtnant","South America","Ecuador","Prov. GUAYAS: Hills above Hacienda La Elvira, c. 5 km W of Bucay. Virgin rain forest. Alt. c. 500 m.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959961' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673006",NA,"Marchantiophyta","(Sw.) Nees",NA,"15613","1979","07","06","NY01673006_01","-79.116667","-2.183333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","1673056","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"H. H. Rusby","South America","Bolivia","Ingenio del Oro, 10,000 ft.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2033270' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673056",NA,"Marchantiophyta","(Sw.) Nees",NA,"3038","1886","03",NA,"NY01673056_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","1748876","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"N. Funck","South America","Venezuela",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1960014' target='other'> <mi>dwc_moreinfo</mi></a>","NY01748876",NA,"Marchantiophyta","(Sw.) Nees",NA,"s.n.","1905","01","18","NY01748876_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","1672904","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"A. Fendler","South America","Trinidad and Tobago",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959066' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672904",NA,"Marchantiophyta","(Sw.) Nees",NA,"s.n.",NA,NA,NA,"NY01672904_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","1672995","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"J. Weir","South America","Brazil","S. Brazil","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959157' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672995",NA,"Marchantiophyta","(Sw.) Nees",NA,"s.n.","1906","12",NA,"NY01672995_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","1672920","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,NA,"South America","Brazil","Rio de Janeiro.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959082' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672920",NA,"Marchantiophyta","(Sw.) Nees",NA,"s.n.","1905","03","20","NY01672920_01","-43.448386","-22.913514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","1672999","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"E. F. Rodríguez Rodríguez","South America","Peru","Cajamarca: San Ignacio Distrito Huarango. Cordillera Huarango (parte sur de la Cordillera del Condor). Sector El Romerillo.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959161' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672999",NA,"Marchantiophyta","(Sw.) Nees",NA,"3112","2006","05","03","NY01672999_01","-78.704444","-5.276389",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","1672976","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"H. H. Rusby","South America","Bolivia","Ingenid del Oro, alt. 10000 ft.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959138' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672976",NA,"Marchantiophyta","(Sw.) Nees",NA,"5030","1905","02","28","NY01672976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","1672963","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"A. F. M. Glaziou","South America","Brazil","Rio de Janeiro.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959125' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672963",NA,"Marchantiophyta","(Sw.) Nees",NA,"9201",NA,NA,NA,"NY01672963_01","-43.448386","-22.913514",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","1672931","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"V. F. Schiffner","South America","Brazil","Sao Paulo, in Waldern bei der Stadt Iguape. 20-100 m","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959093' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672931",NA,"Marchantiophyta","(Sw.) Nees",NA,"4271","1901","09","01","NY01672931_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","1672956","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"M. Colella","South America","Venezuela","Bryopteris filiclna (Sw.) Nees Edo. Bolivar, Sierra de Imataca, Campto. de La Reforma-CVG. Bosque denso medio siempreverde con abundantes bejucos. Coraza lateritica aflorando en bloques de tamano variado.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959118' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672956",NA,"Marchantiophyta","(Sw.) Nees",NA,"1515","1989","09","24","NY01672956_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","1673038","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"W. C. Steere","South America","Ecuador","PROV. ESMERALDAS: East of San Mateo just below small mountain called Zapallo by workmen; alt. ca. 500 m; in cloud forest along road to army short-wave tower","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959993' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673038",NA,"Marchantiophyta","(Sw.) Nees",NA,"25620","1982","09","17","NY01673038_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","02280144","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"P. E. A. S. Câmara","South America","Brazil","Parque Nacional do Caparaó, Vale Verde","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2615272' target='other'> <mi>dwc_moreinfo</mi></a>","NY02280144","Minas Gerais","Marchantiophyta","(Sw.) Nees",NA,"3299","2013","11","18",NA,"-41.5078","-20.2519","1298",NA,"Alto Caparaó",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","1673024","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"F. C. Hoehne","South America","Brazil","Alto da Serra, Sao Paulo.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959979' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673024",NA,"Marchantiophyta","(Sw.) Nees",NA,"682","1923","04",NA,"NY01673024_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","1673020","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,NA,"South America","Ecuador","Galapagos, Charles ind.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959975' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673020",NA,"Marchantiophyta","(Sw.) Nees",NA,"s.n.",NA,NA,NA,"NY01673020_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","1672985","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"R. Spruce","South America","Peru","Andes Peruvani: Mt. Guayrapurina, in arboribus","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959147' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672985",NA,"Marchantiophyta","(Sw.) Nees",NA,"s.n.",NA,NA,NA,"NY01672985_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","1673055","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"R. S. Williams","South America","Bolivia","Near summit between Tumufasa and San Josa. 5000 ft","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1960010' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673055",NA,"Marchantiophyta","(Sw.) Nees",NA,"2202","1905","03","15","NY01673055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","1673043","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"J. L. Luteyn","South America","Venezuela","Distrito Federal-Edo. Aragua border: Along rd. to Pto. Maya, 0.5-4 km W of its jct with La Victoria-Colonia Tovar hwy. Palm dominated cloud forest; 2070-2200 m.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959998' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673043",NA,"Marchantiophyta","(Sw.) Nees",NA,"8291","1982","01","14","NY01673043_01","-67.333333","10.4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","1672925","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"W. J. Burchell","South America","Brazil",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959087' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672925",NA,"Marchantiophyta","(Sw.) Nees",NA,"1119",NA,NA,NA,"NY01672925_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","02349714","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"K. Grossmann","South America","Brazil",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2571394' target='other'> <mi>dwc_moreinfo</mi></a>","NY02349714","Rio Grande do Sul","Marchantiophyta","(Sw.) Nees","U. Drehwald; M. E. Reiner-Drehwald","1905",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","1672911","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"J. Weir","South America","Colombia","Andes Bogotensis","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959073' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672911",NA,"Marchantiophyta","(Sw.) Nees",NA,"s.n.",NA,NA,NA,"NY01672911_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","1673042","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"B. Maguire","South America","Suriname","Plants of Tafelberg (Table Mountain), Surinam","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959997' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673042",NA,"Marchantiophyta","(Sw.) Nees",NA,"24643","1944","09","06","NY01673042_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","1673026","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"F. C. Hoehne","South America","Brazil","Matta do Goberno bei Itu, Sao Paulo","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959981' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673026",NA,"Marchantiophyta","(Sw.) Nees",NA,"671","1920","09",NA,"NY01673026_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","1672992","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"J. Weir","South America","Brazil",NA,"packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959154' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672992",NA,"Marchantiophyta","(Sw.) Nees",NA,"s.n.",NA,NA,NA,"NY01672992_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-03-15 16:37:00-03","NY","NYBG","1673051","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"R. E. Schultes","South America","Colombia","Intendencia del Meta: Cordillera La Macarena (extremo nordeste).","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1960006' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673051",NA,"Marchantiophyta","(Sw.) Nees",NA,"11143","1950","12","21","NY01673051_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-03-15 16:37:00-03","NY","NYBG","1673048","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"R. E. Schultes","South America","Colombia","Intendencia del Meta: Cordillera La Macarena (ex-tremo nordeste.)","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1960003' target='other'> <mi>dwc_moreinfo</mi></a>","NY01673048",NA,"Marchantiophyta","(Sw.) Nees",NA,"11141","1950","12",NA,"NY01673048_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2021-03-15 16:37:00-03","NY","NYBG","1672953","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"M. H. Nee","South America","Venezuela","Cloud forest between television tower above Papelon and Pico El Avila, alt. 1800-1900 m. Parque Nacional El Avila, between Pico El Avila and the city of CARACAS.","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959115' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672953",NA,"Marchantiophyta","(Sw.) Nees",NA,"16849","1979","07","20","NY01672953_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-03-15 16:37:00-03","NY","NYBG","1672944","PreservedSpecimen","Plantae","Lejeuneaceae","Bryopteris","filicina","Bryopteris filicina",NA,"P. R. Fantz","South America","Ecuador","Small bryophyte near compound along trail by San Raphel Waterfall, Rio Cocoa; 3800 ft","packeted",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1959106' target='other'> <mi>dwc_moreinfo</mi></a>","NY01672944","Napo","Marchantiophyta","(Sw.) Nees",NA,"B396","1975","07","22","NY01672944_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
