"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","typeStatus"
"170","2021-03-15 16:37:00-03","NY","NYBG","01160783","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","G. P. Lewis","1559","1987","03","24","South America","Brazil","Roraima","Boa Vista","Reserva Ecológica de Maracá. North side of island at Três Igarapés. Ca 1 km up Igarapé","-61.7","3.5",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370459' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160783","NY01160783_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2021-03-15 16:37:00-03","NY","NYBG","01160784","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","G. P. Lewis","1559","1987","03","24","South America","Brazil","Roraima","Boa Vista","Reserva Ecológica de Maracá. North side of island at Três Igarapés. Ca 1 km up Igarapé","-61.7","3.5",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1370509' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160784","NY01160784_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"172","2021-03-15 16:37:00-03","NY","NYBG","01160782","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","G. T. Prance","15100","1971","10","11","South America","Brazil","Amazonas",NA,"Rio Negro between Ilha Jacaré & Airão.","-61.09","-2.3564",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374307' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160782","NY01160782_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"173","2021-03-15 16:37:00-03","NY","NYBG","01160800","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","J. M. Pires","8190","1963","01",NA,"South America","Brazil","Pará",NA,"Belém.","-48.4555221","-1.2849922",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371485' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160800","NY01160800_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2021-03-15 16:37:00-03","NY","NYBG","01160788","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","J. M. Pires","8190","1963","01",NA,"South America","Brazil","Pará",NA,"Belém.","-48.4555221","-1.2849922",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371487' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160788","NY01160788_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"175","2021-03-15 16:37:00-03","NY","NYBG","01160802","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","J. M. Pires","75/21",NA,NA,NA,"South America","Brazil","Pará",NA,"Belém.","-48.4555221","-1.2849922",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371481' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160802","NY01160802_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2021-03-15 16:37:00-03","NY","NYBG","01160793","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","A. B. Anderson","1184","1984","10","08","South America","Brazil","Pará","Barcarena","Property of Dona Alice Dumalakis, Ilha doas Onças.","-48.45","-1.42",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371476' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160793","NY01160793_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2021-03-15 16:37:00-03","NY","NYBG","00981187","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","H. S. Irwin; R. C. Barneby","G. Eiten","4694","1962","05","25","South America","Brazil","Maranhão","Lorêto","Ilha de Balsas region, between the Rios Balsas and Parnaíba. Santa Barbara, due SSE of Lorêto, on shore of Rio Parnaíba. Property of Dona Luzia.","-45.05","-7.5","140","140","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1097485' target='other'> <mi>dwc_moreinfo</mi></a>","NY00981187","NY00981187_01 NY00981187_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2021-03-15 16:37:00-03","NY","NYBG","01476208","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","J. L. Luteyn","4783","1976","01","10","South America","Colombia","Meta",NA,"8 km. S from Vistahermosa.",NA,NA,"580",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2035766' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476208","NY01476208_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"179","2016-09-27 19:42:00-03","NY","NYBG","01776307","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","G. Bourdy","GB-1545","1995","11","06","South America","Bolivia",NA,NA,"Ixiamas Tacana.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2031500' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776307","NY01776307_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"180","2021-03-15 16:37:00-03","NY","NYBG","01476205","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","R. Romero-Castañeda","9381","1962","12","21","South America","Colombia","Bolívar",NA,"Alrededores de Corozal; Palmito",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2033038' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476205","NY01476205_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"181","2021-03-15 16:37:00-03","NY","NYBG","01476144","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","E. L. Little Jr.","7596","1944","04","07","South America","Colombia","Huila",NA,"Neiva, walk on foot NW, 5 km to bridge over Río Magdalena and to ravine forest and dry thickets in grass pasture, on west side.",NA,NA,"427",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2033256' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476144","NY01476144_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2016-09-27 19:42:00-03","NY","NYBG","01776374","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","P. A. Mutchnick","713","1995","02","13","South America","Guyana","Potaro-Siparuni",NA,"Iwokrama Reserve. Essequibo River; Pisham Pisham Falls and upriver channels","-58.485","4.435555556","50","50","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2038684' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776374","NY01776374_01 NY01776374_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"183","2021-03-15 16:37:00-03","NY","NYBG","01776310","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","G. T. Prance","6208","1968","07","20","South America","Bolivia","Pando",NA,"W. bank of Rio Madeira, 12 km above Abuna",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2031653' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776310","NY01776310_01 NY01776310_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2016-09-30 10:22:00-03","NY","NYBG","01776313","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. de Michel","I. Guareco","120","1994","08","26","South America","Bolivia","El Beni",NA,"Prov. Gral. [General] Ballivián y Yacuma, Estación Biológica del Beni, comunidad Cero ocho, casa de Francisco Bie.","-66.62","-14.5","200","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2031703' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776313","NY01776313_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2021-03-15 16:37:00-03","NY","NYBG","01160801","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","C. A. Cid Ferreira","1738","1980","07","23","South America","Brazil","Pará","Oriximiná","Rio Trombetas, margem esquerda ao sul da Mineração Rio-Norte.","-56.3781452","-1.4616024",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371472' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160801","NY01160801_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"186","2021-03-15 16:37:00-03","NY","NYBG","01160817","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","G. T. Prance","16690","1973","07","23","South America","Brazil","Amazonas",NA,"Ilha Aramaçá, almost opposite Tabatinga","-69.9164","-4.3331",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374318' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160817","NY01160817_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"187","2021-03-15 16:37:00-03","NY","NYBG","01160770","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","E. Lleras","P17354","1973","08",NA,"South America","Brazil","Amazonas","São Paulo de Olivença","Rio Solimões, Bairro de Odorio.","-69.3417549","-3.6151907",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374315' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160770","NY01160770_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"188","2016-09-27 19:42:00-03","NY","NYBG","01476134","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","E. Forero","4856","1979","04","08","South America","Colombia","Chocó",NA,"Hoya del Rio San Juan. Río San Juan, abajo de Noanamá","-76.92","4.67",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2034350' target='other'> <mi>dwc_moreinfo</mi></a>","NY01476134","NY01476134_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2021-03-15 16:37:00-03","NY","NYBG","01776410","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","J. Florschütz-de Waard","1158","1951","02","03","South America","Suriname",NA,NA,"Bank of Saramaca river near Kwattahede.","-55.55","4.82",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2038975' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776410","NY01776410_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2021-03-15 16:37:00-03","NY","NYBG","00582572","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","R. M. Harley","21467","1980","04","17","South America","Brazil","Bahia","Bom Jesus da Lapa","Basin of the Upper Sao Francisco River. Morrao, at about 32 km. from Bom Jesus da Lapa, N.E. beyond Calderao","-43.18","-13.12","500","600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189408' target='other'> <mi>dwc_moreinfo</mi></a>","NY00582572","NY00582572_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2021-03-15 16:37:00-03","NY","NYBG","00164810","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","D. G. Campbell","8989","1986","10","13","South America","Brazil","Acre","Mâncio Lima","Margin of Río Azul","-73.65","-7.48",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189409' target='other'> <mi>dwc_moreinfo</mi></a>","NY00164810","NY00164810_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2021-03-15 16:37:00-03","NY","NYBG","01160819","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","G. T. Prance","21008","1974","04","29","South America","Brazil","Amazonas","Manaus","Rua Paraíba.","-60.025","-3.10194",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374320' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160819","NY01160819_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2016-09-27 13:30:00-03","NY","NYBG","01776396","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,NA,"G. S. Bunting","6909","1979","02","06","South America","Venezuela","Zulia","Colón","Sector West-Tarra, zona desviando al oeste de la carretera Machiques - La Fría, en la Alcabala La Redoma (desvío hacia Casigua El Cubo), entre La Redoma y Placita, distancia de 5 km.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2048447' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776396","NY01776396_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2021-03-15 16:37:00-03","NY","NYBG","01160772","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","T. R. Bahia","188","1976","10","02","South America","Brazil","Amazonas","Manacapurú","[lower R. Solimões] proximo ao acampamento da sub-base do projeto RADAM.","-60.6206","-3.29972",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1371237' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160772","NY01160772_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"195","2021-03-15 16:37:00-03","NY","NYBG","01776311","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","M. H. Nee","M. H. Nee","50241","1999","10","20","South America","Bolivia","Santa Cruz","Ichilo","Along Río Ichilo, 2.1 km by dirt road S from turnoff from main Buena Vista-Villa Tunari highway.","-64.23","-17.275","240",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2031669' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776311","NY01776311_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"196","2021-03-15 16:37:00-03","NY","NYBG","01776339","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","L. B. Holm-Nielsen","2608","1973","03","30","South America","Ecuador","Los Ríos",NA,"Surroundings of Montalvo (foothills of the Andes, ca. 40 km E of Babahoyo).","-79.28","-1.78","100","200","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2036071' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776339","NY01776339_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"197","2021-03-15 16:37:00-03","NY","NYBG","01776349","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","T. C. Plowman","6930","1977","03","19","South America","Peru","Loreto","Maynas","Rio Amazonas, Isla Rondiña, opposite Leticia.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2036697' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776349","NY01776349_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"198","2021-03-15 16:37:00-03","NY","NYBG","01776438","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","L. H. Bailey","1614","1921","03","03","South America","Venezuela",NA,NA,"Ciudad Bolivar and vicinity, on the Orinoco",NA,NA,"61",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040225' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776438","NY01776438_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2021-03-15 16:37:00-03","NY","NYBG","01776308","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","G. Bourdy","GB-1840","1996","08","20","South America","Bolivia","La Paz","Abel Iturralde","Macahua Tacana. Al lado de la caretera para ir a Macahua.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2031579' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776308","NY01776308_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2021-03-15 16:37:00-03","NY","NYBG","01160794","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","C. Davidson","CD10682","1980","07","02","South America","Brazil","Pará","Oriximiná","Cachoeira Porteira","-57.0369","-1.0919",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374304' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160794","NY01160794_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"201","2016-09-30 10:22:00-03","NY","NYBG","01776303","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","A. Fournet","874","1988","08","14","South America","Bolivia","El Beni",NA,"Fatima de Chimanes, bord du Río Chimane.",NA,NA,"320",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2031188' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776303","NY01776303_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"202","2021-03-15 16:37:00-03","NY","NYBG","00196139","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","C. M. Peters","173","1986","02","25","South America","Peru","Loreto","Requena","Village of Santa Rosa near Requena; Rio Ucayali",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=189395' target='other'> <mi>dwc_moreinfo</mi></a>","NY00196139","NY00196139_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"203","2021-03-15 16:37:00-03","NY","NYBG","01776436","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","J. J. Buza","11/BU","1959","04","10","South America","Venezuela","Mérida","Libertador","Facultad de Medicina de la Universidad de Los Andes.",NA,NA,"1600","1600","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040223' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776436","NY01776436_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2016-12-16 11:56:00-02","NY","NYBG","00041055","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","E. Stijfhoorn","2","1990","10","15","South America","Peru","Loreto",NA,"Mouth of Rió Tamshiyaco and Rió Amazonas.","-73.05","-4","120","120",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1153901' target='other'> <mi>dwc_moreinfo</mi></a>","NY00041055","NY00041055_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"205","2016-09-27 19:42:00-03","NY","NYBG","01776305","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","A. Serato","AS-00112","1995","08","09","South America","Bolivia",NA,NA,"Alta-Marani Tacana. En la senda para ir a la parcela permanente de Buena-Vista.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2031490' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776305","NY01776305_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"206","2016-09-30 10:27:00-03","NY","NYBG","01776370","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata",NA,"R. C. Barneby","T. D. McDowell","4511","1991","04","30","South America","Guyana","Barima-Waini",NA,"Matthews Ridge railyard of Railway Bond Bldg","-60.13333333","7.5","107","107","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2038689' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776370","NY01776370_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"207","2021-03-15 16:37:00-03","NY","NYBG","01160785","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby","C. A. Cid Ferreira","2418","1980","09","12","South America","Brazil","Pará","Oriximiná","Rio Trombetas, margem esquerda, lago Iripixi.","-55.8319992","-1.7682579",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374316' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160785","NY01160785_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"208","2021-03-15 16:37:00-03","NY","NYBG","01776348","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","R. A. Ferreyra","4512","1948","08","20","South America","Peru","San Martín","Mariscal Cáceres","Cerca a Juanjú",NA,NA,"200","300","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2036778' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776348","NY01776348_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"209","2021-03-15 16:37:00-03","NY","NYBG","01160816","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","C. C. Berg","P19700","1973",NA,NA,"South America","Brazil","Amazonas",NA,"Rio Solimões, 1 km south of Careiro Village.","-59.8689651","-3.2018764",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374321' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160816","NY01160816_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2021-03-15 16:37:00-03","NY","NYBG","01776345","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","J. M. Schunke-Vigo","208","1935","02","09","South America","Peru","Loreto",NA,"Gamitanacocha, Rio Mazán.",NA,NA,"100","125","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2036913' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776345","NY01776345_01 NY01776345_02",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"211","2021-03-15 16:37:00-03","NY","NYBG","01776439","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","L. C. M. Croizat","752","1951","09","25","South America","Venezuela",NA,NA,"Bobadilla.",NA,NA,NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=2040566' target='other'> <mi>dwc_moreinfo</mi></a>","NY01776439","NY01776439_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2021-03-15 16:37:00-03","NY","NYBG","01160775","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Senna","reticulata","Senna reticulata","(Willd.) H.S.Irwin & Barneby","R. C. Barneby; H. S. Irwin","E. Lleras","P17248","1973","08",NA,"South America","Brazil","Amazonas",NA,"Rio Javari, north of Estirão de Equador","-71.6182101","-4.5300408",NA,NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1374312' target='other'> <mi>dwc_moreinfo</mi></a>","NY01160775","NY01160775_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
