"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","scientificNameAuthorship","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","class","relatedCatalogItem","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","fieldNumber","individualCount","monthIdentified","minimumDepthInMeters","typeStatus","dayIdentified"
"44","2015-09-05 07:31:53-03","MNHN","RECOLNAT_MNHN_P","P04801778","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Díaz, C.|Peña, A.|Castañera, D.|Figari, R.|Osores, H.|Díaz, D.",NA,"1995","1",NA,"Peru",NA,NA,"Tumbes: Zarumilla Province. Matapalo. El Caucho-Campo Verde, parcela de evaluación permanente E.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04801778' target='other'> <mi>dwc_moreinfo</mi></a>","P04801778","P04801778_01",NA,"(Sw.) Poir.",NA,"19","700",NA,NA,NA,NA,NA,NA,NA,NA,"7437",NA,NA,NA,NA,NA
"45","2015-09-05 07:31:53-03","MNHN","RECOLNAT_MNHN_P","P04801779","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Nunêz, P.",NA,"1985","10",NA,"Peru",NA,NA,"Departamento [Mache di Dios], Provincia Manu. [Coclea Casliu].",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04801779' target='other'> <mi>dwc_moreinfo</mi></a>","P04801779","P04801779_01",NA,"(Sw.) Poir.",NA,"7","400",NA,NA,NA,NA,NA,NA,NA,NA,"1937",NA,NA,NA,NA,NA
"46","2016-01-20 15:40:37-02","MNHN","RECOLNAT_MNHN_P","P04801780","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides",NA,NA,"1980","10",NA,"Peru",NA,NA,"Al este de Tocache, cerca a la Chacra del Sr. Estebam Arévale. Dpto. San Martín. Prov. Mariscal Cáceres. Dtto. Tocache Nuevo.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p04801780' target='other'> <mi>dwc_moreinfo</mi></a>","P04801780","P04801780_01",NA,"(Sw.) Poir.",NA,"14",NA,NA,NA,NA,NA,NA,NA,NA,NA,"12357",NA,NA,NA,NA,NA
"47","2015-09-04 20:07:46-03","MNHN","RECOLNAT_MNHN_P","P05255845","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Wurdack, J.J.|Monachino, J.V.",NA,"1956","1",NA,"Venezuela",NA,NA,"Rio Suapure; Estado Bolivar; along river between Raudal Budare and Raudal Pta. Brava (70-80 river km from mouth).",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05255845' target='other'> <mi>dwc_moreinfo</mi></a>","P05255845","P05255845_01",NA,"(Sw.) Poir.",NA,"17",NA,NA,NA,NA,NA,NA,NA,NA,NA,"41260",NA,NA,NA,NA,NA
"48","2015-09-04 20:07:46-03","MNHN","RECOLNAT_MNHN_P","P05255848","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Chaffanjon, M.J.",NA,NA,NA,NA,"Venezuela",NA,NA,"Orénoque.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05255848' target='other'> <mi>dwc_moreinfo</mi></a>","P05255848","P05255848_01",NA,"(Sw.) Poir.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"258",NA,NA,NA,NA,NA
"49","2015-09-04 20:07:46-03","MNHN","RECOLNAT_MNHN_P","P05255849","PreservedSpecimen",NA,NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Chaffanjon",NA,NA,NA,NA,"Venezuela",NA,NA,"Maypure.",NA,NA,"hb","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p05255849' target='other'> <mi>dwc_moreinfo</mi></a>","P05255849","P05255849_01",NA,"(Sw.) Poir.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"258",NA,NA,NA,NA,NA
"50","2021-02-11 17:20:15-03","UFPR","UPCB","31685","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Martínez, E.","24924","1992","07",NA,"México",NA,NA,"Chiapas. Mpio. Ocosingo. En estación chajul",NA,NA,NA,"Árbol, 5m, con fruto. Veg. Selva alta perennifolia..","UPCB0019363","UPCB0019363",NA,"(Sw.) Poir.",NA,"15","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"51","2008-05-27 22:02:00-03","MO","MOBOT","3258963","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Douglas C. Daly","Daly 6624","1990","5","South America","Bolivia","Beni",NA,"Prov. Ballivian. Rio Beni , Carmen Florida, 0.5 upstream from Rurrenabaque. Exposed to sun on ridge top.","-67.5","-14.46666",NA,NA,NA,NA,NA,"(Sw.) Poir.","T. Morley","25","320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2015-07-26 05:59:00-03","MO","MOBOT","3259648","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","F.J. Breteler","Breteler 4820","1965",NA,"South America","Venezuela","Mérida",NA,"Fed. Terr. Of AMazonas. orinoco. R. Isla de Araguato near Isla del Raton. Low vegetation.","-67.76666","5.03333",NA,NA,NA,NA,NA,"(Sw.) Poir.","J.J. Wurdack",NA,"90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2008-05-27 22:02:00-03","MO","MOBOT","317054","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides parvifolia","James C. Solomon","Solomon 13923","1985","6","South America","Bolivia","Beni","Gral. Ballivian","lower slopes of Serrania Pilón Lajas, 14.3 km N of the bridge over the Río Quiquibey. Moist montane forest with little disturbance on sandstone.","-67.05","-15.31666",NA,NA,NA,NA,"parvifolia","(Benth.) Morley","T. Morley (MINN)","10","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"85-78","9",NA,NA,NA,NA
"54","2008-07-15 09:41:00-03","MO","MOBOT","1431390","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Stephan G. Beck|et al.","Beck 19218",NA,NA,"South America","Bolivia","Pando","Nicolas Suarez","Bella Flor","-67.6333333","-11.1",NA,NA,NA,NA,NA,"(Sw.) Poir.","fide Killeen",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"55","2014-09-04 10:57:00-03","MO","MOBOT","100740144","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|A.S. Poma C.|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Rubín de Celis Castillo, Daniel Fernando|Ibahuari, Basilio","Nieto Ariza 47","2014","5","South America","Bolivia","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8130833","-14.0843611",NA,NA,NA,NA,NA,"(Sw.) Poir.","A. Fuentes (LPB)","12","215.00000000","217.00000000",NA,NA,NA,NA,NA,NA,NA,"14-01","4",NA,NA,NA,NA
"56","2015-05-03 16:07:00-03","MO","MOBOT","100746677","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","A.S. Poma C.|Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|Rubín de Celis Castillo, Daniel Fernando|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Ibahuari, Basilio","Poma Chura 1457","2014","5","South America","Bolivia","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.7945833","-14.0836389",NA,NA,NA,NA,NA,"(Sw.) Poir.","A. Fuentes (LPB)","16","224.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-03","3",NA,NA,NA,NA
"57","2014-10-04 20:04:00-03","MO","MOBOT","100746680","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","A.S. Poma C.|Beatriz Nieto Ariza|Gabriel Arellano|Huber Villca Corani|Rubín de Celis Castillo, Daniel Fernando|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Ibahuari, Basilio","Poma Chura 1460","2014","5","South America","Bolivia","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8080833","-14.0821945",NA,NA,NA,NA,NA,"(Sw.) Poir.","A. Fuentes (LPB)","21","219.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-05","3",NA,NA,NA,NA
"58","2014-10-05 00:36:00-03","MO","MOBOT","100746713","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Gabriel Arellano|Beatriz Nieto Ariza|A.S. Poma C.|Huber Villca Corani|Rubín de Celis Castillo, Daniel Fernando|Cartagena Chuqui, Julio Teddy|Racua Amutari, Belisario|Ibahuari, Basilio","Arellano Torres 3293","2014","5","South America","Bolivia","La Paz","Abel Iturralde","Tumupasa, Infierno, Río Siriuna","-67.8030833","-14.0828056",NA,NA,NA,NA,NA,"(Sw.) Poir.","A. Fuentes (LPB)","17","241.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"14-01","4",NA,NA,NA,NA
"59","2018-12-28 16:22:00-02","MO","MOBOT","1422055","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Adriana Prieto|et al.","Prieto 772","1998","10","South America","Colombia","Guainía",NA,"Inirida, Resguardo indigena Almidon-La Ceiba, trocha que conduce a la laguna La Mojoas, bosque ocasionalmente inundable.","-67.9325","3.64777",NA,NA,NA,NA,NA,"(Sw.) Poir.","G. Lozano C., COL","22","80.00000000","90.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2008-05-27 22:02:00-03","MO","MOBOT","1711797","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Nur Ritter|J.R.I. Wood","Ritter 3717","1996","9","South America","Bolivia","Cochabamba","Carrasco","The dirt road leading south out of Bulu Bulu towards Cerro El Salvador; ca. 10 km from town.","-64.38333","-17.35",NA,NA,NA,NA,NA,"(Sw.) Poir.","S. Renner (MO)","23","370.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2012-09-12 05:06:00-03","MO","MOBOT","1722569","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Narel Paniagua Zambrana","Paniagua Zambrana 2024","2003","10","South America","Bolivia","Pando",NA,"Campamento San Sebastian, linea O al W del campamento. Bosque de tierra 002 firme.","-69.01833","-11.4075",NA,NA,NA,NA,NA,"(Sw.) Poir.","R. Foster, 99","19","270.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2012-09-12 05:06:00-03","MO","MOBOT","1722577","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Narel Paniagua Zambrana","Paniagua Zambrana 2166","2003","10","South America","Bolivia","Pando",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Sw.) Poir.","R. Foster, 99","23",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2008-05-27 22:02:00-03","MO","MOBOT","1722587","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Israel G. Vargas C.|et al.","Vargas Caballero 2585","1997","6","South America","Bolivia","Santa Cruz","Guarayos","RESERVA DE VIDA SILVESTRE RIOS BLANCO Y NEGRO. Tramo de 5 km al N del campamento sobre los Ríos San Pablo y Negro de Caimanes. Bosque de inundación estacional con ochoó (Hura crepitans), piraquina (Xylopia cf. ligustrifolia), guayabochi (Calycophyllum spruceanum) y motacu (Scheelea princeps). Intervenido por extracción de madera.","-63.96777","-14.71805",NA,NA,NA,NA,NA,"(Sw.) Poir.","I. G. Vargas '94","16","250.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2009-02-05 03:32:00-02","MO","MOBOT","1722597","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Israel G. Vargas C.","Vargas Caballero 2895",NA,NA,"South America","Bolivia","Santa Cruz","Guarayos","RESERVA DE VIDA SILVESTRE RIOS BLANCO Y NEGRO. Campamento a 8 km al NE del Río Blanco en la zona de los Tutumos. Bosque de inundación estacional. Las especies más comunes son Cariniana domestica, Hura crepitans, calycophylum spruceanus, Ficus trigona, Ceiba samauma y otras. Intervenido por extracción de madera mara (Swietenia macrophylla).","-63.31666","-15.05",NA,NA,NA,NA,NA,"(Sw.) Poir.","I. G. Vargas '94",NA,"300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2008-05-27 22:02:00-03","MO","MOBOT","1722607","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Israel G. Vargas C.|et al.","Vargas Caballero 5225","2000","9","South America","Bolivia","Pando","Nicolas Suarez","Río Tahuamanu, 1-2 km arriba de las juntas (boca) del Río Nareada. Márgenes de lagunas (meandro abandonado), llanura de inundación estacional.","-68.73555","-11.30194",NA,NA,NA,NA,NA,"(Sw.) Poir.","I. G. Vargas '96","13",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"66","2008-08-08 03:32:00-03","MO","MOBOT","1722618","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Elias Meneces","Meneces 261","1980","4","South America","Bolivia","Beni",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Sw.) Poir.","M.Kawasaki, 93","8",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"67","2016-04-28 08:30:00-03","MO","MOBOT","1748966","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Alfredo F. Fuentes|D. De la Quintana|Vicente Lipa","Fuentes Claros 3646","2002","1","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Quendeque, proximidades del arroyo Retama.","-67.795","-14.9736111",NA,NA,NA,NA,NA,"(Sw.) Poir.","A. Fuentes (USZ)","26","435.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"02-04","4",NA,NA,NA,NA
"68","2016-04-28 09:11:00-03","MO","MOBOT","1748992","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Alfredo F. Fuentes|D. De la Quintana|Vicente Lipa","Fuentes Claros 3675","2002","1","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Quendeque, proximidades del arroyo Retama.","-67.795","-14.9736111",NA,NA,NA,NA,NA,"(Sw.) Poir.","A. Fuentes (USZ)","26","435.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"02-04","8",NA,NA,NA,NA
"69","2012-09-12 05:06:00-03","MO","MOBOT","1749491","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Narel Paniagua Zambrana|et al.","Paniagua Zambrana 4028","2002","1","South America","Bolivia","La Paz","Franz Tamayo","Parque Madidi, orilla izquierda Río Quendeque, una hora del campamento Retamas. Bosque bajo en bajío , abundantes bejucos, abundacia de Calatahea y Asplundia en sotobosque herbáceo. Dosel aprox. 15 m. Parcela Temporal de Muestreo (01 ha) 2.","-67.79527","-14.09",NA,NA,NA,NA,NA,"(Sw.) Poir.","G. Arellano (MA)","24","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"02-01","3",NA,NA,NA,NA
"70","2012-09-28 16:40:00-03","MO","MOBOT","1751039","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Alfredo F. Fuentes|V. Cardona","Fuentes Claros 4126","2002","3","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi, río Hondo, arroyo Negro, piedemonte de la serraní de Toregua. Bosque amazónico preandino, estacional húmedo con Pentaplaris davidsmithii, Annonaceae, Moraceae y Lauraceae","-67.8230556","-14.6644444",NA,NA,NA,NA,NA,"(Sw.) Poir.","A. Fuentes (LPB)","29","400.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"02-14","7",NA,NA,NA,NA
"71","2008-05-27 22:02:00-03","MO","MOBOT","1854370","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Manuel J. Macía|et al.","Macía 4814","2001","6","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme escasa pendiente, región de Tumupasa","-67.91083","-14.17638",NA,NA,NA,NA,NA,"(Sw.) Poir.","conf. S. Renner (M)","22","820.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"72","2008-05-27 22:02:00-03","MO","MOBOT","1857244","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Manuel J. Macía|et al.","Macía 6018","2001","11","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme sin pendiente, en un cerro, próximo al río Tequeje","-68.20138","-13.92916",NA,NA,NA,NA,NA,"(Sw.) Poir.","conf. S. Renner (M)","2","455.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2008-05-27 22:02:00-03","MO","MOBOT","1859344","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Manuel J. Macía|et al.","Macía 4061","2001","4","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme bien drenado algo elevado, región de Tumupasa","-67.94888","-14.20777",NA,NA,NA,NA,NA,"(Sw.) Poir.","conf. S. Renner (M)","29","560.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2008-05-27 22:02:00-03","MO","MOBOT","1863651","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Manuel J. Macía|et al.","Macía 4295","2001","5","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme bien drenado bajo, región de Tumupasa","-67.94111","-14.22444",NA,NA,NA,NA,NA,"(Sw.) Poir.","conf. S. Renner (M)","13","540.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2012-09-12 05:06:00-03","MO","MOBOT","1865860","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Narel Paniagua Zambrana","Paniagua Zambrana 1163","1997","4","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional y Area de Manejo Integrado Madidi.Río Eslabón, entrando 2hr a pie desde laguna Chalalán. Bosque submontano estacional, creciendo sobre terrazas altas e intermedias, a través del sendero que va de la orilla del río Eslabón hasta la laguna Chalalán.","-67.95","-14.4",NA,NA,NA,NA,NA,"(Sw.) Poir.","N. Paniagua","23","550.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2008-05-27 22:02:00-03","MO","MOBOT","1865942","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Manuel J. Macía|et al.","Macía 5477","2001","7","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme mediana pendiente, región de Tumupasa","-67.91305","-14.17222",NA,NA,NA,NA,NA,"(Sw.) Poir.","conf. S. Renner (M)","9","800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2013-02-01 05:34:00-02","MO","MOBOT","1866611","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Xenia Villavicencio|et al.","Villavicencio L. 1239","1996","12","South America","Bolivia","La Paz","Larecaja","Alto Beni, Concesión de la Cooperativa San Luis; Inventario Forestal. poco inclinado, Monte alto, exposición E","-67.6","-15.03333",NA,NA,NA,NA,NA,"(Sw.) Poir.",NA,"9","440.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2008-05-27 22:02:00-03","MO","MOBOT","1867551","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Manuel J. Macía|et al.","Macía 6586","2002","3","South America","Bolivia","La Paz","Abel Iturralde","Parque Nacional Madidi. Bosque tropical lluvioso primario. Tierra firme, en lo alto de un cerro, próximo al arroyo Aguapolo y al río Tuichi","-67.66805","-14.55694",NA,NA,NA,NA,NA,"(Sw.) Poir.","conf. S. Renner (M)","10","420.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"79","2020-07-17 15:21:00-03","MO","MOBOT","1868916","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Renate Seidel|et al.","Seidel 8902","2002","3","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, río Hondo, arroyo Negro. Bosque amazónico estacional húmedo con Pentaplaris davidsmithii, Annonaceae, Moraceae y Lauraceae (?), ladera levemente inclinada. Parcela Temporal de Muestreo 15.","-67.7944444","-14.6475",NA,NA,NA,NA,NA,"(Sw.) Poir.","R. Seidel","24","230.00000000",NA,NA,NA,NA,NA,NA,NA,NA,"02-20","4",NA,NA,NA,NA
"80","2020-08-23 10:31:00-03","MO","MOBOT","1961072","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","L. Cayola|et al.","Cayola Pérez 639","2003","12","South America","Bolivia","La Paz","Franz Tamayo","Parque Nacional Madidi, Campamento Eslabon. Terraza aluvial alta del rio Eslabon con Geonoma deversa, Socratea, Iriartea, Phytelefas macrocarpa, Hasseltia floribunda, Hyeronima sp. y Otoba parvifolia.","-67.9575","-14.4538889",NA,NA,NA,NA,NA,"(Sw.) Poir.",NA,"16","357.00000000","424.00000000",NA,NA,NA,NA,NA,NA,NA,"03-20","1",NA,NA,NA,NA
"81","2011-10-07 09:33:00-03","MO","MOBOT","3067167","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Saúl Altamirano|J. Altamirano","Altamirano Azurduy 2424B","2004","6","South America","Bolivia","Cochabamba","Chapare","Rio Eñezama. Selvas amazónicas pluviestacionales de tierra firme. Serie de Swietenia macrophylla--Tetragastris altissima.","-65.9041667","-16.4877777",NA,NA,NA,NA,NA,"(Sw.) Poir.","S. Altamirano (BOLV)","14","700.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"82","2009-07-17 06:11:00-03","MO","MOBOT","3085118","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 20727","1976","6","South America","Peru","Loreto","Maynas","Dtto. Iquitos. Santa María de Ojeal, ca 10 km below mouth of Río Nanay mature upland rainforest over yellow clay.","-73.1738889","-3.6108333",NA,NA,NA,NA,NA,"(Sw.) Poir.",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"83","2008-10-08 03:32:00-03","MO","MOBOT","3088156","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Miguel Bang","Bang 1206","1891",NA,"South America","Bolivia",NA,NA,"Espirito Santo.",NA,NA,NA,NA,NA,NA,NA,"(Sw.) Poir.","Thomas Morley",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"84","2008-07-25 03:33:00-03","MO","MOBOT","316295","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Elbert L. Little","Little 6667A",NA,NA,"South America","Ecuador","El Oro",NA,NA,NA,NA,NA,NA,NA,NA,NA,"(Sw.) Poir.",NA,NA,"200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"85","2008-07-15 10:11:00-03","MO","MOBOT","3218531","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Henry H. Rusby","Rusby 2681","1886","5","South America","Bolivia","La Paz",NA,"Mapiri.","-68.0666667","-15.2166667",NA,NA,NA,NA,NA,"(Sw.) Poir.","Thomas. Morley",NA,"1524.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"86","2012-05-01 11:13:00-03","MO","MOBOT","3225648","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","José Steinbach","Steinbach G. 7582","1926","10","South America","Bolivia","Santa Cruz",NA,"Ichilo. Bosque virgen Rio Vibova.",NA,NA,NA,NA,NA,NA,NA,"(Sw.) Poir.","Thomas Morley","6","350.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"87","2010-12-11 22:41:00-02","MO","MOBOT","3250940","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","Saúl Altamirano|Juan P. Altamirano","Altamirano Azurduy 2329","2004","6","South America","Bolivia","Cochabamba","Chapare","San Miguelito. Selvas amazonicas inundadas estacionalmente, caracterizadas por Eschweilera coriacea, Hura crepitans, Terminalia amazonica, Guarea grandiflora y Poulsenia armata. Suelos profundos arcillosos mal drenados. 20 k 239436 - UTM 817091.","-65.4411111","-16.5294445",NA,NA,NA,NA,NA,"(Sw.) Poir.","S. Altamirano","7","220.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"88","2011-06-08 11:54:00-03","MO","MOBOT","3258525","PreservedSpecimen","Plantae",NA,NA,"Melastomataceae","Mouriri","myrtilloides","Mouriri myrtilloides","José Schunke V.","Schunke Vigo 4907","1971","5","South America","Peru","San Martín","Mariscal Cáceres","En bosque alto. Camino al Caserio de Santa Rosa de Mishollo, 4k km. de Pueto Pizana.","-76.6305556","-8.0308334",NA,NA,NA,NA,NA,"(Sw.) Poir.",NA,"16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
