"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","typeStatus","individualCount","relatedCatalogItem"
"14","2021-03-15 16:37:00-03","NY","NYBG","784832","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.","A. P. Duarte","A. P. Duarte","3456","1952","04","22","South America","Brazil","Distrito Federal","Barra da Tijuca.","sheet","Jardim Botânico do Rio de Janeiro <a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589562' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784832",NA,"Brasília","-47.9294","-15.7797",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","00996652","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.",NA,"A. F. M. Glaziou","12453","1882","10","06","South America","Brazil","Minas Gerais",NA,"sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1115598' target='other'> <mi>dwc_moreinfo</mi></a>","NY00996652",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2016-09-27 08:18:00-03","NY","NYBG","784834","PreservedSpecimen","Plantae",NA,"Malvales","Malvaceae","Ceiba","erianthos","Ceiba erianthos",NA,"J. A. Kallunki","G. S. Bunting","9792","1980","11","16","South America","Venezuela","Zulia","Carretera Machiques-La Fría, en aprox. km 53 al sur del desvío hacia Machiques, o sea 3 km al sur del río Sta. Rosa.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784834",NA,"Perijá",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","784830","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.","J. A. Kallunki","J. N. Rose","20296","1915","07","17","South America","Brazil","Rio de Janeiro","Island of Paquetá, Rio de Janeiro.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589572' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784830",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","402429","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.","J. A. Kallunki","J. R. Pirani","2881","1993","05","15","South America","Brazil","Rio de Janeiro","Armaçao dos Búzios, Restinga na beira da estrada da Praia dos Tucuns.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589570' target='other'> <mi>dwc_moreinfo</mi></a>","NY00402429",NA,"Cabo Frio","-42.0183","-22.8794",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","784826","PreservedSpecimen","Plantae","Magnoliophyta","Malvales","Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.","J. A. Kallunki","R. P. Belém","3825","1968","07","09","South America","Brazil","Espírito Santo","Margem da Rodovia Colatina-Vitoria. 45 km leste de Colatina.","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=589566' target='other'> <mi>dwc_moreinfo</mi></a>","NY00784826",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:31:15-03","UFRJ","RFA","8971","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.",NA,"E. Pereira","3643","1958","04","16",NA,"Brasil","Rio de Janeiro","Recreio dos Bandeirantes",NA,NA,"RFA36441",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:31:15-03","UFRJ","RFA","12777","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.","E. Santos","G.F.J. Pabst","5606","1961","05","07",NA,"Brasil","Rio de Janeiro","Barra da Tijuca",NA,"Árvore de 5 m de altura. Flores internamente marrons, glabras e externamente brancas, pilosas","RFA36439",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:31:15-03","UFRJ","RFA","7963","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.",NA,"P. Occhioni","2259","1966","05","20",NA,"Brasil","Rio de Janeiro","Matas da Urca, mata junto ao mar",NA,"Árvore pequena","RFA36440",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2002",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-10-09 11:19:19-03","UFBA","ALCB","20321","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Semir, J","Queiroz, LP de","963","1986","10","04","Southern America","Brasil","Bahia","Paraguaçu, Faz. Recreio. Estrada do Feijão. Km 43",NA,"Ca. de 3 m alt. Com tronco cinzento revestido de espinhos cônicos. Folhas membranáceas discoloree. Flores alvas. Algumas plantas completamente desfolhadas.","ALCB062874",NA,"Ipirá","-38.683333","-12.366667",NA,NA,NA,NA,"1987","08","-38.683333","-12.366667",NA,NA,NA,NA,NA,NA
"24","2019-10-09 11:19:19-03","UFBA","ALCB","08283","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Bocage, A","Grupo Pedra do Cavalo","1081","1981","02",NA,"Southern America","Brasil","Bahia","Recôncavo Sul",NA,"Ca. de 2,5 m de alt. Tronco liso; ausencia das folhas e poucos flores alvas e pilosas com estigma vermelho.","ALCB062872",NA,"Cachoeira","-39.083333","-12.533333",NA,NA,NA,NA,"1995","02","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA
"25","2019-10-09 11:19:19-03","UFBA","ALCB","08281","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Semir, J","Grupo Pedra do Cavalo","844","1980","10",NA,"Southern America","Brasil","Bahia","Recôncavo Sul, Mata do Rio Jacuípe. Vale dos rios Paraguaçu e Jacuípe.",NA,"ca. 7 m alt., pouquissimas folhas. Frutos secos, deiscentes, muitas sementes.","ALCB062870",NA,"Cachoeira","-39.083333","-12.533333","40","40",NA,NA,NA,NA,"-39.083333","-12.533333",NA,NA,NA,NA,NA,NA
"26","2019-10-09 11:19:19-03","UFBA","ALCB","51790","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Guedes, ML","Almeida, DJ","11","2000","09","21","Southern America","Brasil","Bahia","Piemonte da Diamantina, Lagoa da Devota.",NA,"Folhas com folíolos cartáceos. Flores alvas.",NA,NA,"Ponto Novo","-40.133333","-10.85",NA,NA,NA,NA,"2001","03","-40.133333","-10.85",NA,NA,NA,NA,NA,NA
"27","2019-10-09 11:19:19-03","UFBA","ALCB","02645","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Bocage, A","Costa, AL","s/n","1970","07","26","Southern America","Brasil","Bahia","Vale do Paraguaçu",NA,"Flores alvas, héuleos muito desenvolvidos.","ALCB062875",NA,NA,NA,NA,NA,NA,NA,NA,"1995","02",NA,NA,NA,NA,NA,NA,NA,NA
"28","2019-10-09 11:19:19-03","UFBA","ALCB","111218a","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Ferreira, CDM","Guedes, ML; Silva, MS dos; et al.","21027a","2013","10","18","Southern America","Brasil","Bahia","Recôncavo Sul, Fazenda Limoeiro.",NA,"de ca 7 m de altura. Folhas digitadas, folíolos cartáceos, discolores. Flores axilares, botões verdes e flores com pétalas com indumento alvo.","ALCB062868",NA,"Santa Teresinha","-39.516667","-12.766667",NA,NA,NA,NA,"2018","08","-39.516667","-12.766667","27",NA,NA,NA,NA,NA
"29","2019-10-09 11:19:19-03","UFBA","ALCB","121053","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Ferreira, CDM","Guedes, ML; Alunos de Botânica BIOC05","23527","2015","06","12","Southern America","Brasil","Bahia","Caminho para o Rio Verde.",NA,"de ca 6 m de altura, fuste espinescente. Folhas com folíolos cartáceos. Flores com pétalas alvas indumento lanoso externamente e base vinácea.Fruto imaturo.","ALCB000745","ALCB000745","Ipupiara","-42.466667","-11.835556","863","863",NA,NA,"2018","08","-42.466667","-11.835556","27",NA,NA,NA,NA,NA
"30","2019-10-09 11:19:19-03","UFBA","ALCB","131709","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Ferreira, CDM","Costa, G; Correia, F; Nonato, A; Araujo, RJ; Dias, L","2613","2017","07","07","Southern America","Brasil","Bahia","Recôncavo Sul, Serra da Penha.",NA,"ca. 3,5 m., frutos verdes.; Caatinga.","ALCB048325","ALCB048325","Santa Teresinha","-39.562778","-12.778056",NA,NA,NA,NA,"2018","08","-39.562778","-12.778056","27",NA,NA,NA,NA,NA
"31","2019-10-09 11:19:19-03","UFBA","ALCB","132096","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Ferreira, CDM","Cardoso, D; Lloyd, J; Domingues, T","4173","2017","01","21","Southern America","Brasil","Bahia","Estrada para a Gruta dos Brej?es",NA,"ca. 5 m alt., tronco com acúleos. DNA.","ALCB048715","ALCB048715","João Dourado","-41.588611","-11.238056",NA,NA,NA,NA,"2018","08","-41.588611","-11.238056","27",NA,NA,NA,NA,NA
"32","2019-10-09 11:19:19-03","UFBA","ALCB","16989","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Semir, J","Oliveira, ELPG de","641","1985","03","28","Southern America","Brasil","Bahia","Piemonte da Diamantina, margem esquerda do Rio Jacuípe.",NA,"ca. 8 m alt. Tronco cheio de espinho, tem fibra como o sizal. Muito frequente, característica da região. Forrageira.","ALCB062869",NA,"Jacobina","-40.483333","-11.3",NA,NA,NA,NA,NA,NA,"-40.483333","-11.3",NA,NA,NA,NA,NA,NA
"33","2019-10-09 11:19:19-03","UFBA","ALCB","30557","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Carvalho-Sobrinho, JG de","Guedes, ML; Velozo, ES","4839","1997","07","13","Southern America","Brasil","Bahia","Piemonte da Diamantina, Vila da Barra",NA,"ca. 5,0 m., espinescente. Folíolos cartáceos. Botões verdes; pétlas alvas, tomentosas internamente, pintalgadas de vinho; filetes alvos, estames amarelos, estigma vináceo. Ocasional.","ALCB062867",NA,"Jacobina","-40.516667","-11.166667",NA,NA,NA,NA,"2004","04","-40.516667","-11.166667",NA,NA,NA,NA,NA,NA
"34","2019-10-09 11:19:19-03","UFBA","ALCB","63884","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Gibbs, P","Miranda Silva, EB; Leite, KRB; Correia, C; Marques da Silva, B","503","2000","05","15","Southern America","Brasil","Bahia","Chapada Diamantina, Estrada Catolés - Ouro Verde, ca 2 km de Ouro Verde",NA,"Ca. de 3 m de alt. Folha subcoriácea levemente discolor. Botões verdes. Flor com cálice verde, pétalas brancas na face abaxial e brancas com manchas róseas até a metade, na face adaxial; androceu branco, ovário e estilete brancos, est","ALCB062873",NA,"Abaíra","-41.775556","-13.322222","800","800",NA,NA,"2002","05","-41.775556","-13.322222",NA,NA,NA,NA,NA,NA
"35","2019-10-09 11:19:19-03","UFBA","ALCB","08282","PreservedSpecimen","Plantae","Dicotyledon",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(C.C.Davis) K.Schum.","Bocage, A","Grupo Pedra do Cavalo","808","1980","10",NA,"Southern America","Brasil","Bahia","Recôncavo Sul, Estação da Mata",NA,"Ca. de 6 m de alt. De tronco bastante aculeado; flores alvas, pilosas; grandes e vistosas; com frutos.","ALCB062871",NA,"Cachoeira","-39.083333","-12.533333","40","40",NA,NA,"1995","02","-39.083333","-12.533333",NA,NA,NA,NA,NA,NA
"36","2020-02-08 09:58:57-03","NBC","NL-BOTANY","U.1380862","PreservedSpecimen","Plantae",NA,"Malvales","Bombacaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.",NA,"Mexia YEJ",NA,"1930","11","25","Southern America","Brazil",NA,"Brazil. State of Minas Geraes. Districto Rio Branco. Road to Sao Geraldo; Retiro de Anton Avelino; virgin forest. pity at heart.",NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1380862 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1380862","NL-U1380862",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA
"37","2020-11-04 10:56:03-03","ESALQ","ESA","135817","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K. Schum.",NA,"L. Quintanilha","23.0","2012","05","04",NA,"Brasil","Rio de Janeiro",NA,NA,NA,"ESA135817",NA,"Iguaba Grande","-42.2289009094238","-22.8391990661621",NA,NA,"5839","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-04 10:56:03-03","ESALQ","ESA","141001","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.","Cornia, M.G.K.","Cornia, M. G. K.; Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G. D.","415.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa",NA,"Pétalas brancas. Indivíduo plantado.","ESA141001",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2017","05","-43,160,600","-22,778,867","05",NA,NA,NA,NA,NA
"39","2020-11-04 11:12:49-03","ESALQ","ESA","83554","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K. Schum.","Chaddad Jr., J.","Chaddad Jr., J.","227.0","2003","04","20",NA,"Brasil","Minas Gerais",NA,NA,NA,"ESA083554","ESA083554","Lavras","-44.999698638916","-21.2453002929688",NA,NA,"20044","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-11-04 11:12:49-03","ESALQ","ESA","5544","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","Schumann","Kampf, E.","Kampf, E.","63.0","1989","07","27",NA,"Brasil","São Paulo",NA,NA,NA,"ESA005544","ESA005544","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-11-04 11:12:49-03","ESALQ","ESA","5807","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.","Semir, J.","Catharino, E.L.M.",NA,"1984","05","12",NA,"Brasil","São Paulo","ESALQ",NA,"Fl","ESA005807","ESA005807","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-04 11:12:49-03","ESALQ","ESA","5545","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","Schumann","Ivanauskas, N.M.","Kampf, E.","258.0","1990","06","08",NA,"Brasil","São Paulo","ESALQ",NA,"Fl","ESA005545","ESA005545","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-11-04 11:12:49-03","ESALQ","ESA","5543","PreservedSpecimen","Plantae","Magnoliophyta",NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","Schumann","Kampf, E.","Kampf, E.","249.0","1989","07","27",NA,"Brasil","São Paulo","ESALQ",NA,"Fl","ESA005543","ESA005543","Piracicaba","-47.6399993896484","-22.7199993133545",NA,NA,"44778","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2020-11-04 10:56:03-03","ESALQ","ESA","139531","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K.Schum.","Cornia, M.G.K.","Cornia, M. G. K., Silva, R. F; Nahssen, M. H. C; Fernandes, N. L; Alves, D. M; Souza, V. C; Rodrigues, R. R; Koch, I. Colletta, G.","415.0",NA,NA,NA,NA,"Brasil","Rio de Janeiro","Ilha do Governador. Base de Fusileiros Navais. Floresta Ombrófila Densa",NA,"Pétalas brancas. Indivíduo plantado.","ESA139531",NA,"Rio de Janeiro","-43.2075004577637","-22.9027996063232",NA,NA,"57442","auto","2017","05","-43,160,600","-22,778,867","05",NA,NA,NA,NA,NA
"45","2021-01-14 15:31:31-03","MN","R","7748","PreservedSpecimen","Plantae",NA,NA,"Malvaceae","Ceiba","erianthos","Ceiba erianthos","(Cav.) K. Schum",NA,"Glaziou, A.F.M.","3765","1869","05","09",NA,"Brasil",NA,NA,NA,"Plantas do Brasil Central","R000007748","R000007748_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
