"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","coordinatePrecision","geoFlag","typeStatus","fieldNumber","individualCount"
"25","2021-01-14 15:31:06-03","MN","R","65368","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Fortuna-Perez, A.P.","s.col.",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,"Ex herb. Brasil. Regnellian. Musei bot. Stockholm.",NA,NA,NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-01-14 15:31:06-03","MN","R","69424","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Ferreira, M.B.","Hoehne, F.C.","6611","1915","11",NA,NA,"Brasil","Minas Gerais","Lagoa Santa",NA,"-43.8897018432617","-19.6271991729736",NA,"Commissão Rondon.",NA,NA,NA,NA,NA,"1980","04",NA,NA,"15",NA,NA,"12338","auto",NA,NA,NA
"27","2021-01-14 15:31:06-03","MN","R","131532","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Fortuna-Perez, A.P.","Vidal, J.","s.n.","1935","02",NA,NA,"Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA
"28","2021-01-14 15:31:06-03","MN","R","65394","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Fortuna-Perez, A.P.","Vidal, J.","s.n.","1934","02",NA,NA,"Brasil","Rio Grande do Sul","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,NA,NA,NA,NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,"20837","auto",NA,NA,NA
"29","2021-01-14 15:31:06-03","MN","R","131534","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Fortuna-Perez, A.P.","Smith, L.B.; Klein, R.M.","11603","1957","02","20",NA,"Brasil","Santa Catarina","Chapecó",NA,"-52.6183013916016","-27.096399307251",NA,NA,NA,NA,NA,"900","900","2011","04",NA,NA,NA,NA,NA,"22671","auto",NA,NA,NA
"30","2021-01-14 15:31:06-03","MN","R","131545","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Fortuna-Perez, A.P.","Vidal, J.","s.n.","1958","01",NA,NA,"Brasil","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,"42926","auto",NA,NA,NA
"31","2021-01-14 15:31:06-03","MN","R","69395","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Fortuna-Perez, A.P.","Vidal, J.","s.n.","1958","01",NA,NA,"Brasil","São Paulo","Itapeva",NA,"-48.8699989318848","-23.9799995422363",NA,NA,NA,NA,NA,NA,NA,"2011","04",NA,NA,NA,NA,NA,"42926","auto",NA,NA,NA
"32","2020-11-19 10:23:55-03","CPAP","CPAP","7519","PreserverdSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohl.",NA,"Pott, A.","5469","1990","01","31",NA,"Brasil","MS","Corumbá","Fazenda Nhumirim; Sub-região da Nhecolândia; Pantanal - pista de aviação","-56.65","-18.983333",NA,"Erva prostrada ascendente, raiz napiforme. FLOR: amarela. FRUTO: . INTERESSE: Forrageira. FREQUÊNCIA: Abundante. AMBIENTE: Cordilheira (paleodique) desmatada. SUBSTRATO: solo arenoso (Podzol Hidromórfico). RELEVO: plano convexo.",NA,NA,NA,"90","90",NA,NA,"56°39' W","18°59' S",NA,NA,NA,NA,NA,NA,NA,NA
"33","2019-08-27 13:29:42-03","IAP","PACA-AGP","28235","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","R. Vanni e N. Mattos","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","Nonoai","ad flumen Uruguay","-52.7714004516602","-27.3617000579834",NA,"Cf. por A.P. Fortuna Perez em 2007. Fenofase: flor","PACA028235",NA,NA,NA,NA,"1985",NA,NA,NA,NA,"Magnoliatae",NA,"35080","auto",NA,NA,NA
"34","2019-08-27 13:29:42-03","IAP","PACA-AGP","28234","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Nilza Mattos","Rambo, B.",NA,"1945","03",NA,NA,"Brasil","RS","Nonoai","ad flumen Uruguay","-52.7714004516602","-27.3617000579834",NA,"Cf. por A.P. Fortuna Perez em 2007. Habitat: in campestribus siccis graminosis Fenofase: flor e fruto","PACA028234",NA,NA,NA,NA,"1986","07",NA,NA,NA,"Magnoliatae",NA,"35080","auto",NA,NA,NA
"35","2019-08-27 13:29:42-03","IAP","PACA-AGP","58780","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Nilza Mattos","Camargo, O. R.","243","1956","03","04",NA,"Brasil","RS","Santa Maria","Estação Exp. de Silvicultura","-53.8069000244141","-29.6842002868652",NA,"Cf. por A.P. Fortuna Perez em 2007. Habitat: in campestribus siccis graminosis","PACA058780",NA,NA,NA,NA,"1986","07",NA,NA,NA,"Magnoliatae",NA,"37819","auto",NA,NA,NA
"36","2019-08-27 13:29:42-03","IAP","PACA-AGP","56482","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Nilza Mattos","Rambo, B.",NA,"1955","01","19",NA,"Brasil","RS","Torres",NA,"-49.7268981933594","-29.3353004455566",NA,"Cf. por A.P. Fortuna Perez em 2007. Habitat: in arenosis herbosis Fenofase: flor","PACA056482",NA,NA,NA,NA,"1986","07",NA,NA,NA,"Magnoliatae",NA,"20837","auto",NA,NA,NA
"37","2019-08-27 13:29:42-03","IAP","PACA-AGP","71072","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Ana Paula Fortuna Perez","Sehnem, A.","12964","1972","02","09",NA,"Brasil","RS","Tramandaí","Aeroporto","-50.1335983276367","-29.9846992492676",NA,"Habitat: in graminosis Hábito: erva","PACA071072",NA,NA,NA,NA,"2005","10",NA,NA,NA,"Magnoliatae",NA,"21077","auto",NA,NA,NA
"38","2019-08-27 13:29:42-03","IAP","PACA-AGP","55209","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","R. Vanni & N. Mattos","Reitz, R.","6429","1952","01","24",NA,"Brasil","SC","Chapecó","Capetinga","-52.6183013916016","-27.096399307251",NA,"Cf. por A.P. Fortuna Perez em 2007. Habitat: in campestribus dense graminosis Fenofase: flor e fruto","PACA055209",NA,NA,NA,NA,"1985",NA,NA,NA,NA,"Magnoliatae",NA,"22671","auto",NA,NA,NA
"39","2019-08-27 13:29:42-03","IAP","PACA-AGP","55225","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Ana Paula Fortuna Perez","Reitz, R.","6454","1953","01","26",NA,"Brasil","SC","Mafra",NA,"-49.8053016662598","-26.111400604248",NA,"Habitat: in campestribus graminosis Fenofase: flor e fruto","PACA055225",NA,NA,NA,NA,"2007","03",NA,NA,NA,"Magnoliatae",NA,"66490","auto",NA,NA,NA
"40","2019-08-27 13:29:42-03","IAP","PACA-AGP","9667","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","N. Mattos","Rambo, B.",NA,"1942","01","28",NA,"Brasil","RS","Tupanciretã",NA,"-53.8358001708984","-29.0806007385254",NA,"Cf. por A.P. Fortuna Perz em 2007. Habitat: in campestribus siccis graminosis Fenofase: flor e fruto","PACA009667",NA,NA,NA,NA,"1986",NA,NA,NA,NA,"Magnoliatae",NA,"59498","auto",NA,NA,NA
"41","2019-08-27 13:29:42-03","IAP","PACA-AGP","55196","PreservedSpecimen","Plantae","Magnoliophyta","Fagales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","R. Vanni & N. Mattos","Reitz, R.","6414","1953","02","06",NA,"Brasil","SC","Palhoça","Campo Massiambu","-48.6678009033203","-27.645299911499",NA,"Cf. por A.P. Fortuna Perez em 2007. Habitat: in arenosis herbosis Fenofase: flor e fruto","PACA055196",NA,NA,NA,NA,"1985",NA,NA,NA,NA,"Magnoliatae",NA,"31105","auto",NA,NA,NA
"42","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0038131","PreservedSpecimen","Plantae","Magnoliophyta","Fabales","Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","R. Vanni","R.Vanni; L.Ferraro, S. Ferrucci","1366","1989","12","12",NA,"Paraguay","Amambay",NA,"Dep. Amambay Parque Nacional Cerro Cora. Campos modificados alrededores de la pista de aviación.","-56.211643","-22.631878",NA,"Ramas postradas. Flores amarillo-claras.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2021-04-07 11:44:55-03","UFMS","CGMS","57010","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina pardina","Mohlenbr.","A.P. Fortuna-Perez","A. Pott; V.J. Pott; G.A. Damasceno Jr.; J.A. Ratter; W. Milliken; J.Yesilyurt","12535","2005","02","15",NA,"Brasil","Mato Grosso do Sul","Corumbá","Mineração Corumbaense Reunida SA, Serra do Urucum.","-57.5922222","-19.2013889",NA,"Papilionoideae. Flor amarela. Habitat: Área de mineração em campo sujo de cerrado. Solo litossolo de ferro. Relevo encosta superior de serra. Mancha ocasional. Habito: Erva prostrada.","CGMS1086925",NA,"pardina","1000","1000","2006","04","-57,5922222","-19,2013889","28",NA,NA,NA,NA,NA,NA,NA
"44","2021-04-07 11:44:55-03","UFMS","CGMS","11881","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","A.P. Fortuna-Perez","D.M. Alves","46","2000",NA,NA,NA,"Brasil","Mato Grosso do Sul","Corumbá",NA,"-57.6533333","-19.0091667",NA,"Papilionoideae. Flor amarelinha.","CGMS1041221",NA,NA,"118","118",NA,NA,"-57,6533333","-19,0091667",NA,NA,NA,NA,NA,NA,NA,NA
"45","2021-04-07 11:44:55-03","UFMS","CGMS","11646","PreservedSpecimen","Plantae",NA,NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","A.P. Fortuna-Perez","A. Sciamarelli; M.I.B. de Oliveira; C.M. Ishimi","1333","2002","01","24",NA,"Brasil","Mato Grosso do Sul","Dourados","BR-163, Dourados-Rio Brilhante.","-54.5330556","-21.9413889",NA,"Papilionoideae. Flor presente. Planta inteira comFlor e frutos. 21K 0754787 UTM 7571585","CGMS1040972",NA,NA,NA,NA,NA,NA,"-54,5330556","-21,9413889",NA,NA,NA,NA,NA,NA,NA,NA
"46","2021-03-01 16:31:37-03","UNICAMP","UEC","44914","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Fortuna-Perez, AP","Bicudo, LRH; Campos, CJ; Amaral Jr, A; A","733","1986","03","11",NA,"Brazil","São Paulo","Botucatu","à margem da rodovia João Melão, que liga São Manuel à Avaré no km 296","-48.733333","-22.9",NA,"Quilha verde, alas e estandarte amarelos, estandarte com estrias avermelhadas na base.",NA,NA,NA,NA,NA,"2008","11","-48.733333","-22.9",NA,NA,NA,NA,NA,NA,NA,NA
"47","2019-08-20 10:15:30-03","UNICAMP","UEC","9253","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Sciamarelli, A","Shepherd, GJ; Kinoshita, LS; Tamashiro, JY; Andrade, JB","3979","1976","12","02",NA,"Brazil","Minas Gerais",NA,"Estrada Diamantina / Curralinho até km 7",NA,NA,NA,"fruto, Herbáceo até 60 cm, flores amarelas.",NA,NA,NA,NA,NA,"1992","08",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2021-03-01 16:31:37-03","UNICAMP","UEC","9255","S","Plantae","Magnoliopsida",NA,"Fabaceae","Zornia","pardina","Zornia pardina","Mohlenbr.","Fortuna-Perez, AP","Semir, J; Shepherd, GJ; et al.","7105","1978","02","21",NA,"Brazil","Minas Gerais",NA,"Estrada Piumhi/ Araxa, 35 km. de Piumhi, Mun. de Cabrestos.",NA,NA,NA,"Erva prostrada.",NA,NA,NA,"850","850","2008","11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
