"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","scientificNameAuthorship","decimalLongitude","decimalLatitude","county","minimumElevationInMeters","typeStatus","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","infraspecificEpithet","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","sex"
"274","2010-11-28 09:15:00-02","MO","MOBOT","2230526","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Bruno G. Piccinini|A. L. García","Piccinini 1026","1967","7","9","South America","Argentina","Formosa","Banco rosadito, orilla del río Paraguay, cercano a Bouvier.",NA,NA,NA,NA,NA,"Digilio, A. P. L.","(Lam.) Britton, Sterns & Poggenb.","-57.56666","-25.45","Pilcomayo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"275","2009-07-17 06:52:00-03","MO","MOBOT","2230541","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Arturo E. Burkart","Burkart 14017","1943","11","25","South America","Argentina","Misiones","Posadas, costa del Paraná",NA,NA,NA,NA,NA,"Nicora, E. G.","(Lam.) Britton, Sterns & Poggenb.","-55.9","-27.38333","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"276","2018-05-17 05:28:00-03","MO","MOBOT","2230554","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Osvaldo Morrone|Norma B. Deginani|María E. Múlgura","Morrone 1891","1997","4","20","South America","Argentina","Misiones","Puerto Nuevo , 6 km de San Ignacio, margen del río Paraná",NA,NA,NA,NA,NA,"Nicora, E. G., /07/","(Lam.) Britton, Sterns & Poggenb.","-55.56666","-27.91666","San Ignacio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"277","2008-05-27 22:02:00-03","MO","MOBOT","2248279","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Luis Ariza Espinar","Ariza Espinar 2929","1976","2","22","South America","Argentina","Córdoba","Sierra Chica, falda oeste: A orillas del Lago San Roque, pasando el paredón, rumbo a Bialét Massé",NA,NA,NA,NA,NA,"Scrivanti, R.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,"Punilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"278","2009-06-25 14:15:00-03","MO","MOBOT","2248296","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Armando T. Hunziker","Hunziker 22924b","1976","11","29","South America","Argentina","Córdoba","Orilla noreste del Lago San Roque, entre el dique y Bialét Massé",NA,NA,NA,NA,NA,"Scrivanti, R.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,"Punilla",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"279","2009-07-31 16:34:00-03","MO","MOBOT","2248320","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","F. Kurtz","Kurtz 2059","1885","5","11","South America","Argentina","Corrientes","Goya",NA,NA,NA,NA,NA,"Scrivanti, R.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,"Goya",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"280","2009-11-09 18:57:00-02","MO","MOBOT","2248354","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Angel L. Cabrera|et al.","Cabrera 28857",NA,NA,NA,"South America","Argentina","Misiones","Puerto Eldorado",NA,NA,NA,NA,NA,"Nicora, E. G.","(Lam.) Britton, Sterns & Poggenb.","-54.61666","-26.41666","Eldorado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"281","2008-05-27 22:02:00-03","MO","MOBOT","2248374","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Angel L. Cabrera","Cabrera 28810",NA,NA,NA,"South America","Argentina","Misiones","Puerto Rico",NA,NA,NA,NA,NA,"Nicora, E. G.","(Lam.) Britton, Sterns & Poggenb.","-55.01666","-26.8","Libertador General San Martín",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"282","2008-05-27 22:02:00-03","MO","MOBOT","225760","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Franklin Ayala|et al.","Ayala Flores 3177","1981","12","4","South America","Peru","Loreto","Isla Parlamento Búfalos. Río Amazonas. Iquitos. Bosque inundado.",NA,NA,NA,NA,NA,"Gerrit Davidse","(Lam.) Britton, Sterns & Poggenb.",NA,NA,"Maynas","100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"10","4",NA,NA
"283","2015-02-06 10:30:00-02","MO","MOBOT","225870","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Franklin Ayala|E. Arévalo S.","Ayala Flores 4302","1983","8","26","South America","Peru","Loreto","Quebrada Tamishiyacu Ecología. Bosque inundable.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-72.9166667","-4.1333333","Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"51","3",NA,NA
"284","2014-04-04 05:43:00-03","MO","MOBOT","227293","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Rodolfo Vásquez|Nestor Jaramillo","Vásquez Martínez 9879","1987","10","15","South America","Peru","Loreto","Pevas. Río Ampiyacu. Bosque inundable estacional.",NA,NA,NA,NA,NA,"Gerrit Davidse","(Lam.) Britton, Sterns & Poggenb.","-71.83333","-3.33333","Mariscal Ramon Castilla","106.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"87-50","3",NA,NA
"285","2008-05-27 22:02:00-03","MO","MOBOT","231449","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Martín E. Timaná|A. Rubio G.","Timaná 2232","1991","9","6","South America","Peru","Madre de Dios","Las Piedras. Cusco Amazónico. Plantas colectadas en la ribera del río Madre de Dios. Vegetación ribereña en suelos arenosos.",NA,NA,NA,NA,NA,"Gerrit Davidse (MO)","(Lam.) Britton, Sterns & Poggenb.","-69.05","-12.48333","Tambopata","200.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"95","5",NA,NA
"286","2008-05-27 22:02:00-03","MO","MOBOT","231799","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Elsa M. Zardini|Leongino Guerrero","Zardini 36900","1993","8","12","South America","Paraguay","Central","Tavarory: Border with Acosta Ñu. Inundated Savanna and Gallery Forest along Paraguay River.",NA,NA,NA,NA,NA,"Gerrit Davidse (MO)","(Lam.) Britton, Sterns & Poggenb.","-57.55","-25.45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"840","4",NA,NA
"287","2008-05-27 22:02:00-03","MO","MOBOT","236735","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Sidney T. McDaniel|Manuel Rimachi Y.","McDaniel 22405","1979","5","20","South America","Peru","Loreto",NA,NA,NA,NA,NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.",NA,NA,"Maynas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"288","2017-09-15 09:53:00-03","MO","MOBOT","240330","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Germán Carnevali|et al.","Carnevali 1505","1985","2","13","South America","Venezuela","Amazonas","Islote que queda sumergio enfrente de la Isla de Raton. Hierba postrada y rastrera, creciendo en la arena de la Playa.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-67.8105556","5.1311111","Atures",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"289","2008-05-27 22:02:00-03","MO","MOBOT","240340","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Basil Stergios|Pamela Stergios","Stergios 8413","1984","4","16","South America","Venezuela","Bolívar","Playa arenosa en el lecho del cano Alteno y sus bosques de galeria adjacentes; carretera Calcara - El Burro, Dtto. Cedeno. Drenaje del Escudo Guayanes.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"290","2014-02-25 05:40:00-03","MO","MOBOT","240350","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Ángel Fernández|Otto Huber","Fernández 2899","1986","5",NA,"South America","Venezuela","Bolívar","Piar. Hato El Silencio. Inflorescencia color verde. Forma colonias en area de inundacion de laguna.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-62.41666","7.81666",NA,"320.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"291","2011-09-19 12:59:00-03","MO","MOBOT","240360","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Franciso Delascio C.|Ronald L. Liesner","Delascio Chitty 6806","1978","7",NA,"South America","Venezuela","Bolívar","La Grulla. 6 kmts al Sur-Este de Upata. Bosque semideciduo. Temperatura media 26-28 degree C. Hierba en colonias, en lugares aguachinades.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,"340.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"292","2013-10-05 06:31:00-03","MO","MOBOT","240370","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Gerrit Davidse|Ángel C. González","Davidse 12215A","1977","4","27","South America","Venezuela","Apure","Distrito Pedro Camejo; banks of the Río Orinoco on Isla Poyatón opposite the Serranía de Baraguán on the Apure side of Estrecho de Baraguán of the Río Orinoco. Rolling dunes with open areas alternating with deciduous savana-type woodland.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-67.08333","7.03333",NA,"35.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1254",NA,NA,NA
"293","2013-10-05 06:31:00-03","MO","MOBOT","240380","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Gerrit Davidse|Ángel C. González","Davidse 12179A","1977","4","25","South America","Venezuela","Apure","Distrito San Fernando; between the bank of the Río Orinoco, opposite Isla Peladura, and the lagunas ca. 1 km inland. Evergreen gallery forest.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-66.85","7.25",NA,"35.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1252",NA,NA,NA
"294","2013-10-05 06:31:00-03","MO","MOBOT","240390","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Gerrit Davidse|Ángel C. González","Davidse 12683","1977","5","5","South America","Venezuela","Apure","Distrito Pedro Camejo; 2.5 km upstream from the mouth of the Río Capanaparo at its junction with the Río Orinoco directly west of Isla la Urbana.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-67.05","7.16666",NA,"30.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1265",NA,NA,NA
"295","2013-10-05 06:31:00-03","MO","MOBOT","240400","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Gerrit Davidse|Ángel C. González","Davidse 12059A","1977","4","23","South America","Venezuela","Apure","Distrito San Fernando; South bank of the Río Apurito, ca. 11 km W of Mangas Coveras in a straight line. Partially deciduous forest and shrubs.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-67.16666","7.78333",NA,"35.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1250",NA,NA,NA
"296","2013-10-05 06:31:00-03","MO","MOBOT","240410","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Gerrit Davidse|Ángel C. González","Davidse 12937","1977","5","8","South America","Venezuela","Apure","Distrito Pedro Camejo; 11 km directly (in a straight line) east of Paso de San Pablo and ca. 2 km ENE of Fundo Picachón along the banks of the Río Capanaparo.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-67.65","7.03333",NA,"45.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1268",NA,NA,NA
"297","2014-09-11 10:28:00-03","MO","MOBOT","240420","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Gerrit Davidse|Ángel C. González","Davidse 13776","1978","2","9","South America","Venezuela","Apure","Ca. 4.5 km airline miles ESE of San Carlos del Meta along banks of the Río Meta.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-67.8333333","6.3166667","San Fernando","60.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1284","1",NA,NA
"298","2013-10-05 06:31:00-03","MO","MOBOT","240439","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Gerrit Davidse|Ángel C. González","Davidse 13938","1978","2","12","South America","Venezuela","Apure","Distrito Pedro Camejo; bank of the Río Meta, ca. 19 airline km WSW of Paraqüto.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-68.08333","6.23333",NA,"75.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1285",NA,NA,NA
"299","2013-10-05 06:31:00-03","MO","MOBOT","240459","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Gerrit Davidse|Ángel C. González","Davidse 14052","1978","2","14","South America","Venezuela","Apure","Distrito Pedro Camejo; banks of the Río Meta near the Brazo La Martinera, 19.5 airline km W of Mata de Guanábano.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-68.4","6.18333",NA,"65.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1287",NA,NA,NA
"300","2008-05-27 22:02:00-03","MO","MOBOT","240480","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Basil Stergios|et al.","Stergios 5473","1983","1","12","South America","Venezuela","Apure","Bosque intervenido y bosque de galeria, orillas del rio Sarare, entre Las Bocas y El Nula. Hierba en bosque seco a orilla del rio.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"301","2013-10-05 06:31:00-03","MO","MOBOT","240489","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Gerrit Davidse|Ángel C. González","Davidse 13172","1977","5","13","South America","Venezuela","Apure","Distrito San Fernando; north bank of the Río Orinoco north of Isla Urbana and Isla Catarrosa.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.","-66.91666","7.2",NA,"40.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1271",NA,NA,NA
"302","2015-04-27 22:42:00-03","MO","MOBOT","240500","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Antonio Fernández","Fernández 670","1968","2","9","South America","Venezuela","Apure","Hierba, en la barranca del rio Arauca.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"303","2008-05-27 22:02:00-03","MO","MOBOT","240510","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Julian A. Steyermark|George S. Bunting|Carlos A. Blanco","Steyermark 102266","1968","4","12","South America","Venezuela","Barinas","A lo largo de los margenes del Rio Caparo, entre Campamento Cachicamo y Boca de Garza, este de El Canton.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,"100.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"304","2008-05-27 22:02:00-03","MO","MOBOT","240520","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Luis Marcano-Berti","Marcano-Berti 2784","1972","1","7","South America","Venezuela","Barinas","Reserva Forestal de Caparo, al Norte de los Rios Urbante y Apure y al Sur del Cano Anaru. Hierba de 10 cm de alto, cespitosa.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"305","2008-05-27 22:02:00-03","MO","MOBOT","240530","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Francisco Tamayo","Tamayo 3527","1948","3","15","South America","Venezuela","Monagas","Propia de ciertas localidades de la pradera megatermica comprendida entre Pto. Amador y Boca de Uracoa, donde forma menchas muy conspicuas de excelentes pastizales, en localidades permanentemente humedas e inundables. Planta cespitosa, rastrero-erecta.",NA,NA,NA,NA,NA,"G. Davidse","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"306","2008-05-27 22:02:00-03","MO","MOBOT","240562","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Simon Lægaard","Lægaard 70165","1988","2","16","South America","Ecuador","El Oro","Ca km 3 St. Rosa - Machala. Roadsides and swamps.",NA,NA,NA,NA,NA,"Peterson, P.M. (US)","(Lam.) Britton, Sterns & Poggenb.","-79.88333","-3.33333",NA,"10.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"307","2015-08-23 05:45:00-03","MO","MOBOT","240572","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Simon Lægaard|S.A. Renvoize","Lægaard 70600","1988","3","6","South America","Ecuador","Bolívar","Km 39 Guaranda - Puebloviejo. Roadside.",NA,NA,NA,NA,NA,"Peterson, P.M. (US)","(Lam.) Britton, Sterns & Poggenb.","-79.25","-1.58333",NA,"2000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"308","2009-06-25 14:16:00-03","MO","MOBOT","2409494","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Armando T. Hunziker","Hunziker 5724","1944",NA,NA,"South America","Argentina","Corrientes","Ciudad de Corrientes",NA,NA,NA,NA,NA,"Scrivanti, R.","(Lam.) Britton, Sterns & Poggenb.","-58.85","-27.46666","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"309","2009-06-25 14:16:00-03","MO","MOBOT","2409513","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Armando T. Hunziker","Hunziker 5798","1944","10","29","South America","Argentina","Corrientes","Santa Catalina, a ± 10 km de la Ciudad de Córdoba",NA,NA,NA,NA,NA,"Scrivanti, R.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,"Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"310","2009-06-25 14:16:00-03","MO","MOBOT","2409530","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Armando T. Hunziker","Hunziker 5730","1944",NA,NA,"South America","Argentina","Corrientes","Ciudad de Corrientes",NA,NA,NA,NA,NA,"Scrivanti, R.","(Lam.) Britton, Sterns & Poggenb.","-58.85","-27.46666","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"311","2009-06-25 14:16:00-03","MO","MOBOT","2409548","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Armando T. Hunziker","Hunziker 5727","1944",NA,NA,"South America","Argentina","Corrientes","Ciudad de Corrientes",NA,NA,NA,NA,NA,"Scrivanti, R.","(Lam.) Britton, Sterns & Poggenb.","-58.85","-27.46666","Capital",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"312","2008-05-27 22:02:00-03","MO","MOBOT","2427591","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Prado","Prado 714","1984","11","17","South America","Argentina","Santa Fé","Camino entre El Rabón y Puerto Piracuacito",NA,NA,NA,NA,NA,"Scrivanti, R.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,"General Obligado",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"313","2012-04-05 14:30:00-03","MO","MOBOT","2479430","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","José F.M. Valls","Valls 4686",NA,NA,NA,"South America","Brazil","Rio Grande do Sul","Guaíba",NA,NA,NA,NA,NA,"Boechat, S. C.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"314","2010-11-13 05:21:00-02","MO","MOBOT","2515141","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Fátima Mereles","Mereles H. 5265","1993","7","15","South America","Paraguay","Presidente Hayes","est. Fortuna, 115 km NO",NA,NA,NA,NA,NA,"Degen, R.","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"315","2015-08-12 05:57:00-03","MO","MOBOT","2515844","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Florentino Felippone","Felippone 4479",NA,NA,NA,"South America","Uruguay","Tacuarembo","Paso de los Toros",NA,NA,NA,NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"316","2013-05-01 05:58:00-03","MO","MOBOT","2653282","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Simon Lægaard|Xavier Cornejo S.","Lægaard 20632","1999","9","30","South America","Ecuador","Guayas","At Puente Payo ca 40 km along road Guayaquil - El Triunfo. Disturbed ground.",NA,NA,NA,NA,NA,NA,"(Lam.) Britton, Sterns & Poggenb.","-79.55","-2.25",NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"317","2013-05-01 05:58:00-03","MO","MOBOT","2653313","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Simon Lægaard|Xavier Cornejo S.|et al.","Lægaard 20642","1999","10","2","South America","Ecuador","Guayas","At Puente Payo ca 40 km along road Guayaquil - El Triunfo. Disturbed ground.",NA,NA,NA,NA,NA,"Laegaard, S. (AAU)","(Lam.) Britton, Sterns & Poggenb.","-79.55","-2.25",NA,"20.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"318","2012-04-12 05:10:00-03","MO","MOBOT","2772441","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Alfredo F. Fuentes","Fuentes Claros 3318","2001","9","9","South America","Bolivia","Santa Cruz","Río Parapetí, propiedad Jabalí. Bosque de bañados",NA,NA,NA,NA,NA,"Gerrit Davidse, 2005 (MO)","(Lam.) Britton, Sterns & Poggenb.","-61.8780556","-18.2955555","Cordillera","300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"319","2012-03-28 20:08:00-03","MO","MOBOT","2871975","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Antonio C. Allem|José F.M. Valls|G. Vieira|J. Comastri","Allem 2216","1978",NA,NA,"South America","Brazil","Mato Grosso do Sul","Faz. Bodoquena, Carandazal. Mun. de Corumbá.",NA,NA,NA,NA,NA,"Sonja Castro Boechat","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"320","2014-01-18 05:57:00-02","MO","MOBOT","2872160","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Boris Vassilievich Skvortsov","Skvortsov 300","1964","6","10","South America","Brazil","São Paulo","Município de São Paulo: grounds of the Instituto de Botânica, Parque do Estado, 10 km south of center of city of São Paulo. (Original vegetaction of this area was tall evergreen forest.) Habitat of this no: growing spontaneously in open ground on lake shore.",NA,NA,NA,NA,NA,"Sonja Castro Boechat","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"321","2009-08-21 06:33:00-03","MO","MOBOT","2872311","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","Shunsuke Tsugaru|Yotaro Sano","Tsugaru B-815","1987","8","8","South America","Brazil","Amazonas","River side and small islets of Rio Amazonas. From Manaus to 100km lower reaches. Collected by boat. Exposed river side by receding water for dry season.",NA,NA,NA,NA,NA,"Gerrit Davidse","(Lam.) Britton, Sterns & Poggenb.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"322","2018-08-14 17:54:00-03","MO","MOBOT","2872568","PreservedSpecimen","Plantae",NA,NA,"Poaceae","Eragrostis","hypnoides","Eragrostis hypnoides","M. Schessl|Gerhard K. Gottsberger","Schessl 2276","1991","9","19","South America","Brazil",NA,"Flora of the Pantanal of Mato Grosso, Municipality of Baräo de Melgaço: Baia Chacocoré, near Porto Säo Benedito. Sandy beach of the Chacocoré lagoon with Annual weeds, interspersed by Alchornea castaneifolia shrubs.",NA,NA,NA,NA,NA,"Schessl","(Lam.) Britton, Sterns & Poggenb.","-55.9166667","-16.2166667",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
