"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","typeStatus","continentOcean","preparationType","previousCatalogNumber","phylum","order","infraspecificEpithet","yearIdentified","monthIdentified","dayIdentified","coordinatePrecision","geoFlag","class","fieldNumber","individualCount"
"48","2021-04-07 11:41:37-03","UFMS","CGMS","16585","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(DC.) H.Rob.",NA,"J.M. Longo; L.P. Tadei; C. Aoki","28","2004","10","26","Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Pouso Frio.","-52.8627778","-18.6669445","-52,8627778","-18,6669445",NA,NA,"Flor creme. odor bem adocicado Habitat: Cerrado Habito: Arbusto.","CGMS1045881",NA,NA,NA,NA,NA,NA,NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA
"49","2021-04-07 11:41:37-03","UFMS","CGMS","16586","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(DC.) H.Rob.",NA,"J.M. Longo; L.P. Tadei; C. Aoki","29","2004","10","26","Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Pouso Frio.","-52.8627778","-18.6669445","-52,8627778","-18,6669445",NA,NA,"Flor creme. odor bem adocicado Habitat: Cerrado Habito: Arbusto.","CGMS1045882",NA,NA,NA,NA,NA,NA,NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA
"50","2021-04-07 11:41:37-03","UFMS","CGMS","46580","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(DC.) H.Rob.",NA,"V.J. Pott; A. Pott","11037","2011","02","11","Brasil","Mato Grosso do Sul","Inocência","Fazenda Buriti, ao longo do Córrego São Pedro.","-54.1288889","-20.0272223","-54,1288889","-20,0272223","315","315","Flor lilás. Habitat: Brejo arbustivo, alagável, antropizado ao longo de estrada, com buriti. Solo arenoso. Relevo plano. Habito: Subarbusto. Esparso. 1,30-1,60 m de altura.","CGMS1076549",NA,NA,NA,NA,NA,NA,NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA
"51","2021-04-07 11:41:37-03","UFMS","CGMS","15603","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(DC.) H.Rob.",NA,"L.E.A.M. Lescano; G.P. Nunes, D.K. Noguchi","288","2005","04","17","Brasil","Mato Grosso do Sul","Porto Murtinho","Estrada Bocaiuval 1. (Ponte do Rio Monguijá).","-57.8244445","-21.6522222","-57,8244445","-21,6522222",NA,NA,"Flor verde-clara. Fruto ausente. Sépalas verdes. Habitat: Beira de estrada. Habito: Arbusto.","CGMS1045091",NA,NA,NA,NA,NA,NA,NA,NA,"2020",NA,NA,NA,NA,NA,NA,NA
"52","2021-04-07 11:41:37-03","UFMS","CGMS","13612","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(DC.) H.Rob.","V.J. Pott","V.J. Pott; A. Pott; A.C.M. Cristaldo; S. Aragaki; D.R. Espírito Santo","6950","2004","04","04","Brasil","Mato Grosso do Sul","Costa Rica","Fazenda Potreiro do Sucuriú, próximo à sede.","-53.1922222","-19.0230556","-53,1922222","-19,0230556","530","530","Flor lilás-rosada. Habitat: Brejo com água corrente ao longo de pequeno córrego. Solo hidromórfico arenoso. Relevo inclinado. Habito: Arbusto aquático anfíbio. 3,00 m de altura.","CGMS1043059",NA,NA,NA,NA,NA,NA,NA,NA,"2015","08","12",NA,NA,NA,NA,NA
"53","2021-04-07 11:41:37-03","UFMS","CGMS","45084","PreservedSpecimen","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(DC.) H.Rob.","M. Dematteis","O.S. Ribas; J.M. Silva","7076","2005","10","27","Brasil","Paraná","Adrianópolis","Parque Estadual das Lauráceas.","-48.9911003112793","-24.6571998596191",NA,NA,NA,NA,"Capítulo alvo. Habitat: Floresta Ombrófila Densa. Habito: Árvore. 5,00 m de altura.","CGMS1075048",NA,NA,NA,NA,NA,NA,NA,NA,"2006",NA,NA,"49901","auto",NA,NA,NA
"54","2021-03-25 09:27:02-03","UNICAMP","UEC","88702","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Vega, AJ","Santos, HGP; Cordovil, SP; Machado, FV; Horta, CP","350","1994","09","15","Brazil","Minas Gerais","Ewbank da Câmara","Rio Paraibuna","-43.853911","-21.92405","-43.853911","-21.92405","778","778","Bracteas da Inflorescência verdes.","UEC085148","UEC085148",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"55","2020-02-10 17:50:57-03","UNICAMP","UEC","170366","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Vega, AJ","Vega, AJ; Jimenez, MS; Michlig, SA; et al.","31","2011","12","09","Argentina","Misiones","General Manuel Belgrano","Detrás de la cancha de deportes de la escuela.",NA,NA,NA,NA,NA,NA,NA,"UEC010411","UEC010411",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"56","2021-03-01 16:25:33-03","UNICAMP","UEC","200707","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Semir, J; Monge, M","Pereira, LS; Belinello, R; Gomes, JAMA","N880","2007","12","17","Brazil","São Paulo","São Luiz do Paraitinga","Parque Estadual da Serra do Mar","-45.183333","-23.4","-45.183333","-23.4","990","1045","Parcela N - Projeto Biota-FAPESP. Árvore com 14 metros de altura. Frequência da espécie na parcela: n=3; Mata Atlântica","UEC158100",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2008",NA,NA,NA,NA,NA,NA,NA
"57","2021-03-25 09:27:02-03","UNICAMP","UEC","88710","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Vega, AJ","Santos, HGP; Cordovil, SP; Machado, FV; Horta, CP","320","1994","09","13","Brazil","Minas Gerais","Ewbank da Câmara","Fazenda Cascatinha","-43.853911","-21.92405","-43.853911","-21.92405","778","778","Bracteas da Inflorescência verdes.","UEC085149","UEC085149",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"58","2021-03-01 16:25:33-03","UNICAMP","UEC","176994","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Vega, AJ","Flores, TB; Kuntz-Galvão, J; Campos, OR","1305","2012","10","20","Brazil","Minas Gerais","Alto Caparaó","Alto Caparaó. Estrada entre os minucípios de Alto Caparaó e Caparaó.","-41.891861","-20.48725","-41.891861","-20.48725",NA,NA,"Árvore, ca. 8m de alt. Capítulos alvos.; Beira de estrada.","UEC129846","UEC129846",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2021-03-01 16:25:33-03","UNICAMP","UEC","182905","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Monge, M","Vinha, D","31",NA,NA,NA,"Brazil","São Paulo","São Luiz do Paraitinga","mata",NA,NA,NA,NA,"1100","1100","Plântula originada no banco de sementes do solo e cultivada em casa de vegetação. Coletas de solo realizadas nas parcelas K e N do projeto Biota Gradiente Funcional, localizadas no Núcleo Santa Virgínia, Parque Estadual da Serra do Mar","UEC011422",NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2014","12","01",NA,NA,NA,NA,NA
"60","2021-03-01 16:25:33-03","UNICAMP","UEC","83836","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Vega, AJ","Goldenberg, R; Macias, L; Mansano, VF","344","1996","06","13","Brazil","São Paulo","Lavrinhas","12Km ao Norte de Lavrinhas,vale Ribeirão do braço.","-44.866667","-22.45","-44.866667","-22.45",NA,NA,"Vegetação secundária, em encosta, Árvore 12m, botões creme.","UEC085150","UEC085150",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2014",NA,NA,NA,NA,NA,NA,NA
"61","2021-03-01 16:25:33-03","UNICAMP","UEC","176981","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Vega, AJ","Flores, TB; Kuntz-Galvão, J; Campos, OR","1363","2012","10","21","Brazil","Espírito Santo","Dores do Rio Preto","Estrada entre a entrada do Parque Nacional de Caparaó e o centro do Munícipio de Pedra Menina.","-41.8452987670898","-20.6888999938965",NA,NA,NA,NA,"Árvore, ca. 2m de alt. Capítulos alvos.; Estrada com calçamento de bloquinho de cimento.","UEC129849","UEC129849",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"23972","auto",NA,NA,NA
"62","2021-03-01 16:25:33-03","UNICAMP","UEC","176982","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Vega, AJ","Flores, TB; Kuntz-Galvão, J; Campos, OR","1364","2012","10","21","Brazil","Espírito Santo","Dores do Rio Preto","Estrada entre a entrada do Parque Nacional do Caparaó e o centro do município de Pedra Menina. Estrada com calçamento de bloquinho de cimento.","-41.8452987670898","-20.6888999938965",NA,NA,NA,NA,"Árvore, ca. 5m de alt. Capítulos alvos.","UEC129848","UEC129848",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2014",NA,NA,"23972","auto",NA,NA,NA
"63","2021-03-01 16:25:33-03","UNICAMP","UEC","178064","S","Plantae","Asteraceae","Vernonanthura","petiolaris","Vernonanthura petiolaris","(A.DC.) H.Rob.","Vega, AJ","Flores, TB; Kuntz-Galvão, J; Campos, OR","1362","2012","10","21","Brazil","Espírito Santo","Dores do Rio Preto","Estrada entre Pedra Menina e Dores do Rio Preto.","-41.8452987670898","-20.6888999938965",NA,NA,NA,NA,"Árvore, ca. 5m de altura. Capítulos alvos.","UEC129851","UEC129851",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2014",NA,NA,"23972","auto",NA,NA,NA
"64","2021-03-01 16:25:58-03","UNICAMP","UEC","105217","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.",NA,"Correia, CMB; et al.","11","1988","09","28","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Nascente do Rio das Flores.","-42.05","-22","-42.05","-22",NA,NA,"Árvore com 14m de alt. DAP acm; fuste 10m. Folhas discolores verdes, face dorsal com indumento alvaceno. Inflorescência alvacenta com brácteas verde-alvacentas. Nome ulgar moluro","UEC136839","UEC136839",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2021-03-01 16:25:58-03","UNICAMP","UEC","160267","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Ivanauskas, NM; Souza, FM; Polisel, RT; Santos, VS","6054","2005","12","12","Brazil","São Paulo","Embu das Artes","Itatuba, Avenida 7 de Setembro. Fundo do pesqueiro do Sr. Franscisco do Xuxu ( Datum Córrego alegre, Zona 23k)","-46.867222","-23.638611","-46.867222","-23.638611","805","805","Árvore de 10m; frutos velhos com papus branco.","UEC017276","UEC017276",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","12",NA,NA,NA,NA,NA,NA
"66","2021-03-01 16:25:58-03","UNICAMP","UEC","160047","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Filho, RC; Imamoto, M","447","2005","10","25","Brazil","São Paulo","Mairiporã","Condomínio Alpes de Mairiporã (SAD 69)","-33.708056","-74.311611","-33.708056","-74.311611",NA,NA,"Árvore de 10m, casca lisa, flores brancas; crescendo em borda de mata secundária.","UEC017853","UEC017853",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","12",NA,NA,NA,NA,NA,NA
"67","2021-03-01 16:25:58-03","UNICAMP","UEC","119358","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Kuhlmann, M","927","1943","08","21","Brazil","São Paulo","Amparo","Monte Alegre, margem do rio Camanducaia.","-46.75","-22.7","-46.75","-22.7",NA,NA,"Sub-bosque da capoeira.","UEC136849","UEC136849",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"68","2021-03-01 16:25:58-03","UNICAMP","UEC","119414","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Gehrt, A","s.n.","1940","10","15","Brazil","São Paulo",NA,"Paiol do Meio",NA,NA,NA,NA,NA,NA,"Árvore grande","UEC136840","UEC136840",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"69","2021-03-01 16:25:58-03","UNICAMP","UEC","127848","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Barreto, KD; Fernandes, GD; Vitti, FX","2613","1994","06","28","Brazil","São Paulo","São José do Barreiro","Serra da Bocaina","-44.582333","-22.664722","-44.582333","-22.664722",NA,NA,"Árvore, 6m alt.; botões verdes.; Mata de altitude.","UEC006295","UEC006295",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2012",NA,NA,NA,NA,NA,NA,NA
"70","2021-03-01 16:25:58-03","UNICAMP","UEC","132986","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Urbanetz, C; Mariuza; Domingos; Lelo","159","2003","10","01","Brazil","São Paulo","Cananéia","Fazenda Folha Larga","-47.916667","-24.883333","-47.916667","-24.883333","100","100","Árvore de 18m.","UEC135420","UEC135420",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"71","2021-03-01 16:25:58-03","UNICAMP","UEC","146714","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Arzolla, FARDP; Paula, GCR; Vilela, FESP; Leite, MO","1024",NA,NA,NA,"Brazil","São Paulo","São Paulo","Parque Estadual da Cantareira","-46.626667","-23.4425","-46.626667","-23.4425",NA,NA,"Árvore, 5 metros de altura, com flores.; Floresta ombrófila densa montana, estagio médio de regeneração.","UEC136854","UEC136854",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2006","11","16",NA,NA,NA,NA,NA
"72","2020-02-10 17:51:04-03","UNICAMP","UEC","149037","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Aguirre, GH; et al.","22","2005","10","27","Brazil","São Paulo","São Luiz do Paraitinga","Fragmento de Floresta Ombrófila Densa em paisagem rural",NA,NA,NA,NA,NA,NA,NA,"UEC007525","UEC007525",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2012","04",NA,NA,NA,NA,NA,NA
"73","2021-03-01 16:25:58-03","UNICAMP","UEC","198313","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Garcia, RJF","242","1992","11","13","Brazil","São Paulo","São Paulo","Parque Santo Dias, trilha das quadras, próximo a entrada da trilha do atalho","-46.7725","-23.663056","-46.7725","-23.663056",NA,NA,"árvore,10m de altura, fuste 6m, DAP 30cm, casca com líquens,flores creme-esbranquiçadas, abundantes","UEC045120","UEC045120",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","10",NA,NA,NA,NA,NA,NA
"74","2021-03-01 16:25:58-03","UNICAMP","UEC","200348","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Monge, M; Scatigna, AV","1144","2012","09","14","Brazil","Rio de Janeiro","Nova Friburgo","Estrada Teresópolis - Nova Friburgo. Próximo a entrada do Haras Beija - Flor.","-42.495556","-22.333056","-42.495556","-22.333056",NA,NA,"Árvore, 5 m de altura, capítulos jovens, papus alvo. 12h30, carnoy, Met e DNA; Floresta Ombrófila Montana","UEC158164","UEC158164",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2021-03-01 16:25:58-03","UNICAMP","UEC","3535","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Davis, PH; Shepherd, GJ","60850","1976","09","09","Brazil","São Paulo","Eldorado","6-10 km from Caverna do Diabo.","-48.408889","-24.501667","-48.408889","-24.501667","100","200","6-8 m. tree.; Steep rain forest, on clay soil","UEC136831","UEC136831",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","10",NA,NA,NA,NA,NA,NA
"76","2021-03-01 16:25:58-03","UNICAMP","UEC","23259","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Filho, AC","374","1980","10","09","Brazil","São Paulo","São Paulo","Cantareira, Reserva Florestal.","-46.666667","-23.666667","-46.666667","-23.666667","1100","1100","Árvore 10m de altura.","UEC136842","UEC136842",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"77","2021-03-01 16:25:58-03","UNICAMP","UEC","31416","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Filho, AC","672","1981","07","17","Brazil","São Paulo","São Paulo","Jaraguá (Parque Estadual)","-46.775278","-23.458333","-46.775278","-23.458333","1100","1100","Árvore 10metros; flores creme.","UEC136828","UEC136828",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"78","2021-03-01 16:25:58-03","UNICAMP","UEC","33277","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Cesar, O","14719","1982","11","12","Brazil","São Paulo","Anhembi","Fazenda Barreiro Rico","-48.226833","-22.794944","-48.226833","-22.794944",NA,NA,"Árvore cerca de 8 metros.","UEC136829","UEC136829",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"79","2021-03-01 16:25:58-03","UNICAMP","UEC","23263","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Filho, AC","352","1980","10","02","Brazil","São Paulo","São Paulo","Serra da cantareira, reserva florestal.","-46.6","-23.366667","-46.6","-23.366667","1100","1100","árvore 15m de altura, capítulo creme.","UEC136850","UEC136850",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"80","2021-03-01 16:25:58-03","UNICAMP","UEC","200355","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Monge, M; Dias, E; Escobar, NAG; Reis, TR; Oswaldo","1103","2012","07","29","Brazil","São Paulo","Jundiaí","Serra do Japi. Estrada para Antena, depois de Cabreúva","-46.948889","-23.356944","-46.948889","-23.356944","776","776","Árvore, 5 - 15 m de altura, capítulos novos.&nf;; Floresta Estacional","UEC190704","UEC190704",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"81","2021-03-01 16:25:58-03","UNICAMP","UEC","43283","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Leitão Filho, HF; Semir, J; Tamashiro, JY","18416","1986","07","22","Brazil","São Paulo","Teodoro Samapaio","Reserva Florestal do Morro do Diabo.",NA,NA,NA,NA,NA,NA,"árvore até 8m, capítulos em botão RP. 157.; mata.","UEC136851","UEC136851",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"82","2021-03-01 16:25:58-03","UNICAMP","UEC","49452","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Leitão Filho, HF","Pereira, OJ; Gomes, JM; Fabris, LC","1347","1987","10","03","Brazil","Espírito Santo",NA,"Rodovia BR 262 - km 92.",NA,NA,NA,NA,NA,NA,"Árvore com 4m de altura.","UEC136837","UEC136837",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1988","07","06",NA,NA,NA,NA,NA
"83","2021-03-01 16:25:58-03","UNICAMP","UEC","54460","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Silva, AF","1333","1985","10","23","Brazil","São Paulo","São José dos Campos","Flora da Reserva Florestal da Boa Vista","-45.9375","-23.075","-45.9375","-23.075",NA,NA,"árvore de 20m de altura; invólucro de cor palha-esverdeado; papus branco.","UEC136863","UEC136863",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"84","2021-03-01 16:25:58-03","UNICAMP","UEC","74015","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Ivanauskas, NM","339","1995","08","28","Brazil","São Paulo","Pariquera-Açu","Estação Experimental do IAC","-47.885","-24.608333","-47.885","-24.608333",NA,NA,"árvore de 10m. Flores em botão.; mata atlântica.","UEC136861","UEC136861",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2010","10",NA,NA,NA,NA,NA,NA
"85","2021-03-01 16:25:58-03","UNICAMP","UEC","80551","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Cardoso-Leite, E; Oliveira, A","245","1993","10","03","Brazil","São Paulo","São Roque","Mata da Câmara.","-47.1125","-23.523889","-47.1125","-23.523889",NA,NA,"10m de altura, flores brancas.; mata mesófila semidecidua.","UEC136852","UEC136852",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,NA,NA,NA,NA,NA
"86","2021-03-01 16:25:58-03","UNICAMP","UEC","90174","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Semir, J","Barreto, KD; Fernandes, GD; Vitti, FX","s.n.","1993","06","01","Brazil","São Paulo","Piracicaba",NA,"-47.512444","-22.627556","-47.512444","-22.627556",NA,NA,"arvoreta, 5 metros de altura. Borda de mata, vegetativo, sadia, tronco liso, sem latex; Mata mesofila semidecidua","UEC136860","UEC136860",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA
"87","2021-03-01 16:25:58-03","UNICAMP","UEC","84541","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.",NA,"Ávila, NS; Bellenzani, MLR; Garcia, RJF","322","1994","09","12","Brazil","São Paulo","São Paulo","camping Ana Paula - Capoeira - região sul de São Paulo","-46.774444","-23.9","-46.774444","-23.9",NA,NA,"árvore ca. 6m; capítulos creme, folhas densamente pilosas","UEC136864","UEC136864",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"88","2021-03-01 16:25:58-03","UNICAMP","UEC","88405","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Souza, VC; Rodrigues, RR; Arzolla, FARDP; Ivanauskas, NM; Souza, JP","9170","1995","09","05","Brazil","Mato Grosso do Sul","Eldorado","Cachoeira do Sapatu.","-54.2835998535156","-23.7868995666504",NA,NA,NA,NA,"árvore, ca. 12m alt.; capítulos jovens creme.; mata Atlântica","UEC136855","UEC136855",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,"27119","auto",NA,NA,NA
"89","2021-03-01 16:25:58-03","UNICAMP","UEC","50223","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Leitão Filho, HF; Martins, FR; Tamashiro, JY; Bernacci, LC; Meira Neto, JAA","20887","1988","10","14","Brazil","Minas Gerais","Inconfidentes",NA,"-46.3278007507324","-22.3169002532959",NA,NA,NA,NA,"Árvore com até 20m.; Mata de encosta","UEC136834","UEC136834",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","10",NA,"13133","auto",NA,NA,NA
"90","2021-03-01 16:25:58-03","UNICAMP","UEC","41869","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Heringer, EP","18537","1982","10","20","Brazil","Minas Gerais","Timóteo","Parque Estadual do Rio Doce","-42.644401550293","-19.5825004577637",NA,NA,NA,NA,"Vegetação secundária na mata destruída por incêndio.","UEC136856","UEC136856",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","10",NA,"16391","auto",NA,NA,NA
"91","2021-03-01 16:25:58-03","UNICAMP","UEC","73248","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.",NA,"Stehmann, JR; Semir, J; Dutilh, JHA","1629","1995","07","17","Brazil","Paraná","Castro","Serra na estrada para Tibagi, ca. 20km de Castro.","-50.0119018554688","-24.7910995483398",NA,NA,NA,NA,"árvore&nf;; mata secundária","UEC136859","UEC136859",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"50779","auto",NA,NA,NA
"92","2021-03-01 16:25:58-03","UNICAMP","UEC","66091","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Soares-Silva, LH","Chagas e Silva, F; Pizzaia, LN","1406","1991","07","24","Brazil","Paraná","Londrina","Parque Estadual Mata dos Godoy","-51.1627998352051","-23.3103008270264",NA,NA,NA,NA,"Árvore com 26m de altura, botões florais esverdeados; flores brancas; frequente na área","UEC136835","UEC136835",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"63728","auto",NA,NA,NA
"93","2021-03-01 16:25:58-03","UNICAMP","UEC","48893","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Leitão Filho, HF","Britez, RM; Silva, SM","998","1986","10","19","Brazil","Paraná","São Mateus do Sul",NA,"-50.3828010559082","-25.8742008209229",NA,NA,NA,NA,"Árvore com 13m, cap 89 cm, com flores brancas; Floresta de Araucária","UEC136838","UEC136838",NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,"31353","auto",NA,NA,NA
"94","2021-03-01 16:25:58-03","UNICAMP","UEC","157516","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Monge, M","Vieira, AOS","536","1999","10","16","Brazil","Paraná","Telemaco Borba",NA,"-50.6156005859375","-24.3239002227783",NA,NA,NA,NA,"Árvore 5,0m. de alt.; área de plantaçao de pinos","UEC013937","UEC013937",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"2015","11",NA,"35037","auto",NA,NA,NA
"95","2021-03-01 16:25:58-03","UNICAMP","UEC","83617","S","Plantae","Asteraceae","Vernonia","petiolaris","Vernonia petiolaris","A.DC.","Vieira, CM","Vieira, CM; Gurken, LC","381","1993","08","28","Brazil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, estrada para a fazenda Ouro Verde.","-42.5311012268066","-22.2819004058838",NA,NA,NA,NA,"Árvore ca. 8m de altura. Folhas discolores; inflorescência creme, botões esverdeados.","UEC136836","UEC136836",NA,NA,NA,NA,"Magnoliopsida",NA,NA,"1993","10",NA,"33190","auto",NA,NA,NA
