"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","typeStatus","identifiedBy","coordinatePrecision","geoFlag","yearIdentified","verbatimLongitude","verbatimLatitude","maximumElevationInMeters","class","relatedCatalogItem","monthIdentified","dayIdentified","relationshipType","eventTime","individualCount","fieldNumber"
"11","2019-12-19 08:15:24-03","FPS","FPS","3832","MachineObservation","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Schwirkowski, P.","3259","2018","12","17",NA,"Brasil","Santa Catarina","São Bento do Sul","Localidade de Sertãozinho","-49.351075","-26.311918",NA,NA,"<ll>dwc_commonname:</ll> Araçá-vermelho, araçá-piranga, araçá","FPS03832,FURB63649","FPS03832_v01 FPS03832_v02 FPS03832_v03 FPS03832_v04 FPS03832_v05 FPS03832_v06 FPS03832_v07 FPS03832_v08 FPS03832_v09 FPS03832_v10 FPS03832_v11 FPS03832_v12 FPS03832_v13 FURB63649",NA,"Schwirkowski, P.",NA,NA,"2018","-49.351075","-26.311918",NA,NA,"FURB 63649","12","17","voucher",NA,NA,NA
"12","2019-12-19 08:15:24-03","FPS","FPS","1650","MachineObservation","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Schwirkowski, P.",NA,"2011","04","10",NA,"Brasil","Santa Catarina","São Bento do Sul","Parque Vinte e Três de Setembro","-49.383622","-26.27563",NA,NA,"<ll>dwc_commonname:</ll> Araçá-vermelho, araçá-piranga, araçá","FPS01650","FPS01650_v01 FPS01650_v02 FPS01650_v03 FPS01650_v04 FPS01650_v05 FPS01650_v06 FPS01650_v07 FPS01650_v08",NA,"Schwirkowski, P.",NA,NA,"2011","-49.383622","-26.27563",NA,NA,NA,"04","10",NA,NA,NA,NA
"13","2019-12-19 08:15:24-03","FPS","FPS","3157","MachineObservation","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Schwirkowski, P.","2583","2017","11","09",NA,"Brasil","Santa Catarina","São Bento do Sul","Na Estação de Tratamento de Água - ETA - do SAMAE","-49.38286","-26.244304",NA,NA,"<ll>dwc_commonname:</ll> Araçá-vermelho, araçá-piranga, araçá","FPS03157,FURB57482","FPS03157_v01 FPS03157_v02 FPS03157_v03 FPS03157_v04 FURB57482",NA,"Schwirkowski, P.",NA,NA,"2017","-49.38286","-26.244304",NA,NA,"FURB 57482","11","09","voucher",NA,NA,NA
"14","2019-08-27 13:31:38-03","IAP","PACA-AGP","65256","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D. Legrand","Reitz & Klein","2255","1954","11","04",NA,"Brasil","SC","Luís Alves","Braço Joaquim.",NA,NA,"350",NA,"30m de altura e flor branca. &nf;HBR 24789&nf;Conforme Sellowia - Anais Botãnicos, C. Diego Legrand - Mirtaceas del Esrado de Santa Catarina (Brasil), ano XIII, no 13, p.341, 1961 Habitat: mata Hábito: árvore","PACA065256","PACA065256","Isotipo","C. D. Legrand",NA,NA,"1960",NA,NA,"350","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"15","2019-08-27 13:31:38-03","IAP","PACA-AGP","70079","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D. Legrand","Klein & Bresolin","10607","1972","12","15",NA,"Brasil","SC","Anitápolis","5Km ao norte de Anitápolis","-49.1286010742188","-27.9018993377686","500",NA,"8m de altura e flor branca. Habitat: no pasto Hábito: árvore","PACA070079",NA,NA,"C. D. Legrand","20462","auto","1974",NA,NA,"500","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"16","2019-08-27 13:31:38-03","IAP","PACA-AGP","71635","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D. Legrand","Klein & Bresolin","10946","1973","03","27",NA,"Brasil","SC","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,"30m de altura e fruto imaturo verde e maduro vermelho. Habitat: mata Hábito: árvore","PACA071635",NA,NA,"C. D. Legrand","29971","auto","1974",NA,NA,NA,"Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"17","2019-08-27 13:31:38-03","IAP","PACA-AGP","65257","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D. Legrand","Reitz & Klein","6322","1958","01","28",NA,"Brasil","SC","Vidal Ramos","Sabiá","-49.3558006286621","-27.3918991088867","750",NA,"20m de altura e fruto maduro vermelho escuro. HBR 24788. Habitat: mata Hábito: árvore","PACA065257",NA,NA,"C. D. Legrand","21797","auto","1960",NA,NA,"750","Magnoliatae",NA,NA,NA,NA,NA,NA,NA
"18","2020-12-20 21:18:41-03","UFV","VIC","4532","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Irwin, H.S.","s.n.","1958","12","18",NA,"Brasil","Minas Gerais","Viçosa","ESAV","-42.8819007873535","-20.7539005279541",NA,NA,NA,"VIC004532","VIC004532",NA,NA,"13937","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008118","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Hatschbach","18624","1968","2","21",NA,"Brazil","Parana","Piraquara","Mananciais da Serra","-49.0667","-25.4333",NA,NA,"10 m, mata pluvial, tronco liso",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008113","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Koczicki","318","1988","9","28",NA,"Brazil","Parana","Curitiba","Vista Alegre","-49.25","-25.4167",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008119","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Kuniyoshi","4722","1983","11","18",NA,"Brazil","Parana","Piraquara","Mananciais da Serra","-49.0667","-25.4333",NA,NA,"7 m, frequente, fr. comest.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008114","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Kawasaki","920","1995","12","2",NA,"Brazil","Parana","Piraquara","Piraquara, Roc,a Nova","-49.0667","-25.4333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008115","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Kawasaki","914","1995","12","2",NA,"Brazil","Parana","Piraquara","Piraquara, estrada para pedreira da ACO","-49.0667","-25.4333",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2018-03-05 15:00:37-03","ASU","ASU-PLANTS","ASU0015770","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Melo & Franca","2522","1998","11","9",NA,"Brazil","Parana","Campina Grande do Sul","BR-116, ca. 67km de Curitiba, Represa do Rio Capivari.","-48.8672","-25.1719","815",NA,"Arvore 3m alto x 100cm diametro. Folhas membranace",NA,NA,NA,"M. Sobral, Sept/2003",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2018-03-08 09:13:18-03","ASU","ASU-PLANTS","ASU0008117","PreservedSpecimen","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Silva","846","1990","3","27",NA,"Brazil","Parana","Tijucas do Sul","Ambrosio","-49.1789","-25.9269",NA,NA,"6 m, fr. avermelhados, mata de Araucaria",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-04-07 11:46:37-03","UFMS","CGMS","66289","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","G. Hatschbach; Olavo Guimarães","15250","1966","11","23",NA,"Brasil","Paraná","Campina Grande do Sul","Sítio do Belizário.","-49.0553016662598","-25.3055992126465",NA,NA,NA,"CGMS1099250",NA,NA,"G. Hatschbach","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-04-07 11:46:37-03","UFMS","CGMS","4029","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","R. Kummrow","2068","1982","11","04",NA,"Brasil","Paraná","Piraquara","Roça Nova.","-49.0633010864258","-25.4416999816895",NA,NA,"Flor alva. Habitat: Mata. Habito: Árvore. 8,00m de altura.","CGMS1018020",NA,NA,"G. Hatschbach","12577","auto","1983",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-01 16:37:01-03","UNICAMP","UEC","56761","S","Plantae","Magnoliopsida",NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Kuniyoshi, YS","4722","1983","11","18",NA,"Brazil","Paraná","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore 7m, frequente, produz frutos comestíveis.","UEC110246","UEC110246",NA,"Landrum, LR","12577","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-26 10:43:32-03","UDESC","LUSC","3951","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Pozzan, M.",NA,"2009","10","11",NA,"Brasil","Santa Catarina","Xanxerê",NA,"-52.4042015075684","-26.8768997192383",NA,NA,NA,"LUSC008715","LUSC008715",NA,"Sobral, M.","16278","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:03:40-03","FURB","FURB","29754","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Stival-Santos, A.; Legal, E. & Silveira, S.","2337","2010","04","06",NA,"Brasil","Santa Catarina","Angelina","Linha do Chaves.","-48.96","-27.54","718",NA,"Florística IFFSC 349 (Arbórea) Habitat: Floresta Ombrófila Densa; Estágio Avançado; pastagem Habito: arbórea; Fruto avermelhado;","FURB02608","FURB02608",NA,"Sobral, M",NA,NA,"2010","-48.9600000","-27.5400000","718",NA,NA,"08","15",NA,NA,NA,NA
"31","2020-10-14 10:03:40-03","FURB","FURB","57482","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Schwirkowski, P.","2583","2017","11","09",NA,"Brasil","Santa Catarina","São Bento do Sul","Centro. Na Estação de Tratamento de Água - ETA - do SAMAE.","-49.3827778","-26.2441666","850",NA,"Botões florais verdes Habitat: Capão de Floresta Ombrófila Mista Habito: Árvore","FURB57482","FURB57482",NA,"Schwirkowski, P.",NA,NA,"2017","-49.3827778","-26.2441666","850",NA,NA,"11","09",NA,NA,NA,NA
"32","2020-10-14 10:03:40-03","FURB","FURB","63649","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Schwirkowski, P.","3259","2018","12","17",NA,"Brasil","Santa Catarina","São Bento do Sul","Localidade de Sertãozinho. Estrada Saraiva, sentido Estrada dos Bugres.","-49.3511111","-26.3119444","600",NA,"Área de transição entre FOM e FOD. Heliófita. Cálice verde, corola branca Habitat: Borda de mata Habito: Árvore","FURB63649","FURB63649",NA,"Schwirkowski, P.",NA,NA,"2018","-49.3511111","-26.3119444","600",NA,NA,"12","17",NA,NA,NA,NA
"33","2021-03-16 17:54:02-03","UCS","HUCS","27558","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","Legrand","Wasum, R.A.","3424","2006","01","17",NA,"Brasil","Paraná","Paula Freitas",NA,"-50.9380989074707","-26.2082996368408","780",NA,"orla da mata",NA,NA,NA,"Sobral, M.","23054","auto","2006",NA,NA,"780",NA,NA,"04",NA,NA,NA,NA,NA
"34","2021-03-16 17:54:02-03","UCS","HUCS","6672","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","Legrand","Klein; Bresolin, A.","10607","1972","12","15",NA,"Brasil","Santa Catarina","Anitápolis","5 Km ao norte de Anitápolis","-49.1286010742188","-27.9018993377686","500",NA,"árvore com flores brancas; pasto",NA,NA,NA,"Legrand, C.D.","20462","auto","1974",NA,NA,"500",NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-16 17:54:02-03","UCS","HUCS","8788","PreservedSpecimen","Plantae","Angiospermae","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","Legrand","Klein; Bresolin, A.","10946","1973","03","27",NA,"Brasil","Santa Catarina","Imaruí","Águas Mornas","-48.8199996948242","-28.3414001464844",NA,NA,"árvore 30m. de alt. , fruto imaturo verde, maduro vermelho; mata",NA,NA,NA,"Legrand, C.D.","29971","auto","1974",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2014-10-14 15:57:02-03","BS","M","M-0146871","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Klein",NA,"1958","01","27",NA,"Brasil",NA,NA,"Sabiá, Vidal Ramos.",NA,NA,NA,NA,NA,"M0146871",NA,"PARATYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"21:00",NA,NA
"37","2014-10-14 15:57:02-03","BS","M","M-0146872","S","Plantae","Magnoliophyta","Myrtales","Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Klein",NA,"1954","11","03",NA,"Brasil",NA,NA,"Braço Joaquim, Luis Alves.",NA,NA,NA,NA,NA,"M0146872",NA,"ISOTYPE",NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,"21:00",NA,NA
"38","2021-02-12 18:12:20-03","UFES","VIES","24611","S","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","P.V. Prieto","s.n.","2013","11","03",NA,"Brasil","Rio de Janeiro","Nova Friburgo","Macaé de Cima, Sítio do Cedro. Área de Proteção Ambiental de Macaé de Cima","-42.440278","-22.366944","865",NA,NA,"VIES024611","VIES024611",NA,"A.C. Tuler",NA,NA,"2014","42º26'25''W","22º22'1''S","865",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-04-27 16:10:51-03","UFES","VIES","31065","S","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Neves, J.N.","137","1995","03","30",NA,"Brasil","Espírito Santo","Aracruz",NA,"-40.2733001708984","-19.8202991485596",NA,NA,NA,"VIES031065","VIES031065",NA,"A.C. Tuler","37987","auto","2014",NA,NA,NA,NA,NA,"03","11",NA,NA,NA,NA
"40","2019-08-16 08:40:18-03","UTFPR","HCF","6751","S","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","Legrand","M.G. Caxambu","2125","2008","04","19",NA,"Brasil","PR","Piraquara","Mananciais da Serra","-49.0633010864258","-25.4416999816895",NA,NA,"Árvore ca. 20m. Frutos imaturos verdes e maduros vermelhos.",NA,NA,NA,"M.G. Caxambu","12577","auto","2008",NA,NA,NA,NA,NA,"05","20",NA,NA,NA,NA
"41","2013-04-01 09:19:27-03","IPT","BCTW","19879","S","Plantae","Magnoliophyta",NA,NA,"Psidium","longipetiolatum","Psidium longipetiolatum","D. Legrand","Lorenzi, H.","416",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Instituto Plantarum",NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA,NA,NA,NA,NA
"42","2020-12-21 16:37:42-03","MBM","MBM","397403","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Ariati, V.; Detzel, L.; Detzel, L.","808","2012","08","23","Southern America","Brazil","Santa Catarina","Garuva","Resgate de flora LT 230 kv Joinville Norte - Curitiba C2","-48.897239","-26.183739",NA,NA,"Porte arbóreo.; Floresta Ombrófila Densa.","MBM397403","MBM397403",NA,"Cordeiro, J.",NA,NA,NA,"-48.897239","-26.183739",NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-21 16:37:42-03","MBM","MBM","414263","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Barboza, E.; Brotto, M.L.; Brotto, M.L.","4665","2018","03","15","Southern America","Brazil","Paraná","Quatro Barras","Estrada da Graciosa","-48.928056","-25.344444","900",NA,"Árvore, 6m de altura. Frutos verdes.; Floresta Ombrófila Densa.","MBM414263",NA,NA,"Antoniuk-Bonato, R.G.",NA,NA,"2018","-48.928056","-25.344444","900",NA,NA,"03","20",NA,NA,NA,NA
"44","2020-12-21 16:37:41-03","MBM","MBM","1315","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Hatschbach, G.; Guimarães, O.; Guimarães, O.","15250","1966","11","23","Southern America","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM001315","MBM001315",NA,"Hatschbach, G.","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2020-12-21 16:37:42-03","MBM","MBM","40047","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Hatschbach, G.","8641","1961","11","12","Southern America","Brazil","Paraná","Campina Grande do Sul","Jaguatirica","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM040047","MBM040047",NA,"Legrand, D.","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"46","2020-12-21 16:37:42-03","MBM","MBM","2356","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Hatschbach, G.","16276","1967","04","09","Southern America","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM002356","MBM002356",NA,"Hatschbach, G.","55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"47","2020-12-21 16:37:42-03","MBM","MBM","40064","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Hatschbach, G.","5390","1958","11","23","Southern America","Brazil","Paraná","Campina Grande do Sul","Sítio do Belizário, Sítio do Belizário","-49.0553016662598","-25.3055992126465",NA,NA,"Árvore regular, na mata higrófila; Árvore regular.; Mata higrófila.","MBM040064","MBM040064","PARATYPE",NA,"55154","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"48","2020-12-21 16:37:42-03","MBM","MBM","238614","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Maschio, W.","161","1996","11","22","Southern America","Brazil","Paraná","Colombo","Colombo","-49.2242012023926","-25.2917003631592",NA,NA,NA,"MBM238614","MBM238614",NA,"Hatschbach, G.","13536","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"49","2020-12-21 16:37:42-03","MBM","MBM","169957","PreservedSpecimen","Plantae",NA,NA,"Myrtaceae","Psidium","longipetiolatum","Psidium longipetiolatum","D.Legrand","Imaguire, N.","5413","1979","03","29","Southern America","Brazil","Paraná","Curitiba","Mato do Pedro, Boa Vista","-49.2731018066406","-25.4277992248535",NA,NA,NA,"MBM169957","MBM169957",NA,"Sobral, M.","25180","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
