"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","recordNumber","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","year","locality","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","class","yearIdentified","monthIdentified","relatedCatalogItem","dayIdentified","fieldNumber","individualCount"
"16","2021-03-15 16:37:00-03","NY","NYBG","00894016","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"K. B. Strier","635","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=979999' target='other'> <mi>dwc_moreinfo</mi></a>","NY00894016","Magnoliophyta","Magnoliales","(A.DC.) Warb.","J. A. Kallunki","1983","Estaçao Biologica de Caratinga.","NY00894016_01","10","29","Minas Gerais","Caratinga","-41.83","-19.67",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","533328","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"C. G. Leal",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409994' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533328","Magnoliophyta","Magnoliales","(A.DC.) Warb.",NA,"1950","Recife, mata dos Dois Irmaos.","NY00533328_01","06","12","Pernambuco","Recife","-34.950715","-8.007784",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","533329","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Pessoal do Horto Florestal",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=409989' target='other'> <mi>dwc_moreinfo</mi></a>","NY00533329","Magnoliophyta","Magnoliales","(A.DC.) Warb.","J. G. Kuhlmann","1927","Guanabara, Grotao do Horto Florestal.","NY00533329_01","10","03","Rio de Janeiro","Rio de Janeiro","-43.2075","-22.9031",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","02098375","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"W. W. Thomas","11311","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=303068' target='other'> <mi>dwc_moreinfo</mi></a>","NY02098375","Magnoliophyta","Magnoliales","(A.DC.) Warb.","N. Castaño Arboleda","1996","Parque Nacional Monte Pascoal. Along road from park entrance to nature/conference center.","NY02098375_01","11","14","Bahia","Porto Seguro","-40.5747","-15.2647","150","150",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2020-06-29 11:31:34-03","UFRJ","RFA","39580","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"R. Finotti; J. Caruzo","159",NA,"Brasil",NA,NA,"Arvoreta de 12 metros de altura e PAP de 41 cm.","RFA24571",NA,NA,"(A.DC.) Warb.",NA,NA,"Interior de fragmento florestal de propriedade do Sr. Odinho, próximo a Reserva de Guapiaçu (REGUA)",NA,NA,NA,"Rio de Janeiro","Cachoeiras de Macacu","-42.730278","-22.515","50","50",NA,NA,"42º43'49''W","22º30'54''S",NA,NA,NA,NA,NA,NA,NA
"21","2020-06-29 11:31:34-03","UFRJ","RFA","31267","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"M. A. Louzada; J. C. Gomes",NA,NA,"Brasil",NA,NA,NA,"RFA46314",NA,NA,"(A.DC.) Warb.","C. M. Vieira","2002","Parcela: P2; Ind.: 149",NA,NA,NA,"Rio de Janeiro","Angra dos Reis","-44.3180999755859","-23.0067005157471",NA,NA,"32988","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2020-06-29 11:31:34-03","UFRJ","RFA","31306","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"C. M. Vieira; M. A. Louzada, I. Aximoff & J. C.Gomes","1505",NA,"Brasil",NA,NA,NA,"RFA46312",NA,NA,"(A.DC.) Warb.","C. M. Oliveira","2003","REBIO Poço das Antas, proximidades da trilha Portuense. Parcela: B; Ind.: 115; Altura: 24 m; CAP: 50 cm",NA,"02","19","Rio de Janeiro","Silva Jardim","-42.3917007446289","-22.6508007049561",NA,NA,"29995","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2019-11-19 15:44:38-03","UNEB","HUNEB","1099","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Mattos Silva, L.A.","3354",NA,"Brasil",NA,NA,"Higrófila. Solo argiloso-silicoso.","HUNEB0001099","Angiospermae","Florideophycidae","(A.DC.) Warb.",NA,"1996","Castelo Novo Faz. Almada, coletaas no km 4 na estrada para a Estação Experimental do Almada e o Povoado de Ribeira das Pedras. Entrada no km 20 da Rod. Ilhéus/Uruçuca.",NA,"02","08","Bahia","Ilhéus","-39.0494003295898","-14.7889003753662","110","110","61245","auto",NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"24","2019-11-19 15:44:38-03","UNEB","HUNEB","700","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Jesus, N.G.","597",NA,"Brasil",NA,NA,"Floresta subperenifolia.","HUNEB0000700","Angiospermae","Florideophycidae","(A.DC.) Warb.",NA,"1998","RPPN Fazenda Lontra/Saudade.",NA,"10","11","Bahia","Entre Rios","-40.215556","-12.915278","120","150",NA,NA,"40W12'56''","12S54'55''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"25","2019-11-19 15:44:38-03","UNEB","HUNEB","659","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Jesus, N.G.","556",NA,"Brasil",NA,NA,"Floresta subperenifolia.","HUNEB0000659","Angiospermae","Florideophycidae","(A.DC.) Warb.",NA,"1998","RPPN Fazenda Lontra/Saudade.",NA,"08","29","Bahia","Entre Rios","-40.215556","-12.915278","120","150",NA,NA,"40W12'56''","12S54'55''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"26","2019-11-19 15:44:38-03","UNEB","HUNEB","281","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Jesus, N.G.","178",NA,"Brasil",NA,NA,"Floresta subperenifolia","HUNEB0000281","Angiospermae","Florideophycidae","(A.DC.) Warb.",NA,"1997","RPPN Fazenda Lontra / Saudade",NA,"11","08","Bahia","Entre Rios","-40.215556","-12.915278","150","150",NA,NA,"40W12'56''","12S54'55''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"27","2019-11-19 15:44:38-03","UNEB","HUNEB","254","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Jesus, N.G.","151",NA,"Brasil",NA,NA,"Floresta subperenifolia.","HUNEB0000254","Angiospermae","Florideophycidae","(DC.) Warb.",NA,"1997","RPPN Fazenda Lontra/Saudade.",NA,"10","04","Bahia","Entre Rios","-40.215556","-12.915278","120","150",NA,NA,"40W12'56''","12S54'55''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"28","2019-11-19 15:44:38-03","UNEB","HUNEB","660","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Jesus, N.G.","557",NA,"Brasil",NA,NA,"Floresta subperenifolia.","HUNEB0000660","Angiospermae","Florideophycidae","(A.DC.) Warb.",NA,"1998","RPPN Fazenda Lontra/Saudade.",NA,"08","29","Bahia","Entre Rios","-40.215556","-12.915278","120","150",NA,NA,"40W12'56''","12S54'55''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"29","2019-11-19 15:44:38-03","UNEB","HUNEB","377","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardnerii","Virola gardnerii",NA,"Jesus, N.G.","274",NA,"Brasil",NA,NA,"Floresta subperenifolia","HUNEB0000377","Angiospermae","Florideophycidae","(A.DC.) Warb.",NA,"1998","RPPN Fazenda Lontra Saudade",NA,"02","03","Bahia","Entre Rios","-40.215556","-12.915278","120","150",NA,NA,"40W12'56''","12S54'55''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"30","2019-11-19 15:44:38-03","UNEB","HUNEB","319","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardnerii","Virola gardnerii",NA,"Jesus, N.G.","216",NA,"Brasil",NA,NA,"Floresta subperenifolia","HUNEB0000319","Angiospermae","Florideophycidae","(A.DC.) Warb.",NA,"1997","RPPN Fazenda Lontra / Saudade",NA,"11","22","Bahia","Entre Rios","-40.215278","-12.915278","150","150",NA,NA,"40W12'55''","12S54'55''","Dicotyledoneae",NA,NA,NA,NA,NA,NA
"31","2021-03-30 12:45:39-03","EAO","IAN","99601","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Fróes, RL","33371","Southern America","Brasil",NA,NA,"Árvore de 30 metros; (120 D.A.P.)","IAN099601","Dicotiledônea",NA,"(A.DC.) Warb.","Rodrigues, WA","1957","Região do Rio Piracicaba; mata virgem da Reserva Florestal do Estado.",NA,"08","28","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1975",NA,NA,NA,NA,NA
"32","2021-03-30 12:45:39-03","EAO","IAN","80242","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Andrade-Lima, D de","350","Southern America","Brasil",NA,NA,"Árvore muito grande. Madeira boa, vermelha.","IAN080242","Dicotiledônea",NA,"(A.DC.) Warb.","Ducke, A","1949","Mata Dois Irmãos.",NA,"10","11","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-30 12:45:39-03","EAO","IAN","80291","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Andrade-Lima, D de","496","Southern America","Brasil",NA,NA,"Árvore grande; casca com porções salientes se despregando; flores amarelo-ocre. Madeira vermelha.","IAN080291","Dicotiledônea",NA,"(A.DC.) Warb.","Andrade-Lima, D de","1950","Mata Dois Irmãos. Chão.",NA,"06","12","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto",NA,NA,NA,"1950","06",NA,NA,NA,NA
"34","2021-03-30 12:45:39-03","EAO","IAN","50673","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Ducke, A","2261","Southern America","Brasil",NA,NA,"Árvore grande; fruto maduro, verde lustroso; arilo purpureo com aroma fraco porém adstringente.","IAN050673","Dicotiledônea",NA,"(A.DC.) Warb.",NA,"1949","Mata dos morros de Dois Irmãos.",NA,"10","11","Pernambuco","Recife","-34.8810997009277","-8.05389022827148",NA,NA,"18865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2013-07-03 11:16:12-03","EBDA","BAH","9985","S","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"L. A. Mattos Silva","3354",NA,"Brasil",NA,NA,"Árvore, 30m de alt 70cm de diâmetro. Frutos imaturos, verde-escuro. Os maduros mantem a cor verde. Sementes escuras, oleosas, com arilo avermelhado. Folha com a face adaxial verde-escuro e brilhante e a abaxial verde-claro e opaca.IMPORT. PLANTA: madeira",NA,NA,NA,"(A. DC.) Warb.",NA,"1996","Distrito de Castelo Novo, fazenda Almada, coletas no km 4, na estrada para a estação experimental do Almada e o povoado de Ribeira das pedras. Entrada no km 20 da rod. Ilhéus/Uruçuca.",NA,"02","08","Bahia","Ilhéus","-39.0494","-14.7889","110","110","61245","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2019-10-09 11:20:57-03","UFBA","ALCB","028866","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Mattos Silva, LA; J; sus, JAd; Florêncio, CS; Souza, MG","3354","Southern America","Brasil",NA,NA,"30m de altura x 70cm de diâmetro. Frutos imaturos, cor verde-escuro. Os maduros mantêm a cor verde. Sementes escuras, oleosas, com arilo avermelhado. Folha com a face adaxial verde-escuro e brilhante e a abaxial verde-claro e opaca. F","ALCB004681","Dicotyledon",NA,"(A.DC.) Warb.",NA,"1996","Litoral Sul, Castelo Novo. Fazenda Almada. Coletas no Km 4 na estrada para a Estação Experimental da Almada e o Povoado de Ribeira das Pedras. Entrada no Km 20 da Rod. Ilhéus/Uruçuca","ALCB004681","02","08","Bahia","Ilhéus","-39.033333","-14.783333","110","110",NA,NA,"-39.033333","-14.783333",NA,NA,NA,NA,NA,NA,NA
"37","2019-10-09 11:20:57-03","UFBA","ALCB","034150","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Jesus, NG de; Santos, JB dos; Santana, I; Santos, IS","0274","Southern America","Brasil",NA,NA,"Tronco de casca grossa, manchas cinzas, verdes e amarrozadas. Caule com resina avermelhada e ramos jovens com resina quase incolor. Folhas semi-coriáceas, alternas, alongadas, face abaxial comnervura saliente. frutos drupas deiscentes","ALCB004682","Dicotyledon",NA,"(A.DC.) Warb.","Guedes, ML","1998","Litoral Norte, RPPN Lontra/Saudade","ALCB004682","02","03","Bahia","Entre Rios","-38.083333","-11.933333",NA,NA,NA,NA,"-38.083333","-11.933333",NA,NA,NA,NA,NA,NA,NA
"38","2019-10-09 11:20:57-03","UFBA","ALCB","038325","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Guedes, ML; Fonseca, MR; Jorge, AMS; Jesus, NG de","PL0556","Southern America","Brasil",NA,NA,"14,0m. CAP 0,51m. Folhas simples, discolores, face adaxial brilhante e abaxial ferrugínea, quando nova.","ALCB004710","Dicotyledon",NA,"(A.DC.) Warb.",NA,"1998","Litoral Norte, RPPN Lonra/Saudade","ALCB004710","08","29","Bahia","Entre Rios","-38.083333","-11.933333",NA,NA,NA,NA,"-38.083333","-11.933333",NA,NA,NA,NA,NA,NA,NA
"39","2019-10-09 11:20:57-03","UFBA","ALCB","038326","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Fonseca, MR; Jorge, AMS; Jesus, NG de; Guedes, ML","PL0557","Southern America","Brasil",NA,NA,"14,0m. CAP 0,51m. Folhas simples, discolores, face adaxial brilhante e abaxial ferrugínea, quando nova.","ALCB004709","Dicotyledon",NA,"(A.DC.) Warb.",NA,"1998","Litoral Norte, RPPN Lontra/Saudade","ALCB004709","08","29","Bahia","Entre Rios","-38.083333","-11.933333",NA,NA,NA,NA,"-38.083333","-11.933333",NA,NA,NA,NA,NA,NA,NA
"40","2019-10-09 11:20:57-03","UFBA","ALCB","043691","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Guedes, ML; Cabral, L; Oliveira, H","6675","Southern America","Brasil",NA,NA,"Árvore de ca. 20 m. altura. Folhas coriáceas, discolores, com a face abaxial com tomentos ferrugíneos.; Mata ombrófila densa em estádio médio de regeneração.","ALCB004708","Dicotyledon",NA,"(A.DC.) Warb.","Guedes, ML","1997","Extremo Sul, Projeto Cedro da Veracel Celulose","ALCB004708","04","03","Bahia","Santa Cruz Cabrália","-39.016667","-16.266667",NA,NA,NA,NA,"-39.016667","-16.266667",NA,"2000","01",NA,NA,NA,NA
"41","2019-10-09 11:20:57-03","UFBA","ALCB","049737","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Pacheco, LM","64","Southern America","Brasil",NA,NA,"12,0 m. Látex vermelho. Folha cartáceas, discolores, face abaxial pilosa. Estéril.; Estádio Primário de desenvolvimento.","ALCB004712","Dicotyledon",NA,"(A.DC.) Warb.","Pacheco, LM","2001","Extremo Sul, Estação Veracruz","ALCB004712","11","17","Bahia","Santa Cruz Cabrália","-39.016667","-16.266667",NA,NA,NA,NA,"-39.016667","-16.266667",NA,"2001","01",NA,NA,NA,NA
"42","2019-10-09 11:20:57-03","UFBA","ALCB","049877","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Guedes, ML; Gusmão, EF de; et al.","7699","Southern America","Brasil",NA,NA,"ca. 12m de altura. Fuste de ca. 8,5m e copa de 06x04m. CAP 120cm. Folhas coriáceas, comnervuras proeminentes, discolores. Frutos drupaceos.",NA,"Dicotyledon",NA,"(A.DC.) Warb.",NA,"2000","Litoral Norte, Fazenda Buri. Trilha 13, parcela 02",NA,"11","28","Bahia","Entre Rios","-38.083333","-11.933333",NA,NA,NA,NA,"-38.083333","-11.933333",NA,NA,NA,NA,NA,NA,NA
"43","2019-10-09 11:20:57-03","UFBA","ALCB","049877","PreservedSpecimen","Plantae","Myristicaceae","Virola","gardneri","Virola gardneri",NA,"Guedes, ML; Gusmão, EF de; et al.","7699","Southern America","Brasil",NA,NA,"12,0 m., fuste de ca. 8,5 m., copa de 06x04 m. CAP. 120 cm. Folhas coriáceas, com nervuras proeminentes, discolores. Frutos drupáceos.; Mata ombrofila densa","ALCB004699","Dicotyledon",NA,"(A.DC.) Warb.",NA,"2000","Litoral Norte, Fazenda Buri, Trilha 13, parcela 02","ALCB004699","12","12","Bahia","Entre Rios","-38.083333","-11.933333",NA,NA,NA,NA,"-38.083333","-11.933333",NA,"2000","11",NA,NA,NA,NA
