"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","year","identifiedBy","yearIdentified","monthIdentified","dayIdentified","month","day","county","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","fieldNumber","class","individualCount","sex"
"52","2019-01-23 10:06:53-02","F","FMNH-SEEDPLANTS","V0070680F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura",NA,"Isosyntype","G. Gardner","4732","South America","Brazil",NA,NA,NA,NA,"V0070680F","V0070680F_01","1842",NA,NA,NA,NA,"7",NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"53","2019-01-23 10:06:53-02","F","FMNH-SEEDPLANTS","V0070681F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura",NA,"Isosyntype","A.-C. Vauthier","220","South America","Brazil",NA,NA,NA,NA,"V0070681F","V0070681F_01","1833",NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"54","2015-03-13 19:08:37-03","F","FMNH-SEEDPLANTS","V0238109F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0238109F","V0238109F_01",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"55","2015-03-13 19:08:37-03","F","FMNH-SEEDPLANTS","V0238110F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura",NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,NA,"V0238110F","V0238110F_01",NA,NA,NA,NA,NA,NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA
"56","2017-09-11 17:13:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll.Arg.",NA,"Lund, PW","908","Southern America","Brazil","São Paulo","in prov. S. Paulo ad Lorena, in paludosis",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"57","2017-09-11 17:13:33-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll.Arg.",NA,"Riedel, L","1505","Southern America","Brazil","São Paulo","in ejusdem provinciae umbrosis silvaticis ad Taubaté",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"58","2017-09-11 17:13:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","trichoclada","Psychotria trichoclada","Müll.Arg.",NA,"Vauthier, AC","221","Southern America","Brazil","Minas Gerais","in prov. Minas Geraës prope Ouro Preto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"59","2017-09-11 17:13:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","trichoclada","Psychotria trichoclada","Müll.Arg.",NA,"Riedel, L","425","Southern America","Brazil",NA,"in silvis umbrosis montis Itacolumi",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"60","2017-09-11 17:13:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müll.Arg.",NA,"Vauthier, AC","220","Southern America","Brazil","Rio de Janeiro","prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"61","2017-09-11 17:13:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müll.Arg.",NA,"Sello, HL","s.n.","Southern America","Brazil",NA,"in Brasilia orientali-meridionali",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"62","2017-09-11 17:13:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müll.Arg.",NA,"Schott, HW","138","Southern America","Brazil","Rio de Janeiro","prope Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"63","2017-09-11 17:13:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müll.Arg.",NA,"Gardner, G","4732","Southern America","Brazil","Minas Gerais","in prov. Minas Geraës",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"64","2017-09-11 17:13:35-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müll.Arg.",NA,"Bunbury, CJF","s.n.","Southern America","Brazil",NA,"frequens in silvis ad Congo Soco",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"65","2012-05-30 17:09:27-03","UM","RECOLNAT_UM_MPU","MPU022089","PreservedSpecimen",NA,NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll.Arg.",NA,"Vauthier, A.-C.",NA,NA,"Brésil",NA,"s.l.","hb","<a href='http://coldb.mnhn.fr/catalognumber/um/mpu/mpu022089' target='other'> <mi>dwc_moreinfo</mi></a>","MPU022089",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"220",NA,NA,NA
"66","2017-08-21 10:42:43-03","GH","HU-HERB","GH 00993746","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","trichoclada","Psychotria trichoclada","Müller Arg.","Isosyntype","A.-C. Vauthier","221","South America","Brazil","Minas Gerais","Villa rica [protologue: Ouro Preto]","Sheet",NA,NA,NA,"1833",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"221",NA,NA,NA
"67","2010-08-16 16:42:55-03","GH","HU-HERB","GH 00095277","PreservedSpecimen","Plantae",NA,NA,"Rubiaceae","Psychotria","trichoneura","Psychotria trichoneura","Müller Argoviensis","Type","George Gardner","4732","South America","Brazil","Minas Gerais",NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4732",NA,NA,"undetermined"
"68","2014-09-23 10:59:30-03","G","G","G00300289","S","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg.","ISOTYPUS of Psychotria paludosa Müll. Arg.","Lund, P. W.",NA,"AMERIQUE DU SUD","Brazil","São Paulo",NA,NA,"Coordinate uncertainty: Precision undefined Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=222680&base=img&lang=en","G00300289","G00300289",NA,"Taylor, C. M.","2010","01","01",NA,NA,"Lorena","-45.11944444","-22.73333333","-45.11944444","-22.73333333",NA,NA,NA,NA,NA,NA,NA,NA
"69","2014-09-23 10:59:30-03","G","G","G00300291","S","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg.","SYNTYPUS of Psychotria trichoneura Müll. Arg.","Vauthier, A.-C.","220","AMERIQUE DU SUD","Brazil","Rio de Janeiro",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=222682&base=img&lang=en","G00300291","G00300291","1833","Taylor, C. M.","2010","01","01",NA,"00",NA,"-42.9125","-22.48222222","-42.9125","-22.48222222",NA,NA,NA,NA,NA,NA,NA,NA
"70","2014-09-23 10:59:30-03","G","G","G00300290","S","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg.","SYNTYPUS of Psychotria trichoclada Müll. Arg.","Vauthier, A.-C.","221","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=222681&base=img&lang=en","G00300290","G00300290","1833","Taylor, C. M.","2010","01","01",NA,"00",NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA,NA,NA
"71","2014-09-23 10:59:30-03","G","G","G00300292","S","Plantae",NA,NA,"Rubiaceae","Psychotria","paludosa","Psychotria paludosa","Müll. Arg.","SYNTYPUS of Psychotria trichoneura Müll. Arg.","Gardner, G.","4732","AMERIQUE DU SUD","Brazil","Minas Gerais",NA,NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: http://www.ville-ge.ch/musinfo/bd/cjb/chg/adetail.php?id=222683&base=img&lang=en","G00300292","G00300292",NA,"Taylor, C. M.","2010","01","01",NA,NA,NA,"-45.44222222","-18.78777778","-45.44222222","-18.78777778",NA,NA,NA,NA,NA,NA,NA,NA
