"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","typeStatus","recordedBy","recordNumber","stateProvince","locality","phylum","order","scientificNameAuthorship","identifiedBy","year","month","day","county","decimalLongitude","decimalLatitude","imagecode","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","sex"
"400","2019-10-07 09:12:53-03","UEFS","HUEFS","114096","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Floresta alta.","HUEFS0114096",NA,"Bernacci, L.C.","1044","São Paulo","Pariquera-Acu, Estação Experimental do IAC.","Angiospermae","Ericales","Mart.","A.Alves-Araújo","1995","01","10",NA,NA,NA,"HUEFS0114096",NA,NA,NA,NA,"2009","07",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"401","2019-10-07 09:12:53-03","UEFS","HUEFS","117056","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa.","HUEFS0117056",NA,"Sztutman, M","135","São Paulo","Parque Estadual de Pariquera-Abaixo (PEPA). Floresta de Caxeta acessado pela rodovia Pariquera-Iguape, no sítio do Sr. Dário, no lado sul do PEPA, na margem do Ribeirão (condição aluvial).","Angiospermae","Ericales","Mart.",NA,"1999","01","07","Pariquera-Açu","-47.783333","-24.666667","HUEFS0117056",NA,NA,NA,NA,NA,NA,"47W47'","24S40'",NA,"Asteranae",NA,NA,NA,NA,NA
"402","2019-10-07 09:12:53-03","UEFS","HUEFS","117057","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Floresta Ombrófila.","HUEFS0117057",NA,"Ivanauskas, N.M.","1078","São Paulo","Estação Experimental do Instituto Agrônomico.","Angiospermae","Ericales","Mart.",NA,"1996","01","24","Pariquera-Açu","-47.866667","-24.6","HUEFS0117057",NA,NA,NA,NA,NA,NA,"47W52'","24S36'",NA,"Asteranae",NA,NA,NA,NA,NA
"403","2019-10-07 09:12:53-03","UEFS","HUEFS","117058","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa. Floresta de encosta.","HUEFS0117058",NA,"Batista, E.R.","62","São Paulo","Parque Estadual da Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1999","01","08","Cananéia","-47.083333","-25.066667","HUEFS0117058",NA,NA,NA,NA,NA,NA,"47W5'","25S4'",NA,"Asteranae",NA,NA,NA,NA,NA
"404","2019-10-07 09:12:53-03","UEFS","HUEFS","117087","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0117087",NA,"Souza, V.C.","21737","São Paulo","Área prevista para a criação do Parque do Rio Piavu.","Angiospermae","Ericales","Mart.","A.Alves-Araújo","1998","12","18","São Sebastião","-45.653611","-23.754444","HUEFS0117087",NA,NA,NA,NA,"2009","07","45W39'13''","23S45'16''",NA,"Asteranae",NA,NA,NA,NA,NA
"405","2019-10-07 09:12:53-03","UEFS","HUEFS","114045","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0114045",NA,"Árbocz, G.F.","33366","São Paulo","Estação do IAC.","Angiospermae","Ericales","Mart.",NA,"1995","02","10","Pariquera-Açu","-24.608333","-47.885","HUEFS0114045",NA,NA,NA,NA,NA,NA,"24W36'30''","47S53'6''",NA,"Asteranae",NA,NA,NA,NA,NA
"406","2019-10-07 09:12:53-03","UEFS","HUEFS","117100","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Mata Ombrófila Densa. ( Mata Atlântica de Planície).","HUEFS0117100",NA,"Souza, V.C.","21637","São Paulo","Próximo à praia do Camburi. Sertão do Piauvi. Trilha da água.","Angiospermae","Ericales","Mart.","A.Alves-Araújo","1998","12","17","São Sebastião","-45.653611","-23.754444","HUEFS0117100",NA,NA,NA,NA,"2015","02","45W39'13''","23S45'16''",NA,"Asteranae",NA,NA,NA,NA,NA
"407","2019-10-07 09:12:53-03","UEFS","HUEFS","117107","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Ombrófila Densa Baixo montana e Montana no entorno do Vale dos Rios Mambu e dos Macacos.","HUEFS0117107",NA,"Souza, V.C.","199","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu.","Angiospermae","Ericales","Mart.",NA,"2001","04","17","Itanhaém","-46.824444","-24.041111","HUEFS0117107","30","180",NA,NA,NA,NA,"46W49'28''","24S2'28''",NA,"Asteranae",NA,NA,NA,NA,NA
"408","2019-10-07 09:12:53-03","UEFS","HUEFS","170089","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0170089",NA,"Sylvestre, L.","768","Rio de Janeiro","Estação Ecológica Estadual de Paraíso. Parcela 9D. Área 09D.","Angiospermae","Ericales","Mart.",NA,"1992","02","19","Guapimirim","-42.833333","-22.433333","HUEFS0170089",NA,NA,NA,NA,NA,NA,"42W50'0''","22S26'0''",NA,"Asteranae",NA,NA,NA,NA,NA
"409","2019-10-07 09:12:53-03","UEFS","HUEFS","117136","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0117136",NA,"Farah, F.T.","2315","São Paulo","Parque Estadual da Serra do Mar, Núcleo Curucutu.","Angiospermae","Ericales","Mart.",NA,"2001","04","17","Itanhaém","-46.824167","-24.041111","HUEFS0117136",NA,NA,NA,NA,NA,NA,"46W49'27''","24S2'28''",NA,"Asteranae",NA,NA,NA,NA,NA
"410","2019-10-07 09:12:53-03","UEFS","HUEFS","117137","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Mata atlântica.","HUEFS0117137",NA,"Barreto, K.D.","1867","São Paulo","Núcleo Caboclo.","Angiospermae","Ericales","Mart.",NA,"1994","01","25","Iporanga","-48.585","-24.434444","HUEFS0117137",NA,NA,NA,NA,NA,NA,"48W35'6''","24S26'4''",NA,"Asteranae",NA,NA,NA,NA,NA
"411","2019-10-07 09:12:53-03","UEFS","HUEFS","135336","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0135336",NA,"Barreto, S.M.","24","Rio de Janeiro","Reserva Biológica de poço das Antas. Trilha do Morro do calcario. Área P10A.","Angiospermae","Ericales","Mart.",NA,"1993","03","05","Silva Jardim","-42.25","-22.5","HUEFS0135336",NA,NA,NA,NA,NA,NA,"42W15'0''","22S30'0''",NA,"Asteranae",NA,NA,NA,NA,NA
"412","2019-10-07 09:12:53-03","UEFS","HUEFS","173470","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0173470",NA,"Moura, C.","344","São Paulo","Estação Ecológica Jureía-Itatins, margem da estrada do Guaraú, proximo a curdo d'agua.","Angiospermae","Ericales","Mart.",NA,"2011","02","08","Peruíbe","-47.005556","-24.353889","HUEFS0173470",NA,NA,NA,NA,NA,NA,"47W0'20''","24S21'14''",NA,"Asteranae",NA,NA,NA,NA,NA
"413","2019-10-07 09:12:53-03","UEFS","HUEFS","178564","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Trilha do Sul, parcela G, ambiente sombreado.","HUEFS0178564",NA,"Ziparro, V.B.","2420","São Paulo","Parque Estadual da Ilha Anchieta (PEIA).","Angiospermae","Ericales","Mart.",NA,"2008","05","24","Ubatuba","-45.033333","-23.516667","HUEFS0178564",NA,NA,NA,NA,NA,NA,"45W2'","23S31'",NA,"Asteranae",NA,NA,NA,NA,NA
"414","2019-10-07 09:12:53-03","UEFS","HUEFS","195872","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0195872",NA,"Silva Neto, S.J.","1267","Rio de Janeiro","Reserva da Petrobras.Trilha paralela a cerca em direção ao marco A. (vide mapa).","Angiospermae","Ericales","Mart.",NA,"1999","02","11","Duque de Caxias","-43.233333","-22.516667","HUEFS0195872",NA,NA,NA,NA,NA,NA,"43W14'0''","22S31'0''",NA,"Asteranae",NA,NA,NA,NA,NA
"415","2019-10-07 09:12:53-03","UEFS","HUEFS","251166","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa submontana, interior da mata, margem do rio.","HUEFS0251166",NA,"Külkamp, J.","749","Rio de Janeiro","Parque Nacional da Serra dos Órgãos. Margem do rio descendo da sede para a igreja.","Angiospermae","Ericales","Mart.",NA,"2019","02","19","Guapimirim","-42.9975","-22.494722","HUEFS0251166",NA,NA,NA,NA,NA,NA,"42W59'51''","22S29'41''",NA,"Asteranae",NA,NA,NA,NA,NA
"416","2019-10-07 09:12:53-03","UEFS","HUEFS","35320","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Mata Atlântica alterada.","HUEFS0035320",NA,"Melo, E.","2543","São Paulo","Caeté, SP-55, Km 239.","Angiospermae","Ericales","Mart.","A.Alves-Araújo","1998","11","13","Santos","-46.224167","-23.888056","HUEFS0035320",NA,"100",NA,NA,"2009","07","46W13'27''","23S53'17''",NA,"Asteranae",NA,NA,NA,NA,NA
"417","2019-10-07 09:12:53-03","UEFS","HUEFS","68205","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0068205",NA,"Baitello, J.B.","239","São Paulo","Parque Estadual da Serra do Mar, Núcleo de Pilões.","Angiospermae","Ericales","Mart.",NA,"1987","12","07",NA,NA,NA,"HUEFS0068205",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"418","2019-10-07 09:12:53-03","UEFS","HUEFS","68206","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0068206",NA,"Baitello, J.B.","283","São Paulo","Parque Estadual da Serra do Mar, Núcleo de Pilões. Bloco A parcela 3 (x), árvore 119.","Angiospermae","Ericales","Mart.",NA,"1988","12","14",NA,NA,NA,"HUEFS0068206",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"419","2019-10-07 09:12:53-03","UEFS","HUEFS","211194","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0211194",NA,"Ferreira, G.M.P.","235","São Paulo","Fazenda Castanheiras. Nascentes do Lago Castanheiras, área dos bugios.","Angiospermae","Ericales","Mart.",NA,"2002","01","22","São Paulo","-52.649167","-23.815278","HUEFS0211194",NA,NA,NA,NA,NA,NA,"52W38'57''","23S48'55''",NA,"Asteranae",NA,NA,NA,NA,NA
"420","2019-10-07 09:12:53-03","UEFS","HUEFS","68211","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0068211",NA,"Custódio, A.","2332","São Paulo","Estação Biológica de Boracéia.","Angiospermae","Ericales","Mart.",NA,"1984","03","29","Biritiba Mirim","-45.883333","-23.633333","HUEFS0068211","890","950",NA,NA,NA,NA,"45W53'0''","23S38'0''",NA,"Asteranae",NA,NA,NA,NA,NA
"421","2019-10-07 09:12:53-03","UEFS","HUEFS","68208","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0068208",NA,"Custódio, A.","2327","São Paulo","Estação Biológica de Boracéia.","Angiospermae","Ericales","Mart.",NA,"1984","03","29","Biritiba Mirim","-45.866667","-23.633333","HUEFS0068208","890","950",NA,NA,NA,NA,"45W52'0''","23S38'0''",NA,"Asteranae",NA,NA,NA,NA,NA
"422","2019-10-07 09:12:53-03","UEFS","HUEFS","85044","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085044",NA,"Xavier, R.D.C.","30","São Paulo","Rio Bopeva, Parque da Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1983","07","06","Cananéia","-48","-25.166667","HUEFS0085044",NA,NA,NA,NA,NA,NA,"48W","25S10'",NA,"Asteranae",NA,NA,NA,NA,NA
"423","2019-10-07 09:12:53-03","UEFS","HUEFS","68203","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0068203",NA,"Custódio, A.","1288","São Paulo","Estação de Biológia de Boracéia.","Angiospermae","Ericales","Mart.",NA,"1989","04","26","Biritiba Mirim","-45.816667","-23.633333","HUEFS0068203","890","950",NA,NA,NA,NA,"45W49'0''","23S38'",NA,"Asteranae",NA,NA,NA,NA,NA
"424","2019-10-07 09:12:53-03","UEFS","HUEFS","210564","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0210564",NA,"Virillo, C.B.","69","São Paulo","Reserva Particular da Votorantim (CBA). UHE da Barra, trilha Casa de pedra.","Angiospermae","Ericales","Mart.",NA,"2013","03","28","Tapiraí","-47","-24","HUEFS0210564","45","45",NA,NA,NA,NA,"47W","24S",NA,"Asteranae",NA,NA,NA,NA,NA
"425","2019-10-07 09:12:53-03","UEFS","HUEFS","117042","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Mata Atlântica.","HUEFS0117042",NA,"Barreto, K.D.","3292","São Paulo","Sítio Areia Dourada (Assungui).","Angiospermae","Ericales","Mart.","A.Alves-Araújo","1994","11","29","Juquiá","-47.644444","-24.68","HUEFS0117042",NA,NA,NA,NA,"2015","02","47W38'40''","24S40'48''",NA,"Asteranae",NA,NA,NA,NA,NA
"426","2019-10-07 09:12:53-03","UEFS","HUEFS","210546","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Floresta Ombrófila Densa, à margem esquerda do Rio Juquiá.","HUEFS0210546",NA,"Cabral, F.N.","888","São Paulo","Trilha do Chagas, UHE da Fumaça.","Angiospermae","Ericales","Mart.",NA,"2013","03","30","Tapiraí","-47","-24","HUEFS0210546","324","324",NA,NA,NA,NA,"47W","24S",NA,"Asteranae",NA,NA,NA,NA,NA
"427","2019-10-07 09:12:53-03","UEFS","HUEFS","117138","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Cerradão.","HUEFS0117138",NA,"Maestro, A. L.","83","São Paulo","12 Km de Paulo de Faria em direção a Orindiúva.","Angiospermae","Ericales","Mart.",NA,"1994","10","11","Paulo de Faria","-49.3800010681152","-20.0300006866455","HUEFS0117138",NA,NA,"29574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"428","2019-10-07 09:12:53-03","UEFS","HUEFS","114075","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0114075",NA,"Shirasuna, R.T.","2","São Paulo","Estação Biológica de Boracéia.","Angiospermae","Ericales","Mart.",NA,"1994","09","03","Salesópolis","-45.8400001525879","-23.5300006866455","HUEFS0114075",NA,NA,"18032","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"429","2019-10-07 09:12:53-03","UEFS","HUEFS","117041","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0117041",NA,"Catharino, E.L.M.","583","São Paulo","Estação Ecológica da Júreia.","Angiospermae","Ericales","Mart.","A.Alves-Araújo","1986","01","13","Peruíbe","-46.9900016784668","-24.3199996948242","HUEFS0117041",NA,NA,"21922","auto","2015","02",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"430","2019-10-07 09:12:53-03","UEFS","HUEFS","85052","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085052",NA,"Kirizawa, M.","2254","São Paulo","Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1989","06","22","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085052",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"431","2019-10-07 09:12:53-03","UEFS","HUEFS","85055","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085055",NA,"Melo, M.R.F.","280","São Paulo","Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1982","03","10","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085055",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"432","2019-10-07 09:12:53-03","UEFS","HUEFS","85057","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085057",NA,"Mariano, E.","16","São Paulo","Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1995","07","20","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085057",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"433","2019-10-07 09:12:53-03","UEFS","HUEFS","85058","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085058",NA,"Melo, M.R.F.","272","São Paulo","Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1981","11","11","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085058",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"434","2019-10-07 09:12:53-03","UEFS","HUEFS","85060","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085060",NA,"Melo, M.R.F.","259","São Paulo","Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1981","11","10","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085060",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"435","2019-10-07 09:12:53-03","UEFS","HUEFS","85064","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085064",NA,"Melo, M.R.F.","451","São Paulo","Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1982","08","19","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085064",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"436","2019-10-07 09:12:53-03","UEFS","HUEFS","85065","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085065",NA,"Melo, M.R.F.","297","São Paulo","Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1982","03","11","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085065",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"437","2019-10-07 09:12:53-03","UEFS","HUEFS","85066","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085066",NA,"Melo, M.R.F.","300","São Paulo","Ilha do Cardoso.","Angiospermae","Ericales","Mart.",NA,"1982","03","11","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085066",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"438","2019-10-07 09:12:53-03","UEFS","HUEFS","209645","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0209645",NA,"Castro, E.R.","88","São Paulo","Ilha do Cardoso. Floresta de planície.","Angiospermae","Ericales","Mart.","A.Alves-Araújo","2001","04","24","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0209645",NA,NA,"37574","auto","2015","02",NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"439","2019-10-07 09:12:53-03","UEFS","HUEFS","85045","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085045",NA,"Jung-Mendaçolli, S.L.","571","São Paulo","Ilha do Cardoso, Ponta de Itacuruçá.","Angiospermae","Ericales","Mart.",NA,"1983","05","26","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085045",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"440","2019-10-07 09:12:53-03","UEFS","HUEFS","85062","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085062",NA,"Melo, M.R.F.","485","São Paulo","Ilha do Cardoso, mata as margens do rio Canjioca.","Angiospermae","Ericales","Mart.",NA,"1983","06","08","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085062",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"441","2019-10-07 09:12:53-03","UEFS","HUEFS","85059","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085059",NA,"Melo, M.R.F.","694","São Paulo","Ilha do Cardoso, mata de encosta do morro da captação de água.","Angiospermae","Ericales","Mart.",NA,"1987","01","19","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085059",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"442","2019-10-07 09:12:53-03","UEFS","HUEFS","85063","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085063",NA,"Melo, M.R.F.","467","São Paulo","Ilha do Cardoso, mata de encosta, trilha da praia de Ipanema, morro das Pedras, Morro das Quebradas e circunvizinhanças.","Angiospermae","Ericales","Mart.",NA,"1983","06","07","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085063",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"443","2019-10-07 09:12:53-03","UEFS","HUEFS","85053","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,"Mata.","HUEFS0085053",NA,"Cordeiro, I.","483","São Paulo","Ilha do Cardoso, Morro de Foles.","Angiospermae","Ericales","Mart.",NA,"1988","08","24","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085053",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"444","2019-10-07 09:12:53-03","UEFS","HUEFS","85056","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085056",NA,"Barros, F.de","1669","São Paulo","Ilha do Cardoso, morro Três Irmãos próx. ao rio Perequê.","Angiospermae","Ericales","Mart.",NA,"1989","07","04","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085056",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"445","2019-10-07 09:12:53-03","UEFS","HUEFS","85061","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085061",NA,"Melo, M.R.F.","550","São Paulo","Ilha do Cardoso, praia de Ipanema, Morro das Pedras.","Angiospermae","Ericales","Mart.",NA,"1985","03","06","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085061",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"446","2019-10-07 09:12:53-03","UEFS","HUEFS","85047","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085047",NA,"Grande, D.A.de","360","São Paulo","Ilha do Cardoso, próx. aos tanques de água salgada.","Angiospermae","Ericales","Mart.",NA,"1980","07","27","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085047",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"447","2019-10-07 09:12:53-03","UEFS","HUEFS","85048","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085048",NA,"Barros, F.de","1258","São Paulo","Ilha do Cardoso, proximidades da praia do Ipanema, Morro do Tassuva.","Angiospermae","Ericales","Mart.",NA,"1986","04","09","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085048",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
"448","2019-10-07 09:12:53-03","UEFS","HUEFS","85054","PreservedSpecimen","Plantae","Sapotaceae","Chrysophyllum","flexuosum","Chrysophyllum flexuosum",NA,"Brasil",NA,NA,NA,"HUEFS0085054",NA,"Romaniuc Neto, S.","798","São Paulo","Ilha do Cardoso, trilha nova da captação-Ipanema. 130 msm.","Angiospermae","Ericales","Mart.",NA,"1989","04","25","Cananéia","-47.9199981689453","-25.0100002288818","HUEFS0085054",NA,NA,"37574","auto",NA,NA,NA,NA,NA,"Asteranae",NA,NA,NA,NA,NA
