"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","class","order","family","genus","specificEpithet","scientificName","occurrenceRemarks","identifiedBy","yearIdentified","monthIdentified","dayIdentified","individualCount","scientificNameAuthorship","recordedBy","recordNumber","year","continentOcean","country","locality","preparationType","barcode","imagecode","month","day","stateProvince","county","decimalLongitude","decimalLatitude","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","fieldNumber","previousCatalogNumber"
"11","2021-03-31 13:41:14-03","MN","R","32295","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,"Braga, P.I.S.","1973","11","04",NA,"Rchb. f.",NA,NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"Rio de Janeiro",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2019-02-15 11:46:58-02","IPA","IPA","55178","S","Plantae","Plantae",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,"Ataíde, M.","1995",NA,NA,NA,"Rchb. f.","Araújo, C.","s.n.","1995","Southern America","Brasil","Dois Irmãos",NA,"IPA0055178",NA,"03","02","Pernambuco","Recife","-34.8810997009277","-8.05389022827148","18865","auto",NA,NA,NA,NA,NA,NA
"13","2019-02-15 11:46:58-02","IPA","IPA","643","S","Plantae","Plantae",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Cultivada.",NA,NA,NA,NA,NA,"Rchb. f.","S/C","s.n.",NA,"Southern America","Brasil","Parque do IPA",NA,"IPA0000643",NA,NA,NA,"Pernambuco","Recife","-34.8810997009277","-8.05389022827148","18865","auto",NA,NA,NA,NA,NA,NA
"14","2020-12-20 21:18:47-03","UFV","VIC","31027","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Epífita, flores brancas com uma mancha amarela no labelo, apresentando aroma suave e agradável.","Koheler, S.","2005","01",NA,NA,"Rchb.f.","Leitão, C.A.E.","s.n.","2004",NA,"Brasil","Fazenda Prof. Edinho",NA,"VIC031027","VIC031027","07","19","Bahia","Barra do Choça","-40.5793991088867","-14.8810997009277","25032","auto",NA,NA,NA,NA,NA,NA
"15","2016-07-05 11:14:20-03","FFCLRP","LBMBP","641","S","Plantae",NA,NA,NA,"Orchidaceae","Pleurothallis / Rodriguezia","sp. / venusta","Pleurothallis / Rodriguezia sp. / venusta",NA,"E.R. Pansarin",NA,NA,NA,NA,"/ Rchb.f.","J.M.R.B.V. Aguiar",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,"São Paulo","Caraguatatuba","-45.4","-23.616667",NA,NA,"45°24'W","23°37'S",NA,NA,NA,NA
"16","2016-07-05 11:14:20-03","FFCLRP","LBMBP","382","S","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,"E.R. Pansarin",NA,NA,NA,NA,"Rchb.f.","L.M. Pansarin",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2016-07-05 11:14:20-03","FFCLRP","LBMBP","682","S","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,"E.R. Pansarin",NA,NA,NA,NA,"Rchb.f.","C.G. Ferreira",NA,NA,NA,"Brasil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2019-11-21 14:40:58-03","UFJF","CESJ","60755","PreservedSpecimen","Plantae","Angiosperma",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Interior de floresta, próximo ao curso d'água. Epífita, a ca. 1,5m alt., folhas e pseudobulbo verde-claro, pedúnculo castanho, flores alvas, sépalas dorsalmente matizadas de róseo, labelo com calo amarelo e castanho,","L. Menini Neto","2012","10","06",NA,"Rchb. f.","D.E.F. Barbosa; L. Menini Neto; S.G. Furtado","136","2012","América do Sul","Brasil","Fazenda Fortaleza de Santana, Interior de Floresta Estacional Semidecidual, próximo ao curso d'água",NA,"CESJ060755",NA,"10","06","Minas Gerais","Chácara","-43.182222","-21.655833",NA,NA,"-43.182222","-21.655833","750","800",NA,NA
"19","2019-08-20 10:01:01-03","UNICAMP","UEC","107901","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Epífita, tépalas alvas e labelo amarelo.","Breier, TB","2004","02",NA,NA,"Rchb.f.","Sztutman, M; Cezare, CHG; Santos, JD; Brito, MCC; Santos, MJC; Felipim, AP","89","1999",NA,"Brazil","Parque Estadual de Pariquera-abaixo, Floresta Ombrófila Densa. Trilha da Campina.",NA,"UEC027164","UEC027164","01","05","São Paulo","Pariquera-Açu","-40.616667","-22.716667",NA,NA,"-40.616667","-22.716667",NA,NA,NA,NA
"20","2019-08-20 10:01:01-03","UNICAMP","UEC","139902","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Preparada 02/12/2003. Procedente de cultivo.",NA,NA,NA,NA,NA,"Rchb.f.","Breier, TB; Singer, RB","1049","2003",NA,"Brazil","Parque Estadual Carlos Botelho, Estrada de acesso a parcela.",NA,"UEC027160","UEC027160","05","14","São Paulo","Sete Barras","-47.916667","-24.166667",NA,NA,"-47.916667","-24.166667",NA,NA,NA,NA
"21","2019-08-20 10:01:01-03","UNICAMP","UEC","139903","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Flor branca com detalhe do labelo amarelo, floresceu 03/11/2003.",NA,NA,NA,NA,NA,"Rchb.f.","Breier, TB; Dittrich, VAO","631","2002",NA,"Brazil","Parque Estadual Carlos Botelho, Parcelas permanentes.",NA,"UEC027157","UEC027157","09","25","São Paulo","Sete Barras","-47.916667","-24.166667",NA,NA,"-47.916667","-24.166667",NA,NA,NA,NA
"22","2019-08-20 10:01:01-03","UNICAMP","UEC","140261","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Flor branca com detalhe do labelo amarelo, floresceu 03/11/2003.",NA,NA,NA,NA,NA,"Rchb.f.","Breier, TB; Dittrich, VAO","631","2002",NA,"Brazil","Parque Estadual Carlos Botelho, Parcelas permanentes.",NA,"UEC027163","UEC027163","09","25","São Paulo","Sete Barras","-47.916667","-24.166667",NA,NA,"-47.916667","-24.166667",NA,NA,NA,NA
"23","2019-08-20 10:01:01-03","UNICAMP","UEC","68250","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Epífita; Flores brancas com disco do labelo amarelo.","Breier, TB","2004","02",NA,NA,"Rchb.f.","Goldenberg, R; et al.","29857","1993",NA,"Brazil","Estação do I.A.C. Trilha da Sucem, Mata de encosta.",NA,"UEC027161","UEC027161","11","12","São Paulo","Ubatuba","-45.1275","-23.42",NA,NA,"-45.1275","-23.42",NA,NA,NA,NA
"24","2019-08-20 10:01:01-03","UNICAMP","UEC","86701","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Epífita, florees brancas, calosidade do labelo amarelas.","Pansarin, ER; Borba, EL","1998","03",NA,NA,"Rchb.f.","Leitão Filho, HF; et al.; Rezende, RR","33245","1995",NA,"Brazil","Estação Experimental do IAC",NA,"UEC027158","UEC027158","02","12","São Paulo","Pariquera-Açu","-47.885","-24.608333",NA,NA,"-47.885","-24.608333",NA,NA,NA,NA
"25","2019-08-20 10:01:01-03","UNICAMP","UEC",NA,"S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Preparada 02/12/2003. Procedente de cultivo.",NA,NA,NA,NA,NA,"Rchb.f.","Breier, TB; Singer, RB","1049","2003",NA,"Brazil","Parque Estadual Carlos Botelho, Estrada de acesso a parcela.",NA,"UEC027166",NA,"05","14","São Paulo","Sete Barras","-47.916667","-24.166667",NA,NA,"-47.916667","-24.166667",NA,NA,NA,NA
"26","2019-08-20 10:01:01-03","UNICAMP","UEC","138953","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,"Singer, RB",NA,NA,NA,NA,"Rchb.f.","Singer, RB","98/74","1998",NA,"Brazil","Parque Estadual da Serra do Mar, Núcleo Cubatão.",NA,"UEC027159","UEC027159","08","15","São Paulo","Cubatão","-46.4199981689453","-23.8899993896484","15123","auto",NA,NA,NA,NA,NA,NA
"27","2019-08-20 10:01:01-03","UNICAMP","UEC","31960","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Erva epífita de 1,5 m de alt., flor branca com o centro do labelo de cor amarela.","Pansarin, ER; Borba, EL","1998","03",NA,NA,"Rchb.f.","Stubblebine, WH; Shepherd, GJ; Tamashiro, JY","13195","1981",NA,"Brazil","Mata de baixada, praia do Grajáu",NA,"UEC027156","UEC027156","12","10","São Paulo","Iguape","-47.5499992370605","-24.7000007629395","55628","auto",NA,NA,NA,NA,NA,NA
"28","2019-08-20 10:01:01-03","UNICAMP","UEC","22015","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Epífita, flores branco - amareladas.","Pansarin, ER; Borba, EL","1998","03",NA,NA,"Rchb.f.","Sazima, M","10865","1979",NA,"Brazil",NA,NA,"UEC027155","UEC027155","10","24","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA
"29","2019-08-20 10:01:01-03","UNICAMP","UEC","138983","S","Plantae","Liliopsida",NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,"Singer, RB",NA,NA,NA,NA,"Rchb.f.","Singer, RB","98/140","1998",NA,"Brazil","Parque Estadual da Serra do Mar, Núcleo Picinguaba.",NA,"UEC027162","UEC027162","12","25","São Paulo","Ubatuba","-45.0699996948242","-23.4300003051758","34265","auto",NA,NA,NA,NA,NA,NA
"30","2020-10-14 10:04:22-03","FURB","FURB","8358","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Planta cultivada.","Ceolin, LM","2008","09","26",NA,"Rchb.f.","Uller, H.F.","25","2008",NA,"Brasil","Rua Buenos Aires, bairro Tapajós.",NA,"FURB36238","FURB36238","09","11","Santa Catarina","Indaial","-49.2472222","-26.9105556",NA,NA,"-49.2472222","-26.9105556","87","87",NA,NA
"31","2020-10-14 10:04:22-03","FURB","FURB","33387","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Florística IFFSC 9996 (Epífita) Habitat: Restinga; Habito: epífita; flor branca","Korte, A","2010","11","23",NA,"Rchb.f.","Korte, A.","5053","2010",NA,"Brasil","Lagoa Saguassu.",NA,"FURB02862","FURB02862","11","23","Santa Catarina","Joinville","-48.8456001281738","-26.3043994903564","37150","auto",NA,NA,NA,NA,NA,NA
"32","2015-09-16 21:30:31-03","MNHN","RECOLNAT_MNHN_P","P00455976","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455976' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Rchb.f.","Martin, J.",NA,NA,NA,"Brésil","Brésil","hb","P00455976","P00455976_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"563",NA
"33","2015-09-04 14:47:11-03","MNHN","RECOLNAT_MNHN_P","P00455977","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455977' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Rchb.f.","Glaziou, A.",NA,"1890",NA,"Brésil","Quinta","hb","P00455977","P00455977_01","10","16",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18520",NA
"34","2015-09-03 19:29:46-03","MNHN","RECOLNAT_MNHN_P","P00455978","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455978' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Rchb.f.","Desvaux, E.",NA,"1853",NA,"Brésil","cultivé à l'Ecole de Médecine de Paris, origine Brésil","hb","P00455978","P00455978_01","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2015-09-04 14:47:11-03","MNHN","RECOLNAT_MNHN_P","P00455979","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455979' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Rchb.f.","Desvaux, E.",NA,"1853",NA,"Brésil","cultivé à l'Ecole de Médecine de Paris, origine Brésil","hb","P00455979","P00455979_01","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2015-09-03 19:29:46-03","MNHN","RECOLNAT_MNHN_P","P00455980","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455980' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Rchb.f.","Herb. L. Claude et A. Richard",NA,NA,NA,"Brésil","Bahia","hb","P00455980","P00455980_01","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2016-01-12 00:04:48-02","MNHN","RECOLNAT_MNHN_P","P00455981","PreservedSpecimen",NA,NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00455981' target='other'> <mi>dwc_moreinfo</mi></a>",NA,NA,NA,NA,NA,"Rchb.f.","Herb. L. Claude et A. Richard",NA,NA,NA,"Brésil","Bahia","hb","P00455981","P00455981_01","4",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-02-11 17:21:02-03","UFPR","UPCB","89801","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Erva epífita em vegetação secundária inicial; flores com sépalas alvas com listras vinosas, pétalas alvas e labelo alvo com mancha amarelada ao centro.","Santos, T.F.","2017","03",NA,NA,"Rchb.f.","Völtz, R.R.","1186","2017",NA,"Brasil","RPPN Salto Morato",NA,"UPCB0029574","UPCB0029574","03","03","Paraná","Guaraqueçaba","-48.296111","-25.226944",NA,NA,"-48.296111","-25.226944","230","230",NA,NA
"39","2021-02-11 17:21:02-03","UFPR","UPCB","71649","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Foto e banco de DNA. Restinga..","Smidt, E.C.","2010","02",NA,NA,"(Lindl.) Rchb.f.","Smidt, E.C.","980","2010",NA,"Brasil","Restinga",NA,NA,NA,"02",NA,"Paraná","Pontal do Paraná","-48.511100769043","-25.6735992431641","19508","auto",NA,NA,NA,NA,NA,NA
"40","2020-06-12 08:00:00-03","MO","MOBOT","654300","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,"1","Rchb. f.","H.V. Pinkley","Pinkley 117","1966","South America","Ecuador",NA,NA,NA,NA,"2","18","Sucumbíos",NA,NA,NA,NA,NA,NA,NA,"300.00000000",NA,NA,NA
"41","2012-11-10 05:09:00-02","MO","MOBOT","651743","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,NA,"Rchb. f.","Carl A. Luer|R. Kent","Luer 206","1975","South America","Ecuador","Baños-Puyo.",NA,NA,NA,"3","13","Tungurahua",NA,"-78.294","-1.391",NA,NA,NA,NA,"1800.00000000",NA,NA,NA
"42","2008-05-27 22:02:00-03","MO","MOBOT","1200397","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,NA,"Rchb. f.","Alexander Hirtz","Hirtz 1625",NA,"South America","Ecuador",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2016-10-13 06:00:00-03","MO","MOBOT","1930752","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,"E.A. Christenson",NA,NA,NA,NA,"Rchb. f.","William Farfán R.|David A. Neill","Farfán Rios 446","2003","South America","Ecuador","Reserva de Biósfera Sumaco. Cordillera de Galeras. Bosque Protector de la Comunidad Mushullacta. Bosque pluvial premontano, suelo derivado de roca calcárea.",NA,NA,NA,"2","28","Napo","Archidona","-77.56305","-0.8275",NA,NA,NA,NA,"1160.00000000",NA,NA,NA
"44","2019-02-19 04:30:00-03","MO","MOBOT","2842632","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,"C. Schweinfurth",NA,NA,NA,"1","Rchb. f.","C.F.P. Martius","Martius 563","1817","South America","Brazil",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"45","2016-10-13 05:57:00-03","MO","MOBOT","635958","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,"4","Rchb. f.","Walter A. Palacios|David A. Neill","Palacios Cuenca 1546","1987","South America","Ecuador","Carretera nueva a la márgen derecha del Río Napo, 14 km al E de Puerto Napo, 9 km al E de Atahualpa. Bosque Muy Húmedo Tropical. Suelo oxisol rojo, colinas.",NA,NA,NA,"2","12","Napo",NA,"-77.66666","-1.03333",NA,NA,NA,NA,"500.00000000",NA,"87-3",NA
"46","2011-06-09 17:10:00-03","MO","MOBOT","643389","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,NA,"Rchb. f.","Calaway H. Dodson|et al.","Dodson 17811","1988","South America","Ecuador","km 12",NA,NA,NA,"11","23","Morona-Santiago",NA,"-78","-1.85",NA,NA,NA,NA,"1100.00000000",NA,NA,NA
"47","2008-05-27 22:02:00-03","MO","MOBOT","650873","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,NA,"Rchb. f.","Calaway H. Dodson|Mark W. Chase","Dodson 17246","1987","South America","Ecuador",NA,NA,NA,NA,"6","23","Napo",NA,NA,NA,NA,NA,NA,NA,"500.00000000",NA,NA,NA
"48","2008-05-27 22:02:00-03","MO","MOBOT","666458","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,NA,"Rchb. f.","Calaway H. Dodson|L.B. Thien","Dodson 2309","1963","South America","Ecuador","Epiphytic in orange and guava trees at San Francisco on road from Baños to Puyo. Common.",NA,NA,NA,"2","24","Tungurahua",NA,NA,NA,NA,NA,NA,NA,"1300.00000000",NA,NA,NA
"49","2018-10-03 04:36:00-03","MO","MOBOT","671804","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,"2","Rchb. f.","Alwyn H. Gentry|Carmen Bonifaz B.|Jorge Loor C.","Gentry 30944","1981","South America","Ecuador","Campento La Playa, Road construction camp 23 km SE of San Juan Bosco.",NA,NA,NA,"1","28","Morona-Santiago",NA,NA,NA,NA,NA,NA,NA,"1050.00000000",NA,NA,NA
"50","2020-05-21 14:43:00-03","MO","MOBOT","673943","PreservedSpecimen","Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,"1","Rchb. f.","Elizabeth L. Besse|et al.","Besse 89","1979","South America","Ecuador",NA,NA,NA,NA,"1",NA,"Pastaza",NA,NA,NA,NA,NA,NA,NA,"1000.00000000",NA,NA,NA
"51","2020-08-31 09:19:49-03","INPA","INPA","105807","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,"Dodson, CH","1986",NA,NA,NA,"Rchb.f.","Schunke-Vigo, J","4481","1970","Southern America","Peru","En (Crescentia Cujeto) campo abierto. Tananta (margem izquierda del rio Huallaga).",NA,"INPA0105807","INPA0105807 INPA0105807_e INPA0105807_e1","10","06","San Martín","Mariscal Caceres",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"52","2020-08-31 09:19:49-03","INPA","INPA","69077","S","Plantae","Monocotyledon",NA,"Asparagales","Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta",NA,NA,NA,NA,NA,NA,"Rchb.f.","Sucre, D","8316","1972","Southern America","Brasil","Reserva de Linhares, DOCEMADE.",NA,"INPA0069077","INPA0069077 INPA0069077_e","01","31","Espírito Santo",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"53","2020-07-10 09:48:34-03","MBML","MBML-HERBARIO","11162",NA,"Plantae",NA,NA,NA,"Orchidaceae","Rodriguezia","venusta","Rodriguezia venusta","Herbácea, epífita, pétala branca com manchas levemente arroxeadas no verso, sépala levemente arroxeada, labelo com mancha amarelo forte, pendúnculo roxo, raque verde.","Fraga/Nov.-2002",NA,NA,NA,NA,"Rchb.f.","Cintia C. Chamas; et al","330","1994",NA,"Brasil","Estação Biológica de Santa Lúcia",NA,"MBML011162",NA,"12","13","Espírito Santo","Santa Teresa","-40.530278","-19.971389",NA,NA,"40W31'49","19S58'17",NA,NA,NA,NA
