"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","phylum","order","recordNumber","continentOcean","minimumElevationInMeters","maximumElevationInMeters","preparationType","class","coordinatePrecision","geoFlag","fieldNumber","typeStatus","individualCount","previousCatalogNumber"
"51","2019-08-20 10:00:46-03","UNICAMP","UEC","133868","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Pansarin, ER","2004","05",NA,"Pansarin, ER; Mickeliunas, L","2004","01","15","Brazil","São Paulo","Jundiaí","Serra do Japi, Sentido Bairro Eloy Chaves, próximo à represa do DAE.","-46.8800010681152","-23.1800003051758",NA,NA,NA,"UEC034606","UEC034606","Liliopsida",NA,"1114",NA,NA,NA,NA,NA,"17840","auto",NA,NA,NA,NA
"52","2019-11-06 09:56:52-03","UFOP","OUPR","9701","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Forster, W.","2000","04","13","s.col.","1985","05","23","Brasil","Rio de Janeiro","Rio de Janeiro","Corcovado","-43.2075004577637","-22.9027996063232",NA,NA,NA,NA,NA,NA,NA,"s.n.",NA,NA,NA,NA,NA,"57442","auto",NA,NA,NA,NA
"53","2020-10-14 10:04:04-03","FURB","FURB","11807","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Ceolin, LM","2009","05",NA,"Stival-Santos, A.; Uller, H.F. & Silveira, S.","2008","12","15","Brasil","Santa Catarina","Celso Ramos","Linha Fabris.","-51.3019444","-27.6297223","-51.3019444","-27.6297223","Florística IFFSC 1187(Erva Terrícola) Habitat: Floresta Estacional Decidual; Estágio Avançado Habito: herbácea;","FURB35269","FURB35269",NA,NA,"282",NA,"749","749",NA,NA,NA,NA,NA,NA,NA,NA
"54","2020-10-14 10:04:04-03","FURB","FURB","12392","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Fraga, CN","2009","08","07","Stival-Santos, A.; Silveira, S.","2009","03","20","Brasil","Santa Catarina","Palma Sola","Margens da BR 280.","-53.2816667","-26.2822223","-53.2816667","-26.2822223","Florística IFFSC 1003(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração; interior do fragmento Habito: herbácea;","FURB35265","FURB35265",NA,NA,"523",NA,"884","884",NA,NA,NA,NA,NA,NA,NA,NA
"55","2020-10-14 10:04:04-03","FURB","FURB","12405","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Rigon-Junior, MJ","2010","08","10","Verdi, M.; Hasckel, R.P. & Klemz, G.","2009","03","16","Brasil","Santa Catarina","Zortéa","Fazenda Tupitinga.","-51.525","-27.5402777","-51.5250000","-27.5402777","Florística IFFSC 1318(Erva Terrícola) Habitat: Ecótono Floresta Estacional Decidual/Floresta Ombrófila Mista; Estágio Médio a avançado Habito: herbácea; flor amarelo esverdeadolabelo com riscos roxos","FURB35264","FURB35264",NA,NA,"1800",NA,"657","657",NA,NA,NA,NA,NA,NA,NA,NA
"56","2020-10-14 10:04:04-03","FURB","FURB","12572","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Stival-Santos, A","2009","04","20","Stival-Santos, A.; Silveira, S.","2009","04","20","Brasil","Santa Catarina","São Domingos","Parque Estadual das Araucárias.","-52.5641667","-26.4652778","-52.5641667","-26.4652778","Florística IFFSC 7002(Erva Terrícola) Habitat: Floresta Ombrófila Mista; Estágio Avançado; interior do fragmento Habito: herbácea; Fruto verde;","FURB35266","FURB35266",NA,NA,"634",NA,"746","746",NA,NA,NA,NA,NA,NA,NA,NA
"57","2020-10-14 10:04:04-03","FURB","FURB","12949","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Stival-Santos, A","2009","06","25","Stival-Santos, A.; Schmitt, J. & Silveira, S.","2009","06","25","Brasil","Santa Catarina","Ponte Serrada","Fazenda São Francisco.","-51.9697223","-26.7886111","-51.9697223","-26.7886111","IFFSC 718(Erva Terrícola). Frutos Deiscentes. Habitat: Floresta Ombrófila Mista; interior da mata Habito: terrícola;","FURB35267","FURB35267",NA,NA,"760",NA,"942","942",NA,NA,NA,NA,NA,NA,NA,NA
"58","2020-10-14 10:04:04-03","FURB","FURB","31354","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Mancinelli, WS; Engels, ME; Smidt, EC","2012","04",NA,"Verdi, M.; Souza, N.L. de & Klemz, G.","2010","03","30","Brasil","Santa Catarina","Orleans","Barracão.","-49.3191667","-28.2608333","-49.3191667","-28.2608333","Florística IFFSC 119 (Erva Terrícola) Habitat: Floresta Ombrófila Densa; Estágio médio de regeneração Habito: erva terrícola;","FURB35262","FURB35262",NA,NA,"4154",NA,"314","314",NA,NA,NA,NA,NA,NA,NA,NA
"59","2020-10-14 10:04:04-03","FURB","FURB","63055","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Kassner-Filho, A.","2018","11","27","Kassner-Filho, A.; Santos, D; Bollmann, G; Althoff, L.F.","2018","11","27","Brasil","Santa Catarina","Zortéa","Passo Raso.","-51.6138889","-27.4941666","-51.6138889","-27.4941666","Flor creme, labelo com listra lilás Habitat: Floresta estacional decidual; Estágio avançado; Interior da unidade amostral. Habito: Erva","FURB63055","FURB63055",NA,NA,"4139",NA,"661","661",NA,NA,NA,NA,NA,NA,NA,NA
"60","2020-10-14 10:04:04-03","FURB","FURB","9094","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Ceolin, LM","2008","09","18","Gasper, A.L. de; Brogni, E. & Wolff, A.G.B.","2008","01","23","Brasil","Santa Catarina","Rio das Antas","Retiro Saudoso.","-51.0327778","-26.9091667","-51.0327778","-26.9091667","Florística IFFSC 672. Habitat: Floresta Ombrófila Mista; Estágio médio de regeneração Habito: terrícola; flor verde, labelo listrado","FURB02773","FURB02773",NA,NA,"1370",NA,"970","970",NA,NA,NA,NA,NA,NA,NA,NA
"61","2020-10-14 10:04:04-03","FURB","FURB","47635","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Engels, ME","2013","07","16","Engels, M.E.; Michelon, C.; Ferneda Rocha, L.C. & Pereira, S.","2013","07","16","Brasil","Paraná","Diamante do Norte","trilha do Cedro.","-52.8596992492676","-22.656400680542",NA,NA,NA,"FURB47635","FURB47635",NA,NA,"1267",NA,NA,NA,NA,NA,"16110","auto",NA,NA,NA,NA
"62","2019-03-16 17:26:36-03","UNEMAT","HERBAM","21850","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb. f.","Engels, ME","2015",NA,NA,"Dias, D.C.","2015","03","24","Brasil","Mato Grosso","Itaúba","Resgate de FLORA da UHE Colíder. Lote F de supress","-55.2764015197754","-11.0616998672485","-8781005","-671765",NA,"HERBAM021850",NA,NA,NA,"2950Equipe 9 -",NA,"270","270",NA,NA,"111180","auto",NA,NA,NA,NA
"63","2020-04-27 16:10:58-03","UFES","VIES","30942","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Fraga, C.N.","2013","01","08","Zorzanelli, J.P.F.; Graciliano, G.","2013","01","07","Brasil","Espírito Santo","Iúna","Serra do Valentim.","-41.5358009338379","-20.3458003997803",NA,NA,NA,"VIES030942","VIES030942",NA,NA,"612",NA,"1200","1200",NA,NA,"32198","auto",NA,NA,NA,NA
"64","2019-09-24 16:41:22-03","UTFPR","HCF","29477","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","M.E. Engels","2018","12","18","M.E. Engels","2018","12","18","Brasil","PR","Coronel Domingos Soares","Resgate de Flora da PCH Foz do Estrela,","-51.899444","-26.085278","51°53'58 W","26°05'07 S","erva saprófita no subosque, pesudo-bulbo subterrâneo alvacento com catáfilos paleáceos. Inflorescência ereta com brácteas castanho-vináceas, flores verde-claras e com labelo rajado de vináceo.",NA,NA,NA,NA,"6511",NA,"737","737",NA,NA,NA,NA,NA,NA,NA,NA
"65","2020-02-10 08:20:57-03","UTFPR","HCF","30415","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","M.G. Caxambu","2020","01","31","M.G. Caxambu","2020","01","31","Brasil","PR","Céu Azul","Parque Nacional do Iguaçu, Nascentes","-53.669806","-25.076972","53°40'11,3 W","25°04'37,1 S","erva micoheterotrófica, rizomatosa, ciófila, ca. 0,80 m. Flores totalmente verdes com labelo alvo. Em meio a taquaral. População concentrada na área.",NA,NA,NA,NA,"9099",NA,"735","735",NA,NA,NA,NA,NA,NA,NA,NA
"66","2020-12-21 16:38:28-03","MBM","MBM","49647","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1963","02","19","Brazil","Paraná","Foz do Iguaçu","Parque Nacional","-54.5881004333496","-25.5478000640869",NA,NA,NA,"MBM049647","MBM049647",NA,NA,"9892","Southern America",NA,NA,NA,NA,"39570","auto",NA,NA,NA,NA
"67","2020-12-21 16:38:28-03","MBM","MBM","394556","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Carneiro, J.","2014","03",NA,"Carneiro, J.","2014","03",NA,"Brazil","Paraná","Jundiaí do Sul","Barra do Contas, na beira do rio das Cinzas","-50.247501373291","-23.4367008209229",NA,NA,"Erva terrestre de flores brancas.; Mata ciliar.","MBM394556","MBM394556",NA,NA,"1726","Southern America",NA,NA,NA,NA,"17300","auto",NA,NA,NA,NA
"68","2020-12-21 16:38:28-03","MBM","MBM","15766","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1969","12","13","Brazil","Paraná","Ponta Grossa","Fortaleza","-50.1618995666504","-25.0949993133545",NA,NA,NA,"MBM015766","MBM015766",NA,NA,"23222","Southern America",NA,NA,NA,NA,"46557","auto",NA,NA,NA,NA
"69","2020-12-21 16:38:28-03","MBM","MBM","29388","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1974","01","25","Brazil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM029388","MBM029388",NA,NA,"33761","Southern America",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"70","2020-12-21 16:38:28-03","MBM","MBM","16590","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1971","01","18","Brazil","Paraná","Mandirituba","Rio do Maurício","-49.326099395752","-25.7789001464844",NA,NA,NA,"MBM016590","MBM016590",NA,NA,"25981","Southern America",NA,NA,NA,NA,"20385","auto",NA,NA,NA,NA
"71","2020-12-21 16:38:28-03","MBM","MBM","30887","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Kummrow, R.","1974","03","29","Brazil","Paraná","Siqueira Campos","Siqueira Campos, arredores","-49.8339004516602","-23.6888999938965",NA,NA,NA,"MBM030887","MBM030887",NA,NA,"483","Southern America",NA,NA,NA,NA,"23657","auto",NA,NA,NA,NA
"72","2020-12-21 16:38:28-03","MBM","MBM","13824","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Krapovickas, A.; Cristóbal, C.L.; Cristóbal, C.L.","1968","01","05","Argentina",NA,NA,"Bernado de Irigoyen, Misiones Dep. Gral. Belgramo",NA,NA,NA,NA,NA,"MBM013824","MBM013824",NA,NA,"13708","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"73","2020-12-21 16:38:28-03","MBM","MBM","403856","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Engels, M.E.","2015","03","23","Engels, M.E.; Dias, D.C.; Ferneda Rocha, L.C.; Antoniazzi, S.A.; Bronholli, A.Z.; Dias, D.C.; Ferneda Rocha, L.C.; Antoniazzi, S.A.; Bronholli, A.Z.","2015","03","23","Brazil","Mato Grosso","Itaúba","Resgate da Flora da UHE Colíder, Lote F de supressão","-55.436389","-11.030833","-55.436389","-11.030833","Saprófita. Flores com sépalas e pétalas verdes claras, labelo alvo com estrias vináceas.; Floresta do Planalto dos Parecís, região de ecótono entre a Floresta Amazônica e Cerrado. No subosque.","MBM403856","MBM403856",NA,NA,"3412","Southern America","290","290",NA,NA,NA,NA,NA,NA,NA,NA
"74","2020-12-21 16:38:28-03","MBM","MBM","416870","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Engels, M.E.","2018","12","18","Engels, M.E.; Meyer, T.A.; Meyer, T.A.","2018","12","18","Brazil","Paraná","Coronel Domingos Soares","Resgate de flora da PCH Foz do Estrela, Canteiro de Obras","-51.899444","-26.085278","-51.899444","-26.085278","Erva saprófita, pseudo-bulbo subterrâneo alvacento com catáflios paleáceos, inflorescência ereta com brácteas castanho-vináceas, flores verde-claras e com labelo alvo rajado de vináceo.; Floresta Ombrófila Mista, no sub-bosque.","MBM416870","MBM416870",NA,NA,"6511","Southern America","737","737",NA,NA,NA,NA,NA,NA,NA,NA
"75","2020-12-21 16:38:28-03","MBM","MBM","429101","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Engels, M.E.","2018",NA,NA,"Lozano, E.D.; Canestraro, B.K.; Canestraro, B.K.","2017","12","30","Brazil","Paraná","Quatro Barras","Morro Anhangava, na base","-49.012111","-25.384889","-49.012111","-25.384889","Terrícola, saprófita, 80 cm, flores verdes, margem do labelo alvo com listras vináceas, interior de mata alterada, próximo a borda.; Floresta Ombrófila Mista Montana.","MBM429101",NA,NA,NA,"4086","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2020-12-21 16:38:28-03","MBM","MBM","430132","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Völtz, R.R.","2020","02","05","Völtz, R.R.","2020","01","23","Brazil","Paraná","Ipiranga","Área rural","-50.622222","-25.035278","-50.622222","-25.035278","Erva terrestre, bulbosa; flores esverdeadas, labelo campanulado, esverdeado com franja alva raida de roxo; interior de floresta de araucária em estágio médio.; Floresta Ombrófila Mista.","MBM430132",NA,NA,NA,"2157","Southern America","860","860",NA,NA,NA,NA,NA,NA,NA,NA
"77","2020-12-21 16:38:28-03","MBM","MBM","2313","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1967","03","19","Brazil","Paraná","Campina Grande do Sul","Ribeirão Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM002313","MBM002313",NA,NA,"16195","Southern America",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"78","2020-12-21 16:38:28-03","MBM","MBM","7753","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1968","02","06","Brazil","Paraná","Campina Grande do Sul","Ribeirão Grande","-49.0553016662598","-25.3055992126465",NA,NA,NA,"MBM007753","MBM007753",NA,NA,"18544","Southern America",NA,NA,NA,NA,"55154","auto",NA,NA,NA,NA
"79","2020-12-21 16:38:28-03","MBM","MBM","68200","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1981","02","18","Brazil","Paraná","Cerro Azul","Barra do Canha","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM068200","MBM068200",NA,NA,"43612","Southern America",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"80","2020-12-21 16:38:28-03","MBM","MBM","49645","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1950","02","05","Brazil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM049645","MBM049645",NA,NA,"1798","Southern America",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"81","2020-12-21 16:38:28-03","MBM","MBM","49644","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1950","02","05","Brazil","Paraná","Cerro Azul","Morro Grande","-49.261100769043","-24.823600769043",NA,NA,NA,"MBM049644","MBM049644",NA,NA,"1797","Southern America",NA,NA,NA,NA,"32006","auto",NA,NA,NA,NA
"82","2020-12-21 16:38:28-03","MBM","MBM","395417","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Engels, M.E.","2013","07","16","Engels, M.E.; Michelon, C.; Ferneda Rocha, L.C.; Pereira, S.; Michelon, C.; Ferneda Rocha, L.C.; Pereira, S.","2013","07","16","Brazil","Paraná","Diamante do Norte","Estação Ecológica do Caiuá, trilha do Cedro","-52.8596992492676","-22.656400680542",NA,NA,"Humícola. Caule e fluros castanhos. Raízes alvacentas.; Floresta Estacional Semidecidual, em sub-bosque.","MBM395417","MBM395417",NA,NA,"1267","Southern America",NA,NA,NA,NA,"16110","auto",NA,NA,NA,NA
"83","2020-12-21 16:38:28-03","MBM","MBM","84366","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Barros, F. de",NA,NA,NA,"Kummrow, R.; Bohs, L.; Bohs, L.","1983","03","31","Brazil","Paraná","Irati","Vila São João, Irati Velha","-50.6511001586914","-25.4671993255615",NA,NA,NA,"MBM084366","MBM084366",NA,NA,"2265","Southern America",NA,NA,NA,NA,"47271","auto",NA,NA,NA,NA
"84","2020-12-21 16:38:28-03","MBM","MBM","7754","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Pabst, G.",NA,NA,NA,"Hatschbach, G.","1968","01","25","Brazil","Paraná","Mandirituba","Quatro Pinheiros","-49.326099395752","-25.7789001464844",NA,NA,NA,"MBM007754","MBM007754",NA,NA,"18430","Southern America",NA,NA,NA,NA,"20385","auto",NA,NA,NA,NA
"85","2020-12-21 16:38:28-03","MBM","MBM","17763","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1971","03","24","Brazil","Paraná","Rio Branco do Sul","Santa Cruz","-49.3142013549805","-25.1900005340576",NA,NA,NA,"MBM017763","MBM017763",NA,NA,"26588","Southern America",NA,NA,NA,NA,"37352","auto",NA,NA,NA,NA
"86","2020-12-21 16:38:28-03","MBM","MBM","49646","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.","Hatschbach, G.",NA,NA,NA,"Hatschbach, G.","1953","02","21","Brazil","Paraná","Tibagi","Fazenda Monte Alegre, Harmonia","-50.4136009216309","-24.5093994140625",NA,NA,NA,"MBM049646","MBM049646",NA,NA,"3234","Southern America",NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA
"87","2015-09-03 19:28:03-03","MNHN","RECOLNAT_MNHN_P","P00392149","PreservedSpecimen",NA,"Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Jabos",NA,NA,NA,"Hassler, E.","1900","7",NA,"Paraguay",NA,NA,"Cordillera de Altos",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00392149' target='other'> <mi>dwc_moreinfo</mi></a>","P00392149","P00392149_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"3071",NA,NA,NA
"88","2015-09-15 15:59:02-03","MNHN","RECOLNAT_MNHN_P","P00392150","PreservedSpecimen",NA,"Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.",NA,NA,NA,NA,"Hassler, E.",NA,"1",NA,"Paraguay",NA,NA,"Cordillera de Altos",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00392150' target='other'> <mi>dwc_moreinfo</mi></a>","P00392150","P00392150_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"1751",NA,NA,NA
"89","2015-09-03 19:31:58-03","MNHN","RECOLNAT_MNHN_P","P00612228","PreservedSpecimen",NA,"Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Romero",NA,NA,NA,"Saint-Hilaire, A. de","1816",NA,NA,"Brésil",NA,NA,"Province de Rio de Janeiro",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612228' target='other'> <mi>dwc_moreinfo</mi></a>","P00612228","P00612228_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"A2 124",NA,NA,NA
"90","2015-09-03 19:31:58-03","MNHN","RECOLNAT_MNHN_P","P00612229","PreservedSpecimen",NA,"Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Romero",NA,NA,NA,"Hassler, E.",NA,"1",NA,"Paraguay",NA,NA,"Cordillera de Altos",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612229' target='other'> <mi>dwc_moreinfo</mi></a>","P00612229","P00612229_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"1751",NA,NA,NA
"91","2015-09-05 12:19:05-03","MNHN","RECOLNAT_MNHN_P","P00612230","PreservedSpecimen",NA,"Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Romero",NA,NA,NA,"Glaziou, A.","1871","3","8","Brésil",NA,NA,"Tijuca",NA,NA,NA,NA,"<a href='http://coldb.mnhn.fr/catalognumber/mnhn/p/p00612230' target='other'> <mi>dwc_moreinfo</mi></a>","P00612230","P00612230_01",NA,NA,NA,NA,NA,NA,"hb",NA,NA,NA,"5481",NA,NA,NA
"92","2020-10-01 14:26:00-03","JBB","HEPH","22324","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Bianchetti, LB","2006","10",NA,"Salles, AEH; et al.","2006","02","03","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Área do Cristo","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Monocotyledon","Asparagales","3979","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"93","2020-10-01 14:26:00-03","JBB","HEPH","22510","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Bianchetti, LB","2006","03","28","Figueiredo, S","2006","03","28","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Próximo a antiga cantina","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Monocotyledon","Asparagales","175","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"94","2020-10-01 14:26:00-03","JBB","HEPH","25130","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Oliveira, MS","2010",NA,NA,"Carvalho-Silva, M; Azevedo, INC de; Oliveira, MS; Paiva, VF","2009","04","27","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Entrada da trilha das Águas","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Monocotyledon","Asparagales","461","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"95","2020-10-01 14:26:00-03","JBB","HEPH","7245","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Lima, IV","1991","01","15","Lima, IV","1991","02","15","Brasil","Distrito Federal","Brasília","Estação Ecológica do Jardim Botânico de Brasília, Próximo a caixa de água","-47.85","-15.866667","-47.85","-15.866667",NA,NA,NA,"Monocotyledon","Asparagales","01","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"96","2020-10-01 14:26:00-03","JBB","HEPH","7259","S","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb.f.","Salles, AEH","1991","01","27","Salles, AEH","1991","01","27","Brasil","Goiás","Goiás Velho",NA,NA,NA,NA,NA,NA,NA,NA,"Monocotyledon","Asparagales","1788B","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"97","2021-01-15 17:53:18-03","UFMG","BHCB","120230","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb",NA,NA,NA,NA,"Batista, JAN; Carvalho, BM de; Faria, MWF de; Barbosa, AR","2008","02","12","Brasil","Minas Gerais","Alto Caparaó","Parque Nacional do Caparaó, próximo a sede do parque.","-41.847333","-20.420417","-41.847333","-20.420417","Erva terrestre, mata úmida, a beira da estrada. Sépalas e pétalas laterais verdes, labelo verde-esbranquiçado. Coordenadas aproximadas.",NA,NA,"Monocotyledon",NA,"2549","Southern America","1275","1275",NA,NA,NA,NA,NA,NA,NA,NA
"98","2020-12-11 11:44:32-03","UFMG","BHCB","139022","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb",NA,"2016","06","30","Moreira, NC; Moreira, BC","2010","02","16","Brasil","Minas Gerais","Ribeirão das Neves","Propriedade Irani Barbosa","-44.046667","-19.826667","-44.046667","-19.826667","Herbácea, fruto de cor verde, cápsula; Interior de mata","BHCB029357",NA,"Monocotyledon",NA,"144","Southern America","857","857",NA,NA,NA,NA,NA,NA,NA,NA
"99","2020-12-11 11:44:32-03","UFMG","BHCB","164411","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb",NA,"2016","06","30","Vidal, CV","2013","04","15","Brasil","Minas Gerais","Caeté",NA,"-43.714167","-20.070833","-43.714167","-20.070833","Floresta semidecidual","BHCB036215","BHCB036215","Monocotyledon",NA,"1218","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"100","2020-12-11 11:44:32-03","UFMG","BHCB","47410","PreservedSpecimen","Plantae","Orchidaceae","Galeandra","beyrichii","Galeandra beyrichii","Rchb",NA,NA,NA,NA,"Lombardi, JA","1999","05","20","Brasil","Minas Gerais","Marliéria","P.E do Rio Doce, trilha do vinhático","-42.616667","-19.75","-42.616667","-19.75","sem folhas, frutos imaturos verdes",NA,NA,"Monocotyledon",NA,"2860","Southern America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
