"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","occurrenceRemarks","barcode","imagecode","recordNumber","continentOcean","preparationType","previousCatalogNumber","phylum","order","minimumElevationInMeters","maximumElevationInMeters","coordinatePrecision","geoFlag","class","infraspecificEpithet","individualCount","typeStatus","fieldNumber","relatedCatalogItem","sex"
"593","2020-12-11 11:37:16-03","UFMG","BHCB","66792","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima",NA,"-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,"7283","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
"594","2020-12-11 11:37:16-03","UFMG","BHCB","66793","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Barreto, HLM",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima",NA,"-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,"7291","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
"595","2020-12-11 11:37:16-03","UFMG","BHCB","74137","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Salino, A; Morais, PO","2002","01","20","Brasil","Minas Gerais","Unaí","Área de Cerrado e Mata Ciliar do Rio São Miguel, na região da barra do Córrego Bebedouro","-46.9061012268066","-16.3575000762939",NA,NA,"Hemiparasita em árvore do Cerrado TíPico. Folhas coriáceas; frutos avermelhados",NA,NA,"7901","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"97926","auto",NA,NA,NA,NA,NA,NA,NA
"596","2020-12-11 11:37:16-03","UFMG","BHCB","10759","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Hatschbach, G; Ribas, OS","1995","02","18","Brasil","Santa Catarina","Bom Retiro","BR 262 próx ao Rio Campo Novo do Sul","-49.489200592041","-27.7971992492676",NA,NA,NA,NA,NA,"61736","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"35974","auto",NA,NA,NA,NA,NA,NA,NA
"597","2020-12-11 11:37:16-03","UFMG","BHCB","199518","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Gasper, AL de","2008","05","28","Brasil","Santa Catarina","São Joaquim","Desprarado","-49.9317016601562","-28.2938995361328",NA,NA,"Liana; Local aberto","BHCB199518",NA,"1803","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"48290","auto",NA,NA,NA,NA,NA,NA,NA
"598","2020-12-11 11:37:16-03","UFMG","BHCB","75655","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Tameirão Neto, E",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Mina do Capão Xavier.","-43.8466987609863","-19.9855995178223",NA,NA,"Campo Rupestre sobre canga laterítica",NA,NA,"3454","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
"599","2020-12-11 11:37:16-03","UFMG","BHCB","2690","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Grandi, TSM; et al.","1981","04","18","Brasil","Minas Gerais","Nova Lima","Morro do Chapéu","-43.8466987609863","-19.9855995178223",NA,NA,"Cerrado;arbusto;perfumada;folhas c/ verrugas pretas;",NA,NA,"631","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
"600","2020-12-11 11:37:16-03","UFMG","BHCB","52096","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Lombardi, JA",NA,NA,NA,"Brasil","Minas Gerais","Nova Lima","Retiro das Pedras","-43.8466987609863","-19.9855995178223",NA,NA,NA,NA,NA,"3950","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"29211","auto",NA,NA,NA,NA,NA,NA,NA
"601","2020-12-11 11:37:16-03","UFMG","BHCB","60050","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Brina, AE","2000","08","15","Brasil","Minas Gerais","Mariana","Samarco","-43.4160995483398","-20.377799987793",NA,NA,"campo rupestre",NA,NA,"s.n.","Southern America",NA,NA,"Dicotyledon",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA,NA
"602","2020-12-11 11:37:16-03","UFMG","BHCB","53718","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Vasconcelos, MF de","2000","05","07","Brasil","Minas Gerais","Catas Altas","Serra do Caraça, Pico do Sol","-43.4075012207031","-20.0746994018555",NA,NA,"Campo de altitude. Arbustivo, flores brancas",NA,NA,"s.n.","Southern America",NA,NA,"Dicotyledon",NA,"1900","1900","11966","auto",NA,NA,NA,NA,NA,NA,NA
"603","2020-12-11 11:37:16-03","UFMG","BHCB","92229","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Mota, RC da","2004","09","15","Brasil","Minas Gerais","Catas Altas","Serra do Caraça., Próxima ao Pico do Sol","-43.4075012207031","-20.0746994018555",NA,NA,"Planta coletada em borda de mata de galeria; frutos imaturos variando do verde ao vináceo",NA,NA,"2350","Southern America",NA,NA,"Dicotyledon",NA,"1800","1800","11966","auto",NA,NA,NA,NA,NA,NA,NA
"604","2021-02-11 17:19:25-03","UFPR","UPCB","45549","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","acutifolius","Phrygilanthus acutifolius","(R.et P.) Eichl.","Paula, C.H.R. de","2002","12",NA,"Borgo, M.","2001","05","29","Brasil","Paraná","Curitiba","UPFR, Centro Politécnico, capão da Educação Física","-49.2731018066406","-25.4277992248535",NA,NA,"Hemiparasita a 4m do solo, sobre miguel-pintado (Matayba elaeagnoides), em floresta ombrófila mista alterada..",NA,NA,"1070",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"605","2021-02-11 17:19:25-03","UFPR","UPCB","19460","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Hatschbach, G.","1990","01","01","Hatschbach, G.","1990","10","17","Brasil","Goiás",NA,"GO 118, próximo a Terezinha de Gioás",NA,NA,NA,NA,"Hemiparasita, flor alvescente odorífera. Sobre Myrtaceae, do cerrado..",NA,NA,"54709",NA,NA,NA,NA,NA,"900","900",NA,NA,NA,NA,NA,NA,NA,NA,NA
"606","2021-02-11 17:19:25-03","UFPR","UPCB","46883","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Sosa, M.M.","2001","01","01","Seijo, G.","2001","11","25","Uruguai",NA,NA,"Artigas, acceso a Bella Unión, ruta 3km 626",NA,NA,NA,NA,"Sobre Casuarina..",NA,NA,"2426",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"607","2021-02-11 17:19:25-03","UFPR","UPCB","60439","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Brotto, M.L.","2009","03","14","Brotto, M.L.","2009","03","14","Brasil","Paraná","Tijucas do Sul","Pico Araçatuba.","-49.001389","-25.897222","-49.001389","-25.897222","Erva epífita parasita, flores alvas, odoríferas, infestando vegetação arbórea sobre córrego em meio ao campo..",NA,NA,"318",NA,NA,NA,NA,NA,"1300","1300",NA,NA,NA,NA,NA,NA,NA,NA,NA
"608","2021-02-11 17:19:25-03","UFPR","UPCB","38741","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Dunaiski Jr., A.","1998","04","24","Dunaiski Jr., A.","1998","03","05","Brasil","Paraná","Curitiba","Ahú","-49.2731018066406","-25.4277992248535",NA,NA,"Parasita de Tipuana..",NA,NA,"470",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"609","2021-02-11 17:19:25-03","UFPR","UPCB","51752","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Dunaiski Jr., A.","2003","05","15","Dunaiski Jr., A.","2003","05","10","Brasil","Paraná","Piraquara","Fazenda André Luis da FACIBEM","-49.0633010864258","-25.4416999816895",NA,NA,"Fruto verde, parasita de eucalipto..",NA,NA,"2058",NA,NA,NA,NA,NA,NA,NA,"12577","auto",NA,NA,NA,NA,NA,NA,NA
"610","2021-02-11 17:19:25-03","UFPR","UPCB","51289","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Vieira, A.O.S.","2000","01","01","Dias, M.C.","1989","07","03","Brasil","Paraná","Tibagi","Fazenda Iapó, mata da Balsa Nova","-50.4136009216309","-24.5093994140625",NA,NA,"Ramos escandentes, frutos imaturos verdes arroxeados..",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"56988","auto",NA,NA,NA,NA,NA,NA,NA
"611","2021-02-11 17:19:25-03","UFPR","UPCB","17218","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Cervi, A.C.","1989","03","07","Brasil","Paraná","Curitiba","Guabirotuba","-49.2731018066406","-25.4277992248535",NA,NA,"Hemiparasita sobre Ligustrum japonicum, flor alva..",NA,NA,"2626",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"612","2021-02-11 17:19:25-03","UFPR","UPCB","30435","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Cervi, A.C.","1997","04",NA,"Cervi, A.C.","1997","04","24","Brasil","Paraná","Curitiba","Recanto dos Papagaios","-49.2731018066406","-25.4277992248535",NA,NA,"Hemiparasita, flor creme. Perfurador. Beira de rio..",NA,NA,"6261",NA,NA,NA,NA,NA,NA,NA,"25180","auto",NA,NA,NA,NA,NA,NA,NA
"613","2021-02-11 17:19:25-03","UFPR","UPCB","20259","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Hatschbach, G.","1962","04","14","Brasil","Paraná","Jaguariaíva","Rio Capivari","-49.7057991027832","-24.2511005401611",NA,NA,"Matinha ciliar, flor creme (parasita)..",NA,NA,"9071",NA,NA,NA,NA,NA,"900","900","44368","auto",NA,NA,NA,NA,NA,NA,NA
"614","2021-02-11 17:19:25-03","UFPR","UPCB","18573","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Hatschbach, G.","1989","01","01","Kummrow, R.","1989","03","10","Brasil","Paraná","Palmeira","Rio Tibagi","-50.0064010620117","-25.4293994903564",NA,NA,"Hemiparasita, flor creme. Mata de galeria..",NA,NA,"3134",NA,NA,NA,NA,NA,NA,NA,"35166","auto",NA,NA,NA,NA,NA,NA,NA
"615","2008-05-27 22:02:00-03","MO","MOBOT","3383612","PreservedSpecimen","Plantae","Loranthaceae","Loranthus","eugenioides","Loranthus eugenioides","Kunth","Foster's 1958 catalog notes file",NA,NA,NA,"Miguel Bang","1892",NA,NA,"Bolivia","Cochabamba",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Bang 1155","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"616","2008-05-27 22:02:00-03","MO","MOBOT","3045181","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","acutifolius","Phrygilanthus acutifolius","(Ruiz & Pav.) Eichler",NA,NA,NA,NA,"Ezechias P. Heringer","1979","10","31","Brazil","Distrito Federal",NA,"Brasília, near córrego Papuda. Campo cerrado. Hemiparasite on Eugenia dysenterica; haustoria strangling a large part of the host.",NA,NA,NA,NA,NA,NA,NA,"Heringer 2676","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"617","2008-05-27 22:02:00-03","MO","MOBOT","1367633","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","bolivianus","Phrygilanthus bolivianus","Engl.",NA,NA,NA,NA,"Miguel Bang",NA,NA,NA,"Bolivia",NA,NA,"in den Anden",NA,NA,NA,NA,NA,NA,NA,"Bang 6","South America",NA,NA,NA,NA,"3300.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"618","2008-05-27 22:02:00-03","MO","MOBOT","3413015","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","bolivianus","Phrygilanthus bolivianus","Engl.","Foster's 1958 catalog notes file",NA,NA,NA,"K. Pflanz","1910","3",NA,"Bolivia","La Paz",NA,"Palca, La Paz",NA,NA,NA,NA,NA,NA,NA,"Pflanz 400","South America",NA,NA,NA,NA,"3500.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"619","2008-05-27 22:02:00-03","MO","MOBOT","3399506","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","eugenioides","Phrygilanthus eugenioides","(Kunth) Eichler","Foster's 1958 catalog notes file",NA,NA,NA,"Otto Buchtien","1911","11",NA,"Bolivia",NA,NA,"Cotaña",NA,NA,NA,NA,NA,NA,NA,"Buchtien 274","South America",NA,NA,NA,NA,"2450.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"620","2008-05-27 22:02:00-03","MO","MOBOT","3409412","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","eugenioides","Phrygilanthus eugenioides","(Kunth) Eichler","Foster's 1958 catalog notes file",NA,NA,NA,"T. Herzog","1911","3",NA,"Bolivia",NA,NA,"Quebrada de las Pavas",NA,NA,NA,NA,NA,NA,NA,"Herzog 1835","South America",NA,NA,NA,NA,"1900.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"621","2008-05-27 22:02:00-03","MO","MOBOT","3409417","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","eugenioides","Phrygilanthus eugenioides","(Kunth) Eichler","Foster's 1958 catalog notes file",NA,NA,NA,"T. Herzog","1911","4",NA,"Bolivia",NA,NA,"Valley of Pocona",NA,NA,NA,NA,NA,NA,NA,"Herzog 2020","South America",NA,NA,NA,NA,"2800.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"622","2008-05-27 22:02:00-03","MO","MOBOT","3409431","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","eugenioides","Phrygilanthus eugenioides","(Kunth) Eichler","Foster's 1958 catalog notes file",NA,NA,NA,"E.W.D. Holway","1920","4","17","Bolivia","La Paz","Larecaja","Sorata","-68.63333","-15.76666",NA,NA,NA,NA,NA,"Holway 538","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"623","2008-05-27 22:02:00-03","MO","MOBOT","3412998","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","eugenioides","Phrygilanthus eugenioides","(Kunth) Eichler","Foster's 1958 catalog notes file",NA,NA,NA,"G. Mandon","1848",NA,NA,"Bolivia",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Mandon 1470","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"624","2008-05-27 22:02:00-03","MO","MOBOT","3413084","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","eugenioides","Phrygilanthus eugenioides","(Kunth) Eichler","Foster's 1958 catalog notes file",NA,NA,NA,"Henry H. Rusby","1886","4",NA,"Bolivia",NA,NA,"Mapiri",NA,NA,NA,NA,NA,NA,NA,"Rusby 1823","South America",NA,NA,NA,NA,"1524.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"625","2008-05-27 22:02:00-03","MO","MOBOT","3413104","PreservedSpecimen","Plantae","Loranthaceae","Phrygilanthus","eugenioides","Phrygilanthus eugenioides","(Kunth) Eichler","Foster's 1958 catalog notes file",NA,NA,NA,"R.S. Shepard","1920","8","6","Bolivia",NA,NA,"Cañon La Paz River",NA,NA,NA,NA,NA,NA,NA,"Shepard 176","South America",NA,NA,NA,NA,"3048.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"626","2014-09-18 14:46:00-03","MO","MOBOT","3085141","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","B. Stannard (K)",NA,NA,NA,"Feep|G.M. Araujo|J.N. Nakajima|P.E.A.M. Oliveira|P.R. Pereira|M.A. Ranal|I. Schiavini","1992","12","4","Brazil","Minas Gerais","Uberlândia","Estação Ecológica do Panga","-48.2771987915039","-18.9186000823975",NA,NA,NA,NA,NA,"Feep 432","South America",NA,NA,NA,NA,NA,NA,"58223","auto",NA,NA,"1",NA,NA,NA,NA
"627","2011-06-09 17:29:00-03","MO","MOBOT","722891","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt (LEA)",NA,NA,NA,"Vlastimil Zak|Jaime L. Jaramillo","1988","3","12","Ecuador","Carchi",NA,"Carretera Las Calderas-Monte Olivo. Vegetación de zona seca. Bosque seco Montano Bajo. Suelo arenoso.","-77.83333","0.33333",NA,NA,NA,NA,NA,"Zak 3408","South America",NA,NA,NA,NA,"2500.00000000",NA,NA,NA,NA,NA,"21",NA,"88-3",NA,NA
"628","2008-05-27 22:02:00-03","MO","MOBOT","986223","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J.Kuijt (UVIC)",NA,NA,NA,"T.L. Gragson","1993","8","12","Paraguay","Chaco",NA,"Chaco Boreal. Misión Santa Rosa. Manxuj Ethnobotanical Study. Kixleta plot.","-61.68333","-21.8",NA,NA,NA,NA,NA,"Gragson 157","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"4",NA,NA,NA,NA
"629","2008-05-27 22:02:00-03","MO","MOBOT","721530","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","J. Kuijt (UVIC)",NA,NA,NA,"Timothy J. Killeen|Israel G. Vargas C.|Bonifacio Mostacedo C.","1992","6","18","Bolivia","Chuquisaca","Luis Calvo","Cerca del limite con Santa Cruz. 10-30 km al E de Boyuibe. Matorral con Schinopsis y Aspidosperma quebracho-blanco. Muestras preservadas en alcohol.","-63","-20.41666",NA,NA,NA,NA,NA,"Killeen 4170","South America",NA,NA,NA,NA,"600.00000000","900.00000000",NA,NA,NA,NA,"11",NA,"50",NA,NA
"630","2013-08-23 04:12:00-03","MO","MOBOT","3369769","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","S. Altamirano",NA,NA,NA,"Erika Fernández","2004","2","6","Bolivia","Santa Cruz","Manuel Maria Caballero","Empalme. Mesobosque montano de yunga . Serie Mesotropical pluviestacional humeda de Blepharocalyx salicifolius - Prumnopitys exigua, entre algunas especies diferenciales: Myrcianthes callicoma, Weinmannia microphylla, W. sorbifolia, Clethra scabra, Oreopanax sp. y Dicksonia sellowiana. Sotobosque denso con melastomataceas y varias familias de pteridophytas","-64.7025","-17.83722",NA,NA,NA,NA,NA,"Fernández Terrazas 2573","South America",NA,NA,NA,NA,"2600.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"631","2009-08-21 06:48:00-03","MO","MOBOT","3087776","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Job Kuijt",NA,NA,NA,"Howard S. Irwin|Thomas R. Soderstrom","1964","10","26","Brazil","Goiás",NA,"Serra do Caiapó. Low trees at margin of gallery forest, bordering cerrado, ca. 50 km S. of Caiaponia on road to Jataí. Only 1 seen","-51.78333","-17.2",NA,NA,NA,NA,NA,"Irwin 7415","South America",NA,NA,NA,NA,"800.00000000","1000.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA
"632","2008-05-27 22:02:00-03","MO","MOBOT","3086802","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","Job Kuijt",NA,NA,NA,"Per Dusén","1914","2","12","Brazil","Paraná",NA,"Pinhaes, ad marginem silvulae",NA,NA,NA,NA,NA,NA,NA,"Dusén 14511","South America",NA,NA,NA,NA,"885.00000000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"633","2018-04-07 05:24:00-03","MO","MOBOT","100140745","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","M. Nee",NA,NA,NA,"Michael H. Nee|Steven R. Hill|A. Molina O.","2007","4","12","Bolivia","Santa Cruz","Manuel Maria Caballero","5 km N of turnoff from main highway, before crossing of Río Comarapa on dirt road from Comarapa up the Río Comarapa valley.","-64.5416666","-17.8791667",NA,NA,NA,NA,NA,"Nee 55057","South America",NA,NA,NA,NA,"1880.00000000","1900.00000000",NA,NA,NA,NA,"1",NA,NA,NA,NA
"634","2010-05-07 15:05:00-03","MO","MOBOT","100271973","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Arturo E. Burkart","1960","2","19","Uruguay","Rocha",NA,"Cerca de Castillo.",NA,NA,NA,NA,NA,NA,NA,"Burkart 21539","South America",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA
"635","2010-10-16 08:28:00-03","MO","MOBOT","100312913","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","G. A. Parada (USZ)",NA,NA,NA,"G.A. Parada|V.D. Rojas","2010","5","31","Bolivia","Santa Cruz","Vallegrande","Camino de Naranjos a Pampa Negra.","-64.2680556","-18.4694445",NA,NA,NA,NA,NA,"Parada-Gutierrez 2650","South America",NA,NA,NA,NA,"1689.00000000","1970.00000000",NA,NA,NA,NA,"1",NA,"10-17",NA,NA
"636","2017-05-02 10:31:00-03","MO","MOBOT","100345371","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","D. L. Nickrent (SIU)",NA,NA,NA,"G.A. Parada|V.D. Rojas|M. Betancur|M. Huanca","2011","1","17","Bolivia","Santa Cruz","Vallegrande","Frente a la capilla de Chañara, suelo pedregoso.","-64.4094444","-18.2147222",NA,NA,NA,NA,NA,"Parada-Gutierrez 2747","South America",NA,NA,NA,NA,"1423.00000000",NA,NA,NA,NA,NA,"5",NA,"11-3",NA,NA
"637","2018-07-02 13:13:00-03","MO","MOBOT","100364002","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","M. Caraballo (US)",NA,NA,NA,"Samuel Vilca C.|Abel Monteagudo|A. Peña|R. Francis","2005","11","17","Peru","Pasco","Oxapampa","Dist. Palcazu. Reserva Comunal Yanesha. Comunidad Nativa 7 de Junio. Sector Pampa Hermoza.","-75.3288889","-10.1947222",NA,NA,NA,NA,NA,"Vilca C. 545","South America",NA,NA,NA,NA,"410.00000000",NA,NA,NA,NA,NA,"8",NA,"1",NA,NA
"638","2017-05-02 09:36:00-03","MO","MOBOT","100376946","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","D. L. Nickrent (SIU)",NA,NA,NA,"M. Huanca|Miguelina Muñoz|F. Abasto","2011","4","10","Bolivia","Santa Cruz","Vallegrande","sobre el camino de chañara 500 m a 4 km. antes de la comunidad sobre laderas.","-64.4144444","-18.1983333",NA,NA,NA,NA,NA,"Huanca 56","South America",NA,NA,NA,NA,"1415.00000000",NA,NA,NA,NA,NA,"1",NA,"11-2",NA,NA
"639","2018-07-03 09:58:00-03","MO","MOBOT","100440279","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","M. Caraballo (US)",NA,NA,NA,"Luzmila Arroyo P.|G.A. Parada|Y. Inturias|C. Roth|M. Betancur|M. Huanca|M.T. Martinez|G. Toledo|E. Cordero|J.I. Bustamante","2011","9","23","Bolivia","Santa Cruz","Vallegrande","Localidad de Pampas Negras y alrededores. Suelo pedregoso.","-64.2922222","-18.3625",NA,NA,NA,NA,NA,"Arroyo Padilla 5773","South America",NA,NA,NA,NA,"1000.00000000","1100.00000000",NA,NA,NA,NA,"1",NA,"11-26",NA,NA
"640","2017-05-02 09:34:00-03","MO","MOBOT","100485874","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.","D. L. Nickrent (SIU)",NA,NA,NA,"Luzmila Arroyo P.|Y. Inturias|G.A. Parada|M. Betancur|M. Huanca|H. Fernandez|C. Roth|M.T. Martinez","2012","3","28","Bolivia","Santa Cruz","Vallegrande","Camino entre Vallegrande y Mataral, localidad Abra del Arrayanal, subiendo hacia la propiedad Finca Verde.","-64.1966666","-18.2102778",NA,NA,NA,NA,NA,"Arroyo Padilla 6508","South America",NA,NA,NA,NA,"1881.00000000",NA,NA,NA,NA,NA,"1",NA,"12-11",NA,NA
"641","2015-04-21 05:44:00-03","MO","MOBOT","100527161","PreservedSpecimen","Plantae","Loranthaceae","Tripodanthus","acutifolius","Tripodanthus acutifolius","(Ruiz & Pav.) Tiegh.",NA,NA,NA,NA,"Ivan Linneo|Mary Mendizábal","2008","10","12","Bolivia","Cochabamba","Carrasco","Palca, 10 km. al norte de la carretera antigua, entre Valle Hermoso y Totora.","-64.9561111","-17.7377777",NA,NA,NA,NA,NA,"Linneo Foronda 1547","South America",NA,NA,NA,NA,"2500.00000000","2830.00000000",NA,NA,NA,NA,"1",NA,NA,NA,NA
