"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","typeStatus","recordedBy","recordNumber","year","month","continentOcean","country","stateProvince","locality","preparationType","occurrenceRemarks","barcode","imagecode","identifiedBy","day","minimumElevationInMeters","maximumElevationInMeters","decimalLongitude","decimalLatitude","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","verbatimLongitude","verbatimLatitude","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem","previousCatalogNumber","sex"
"126","2020-12-20 21:15:52-03","UFV","VIC","7015","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Pinheiro, A.L.","s.n.","1981","05",NA,"Brasil","Minas Gerais","Campus da UFV, Dendrologia.",NA,NA,"VIC007015","VIC007015","Pinheiro, A.L.","28",NA,NA,"-42.8819007873535","-20.7539005279541","Viçosa","13937","auto","1981","05",NA,NA,"28",NA,NA,NA,NA,NA,NA
"127","2020-12-20 21:15:52-03","UFV","VIC","23674","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Zera, F.S.","s.n.","1999","07",NA,"Brasil","Minas Gerais","Varginha",NA,"Árvore, c.a. de 4,0 metros de altura. Planta melífera, madeira muito utilizada para cerca, moirão, estacas. Flor antes de prensada lilás.","VIC023674","VIC023674","Esteves, R.L.","24",NA,NA,"-42.8819007873535","-20.7539005279541","Viçosa","13937","auto","2004","07",NA,NA,"21",NA,NA,NA,NA,NA,NA
"128","2020-12-20 21:15:52-03","UFV","VIC","36920","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Siqueira, L.C. de; et al.","81","2005","10",NA,"Brasil","Minas Gerais","Comunidade Córrego dos Lanas, Fragmento da Senhora Lourdes Severina Costa. Entorno do Parque Estadual Serra do Brigadeiro (PESB). Floresta Estacional Semidecidual.",NA,"Árvore, c.a. de 4,0 metros de altura; presença de fruto.","VIC036920","VIC036920","Siqueira, L.C. de","05",NA,NA,"-42.5208015441895","-20.6667003631592","Araponga","16385","auto","2007","05",NA,NA,"18",NA,NA,NA,NA,NA,NA
"129","2020-12-20 21:15:52-03","UFV","VIC","36143","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Siqueira, L.C. de; et al.","577","2007","06",NA,"Brasil","Minas Gerais","Comunidade Córrego dos Lanas, Fragmento do Senhor José Pedro de Castro; entorno do Parque Estadual Serra do Brigadeiro. Floresta Estacional Semidecidual.",NA,"C.a. de 4,0 metros de altura, com botões florais não abertos e brancos; face abaxial da folha prateada.","VIC036143",NA,"Siqueira, L.C. de","01",NA,NA,"-42.5208015441895","-20.6667003631592","Araponga","16385","auto","2007","05",NA,NA,"18",NA,NA,NA,NA,NA,NA
"130","2020-12-20 21:15:52-03","UFV","VIC","30748","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Dias, J.","s.n.","2006","07",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Campo rupestre.",NA,"Planta com 2,0 metros de altura.","VIC030748","VIC030748","Almeida, G.S.S.","01",NA,NA,"-43.5080986022949","-20.2875003814697","Ouro Preto","44599","auto","2006","07",NA,NA,"09",NA,NA,NA,NA,NA,NA
"131","2020-12-20 21:15:52-03","UFV","VIC","30749","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Dias, J.","s.n.","2006","07",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Campo rupestre.",NA,"Planta com 2,0 metros de altura.","VIC030749","VIC030749","Almeida, G.S.S.","01",NA,NA,"-43.5080986022949","-20.2875003814697","Ouro Preto","44599","auto","2006","07",NA,NA,"09",NA,NA,NA,NA,NA,NA
"132","2020-12-20 21:15:52-03","UFV","VIC","30746","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Dias, J.","s.n.","2006","06",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Floresta Estacional Semidecídua Montana.",NA,"Planta com 10 metros de altura.","VIC030746","VIC030746","Almeida, G.S.S.","21",NA,NA,"-43.5080986022949","-20.2875003814697","Ouro Preto","44599","auto","2006","07",NA,NA,"09",NA,NA,NA,NA,NA,NA
"133","2020-12-20 21:15:52-03","UFV","VIC","21892","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Almeida, G.S.S.; Custódio, J.","500","2006","07",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, trilha do morro do cachorro.",NA,"Árvore de 2m, capítulos em glomerulos densos, flores alvas numerosa papilho lilás.","VIC021892",NA,NA,"26",NA,NA,"-43.5080986022949","-20.2875003814697","Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"134","2020-12-20 21:15:52-03","UFV","VIC","21894","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Almeida, G.S.S.; Custódio, J.","82","2005","08",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Trilha do tesoureiro",NA,"Arbusto de 2,8 m, flores lilases, papilho vináceo, coletada na margem de capão de encosta seca/ campo rupestre.","VIC021894",NA,NA,"24",NA,NA,"-43.5080986022949","-20.2875003814697","Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"135","2020-12-20 21:15:52-03","UFV","VIC","19336","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Silva, A.F. da","2388","2004","10",NA,"Brasil","Minas Gerais","APA Cachoeira das Andorinhas, Cerrado.",NA,"Árvore, c.a. de 6,0 metros de altura; frutos de cor de palha; folhas discolores, um tanto argentea na face inferior e verde-escuro na superior.","VIC019336","VIC019336",NA,"22",NA,NA,"-43.591167","-20.670778","Ouro Preto",NA,NA,NA,NA,"-43.591167","-20.670778",NA,NA,NA,NA,NA,NA,NA
"136","2020-12-20 21:15:52-03","UFV","VIC","36195","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Santos, M.R.","05","2010","06",NA,"Brasil","Minas Gerais","Parque Nacional das Sempre Vivas, Campo rupestre.",NA,"Arbusto, c.a. de 2,0 metros de altura. Corola lilás, folhas com a face abaxial cor branco-prata (tricomas). (Candeia).","VIC036195","VIC036195","Santos, M.R.","14",NA,NA,NA,NA,NA,NA,NA,"2010","06",NA,NA,NA,NA,NA,NA,NA,NA,NA
"137","2020-12-20 21:15:52-03","UFV","VIC","49247","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Saporetti, A W J","62","2006","03",NA,"Brasil","Bahia","Muçununga arborizada densa",NA,"Fanerófita, árvore com 5 metros de altura e 94,2 cm de CAS. Capítulos secos.; Espodossolo","VIC049247","VIC049247","Saporetti, A W J",NA,"45","45","-39","-17","Caravelas",NA,NA,NA,NA,"-39","-17",NA,NA,NA,NA,NA,NA,NA
"138","2020-12-20 21:15:52-03","UFV","VIC","52273","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Júnior, D.T.S.","s.n.","2018","07",NA,"Brasil","Minas Gerais","margens da estrada da Cachoeira do Falcão",NA,NA,"VIC052273",NA,NA,"14",NA,NA,NA,NA,"Lavras Novas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"139","2020-12-20 21:15:52-03","UFV","VIC","5250A","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Costa, J.M. da","s.n.","1977","07",NA,"Brasil","Minas Gerais","Parque Florestal da Serra de Ibitipoca",NA,"Árvore, c.a. de 8,0 - 10,0 metros de altura. Flores róseas. Madeira durável.","VIC05250A",NA,"Krieger, L.","14",NA,NA,NA,NA,NA,NA,NA,"1977","07",NA,NA,"14",NA,NA,NA,NA,NA,NA
"140","2020-12-20 21:15:52-03","UFV","VIC","9484","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Vieira, M.F.","277","1986","01",NA,"Brasil","Minas Gerais","Estrada que dá acesso ao Tangue Grande",NA,"Arbusto, c.a. de 2,0 metros de altura. Caule e folhas com pilosidade esbranquiçadas; flores lilases.","VIC009484","VIC009484","Brandão, M.","26",NA,NA,NA,NA,"Caraça",NA,NA,"1994","07",NA,NA,"01",NA,NA,NA,NA,NA,NA
"141","2020-12-20 21:15:52-03","UFV","VIC","52669","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Junior, H.V.P.","472","2019","03",NA,"Brasil","Espírito Santo","Pedra do Submarino",NA,"Cerca de 1,6m, folhas discolores, verde claro parte abaxial, inflorescência seca, sol, abundante.","VIC052669","VIC052669","Junior, H.V.P.","18",NA,NA,"-41.2902984619141","-20.1460990905762","Brejetuba","23265","auto","2019","04",NA,NA,"02",NA,NA,NA,NA,NA,NA
"142","2020-12-20 21:15:52-03","UFV","VIC","36909","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Siqueira, L.C. de; et al.","11","2005","09",NA,"Brasil","Minas Gerais","Comunidade Córrego dos Lanas, Sistema Agroflorestal do Sr. Ângelo e Sra. Lurdinha. Entorno do Parque Estadual Serra do Brigadeiro (PESB).",NA,"Árvore, c.a. de 5,0 metros de altura; presença de flor branca.","VIC036909","VIC036909","Siqueira, L.C. de","05",NA,NA,"-42.5208015441895","-20.6667003631592","Araponga","16385","auto","2007","05",NA,NA,"18",NA,NA,NA,NA,NA,NA
"143","2020-12-20 21:15:52-03","UFV","VIC","19337","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Silva, A.F. da","2405B","2004","10",NA,"Brasil","Minas Gerais","Lajedão sobre canga na estrada que vai em direção à Antônio Pereira.",NA,"Arvoreta, c.a. de 2,5 metros de altura; folhas discolores, sendo cinza clara na face inferior; capítulos em fruto.","VIC019337","VIC019337",NA,"23",NA,NA,"-43.5080986022949","-20.2875003814697","Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"144","2020-12-20 21:15:52-03","UFV","VIC","30747","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Dias, J.","s.n.","2006","07",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi (PEI), Campo rupestre.",NA,"Planta com 2,0 metros de altura.","VIC030747","VIC030747","Almeida, G.S.S.","01",NA,NA,"-43.5080986022949","-20.2875003814697","Ouro Preto","44599","auto","2006","07",NA,NA,"09",NA,NA,NA,NA,NA,NA
"145","2020-12-20 21:15:52-03","UFV","VIC","21893","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Almeida, G.S.S.; Custódio, J.","47","2005","08",NA,"Brasil","Minas Gerais","Parque Estadual do Itacolomi, Trilha da lagoa seca",NA,"Árvore de 2m, capítulos em glomerulos densos, flores alvas numerosa papilho lilás.","VIC021893",NA,NA,"22",NA,NA,"-43.5080986022949","-20.2875003814697","Ouro Preto","44599","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"146","2020-12-20 21:15:52-03","UFV","VIC","25975","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Balduino, A.P.C.; et al.","45","2000","11",NA,"Brasil","Minas Gerais","EFLEX, Cerrado stricto sensu.",NA,"Indivíduo arbóreo. Nº 1190.","VIC025975","VIC025975",NA,"17",NA,NA,"-44.4042015075684","-19.2744007110596","Paraopeba","26090","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"147","2020-12-20 21:15:52-03","UFV","VIC","14583","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Valente, G.E.; Ferreira, A.A.A.","55","1995","07",NA,"Brasil","Minas Gerais","Sobradinho próximo à Gruta de Sobradinho",NA,"Planta, c.a. de 4,0 metros de altura. Inflorescência de cor esverdeada.","VIC014583","VIC014583","Meira Neto, J.A.A.","21",NA,NA,"-44.9852981567383","-21.7222003936768","São Tomé das Letras","16076","auto","1995","08",NA,NA,"14",NA,NA,NA,NA,NA,NA
"148","2020-12-20 21:15:52-03","UFV","VIC","1474","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Kuhlmann, J.G.","s.n.","1934","11",NA,"Brasil","Minas Gerais","E. S. A. V.",NA,NA,"VIC001474","VIC001474","Magalhães, F.M.","08",NA,NA,"-42.8819007873535","-20.7539005279541","Viçosa","13937","auto","1965","09",NA,NA,"28",NA,NA,NA,NA,NA,NA
"149","2020-12-20 21:15:52-03","UFV","VIC","2786","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"Kuhlmann, J.G.","s.n.","1935","08",NA,"Brasil","Minas Gerais","E. S. A. V.",NA,NA,"VIC002786","VIC002786","Barroso, G.M.","13",NA,NA,"-42.8819007873535","-20.7539005279541","Viçosa","13937","auto","1963","08",NA,NA,NA,NA,NA,NA,NA,NA,NA
"150","2020-02-27 16:43:49-03","UFSC","CTBS","2803","PreservedSpecimen","Plantae",NA,NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeisch",NA,"Mota, M. & Marques-Neto, R.","45","2015","07",NA,"Brasil","Minas Gerais","Serra de Lima Duarte, vertente Norte. Serra do Pilão.",NA,"Arvoreta 3m, candeia, flores rosa forte. Perto e cerca, beira de trilha. Solo predregoso rico em mineral primário (quartzo)",NA,NA,NA,"27","1175","1175","-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"151","2019-11-21 14:31:49-03","UFJF","CESJ","56581","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. Menini Neto; F.R.G. Salimena; V.A.O. Dittrich; F.S. Souza; L.C.Pereira; R.Macedo; P.H. Nobre","801","2010","07","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, 22º 07.760S, 44º 43.453W. 1792 m.s.m.",NA,"Árvore, ca. 5m alt., comum no campo de altitude. Folhas discolores, face abaxial prateada, capítulos róseos.","CESJ056581",NA,"D.S. Santiago","25","1792","1792","-44.72925","-22.137778","Baependi",NA,NA,"2013","02","-44.72925","-22.137778",NA,NA,NA,NA,NA,NA,NA
"152","2019-11-21 14:31:49-03","UFJF","CESJ","63348","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"V.A.O. Dittrich","1831","2013","07","América do Sul","Brasil","Minas Gerais","Serra da Bandeira, Na trilha para o topo, face norte",NA,"Arbusto de aproximadamente 2m de altura em área aberta com solo arenoso. Corola alva, cálice lilás. Flores aromáticas (aroma adocicado).","CESJ063348",NA,"B. Loeuille","21","1470","1470","-44.006386","-22.012656","Bom Jardim de MInas",NA,NA,"2013","07","-44.006386","-22.012656",NA,NA,NA,NA,NA,NA,NA
"153","2019-11-21 14:31:49-03","UFJF","CESJ","9030","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. Krieger","CESJ9030","1970","07","América do Sul","Brasil","Minas Gerais",NA,NA,"Árvore pequena, em terreno arenoso.","CESJ009030",NA,"L.C.Pereira","28",NA,NA,NA,NA,"Santa Rita do Jacutinga",NA,NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"154","2019-11-21 14:31:49-03","UFJF","CESJ","10663","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. Krieger","CESJ10663","1971","06","América do Sul","Brasil","Minas Gerais",NA,NA,"Árvore regular 4-5 m, do cerrado, flores lilacíneas.","CESJ010663",NA,"L.C.Pereira","10",NA,NA,"-43.801399230957","-20.2532997131348","Itabirito","20553","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2019-11-21 14:31:49-03","UFJF","CESJ","34036","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"F.S. Araújo; L.C.S. Assis","96","2001","06","América do Sul","Brasil","Minas Gerais","arredores do Parque Estadual de Ibitipoca, estrada para o distrito de Moreiras. Setor oeste.",NA,"Árvore com tronco fortemente sulcado, presença liquens, folhas discolores, estruturas reprodutivas em botões com coloração bege. Muito comum no local, que é um cerrado com inflorescência antrópica.","CESJ034036",NA,"J.N. Nakajima","26",NA,NA,"-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto","2003","05",NA,NA,NA,NA,NA,NA,NA,NA,NA
"156","2020-06-30 18:31:59-03","UFJF","CESJ","28985","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"P.P. Dib; L.G.Rodela","95","1996","02","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca",NA,"Campo rupestre, ap. 1500 m alt., vertente sudeste do Morro da Lombada. Amplamente distribuido pela área do Parque.","CESJ028985",NA,"L.C.Pereira","18",NA,NA,"-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2019-11-21 14:31:49-03","UFJF","CESJ","26827","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"R.C. Oliveira","192","1993","07","América do Sul","Brasil","Minas Gerais","próximo à Cachoeira das Andorinhas",NA,"Candeia. Árvore ca. 7 m. alt., muito visitada por abelhas.","CESJ026827",NA,"L.C.Pereira","05",NA,NA,"-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"158","2019-11-21 14:31:49-03","UFJF","CESJ","8614","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. Krieger","CESJ8614","1970","05","América do Sul","Brasil","Minas Gerais","Serra de Ibitipoca",NA,"No campo, arbusto 4 m. Folhas cinéreas na face dorsal.","CESJ008614",NA,"L.C.Pereira","14",NA,NA,"-43.793098449707","-21.8425006866455","Lima Duarte","30417","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"159","2019-11-21 14:31:49-03","UFJF","CESJ","54233","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"J.A. Oliveira; F.S. Souza; J.H.C. Ribeiro; J.M. Santana","86","2009","08","América do Sul","Brasil","Minas Gerais","Serra Negra, Serrinha, Sítio do Degredo",NA,"Árvore, 3m, no campo rupestre, folhas discolores, cálice vináceo, frutos vináceos.","CESJ054233",NA,NA,"21",NA,NA,"-43.937198638916","-21.8607997894287","Olaria","15222","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"160","2019-11-21 14:31:49-03","UFJF","CESJ","54190","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"J.H.C. Ribeiro; F.S. Souza; J.A. Oliveira; J.M. Santana","185","2009","08","América do Sul","Brasil","Minas Gerais","Serra Negra, Serrinha, Sítio do Rinaldo Degredo.",NA,"Árvore, 4m, no campo rupestre. Folhas discolores com face abaxial prateada. Inflorescências alvas.","CESJ054190",NA,"C.N. Matozinhos","21",NA,NA,"-43.937198638916","-21.8607997894287","Olaria","15222","auto","2010","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"161","2019-11-21 14:31:49-03","UFJF","CESJ","42718","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"C.N. Matozinhos; O.J. Bastos Neto; B.F.Mello; F.R.G. Salimena; P.H. Nobre","13","2004","08","América do Sul","Brasil","Minas Gerais","Serra Negra, Vilarejo do Funil.",NA,"Árvore 3m em campo rupestre. Flores róseas, frutos róseos.","CESJ042718",NA,"R.L.Esteves","20",NA,NA,"-43.8278007507324","-22.0891990661621","Rio Preto","20815","auto","2004","09",NA,NA,"02",NA,NA,NA,NA,NA,NA
"162","2019-11-21 14:31:49-03","UFJF","CESJ","30875","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"R.G. Silveira; F.R.G. Salimena; L.G. Canani; K. Oliveira; C.A.N. Ribeiro","s.n.","1996","09","América do Sul","Brasil","Minas Gerais","UHE de Mello, área diretamente afetada (ce 07)",NA,"Candeia. Com frutos, com flores creme, árvore com 3 m de altura.","CESJ030875",NA,"L.C.Pereira","14",NA,NA,"-43.8278007507324","-22.0891990661621","Rio Preto","20815","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2019-11-21 14:31:49-03","UFJF","CESJ","65387","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"B.E. Conde","399","2013","06","América do Sul","Brasil","Minas Gerais","São Bento, Coletada em Floresta de fronte a casa do Sr. Alberto do Nascimento à 720 m da principal mina e nascente utilizada pela comunidade.",NA,"Arbórea (aprox 4,0m) com flores brancas, e troncos retorcidos de DAP 10 cm.","CESJ065387",NA,"B.E. Conde","26",NA,NA,"-43.5525016784668","-21.4566993713379","Santos Dumont","25699","auto","2014","07",NA,NA,"06",NA,NA,NA,NA,NA,NA
"164","2019-11-21 14:31:49-03","UFJF","CESJ","7252","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. Krieger","CESJ7252","1969","10","América do Sul","Brasil","Minas Gerais",NA,NA,"Sobre arenito, arvore pequena 2-3 m com copa quase esférica.","CESJ007252",NA,"L.C.Pereira",NA,NA,NA,"-44.2616996765137","-21.1355991363525","São João Del Rei","39093","auto","2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"165","2019-11-21 14:31:49-03","UFJF","CESJ","60248","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"D.S. Santiago; J. H. Campos","87","2012","08","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio",NA,"Árvore, ca. 2 m, flores lilases, folhas discolores. Na estrada indo para o centro de pesquisador. Na borda da Mata de Araucária.","CESJ060248",NA,NA,"17",NA,NA,"-44.8899993896484","-21.9589004516602","Baependi","29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"166","2019-11-21 14:31:49-03","UFJF","CESJ","62924","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"D.S. Santiago; J.H.C. Ribeiro","546","2013","05","América do Sul","Brasil","MInas Gerais","Parque Estadual da Serra do Papagaio, Borda da Mata de Araucária proxima a antiga estrada para Alagoa.",NA,"Árvore, ca. 3 m, folhas discolores, inflorescencias acinzentadas.","CESJ062924",NA,NA,"31",NA,NA,"-44.8899993896484","-21.9589004516602","Baependi","29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"167","2019-11-21 14:31:49-03","UFJF","CESJ","58017","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"F.R.G. Salimena; P.H. Nobre; L.C.Pereira; R.M.Mello","3349","2011","06","América do Sul","Brasil","Minas Gerais","Parque Estadual da Serra do Papagaio, Campo rupestre no Garrafão.",NA,"Arvoreta ca. 3,0 m, folhas discolores e capítulos paleáceos.","CESJ058017",NA,"D.S. Santiago","12",NA,NA,"-44.6418991088867","-22.1706008911133","Alagoa","13155","auto","2013","02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"168","2019-11-21 14:31:49-03","UFJF","CESJ","10077","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. Krieger; U.C. Câmara","CESJ10077","1971","02","América do Sul","Brasil","Minas Gerais",NA,NA,"Subarbusto, flores botão creme. Caule e face dorsal das folhas esbranquiçadas. No cerrado.","CESJ010077",NA,"L.C.Pereira","17",NA,NA,NA,NA,"Santana de Pirapetinga",NA,NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2019-11-21 14:31:49-03","UFJF","CESJ","22330","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"L. Krieger; et al.","CESJ0174","1988","05","América do Sul","Brasil","Minas Gerais","Parque Nacional do Caparaó, Tronqueira",NA,"Árvore pequena a média, dominante à altitude de aprox. 1400 msm em diante, no terreno pedregoso. Pappus avermelhados.","CESJ022330","CESJ022330","L.C.Pereira","01",NA,NA,NA,NA,NA,NA,NA,"2012","03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"170","2020-06-30 18:31:59-03","UFJF","CESJ","66361","PreservedSpecimen","Plantae","Angiosperma",NA,"Asteraceae","Eremanthus","erythropappus","Eremanthus erythropappus","(DC.) MacLeish",NA,"B. Moreira; L.C.D. Dias","7","2014","10","América do Sul","Brasil","Minas Gerais","Parque Estadual do Ibitipoca, Nanofloresta nebular, atrás do camping",NA,"Árvore, ca. 8m, flores com extremidades roxas","CESJ066361",NA,"B. Moreira","18","1380","1380","-43.901111","-21.718889","Lima Duarte",NA,NA,"2014","11","-43.901111","-21.718889","21",NA,NA,NA,NA,NA,NA
