"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","yearIdentified","monthIdentified","dayIdentified","recordedBy","recordNumber","year","month","day","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","verbatimLongitude","verbatimLatitude","minimumElevationInMeters","maximumElevationInMeters","occurrenceRemarks","barcode","imagecode","phylum","order","continentOcean","preparationType","coordinatePrecision","geoFlag","infraspecificEpithet","class","relatedCatalogItem","individualCount","fieldNumber","typeStatus","previousCatalogNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","408396","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.",NA,NA,NA,NA,"H. L. de M. Barreto","22814","1936","11","05","Brazil","Minas Gerais",NA,"Serra do Cipó","-43.539757","-19.388386",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445928' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408396","NY00408396_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","408302","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.",NA,NA,NA,NA,"K. Kubitzki","79-4","1979","08","09","Brazil","Rio de Janeiro","Petrópolis","Serra da Estrella, above Meio da Serra","-43.1783","-22.505",NA,NA,"500","500","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445935' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408302","NY00408302_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","408289","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"J. R. Pirani","2415","1988","11","23","Brazil","Espírito Santo","Guarapari","Rodovia do Sol, estrada que liga a BR-101 à Praia do Sol e Praia Setiba na ES-060, a 4 km da BR 101","-40.45","-20.52",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445921' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408289","NY00408289_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","408298","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","G. G. Hatschbach",NA,NA,NA,"G. G. Hatschbach","39893","1977","05","04","Brazil","Paraná","Cerro Azul","Barra do Turvo","-49.2608","-24.8236",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445927' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408298","NY00408298_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","408291","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","H. de S. Barreiros",NA,NA,NA,"D. S. D. de Araújo","7031","1985","11","01","Brazil","Bahia","Porto Seguro","Estaçao Ecológica do Pau Brasil (CEPLAC), 17 km antes de Porto Seguro","-39.0644","-16.4497",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445916' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408291","NY00408291_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","408301","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"J. R. Pirani","3451","1994","12","05","Brazil","Espírito Santo","Linhares","Rodovia Linhares-Rio Bananal, Mata na Fazenda Lagoa Nova, ca. 20 km W de Linhares; N do Rio Doce","-40.0719","-19.3911",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445920' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408301","NY00408301_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","408297","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","A. C. P. de Candolle",NA,NA,NA,"P. W. Lund",NA,NA,NA,NA,"Brazil","Rio de Janeiro","Rio de Janeiro","Ad Rio de Janeiro","-43.448386","-22.913514",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445925' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408297","NY00408297_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","408296","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.",NA,NA,NA,NA,"G. G. Hatschbach","21475","1969","05","14","Brazil","Paraná","Terra Boa","Fda. Murerê","-52.4442","-23.7683",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445930' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408296","NY00408296_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","408288","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"J. R. Pirani","3080","1994","02","21","Brazil","Espírito Santo","Aracruz","Bairro Coqueiral. Trilha dos Cambarás","-40.2731","-19.8206",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445918' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408288","NY00408288_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","777889","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"J. G. Jardim","1546","1998","02","18","Brazil","Bahia","Jussari","Rod. Jussari/Palmira. Entrada ca. 7.5 km pecorrendo mais 1.7 km até a sede da Fezenda Teimoso. Serra do Teimoso. RPPN Serra do Teimoso","-39.58","-15.17",NA,NA,"300","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=339569' target='other'> <mi>dwc_moreinfo</mi></a>","NY00777889","NY00777889_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","408398","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"A. F. M. Glaziou","11833",NA,NA,NA,"Brazil",NA,NA,"Brasilia",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445929' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408398","NY00408398_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","408293","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.",NA,NA,NA,NA,"R. Reitz","3718","1956","09","20","Brazil","Santa Catarina","Ibirama","Ibirama","-49.534691","-27.013976",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445931' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408293","NY00408293_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","408303","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.",NA,NA,NA,NA,"T. D. Pennington","10189","1978","04","08","Brazil","Bahia","Jussari","Mun. Itabun. 3.5 km NW of Jucari","-39.4953","-15.1917",NA,NA,"200","200","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445936' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408303","NY00408303_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","408292","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"P. K. H. Dusén","8413","1909","07","09","Brazil","Santa Catarina","Sao Francisco do Sul","Sao Francisco","-48.6381","-26.2433",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445933' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408292","NY00408292_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","408295","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"W. W. Thomas","10262","1994","02","03","Brazil","Bahia","Itapetinga","Itapetinga, Parque da Matinha.","-40.2347","-15.2392",NA,NA,"270","270","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445919' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408295","NY00408295_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","408299","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","S. M. Silva",NA,NA,NA,"S. M. Silva",NA,"1986","04","12","Brazil","Paraná","Caiobá","Ilha do Farol",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445926' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408299","NY00408299_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","02674793","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"W. W. Thomas","13133","2002","08","07","Brazil","Bahia","Jussari","Reserva Serra do Teimoso. 7.5 km N of Jussari on road to Palmira, then 2 km W to Fazenda Teimoso","-39.52908","-15.155617",NA,NA,"300","450","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=687678' target='other'> <mi>dwc_moreinfo</mi></a>","NY02674793","NY02674793_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","01806198","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"W. W. Thomas","14258","2004","09","25","Brazil","Bahia","Mun. Guaratinga","Forest to the south of Pedra Cruzeiro do Sul, 8.7 km SE of São João do Sul (first on road to Cabeceira do Sul and then on fazenda road that goes around east side of Pedia Cruzeiro do Sul).",NA,NA,NA,NA,"250","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=828376' target='other'> <mi>dwc_moreinfo</mi></a>","NY01806198","NY01806198_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","01096180","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","J. A. Pastore",NA,NA,NA,"F. de Barros","1262","1986","04","09","Brazil","São Paulo","Cananéia","Ilha do Cardoso. Proximidades da Praia do Ipanema, Morro do Tassuva.","-47.966514","-25.140513",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1234016' target='other'> <mi>dwc_moreinfo</mi></a>","NY01096180","NY01096180_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","408399","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.",NA,NA,NA,NA,"L. Riedel","s.n.",NA,NA,NA,"Brazil",NA,NA,"{From protologue: Ad Serra da Piedade]",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445938' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408399","NY00408399_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","408300","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"G. G. Hatschbach","21417","1969","04","23","Brazil","Paraná","Paranaguá","Baia Paranaguá","-48.5092","-25.5203",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445917' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408300","NY00408300_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","408290","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","H. de S. Barreiros",NA,NA,NA,"D. S. D. de Araújo","7044","1985","11","25","Brazil","Rio de Janeiro","Macaé","Fda. Jurubatiba","-41.7867","-22.3708",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445915' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408290","NY00408290_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","822912","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.",NA,NA,NA,NA,"G. G. Hatschbach","15585","1967","01","01","Brazil","Paraná",NA,"Morro do Boi, granite dome on peninsula near Caiobá",NA,NA,NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=929852' target='other'> <mi>dwc_moreinfo</mi></a>","NY00822912","NY00822912_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","408294","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.",NA,NA,NA,NA,"G. G. Hatschbach","15585","1967","01","01","Brazil","Paraná","Paranaguá","Caiobá, Morro do Boi","-48.5092","-25.5203",NA,NA,"50","50","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445932' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408294","NY00408294_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","170013","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"J. A. Kallunki","642","1995","02","19","Brazil","Rio de Janeiro","Saquarema","Rio Seco, between Bacaxá and Sampaio Correia, near dirt road through settlement.","-42.5102996826172","-22.9200000762939",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445924' target='other'> <mi>dwc_moreinfo</mi></a>","NY00170013","NY00170013_01","Magnoliophyta","Sapindales","South America","sheet","17036","auto",NA,NA,NA,NA,NA,NA,NA,NA
"36","2021-03-15 16:37:00-03","NY","NYBG","408528","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"J. A. Kallunki","551","1994","02","16","Brazil","Bahia","Aurelino Leal","10-11 km W of BR-101 on road from Aurelino Leal do Lage do Banco","-39.38","-14.33",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=430830' target='other'> <mi>dwc_moreinfo</mi></a>","NY00408528","NY00408528_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2021-03-15 16:37:00-03","NY","NYBG","632006","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"A. M. Amorim","2885","1999","04","21","Brazil","Bahia","Jussari","Palmira. Entrada ca. 7,5 km de Jussari. Faz. Teimoso. RPPN Serra do Teimoso","-39.5286","-15.1581",NA,NA,NA,NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=606858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00632006","NY00632006_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"38","2021-03-15 16:37:00-03","NY","NYBG","517978","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"W. W. Thomas","11875","1999","01","31","Brazil","Bahia","Jussari","Serra do Teimoso, 7.5 km N then W of Jussari on road to Palmira, then 2 km S to Fazenda Teimoso, then 20 min walk to Reserva da Fazenda Teimoso","-39.5233","-15.155",NA,NA,"300","300","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445922' target='other'> <mi>dwc_moreinfo</mi></a>","NY00517978","NY00517978_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"39","2021-03-15 16:37:00-03","NY","NYBG","476178","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","T. D. Pennington",NA,NA,NA,"J. G. Jardim","1865","1999","01","01","Brazil","Bahia","Jussari","Rod. Jussari-Palmira, entrada ca. 7,5 km. Faz. Teimoso a 1,5 km E da entrada. Reserva do patrimônio Natural (RPPN), Serra do Teimoso","-39.58","-15.17",NA,NA,"400","400","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=445923' target='other'> <mi>dwc_moreinfo</mi></a>","NY00476178","NY00476178_01","Magnoliophyta","Sapindales","South America","sheet",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"40","2021-02-18 09:30:11-03","UNESP-IBB","BOTU","25290","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casareti","Trichilia casareti","C. DC.","Dias, M.C.","1999",NA,NA,"da Luz, B.B.",NA,"1995","11","17","Brasil","Paraná","Ribeirão Claro","Rio Paranapanema",NA,NA,"9999","9999",NA,NA,NA,"BOTU025290",NA,NA,NA,"FUEL",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2021-02-08 11:09:29-03","UNESP-IBB","BOTU","29506","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casareti","Trichilia casareti","C. DC.",NA,NA,NA,NA,"Bignotto, R.B.","332","2004","06","18","Brasil","São Paulo","Botucatu",NA,"-48.433333","-22.866667","48°26'w","22°52's",NA,NA,"Árvore de 2m, com frutos verdes imaturos.; Coleção: Jardim Botânico UNESP Botucatu","BOTU029506",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-11-13 09:20:20-03","UFRJ","RFA","42442","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.","B.C. Kurtz",NA,NA,NA,"B.C. Kurtz; D. Oliveira; J. Caruso","s.n.","2004","06","24","Brasil","Rio de Janeiro","Quissamã","Parque Nacional da Restinga de Jurubatiba. Cordão de mata, com sinais de corte antigo, na margem esquerda (de quem olha para o mar) da lagoa Paulista","-41.4721984863281","-22.1067008972168",NA,NA,NA,NA,"Área F, indivíduo 349 ( do inventário fitossociológico). Arvoreta 4,5 m de altura. DAP: 5,4 cm; com frutos","RFA36724",NA,NA,NA,NA,NA,"33509","auto",NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-06-29 11:31:29-03","UFRJ","RFA","39862","PreservedSpecimen","Plantae","Meliaceae","Trichilia","casaretti","Trichilia casaretti","C.DC.",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Brasil","Rio de Janeiro","Guapimirim","Adjacente à entrada da Estação Ecológica Paraíso","-42.905278","-22.493333","42º54'19''W","22º29'36''S","50","50","Árvore com PAP de 29,9 cm.","RFA45996",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
