"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","typeStatus","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","county","individualCount","yearIdentified","verbatimLongitude","verbatimLatitude","fieldNumber","sex","monthIdentified","dayIdentified"
"1","2021-03-15 16:37:00-03","NY","NYBG","273451","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","superbum","Chrysophyllum superbum","T.D.Penn.","T. D. Pennington","type","R. de Lemos Fróes","317","1941","08","14","South America","Brazil","Amazonas","Basin of the Rio Solimões, São Paulo de Olivença, Rio Tonantins","-68.1439233","-2.7150365","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=673014' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273451","NY00273451_01 NY00273451_02",NA,NA,NA,NA,NA,NA,NA,NA,NA
"2","2021-03-15 16:37:00-03","NY","NYBG","273452","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","superbum","Chrysophyllum superbum","T.D.Penn.","T. D. Pennington","type","R. de Lemos Fróes","317","1941","08","14","South America","Brazil","Amazonas","Basin of the Rio Solimões, São Paulo de Olivença, Rio Tonantins","-68.1439233","-2.7150365","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=673015' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273452","NY00273452_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"3","2021-03-15 16:37:00-03","NY","NYBG","01176100","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","superbum","Chrysophyllum superbum","T.D.Penn.","T. D. Pennington",NA,"R. de Lemos Fróes","310","1941","08","12","South America","Brazil","Amazonas","Basin of Rio Negro. Rio Tonantins.","-68.1439233","-2.7150365","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1330678' target='other'> <mi>dwc_moreinfo</mi></a>","NY01176100","NY01176100_01 NY01176100_02","São Paulo de Olivença",NA,NA,NA,NA,NA,NA,NA,NA
"4","2021-03-15 16:37:00-03","NY","NYBG","273450","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","superbum","Chrysophyllum superbum","T.D.Penn.","T. D. Pennington","type","R. de Lemos Fróes","317","1941","08","14","South America","Brazil","Amazonas","Basin of the Rio Solimões, São Paulo de Olivença, Rio Tonantins","-68.1439233","-2.7150365","sheet","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=673013' target='other'> <mi>dwc_moreinfo</mi></a>","NY00273450","NY00273450_01 NY00273450_02 NY00273450_03",NA,NA,NA,NA,NA,NA,NA,NA,NA
"5","2021-03-15 16:37:00-03","NY","NYBG","337590","PreservedSpecimen","Plantae","Magnoliophyta","Ericales","Sapotaceae","Chrysophyllum","superbum","Chrysophyllum superbum","T.D.Penn.","T. D. Pennington","type","R. de Lemos Fróes","317","1941","08","14","South America","Brazil","Amazonas","Basin of the Rio Solimões, São Paulo de Olivença, Rio Tonantins","-68.1439233","-2.7150365","boxed","<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=673012' target='other'> <mi>dwc_moreinfo</mi></a>","NY00337590","NY00337590_01",NA,NA,NA,NA,NA,NA,NA,NA,NA
"6","2013-01-30 16:46:00-02","MO","MOBOT","100400201","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","superbum","Chrysophyllum superbum","T.D. Penn.","T.D. Pennington - TYPE","Isotype","Ricardo de Lemos Fróes","Fróes 317","1941","8","14","South America","Brazil","Amazonas","Basin of Rio Solimões. São Paulo de Olivença. Rion Tonantins.",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,NA,NA,NA
"7","2020-08-31 08:54:28-03","INPA","INPA","158905","S","Plantae","Dicotyledon Asterids","Ericales","Sapotaceae","Chrysophyllum","superbum","Chrysophyllum superbum","T.D.Penn.","Pennington, TD",NA,"Fróes, RL","310","1941","08","12","Southern America","Brasil","Amazonas","Rio Tonantins, Basin of Rio Negro. Rio Tonantins.","-68.143923","-2.715037",NA,NA,"INPA0158905","INPA0158905 INPA0158905_e","São Paulo de Olivença",NA,"1988","-68.143923","-2.715037",NA,NA,NA,NA
"8","2010-08-16 16:43:02-03","GH","HU-HERB","GH 00055733","PreservedSpecimen","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","superbum","Chrysophyllum superbum","T. D. Pennington",NA,"Isotype","R. L. Fróes","317","1941","8","14","South America","Brazil","Amazonas","Basin of Solimoes, Sao Paulo de Olivenca, Rio Tanantins, terra firme",NA,NA,"Sheet",NA,NA,NA,NA,NA,NA,NA,NA,"317","undetermined",NA,NA
"9","2014-09-23 10:59:40-03","G","G","G00439203","S","Plantae",NA,NA,"Sapotaceae","Chrysophyllum","superbum","Chrysophyllum superbum","T. D. Penn.","Pennington, T. D.","ISOTYPUS of Chrysophyllum superbum T. D. Penn.","Fróes, R. de L.","317","1941","08","14","AMERIQUE DU SUD","Brazil","Amazonas",NA,"-65.08583333","-4.14444444",NA,"Coordinate uncertainty: Precision at the level of departement/region Image URL: No picture available on the institution's web site","G00439203",NA,NA,NA,"1986","-65.08583333","-4.14444444",NA,NA,"01","01"
