"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","day","continentOcean","country","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","preparationType","occurrenceRemarks","barcode","imagecode","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","coordinatePrecision","geoFlag","class","relatedCatalogItem","dayIdentified","typeStatus","fieldNumber","individualCount","infraspecificEpithet"
"355","2021-03-15 18:28:23-03","USP","SPF","167248","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Anônimo","Motta, LB","13","2004","01","17",NA,"Brasil","Minas Gerais","Santana do Riacho","Serra do Cipó, Vale Mãe d#?#Água, subida da estrada dos escravos; campo recém queimado.","-43.7144012451172","-19.1688995361328",NA,NA,NA,"Erva ca. 30 cm alt., com sistema subterrâneo bem desenvolvido. Pétalas e estaminódios amarelos.","SPF00167248",NA,NA,NA,NA,NA,"26557","auto",NA,NA,NA,NA,NA,NA,NA
"356","2021-03-15 18:28:23-03","USP","SPF","166617","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Schreiner, M","Freire, GQ","s.n.","2002","10","19",NA,"Brasil","São Paulo","Franco da Rocha","Parque Estadual do Juquery","-46.7200012207031","-23.3199996948242",NA,NA,NA,"Planta herbácea de porte pequeno, com sistema subterrâneo vermelho claro, flor amarela, caule ereto folhoso, folhas de borda pilosa, filotaxia oposta cruzada.","SPF00166617","SPF00166617",NA,NA,"2002","05","12135","auto",NA,NA,NA,NA,NA,NA,NA
"357","2021-03-15 18:28:23-03","USP","SPF","114883","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Marcondes-Ferreira, W","1241","1996","01","17",NA,"Brasil","São Paulo","Pedregulho","No começo da estrada para estreito. Campo com solo arenoso, com muito cascalho.","-47.4700012207031","-20.25",NA,NA,NA,"Subarbusto ereto, até 30 cm, com xilopódio, fl. amarelas com 1 pétala c/ ápice vináceo.","SPF00114883","SPF00114883",NA,NA,"1998",NA,"27552","auto",NA,NA,NA,NA,NA,NA,NA
"358","2021-03-15 18:28:23-03","USP","SPF","17317","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Ferri, MG","s.n.","1944","03","07",NA,"Brasil","São Paulo","Pirassununga","Cerrado de Emas","-47.4199981689453","-21.9899997711182",NA,NA,NA,"Herva.","SPF00017317","SPF00017317",NA,NA,"1997",NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA
"359","2021-03-15 18:28:23-03","USP","SPF","17306","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Rawitscher, FK","s.n.","1943","01","12",NA,"Brasil","São Paulo","Pirassununga","Cerrado de Emas","-47.4199981689453","-21.9899997711182",NA,NA,NA,"Herva.","SPF00017306","SPF00017306",NA,NA,NA,NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA
"360","2019-11-13 11:24:26-03","USP","SPF","117771","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Longhi-Wagner, HM","3243","1996","01","26",NA,"Brasil","São Paulo","Pirassununga","Cerrado de Emas","-47.4199981689453","-21.9899997711182",NA,NA,NA,NA,"SPF00117771","SPF00117771",NA,NA,"1998",NA,"24621","auto",NA,NA,NA,NA,NA,NA,NA
"361","2019-11-13 11:24:26-03","USP","SPF","12531","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Hoehne, W","s.n.","1948","12","16",NA,"Brasil","São Paulo","São Paulo","Brooklyn Paulista. Campo seco.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00012531","SPF00012531",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"362","2019-11-13 11:24:26-03","USP","SPF","13259","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Vieira, LL","s.n.","1948","04","15",NA,"Brasil","São Paulo","São Paulo","Campo.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00013259","SPF00013259",NA,NA,NA,NA,"53584","auto",NA,NA,NA,NA,NA,NA,NA
"363","2019-11-13 11:24:26-03","USP","SPF","11054","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","Mamede, MCH","Hoehne, W","s.n.","1942","01","29",NA,"Brasil","São Paulo","São Paulo","Campo Congonhas. Campo seco.","-46.6300010681152","-23.5400009155273",NA,NA,NA,NA,"SPF00011054","SPF00011054",NA,NA,"1996","06","53584","auto",NA,NA,"17",NA,NA,NA,NA
"364","2019-10-07 09:31:55-03","UEFS","HUEFS","147386","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A.Francener","Silva, U.C.S.","97","2009","01","24",NA,"Brasil","Goiás","Alto Paraíso","GO 118, mais ou menos 14 Km de Alto Paraíso em direção a São João da Aliança.","-47.525556","-14.042222","1530","1530",NA,"Afloramento rochoso.","HUEFS0147386","HUEFS0147386","47W31'32''","14S2'32''","2014","04",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"365","2019-10-07 09:31:55-03","UEFS","HUEFS","105204","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Rapini, A.","1280","2006","01","03",NA,"Brasil","Minas Gerais","São João del Rei","Serra do Lenheiro","-44.2616996765137","-21.1355991363525",NA,NA,NA,NA,"HUEFS0105204","HUEFS0105204",NA,NA,NA,NA,"39093","auto","Rosanae",NA,NA,NA,NA,NA,NA
"366","2019-10-07 09:31:55-03","UEFS","HUEFS","104434","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","P.D.Carvalho","Nunes, T.S.","1664","2006","01","10",NA,"Brasil","Bahia","Licínio de Almeida","5 Km antes da entrada da cidade.","-42.487222","-15.146667",NA,NA,NA,"Campo rupestre.","HUEFS0104434","HUEFS0104434","42W29'14''","15S8'48''","2006","02",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"367","2019-10-07 09:31:55-03","UEFS","HUEFS","104323","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","P.D.Carvalho","Nunes, T.S.","1553","2006","01","10",NA,"Brasil","Bahia","Caetité","6 Km ao Sul de Caetité na estrada para Brejinho das Ametistas.","-42.504167","-14.129722",NA,NA,NA,"Cerrado.","HUEFS0104323","HUEFS0104323","42W30'15''","14S7'47''","2006","02",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"368","2019-10-07 09:31:55-03","UEFS","HUEFS","112722","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","R.Sebastiani","Conceição, A.S.","875","2005","02","17",NA,"Brasil","Minas Gerais","Conceição do Mato Dentro","Costa Serra, Serra do Amarelo.","-43.638333","-18.695833","1096","1096",NA,"Campo Rupestre.","HUEFS0112722","HUEFS0112722","43W38'18''","18S41'45''","2009","10",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"369","2019-10-07 09:31:55-03","UEFS","HUEFS","151450","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A.M.Amorim","Rapini, A.","1855","2009","01","26",NA,"Brasil","Mato Grosso","Nova Xavantina","Região do Banco Safra.","-52.640278","-14.344444","420","420",NA,NA,"HUEFS0151450","HUEFS0151450","52W38'25''","14S20'40''","2011","07",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"370","2019-10-07 09:31:55-03","UEFS","HUEFS","162192","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A.M.Amorim","Melo, E.","8003","2010","04","24",NA,"Brasil","Bahia","Alagoinhas",NA,"-38.359444","-12.065","174","174",NA,"Cerrado.","HUEFS0162192","HUEFS0162192","38W21'34''","12S3'54''","2011","07",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"371","2019-10-07 09:31:55-03","UEFS","HUEFS","169381","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Cotrim, A.","154",NA,NA,NA,NA,"Brasil","Bahia","Barreiras",NA,"-46.041667","-11.621667","767","767",NA,NA,"HUEFS0169381",NA,"46W2'30''","11S37'18''",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"372","2019-10-07 09:31:55-03","UEFS","HUEFS","179502","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A.Francener","Harley, R.M.","56723","2012","02","03",NA,"Brasil","Tocantins","Natividade","Serra da Natividade. Começando do Mirante para baixo.","-47.701389","-11.693611","766","766",NA,"Cerrado.","HUEFS0179502","HUEFS0179502","47W42'5''","11S41'37''","2014","04",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"373","2019-10-07 09:31:55-03","UEFS","HUEFS","222088","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","A.Pereira","Rocha, L.","589","2015","09","21",NA,"Brasil","Goiás","Alto Paraíso de Goiás","estrada vindo da comunidade São Jorge, sentido Alto Paraíso de Goiás, lado esquerdo, GO-239, próximo a bica.","-47.791944","-14.168889","1019","1019",NA,"Campo sujo.","HUEFS0222088","HUEFS0222088 HUEFS0222088_e1","47W47'31''","14S10'8''","2019","03",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"374","2019-10-07 09:31:55-03","UEFS","HUEFS","79094","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.","P.D.Carvalho","Machado, M.","75","2004","01","12",NA,"Brasil","Bahia","Barreiras","próximo a Cachoeira do Acaba Vidas","-45.589444","-11.886944","720","720",NA,"solo arenoso.","HUEFS0079094","HUEFS0079094","45W35'22''","11S53'13''","2004","05",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"375","2019-10-07 09:31:55-03","UEFS","HUEFS","79159","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Machado, M.","157","2004","01","16",NA,"Brasil","Bahia","Coribe","cerca de 10km ao sul da cidade na BR 147","-44.432222","-13.9325","750","750",NA,"solo arenoso.","HUEFS0079159","HUEFS0079159","44W25'56''","13S55'57''",NA,NA,NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"376","2019-10-07 09:31:55-03","UEFS","HUEFS","11743","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Hatschbach, G.","56157","1992","01","17",NA,"Brasil","Goiás","Catalão",NA,"-47.9463996887207","-18.1658000946045",NA,NA,NA,NA,"HUEFS0011743","HUEFS0011743",NA,NA,NA,NA,"94621","auto","Rosanae",NA,NA,NA,NA,NA,NA
"377","2019-10-07 09:31:55-03","UEFS","HUEFS","227354","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis","Camarea affinis","A.St.-Hil.",NA,"Almeida, R.F.","760","2014","01","26",NA,"Brasil","Goiás","Cristalina","BR-040","-47.6136016845703","-16.7686004638672",NA,NA,NA,NA,"HUEFS0227354",NA,NA,NA,NA,NA,"85457","auto","Rosanae",NA,NA,NA,NA,NA,NA
"378","2019-10-07 09:31:55-03","UEFS","HUEFS","151412","PreservedSpecimen","Plantae","Angiospermae","Malpighiales","Malpighiaceae","Camarea","affinis x hirsuta","Camarea affinis x hirsuta",NA,"A.Francener","Rapini, A.","1817","2009","01","22",NA,"Brasil","Goiás","Teresina de Goiás","BR-010.","-47.168333","-13.506944","1445","1445",NA,NA,"HUEFS0151412","HUEFS0151412","47W10'6''","13S30'25''","2014","04",NA,NA,"Rosanae",NA,NA,NA,NA,NA,NA
"379","2015-03-13 19:25:03-03","F","FMNH-SEEDPLANTS","V0277735F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0277735F","V0277735F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"380","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221966F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221966F","V0221966F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"381","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221967F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221967F","V0221967F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"382","2015-03-13 18:28:36-03","F","FMNH-SEEDPLANTS","V0221954F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221954F","V0221954F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"383","2015-03-13 18:28:37-03","F","FMNH-SEEDPLANTS","V0221955F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221955F","V0221955F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"384","2015-03-07 09:26:50-03","F","FMNH-SEEDPLANTS","V0221956F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221956F","V0221956F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"385","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221957F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221957F","V0221957F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"386","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221958F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221958F","V0221958F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"387","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221959F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221959F","V0221959F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"388","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221960F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221960F","V0221960F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"389","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221961F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221961F","V0221961F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"390","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221962F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221962F","V0221962F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"391","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221963F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221963F","V0221963F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"392","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221964F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221964F","V0221964F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"393","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221965F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221965F","V0221965F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"394","2015-03-13 18:46:33-03","F","FMNH-SEEDPLANTS","V0221968F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221968F","V0221968F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"395","2015-03-13 18:46:34-03","F","FMNH-SEEDPLANTS","V0221969F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221969F","V0221969F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"396","2015-03-13 18:46:34-03","F","FMNH-SEEDPLANTS","V0221970F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0221970F","V0221970F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"397","2015-03-13 19:25:03-03","F","FMNH-SEEDPLANTS","V0277731F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0277731F","V0277731F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"398","2015-03-13 19:25:03-03","F","FMNH-SEEDPLANTS","V0277732F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0277732F","V0277732F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"399","2015-03-13 19:25:03-03","F","FMNH-SEEDPLANTS","V0277733F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0277733F","V0277733F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"400","2015-03-13 19:25:03-03","F","FMNH-SEEDPLANTS","V0277736F","PreservedSpecimen","Plantae","Spermatophyta",NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,NA,NA,NA,NA,NA,NA,"South America","Brazil",NA,NA,NA,"-52.8731","-10.8339",NA,NA,NA,NA,"V0277736F","V0277736F_01",NA,NA,NA,NA,NA,NA,"Dicotyledoneae",NA,NA,NA,NA,NA,NA
"401","2019-01-25 15:42:11-02","IAC","IAC","50720","S","Plantae",NA,NA,"Malpighiaceae-2.Malpighioideae","Camarea","affinis","Camarea affinis","A.St.-Hil.","S.F. Smith","J.B. Santos","s/nº","2005","01","13",NA,"Brasil","Minas Gerais","Ituiutaba","Bairro Tupã","-49.465","-18.9689",NA,NA,NA,"Pequena espécie campestre",NA,NA,"-49.4650","-18.9689","2005","01",NA,NA,NA,NA,"13",NA,NA,NA,NA
"402","2020-07-23 12:11:13-03","CEPLAC","CEPEC","120891","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"G. P. da Silva","G. P. da Silva","6437","2002","04","18",NA,"Brasil","Goiás","cavalcante","Canteiro de obra - Cavalcante, KM 19.","-48.030278","-13.452222",NA,NA,NA,NA,NA,NA,"48W1'49","13S27'8",NA,NA,NA,NA,NA,"30/04/2002",NA,NA,NA,NA,NA
"403","2020-07-23 12:11:13-03","CEPLAC","CEPEC","121121","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"R. G. Chacon","G. P. da Silva","4485","2000","12","13",NA,"Brasil","Goiás","cavalcante","Balsa da COTERRA (rio Tocantins) Vila Veneno, KM 3,5m.","-48.084722","-13.566944",NA,NA,NA,NA,NA,NA,"48W5'5","13S34'1",NA,NA,NA,NA,NA,"30/12/2001",NA,NA,NA,NA,NA
"404","2020-07-23 12:11:13-03","CEPLAC","CEPEC","121161","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"Amorim, A. M.","A. S. Conceição","875","2005","02","17",NA,"Brasil","Bahia","CONCEIÇÃO DO MATO DENTRO","Costa Serra, Serra do Amarelo.","-43.638333","-18.695833",NA,NA,NA,NA,NA,NA,"43W38'18","18S41'45",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"405","2020-07-23 12:11:13-03","CEPLAC","CEPEC","131525","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"Amorim, A. M.","A.C.B.Silva","798",NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"406","2020-07-23 12:11:13-03","CEPLAC","CEPEC","137515","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"Amorim, A. M.","A.C. Rodrigues",NA,NA,NA,NA,NA,"Brasil","Minas Gerais",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"407","2020-07-23 12:11:13-03","CEPLAC","CEPEC","148856","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"A. Francener","A. Francener","1277",NA,NA,NA,NA,"Brasil","São Paulo",NA,NA,NA,NA,NA,NA,NA,"<ll>dwc_commonname:</ll>",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"408","2020-07-23 12:11:13-03","CEPLAC","CEPEC","54748","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"A. M. Amorim","A. M. de Carvalho","3715","1992","02","18",NA,"Brasil","Bahia","CAETITÉ","3Km SW Caetite, estrada para Brejinho das Ametistas.","-42.4749984741211","-14.0693998336792",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"53684","auto",NA,"30/12/1999",NA,NA,NA,NA,NA
"409","2020-07-23 12:11:13-03","CEPLAC","CEPEC","120425","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"J. R. Santos","J. R. Santos","159","2004","02","19",NA,"Brasil","Distrito Federal","BRASÍLIA","Parque Ecológico Norte Burle Marx.","-47.9296989440918","-15.7797002792358",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"70570","auto",NA,"30/03/2004",NA,NA,NA,NA,NA
"410","2020-07-23 12:11:13-03","CEPLAC","CEPEC","76323","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"W. R. Anderson","G. Hatschbach","54701","1990","10","17",NA,"Brasil","Goiás","TEREZINA DE GOIÁS","Rod. GO-118, Rio das Almas.","-47.2647018432617","-13.7763996124268",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"42211","auto",NA,"30/12/1992",NA,NA,NA,NA,NA
"411","2020-07-23 12:11:13-03","CEPLAC","CEPEC","121143","PreservedSpecimen","Plantae",NA,NA,"Malpighiaceae","Camarea","affinis","Camarea affinis",NA,"Amorim, A. M.","F. M. Ferreira","784","2004","12","29",NA,"Brasil","Minas Gerais","BAEPENDI","Toca dos Urubus.","-44.8899993896484","-21.9589004516602",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"29865","auto",NA,NA,NA,NA,NA,NA,NA
