"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","stateProvince","county","locality","decimalLongitude","decimalLatitude","imagecode","identifiedBy","minimumElevationInMeters","maximumElevationInMeters","typeStatus","verbatimLongitude","verbatimLatitude","coordinatePrecision","geoFlag","class","yearIdentified","monthIdentified","relatedCatalogItem","dayIdentified","individualCount","fieldNumber","sex"
"11","2021-03-15 16:37:00-03","NY","NYBG","781933","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","R. M. Harley","1988","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227966' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781933","Magnoliophyta","Asterales","DC.","26604","Bahia",NA,"Agua Quente. Pico das Almas. Vertente norte. Acima do vale ao NW do Campo do Queiroz.","-41.98","-13.5","NY00781933_01",NA,"1500","1550",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"12","2021-03-15 16:37:00-03","NY","NYBG","788067","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","P. K. H. Dusén","1902","06","23","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697718' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788067","Magnoliophyta","Asterales","DC.","1160","Rio de Janeiro",NA,"Serra do Itatiaia: Retiro, campo Redondo.",NA,NA,"NY00788067_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"13","2021-03-15 16:37:00-03","NY","NYBG","00998298","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","F. Segadas-Vianna","1953",NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205776' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998298","Magnoliophyta","Asterales","DC.","SERRA - I1137","Rio de Janeiro",NA,"Resende Co., Serra do Itatiaia.",NA,NA,"NY00998298_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"14","2021-03-15 16:37:00-03","NY","NYBG","788059","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","J. Mattos","1965","04","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=619234' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788059","Magnoliophyta","Asterales","DC.","12595","Paraná","Rio Branco do Sul","Rio Branco, no km 15 da rodovia Curitiba-Rio Branco.","-49.3142","-25.1903","NY00788059_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"15","2021-03-15 16:37:00-03","NY","NYBG","788499","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","P. K. H. Dusén","1910","06","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227970' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788499","Magnoliophyta","Asterales","DC.","10466","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511","NY00788499_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"16","2021-03-15 16:37:00-03","NY","NYBG","00855408","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","A. F. M. Glaziou",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=943858' target='other'> <mi>dwc_moreinfo</mi></a>","NY00855408","Magnoliophyta","Asterales","DC.","15016","Minas Gerais",NA,NA,NA,NA,"NY00855408_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"17","2021-03-15 16:37:00-03","NY","NYBG","889490","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","P. E. Gibbs","1976","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1732656' target='other'> <mi>dwc_moreinfo</mi></a>","NY00889490","Magnoliophyta","Asterales","DC.","3438","São Paulo",NA,"Estrada Cunha a Parati.","-44.852794","-23.155388","NY00889490_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"18","2021-03-15 16:37:00-03","NY","NYBG","788228","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","G. Grazziotin","1990","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=461661' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788228","Magnoliophyta","Asterales","DC.","6844","Rio Grande do Sul","Pantano Grande","Ant. Faz. Capivarita.","-52.3733","-30.1917","NY00788228_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"19","2021-03-15 16:37:00-03","NY","NYBG","781937","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","P. K. H. Dusén","1910","04","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227973' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781937","Magnoliophyta","Asterales","DC.","9597","Paraná","Jaguariaíva",NA,"-49.7056","-24.2511","NY00781937_01",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"20","2021-03-15 16:37:00-03","NY","NYBG","788229","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","G. Grazziotin","1990","02","27","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=461662' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788229","Magnoliophyta","Asterales","DC.","6844","Rio Grande do Sul","Pantano Grande","Ant. Faz. Capivarita.","-52.3733","-30.1917","NY00788229_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"21","2021-03-15 16:37:00-03","NY","NYBG","781935","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","A. C. Brade",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227967' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781935","Magnoliophyta","Asterales","DC.","12715","Rio de Janeiro","Itatiaia",NA,"-44.5631","-22.4961","NY00781935_01","G. M. Barroso","2000","2000",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"22","2021-03-15 16:37:00-03","NY","NYBG","01080566","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","A. Sehnem","1967","03","15","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1206119' target='other'> <mi>dwc_moreinfo</mi></a>","NY01080566","Magnoliophyta","Asterales","DC.","9167","Rio Grande do Sul",NA,"Morro do Chapéu - São Leopoldo.",NA,NA,"NY01080566_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"23","2021-03-15 16:37:00-03","NY","NYBG","00847046","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","G. T. Prance","1973","10","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=931416' target='other'> <mi>dwc_moreinfo</mi></a>","NY00847046","Magnoliophyta","Asterales","DC.","18877","Mato Grosso","Chapada dos Guimarães","Cerradão behind Colegio de Buriti.","-55.80725","-15.415111","NY00847046_01","G. Heiden","720","720",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"24","2021-03-15 16:37:00-03","NY","NYBG","788500","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","P. K. H. Dusén","1914","04","25","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227969' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788500","Magnoliophyta","Asterales","DC.","14798","Paraná",NA,"Desvio Ribas.",NA,NA,"NY00788500_01","G. Heiden","800","800",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"25","2021-03-15 16:37:00-03","NY","NYBG","01090516","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","L. Riedel","1824","06",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1222784' target='other'> <mi>dwc_moreinfo</mi></a>","NY01090516","Magnoliophyta","Asterales","DC.","s.n.","Minas Gerais",NA,"Pr Barbac.",NA,NA,"NY01090516_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"26","2021-03-15 16:37:00-03","NY","NYBG","781932","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","R. M. Harley","1988","11","22","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227965' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781932","Magnoliophyta","Asterales","DC.","26237","Bahia","Rio de Contas","Pico das Almas. Vertente norte. Area de campos e mata, noroeste do Campo do Queiroz.","-41.97","-13.52","NY00781932_01",NA,"1575","1575",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"27","2021-03-15 16:37:00-03","NY","NYBG","788181","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","W. Hoehne","1946","11","28","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=697715' target='other'> <mi>dwc_moreinfo</mi></a>","NY00788181","Magnoliophyta","Asterales","DC.","s.n.","São Paulo",NA,"Próximo a Jaraguá.",NA,NA,"NY00788181_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"28","2021-03-15 16:37:00-03","NY","NYBG","781895","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","D. R. Hunt","1966","07","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=503466' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781895","Magnoliophyta","Asterales","DC.","6441","Rio de Janeiro","Itatiaia",NA,"-44.617038","-22.371537","NY00781895_01","G. Heiden","2400","2400",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"29","2021-03-15 16:37:00-03","NY","NYBG","781939","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","L. B. Smith","1957","03","11","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227968' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781939","Magnoliophyta","Asterales","DC.","12041","Santa Catarina","Mafra","17km west of Rio Negrinho on the road to Avencal (24km).","-49.8053","-26.1117","NY00781939_01","Á. L. Cabrera","800","850",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"30","2021-03-15 16:37:00-03","NY","NYBG","813764","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","E. P. dos Santos","1998","05","12","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=547023' target='other'> <mi>dwc_moreinfo</mi></a>","NY00813764","Magnoliophyta","Asterales","DC.","471","Paraná","Guaratuba","Serra de Araçtuba, Morro dos Perdidos","-48.97","-25.87","NY00813764_01","G. Heiden","1200","1200",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"31","2021-03-15 16:37:00-03","NY","NYBG","781970","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","Pohl",NA,NA,NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=426809' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781970","Magnoliophyta","Asterales","DC.","s.n.",NA,NA,"Rv. ad Faz. Jarq.-Dias.",NA,NA,"NY00781970_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"32","2021-03-15 16:37:00-03","NY","NYBG","781934","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","A. C. Brade","1950","05",NA,"South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=227971' target='other'> <mi>dwc_moreinfo</mi></a>","NY00781934","Magnoliophyta","Asterales","DC.","20275","Rio de Janeiro","Itatiaia",NA,"-44.5631","-22.4961","NY00781934_01",NA,"2500","2500",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"33","2021-03-15 16:37:00-03","NY","NYBG","00998306","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","P. E. Gibbs","1976","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205963' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998306","Magnoliophyta","Asterales","DC.","3438","São Paulo",NA,"Estrada Cunha a Parati.","-44.852794","-23.155388","NY00998306_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"34","2021-03-15 16:37:00-03","NY","NYBG","00998304","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","P. E. Gibbs","1976","11","08","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1205956' target='other'> <mi>dwc_moreinfo</mi></a>","NY00998304","Magnoliophyta","Asterales","DC.","3435","São Paulo",NA,"Estrada Cunha a Parati.","-44.852794","-23.155388","NY00998304_01","G. Heiden",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"35","2021-03-15 16:37:00-03","NY","NYBG","888386","PreservedSpecimen","Plantae","Asteraceae","Baccharis","pseudobrevifolia","Baccharis pseudobrevifolia","R. M. Harley","1988","11","26","South America","Brazil","sheet",NA,"<a href='http://sweetgum.nybg.org/science/vh/specimen_details.php?irn=1012795' target='other'> <mi>dwc_moreinfo</mi></a>","NY00888386","Magnoliophyta","Asterales","D.J.N.Hind","26602","Bahia",NA,"Agua Quente. Pico das Almas. Acima do vale ao NE do Campo do Queiroz","-41.98","-13.5","NY00888386_01",NA,"1500","1550","isotype",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"36","2020-06-29 11:29:11-03","UFRJ","RFA","24304","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","F.M. de B. Pereira","2000","05","01",NA,"Brasil",NA,NA,"Erva com 30 cm de altura; flores amarelas, comum no local","RFA47257",NA,NA,"DC.","345","Minas Gerais","Itamonte","Distrito Dois Irmãos, Comarca de Itanhandú Fazenda dos Dois Irmãos","-44.666667","-22.247222",NA,"R.L. Esteves","1400","1400",NA,"44º40'W","22º14'50''S",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"37","2020-11-13 09:18:59-03","UFRJ","RFA","22880","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","F. Segadas-Vianna","1953","11",NA,NA,"Brasil",NA,NA,"Inflorescência: flores brancas em capítulos.","RFA37998",NA,NA,"DC.",NA,"Rio de Janeiro","Itatiaia","Serra de Itatiaia.","-44.5633010864258","-22.4960994720459",NA,"Gaziela Maciel Barroso",NA,NA,NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"38","2020-11-13 09:18:59-03","UFRJ","RFA","22878","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","A.C. Brade; F. Segadas-Vianna 5102","1964","05",NA,NA,"Brasil",NA,NA,NA,"RFA37996",NA,NA,"DC.","20275","Rio de Janeiro","Itatiaia","Serra do Itatiaia","-44.5633010864258","-22.4960994720459",NA,"Gaziela Maciel Barroso","2500","2500",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"39","2020-11-13 09:18:59-03","UFRJ","RFA","22877","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","A.C. Brade; F. Segadas-Vianna 5101","1950","05",NA,NA,"Brasil",NA,NA,NA,"RFA37994",NA,NA,"DC.","20276","Rio de Janeiro","Itatiaia","Serra do Itatiaia","-44.5633010864258","-22.4960994720459",NA,"Graziela Maciel Barroso","2500","2500",NA,NA,NA,"19648","auto",NA,NA,NA,NA,NA,NA,NA,NA
"40","2020-12-15 11:14:22-03","FUNED","FUNED-POL","236","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia",NA,"1991","07","01",NA,"Brasil",NA,NA,NA,"POL000236",NA,NA,NA,NA,"MG",NA,"Beira Rio/Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"41","2020-12-15 11:14:22-03","FUNED","FUNED-POL","234","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia",NA,"1991","07","10",NA,"Brasil",NA,NA,NA,"POL000234",NA,NA,NA,NA,"MG",NA,"Apiário Pio/Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"42","2020-12-15 11:14:22-03","FUNED","FUNED-POL","235","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia",NA,"1991","07","10",NA,"Brasil",NA,NA,NA,"POL000235",NA,NA,NA,NA,"MG",NA,"Apiário Pio/Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"43","2020-12-15 11:14:22-03","FUNED","FUNED-POL","237","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia",NA,"1991","07","01",NA,"Brasil",NA,NA,NA,"POL000237",NA,NA,NA,NA,"MG",NA,"Beira Rio/Funed",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"44","2019-11-19 15:43:15-03","UNEB","HUNEB","11942","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","Almeida, G.S.S.","2007","06","27",NA,"Brasil",NA,NA,NA,"HUNEB0011942","Angiospermae","Florideophycidae","DC","725","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha da Estrada de Cima.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"45","2019-11-19 15:43:15-03","UNEB","HUNEB","11941","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","Almeida, G.S.S.","2007","06","27",NA,"Brasil",NA,NA,NA,"HUNEB0011941","Angiospermae","Florideophycidae","DC","726","Minas Gerais","Ouro Preto","Parque Estadual do Itacolomi: Trilha da Lagoa Seca.","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,NA,NA,"44599","auto","Dicotyledoneae",NA,NA,NA,NA,NA,NA,NA
"46","2021-03-30 12:34:29-03","EAO","IAN","105705","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","Magalhães, MG","1958","09","14","Southern America","Brasil",NA,NA,"Arbusto de 1-2m de altura, flor alva, pouco frequente.","IAN105705","Dicotiledônea",NA,"DC.","14067","Minas Gerais",NA,"Cerrado em chapada com cascalho quartzo. N da cidade de Pedra Azul.",NA,NA,NA,"Barroso, GM",NA,NA,NA,NA,NA,NA,NA,NA,"1977","07",NA,NA,NA,NA,NA
"47","2021-04-08 17:36:59-03","EAO","IAN","18534","PreservedSpecimen","Plantae","Asteraceae","Baccharis","brevifolia","Baccharis brevifolia","Lundell, CL",NA,NA,NA,"Southern America","Brasil",NA,NA,NA,"IAN018534","Dicotiledônea",NA,"DC.","s.n.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
