"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","phylum","order","family","genus","specificEpithet","scientificName","scientificNameAuthorship","identifiedBy","recordedBy","recordNumber","year","month","continentOcean","country","locality","decimalLongitude","decimalLatitude","preparationType","occurrenceRemarks","barcode","imagecode","stateProvince","day","verbatimLongitude","verbatimLatitude","class","county","coordinatePrecision","geoFlag","yearIdentified","monthIdentified","minimumElevationInMeters","maximumElevationInMeters","dayIdentified","typeStatus","fieldNumber","individualCount","previousCatalogNumber","sex"
"46","2020-09-12 05:00:02-03","US","US","3663343","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f. ex Griseb.) Schltr.","Romero, Gustavo A.","K. M. Redden, K. J. Wurdack, E. Tripp, A. Radosavljevic, C. Jacobis & J. Ralph","7195","2012","5","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,"Cuyuni-Mazaruni","16",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"637",NA,NA,NA,NA,"1",NA,NA
"47","2020-09-12 05:00:02-03","US","US","3333495","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f. ex Griseb.) Schltr.","Christenson, E. A.","T. Henkel, M. Chin & W. Ryan","1596","1993","2","South America - Neotropics","Guyana",NA,NA,NA,NA,NA,NA,NA,"Potaro-Siparuni","27",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"950","1050",NA,NA,NA,"1",NA,NA
"48","2020-09-12 05:00:02-03","US","US","3412120","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f. ex Griseb.) Schltr.","Cremers, G.","G. Cremers","5215","1978","3","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,"22",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"49","2020-09-12 05:00:02-03","US","US","3131010","PreservedSpecimen","Plantae",NA,"Orchidales","Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f. ex Griseb.) Schltr.",NA,"G. Cremers","9546","1986","12","South America - Neotropics","French Guiana",NA,NA,NA,NA,NA,NA,NA,NA,"27",NA,NA,"Monocotyledonae",NA,NA,NA,NA,NA,"5","5",NA,NA,NA,"1",NA,NA
"50","2020-09-02 16:34:36-03","Cenargen","CEN","32571","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","822","1998","12",NA,"Brasil","Campo a beira da estrada a 29 km de Cavalcante, no alto da Chapada, em direção a região conhecida como São Domingos.",NA,NA,"Exsicatas","Área anteriormente queimada. Frequente, observado grande número de plantas, mais concentradas nos pontos mais úmidos do campo. Flores desenvolvidas, mas somente uma ou outra um pouco mais aberta. Sépalos verde-claro. Pétalos brancos com as bordas do ápice levemente arroxeadas. Labelo branco, ápice dos lobos laterais e bordas do lobo central levemente arroxeados, com nervuras destacadas em roxo mais forte. Calo amarelo-claro. Crista com a base branca e bordas arroxeadas, parte central amarela.","CEN00032571","CEN00032571",NA,"31",NA,NA,NA,NA,NA,NA,"1999","01",NA,NA,NA,NA,NA,"2",NA,NA
"51","2020-09-02 16:34:36-03","Cenargen","CEN","34423","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","João Aguiar Nogueira Batista","982","2000","01",NA,"Brasil","Minas Gerais. Caraça. Ao lado da trilha, um pouo antes da Cascatinha.",NA,NA,"Exsicatas","Em pequenas manchas de campo úmido. Área não queimada. Labelo com fundo branco, do meio para o ápice com estrias roxas. Calo amarelado. Flora do Brasil - Estado de Minas Gerais.","CEN00034423","CEN00034423",NA,"07",NA,NA,NA,NA,NA,NA,"2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"52","2020-09-02 16:34:36-03","Cenargen","CEN","14876","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista",NA,"1989","11",NA,"Brasil","Campo ao lado do terminal rodoviário de Taguatinga Sul.","-47.9296989440918","-15.7797002792358","Exsicatas","Solo mal drenado com acúmulo de água. Sépalas marrom-esverdeado. Pétalas branco-rosado. labelo branco com estrias cor de vinho.","CEN00014876","CEN00014876","DF","25",NA,NA,NA,"BRASILIA","70570","auto","1998","03",NA,NA,NA,NA,NA,"1",NA,NA
"53","2020-09-02 16:34:36-03","Cenargen","CEN","34758","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","J. A. N. Batista","Zenilton de Jesus Gayoso Miranda","23","1992","11",NA,"Brasil","Reserva Ecológica do Guará","-47.9296989440918","-15.7797002792358","Exsicatas","Doação da Flora do Brasil - Distrito Federal.","CEN00034758","CEN00034758","DF","09",NA,NA,NA,"BRASILIA","70570","auto","2000","02",NA,NA,NA,NA,NA,"1",NA,NA
"54","2020-09-02 16:34:36-03","Cenargen","CEN","25392","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","J. A. N. Batista","João Aguiar Nogueira Batista","588","1996","01",NA,"Brasil","Setor de Mansões Park Way (SMPW). Quadra 28, próximo ao conjunto 1.","-47.9296989440918","-15.7797002792358","Unicata","Sobre terreno úmido, mas firme. Área úmida, inclinada, entre o topo e a base, secas, da encosta. Observado uma grande população no local, mas que se concentrava num determinado ponto do campo. Não observado plantas isoladas espalhadas pelo campo. Observadas cerca de 10 plantas em floração e grande quanqtidade de outras com os frutos em desenvolvimento. Obs: Dias de bastante sol. Todas as flores apresentava-se bem abertas. todavia, algum tempo depois de coletadas fecharam-se completamente. espécie bastante variável na forma do labelo como pode ser observado quando se comparam as diversas plantas coletadas. Todavia, bastante conservada no aspecto geral e coloração das flores. (Mais informações na exsicata) .","CEN00025392","CEN00025392","DF","14",NA,NA,NA,"BRASILIA","70570","auto",NA,NA,NA,NA,NA,NA,NA,"1",NA,NA
"55","2020-09-02 16:34:36-03","Cenargen","CEN","37227","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","Zenilton de Jesus Gayoso Miranda","66","2001","01",NA,"Brasil","Mun. de Águas Lindas de Goiás. Morada da Serra.","-48.2817001342773","-15.7618999481201","Exsicatas","Campo úmido de solo escuro, com água na superficie e de aspecto argiloso turfoso, em inicio de floração, sépalas verde amarelado, (verde can), pétalas brancas com ápice margeado de róseo, laeblo branco, menbranáceo com estrias vinho e calo amarelo intenso, Doação da Flora do Brasil -Estado de Goiás.","CEN00037227","CEN00037227","GO","27",NA,NA,NA,"AGUAS LINDAS DE GOIAS","12406","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"56","2020-09-02 16:34:36-03","Cenargen","CEN","58757","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","L. B. Bianchetti","Bruno Machado Teles Walter","4820","2001","01",NA,"Brasil","Estrada alto Paraíso - São Jorge. A exatos 10 km do asfalto (GO-188) - Campos à direita.","-47.5099983215332","-14.1324996948242","Unicata","Sépalas esverdeadas. Pétalas alvas com laterais apicais lilás-escuro. Labelo alvo com estrias vináceas.","CEN00058757","CEN00058757","GO","26",NA,NA,NA,"ALTO PARAISO DE GOIAS","44724","auto","2007","05","1180","1180",NA,NA,NA,"1",NA,NA
"57","2020-09-02 16:34:36-03","Cenargen","CEN","46404","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","Keiko Fueta Pellizzaro",NA,"2003","01",NA,"Brasil","Estrada de Alto Paraíso de Goiás para São Jorge, próximo ao portal da Chapada e em frente ao Jardim de Maytreia,","-47.5099983215332","-14.1324996948242","Exsicatas","Flor clara, com lista no labelo, rara, visto apenas um individuo em fim de floração com as flores parcialmente comidas, Flora do Brasiol - Goiás","CEN00046404","CEN00046404","GO","04",NA,NA,NA,"ALTO PARAISO DE GOIAS","44724","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"58","2020-09-02 16:34:36-03","Cenargen","CEN","31913","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","Marta Camargo de Assis","354","1997","01",NA,"Brasil","Jardim Japonês.","-47.5099983215332","-14.1324996948242","Exsicatas",NA,"CEN00031913","CEN00031913","GO","24",NA,NA,NA,"ALTO PARAISO DE GOIAS","44724","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"59","2020-09-02 16:34:36-03","Cenargen","CEN","32568","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","João Aguiar Nogueira Batista","819","1989","11",NA,"Brasil","Cerca de 30 km de Cavalcante, no alto da chapada, em direção à São Domingos.","-47.4583015441895","-13.7974996566772","Exsicatas","Solo úmido, firme, com água escorrendo sobre a superfície. Área anteriormente queimada. Cobertura graminosa rala. Observado grande nº de exmplares, mas concentrados num ponto do campo. Flores desenvolvidas, mas somente uma ou outra um pouco mais aberta. Sépalos verde claro. Pétalaos brancos com o ápice roxo. Labelo branco com as nervuras e as bordas destacadas em roxo. Calos e crista do labelo, amarelados. Coluna branca.","CEN00032568","CEN00032568","GO","27",NA,NA,NA,"CAVALCANTE","92497","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"60","2020-09-02 16:34:36-03","Cenargen","CEN","32567","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","João Aguiar Nogueira Batista","818","1989","11",NA,"Brasil","Cerca de 30 km de Cavalcante, no alto da chapada, em direção à São Domingos.","-47.4583015441895","-13.7974996566772","Exsicatas","Solo úmido, firme, com água escorrendo sobre a superfície. Área anteriormente queimada. Cobertura graminosa rala. Observado grande nº de exmplares, mas concentrados num ponto do campo. Flores desenvolvidas, mas somente uma ou outra um pouco mais aberta. Sépalos verde claro. Pétalaos brancos com o ápice roxo. Labelo branco com as nervuras e as bordas destacadas em roxo. Calos e crista do labelo, amarelados. Coluna branca.","CEN00032567","CEN00032567","GO","27",NA,NA,NA,"CAVALCANTE","92497","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"61","2020-09-02 16:34:36-03","Cenargen","CEN","14879","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","João Aguiar Nogueira Batista","162","1991","01",NA,"Brasil","Campo na região do morro dos Cabeludos.","-48.9592018127441","-15.852499961853","Exsicatas","Sépalas esverdeadas, labelo branco, estrias vinho.","CEN00014879","CEN00014879","GO","16",NA,NA,NA,"PIRENOPOLIS","40887","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"62","2020-09-02 16:34:36-03","Cenargen","CEN","18129","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","João Aguiar Nogueira Batista","240","1992","01",NA,"Brasil","Área do Morro dos Cabeludos.","-48.9592018127441","-15.852499961853","Exsicatas","Observado este único exemplar.","CEN00018129","CEN00018129","GO","17",NA,NA,NA,"PIRENOPOLIS","40887","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"63","2020-09-02 16:34:36-03","Cenargen","CEN","18128","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","João Aguiar Nogueira Batista","239","1992","01",NA,"Brasil","Área do Morro dos Cabeludos.","-48.9592018127441","-15.852499961853","Exsicatas","Espécie de ocorrência esparsa e ocasional. Para uma grande área percorrida. Observados poucos exemplares.","CEN00018128","CEN00018128 CEN00018128_1","GO","17",NA,NA,NA,"PIRENOPOLIS","40887","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"64","2020-09-02 16:34:36-03","Cenargen","CEN","14877","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","João Aguiar Nogueira Batista","163","1991","01",NA,"Brasil","Campo na região do Morro dos Cabeludos.","-48.9592018127441","-15.852499961853","Exsicatas","Sépalas esverdeadas, labelo branco, estrias vinho. Embora aparentemente distinto, este exemplar nos parece muito próximo do exemplar J.A.N.Batista 162 do mesmo local.","CEN00014877","CEN00014877","GO","16",NA,NA,NA,"PIRENOPOLIS","40887","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"65","2020-09-02 16:34:36-03","Cenargen","CEN","21235","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","João Aguiar Nogueira Batista","498","1995","01",NA,"Brasil","Santuário de Vida Silvestre - Morro dos Cabeludos.","-48.9592018127441","-15.852499961853","Exsicatas",NA,"CEN00021235","CEN00021235","GO","21",NA,NA,NA,"PIRENOPOLIS","40887","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"66","2020-09-02 16:34:36-03","Cenargen","CEN","91909","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","Emerson Ricardo Pansarin","890","2002","01",NA,"Brasil","Rodovia GO 118, km 189, sentido Alto Paraíso de Goiás- Terezina de Goiás, lado direito da pista. (datum Córrego Alegre).","-47.2647018432617","-13.7763996124268","Exsicatas","Doação da Universidade de São Paulo - FFCLRP, Ribeirão Preto. Herbário SPFR.","CEN00091909","CEN00091909","GO","03",NA,NA,NA,"TERESINA DE GOIAS","42211","auto","2008",NA,NA,NA,NA,NA,NA,"1",NA,NA
"67","2020-09-02 16:34:36-03","Cenargen","CEN","34470","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","E. R. Pansarin","João Aguiar Nogueira Batista","990","2000","01",NA,"Brasil","Serra do Cipó. Campo a esquerda da pista na altura do km 112 na estrada para Conceição do Mato Dentro (MG-10). Próximo ao trecho inicial da caminhada para o travessão. Cerca de 11 km a NE de Cardeal Mota.","-43.7144012451172","-19.1688995361328","Exsicatas","Área anteriormente queimada. Sépalos verdes, pétalos brancos. Labelo com estrias, do meio para o ápice, destacadas em roxo sobre fundo branco. Crista com a base branca, do meio para o áoice, amarela. Calos amarelos. Bordas da crista levemente destacadas em roxo. Água até a superfície. Doação Flora do Brasil - Estado de Minas Gerais.","CEN00034470","CEN00034470","MG","09",NA,NA,NA,"SANTANA DO RIACHO","26557","auto","2005","02",NA,NA,NA,NA,NA,"1",NA,NA
"68","2020-09-02 16:34:36-03","Cenargen","CEN","60713","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","L. B. Bianchetti","David J. Bertiolli",NA,"1999","01",NA,"Brasil","Parque Nacional da Serra da Canastra.","-46.3657989501953","-20.2453002929688","Exsicatas",NA,"CEN00060713","CEN00060713","MG","01",NA,NA,NA,"SAO ROQUE DE MINAS","57119","auto","2007","05",NA,NA,NA,NA,NA,"1",NA,NA
"69","2019-10-07 09:19:53-03","UEFS","HUEFS","115687","PreservedSpecimen","Plantae","Angiospermae","Asparagales","Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f. ex Griseb.) Schltr.","T.E.C.Meneguzzo","Batista, J.A.N.","822","1998","12",NA,"Brasil","Campo a beira da estrada a 29 km de Cavalcante, no alto da Chapada, em direção a região conhecida como São Domingos.",NA,NA,NA,NA,"HUEFS0115687","HUEFS0115687_e1","Goiás","31",NA,NA,"Lilianae",NA,NA,NA,"2019","09",NA,NA,NA,NA,NA,NA,NA,NA
"70","2015-02-26 09:30:03-03","NHMLondon","NHM-LONDON-BOT","BM000885411","S","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","Rchb.f.",NA,"J.A.N. Batista","822","1998","12",NA,"Brasil",NA,"-53.08982","-10.773109",NA,NA,NA,NA,NA,"31","-53.08982","-10.773109",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"NHMUK:ecatalogue:4654936",NA
"71","2019-11-01 15:15:16-03","UnB","UB","10465","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f. ex Griseb.) Schltr.","Pansarin, ER","Oliveira, RS; Proença, CEB","217","1996","12","Southern America","Brasil","RPPN Linda Serra dos Topázios","-47.666667","-16.75",NA,"Erva; Campo úmido.","UB0015872","UB0015872","Goiás",NA,"-47.666667","-16.75",NA,"Cristalina",NA,NA,"2003","01","1030","1030","06",NA,NA,NA,NA,NA
"72","2019-11-01 15:15:16-03","UnB","UB","186032","PreservedSpecimen","Plantae","Monocotyledonae",NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb. f. ex Griseb.) Schltr.","Pansarin, ER","Gates, B; Estabrook, GF","128","1979","02","Southern America","Brasil","Cahapada dos Veadeiros, 4km NE of road, 16km by road N of Alto Paraíso.","-47.5099983215332","-14.1324996948242",NA,"Outer tepals yellow, inner two translucent white with deep purple marks and row of yellow hairs. Sand.; Erect to 20cm in wet sand.; Brejo.","UB0015871","UB0015871","Goiás","04",NA,NA,NA,"Alto Paraíso de Goiás","44724","auto","2005","02",NA,NA,NA,NA,NA,NA,NA,NA
"73","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pogonia","paludosa","Pogonia paludosa","(Rchb.f.) Rchb.f.",NA,"Kappler, A","1492",NA,NA,"Southern America","Surinam","Habitat in paludibus districtus Para Surinami",NA,NA,NA,"Floret Februario - Aprili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"74","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pogonia","paludosa","Pogonia paludosa","(Rchb.f.) Rchb.f.",NA,"Leprieur, FMR","s.n.",NA,NA,"Southern America","French Guiana","in Guiana gallica.",NA,NA,NA,"In Brasilia boreali forsan adhuc invenienda. Floret Februario - Aprili",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"75","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pogonia","tenuis","Pogonia tenuis","Rchb.f.",NA,"Crueger, H","s.n.",NA,NA,NA,"Trinidad and Tobago","Etiam in insul. Trinitatis ad Aripo",NA,NA,NA,"Floret maio-junio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"76","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pogonia","tenuis","Pogonia tenuis","Rchb.f.",NA,"Spruce, R","3624",NA,NA,"Southern America","Brazil","Habitat in campis ad Maypurès prov. Alto Amazonas.",NA,NA,NA,"Floret maio-junio",NA,NA,"Amazonas",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"77","2017-09-11 17:12:15-03","UnB","HBVIRTFLBRAS",NA,"O","Plantae",NA,NA,"Orchidaceae","Pogonia","tenuis","Pogonia tenuis","Rchb.f.",NA,"Purdie, W","s.n.",NA,NA,NA,"Trinidad and Tobago","Etiam in insul. Trinitatis ad Aripo",NA,NA,NA,"Floret maio-junio",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"78","2020-06-25 10:28:36-03","IBt","SP","55363","S","Plantae",NA,NA,"Orchidaceae","Cleistes","gert-hatschbachiana","Cleistes gert-hatschbachiana","Hoehne","Hoehne, FC","Hatschbach, G","1788","1950","01",NA,"Brasil","Rincão","-49.2064018249512","-25.5347003936768",NA,"Sépalas verdes, pétalas alvescentes, labelo com nervuras lilás. Do brejo","SP001996","SP001996","Paraná","22",NA,NA,NA,"São José dos Pinhais","45291","auto","1952",NA,NA,NA,NA,"Isotype",NA,NA,NA,NA
"79","2019-11-21 10:13:02-03","IBt","SP","195088","S","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(Rchb.f.) Schltr.","Guimarães, LRS","Gates, B; Estabrook","128","1979","02",NA,"Brasil","Chapada dos Veadeiros","-47","-14",NA,NA,NA,NA,"Goiás","04","-47","-14",NA,"Alto Paraíso de Goiás",NA,NA,"2008","11","1600","1600","17",NA,NA,NA,NA,NA
"80","2019-12-18 20:31:13-03","AMES","HU-HERB","AMES 02158350","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(H. G. Reichenbach ex Grisebach) Schlechter",NA,"R. E. Schultes & I. Cabrera","19931","1953","6","South America","Colombia","Río Paraná Pichuna (tributary of Río Vaupés)",NA,NA,"Sheet",NA,NA,NA,"Vaupés",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"19931",NA,NA,"undetermined"
"81","2019-12-18 20:30:13-03","AMES","HU-HERB","AMES 02158351","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(H. G. Reichenbach ex Grisebach) Schlechter",NA,"R. E. Schultes & I. Cabrera","12388","1951","6","South America","Colombia","Amazonas-Vaupés. Río Apaporis: Cachivera de Jirijirimo y alrededores",NA,NA,"Sheet",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12388",NA,NA,"undetermined"
"82","2019-12-18 20:27:50-03","AMES","HU-HERB","AMES 02158352","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(H. G. Reichenbach ex Grisebach) Schlechter",NA,"J. J. Wurdack & L. S. Adderley","43625","1959","7","South America","Venezuela","in Sabana Hechimoni on Cano Hechimoni, lower Rio Siapa",NA,NA,"Sheet",NA,NA,NA,"Amazonas","25",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"43625",NA,NA,"undetermined"
"83","2019-12-18 20:26:29-03","AMES","HU-HERB","AMES 02158353","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(H. G. Reichenbach ex Grisebach) Schlechter",NA,"R. E. Schultes & I. Cabrera","12388","1951","6","South America","Colombia","Amazonas-Vaupés. Río Apaporis: Cachivera de Jirijirimo y alrededores",NA,NA,"Sheet",NA,NA,NA,NA,"11",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"12388",NA,NA,"undetermined"
"84","2019-12-18 20:20:55-03","AMES","HU-HERB","AMES 02158354","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(H. G. Reichenbach ex Grisebach) Schlechter",NA,"R. E. Schultes & I. Cabrera","17550","1952","9","South America","Colombia","Río Piraparaná (tributary of Río Apaporis)",NA,NA,"Sheet",NA,NA,NA,"Vaupés","18",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"17550",NA,NA,"undetermined"
"85","2019-12-18 20:15:51-03","AMES","HU-HERB","AMES 02158356","PreservedSpecimen","Plantae",NA,NA,"Orchidaceae","Cleistes","tenuis","Cleistes tenuis","(H. G. Reichenbach ex Grisebach) Schlechter",NA,"C. H. L. Sastre & F. Sastre","18","1968","2","South America","Guyana","Savane route de Stoupan 1 km. avant Crique Macrabo jusqu'au carrefour route de Cayenne. Formation basse",NA,NA,"Sheet",NA,NA,NA,NA,"24",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"18",NA,NA,"undetermined"
