"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","recordNumber","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","county","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","maximumElevationInMeters","imagecode","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","fieldNumber","individualCount","typeStatus","infraspecificEpithet","relatedCatalogItem","sex"
"154","2020-06-29 09:29:03-03","UFRRJ","RBR","1702","S","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","J.M. Pires; G.A. Black","2271","1950","05","26",NA,"Brasil",NA,NA,NA,"RBR00001702",NA,NA,"Mart.",NA,"Maranhão","Maranhão","Perto de Carolina, Campo cerrado.",NA,NA,NA,NA,"RBR00001702",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"155","2020-06-29 09:29:03-03","UFRRJ","RBR","1961","S","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","J.M. Pires; G.A. Black","2172","1950","05","26",NA,"Brasil",NA,NA,NA,"RBR00001961",NA,NA,"Mart.","J.C. Siqueira","Maranhão","Maranhão","Perto de Carolina, Campo cerrado.",NA,NA,NA,NA,"RBR00001961",NA,NA,NA,NA,"2002","11","29",NA,NA,NA,NA,NA,NA,NA
"156","2021-03-21 19:32:26-03","UFC","EAC","36065","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Luetzelburg, P.","26292","1934","03","22","Southern America","Brasil",NA,NA,NA,"EAC0036065","Dicotyledon",NA,"Mart.",NA,"Ceará","Crato",NA,"-39.4094009399414","-7.23416996002197",NA,NA,NA,"30071","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"157","2021-03-21 19:32:26-03","UFC","EAC","23841","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Cavalcanti, F.S.","s.n.","1996","06","01","Southern America","Brasil",NA,NA,"Subarbusto, flor alva","EAC0023841","Dicotyledon",NA,"Mart.","Fernandes, A.; Nunes, E.","Ceará","Crato","entre Uruçui e Bertolina, Margem da estrada Santana do Cariri, Ch. do Araripe","-39.4094009399414","-7.23416996002197",NA,NA,"EAC0023841","30071","auto",NA,NA,"1996","06","13",NA,NA,NA,NA,NA,NA,NA
"158","2021-03-21 19:32:26-03","UFC","EAC","3467","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Fernandes, A.; Lima, D.A.","EAC3467","1977","08","26","Southern America","Brasil",NA,NA,NA,"EAC0003467","Dicotyledon",NA,"Mart.","Siqueira, J.C.","Ceará","Granja","Serra das Flores.","-40.826099395752","-3.12028002738953",NA,NA,"EAC0003467","70014","auto",NA,NA,"1982","01","18",NA,NA,NA,NA,NA,NA,NA
"159","2021-03-21 19:32:26-03","UFC","EAC","8832","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Fernandes, A.; Nunes, E.","EAC8832","1980","07","08","Southern America","Brasil",NA,NA,"Erva, flor amarela; Cerrado","EAC0008832","Dicotyledon",NA,"Mart.","Siqueira, J.C.","Piauí",NA,"entre Uruçui e Bertolina",NA,NA,NA,NA,"EAC0008832",NA,NA,NA,NA,"1982","01","18",NA,NA,NA,NA,NA,NA,NA
"160","2021-03-21 19:32:26-03","UFC","EAC","26664","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Fernandes, A.","EAC26664","1998","06","05","Southern America","Brasil",NA,NA,"Subarbusto, flor branca; Cerradão","EAC0026664","Dicotyledon",NA,"Mart.","Siqueira, J.C.","Piauí","Bom Jesus","Sa. do Uruçui","-44.3586006164551","-9.07444000244141",NA,NA,"EAC0026664","107707","auto",NA,NA,"1998","07","30",NA,NA,NA,NA,NA,NA,NA
"161","2021-03-21 19:32:26-03","UFC","EAC","9985","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Fernandes, A.; Del'Arco, M.R.","EAC9985","1981","04","14","Southern America","Brasil",NA,NA,"Erva, flor alva; Cerrado","EAC0009985","Dicotyledon",NA,"Mart.","Siqueira, J.C.","Piauí","Ribeiro Gonçalves","Est. Ecológica de Uruçuí-Una, estrada Bom Jesus","-45.2421989440918","-7.55833005905151",NA,NA,"EAC0009985","121004","auto",NA,NA,"1982","01","18",NA,NA,NA,NA,NA,NA,NA
"162","2020-12-21 16:11:24-03","MBM","MBM","49452","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.","38810","1976","07","11","Southern America","Brazil",NA,NA,"Ereta, flor creme.; Cerrado, encosta rochosa de morro.","MBM049452",NA,NA,"Mart.","Siqueira, J.C.","Goiás","Ipameri","Rio Corumbá","-48.1596984863281","-17.7219009399414",NA,NA,"MBM049452","102542","auto",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"163","2020-12-21 16:11:24-03","MBM","MBM","18431","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.","27341","1971","09","06","Southern America","Brazil",NA,NA,"Flor alvacenta.; Campo arenoso.","MBM018431",NA,NA,"Mart.","Pedersen, T.M.","Minas Gerais","Gouveia","Serra do Espinhaço","-43.7407989501953","-18.4543991088867","1200","1200","MBM018431","37970","auto",NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"164","2020-12-21 16:11:24-03","MBM","MBM","145633","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Tenório, E.C.; Freitas, L.C.; Freitas, L.C.","s.n.","1979","06","07","Southern America","Brazil",NA,NA,"Erva.; Solo arenoso.","MBM145633",NA,NA,"Mart.","Siqueira, J.C.","Minas Gerais","Grão Mogol",NA,"-42.8897018432617","-16.5594005584717",NA,NA,"MBM145633","67219","auto",NA,NA,"2002","12","09",NA,NA,NA,NA,NA,NA,NA
"165","2020-12-21 16:11:24-03","MBM","MBM","259375","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","72019","2001","05","15","Southern America","Brazil",NA,NA,"Ereta, flor alvacenta.; Campo rupestre, solo arenoso e seco.","MBM259375",NA,NA,"Mart.","Siqueira, J.C.","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"MBM259375","37503","auto",NA,NA,"2002","12","09",NA,NA,NA,NA,NA,NA,NA
"166","2020-12-21 16:11:24-03","MBM","MBM","337169","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Ribas, O.S.; Silva, J.M.; Silva, J.M.","7752","2007","04","17","Southern America","Brazil",NA,NA,"Flor alva.; Campo rupestre.","MBM337169",NA,NA,"Mart.","Senna, L.R.","Minas Gerais","Serranópolis de Minas","Cachoeira Sete Quedas, Serra do Talhado.","-42.8713989257812","-15.8285999298096",NA,NA,"MBM337169","28072","auto",NA,NA,"2009","02","04",NA,NA,NA,NA,NA,NA,NA
"167","2020-12-21 16:11:24-03","MBM","MBM","249675","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Schinini, A.; Barboza, E.; Schinini, A.; Barboza, E.","71283","2000","05","17","Southern America","Brazil",NA,NA,"Ereta, flor alvacenta.; Caatinga.","MBM249675",NA,NA,"Mart.","Siqueira, J.C.","Bahia","Carinhanha","Amargosos, Rodovia BR-161, 7km do munícipio.","-43.7649993896484","-14.3046998977661","500","500","MBM249675","73990","auto",NA,NA,"2002","12","09",NA,NA,NA,NA,NA,NA,NA
"168","2020-12-21 16:11:24-03","MBM","MBM","60361","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Irwin, H.S.; Souza, R.; Santos, R.R.; Souza, R.; Santos, R.R.","8212","1965","09","11","Southern America","Brazil",NA,NA,"Erect herb or subshrub, to 50cm tall. Heads yellowish gray.; Burned over campo and cerrado.","MBM060361",NA,NA,"Mart.","Robinson, H.R.","Distrito Federal","Brasília","Chapada da Contagem, Ca. 10km NE of Brasília.","-47.9296989440918","-15.7797002792358","1000","1000","MBM060361","70570","auto",NA,NA,"1978",NA,NA,NA,NA,NA,NA,NA,NA,NA
"169","2020-12-21 16:11:24-03","MBM","MBM","84424","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Kummrow, R.; Kummrow, R.","46614","1983","06","23","Southern America","Brazil",NA,NA,"Ereta; brácteas alvacentas, flor amarela.; Campo rupestre; afloramentos rochosos.","MBM084424",NA,NA,"Mart.","Siqueira, J.C.","Goiás","Cristalina","Serra dos Cristais","-47.6136016845703","-16.7686004638672",NA,NA,"MBM084424","85457","auto",NA,NA,"1983","12","16",NA,NA,NA,NA,NA,NA,NA
"170","2020-12-21 16:11:24-03","MBM","MBM","34251","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Duarte, A.P.","10422","1967","06","06","Southern America","Brazil",NA,NA,NA,"MBM034251",NA,NA,"Mart.","Pedersen, T.M.","Minas Gerais","Diamantina","Rio dos Cristais","-43.6002998352051","-18.2493991851807",NA,NA,"MBM034251","101169","auto",NA,NA,"1976",NA,NA,NA,NA,NA,NA,NA,NA,NA
"171","2020-12-21 16:11:24-03","MBM","MBM","228281","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","67989","1998","07","18","Southern America","Brazil",NA,NA,"Ascendente, flor alva.; Campo rupestre, solo arenoso.","MBM228281",NA,NA,"Mart.","Siqueira, J.C.","Minas Gerais","Grão Mogol","Rio Itacambiruçu, Ponte sobre o rio. Estrada para Cristália.","-42.8897018432617","-16.5594005584717",NA,NA,"MBM228281","67219","auto",NA,NA,"2002","12","09",NA,NA,NA,NA,NA,NA,NA
"172","2020-12-21 16:11:24-03","MBM","MBM","244569","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Souza, V.C.; Souza, J.P.; Capellari Jr, L.; Scalon, V.R.; Souza, J.P.; Capellari Jr, L.; Scalon, V.R.","11479","1996","07","01","Southern America","Brazil",NA,NA,"Erva até 1m; tépalas creme; tubo estaminal amarelo.; Campo rupestre.","MBM244569",NA,NA,"Mart.","Siqueira, J.C.","Minas Gerais","Passos","Fazenda Paredão, Estrada entre Furnas e Passos. Usina Açucareira Passos.","-46.6096992492676","-20.718900680542",NA,NA,"MBM244569","37279","auto",NA,NA,"1998","06",NA,NA,NA,NA,NA,NA,NA,NA
"173","2020-12-21 16:11:24-03","MBM","MBM","25123","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Ahumada, Z.; Ahumada, Z.","31296","1973","02","05","Southern America","Brazil",NA,NA,"Ereta, flor alvacenta.; Cerrado, encosta de morro.","MBM025123",NA,NA,"Mart.","Siqueira, J.C.","Minas Gerais","São Tomé das Letras",NA,"-44.9852981567383","-21.7222003936768",NA,NA,"MBM025123","16076","auto",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"174","2020-12-21 16:11:24-03","MBM","MBM","105795","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Furlan, A.; Harley, R.M.; Wanderley, M.G.; Varanda, E.; Giulietti, A.M.; Harley, R.M.; Wanderley, M.G.; Varanda, E.; Giulietti, A.M.","s.n.","1984","07","16","Southern America","Brazil",NA,NA,"Flores creme, ligeiramente perfumadas até 1,5m.; Brejo próximo a cerrado. Lugar úmido.","MBM105795",NA,NA,"Mart.","Furlan, A.","Minas Gerais","Couto Magalhães","Fazenda das Abóboras",NA,NA,NA,NA,"MBM105795",NA,NA,NA,NA,"1984","07",NA,NA,NA,NA,NA,NA,NA,NA
"175","2020-12-21 16:11:24-03","MBM","MBM","18415","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.","27459","1971","09","08","Southern America","Brazil",NA,NA,"Ereta.; Campo arenoso, limpo.","MBM018415",NA,NA,"Mart.","Pedersen, T.M.","Minas Gerais","Cunha Magalhães","Mendanha",NA,NA,NA,NA,"MBM018415",NA,NA,NA,NA,"1971",NA,NA,NA,NA,NA,NA,NA,NA,NA
"176","2020-12-21 16:11:24-03","MBM","MBM","320844","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Giulietti, A.M.; Hensold, N.; Mamede, M.C.H.; Giulietti, N.; Hensold, N.; Mamede, M.C.H.; Giulietti, N.","s.n.","1982","05","22","Southern America","Brazil",NA,NA,"Bracteas amarelas, perianto vermelho, tubo estaminal alvo, anteras amarelas. Sistema subterraneo desenvolvido; Campo rupestre. Em solo arenoso.","MBM320844",NA,NA,"Mart.","Furlan, A.","Mato Grosso","Grão Mogol","Em direção nordeste da cidade","-42.916667","-16.533333",NA,NA,"MBM320844",NA,NA,"-42.916667","-16.533333","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"177","2020-12-21 16:11:24-03","MBM","MBM","320844","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Giulietti, A.M.; Hensold, N.; Mamede, M.C.H.; Giulietti, N.; Hensold, N.; Mamede, M.C.H.; Giulietti, N.","s.n.","1982","05","22","Southern America","Brazil",NA,NA,"Brácteas amarelas, perianto vermelho; tubo estaminal alvo, anteras amarelas.; Campo rupestre.","MBM320844",NA,NA,"Mart.","Furlan, A.","Minas Gerais","Grão Mogol",NA,"-42.916667","-16.533333","3500","3500","MBM320844",NA,NA,"-42.916667","-16.533333","1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"178","2020-12-21 16:11:24-03","MBM","MBM","341479","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Silva, J.M.; Cordeiro, J.; Vaz, J.; Cordeiro, J.; Vaz, J.","6740","2008","05","24","Southern America","Brazil",NA,NA,"Ereta, flor alva.; Cerrado.","MBM341479",NA,NA,"Mart.","Senna, L.R.","Tocantins","Divinópolis","Fazenda Santo Antônio",NA,NA,NA,NA,"MBM341479",NA,NA,NA,NA,"2009","02","04",NA,NA,NA,NA,NA,NA,NA
"179","2020-12-21 16:11:24-03","MBM","MBM","341711","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Silva, J.M.; Cordeiro, J.; Vaz, J.; Cordeiro, J.; Vaz, J.","6725","2008","05","24","Southern America","Brazil",NA,NA,"Ereta, flor alva.; Cerrado.","MBM341711",NA,NA,"Mart.","Senna, L.R.","Tocantins","Ponte Alta de Tocantins","Divisa com a Bahia.",NA,NA,NA,NA,"MBM341711",NA,NA,NA,NA,"2009","02","04",NA,NA,NA,NA,NA,NA,NA
"180","2020-12-21 16:11:24-03","MBM","MBM","374803","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Araújo, F.S.; Forzza, R.C.; Heluey, M.A.; Forzza, R.C.; Heluey, M.A.","23","2001","02","09","Southern America","Brazil",NA,NA,"Folhas cinérias.; Solo arenoso.","MBM374803",NA,NA,"Mart.","Furlan, A.","Minas Gerais","Lima Duarte","Parque Estadual do Ibitipoca, Próximo ao Aceiro do Parque.","-43.9","-21.7",NA,NA,"MBM374803",NA,NA,"-43.9","-21.7","2002","02",NA,NA,NA,NA,NA,NA,NA,NA
"181","2020-12-21 16:11:24-03","MBM","MBM","43639","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Kummrow, R.; Kummrow, R.","38417","1976","03","27","Southern America","Brazil",NA,NA,"Ereta.; Campo cerrado, arenoso.","MBM043639",NA,NA,"Mart.","Siqueira, J.C.","Goiás","Tocantinópolis","Rodovia Transamazonica",NA,NA,NA,NA,"MBM043639",NA,NA,NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"182","2020-12-21 16:11:24-03","MBM","MBM","85695","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Rossi, L.; Furlan, A.; Menezes, N.L.; Hensold, N.; Wagner, H.L.; Isejima, E.N.; Furlan, A.; Menezes, N.L.; Hensold, N.; Wagner, H.L.; Isejima, E.N.","s.n.","1982","04","11","Southern America","Brazil",NA,NA,"Erva até 70cm; flores creme.","MBM085695",NA,NA,"Mart.","Furlan, A.","Minas Gerais","Diamantina","Estrada para Conselheiro Mata.","-43.716667","-18.266667","1009","1009","MBM085695",NA,NA,"-43.716667","-18.266667","1983","04","29",NA,NA,NA,NA,NA,NA,NA
"183","2020-12-21 16:11:24-03","MBM","MBM","217455","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Krapovickas, A.","30176","1963","02","02","Southern America","Brazil",NA,NA,NA,"MBM217455",NA,NA,"Mart.","Pedersen, T.M.","Bahia","Correntina",NA,"-44.6366996765137","-13.3432998657227",NA,NA,"MBM217455","182507","auto",NA,NA,"1997",NA,NA,NA,NA,NA,NA,NA,NA,NA
"184","2020-12-21 16:11:24-03","MBM","MBM","295337","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","77873","2004","06","15","Southern America","Brazil",NA,NA,"Ereta, flor alvacenta.; Caatinga.","MBM295337",NA,NA,"Mart.","Siqueira, J.C.","Bahia","Macaúbas","Rodovia para Bom Jesus da Lapa, entre o alto da Serra Poções e Lagoa Mauricio.","-42.698600769043","-13.0193996429443",NA,NA,"MBM295337","71420","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"185","2020-12-21 16:11:24-03","MBM","MBM","82581","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.","46543","1983","05","17","Southern America","Brazil",NA,NA,"Flor alvacenta.; Campo rupestre, solo arenoso.","MBM082581",NA,NA,"Mart.","Siqueira, J.C.","Bahia","Rio de Contas","Arredores.","-41.8114013671875","-13.5789003372192",NA,NA,"MBM082581","49773","auto",NA,NA,"1983","12","16",NA,NA,NA,NA,NA,NA,NA
"186","2020-12-21 16:11:24-03","MBM","MBM","259374","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","71962","2001","05","12","Southern America","Brazil",NA,NA,"Ascendente, flor alvacenta.; Cerrado.","MBM259374",NA,NA,"Mart.","Siqueira, J.C.","Minas Gerais","Buritizeiro","Galhão, Ligação Rodovia BR-365/São Romão.","-44.9622001647949","-17.3511009216309","750","750","MBM259374","88041","auto",NA,NA,"2002","12","09",NA,NA,NA,NA,NA,NA,NA
"187","2020-12-21 16:11:24-03","MBM","MBM","228282","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Hatschbach, M.; Barboza, E.; Hatschbach, M.; Barboza, E.","68263","1998","07","25","Southern America","Brazil",NA,NA,"Ascendente, flor alva.; Campo rupestre, solo arenoso.","MBM228282",NA,NA,"Mart.","Siqueira, J.C.","Minas Gerais","Diamantina","Rodovia Guinda-Conselheiro Mata, próximo ao Km 21.","-43.6002998352051","-18.2493991851807",NA,NA,"MBM228282","101169","auto",NA,NA,"2002","12","09",NA,NA,NA,NA,NA,NA,NA
"188","2020-12-21 16:11:24-03","MBM","MBM","306566","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Zappi, D.C.; Pirani, J.R.; Mello-Silva, R.; Cavalcanti, T.B.; Pirani, J.R.; Mello-Silva, R.; Cavalcanti, T.B.","s.n.","1985","09","05","Southern America","Brazil",NA,NA,"Erva ereta; brácteas paleáceas, flor vináceo com anteras.; Alto de morro; vargem.","MBM306566",NA,NA,"Mart.","Furlan, A.","Minas Gerais","Grão Mogol","Jambeiro, Ca. 7km do município.","-42.8897018432617","-16.5594005584717",NA,NA,"MBM306566","67219","auto",NA,NA,"1987",NA,NA,NA,NA,NA,NA,NA,NA,NA
"189","2020-12-21 16:11:24-03","MBM","MBM","58513","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.","41281","1978","04","21","Southern America","Brazil",NA,NA,"Erva, flor alvacenta.; Solo arenoso; planície próximo ao rio.","MBM058513",NA,NA,"Mart.","Pedersen, T.M.","Minas Gerais","Grão Mogol","Rio Itacambiruçu","-42.8897018432617","-16.5594005584717",NA,NA,"MBM058513","67219","auto",NA,NA,"1980",NA,NA,NA,NA,NA,NA,NA,NA,NA
"190","2020-12-21 16:11:24-03","MBM","MBM","192188","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Schinini, A.; Silva, J.M.; Schinini, A.; Silva, J.M.","64786","1996","04","15","Southern America","Brazil",NA,NA,"Ereta, flor alvacenta.; Campo rupestre, solo arenoso.","MBM192188",NA,NA,"Mart.","Pedersen, T.M.","Minas Gerais","Joaquim Felício","Serra do Cabral","-44.1721992492676","-17.7574996948242",NA,NA,"MBM192188","37503","auto",NA,NA,"1996",NA,NA,NA,NA,NA,NA,NA,NA,NA
"191","2020-12-21 16:11:24-03","MBM","MBM","295345","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Hatschbach, G.; Hatschbach, M.; Ribas, O.S.; Hatschbach, M.; Ribas, O.S.","77424","2004","06","06","Southern America","Brazil",NA,NA,"Ereta 50cm, flor creme.; Campo rupestre.","MBM295345",NA,NA,"Mart.","Siqueira, J.C.","Minas Gerais","Joaquim Felício","Serra do Cabral, Próximo ao Rio Embassaia.","-44.1721992492676","-17.7574996948242",NA,NA,"MBM295345","37503","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"192","2020-12-21 16:11:24-03","MBM","MBM","329829","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","Silva, J.M.; Ribas, O.S.; Ribas, O.S.","5683","2007","04","14","Southern America","Brazil",NA,NA,"Ereta, flor cremeestames amarelos.; Cerrado.","MBM329829",NA,NA,"Mart.","Siqueira, J.C.","Minas Gerais","Porteirinha","Torre da CEMIG","-43.0283012390137","-15.7433004379272",NA,NA,"MBM329829","56892","auto",NA,NA,"2007",NA,NA,NA,NA,NA,NA,NA,NA,NA
"193","2019-11-01 15:27:48-03","PUC-RIO","FCAB","8045","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","G. Pereira-Silva","10692","2006","06","15",NA,"Brasil",NA,NA,"Cerrado. Relevo suave ondulado. Solo argiloso com presença de Plintosolo.","FCAB008045",NA,"Angiospermae","Mart.","Bruno Machado Teles Walter","Tocantins","São salvador do Ticantins",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"194","2019-11-01 15:27:48-03","PUC-RIO","FCAB","4964","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","J.A. Rizzo","7820","1972","03","15",NA,"Brasil",NA,NA,"Continuação Procedência 80 km.&nf;Cerrado. Herbácea. 30 cm. Pelo.; Cerrado.","004964",NA,"Angiospermae","Mart.","J.C. Siqueira","Goiás",NA,"Do entrocamento de Belém-Brasília com a Transamazô",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","05",NA,NA,NA,NA,NA,NA,NA,NA
"195","2019-11-01 15:27:48-03","PUC-RIO","FCAB","4956","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","J.A. Rizzo","9707","1974","03","18",NA,"Brasil",NA,NA,"Universidade Federal de Goiás ICBB - Departamento de Botânica.&nf;Herbácea. 0,40m. Inflorescência avermelhada. Solo arenoso.","004956",NA,"Angiospermae","Mart.","J.C. Siqueira","Goiás",NA,"Estrada Belém - Brasília para Nazaré. 20 km. da Ci",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","05",NA,NA,NA,NA,NA,NA,NA,NA
"196","2019-11-01 15:27:48-03","PUC-RIO","FCAB","4965","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","J.A. Rizzo","10390","1984","03","22",NA,"Brasil",NA,NA,"Continuação Procedência: Alto da Serra Dourada.&nf;Erva. 80 cm. Corola amarela esbranquiçada.","004965",NA,"Angiospermae","Mart.","J.C. Siqueira","Goiás",NA,"Do Córrego do Ouro para Novo Goiás-Faz. Traquaral",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","05",NA,NA,NA,NA,NA,NA,NA,NA
"197","2019-11-01 15:27:48-03","PUC-RIO","FCAB","4968","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","J.A. Rizzo","9100","1973","06","28",NA,"Brasil",NA,NA,"Campo rupestre. Subarbusto. Corola esbranquiçada. 60 cm.","004968",NA,"Angiospermae","Mart.","J.C. Siqueira","Goiás",NA,"S. Topázio. 20km. antes de Cristallina. Rod. Brási",NA,NA,NA,NA,NA,NA,NA,NA,NA,"1988","05",NA,NA,NA,NA,NA,NA,NA,NA
"198","2019-11-01 15:27:48-03","PUC-RIO","FCAB","6159","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","G. Hatschbach; M.Hatschbach; O.S.Ribas","77873","2004","06","15",NA,"Brasil",NA,NA,"Entre o alto da Serra Poções e a Lagoa do Maurício.&nf;Obs: ereta,flor alvacenta. Caatinga.","006159",NA,"Angiospermae","Mart.","J.C. Siqueira","Bahia","Macaúbas","Rodovia Macaúbas a Bom Jesus da Lapa","-42.698600769043","-13.0193996429443",NA,NA,NA,"71420","auto",NA,NA,"2004",NA,NA,NA,NA,NA,NA,NA,NA,NA
"199","2019-11-01 15:27:48-03","PUC-RIO","FCAB","3312","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","A. Fernandes; Dordono A. Lima","s.n.","1977","08","26",NA,"Brasil",NA,NA,NA,"003312",NA,"Angiospermae","Mart.","J.C. Siqueira","Ceará","Granja","Serra das Flores","-40.826099395752","-3.12028002738953",NA,NA,NA,"70014","auto",NA,NA,"1982",NA,NA,NA,NA,NA,NA,NA,NA,NA
"200","2019-11-01 15:27:48-03","PUC-RIO","FCAB","2881","PreservedSpecimen","Plantae","Amaranthaceae","Gomphrena","agrestis","Gomphrena agrestis","D. Sucre","8646","1972","03","11",NA,"Brasil",NA,NA,"Heliófita, apresentando-se em pequenas formações em arciais abertos em formação nativa.&nf;&nf;obs: algumas palavras da etiqueta com letras irreconhecíveis.","002881",NA,"Angiospermae","Mart.",NA,"Espírito Santo","Linhares","Estrada Espírito Santo, Reserva Florestal de Linha","-40.0722007751465","-19.3910999298096",NA,NA,NA,"48094","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
