"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","recordedBy","year","month","day","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","recordNumber","phylum","order","scientificNameAuthorship","identifiedBy","stateProvince","locality","decimalLongitude","decimalLatitude","minimumElevationInMeters","imagecode","maximumElevationInMeters","county","coordinatePrecision","geoFlag","verbatimLongitude","verbatimLatitude","yearIdentified","monthIdentified","dayIdentified","class","relatedCatalogItem","fieldNumber","individualCount","infraspecificEpithet","typeStatus"
"193","2020-02-08 10:04:18-03","NBC","NL-BOTANY","U.1395274","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Prance GT; Forero E; Pena BS; Ramos JF","1967","01","22","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395274 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395274",NA,NA,"Myrtales","(Bonpl.) DC.",NA,NA,"Plants of Brazilian Amazonia. Territorio do Roraima. IGarape Agua Boa. RIo Mucajai between Pratinha and Rio Apiau.",NA,NA,NA,"NL-U1395274",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"194","2020-02-08 10:04:18-03","NBC","NL-BOTANY","U.1395279","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Prance GT; et al.","1977","11","06","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395279 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395279",NA,NA,"Myrtales","(Bonpl.) DC.",NA,NA,"Plants of Amazonia. State of Para. Serra do Cachimbo.Br 163. Cuiaba- Santarem Highway. Km 873 Cuiaba-Santarem. Serra do Cachimbo.",NA,NA,NA,"NL-U1395279",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"195","2020-02-08 10:04:18-03","NBC","NL-BOTANY","U.1395281","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Prance GT; et al.","1971","04","15","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395281 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395281",NA,NA,"Myrtales","(Bonpl.) DC.",NA,NA,"Plants of Amazonia. Estado do Acre. Cruzeiro do sul. Rio Jurua & Rio Moa. Estrada Alemanha, Cruzeiro do sul. Forest on terra firme.",NA,NA,NA,"NL-U1395281",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"196","2020-02-08 10:04:18-03","NBC","NL-BOTANY","U.1395337","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Henkel TW; Chin M; Williams L","1994","07","06","Southern America","Guyana",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395337 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395337",NA,NA,"Myrtales","(Bonpl.) DC.","Hollowell T","Potaro-Siparuni","Potario-Siparuni. Pakaraima Mountains; Upper Ireng River; W bank adjacent Ka-wai-kin Creek","-60","4.8",NA,"NL-U1395337",NA,NA,NA,NA,"-60.0","4.8",NA,NA,NA,"Magnoliopsidae","U 0069248",NA,NA,NA,NA
"197","2020-02-08 10:04:18-03","NBC","NL-BOTANY","U.1395345","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Prance GT; et al.","1977","11","07","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1395345 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1395345",NA,NA,"Myrtales","(Bonpl.) DC.",NA,NA,"Plants of Brazilian Amazonia. State of Para. Serra do Cachimbo, Br163, Cuiaba- Santarem Highway.Km823. Campina on sand.",NA,NA,NA,"NL-U1395345",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"198","2020-02-08 10:04:18-03","NBC","NL-BOTANY","U.1396710","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Rojas CEB de","1968","04","19","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1396710 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1396710",NA,NA,"Myrtales","(Bonpl.) DC.",NA,NA,"Corumbo (viá a Nesguna) ± 750 m.s.m. Yaracuy.",NA,NA,NA,"NL-U1396710",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"199","2020-02-08 10:04:18-03","NBC","NL-BOTANY","U.1396711","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Huber O","1980","03","05","Southern America","Venezuela",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1396711 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1396711",NA,NA,"Myrtales","(Bonpl.) DC.",NA,NA,"T.F. Amazonas: Dept° Atabapo, pequeña sabana al pié SE. del Cerro Huachamacari, en la ribera derecha del río Cunucunuma Medio.","-65.716667","3.8",NA,"NL-U1396711",NA,NA,NA,NA,"-65.716667","3.8",NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"200","2020-02-08 10:04:18-03","NBC","NL-BOTANY","U.1396712","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","García-Barriga H; Jaramillo Mejía R","1969","05","16","Southern America","Colombia",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/U.1396712 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-U1396712",NA,NA,"Myrtales","(Bonpl.) DC.",NA,NA,"Colombia, Depto. Santander del Sur: Municipio de Pie de Cuesta; La Mesa de Los Santos.",NA,NA,NA,"NL-U1396712",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"201","2020-02-08 10:04:18-03","NBC","NL-BOTANY","WAG.1094560","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Irwin HS; Maxwell H; Wasshausen DC","1968","01","13","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1094560 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1094560",NA,NA,"Myrtales","(Bonpl.) DC.",NA,NA,"Serra dos Pirineus, Occasional on rocky slope. 25 km N. of Corumbá de Goias in valley of Rio Corumbá.",NA,NA,NA,"NL-WAG1094560",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"202","2020-02-08 10:04:18-03","NBC","NL-BOTANY","WAG.1094561","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Irwin HS; Anderson WR; Stieber M; Lee EY-T","1972","01","17","Southern America","Brazil",NA,NA,"<a href=https://data.biodiversitydata.nl/naturalis/specimen/WAG.1094561 target=other class=eLink> <mi>dwc_moreinfo</mi></a>","NL-WAG1094561",NA,NA,"Myrtales","(Bonpl.) DC.",NA,NA,"Margin of cerrado near gallery. Galler, cerrado, and periodically inundated islets, Rio Corumbá at great falls, ca. 12km N. of Corumbá de Goiás.",NA,NA,NA,"NL-WAG1094561",NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsidae",NA,NA,NA,NA,NA
"203","2020-11-04 11:13:43-03","ESALQ","ESA","27148","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Souza, V.C.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Paiva, G.A.","1996","02","20",NA,"Brasil",NA,NA,"Arvoreta, 4m alt.; frutos verdes","ESA027148","10976.0","Magnoliophyta",NA,"(Bonpl.) DC.","Goldenberg, R.","São Paulo","Rodovia SP 225; 2 km de Brotas em direção a Jaú. 22*17'29,5S; 48*06'04,9W. 680msm. Cerradão","-48.1199989318848","-22.2800006866455",NA,"ESA027148",NA,"Brotas","26585","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"204","2020-11-04 11:13:43-03","ESALQ","ESA","24034","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Souza, V.C. et al.","1994","03","17",NA,"Brasil",NA,NA,NA,"ESA024034","5550.0","Magnoliophyta",NA,"(DC.) Naudin","Goldenberg, R.","Minas Gerais",NA,NA,NA,NA,NA,NA,"Retiro",NA,NA,NA,NA,"1998","01","01",NA,NA,NA,NA,NA,NA
"205","2020-11-04 11:13:43-03","ESALQ","ESA","34783","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Nave, A.G. et al.","1997","02","19",NA,"Brasil",NA,NA,NA,"ESA034783","1091.0","Magnoliophyta",NA,NA,"Souza, V.C.","Mato Grosso",NA,"-55.749698638916","-15.460599899292",NA,"ESA034783",NA,"Chapada dos Guimarães","107042","auto",NA,NA,"1997","09","06",NA,NA,NA,NA,NA,NA
"206","2020-11-04 11:13:43-03","ESALQ","ESA","18833","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Souza, V.C. et al.","1995","03","07",NA,"Brasil",NA,NA,NA,"ESA018833","7827.0","Magnoliophyta",NA,"(Bonpl.) DC.","Goldenberg, R.","Minas Gerais",NA,"-44.6577987670898","-21.2980995178223",NA,NA,NA,"Itutinga","24458","auto",NA,NA,"1995","09","18",NA,NA,NA,NA,NA,NA
"207","2020-11-04 11:13:43-03","ESALQ","ESA","79307","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Queiroz, L.P.","1989","02","11",NA,"Brasil",NA,NA,NA,"ESA079307","2237.0","Magnoliophyta",NA,"(Bonpl.) DC.","Queiroz, L.P.","São Paulo",NA,"-47.8199996948242","-22.25",NA,"ESA079307",NA,"Itirapina","22843","auto",NA,NA,"1989","01","01",NA,NA,NA,NA,NA,NA
"208","2020-11-04 10:56:10-03","ESALQ","ESA","143391","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Souza, V.C. & Colletta, G.D.","2017","10","16",NA,"Brasil",NA,NA,"Arbusto, ca. 1,8 m alt.; botões alvos.","ESA143391","42326.0",NA,NA,"(Bonpl.) DC.","Souza, V.C.","Minas Gerais","20 km de Joaquim Felício em direção a Montes Claros. Cerrado.","-44.1721992492676","-17.7574996948242","740",NA,"740","Joaquim Felício","37503","auto","-44,088,583","-17,641,972","2017","10","20",NA,NA,NA,NA,NA,NA
"209","2020-11-04 11:13:43-03","ESALQ","ESA","18382","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Barreto, K.D. et al.","1994","04","26",NA,"Brasil",NA,NA,NA,"ESA018382","2304.0","Magnoliophyta",NA,"(Bonpl.) DC.","Goldenberg, R.","São Paulo",NA,"-47.8199996948242","-22.25",NA,NA,NA,"Itirapina","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"210","2020-11-04 11:13:43-03","ESALQ","ESA","104088","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Polisel, R.T.","2006","09","26",NA,"Brasil",NA,NA,NA,"ESA104088","76.0","Magnoliophyta",NA,NA,"Franco, G.A.D.C. & Durigan, G.","São Paulo",NA,"-47.4700012207031","-20.25",NA,"ESA104088",NA,"Pedregulho","27552","auto",NA,NA,"2006","09","26",NA,NA,NA,NA,NA,NA
"211","2020-11-04 11:13:43-03","ESALQ","ESA","100700","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Ferreira, F.M.","2002","08","04",NA,"Brasil",NA,NA,NA,"ESA100700","211.0","Magnoliophyta",NA,NA,"Ferreira, F.M.","Minas Gerais",NA,"-44.8899993896484","-21.9589004516602",NA,"ESA100700",NA,"Baependi","29865","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"212","2020-11-04 11:13:43-03","ESALQ","ESA","79272","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Romão, G.O. ; Chaddad Jr., J.","2002","03","21",NA,"Brasil",NA,NA,NA,"ESA079272","802.0","Magnoliophyta",NA,"(Bonpl.) DC.",NA,"São Paulo",NA,"-47.8199996948242","-22.25",NA,"ESA079272",NA,"Itirapina","22843","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"213","2020-11-04 11:13:43-03","ESALQ","ESA","15641","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Souza, V.C. et al.","1994","04","17",NA,"Brasil",NA,NA,NA,"ESA015641","5787.0","Magnoliophyta",NA,"(Bonpl.) DC.","Goldenberg, R.","São Paulo",NA,"-47.8199996948242","-22.25",NA,NA,NA,"Itirapina","22843","auto",NA,NA,"1998","01","01",NA,NA,NA,NA,NA,NA
"214","2020-11-04 11:13:43-03","ESALQ","ESA","33486","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Souza, V.C. ; Ferraro L.","1993","03","24",NA,"Brasil",NA,NA,NA,"ESA033486","2594.0","Magnoliophyta",NA,"(Bonpl.) DC.","Goldenberg, R.","São Paulo",NA,"-47.8199996948242","-22.25",NA,"ESA033486",NA,"Itirapina","22843","auto",NA,NA,"1998","01","01",NA,NA,NA,NA,NA,NA
"215","2020-11-04 11:13:43-03","ESALQ","ESA","15758","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Souza, V.C. et al.","1994","04","17",NA,"Brasil",NA,NA,NA,"ESA015758","5832.0","Magnoliophyta",NA,"(Bonpl.) DC.","Goldenberg, R.","São Paulo",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,"São Carlos","45913","auto",NA,NA,"1998","01","01",NA,NA,NA,NA,NA,NA
"216","2020-11-04 10:56:10-03","ESALQ","ESA","132687","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Souza, V.C.","2013","07","01",NA,"Brasil",NA,NA,"Árvore, ca. 4 m alt. Vegetativo.","ESA132687",NA,NA,NA,NA,NA,"São Paulo","Estrada para São Pedro, cerca de 2 km da Rodovia Washington Luís. Cerrado.","-47.8199996948242","-22.25",NA,NA,NA,"Itirapina","22843","auto","47o54#?#27","22o15#?#54",NA,NA,NA,NA,NA,NA,NA,NA,NA
"217","2020-11-04 11:13:43-03","ESALQ","ESA","25931","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Souza, V.C.; Souza, J.P.; Sanches, I.D.; Mazine, F.F.; Isaac,M.S.; Zandoval, J.A.","1995","11","10",NA,"Brasil",NA,NA,"Arbusto; botões alvos; frutos imaturos verdes.","ESA025931","9419.0","Magnoliophyta",NA,"(Bonpl.) DC.","Romero, R.","São Paulo","Rodovia Washington Luís, Km 201. Cerrado.","-47.8199996948242","-22.25",NA,"ESA025931",NA,"Itirapina","22843","auto",NA,NA,"1997","05","05",NA,NA,NA,NA,NA,NA
"218","2020-11-04 11:13:43-03","ESALQ","ESA","18393","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Barreto, K.D. et al.","1994","04","26",NA,"Brasil",NA,NA,NA,"ESA018393","2348.0","Magnoliophyta",NA,"(Bonpl.) DC.","Goldenberg, R.","São Paulo",NA,"-47.8899993896484","-22.0100002288818",NA,NA,NA,"São Carlos","45913","auto",NA,NA,"1998","01","01",NA,NA,NA,NA,NA,NA
"219","2021-01-14 15:31:40-03","MN","R","9625","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Glaziou, A.F.M.","1882","02","14",NA,"Brasil",NA,NA,"Plantas do Brasil Central","R000009625","16025",NA,NA,"DC.",NA,"Minas Gerais",NA,NA,NA,NA,"R000009625_001",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"220","2021-04-02 11:40:37-03","UFPI","TEPB","25975","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Castro, A.J.","1985","10",NA,NA,"Brasil",NA,NA,"Arbusto. Ambiente: Cerrado",NA,NA,NA,NA,"(Bonpl.) Tr.","A. J. CASTRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"221","2021-04-04 23:43:04-03","UFPI","TEPB","8295","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","A. J. CASTRO","1986","01","01",NA,"Brasil",NA,NA,"Arbusto Ambiente: Cerrado",NA,NA,NA,NA,"(Bonpl.) Tr.","A. J. CASTRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"1986","01","01",NA,NA,NA,NA,NA,NA
"222","2021-04-02 11:40:37-03","UFPI","TEPB","25976","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","A. J. CASTRO","1985","10",NA,NA,"Brasil",NA,NA,"Arbusto. Ambiente: Cerrado",NA,NA,NA,NA,"(Bonpl.) Tr.","A. J. CASTRO",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"223","2014-09-25 12:12:45-03","FEMACT","MIRR","4634","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Sanaiotti, T.M.","1993","09","16",NA,"Brasil",NA,NA,"Árvore de 3m de altura; frutos imaturos verde-roxeado. Savana dominada por Byrsonima de altura média 3m.",NA,"266",NA,NA,"(Bonpl.) DC.",NA,"Roraima","Rodovia BR 174, Boa Vista-Mucajaí, Km 45 Sul de Boa Vista","-60.883333","2.5",NA,NA,NA,NA,NA,NA,"-60.883333","2.5",NA,NA,NA,NA,NA,NA,NA,NA,NA
"224","2014-09-25 12:32:32-03","FEMACT","MIRR","8564","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Flores A. S.; Schütz Rodrigues R.","2009","07","17",NA,"Brasil",NA,NA,"Arbusto, 1,5 m alt., frutos maduros negros. Área de transição entre savana e mata-ciliar, beira de mata.",NA,"a2405",NA,NA,"(Bonpl.) DC.",NA,"Roraima","Campus do Cauamé - UFRR","-60.714972","2.863639",NA,NA,NA,"Boa Vista",NA,NA,"-60.714972","2.863639",NA,NA,NA,NA,NA,NA,NA,NA,NA
"225","2014-09-25 12:32:32-03","FEMACT","MIRR","8937","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","A.S. Flores; R. Schütz Rodrigues; C.M. Batalha; J.C. Prazeres Neto","2006","09","01",NA,"Brasil",NA,NA,"Arbusto 1,5m alt., frutos imaturos, mata em beira do Rio Cauamé",NA,"a1264",NA,NA,"(Bonpl.) DC.",NA,"Roraima","Área do Campus do Cauamé","-60.694444","2.863639",NA,NA,NA,"Boa Vista",NA,NA,"-60.694444","2.863639",NA,NA,NA,NA,NA,NA,NA,NA,NA
"226","2014-09-25 12:32:32-03","FEMACT","MIRR","8951","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","A.S. Flores; R. Schütz Rodrigues; C.S. Costa","2007","09","11",NA,"Brasil",NA,NA,"Arbusto 1,5m alt., botões florais brancos, fruto maduro violeta, beira de mata",NA,"a1613",NA,NA,"(Bonpl.) DC.",NA,"Roraima","Campus UFRR-Cauamé","-60.694444","2.863639",NA,NA,NA,"Boa Vista",NA,NA,"-60.694444","2.863639",NA,NA,NA,NA,NA,NA,NA,NA,NA
"227","2014-10-02 12:41:05-03","FEMACT","MIRR","9477","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Matos, M N F; Maduro, C.B.; Baima, J.M.","2011","06","30",NA,"Brasil",NA,NA,"Planta com aproximadamente 2m. Folhas pubercentes. Caule marrom. Presença de estípulas interpeciolares. Inflorescências com botão floral verde claro.",NA,"08",NA,NA,"(Bonpl.) DC.",NA,"Roraima","Bosque dos Papagaios, Bosque dos Papagaios","-60.657924","2.859408",NA,NA,NA,"Boa Vista",NA,NA,"-60.657924","2.859408",NA,NA,NA,NA,NA,NA,NA,NA,NA
"228","2014-12-19 11:45:29-02","FEMACT","MIRR","4551","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Silva, E.S.S. da","1987","09","02",NA,"Brasil",NA,NA,"Arbusto, +- 1,5m, frutos imaturos verdes.",NA,"782",NA,NA,"(Bonpl.) DC.","Goldenberg, R.","Roraima","Fazenda São Lourenço, Igarapé proximo a fazenda São Lourenço, mata rala de galeria, solo arenoso.","-59.8333","3.35972",NA,NA,NA,"Bonfim","155390","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"229","2014-09-25 12:32:32-03","FEMACT","MIRR","9249","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Rodrigues, I.S.; Araújo, M.C.; Rosa M.B.; Costa C.S.; Flores A.S.","2009","02","26",NA,"Brasil",NA,NA,"Arbusto 1,5m alt., coletada em borda de mata.",NA,"09",NA,NA,"(Bonpl.) DC.",NA,"Roraima","Campus Cauamé, UFRR, área do PPBIo","-60.6733","2.81972",NA,NA,NA,"Boa Vista","90031","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"230","2019-02-15 11:45:47-02","IPA","IPA","15837","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Andrade-Lima","1966","06","27","Southern America","Brasil",NA,NA,"Arboreta 4-5m; folhas mais ou menos ferrugíneas; flores alvas.","IPA0015837","66-4672","Plantae",NA,"(Bonpl.) DC.","Pereira, E.","Amazonas","campos ao N. da Fazenda de Criação.","-63.0208015441895","-7.50611019134521",NA,NA,NA,"Humaitá","202650","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"231","2019-03-22 12:20:58-03","IPA","IPA","15481","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Belém R.P.","1965","12","10","Southern America","Brasil",NA,NA,"Planta de 2m; flores alvas, cálice verde.; Cerrado.","IPA0015481","1946","Plantae",NA,"(Bonpl.) DC.","Goldemberg, R.","Distrito Federal","Plano Piloto, Cemitério.","-47.9296989440918","-15.7797002792358",NA,NA,NA,"Brasilia","70570","auto",NA,NA,"2010","08","05",NA,NA,NA,NA,NA,NA
"232","2019-03-22 12:20:58-03","IPA","IPA","59861","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Silva, A.M. da; Silva, A.G. da; Oliveira, C.A.M.; Nascimento, L.M.; Silva, A.G. da; Oliveira, C.A.M.; Nascimento, L.M.","1999","12","28","Southern America","Brasil",NA,NA,"Árvore ca. 4m de altura. Inflorescência em botão. Frequênte.; Mata Estacional.","IPA0059861","54","Plantae",NA,"(Bonpl.) DC.","Goldemberg, R.","Pernambuco","Mata do Bituri, estrada da mata.","-36.3711013793945","-8.14583015441895","920",NA,"1030","Brejo da Madre de Deus","34231","auto",NA,NA,"2010","08","05",NA,NA,NA,NA,NA,NA
"233","2019-03-22 12:20:58-03","IPA","IPA","60061","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Silva, A.G. da; Nascimento, L.M.; Nascimento, L.M.","2000","02","29","Southern America","Brasil",NA,NA,"Árvore ca. 5m de altura. Flores com pétalas alvas e sépalas verdes. Frutos imaturos verdes. Cheiro agradável. Ocasional.; Mata Estacional.","IPA0060061","241","Plantae",NA,"(Bonpl.) DC.","Goldemberg, R.","Pernambuco","Mata do Bituri, parte mais alta, pedregosa.","-36.392222","-8.2075","920",NA,"1030","Brejo da Madre de Deus",NA,NA,"-36.392222","-8.2075","2010","08","05",NA,NA,NA,NA,NA,NA
"234","2019-03-22 12:20:58-03","IPA","IPA","64851","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Pietrobom-Silva, M.R.; Windisch, P.G.; Oliveira, W.; Windisch, P.G.; Oliveira, W.","1996","10","06","Southern America","Brasil",NA,NA,"Arbustiva, botão branco.; Região usada para a agricultura. Início da floresta de transição amazônica. Capão de cerrado.","IPA0064851","3658","Plantae",NA,"(Bonpl.) DC.","Goldemberg, R.","Mato Grosso","ca. 58Km de São José do Rio Claro, sentido Campos Novos dos Parecis.","-57.05","-13.666667","530",NA,"530","São José do Rio Claro",NA,NA,"-57.05","-13.666667","2010","08","05",NA,NA,NA,NA,NA,NA
"235","2019-03-22 12:20:58-03","IPA","IPA","17986","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Barroso, G.M.; Mitzi; José, M.; Giulietti, A.M.; Mitzi; José, M.; Giulietti, A.M.","1968","12","18","Southern America","Brasil",NA,NA,"Arbusto ca. 1,5m; flores em botão.","IPA0017986","771","Plantae",NA,"(Bonpl.) DC.","Goldemberg, R.","Goiás","Serra Dourada, local arenoso.","-50.1403007507324","-15.9343996047974",NA,NA,NA,"Goiás","63502","auto",NA,NA,"2010","08","05",NA,NA,NA,NA,NA,NA
"236","2019-03-22 12:20:58-03","IPA","IPA","17930","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Giulietti, N.; Giulietti, A.M.; Giulietti, A.M.","1968","12","26","Southern America","Brasil",NA,NA,"Arbusto ca. 2m; botões castanhos.","IPA0017930","667","Plantae",NA,"(Bonpl.) DC.","Goldemberg, R.","Goiás","Serra dos Pireneus, sobre pedras.","-48.9592018127441","-15.852499961853",NA,NA,NA,"Pirenópolis","40887","auto",NA,NA,"2010","08","05",NA,NA,NA,NA,NA,NA
"237","2019-03-22 12:20:58-03","IPA","IPA","74862","S","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Ramalho, F.B.","1972","09","01","Southern America","Brasil",NA,NA,"Árvore, ca. de 6m. de altura, flôres alvas sem perfume.Flôres com cêra côr de ferrugem na face dorsal.","IPA0074862","144","Plantae",NA,"(Bonpl.) DC.","Goldemberg, R.","Bahia","Delfino. Fazenda Licolí do Gonzaga.","-40.3213996887207","-10.5074996948242",NA,NA,NA,"Campo Formoso","104183","auto",NA,NA,"2010","09","05",NA,NA,NA,NA,NA,NA
"238","2020-12-20 21:18:22-03","UFV","VIC","33778","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Mendes, S.; et al.","2002","05","18",NA,"Brasil",NA,NA,"Arbórea ca 1,8 m, cálice verde, corola branca e frutos verdes.","VIC033778","s.n.",NA,NA,"(Bonpl.) DC.",NA,"Minas Gerais","Estação Ambiental Galheiros","-47.2928009033203","-19.3528003692627",NA,"VIC033778",NA,"Perdizes","45889","auto",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"239","2020-12-20 21:18:22-03","UFV","VIC","25146","PreservedSpecimen","Plantae","Melastomataceae","Miconia","rubiginosa","Miconia rubiginosa","Pena, R.A.","2000","09","13",NA,"Brasil",NA,NA,"Arbusto com ca. de 3,om de altura. Flor de coloração branca.","VIC025146","s.n.",NA,NA,"(Bonpl.) DC.","Goldenberg, R.","Minas Gerais","Campus da UFV","-42.8819007873535","-20.7539005279541",NA,NA,NA,"Viçosa","13937","auto",NA,NA,"2003",NA,NA,NA,NA,NA,NA,NA,NA
