"record_id","modified","institutionCode","collectionCode","catalogNumber","basisOfRecord","kingdom","family","genus","specificEpithet","scientificName","typeStatus","recordedBy","continentOcean","country","preparationType","previousCatalogNumber","occurrenceRemarks","barcode","phylum","order","scientificNameAuthorship","recordNumber","year","month","locality","imagecode","stateProvince","decimalLongitude","decimalLatitude","infraspecificEpithet","minimumElevationInMeters","maximumElevationInMeters","identifiedBy","day","county","verbatimLongitude","verbatimLatitude","yearIdentified","coordinatePrecision","geoFlag","monthIdentified","dayIdentified","class","fieldNumber","individualCount","relatedCatalogItem"
"247","2021-03-01 16:32:49-03","UNICAMP","UEC","83709","S","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Koch, I; et al.",NA,"Brazil",NA,NA,"Arbusto, 1,80m, folhas aromáticas e flores creme esverdeado, sobre solo litolítico.","UEC138391","Magnoliopsida",NA,"(Nees & C.Mart.) Mez","587","1996","05","Margem da estrada para São Francisco dos Campos.","UEC138391","São Paulo","-45.1699981689453","-22.6100006103516",NA,NA,NA,"Baitello, JB","25","Piquete",NA,NA,NA,"13434","auto",NA,NA,NA,NA,NA,NA
"248","2020-04-22 16:19:54-03","UFPB","JPB","53933","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Silva, JM","Southern America","Brasil",NA,NA,"; DESC: Arvoreta 3m,fruto imaturo.","JPB0053933","Angiosperma","Dicotyledon","(Nees) Mez.","7050","2008","11","Serra do Capivari Grande",NA,"Paraná","-49.0553016662598","-25.3055992126465",NA,NA,NA,"Brotto, ML","09","Campina Grande do Sul",NA,NA,"2012","55154","auto","10","22",NA,NA,NA,NA
"249","2019-11-06 09:56:02-03","UFOP","OUPR","20424","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nummularia","Ocotea nummularia",NA,"Messias, M.C.T.B.",NA,"Brasil",NA,NA,"Campo rupestre. Subarbusto, flores amarelo-claras",NA,NA,NA,"(Meisn.) Mez","1327","2007","05","Serra da Piedade",NA,"Minas Gerais","-43.6697006225586","-19.8799991607666",NA,NA,NA,"Moraes, P.L.R.","17","Caeté",NA,NA,"2011","22051","auto","12","13",NA,NA,NA,NA
"250","2019-11-06 09:56:02-03","UFOP","OUPR","20426","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nummularia","Ocotea nummularia",NA,"Messias, M.C.T.B.",NA,"Brasil",NA,NA,"Campo rupestre. Subarbusto, em frutos verdes",NA,NA,NA,"(Meisn.) Mez","1329","2007","05","Serra da Piedade",NA,"Minas Gerais","-43.6697006225586","-19.8799991607666",NA,NA,NA,"Moraes, P.L.R.","17","Caeté",NA,NA,"2011","22051","auto","12","12",NA,NA,NA,NA
"251","2019-11-06 09:56:02-03","UFOP","OUPR","4461","PreservedSpecimen","Plantae","Lauraceae","Ocotea","nummularia","Ocotea nummularia",NA,"Badini, J.",NA,"Brasil",NA,NA,"Sobre canga",NA,NA,NA,"(Meisn.) Mez","s.n.","1972","06","Morro do Fraga",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Moraes, P.L.R.","17","Ouro Preto",NA,NA,"2011","44599","auto","12","12",NA,NA,NA,NA
"252","2019-12-18 15:50:47-03","UFOP","OUPR","26337","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Silva, T.C. da; Cardoso, R.C.",NA,"Brasil",NA,NA,"Arbusto, ca. 1,7m, flores amarelo-esbranquiçadas, alta disperção em áreas pontuadas. Campo rupestre, ferruginoso, de alta incidência de luz.",NA,NA,NA,"(Nees & Mart.) Mez","108","2012","05","Serra da Brígida",NA,"Minas Gerais","-43.517","-20.365",NA,"1586","1586",NA,"29","Ouro Preto","-43.517","-20.365",NA,NA,NA,NA,NA,NA,NA,NA,NA
"253","2019-11-06 09:56:02-03","UFOP","OUPR","3901","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Fortes, D.",NA,"Indisponível",NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1894",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"254","2019-11-06 09:56:02-03","UFOP","OUPR","4222","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Leite, C.B.",NA,"Brasil",NA,NA,"Subarbusto. Flores brancas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1893","04","Tombadouro",NA,NA,NA,NA,NA,NA,NA,NA,"26",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
"255","2019-11-06 09:56:02-03","UFOP","OUPR","18170","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Capão de Mata. Arbusto, flores pálidas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1987","05","Serra da Moeda",NA,"Minas Gerais","-43.937801361084","-19.9207992553711",NA,NA,NA,"Quinet, A.","25","Belo Horizonte",NA,NA,"2007","17082","auto","03","07",NA,NA,NA,NA
"256","2019-11-06 09:56:02-03","UFOP","OUPR","18184","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Campo. Arbusto, flores marelas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1973","01","Serra de Itabirito",NA,"Minas Gerais","-43.801399230957","-20.2532997131348",NA,NA,NA,"Moraes, P.L.R.","20","Itabirito",NA,NA,"2001","20553","auto","11","13",NA,NA,NA,NA
"257","2019-11-06 09:56:02-03","UFOP","OUPR","18216","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Godoy, J.B.",NA,"Brasil",NA,NA,"Terreno úmido. Árvore, flores pálidas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.",NA,NA,NA,NA,"Minas Gerais","-43.4160995483398","-20.377799987793",NA,NA,NA,NA,NA,"Mariana",NA,NA,NA,"33524","auto",NA,NA,NA,NA,NA,NA
"258","2019-11-06 09:56:02-03","UFOP","OUPR","18163","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Schwacke, C.A.W.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Mez","7899","1892","05","Ad Arraial do Inficcionado",NA,"Minas Gerais","-43.4160995483398","-20.377799987793",NA,NA,NA,"Quinet, A.","05","Mariana",NA,NA,"2012","33524","auto","02",NA,NA,NA,NA,NA
"259","2019-11-06 09:56:02-03","UFOP","OUPR","18274","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Beira de córrego. Arbusto",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1938",NA,"Serra de Ouro Branco",NA,"Minas Gerais","-43.6918983459473","-20.5207996368408",NA,NA,NA,"Moraes, P.L.R.",NA,"Ouro Branco",NA,NA,"2011","13809","auto","12","13",NA,NA,NA,NA
"260","2019-11-06 09:56:02-03","UFOP","OUPR","18224","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Terreno pedregoso. Arbusto, flores pálidas (brancas)",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1933",NA,NA,NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"261","2019-11-06 09:56:02-03","UFOP","OUPR","15558","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Sena, J.C.C.",NA,"Brasil",NA,NA,"Terreno úmido. Árvore, flores pálidas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1892",NA,NA,NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Moraes, P.L.R.",NA,"Ouro Preto",NA,NA,"2011","44599","auto","12","13",NA,NA,NA,NA
"262","2019-11-06 09:56:02-03","UFOP","OUPR","18217","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Campo. Arbusto, flores pálidas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1938",NA,"Alto do Itacolomi",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"263","2019-11-06 09:56:02-03","UFOP","OUPR","18171","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Campo. Arbusto, flores amarelas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1971","10","Andorinhas",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Quinet, A.","16","Ouro Preto",NA,NA,"2007","44599","auto","03","07",NA,NA,NA,NA
"264","2019-11-06 09:56:02-03","UFOP","OUPR","6504","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Roschel, M.B.",NA,"Brasil",NA,NA,"Campo ferruginoso. Arbusto ca.1,8m, flores esverdeadas",NA,NA,NA,"(Nees & Mart.) Mez","445","1997","01","Antônio Pereira, Alegria Sul, sentido Rio Piracicaba, SAMARCO",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Roschel, M.B.","15","Ouro Preto",NA,NA,"1997","44599","auto","03","25",NA,NA,NA,NA
"265","2019-11-06 09:56:02-03","UFOP","OUPR","21645","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Ataíde, E.S.",NA,"Brasil",NA,NA,"Subarbusto. Campo ferruginoso.",NA,NA,NA,"(Nees & Mart.) Mez","190","2008","03","Antônio Pereira, Samarco - Alegria 7",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Messias, M.C.T.B.","14","Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"266","2019-11-06 09:56:02-03","UFOP","OUPR","15271","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Nogueira, R.E.",NA,"Brasil",NA,NA,"Campo rupestre. Arbusto",NA,NA,NA,"(Nees & Mart.) Mez","197","2000","03","Camarinhas",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Moraes, P.L.R.","16","Ouro Preto",NA,NA,"2001","44599","auto","11","19",NA,NA,NA,NA
"267","2019-11-06 09:56:02-03","UFOP","OUPR","18172","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Cerrado. Arbusto, flores amareladas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1971","10","Campo Grande",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Quinet, A.","16","Ouro Preto",NA,NA,"2007","44599","auto","03","07",NA,NA,NA,NA
"268","2019-11-06 09:56:02-03","UFOP","OUPR","18182","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Terreno úmido. Arbusto, flores pálidas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1935",NA,"Distrito de São Bartolomeu",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Moraes, P.L.R.",NA,"Ouro Preto",NA,NA,"2011","44599","auto","12","13",NA,NA,NA,NA
"269","2019-11-06 09:56:02-03","UFOP","OUPR","18231","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Lisboa, M.A.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1971","02","Estrada de São Bartolomeu",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Lisboa, M.A.","27","Ouro Preto",NA,NA,"1973","44599","auto","03","01",NA,NA,NA,NA
"270","2019-11-06 09:56:02-03","UFOP","OUPR","18227","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"campo. arbusto, flor pálida",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1938",NA,"Falcão",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"271","2019-11-06 09:56:02-03","UFOP","OUPR","18233","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1974","11","Frazão",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Lisboa, M.A.","26","Ouro Preto",NA,NA,"1974","44599","auto","11","26",NA,NA,NA,NA
"272","2019-11-06 09:56:02-03","UFOP","OUPR","18215","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Arbusto, flores amareladas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1975","05","Itacolomi",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Badini, J.","24","Ouro Preto",NA,NA,"1975","44599","auto","05","24",NA,NA,NA,NA
"273","2019-11-06 09:56:02-03","UFOP","OUPR","18225","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Campo. Arbusto, flores brancas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1938",NA,"Itatiaia",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"274","2019-11-06 09:56:02-03","UFOP","OUPR","18174","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Damazio, L.B.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Mez","s.n.",NA,NA,"Morro São Sebastião",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Quinet, A.",NA,"Ouro Preto",NA,NA,"2007","44599","auto","03","07",NA,NA,NA,NA
"275","2019-11-06 09:56:02-03","UFOP","OUPR","1394","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Roschel, M.B.; Dias, S.",NA,"Brasil",NA,NA,"Campo rupestre. Arbusto ca.1,2m, flores amarelas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1994","05","Parque Estadual do Itacolomi, Serra do Itacolomi",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Quinet, A.","21","Ouro Preto",NA,NA,"2007","44599","auto","03","07",NA,NA,NA,NA
"276","2019-11-06 09:56:02-03","UFOP","OUPR","31298","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Pedrosa, L.G.",NA,"Brasil",NA,NA,"Arbusto, ca. 2m. Flores alvas/creme. Campo rupestre.",NA,NA,NA,"(Nees & Mart.) Mez","338","2018","05","Parque Estadual do Itacolomi, Trilha do Pico do Itacolomi.",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Pedrosa, L.G.","25","Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"277","2019-11-06 09:56:02-03","UFOP","OUPR","18230","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Damazio, L.B.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Mez","s.n.",NA,NA,"Perto do Taquaral",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"278","2019-11-06 09:56:02-03","UFOP","OUPR","18228","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Campo. Arbusto, flores pálidas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1938",NA,"Próximo das Águas Férreas",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"279","2019-11-06 09:56:02-03","UFOP","OUPR","18218","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Arbusto, flores amarelas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1972","12","Serra da Brígida",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Badini, J.","20","Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"280","2019-11-06 09:56:02-03","UFOP","OUPR","18229","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"Arbusto, flores amarelas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1972","02","Serra da Brígida",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Badini, J.","20","Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"281","2019-11-06 09:56:02-03","UFOP","OUPR","18226","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,"campo. Arbusto, flores brancas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1938",NA,"Serra de Lavras Novas",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,NA,"Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"282","2019-11-06 09:56:02-03","UFOP","OUPR","18173","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Badini, J.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1971","10","Serra de Ouro Preto",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Quinet, A.","16","Ouro Preto",NA,NA,"2007","44599","auto","03","07",NA,NA,NA,NA
"283","2019-11-06 09:56:02-03","UFOP","OUPR","18232","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Lisboa, M.A.",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1975","05","Serra do Itacolomi",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"26","Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"284","2019-11-06 09:56:02-03","UFOP","OUPR","1394-B","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Roschel, M.B.; Dias, S.",NA,"Brasil",NA,NA,"Campo. Arbusto, flores amareladas",NA,NA,NA,"(Nees & Mart.) Mez","s.n.","1994","02","Serra do Itacolomi",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,NA,"21","Ouro Preto",NA,NA,NA,"44599","auto",NA,NA,NA,NA,NA,NA
"285","2019-11-06 09:56:02-03","UFOP","OUPR","30879","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Pedrosa, L.G.",NA,"Brasil",NA,NA,"Arvoreta. Flores alvas. Campo rupestre.",NA,NA,NA,"(Nees & Mart.) Mez","54","2018","03","Venda do Campo",NA,"Minas Gerais","-43.5080986022949","-20.2875003814697",NA,NA,NA,"Pedrosa, L.G.","22","Ouro Preto",NA,NA,"2018","44599","auto","03","22",NA,NA,NA,NA
"286","2020-10-14 10:02:21-03","FURB","FURB","32247","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Martins, E.M.; Verdi, M.",NA,"Brasil",NA,NA,"op90 Habitat: Matinha nebular; interior do fragmento Habito: arbórea; flor receptáculo vermelho","FURB27829",NA,NA,"(Nees & Mart.) Mez","25","2010","09","Morro dos Perdidos / APA Estadual de Guaratuba.","FURB27829","Paraná","-48.9566667","-25.8902777",NA,"1444","1444","Oliveira, AA de","02","Guaratuba","-48.9566667","-25.8902777","2011",NA,NA,"03","25",NA,NA,NA,NA
"287","2020-10-14 10:02:21-03","FURB","FURB","8438","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Dreveck, S.",NA,"Brasil",NA,NA,NA,"FURB02044",NA,NA,"(Nees & Mart.) Mez","370","2008","05","Parque Estadual de Jaguariaíva.","FURB02044","Paraná","-49.6966666","-24.2172223",NA,NA,NA,"Uhlmann, A","28","Jaguariaíva","-49.6966666","-24.2172223","2008",NA,NA,"05","28",NA,NA,NA,NA
"288","2020-10-14 10:02:21-03","FURB","FURB","2146","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Silva, J.M.; Ribas, O.S. & Cordeiro, J.",NA,"Brasil",NA,NA,"Era Miconia sem coletor, que não encontrado foi substituído pelo cadastro atual. Habitat: zona de campo, afloramento de arenito Habito: arbustiva; flor creme","FURB27828",NA,NA,"(Nees & Mart.) Mez","3327","2001","02","Gruta do Monge.","FURB27828","Paraná","-49.7158012390137","-25.7696990966797",NA,NA,NA,"Ribas, OS","22","Lapa",NA,NA,"2005","49965","auto",NA,NA,NA,NA,NA,NA
"289","2021-03-16 17:53:08-03","UCS","HUCS","26490","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Silva, J.M.",NA,"Brasil",NA,NA,"arbusto 2 m - fruto imaturo - Herbário MBM; matinha nebular",NA,"Angiospermae","Lauraceae","(Nees) Mez","4205","2002","09","Morro da Palha",NA,"Paraná","-49.4514007568359","-25.3686008453369",NA,NA,NA,"Assis, L.C.S.","22","Campo Magro",NA,NA,"2005","24260","auto",NA,NA,NA,NA,NA,NA
"290","2021-03-16 17:53:08-03","UCS","HUCS","40287","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Ribas, O.S.",NA,"Brasil",NA,NA,"arbusto, 2 m, flores cremes - Herbário MBM; campo cerrado",NA,"Angiospermae","Lauraceae","(Nees) Mez","8581","2012","03","Parque Estadual do Cerrado",NA,"Paraná","-49.7057991027832","-24.2511005401611",NA,NA,NA,"Ribas, O.S.","30","Jaguariaíva",NA,NA,"2012","44368","auto",NA,NA,NA,NA,NA,NA
"291","2021-03-16 17:53:08-03","UCS","HUCS","27094","PreservedSpecimen","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"Hatschbach, G.",NA,"Brasil",NA,NA,"arbusto, 2 m, campo rupestre - Herbário MBM; entre o Rio Embassaia e o Rio Preto - afloramentos rochosos",NA,"Angiospermae","Lauraceae","(Nees) Mez","77548","2004","06","Serra do Cabral",NA,"Minas Gerais","-44.1721992492676","-17.7574996948242",NA,NA,NA,"Werff, H.","07","Joaquim Felicio",NA,NA,"2004","37503","auto",NA,NA,NA,NA,NA,NA
"292","2014-10-14 15:56:43-03","BS","M","M-0111177","S","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis","NOTATYPE","Martius, C.F.P. von",NA,"Brasil",NA,NA,NA,"M0111177","Magnoliophyta","Laurales","(Nees & Mart.) Mez",NA,NA,NA,"In campis tristibus, ubi animae [?...], quos amor. peredit. Habitat in Serro Frio; Provinciae Min. Ger.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"293","2014-10-14 15:56:44-03","BS","M","M-0111178","S","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis","NOTATYPE","Martius, C.F.P. von",NA,"Brasil",NA,NA,NA,"M0111178","Magnoliophyta","Laurales","(Nees & Mart.) Mez",NA,NA,NA,"In montosis arbusto consistis graminosis, Prov. Minar., 2800-3600 ft.",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Magnoliopsida",NA,NA,NA
"294","2019-08-16 08:39:46-03","UTFPR","HCF","6336","S","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"M.G. Caxambu",NA,"Brasil",NA,NA,"arbusto heliófito, ca. 1 m. Frutos imaturos verdes. Próximo a afloramento de arenito.",NA,NA,NA,"(Nees & Mart.) Mez","1863","2007","11","Buraco do Padre",NA,"PR","-49.968222","-25.173972",NA,"931","931","M.L. Brotto","03","Ponta Grossa","49°58'05,6 W","25°10'26,3 S","2008",NA,NA,"11","04",NA,NA,NA,NA
"295","2019-08-16 08:39:46-03","UTFPR","HCF","14011","S","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"M.L. Brotto",NA,"Brasil",NA,NA,"subarbusto de 80 cm; flores cremes.",NA,NA,NA,"(Nees & Mart.) Mez","1550","2014","03","Pico Alvorda 3",NA,"PR","-48.958056","-25.485833",NA,"1416","1416","M.L. Brotto","02","Piraquara","48°57'29 W","25°29'09 S","2014",NA,NA,"04","15",NA,NA,NA,NA
"296","2019-08-16 08:39:46-03","UTFPR","HCF","19325","S","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"J.M. Silva",NA,"Brasil",NA,NA,NA,NA,NA,NA,"(Nees & Mart.) Mez","4629","2005","03","Serra da Bocaina",NA,"PR","-49.1150016784668","-25.2061004638672",NA,NA,NA,"H. van der Werff","03","Bocaiúva do Sul",NA,NA,"2008","61623","auto",NA,NA,NA,NA,NA,NA
"297","2019-08-16 08:39:46-03","UTFPR","HCF","15324","S","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"R.S. Vieira",NA,"Brasil",NA,NA,"arvoreta com 1,5 m, em refúgio altomontano. Com frutos verdes e cúpula avermelhada.",NA,NA,NA,"(Nees & Mart.) Mez","427","2014","07","Serra do Capivari - Morro Capivari",NA,"PR","-49.0553016662598","-25.3055992126465",NA,NA,NA,"R.S. Vieira","07","Campina Grande do Sul",NA,NA,"2014","55154","auto","07","07",NA,NA,NA,NA
"298","2019-08-16 08:39:46-03","UTFPR","HCF","12115","S","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"T.D.P. Oliveira",NA,"Brasil",NA,NA,"arvoreta heliófita, ca. 3 m. Flores amarelas.",NA,NA,NA,"(Nees & Mart.) Mez",NA,"2013","03","estrada próxima ao Parque Estadual do",NA,"PR","-49.7057991027832","-24.2511005401611",NA,NA,NA,"M.L. Brotto","29","Jaguariaíva",NA,NA,"2013","44368","auto","06","25",NA,NA,NA,NA
"299","2019-08-16 08:39:46-03","UTFPR","HCF","15275","S","Plantae","Lauraceae","Ocotea","tristis","Ocotea tristis",NA,"M.C. Portes",NA,"Brasil",NA,NA,"árvore de pequeno porte em cerrado, com frutos verdes. Savana arborizada.",NA,NA,NA,"(Nees & Mart.) Mez","176","1996","07","Parque Estadual do Cerrado",NA,"PR","-49.7057991027832","-24.2511005401611",NA,NA,NA,"M.L. Brotto","25","Jaguariaíva",NA,NA,"2007","44368","auto","05","16",NA,NA,NA,NA
